playerName,dunkScore_average,jumpSubscore_average,powerSubscore_average,styleSubscore_average,defensiveContestSubscore_average,maxBallHeight_average,ballSpeedThroughRim_average,playerVertical_average,hangTime_average,takeoffDistance_average,playerRotation_average,playerLateralSpeed_average,ballDistanceTraveled_average,ballReachBack_average,totalBallAcceleration_average,passLength_average,catchDistance_average,lateralCatchDistance_average,defensiveContestLevel_average,dunkScore_max,jumpSubscore_max,powerSubscore_max,styleSubscore_max,defensiveContestSubscore_max,maxBallHeight_max,ballSpeedThroughRim_max,playerVertical_max,hangTime_max,takeoffDistance_max,playerRotation_max,playerLateralSpeed_max,ballDistanceTraveled_max,ballReachBack_max,totalBallAcceleration_max,passLength_max,catchDistance_max,lateralCatchDistance_max,defensiveContestLevel_max,dunkScore_total,jumpSubscore_total,powerSubscore_total,styleSubscore_total,defensiveContestSubscore_total,maxBallHeight_total,ballSpeedThroughRim_total,playerVertical_total,hangTime_total,takeoffDistance_total,playerRotation_total,playerLateralSpeed_total,ballDistanceTraveled_total,ballReachBack_total,totalBallAcceleration_total,passLength_total,catchDistance_total,lateralCatchDistance_total,defensiveContestLevel_total
RJ Barrett,44.57692307692308,52.32692307692308,33.28076923076923,38.09230769230769,6.861538461538462,10.574423076923077,18.654807692307692,27.934153846153848,0.3845769230769231,4.719307692307693,35.921615384615386,6.530115384615384,1.7868461538461538,0.18465384615384617,0.3058076923076923,1.9193076923076924,0.6016153846153846,0.5870384615384615,7.201961538461538,85.8,79.4,97.2,74.3,47.8,11.015,28.71,37.903,0.583,7.963,86.498,10.347,3.508,1.35,1.53,16.719,5.098,5.052,50.852,1159.0,1360.5,865.3,990.4,178.4,274.935,485.025,726.288,9.999,122.702,933.962,169.783,46.458,4.801,7.951,49.902,15.642,15.263,187.251
Rayan Rupert,27.666666666666668,40.1,12.566666666666668,23.733333333333334,0.0,10.556,12.649666666666667,25.185333333333332,0.36133333333333334,3.908333333333333,33.428,5.455000000000001,1.1953333333333334,0.0,0.046000000000000006,0.0,0.0,0.0,0.0,29.2,42.9,13.4,25.2,0.0,10.634,13.246,26.88,0.367,4.653,42.577,6.867,1.462,0.0,0.062,0.0,0.0,0.0,0.0,83.0,120.3,37.7,71.2,0.0,31.668,37.949,75.556,1.084,11.725,100.28399999999999,16.365000000000002,3.586,0.0,0.138,0.0,0.0,0.0,0.0
Richaun Holmes,43.79714285714286,47.15142857142857,26.057142857142857,35.785714285714285,15.4,10.6964,15.71142857142857,25.95574285714286,0.42328571428571427,3.2664285714285715,31.216771428571427,3.055285714285714,1.2356857142857143,0.11134285714285713,0.21457142857142858,4.420971428571429,1.2577142857142856,1.2410285714285714,16.519142857142857,74.4,73.7,86.9,64.7,80.0,11.156,28.625,31.586,0.533,7.285,84.966,9.245,2.845,1.196,0.929,21.064,4.341,4.338,86.105,1532.9,1650.3,912.0,1252.5,539.0,374.374,549.9,908.451,14.815,114.325,1092.587,106.935,43.249,3.897,7.510000000000001,154.734,44.019999999999996,43.436,578.17
Ricky Council IV,51.05333333333333,61.59,43.123333333333335,48.32333333333334,4.010000000000001,10.638433333333333,18.757033333333332,30.050400000000003,0.42163333333333336,4.915166666666667,35.17963333333333,6.300566666666667,2.2675,0.5227,0.3226333333333333,0.7782333333333333,0.2614666666666666,0.25543333333333335,4.334733333333333,76.7,80.0,98.8,82.1,39.1,10.89,35.058,34.529,0.517,8.743,84.309,10.19,5.53,2.341,1.651,12.693,3.34,3.315,41.013,1531.6,1847.7,1293.7,1449.7,120.30000000000001,319.153,562.711,901.5120000000001,12.649000000000001,147.455,1055.389,189.017,68.025,15.681000000000001,9.679,23.347,7.843999999999999,7.663,130.042
Rob Dillingham,64.63333333333334,74.0,75.63333333333334,54.800000000000004,1.6666666666666667,10.57,29.50466666666667,32.611,0.42766666666666664,6.794333333333333,49.30566666666667,8.356333333333334,2.356,0.49533333333333335,0.7733333333333334,0.0,0.0,0.0,1.8413333333333333,69.5,77.5,88.7,66.1,5.0,10.695,30.785,33.43,0.45,7.136,54.88,8.922,2.647,0.759,0.91,0.0,0.0,0.0,5.524,193.9,222.0,226.9,164.4,5.0,31.71,88.51400000000001,97.833,1.283,20.383,147.917,25.069000000000003,7.068,1.486,2.3200000000000003,0.0,0.0,0.0,5.524
Robert Williams III,49.62916666666666,57.52916666666667,23.25,40.104166666666664,15.9,10.975125,13.489416666666665,27.345083333333335,0.47425,3.8549166666666665,29.137874999999998,3.2109583333333336,0.49666666666666665,0.137625,0.213125,12.760458333333332,2.3279166666666664,2.1805,16.366625,86.3,82.8,62.9,80.7,69.4,11.721,22.363,34.693,0.633,6.17,95.569,7.126,2.244,1.642,1.254,31.61,5.819,5.818,68.176,1191.1,1380.7,558.0,962.5,381.6,263.403,323.746,656.282,11.382,92.518,699.309,77.063,11.92,3.303,5.115,306.251,55.87,52.332,392.799
Ronald Holland II,47.05357142857143,61.34285714285714,38.517857142857146,36.896428571428565,4.121428571428572,10.683785714285715,18.506535714285715,27.875035714285712,0.40525,6.376892857142857,27.830107142857145,7.963571428571428,1.5174285714285713,0.3185357142857143,0.2774642857142857,0.0,0.0,0.0,4.50725,76.7,84.6,93.4,71.2,33.6,11.036,29.003,33.373,0.517,10.551,72.344,11.642,3.232,1.517,0.959,0.0,0.0,0.0,36.665,1317.5,1717.6,1078.5,1033.1,115.4,299.146,518.183,780.501,11.347,178.553,779.243,222.98,42.488,8.919,7.769,0.0,0.0,0.0,126.203
Royce O'Neale,29.63333333333333,40.5,19.266666666666666,24.03333333333333,0.0,10.494666666666667,16.675,23.396666666666665,0.3666666666666667,5.416333333333334,55.678666666666665,7.566333333333333,1.24,0.0,0.12666666666666668,0.0,0.0,0.0,0.0,32.8,43.9,23.8,25.6,0.0,10.542,19.481,24.387,0.367,5.594,72.503,8.039,1.53,0.0,0.152,0.0,0.0,0.0,0.0,88.89999999999999,121.5,57.8,72.1,0.0,31.484,50.025000000000006,70.19,1.1,16.249000000000002,167.036,22.698999999999998,3.7199999999999998,0.0,0.38,0.0,0.0,0.0,0.0
Rudy Gobert,36.39575471698113,32.17028301886793,30.866509433962264,39.341981132075475,10.85377358490566,10.72256603773585,15.525301886792453,21.24889622641509,0.37118396226415096,3.0309528301886792,31.741768867924527,2.663655660377359,1.4154386792452829,0.28591037735849056,0.21220283018867925,3.3210990566037735,0.8666509433962264,0.8366650943396226,11.680698113207548,88.1,75.0,97.0,88.2,78.1,11.519,29.646,32.026,0.583,7.343,98.738,9.119,3.941,2.301,1.276,25.563,4.985,4.953,81.952,7715.9,6820.1,6543.7,8340.5,2301.0,2273.184,3291.364,4504.766,78.691,642.562,6729.255,564.695,300.073,60.613,44.987,704.073,183.73,177.373,2476.308
Rui Hachimura,36.795081967213115,41.631147540983605,28.159016393442624,36.51147540983606,5.491803278688525,10.593360655737706,15.404803278688524,25.02344262295082,0.3748688524590164,3.9038524590163934,30.144262295081965,4.681360655737705,1.5246557377049181,0.26214754098360654,0.15165573770491803,1.4851147540983607,0.2811639344262295,0.27399999999999997,5.960147540983606,64.5,75.6,83.6,71.5,47.8,11.216,24.287,30.748,0.616,7.605,99.259,10.236,3.084,1.678,0.645,28.088,4.474,4.418,51.754,2244.5,2539.5,1717.7,2227.2,335.0,646.195,939.693,1526.43,22.867,238.135,1838.8,285.563,93.004,15.991,9.251,90.592,17.151,16.714,363.569
