127,Ron Holland,20,DET,SF,12,3,285,10.0,.513,.424,.212,3.3,13.4,8.3,10.2,3.3,1.0,16.2,18.4,-0.2,0.5,0.3,.057,-4.5,1.6,-2.9,-0.1,,hollaro01
128,Ben Sheppard,24,IND,SG,11,5,284,5.7,.414,.558,.151,3.3,15.6,8.9,9.7,0.8,0.7,7.1,13.9,-0.2,0.2,-0.1,-0.009,-5.7,-1.1,-6.7,-0.4,,sheppbe01
129,Jaylon Tyson,23,CLE,SG,11,7,284,14.0,.637,.578,.144,5.4,11.7,8.3,9.7,2.3,3.0,10.3,15.1,0.5,0.4,0.8,.138,0.2,1.4,1.6,0.3,,tysonja01
130,Collin Gillespie,26,PHO,PG,12,0,282,15.6,.534,.745,.108,4.4,14.2,9.2,31.0,2.1,2.0,13.0,18.2,0.4,0.3,0.7,.126,2.1,0.1,2.2,0.3,,gilleco01
131,Sion James,23,CHO,SG,11,6,281,10.5,.733,.527,.291,1.3,10.5,6.1,7.2,0.9,1.3,13.9,10.6,0.4,0.1,0.5,.088,-1.2,-0.5,-1.7,0.0,,jamessi01
132,Kyle Kuzma,30,MIL,PF,11,2,280,15.0,.608,.321,.302,3.2,14.7,9.1,8.5,1.0,2.2,9.8,20.4,0.3,0.2,0.5,.092,-1.1,-1.2,-2.4,0.0,,kuzmaky01
133,Norman Powell,32,MIA,SG,9,9,280,19.9,.652,.408,.465,1.2,11.4,6.6,12.3,1.8,0.7,10.9,28.1,0.6,0.3,0.9,.153,3.0,-0.1,2.9,0.3,,powelno01
134,Kel'el Ware,21,MIA,C,12,9,277,18.0,.598,.340,.196,12.7,27.2,20.4,3.8,2.0,5.0,11.0,17.5,0.3,0.6,0.9,.154,0.2,0.5,0.7,0.2,,wareke01
135,Mark Williams,24,PHO,C,11,8,277,21.1,.650,.000,.446,13.3,26.0,19.6,5.3,2.6,3.8,7.5,16.2,0.8,0.5,1.2,.216,0.5,0.1,0.6,0.2,,willima07
136,Kris Dunn,31,LAC,PG,11,5,276,10.2,.595,.355,.161,4.3,7.1,5.7,10.8,3.3,0.7,18.4,13.1,0.1,0.1,0.2,.037,-4.2,0.6,-3.6,-0.1,,dunnkr01
137,Donovan Clingan,21,POR,C,11,11,274,16.3,.551,.408,.171,17.1,23.0,19.8,6.3,1.5,5.2,8.9,13.0,0.5,0.4,0.9,.153,-0.6,-0.1,-0.7,0.1,,clingdo01
138,John Collins,28,LAC,PF,11,2,274,13.7,.592,.290,.240,7.8,15.5,11.8,5.2,1.8,2.6,17.2,21.7,0.0,0.1,0.1,.017,-2.2,-1.9,-4.1,-0.1,,collijo01
139,Derrick Jones Jr.,28,LAC,SF,11,11,273,15.5,.676,.532,.260,4.8,6.3,5.6,7.7,1.5,4.1,7.5,15.1,0.6,0.1,0.6,.113,1.1,-0.8,0.3,0.2,,jonesde02
140,Nikola Jović,22,MIA,PF,12,1,270,11.2,.545,.495,.363,3.7,16.8,10.7,17.2,1.5,2.1,18.5,19.6,-0.1,0.4,0.3,.048,-2.6,1.0,-1.7,0.0,,jovicni01
141,Isaac Okoro,25,CHI,SG,11,11,270,9.2,.591,.472,.236,5.0,6.8,5.9,9.6,0.9,2.4,15.0,14.4,0.2,0.2,0.3,.057,-2.6,-0.8,-3.4,-0.1,,okorois01
142,Noah Clowney,21,BRK,PF,11,5,269,8.2,.500,.726,.405,3.9,15.1,9.0,10.4,1.1,1.3,15.4,18.3,-0.2,-0.1,-0.3,-0.047,-3.0,-2.6,-5.7,-0.3,,clownno01
143,Cameron Johnson,29,DEN,SF,11,11,269,6.9,.464,.487,.205,3.1,8.4,6.0,9.0,1.1,0.4,6.6,14.3,0.0,0.3,0.3,.056,-4.2,-1.1,-5.2,-0.2,,johnsca02
144,Collin Sexton,27,CHO,SG,10,8,269,15.0,.622,.333,.476,0.9,8.5,4.9,29.9,1.4,0.0,20.1,24.5,0.4,0.1,0.4,.079,-0.9,-2.2,-3.0,-0.1,,sextoco01
145,Jarrett Allen,27,CLE,C,10,10,263,23.1,.635,.037,.486,10.0,23.0,16.1,11.2,2.3,3.2,10.4,22.1,0.7,0.4,1.1,.200,2.3,0.6,3.0,0.3,,allenja01
146,Chet Holmgren,23,OKC,PF,9,9,263,21.9,.718,.378,.439,5.2,24.6,15.3,9.2,1.3,4.8,14.0,22.3,0.7,0.7,1.4,.251,2.7,2.6,5.3,0.5,,holmgch01
147,De'Andre Hunter,28,CLE,SF,9,9,261,16.2,.574,.515,.362,2.7,17.5,9.7,14.4,1.4,0.7,10.7,26.0,0.3,0.3,0.6,.104,0.9,-0.6,0.2,0.1,,huntede01
148,Keldon Johnson,26,SAS,SF,11,0,259,19.2,.647,.244,.302,13.5,14.6,14.0,10.0,1.9,0.0,7.6,17.2,0.8,0.3,1.1,.208,2.4,-0.2,2.2,0.3,,johnske04
149,Naz Reid,26,MIN,C,11,0,259,13.1,.520,.523,.159,5.5,17.7,11.9,10.6,1.9,3.6,10.9,21.2,0.0,0.3,0.3,.059,-2.0,-0.1,-2.1,0.0,,reidna01
150,Javonte Green,32,DET,SG,12,2,257,8.6,.463,.485,.324,4.9,11.9,8.4,6.8,2.2,1.9,10.4,13.7,-0.1,0.4,0.3,.060,-3.6,0.6,-2.9,-0.1,,greenja02
151,Pelle Larsson,24,MIA,SG,12,9,255,13.3,.664,.447,.316,1.7,9.5,5.8,16.7,1.1,0.4,13.1,16.0,0.4,0.2,0.6,.121,-0.8,0.2,-0.6,0.1,,larsspe01
152,Patrick Williams,24,CHI,PF,11,0,253,11.0,.579,.609,.261,3.6,10.5,7.2,8.7,2.4,1.6,13.5,14.7,0.1,0.3,0.3,.064,-1.4,0.4,-1.0,0.1,,willipa01
153,Tristan Da Silva,24,ORL,SF,12,0,252,15.3,.617,.568,.211,4.5,12.5,8.6,6.6,1.9,0.3,8.0,18.6,0.4,0.3,0.7,.129,2.1,-0.1,2.0,0.3,,dasiltr01
154,Moses Moody,23,GSW,SG,11,3,252,15.2,.628,.729,.271,1.8,11.4,6.5,11.0,1.7,3.6,10.0,20.2,0.3,0.3,0.6,.116,1.4,-0.2,1.2,0.2,,moodymo01
155,Zaccharie Risacher,20,ATL,SF,10,10,252,13.3,.556,.435,.167,2.7,8.3,5.6,7.0,2.3,2.6,7.2,20.9,0.0,0.3,0.4,.072,-1.9,-0.2,-2.0,0.0,,risacza01
156,Josh Minott,23,BOS,PF,12,9,251,16.8,.588,.507,.227,10.5,18.8,14.6,9.7,2.8,2.0,9.8,15.5,0.5,0.4,0.9,.176,0.1,1.6,1.7,0.2,,minotjo01
157,Tim Hardaway Jr.,33,DEN,SG,11,0,251,13.8,.635,.678,.133,1.4,7.0,4.4,9.3,1.0,0.0,3.1,16.6,0.6,0.2,0.8,.159,1.8,-1.1,0.7,0.2,,hardati02
158,Bobby Portis,30,MIL,PF,12,0,249,12.3,.550,.373,.059,6.3,23.0,14.8,8.9,0.8,0.4,12.5,20.7,0.0,0.2,0.2,.036,-1.8,-2.4,-4.2,-0.1,,portibo01
159,Aaron Wiggins,27,OKC,SG,9,5,248,15.0,.578,.541,.081,4.1,10.1,7.2,12.0,0.8,3.0,7.3,21.5,0.3,0.4,0.7,.138,1.4,-0.7,0.7,0.2,,wiggiaa01
160,Jaylin Williams,23,OKC,PF,13,1,247,10.9,.472,.887,.099,3.7,22.8,13.6,16.1,1.6,3.4,11.9,14.7,0.0,0.6,0.6,.114,-1.8,2.0,0.3,0.1,,willija07
161,D'Angelo Russell,29,DAL,PG,12,3,247,12.8,.485,.513,.350,2.5,10.8,6.7,36.6,1.1,0.7,14.0,26.6,-0.2,0.3,0.1,.013,-1.1,-1.7,-2.7,0.0,,russeda01
162,Jusuf Nurkić,31,UTA,C,11,6,247,10.7,.423,.259,.346,10.8,32.9,21.8,19.9,2.9,1.6,23.1,19.9,-0.5,0.4,-0.1,-0.016,-5.2,1.2,-4.1,-0.1,,nurkiju01
163,Tre Mann,24,CHO,PG,11,1,245,8.4,.470,.512,.107,3.9,11.6,7.9,21.4,1.6,0.4,15.9,25.5,-0.3,0.1,-0.2,-0.039,-4.1,-2.1,-6.2,-0.3,,manntr01
164,Tari Eason,24,HOU,PF,10,1,245,16.3,.668,.551,.079,6.3,17.3,12.0,9.1,1.6,2.0,16.4,18.6,0.4,0.3,0.7,.138,2.3,-0.6,1.8,0.2,,easonta01
165,Luke Kennard,29,ATL,SG,10,0,243,11.2,.650,.532,.210,3.7,6.9,5.3,11.0,2.0,0.4,17.1,14.2,0.2,0.3,0.5,.090,-1.7,-0.2,-1.9,0.0,,kennalu01
166,Bam Adebayo,28,MIA,C,8,8,243,17.1,.569,.379,.290,3.6,22.6,13.8,13.4,1.5,0.8,10.3,26.3,0.1,0.4,0.5,.096,0.6,0.5,1.1,0.2,,adebaba01
167,Cam Spencer,25,MEM,SG,13,1,242,15.2,.643,.720,.293,0.4,11.6,5.9,24.2,1.7,0.4,11.5,17.9,0.4,0.2,0.6,.119,1.3,0.0,1.4,0.2,,spencca01
168,Bruce Brown,29,DEN,SG,11,0,240,10.0,.554,.311,.180,6.0,15.5,11.1,7.6,1.8,0.8,13.2,13.4,0.1,0.4,0.5,.101,-2.8,0.2,-2.6,0.0,,brownbr01
169,Dean Wade,29,CLE,PF,11,2,239,9.7,.539,.768,.214,4.2,12.9,8.3,7.4,1.8,2.0,4.7,10.8,0.2,0.3,0.5,.101,-1.7,0.7,-1.0,0.1,,wadede01
170,Jarred Vanderbilt,26,LAL,PF,12,2,238,11.2,.561,.261,.413,9.5,27.5,18.9,10.3,2.4,2.1,25.9,13.3,0.0,0.3,0.3,.062,-2.9,0.9,-2.0,0.0,,vandeja01
171,Josh Hart,30,NYK,SF,10,0,238,13.7,.547,.458,.153,7.3,22.5,14.3,20.7,1.6,0.4,17.2,16.1,0.2,0.3,0.5,.105,-0.5,0.8,0.3,0.1,,hartjo01
172,Derik Queen,21,NOP,C,11,0,236,16.3,.555,.099,.385,8.2,22.5,14.6,16.0,2.5,2.7,15.8,22.7,0.1,0.1,0.2,.044,-2.3,-0.2,-2.6,0.0,,queende01
173,Moussa Diabaté,24,CHO,C,11,0,233,22.9,.680,.000,.733,21.9,18.3,20.0,5.0,1.4,6.1,8.1,15.4,0.9,0.3,1.1,.227,2.2,-0.4,1.8,0.2,,diabamo01
174,Corey Kispert,26,WAS,SF,12,0,232,12.5,.655,.662,.279,1.8,10.4,6.1,12.7,0.4,0.7,10.5,15.2,0.4,-0.1,0.3,.059,0.4,-2.5,-2.1,0.0,,kispeco01
175,Peyton Watson,23,DEN,SF,11,1,232,11.7,.530,.321,.396,6.7,12.5,9.8,8.3,2.5,4.9,15.0,13.4,0.1,0.4,0.5,.109,-2.0,1.9,-0.1,0.1,,watsope01
176,Kristaps Porziņģis,30,ATL,C,9,9,232,21.4,.572,.395,.447,8.2,15.3,11.9,21.4,1.0,5.7,6.8,26.7,0.6,0.4,0.9,.191,2.8,1.2,4.0,0.4,,porzikr01
177,Simone Fontecchio,30,MIA,SF,12,0,231,15.8,.702,.674,.236,3.3,10.0,6.9,7.6,1.2,1.2,10.1,19.4,0.5,0.2,0.7,.140,2.5,-0.1,2.4,0.3,,fontesi01
178,Lonzo Ball,28,CLE,PG,10,2,231,9.8,.480,.800,.133,5.3,12.4,8.6,29.3,1.8,0.8,24.8,14.7,0.0,0.2,0.2,.050,-1.7,-0.1,-1.8,0.0,,balllo01
179,Josh Okogie,27,HOU,SG,10,8,229,13.6,.669,.593,.370,4.7,6.2,5.4,7.2,2.8,0.9,8.7,12.4,0.6,0.2,0.8,.168,0.1,1.1,1.2,0.2,,okogijo01
180,Sam Merrill,29,CLE,SG,9,5,229,14.3,.665,.872,.151,2.7,4.0,3.3,14.0,1.0,0.8,7.1,17.3,0.6,0.1,0.7,.153,2.3,-0.9,1.4,0.2,,merrisa01
181,Klay Thompson,35,DAL,SF,11,7,228,6.8,.442,.738,.049,0.9,13.0,7.0,14.0,0.6,1.4,10.2,21.5,-0.5,0.3,-0.2,-0.047,-3.3,-1.7,-4.9,-0.2,,thompkl01
182,Ayo Dosunmu,26,CHI,SG,9,0,228,17.4,.650,.398,.247,1.5,8.9,5.4,17.4,1.4,0.4,8.8,20.7,0.5,0.1,0.7,.140,1.8,-0.7,1.1,0.2,,dosunay01
183,Cam Thomas,24,BRK,SG,8,8,226,15.1,.546,.341,.424,1.4,4.3,2.7,17.0,0.9,0.4,9.3,32.1,0.1,-0.2,0.0,-0.007,0.9,-4.3,-3.5,-0.1,,thomaca02
184,Keon Ellis,26,SAC,SG,12,1,225,12.2,.643,.703,.156,1.5,8.3,4.8,5.5,3.3,1.2,6.8,13.8,0.2,0.1,0.4,.078,-1.1,1.6,0.5,0.1,,elliske01
185,Tyrese Martin,26,BRK,SG,11,2,225,7.8,.435,.603,.103,5.6,13.6,9.3,17.3,0.9,0.4,11.9,17.3,-0.2,-0.1,-0.3,-0.059,-2.4,-3.2,-5.6,-0.2,,martity01
186,Mike Conley,38,MIN,PG,11,4,223,12.7,.653,.638,.319,2.7,9.1,6.0,22.5,1.5,1.2,19.5,12.8,0.4,0.2,0.6,.129,0.1,0.2,0.3,0.1,,conlemi01
187,Malik Monk,27,SAC,SG,9,0,223,16.6,.640,.452,.172,1.0,6.3,3.6,15.0,1.7,2.1,8.3,20.6,0.4,0.0,0.4,.087,2.2,-0.7,1.5,0.2,,monkma01
188,Luguentz Dort,26,OKC,SF,7,7,223,6.4,.428,.667,.185,6.6,10.3,8.5,6.1,1.5,0.0,7.9,12.2,-0.1,0.4,0.3,.072,-4.3,0.0,-4.2,-0.1,,dortlu01
189,Reed Sheppard,21,HOU,PG,10,0,221,18.4,.648,.615,.077,1.6,9.3,5.6,20.7,3.1,1.8,13.8,20.4,0.5,0.3,0.8,.179,3.8,1.3,5.0,0.4,,sheppre01
190,Khris Middleton,34,WAS,SF,9,9,220,10.0,.537,.342,.192,6.1,9.6,7.9,14.2,1.7,0.8,15.9,17.6,0.0,0.0,0.0,-0.009,-3.9,-2.0,-5.9,-0.2,,middlkh01
191,Ace Bailey,19,UTA,SF,11,2,219,8.7,.476,.370,.173,10.7,9.4,10.1,11.6,1.3,0.4,14.7,18.9,-0.1,0.1,0.0,-0.004,-4.0,-2.5,-6.5,-0.2,,baileac01
192,Kyle Filipowski,22,UTA,C,11,5,219,10.6,.503,.452,.356,8.8,18.3,13.5,17.4,0.9,1.8,14.2,18.2,0.1,0.1,0.2,.045,-3.5,-0.7,-4.2,-0.1,,filipky01
193,Kris Murray,25,POR,SF,10,0,219,8.4,.523,.313,.125,5.7,9.8,7.6,5.9,2.1,0.8,10.6,10.3,0.1,0.2,0.3,.060,-3.4,0.8,-2.6,0.0,,murrakr01
194,Buddy Hield,33,GSW,SG,13,0,218,10.3,.555,.641,.167,2.1,7.4,4.7,14.6,2.2,0.0,13.4,18.9,0.0,0.2,0.2,.046,-3.4,-0.8,-4.2,-0.1,,hieldbu01
195,Cole Anthony,25,MIL,PG,11,0,216,13.6,.497,.317,.125,3.1,15.5,9.4,35.0,1.5,2.1,16.1,26.0,-0.1,0.2,0.1,.025,-2.1,-0.6,-2.7,0.0,,anthoco01
196,Jordan Poole,26,NOP,PG,7,4,212,11.4,.535,.596,.323,1.4,5.2,3.1,17.9,0.5,1.0,11.7,25.6,0.1,-0.1,0.0,-0.008,-0.5,-4.0,-4.4,-0.1,,poolejo01
197,Landry Shamet,28,NYK,SG,11,3,211,11.5,.643,.772,.333,2.4,9.6,5.7,4.9,1.1,0.5,7.1,13.7,0.4,0.2,0.5,.118,-0.2,-0.5,-0.7,0.1,,shamela01
198,Isaiah Joe,26,OKC,SG,8,0,211,16.5,.654,.807,.295,2.7,9.9,6.4,7.5,1.1,0.5,8.3,22.1,0.5,0.4,0.8,.186,1.8,-1.0,0.8,0.1,,joeis01
199,Cam Whitmore,21,WAS,SF,12,0,208,12.2,.537,.351,.202,3.5,10.2,6.8,5.2,2.5,0.8,10.5,22.7,-0.1,0.0,-0.1,-0.021,-2.7,-1.8,-4.5,-0.1,,whitmca01
200,Egor Demin,19,BRK,PG,10,3,208,10.8,.558,.787,.098,2.0,16.5,8.7,23.8,2.1,0.9,20.1,16.1,0.0,0.0,0.0,.003,-1.5,-0.9,-2.4,0.0,,demineg01
201,Isaiah Stewart,24,DET,C,9,3,207,17.6,.580,.378,.270,10.2,20.5,15.3,9.4,0.5,9.0,8.8,17.8,0.3,0.4,0.7,.167,0.7,1.6,2.3,0.2,,stewais01
202,Mouhamed Gueye,23,ATL,PF,12,2,206,14.4,.604,.492,.164,7.1,18.8,13.1,12.8,1.4,3.6,12.1,15.3,0.2,0.3,0.5,.127,-0.7,1.3,0.6,0.1,,gueyemo02
203,Isaiah Jackson,24,IND,C,11,9,206,15.8,.589,.000,.309,13.0,21.5,16.9,8.8,1.8,1.8,14.4,17.6,0.2,0.2,0.5,.107,-3.0,-0.6,-3.6,-0.1,,jacksis01
204,Goga Bitadze,26,ORL,C,12,0,203,19.3,.760,.162,.676,9.5,22.4,16.1,10.5,1.4,6.3,9.4,10.9,0.6,0.4,1.0,.233,1.4,2.7,4.1,0.3,,bitadgo01
205,Dru Smith,28,MIA,SG,12,0,202,15.2,.562,.443,.148,5.4,6.2,5.9,25.4,4.3,0.9,14.5,15.4,0.3,0.3,0.6,.139,-0.7,3.5,2.9,0.2,,smithdr01
206,Dalton Knecht,24,LAL,SF,11,1,202,10.6,.567,.549,.127,3.7,10.2,7.1,4.9,1.0,2.4,8.5,17.4,0.1,0.1,0.2,.042,-1.3,-1.8,-3.0,-0.1,,knechda01
207,Craig Porter Jr.,25,CLE,PG,12,0,201,15.4,.588,.420,.200,9.1,10.8,9.9,20.3,2.8,2.8,16.8,13.1,0.3,0.3,0.6,.139,0.8,2.0,2.8,0.2,,portecr01
208,Kawhi Leonard,34,LAC,SF,6,6,201,25.3,.625,.333,.257,3.0,16.6,9.9,18.7,3.7,2.0,8.6,28.3,0.5,0.2,0.7,.169,4.2,0.7,4.9,0.4,,leonaka01
209,Andre Drummond,32,PHI,C,10,2,200,20.0,.615,.226,.377,16.0,31.7,23.8,4.8,1.7,4.6,4.6,13.4,0.5,0.4,0.9,.211,2.1,0.6,2.7,0.2,,drumman01
210,LaMelo Ball,24,CHO,PG,6,6,200,21.8,.556,.526,.237,5.4,20.7,13.4,48.9,2.4,0.4,14.9,30.7,0.4,0.2,0.6,.149,3.5,-0.2,3.3,0.3,,ballla01
211,Will Richard,23,GSW,SG,11,2,199,18.1,.734,.567,.383,6.2,7.5,6.9,12.7,2.9,0.0,10.2,16.7,0.6,0.2,0.8,.194,1.8,0.7,2.5,0.2,,richawi02
212,Brandon Williams,26,DAL,PG,10,2,199,14.4,.538,.262,.369,2.6,9.8,6.2,24.0,4.2,0.4,17.7,25.0,-0.2,0.4,0.2,.040,-4.0,1.9,-2.1,0.0,,willibr03
213,Anthony Edwards,24,MIN,SG,7,7,199,26.7,.659,.457,.307,3.6,12.4,8.2,19.8,1.2,1.9,10.0,34.4,0.6,0.2,0.8,.196,8.2,-1.3,6.9,0.4,,edwaran01
214,Miles McBride,25,NYK,SG,9,1,198,12.1,.547,.667,.121,4.1,8.4,6.1,15.4,2.2,0.5,10.3,16.1,0.2,0.2,0.4,.102,-0.4,0.6,0.2,0.1,,mcbrimi01
215,Quinten Post,25,GSW,PF,13,7,197,14.0,.601,.705,.082,6.3,22.2,14.1,9.9,1.5,3.7,11.2,15.4,0.2,0.3,0.5,.111,0.3,0.7,1.0,0.2,,postqu01
216,Steven Adams,32,HOU,C,9,2,194,19.9,.650,.000,.514,26.2,20.1,23.0,10.4,1.8,3.0,18.1,11.8,0.6,0.3,0.9,.214,2.5,-0.4,2.1,0.2,,adamsst01
217,Tobias Harris,33,DET,PF,6,6,193,10.9,.513,.394,.254,2.7,17.0,9.9,11.7,1.2,0.5,9.2,18.3,0.1,0.3,0.4,.088,-2.0,0.0,-2.1,0.0,,harrito02
218,Jamal Shead,23,TOR,PG,11,0,192,14.4,.593,.558,.308,2.3,9.1,5.7,36.3,1.7,0.0,18.0,15.8,0.4,0.2,0.5,.136,0.5,-0.7,-0.2,0.1,,sheadja01
219,Jalen Suggs,24,ORL,PG,9,9,192,19.8,.716,.567,.358,4.1,14.1,9.2,30.8,4.0,0.9,24.4,22.2,0.4,0.3,0.7,.174,2.2,2.5,4.6,0.3,,suggsja01
220,Oso Ighodaro,23,PHO,PF,12,4,189,4.1,.467,.000,.220,3.0,20.0,11.4,11.9,0.8,3.0,26.2,13.5,-0.3,0.2,-0.1,-0.029,-8.5,0.3,-8.3,-0.3,,ighodos01
221,Jose Alvarado,27,NOP,PG,10,0,189,13.5,.594,.673,.192,2.1,14.4,7.7,20.1,2.6,0.0,12.4,14.4,0.3,0.0,0.3,.077,-0.8,-0.2,-0.9,0.1,,alvarjo01
222,Drew Eubanks,28,SAC,C,12,3,187,13.8,.632,.019,.509,4.7,16.9,10.6,3.1,1.8,5.9,16.7,17.6,0.0,0.1,0.1,.029,-3.2,0.0,-3.2,-0.1,,eubandr01
223,Collin Murray-Boyles,20,TOR,PF,9,3,187,13.5,.594,.305,.288,11.2,9.3,10.3,7.9,1.8,2.5,13.1,17.2,0.2,0.2,0.4,.103,-0.9,-0.6,-1.5,0.0,,murraco01
224,Ziaire Williams,24,BRK,SF,9,0,185,10.3,.537,.765,.279,4.5,10.0,7.0,4.2,1.8,1.9,8.4,18.9,0.0,0.0,0.0,.003,-2.2,-2.3,-4.6,-0.1,,willizi02
225,Nicolas Batum,37,LAC,PF,11,2,184,6.7,.438,.900,.000,3.2,15.0,9.2,7.2,2.2,3.3,11.1,10.9,-0.1,0.1,0.0,.002,-4.0,0.1,-3.9,-0.1,,batumni01
226,Keaton Wallace,26,ATL,PG,11,2,181,12.0,.612,.568,.091,0.6,12.2,6.6,24.0,2.4,1.0,17.9,13.0,0.2,0.3,0.4,.111,-2.4,1.4,-1.0,0.0,,wallake01
227,Alex Caruso,31,OKC,SG,9,0,181,14.0,.531,.673,.115,1.3,11.0,6.3,17.3,5.1,1.7,14.1,15.1,0.0,0.5,0.5,.145,-1.6,4.7,3.0,0.2,,carusal01
228,Trendon Watford,25,PHI,PF,8,3,180,15.7,.618,.204,.315,7.4,18.5,12.9,25.0,0.8,1.0,16.3,16.9,0.4,0.2,0.5,.142,0.4,0.9,1.3,0.2,,watfotr01
229,Walter Clayton,22,UTA,PG,11,0,178,11.8,.565,.537,.259,3.6,12.2,7.9,28.6,1.3,1.7,20.0,17.1,0.1,0.1,0.2,.064,-1.7,-0.2,-1.9,0.0,,claytwa01
230,Sandro Mamukelashvili,26,TOR,C,10,0,178,18.0,.705,.418,.364,6.8,14.1,10.5,14.8,1.3,2.1,13.6,17.5,0.4,0.2,0.6,.171,2.5,0.4,2.9,0.2,,mamuksa01
231,Dillon Brooks,30,PHO,SF,6,6,176,14.7,.534,.522,.272,3.2,9.1,6.1,12.2,3.3,1.1,9.6,27.1,0.1,0.2,0.3,.075,-1.5,-0.5,-1.9,0.0,,brookdi01
232,Gradey Dick,22,TOR,SG,11,0,175,12.1,.564,.587,.413,2.5,12.4,7.5,3.0,1.4,0.0,3.9,18.6,0.2,0.2,0.3,.086,-1.2,-1.6,-2.9,0.0,,dickgr01
233,Brook Lopez,37,LAC,C,11,0,175,10.7,.558,.686,.114,2.7,13.8,8.4,4.4,1.1,5.8,14.0,21.7,-0.2,0.1,-0.1,-0.019,-2.8,-1.5,-4.4,-0.1,,lopezbr01
234,Nique Clifford,23,SAC,SG,8,2,175,7.8,.455,.426,.170,4.4,15.4,9.7,15.6,1.1,1.6,12.2,13.9,-0.1,0.0,0.0,-0.009,-3.5,-0.9,-4.3,-0.1,,cliffni01
235,Jordan Clarkson,33,NYK,SG,11,0,174,13.9,.596,.544,.139,4.1,6.2,5.1,13.6,1.1,1.2,11.6,22.4,0.2,0.1,0.4,.097,0.1,-0.9,-0.9,0.0,,clarkjo01
236,Jalen Smith,25,CHI,C,11,0,174,19.4,.613,.519,.222,14.3,25.8,20.3,11.3,0.5,1.4,11.0,24.0,0.3,0.2,0.5,.135,2.7,-1.9,0.8,0.1,,smithja04
237,Marvin Bagley III,26,WAS,PF,12,0,173,21.4,.715,.109,.327,14.3,16.3,15.3,13.5,1.6,3.4,14.9,17.6,0.5,0.1,0.6,.157,2.0,-0.4,1.5,0.1,,baglema01
238,Al Horford,39,GSW,C,8,0,172,7.1,.480,.720,.000,4.6,18.1,11.2,9.9,1.1,4.3,19.4,15.4,-0.2,0.2,0.0,-0.006,-4.7,0.3,-4.4,-0.1,,horfoal01
239,Luka Garza,27,BOS,C,12,0,171,20.1,.638,.345,.382,17.9,13.4,15.7,9.2,1.2,3.5,7.2,17.2,0.6,0.2,0.8,.233,0.7,0.1,0.9,0.1,,garzalu01
240,Jalen Wilson,25,BRK,PF,10,0,171,6.6,.563,.673,.250,1.2,6.5,3.6,6.2,0.6,0.0,12.2,16.1,0.0,-0.1,-0.1,-0.038,-3.0,-3.7,-6.7,-0.2,,wilsoja03
241,Larry Nance Jr.,33,CLE,PF,10,1,169,6.6,.420,.471,.059,6.0,18.9,12.1,11.4,1.7,1.1,10.3,13.9,-0.1,0.2,0.1,.033,-6.1,0.2,-5.9,-0.2,,nancela02
242,Taurean Prince,31,MIL,SF,8,0,169,7.7,.623,.737,.079,0.0,8.3,4.2,5.8,1.7,1.1,11.3,11.3,0.1,0.1,0.2,.054,-3.2,-0.3,-3.5,-0.1,,princta02
243,Adem Bona,22,PHI,C,11,3,168,9.2,.479,.056,.889,8.5,15.2,11.9,2.2,1.4,10.3,21.8,7.9,-0.1,0.3,0.2,.058,-4.5,2.2,-2.3,0.0,,bonaad01
244,Jakob Poeltl,30,TOR,C,7,7,167,13.5,.648,.000,.333,13.3,19.6,16.4,9.6,0.9,2.8,18.3,13.8,0.2,0.2,0.4,.122,-2.6,-0.1,-2.7,0.0,,poeltja01
245,Jay Huff,27,IND,C,11,2,163,12.3,.482,.702,.211,6.8,16.9,11.4,8.4,0.3,11.9,8.8,16.8,0.0,0.2,0.2,.054,-3.3,1.3,-2.0,0.0,,huffja01
246,Day'Ron Sharpe,24,BRK,C,10,0,159,17.6,.698,.243,.676,16.4,21.6,18.8,16.9,2.8,3.4,31.4,18.5,0.1,0.1,0.2,.057,-1.2,0.2,-1.0,0.0,,sharpda01
247,Caris LeVert,31,DET,SG,8,0,158,12.3,.595,.434,.321,0.7,6.0,3.3,18.2,1.8,1.9,17.7,18.9,0.1,0.2,0.3,.076,-1.4,-0.3,-1.7,0.0,,leverca01
248,Zion Williamson,25,NOP,PF,5,5,157,22.3,.553,.000,.731,10.3,14.1,12.0,26.3,3.1,0.7,14.2,32.4,0.1,0.1,0.2,.062,2.3,-1.2,1.1,0.1,,willizi01
249,Jaxson Hayes,25,LAL,C,9,1,156,13.4,.708,.036,.250,8.0,19.9,14.2,9.6,0.6,3.2,11.4,9.7,0.3,0.1,0.4,.130,-0.5,-0.1,-0.6,0.1,,hayesja02
250,Vit Krejci,25,ATL,PG,8,0,156,15.5,.695,.732,.179,2.2,11.4,6.9,12.1,0.6,1.2,6.2,17.4,0.4,0.2,0.5,.159,1.9,-0.1,1.8,0.1,,krejcvi01
251,Walker Kessler,24,UTA,C,5,5,154,21.0,.786,.216,.541,16.0,21.8,18.9,15.2,2.2,5.7,25.9,16.3,0.3,0.2,0.5,.161,1.2,1.8,3.0,0.2,,kesslwa01
252,RayJ Dennis,24,IND,PG,9,0,153,5.9,.397,.523,.108,4.8,7.2,5.9,23.6,0.9,2.4,15.0,21.0,-0.3,0.1,-0.2,-0.076,-4.6,-1.9,-6.5,-0.2,,dennira01
