id,firstName,lastName,rating
5176354,Chase,Walker,14.137628955255833
5023693,Tyrese,Proctor,11.494795006057339
5143604,JT,Toppin,11.0691380149414015
5105823,Pharrel,Payne,10.882890132648204
4937074,Darrion,Williams,10.502536970659668
4433149,L.J.,Cryer,10.3655127595922713
4901961,Christian,Coleman,10.215745431908792
4898316,Jalen,Sullinger,10.1419165262487338
4702384,Nique,Clifford,9.979511945393415
5175737,Yaxel,Lendeborg,9.9484128303331316
4703868,Trey,Bonham,9.8523598115318238
5106262,Zuby,Ejiofor,9.773498334571355
4837237,Jamiya,Neal,9.7358886922588546
5041939,Cooper,Flagg,9.725222343189146
4593043,John,Tonje,9.699708528516441
4897766,Elijah,Hawkins,9.650874891182804
5214642,Tomislav,Ivisic,9.583423459547961
5105964,Jayden,Dawson,9.558838020830005
4897438,Trey,Kaufman-Renn,9.515233329225552
4709131,Sean,Pedulla,9.4901698916404265
4897365,Honor,Huff,9.335772971794307
4700852,Chaz,Lanier,9.181224560080633
4433155,Clifford,Omoruyi,9.179867195876640
5176351,Ty,Pence,9.1049455320216424
5241364,Bennett,Stirtz,8.816574690483631
4845361,Jackson,Shelstad,8.760717488913398
5105462,Richie,Saunders,8.7181401589925584
4683742,Julian,Reese,8.669955861318152
4591259,Koby,Brea,8.659698435254868
4897676,Bent,Leuchten,8.4467174553383596
5106270,Otega,Oweh,8.390526171320264
5103630,John,Blackwell,8.2330702241999515
5107173,Danny,Wolf,8.188113181754437
4684682,Jonas,Aidoo,8.1846768097781203
4869780,Derik,Queen,8.1679887399961545
4432200,Bryce,Thompson,8.1499813713949027
4684269,Kylan,Boswell,8.1211082962102547
5176352,Johnny,Kinziger,8.0987632662455136
4883573,Zakai,Zeigler,8.0976844984871308
4702656,Alijah,Martin,8.081923839391451
4870564,Joshua,Jefferson,8.0267628498746205
4703396,Graham,Ike,8.0198377082812756
5174609,Miles,Rubin,8.0191454881280013
4701991,Steven,Ashworth,7.9565432127716269
4702134,Norchad,Omier,7.8934860805225013
5093253,Kyan,Evans,7.8780698047535863
4703921,Dalton,Banks,7.8602066055794784
5107965,Christian,Davis,7.8011728748000995
5107968,Ja'Kobi,Gillespie,7.7833979540352954
4431719,Khalif,Battle,7.767235830350315
4700818,Vladislav,Goldin,7.6976873993360337
4894445,Braden,Huff,7.6655019606724142
5241363,Tavion,Banks,7.593379113758830
4433144,Caleb,Love,7.5802216356847456
4872740,Coen,Carr,7.5572080861430231
4898369,Curtis,Jones,7.4748376528545666
5105836,Roddy,Gayle Jr.,7.4434032297829525
4576060,Ryan,Kalkbrenner,7.407743628491098
4873089,Tahaad,Pettiford,7.3541182391985158
4703530,Mark,Sears,7.289629674724353
5105647,Keba,Keita,7.238672777315991
5174983,Aday,Mara,7.1612092431558154
4432586,Nate,Bittle,7.1348791147401365
4703015,Nelly,Junior Joseph,7.0282724239047864
5177104,Jasper,Floyd,6.9909085024590334
4683833,Wade,Taylor IV,6.9643794558172598
4432737,Jaden,Bradley,6.9317789400835407
4895780,Mouhamed,Dioubate,6.9096705308004297
5080489,Thomas,Haugh,6.9045512587925955
4896463,Kario,Oquendo,6.882561055098918
5106035,RJ,Luis Jr.,6.8534001892358146
4702655,Johnell,Davis,6.8249533136669456
4896372,Walter,Clayton Jr.,6.7558007795250426
4684166,Brandon,Murray,6.7509338541381474
4702745,Amari,Williams,6.663014665825658
5243213,Egor,Demin,6.581242422146744
4596365,TJ,Bamba,6.581023645403458
4873209,Patrick,Ngongba II,6.5808354265841907
4683758,Malik,Thomas,6.537195412902683
4702638,Caden,Boser,6.4514901115846207
5105816,Tre,Holloman,6.4453144756584857
4873090,Labaron,Philon,6.421644533362893
4702442,Matthew,Murrell,6.4163430695323136
4698719,Trevon,Brazile,6.3779142402074584
4702743,Andrew,Carr,6.3674832802576866
4592726,Brandon,Newman,6.356382589668004
4701182,Mitchell,Saxen,6.294821013590208
5240392,Ja'Borri,McGhee,6.2823085368983250
5124612,VJ,Edgecombe,6.2796986203622984
4683752,Samson,Johnson,6.2570849300800257
5106272,Milos,Uzan,6.2555607620901097
4588201,Steven,Crowl,6.2498070638801913
5174657,Alex,Condon,6.2340075768338708
5105794,Skyy,Clark,6.2258893555255126
4702773,Abou,Ousmane,6.222774348519317
4433569,Johni,Broome,6.1773658318764717
4848637,Milan,Momcilovic,6.1256074690470273
4701228,Christian,Shumate,6.1006097364252205
4917149,Alex,Karaban,6.0359393998478973
4897262,Will,Richard,6.0135951438148323
4703393,Devin,Tillis,5.9997084529807163
4702431,Andersson,Garcia,5.9616253111113114
4845368,Tru,Washington,5.935545925661515
5241689,Amarion,Dickerson,5.931370101986028
4897517,Aaron,Scott,5.9173514602258859
5061568,Carter,Bryant,5.9059538238189667
5214640,Kasparas,Jakucionis,5.902209180389002
5241358,Corey,Thomas,5.84739773514406606
4567079,Kerwin,Walton,5.838554303419943
4848625,Dailyn,Swain,5.8358134673311435
5105555,Tobe,Awaka,5.8284727770555911
4897493,Denver,Jones,5.8224372336904446
5203685,Khaman,Maluach,5.8009831616454273
4696317,Miles,Kelly,5.8003784542811805
5239561,Jase,Richardson,5.7999091575650486
5239590,Liam,McNeeley,5.7648368751606603
4433172,Zeb,Jackson,5.754023406268204
4432169,Jaemyn,Brakefield,5.6927347504682837
4433068,J'Wan,Roberts,5.6468882280948233
4702721,Trey,Townsend,5.6241765431957314
4683777,D.J.,Wagner,5.6181330697722068
5061575,Kon,Knueppel,5.6077713387983685
