id,firstName,lastName,rating
660271,Shohei,Ohtani,13.0176312515733163
672386,Alejandro,Kirk,9.8333516666666683
808967,Yoshinobu,Yamamoto,8.487373722598068
694361,Will,Klein,7.8774920219877225
641778,Eric,Lauer,7.4716490884722176
680718,Addison,Barger,6.9873166666666665
665489,Vladimir,Guerrero Jr.,6.8205212499999994
518692,Freddie,Freeman,6.3026835946641265
669257,Will,Smith,5.600250000000000402
662139,Daulton,Varsho,4.5487499999999994
606192,Teoscar,Hernández,4.5191583333333343
605135,Chris,Bassitt,4.3458698026361791
592332,Kevin,Gausman,3.8686718932825186
669456,Shane,Bieber,3.848937514626016
666182,Bo,Bichette,3.57485000000000023
676391,Ernie,Clement,3.18484666666666697
665926,Andrés,Giménez,3.1188958333333332
683618,Edgardo,Henriquez,2.9846738620657107
680736,Justin,Wrobleski,2.7078020906463413
571970,Max,Muncy,2.652266666666666494
571771,Enrique,Hernández,2.4635150000000006
680755,Braydon,Fisher,2.3800080710158966
656546,Jeff,Hoffman,2.3026414248459508
664770,Nathan,Lukes,2.294465833333333158
676263,Jack,Dreyer,1.81036849598221542
607192,Tyler,Glasnow,1.7599036586310972
702056,Trey,Yesavage,1.7517695413053864
622554,Seranthony,Domínguez,1.7114010453231707
686218,Emmet,Sheehan,1.7075323713242447
543807,George,Springer,1.5757970833333333
669242,Tommy,Edman,1.5074249999999998
689254,Mason,Fluharty,1.450686759608885
664034,Ty,France,0.71339999999999988
686973,Louis,Varland,0.677300783992378
605141,Mookie,Betts,0.5597
808963,Roki,Sasaki,0.49973437865650416
477132,Clayton,Kershaw,0.4306648312855395
607455,Anthony,Banda,0.3491002613307927
676914,Davis,Schneider,0.21900000000000003
669743,Alex,Call,0.156
643396,Isiah,Kiner-Falefa,0.13194500000000003
681624,Andy,Pages,0.0938791666666666
