id,firstName,lastName,rating
485,Bruno,Fernandes,8.765129096526390
461,Erling,Haaland,8.684461150553586
12,Antoine,Semenyo,8.650522895808692
734,Matheus,Cunha,8.531744160758749
21,Marcus,Tavernier,8.0734641144924506
118,Keane,Lewis-Potter,7.445498822463768
72,Morgan,Rogers,7.08007160947205
153,Bart,Verbruggen,6.911726123586957
276,Dominic,Calvert-Lewin,6.1783840250664
735454,Nick,Woltemade,5.784908132564103
734835,Gianluigi,Donnarumma,5.59705219767272
2335046,Ethan,Ampadu,5.511763749203189
2335065,Dan,Ballard,5.2187634240217395
420,Caoimhin,Kelleher,5.193300786835749
2334680,Patrick,Dorgu,5.061039546078063752
125,Vitaly,Janelt,5.05415118236715
2336098,Jaka,Bijol,4.805706548140772
436,Matheus,Nunes,4.700653359012401
2335886,Hugo,Ekitike,4.649136328030304
732880,Florian,Wirtz,4.586894351731602
2336585,Anton,Stach,4.525217174302789
2335051,Trai,Hume,4.427660108695653
519,Amad,Diallo,4.382800861233481
2336661,Robin,Roefs,4.302754351413044
223,Reece,James,4.282876771153846
17,Marcos,Senesi,4.2615310227125071
484,Diogo,Dalot,4.2288032120306275
178,Joao,Pedro,3.98996987948718
47,Declan,Rice,3.89863810483871
191,Moises,Caicedo,3.88678975
2336215,Junior,Kroupi,3.8157364781969329
396,Sepp,van den Berg,3.8100137960990343
734814,Olivier,Boscagli,3.756221734782609
732884,Piero,Hincapie,3.7154392466935486
2336074,Diego,Coppola,3.620379697282609
256286,,Evanilson,3.615348704992658
551,Anthony,Gordon,3.4310402307692307
2336070,Adrien,Truffert,3.335232995590143
42,David,Raya,3.230056859032258
294,Tim,Iroegbunam,3.1861129379032262
222,Robert,Sanchez,3.1811694810897437
2336045,Rayan,Cherki,3.1698440484942436
97,Amadou,Onana,3.0911669964285715
134,Nathan,Collins,2.986566428019324
421,Virgil,van Dijk,2.9811040901515153
2334608,Michael,Kayode,2.890131721135266
692,Lucas,Paqueta,2.876401879982285
732565,Tijjani,Reijnders,2.8650013125775025
667,,Richarlison,2.765555089935065
493,,Casemiro,2.590683858737151
198,Armando,Broja,2.541046153051232
547,Alexander,Isak,2.5170784874999996
422691,Ferdi,Kadioglu,2.4858133695652174
320713,Mateus,Fernandes,2.481509339238264
59,Jurrien,Timber,2.4666914782258065
735328,Viktor,Gyokeres,2.412969340322581
46,William,Saliba,2.4057182056451616
433,Ruben,Dias,2.4033770014348983
100,Youri,Tielemans,2.380333604968944
28,Lewis,Cook,2.3622426123216607
732597,Alex,Jimenez,2.3610245589485592
174,Joel,Veltman,2.3609215315217393
400,Ryan,Gravenberch,2.3356282554112555
262,Adam,Wharton,2.296727274236388
2335039,Pascal,Struijk,2.2283697060391767
235910,Brajan,Gruda,2.2184252282608696
550,Lewis,Hall,2.174854111538462
732889,Granit,Xhaka,2.1671098260869566
282,Michael,Keane,2.165825652419355
2336740,Omar,Alderete,2.112853816304348
8,Justin,Kluivert,2.1066716929455427
105,Rico,Henry,2.0908377811594203
126,Yehor,Yarmoliuk,2.087862824879227
708,Matt,Doherty,2.0520625230676335
457,Josko,Gvardiol,1.967357186625332
65,Riccardo,Calafiori,1.9662673403225808
275,James,Tarkowski,1.9034239306451615
503,Mason,Mount,1.8499343590447461
684,Freddie,Potts,1.7406611287798937
76,Emiliano,Martinez,1.7318702634627325
104,Kevin,Schade,1.7039276862318846
732906,Nordi,Mukiele,1.7031772836956525
19,Milos,Kerkez,1.6963126792207794
470,Rico,Lewis,1.696249169619132
725,Ki-Jana,Hoever,1.6907770330917877
645,Rodrigo,Bentancur,1.6761476444805194
717,Joao,Gomes,1.6734721030193238
411,Dominik,Szoboszlai,1.6372019523809522
2334698,Nico,Gonzalez,1.6353102621789195
2336829,Christantus,Uche,1.6267044399667996
2336484,Martin,Zubimendi,1.6079813419354838
56,Bukayo,Saka,1.577577002419355
732717,Soungoutou,Magassa,1.5728251652679364
2336237,Enzo,Le Fee,1.5242199565217394
272,James,Garner,1.5083248959677418
463930,Manuel,Ugarte,1.5038083974378882
44,Ayden,Heaven,1.5033366717378542
2335013,Josh,Cullen,1.4996501828145268
735327,Marcus,Edwards,1.477737
95,John,McGinn,1.3873491459627327
497,Luke,Shaw,1.378070302329193
137,Mikkel,Damsgaard,1.371277018719807
734495,Bafode,Diakite,1.3476796701361866
250,Tyrick,Mitchell,1.3312229844687917
249,Justin,Devenny,1.3267577099999999
136,Mathias,Jensen,1.315587966183575
734039,Lutsharel,Geertruida,1.2907697402173912
461590,,Andre,1.2846374518115942
521,Alejandro,Garnacho,1.2817955153846152
270,Nathaniel,Clyne,1.2745112095351925
31,Alex,Scott,1.272441028113069
194,Trevoh,Chalobah,1.2513684311538462
2335092,Zian,Flemming,1.2489006988975357
139,Bryan,Mbeumo,1.2112078843612333
556,Sandro,Tonali,1.1991350615384615
225,Cole,Palmer,1.192123860897436
93,Jacob,Ramsey,1.1893454666666667
2335047,Joe,Rodon,1.1824784989375832
61,Martin,odegaard,1.1773997822580644
2335960,Charalampos,Kostoulas,1.1713480652173913
724,Pedro,Neto,1.0971930384615383
445,Phil,Foden,1.0915182181133747
732590,Noah,Okafor,1.0529081998339973
732594,Malick,Thiaw,1.0161379003846154
395,Alisson,Becker,0.9987472589502164
734993,Xavi,Simons,0.9927510813852813
472,Nico,O'Reilly,0.9734175936669618
2336676,David,Moller Wolfe,0.9507032518115943
513,Kobbie,Mainoo,0.9351943037334802
505,Victor,Lindelof,0.9201032648602483
463,Bernardo,Silva,0.913647063286094
91,Ian,Maatsen,0.9096042804347826
528,Jacob,Murphy,0.9028893525641024
610,Kyle,Walker-Peters,0.88984742358946
389,Ibrahima,Konate,0.8829557740259741
733102,Maxim,De Cuyper,0.8696050000000002
154,James,Milner,0.8581772608695653
160,Mats,Wieffer,0.8496034315217391
2334578,Abdukodir,Khusanov,0.8421382305358724
2335032,Brenden,Aaronson,0.8366805044355909
49950,Crysencio,Summerville,0.8086493793511957
16,Jaidon,Anthony,0.8062503663975358
540,Bruno,Guimaraes,0.7773378974358971
2334827,Mateus,Mane,0.758383768115942
2336830,Merlin,Rohl,0.7400179618548388
252,Jefferson,Lerma,0.7383301995351926
509,Lisandro,Martinez,0.7349722329192543
2336223,Hjalmar,Ekdal,0.7094506852950713
649,Pedro,Porro,0.7089415313852814
648,Archie,Gray,0.7082932405303031
657,Djed,Spence,0.7031111612554115
2335840,Brian,Brobbey,0.7030077260869567
81,Ollie,Watkins,0.7004753114906832
640,Brennan,Johnson,0.6821444940151515
695,Ollie,Scarles,0.6737919763751108
192,Lesley,Ugochukwu,0.6579565158463034
2336361,Habib,Diarra,0.6554427210869566
2335038,Wilfried,Gnonto,0.6483661748339973
2335015,Lucas,Pires,0.6273987222438393
2336772,Jackson,Tchatchoua,0.6242502443719807
391,Curtis,Jones,0.6199727316017316
171,Simon,Adingra,0.6085608913043479
710,Santiago,Bueno,0.6046503067995168
533,Lewis,Miley,0.5859616341025642
688,Alphonse,Areola,0.5529980292559791
290,Vitalii,Mykolenko,0.5497216079838709
473,Kyle,Walker,0.5152449977950714
495,Leny,Yoro,0.5020749998447203
267,Will,Hughes,0.48395813940239046
488,Joshua,Zirkzee,0.45815631810855428
535,Joe,Willock,0.4519690212820513
201,Marc,Cucurella,0.44928882108974366
740,Hwang,Hee-Chan,0.44095876497584546
189,Andrey,Santos,0.43849655320512815
402,Conor,Bradley,0.4219918082251083
100925,Guido,Rodriguez,0.4064460636071745
202032,David,Brooks,0.4009114243759178
463088,Maxence,Lacroix,0.38781802676958854
99,Lucas,Digne,0.37546726649068324
726,Jose,Sa,0.3721578318478263
650,Lucas,Bergvall,0.3661829172402597
734857,Randal,Kolo Muani,0.32671405822510835
172,Kaoru,Mitoma,0.32665490217391296
204,Wesley,Fofana,0.30968210506410254
409,Alexis,Mac Allister,0.29522677954545457
2336012,Yeremy,Pino,0.2814122245683931
606,Charly,Alcaraz,0.2524853491935484
166279,Lamare,Bogarde,0.24971379349378883
2336007,Thierno,Barry,0.2426113106451614
2335061,Chris,Rigg,0.2414872644565218
94,Boubacar,Kamara,0.23003438742236026
14,Adam,Smith,0.2173508981277532
451,Jack,Grealish,0.2069254616129032
306096,Georginio,Rutter,0.20595185108695652
140,Yasin,Ayari,0.2020804379347826
732855,Donyell,Malen,0.20129186000000002
2335043,Ilia,Gruev,0.20061649250000002
2336713,Divine,Mukasa,0.19722858591674053
54,Leandro,Trossard,0.1928579483870967
733197,Joao,Palhinha,0.1797600790800866
447,,Savinho,0.1640936277679362
734972,Benjamin,Sesko,0.1531706824844721
2335044,Jayden,Bogle,0.14193445970119517
101,Emiliano,Buendia,0.1261372629968944
86,Ezri,Konsa,0.12286577492236017
2337077,Joel,Drakes-Thomas,0.10705448986719787
24,Ryan,Christie,0.09226956057068736
2335083,Tom,Watson,0.08514222163043478
2336608,Jhon,Arias,0.07608962061594203
734516,Gabriel,Gudmundsson,0.07487437450199214
670,Micky,van de Ven,0.05871168954545469
179,Jack,Hinshelwood,0.057481078043478184
2334392,Ezra,Mayers,0.04551083370239151
2335026,Ao,Tanaka,0.027959017466799477
424,Trey,Nyoni,0.021648524145021643
538,Callum,Wilson,0.013374999999999998
11,Tyler,Adams,0.00000012749999999880912
