gameId,gameDate,matchup,period,gameClockTime,eventNum,playerId,playerName,firstName,lastName,teamId,teamName,teamCity,teamAbbreviation,dunkScore,jumpSubscore,powerSubscore,styleSubscore,defensiveContestSubscore,maxBallHeight,ballSpeedThroughRim,playerVertical,hangTime,takeoffDistance,reverseDunk,dunk360,throughTheLegs,alleyOop,tipIn,selfOop,playerRotation,playerLateralSpeed,ballDistanceTraveled,ballReachBack,totalBallAcceleration,dunkingHand,jumpingFoot,passLength,catchingHand,catchDistance,lateralCatchDistance,passerId,passerName,passerFirstName,passerLastName,passReleasePoint,shooterId,shooterName,shooterFirstName,shooterLastName,shotReleasePoint,shotLength,defensiveContestLevel,possibleAttemptedCharge,videoAvailable
0012400067,10/18/2024 12:00:00 AM,PHI @ ORL,4,7:19,567,1641737,Adem Bona,Adem,Bona,1610612755,76ers,Philadelphia,PHI,36.4,31.5,45.8,51.8,0.0,10.641,19.207,23.624,0.35,1.955,False,False,False,False,False,False,18.548,0.716,2.48,0.536,0.168,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400073,10/18/2024 12:00:00 AM,UTA @ POR,4,5:15,661,1629004,Svi Mykhailiuk,Svi,Mykhailiuk,1610612762,Jazz,Utah,UTA,36.4,47.9,15.6,36.9,0.0,10.491,15.341,29.948,0.367,1.625,False,False,False,False,False,False,19.828,1.903,3.171,0.0,0.077,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400074,10/18/2024 12:00:00 AM,LAL @ GSW,4,6:12,611,1630311,Pat Spencer,Pat,Spencer,1610612744,Warriors,Golden State,GSW,36.1,54.7,12.7,24.9,3.8,10.47,12.616,30.811,0.417,3.656,False,False,False,False,False,False,35.819,5.214,1.418,0.0,0.052,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,4.138,False,True
0012400071,10/18/2024 12:00:00 AM,MIA @ MEM,1,11:48,7,1641744,Zach Edey,Zach,Edey,1610612763,Grizzlies,Memphis,MEM,36.1,30.4,57.7,33.4,0.0,10.766,24.988,21.306,0.266,4.036,False,False,False,False,False,False,7.704,3.439,1.603,0.302,0.674,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400052,10/15/2024 12:00:00 AM,CHA @ NYK,2,6:11,258,1630574,Ariel Hukporti,Ariel,Hukporti,1610612752,Knicks,New York,NYK,36.1,43.3,25.1,0.0,2.6,10.845,17.452,23.742,0.417,3.768,False,False,False,True,False,False,19.692,2.775,0.397,0.0,0.266,both,both,10.51,both,2.035,1.945,1642278,Tyler Kolek,Tyler,Kolek,"396.409,70.482,99.879",0,,,,,0.0,2.844,False,True
0012400061,10/17/2024 12:00:00 AM,CHA @ IND,4,9:31,561,1629718,Charlie Brown Jr.,Charlie,Brown Jr.,1610612766,Hornets,Charlotte,CHA,35.9,56.7,13.2,0.0,0.0,10.686,13.485,27.513,0.383,5.24,False,False,False,False,False,False,13.172,7.167,1.538,0.0,0.051,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400047,10/14/2024 12:00:00 AM,WAS @ BKN,3,2:43,476,1626158,Richaun Holmes,Richaun,Holmes,1610612764,Wizards,Washington,WAS,35.9,51.7,11.6,0.0,0.0,10.763,11.293,27.315,0.45,3.135,False,False,False,True,False,False,25.297,3.603,0.0,0.0,0.037,both,both,11.087,both,2.218,2.083,1630215,Jared Butler,Jared,Butler,"-420.126,-105.643,99.553",0,,,,,0.0,1.725,False,True
0012400043,10/13/2024 12:00:00 AM,PHX @ DEN,1,9:51,83,1629626,Bol Bol,Bol,Bol,1610612756,Suns,Phoenix,PHX,35.8,30.5,17.4,22.8,0.0,10.793,14.6,18.007,0.334,4.789,False,False,False,False,False,False,93.485,2.926,1.02,0.0,0.151,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,27.915,False,True
0012400024,10/10/2024 12:00:00 AM,IND @ CLE,1,11:36,7,1630171,Isaac Okoro,Isaac,Okoro,1610612739,Cavaliers,Cleveland,CLE,35.8,56.8,15.2,23.4,0.0,10.491,16.179,31.24,0.35,4.909,False,False,False,False,False,False,30.18,8.214,1.14,0.0,0.031,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.952,False,True
0012400061,10/17/2024 12:00:00 AM,CHA @ IND,4,7:23,598,1642402,Enrique Freeman,Enrique,Freeman,1610612754,Pacers,Indiana,IND,35.8,37.8,21.0,0.0,16.6,10.63,17.012,25.432,0.333,3.027,False,False,False,False,False,False,67.791,3.757,1.344,0.0,0.174,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,18.162,False,True
0012400050,10/15/2024 12:00:00 AM,BOS @ TOR,3,4:01,449,1628981,Bruno Fernando,Bruno,Fernando,1610612761,Raptors,Toronto,TOR,35.7,49.5,12.0,0.0,0.0,10.541,8.283,28.389,0.449,3.115,False,False,False,True,False,False,20.32,2.604,0.025,0.0,0.08,both,both,20.705,both,2.525,2.508,1642419,Jamison Battle,Jamison,Battle,"252.72,9.602,98.926",0,,,,,0.0,0.0,False,True
0012400027,10/10/2024 12:00:00 AM,CHA @ MEM,1,5:00,116,1642377,Jaylen Wells,Jaylen,Wells,1610612763,Grizzlies,Memphis,MEM,35.7,46.3,12.8,39.6,0.0,10.549,10.273,28.069,0.417,3.318,False,False,False,False,True,False,26.765,2.917,1.306,0.0,0.088,both,both,0.0,both,2.813,2.529,0,,,,,1631222,Jake LaRavia,Jake,LaRavia,"491.616,-51.683,104.535",4.377,0.0,False,True
0012400067,10/18/2024 12:00:00 AM,PHI @ ORL,3,9:05,354,1631094,Paolo Banchero,Paolo,Banchero,1610612753,Magic,Orlando,ORL,35.6,53.4,17.7,23.9,1.5,10.639,12.482,26.223,0.417,5.327,False,False,False,False,False,False,68.014,6.001,1.231,0.0,0.2,both,right,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,1.631,False,True
0012400073,10/18/2024 12:00:00 AM,UTA @ POR,3,11:21,391,203924,Jerami Grant,Jerami,Grant,1610612757,Trail Blazers,Portland,POR,35.5,53.7,17.0,25.2,0.5,10.558,17.1,28.544,0.333,5.002,False,False,False,False,False,False,18.872,7.988,1.46,0.0,0.054,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.507,False,True
0012400044,10/13/2024 12:00:00 AM,DET @ GSW,2,1:21,324,1631218,Trayce Jackson-Davis,Trayce,Jackson-Davis,1610612744,Warriors,Golden State,GSW,35.5,38.4,16.6,27.8,0.0,10.705,16.306,24.653,0.383,2.95,False,False,False,False,False,False,7.023,2.0,1.862,0.0,0.072,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,15.082,False,True
0012400050,10/15/2024 12:00:00 AM,BOS @ TOR,1,59.8,147,1628369,Jayson Tatum,Jayson,Tatum,1610612738,Celtics,Boston,BOS,35.4,51.3,22.9,0.0,0.0,10.637,17.565,24.804,0.35,6.477,False,False,False,False,False,False,44.49,9.388,1.282,0.0,0.204,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400065,10/17/2024 12:00:00 AM,LAL @ PHX,2,6:52,251,201142,Kevin Durant,Kevin,Durant,1610612756,Suns,Phoenix,PHX,35.4,49.0,26.9,0.0,0.6,10.78,19.059,23.482,0.384,5.694,False,False,False,False,False,False,46.592,7.761,1.108,0.0,0.25,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.63,False,True
0012400048,10/14/2024 12:00:00 AM,CHI @ MIL,3,11:43,344,1631207,Dalen Terry,Dalen,Terry,1610612741,Bulls,Chicago,CHI,35.3,36.1,15.0,0.0,18.9,10.49,13.487,24.431,0.4,3.621,False,False,False,False,False,False,22.376,3.773,1.743,0.0,0.107,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,20.668,False,True
0012400027,10/10/2024 12:00:00 AM,CHA @ MEM,2,4:36,277,1628970,Miles Bridges,Miles,Bridges,1610612766,Hornets,Charlotte,CHA,35.2,40.2,15.5,25.5,0.0,10.445,14.841,27.598,0.383,2.241,False,False,False,False,False,False,15.892,1.537,1.516,0.0,0.09,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,15.048,False,True
0012400027,10/10/2024 12:00:00 AM,CHA @ MEM,3,11:36,377,1630208,Nick Richards,Nick,Richards,1610612766,Hornets,Charlotte,CHA,35.2,15.0,13.3,26.6,0.0,10.508,13.069,16.662,0.4,2.177,False,False,False,False,False,False,40.735,2.011,1.683,0.0,0.062,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,41.882,False,True
0012400028,10/10/2024 12:00:00 AM,LAL @ MIL,4,1:33,680,1641721,Maxwell Lewis,Maxwell,Lewis,1610612747,Lakers,Los Angeles,LAL,35.0,43.1,9.7,30.6,0.0,10.47,6.968,28.131,0.35,3.522,False,False,False,False,False,False,49.936,6.655,1.695,0.0,0.007,right,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,10.82,False,True
0012400040,10/13/2024 12:00:00 AM,MIN @ NYK,1,3:03,116,1629638,Nickeil Alexander-Walker,Nickeil,Alexander-Walker,1610612750,Timberwolves,Minnesota,MIN,34.8,53.1,11.6,28.9,0.0,10.419,11.423,25.044,0.45,7.185,False,False,False,False,False,False,61.112,9.569,1.433,0.0,0.035,left,right,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400065,10/17/2024 12:00:00 AM,LAL @ PHX,3,7:51,400,1631108,Max Christie,Max,Christie,1610612747,Lakers,Los Angeles,LAL,34.8,54.4,11.8,0.0,0.0,10.604,11.829,30.905,0.4,2.847,False,False,False,False,False,False,63.843,6.132,1.69,0.0,0.034,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400054,10/15/2024 12:00:00 AM,OKC @ DEN,1,2:43,134,1629008,Michael Porter Jr.,Michael,Porter Jr.,1610612743,Nuggets,Denver,DEN,34.7,34.2,36.2,0.0,2.0,10.475,10.144,21.565,0.367,5.308,False,False,False,False,False,False,64.983,8.974,1.305,0.595,0.021,left,right,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,2.203,False,True
0012400063,10/17/2024 12:00:00 AM,SAS @ HOU,1,4:09,102,1641708,Amen Thompson,Amen,Thompson,1610612745,Rockets,Houston,HOU,34.7,41.0,12.7,0.0,14.6,10.503,9.7,26.617,0.4,2.625,False,False,False,False,False,False,57.9,4.563,1.554,0.0,0.09,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,15.958,False,True
0012400065,10/17/2024 12:00:00 AM,LAL @ PHX,4,11:39,516,203076,Anthony Davis,Anthony,Davis,1610612747,Lakers,Los Angeles,LAL,34.3,29.5,28.2,0.0,13.3,10.4,6.57,23.237,0.383,3.142,False,False,False,False,False,False,21.104,4.166,1.701,0.485,0.007,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,14.569,False,True
0012400069,10/18/2024 12:00:00 AM,TOR @ BKN,1,3:05,123,1642347,Jamal Shead,Jamal,Shead,1610612761,Raptors,Toronto,TOR,34.3,56.2,10.5,23.7,0.0,10.479,9.126,32.057,0.467,2.203,False,False,False,False,False,False,27.482,2.276,1.197,0.0,0.023,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400006,10/6/2024 12:00:00 AM,NYK @ CHA,3,5:47,447,1630579,Jericho Sims,Jericho,Sims,1610612752,Knicks,New York,NYK,34.3,19.6,16.2,31.9,0.0,10.446,10.668,21.373,0.317,1.272,False,False,False,False,False,False,15.459,2.122,1.732,0.241,0.008,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,32.748,False,True
0012400023,10/9/2024 12:00:00 AM,GSW @ SAC,4,2:59,607,1631218,Trayce Jackson-Davis,Trayce,Jackson-Davis,1610612744,Warriors,Golden State,GSW,34.2,45.1,22.3,24.3,0.0,10.638,16.822,25.347,0.4,4.574,False,False,False,False,False,False,30.692,6.066,1.304,0.0,0.215,both,right,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,4.197,False,True
0012400069,10/18/2024 12:00:00 AM,TOR @ BKN,4,3:09,702,1630533,Ziaire Williams,Ziaire,Williams,1610612751,Nets,Brooklyn,BKN,34.2,53.1,11.6,26.6,0.0,10.591,12.253,26.502,0.4,5.421,False,False,False,False,False,False,11.684,7.708,1.682,0.0,0.02,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400059,10/16/2024 12:00:00 AM,MIN @ CHI,3,10:21,342,203497,Rudy Gobert,Rudy,Gobert,1610612750,Timberwolves,Minnesota,MIN,34.2,20.5,28.2,0.0,25.6,10.653,6.949,18.398,0.333,3.544,False,False,False,False,False,False,38.392,2.663,1.23,0.457,0.066,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,28.051,False,True
0012400064,10/17/2024 12:00:00 AM,ATL @ OKC,4,5:24,582,1631172,Ousmane Dieng,Ousmane,Dieng,1610612760,Thunder,Oklahoma City,OKC,34.1,26.6,10.1,0.0,24.8,10.586,6.893,20.533,0.483,2.275,False,False,False,False,True,False,10.175,1.268,0.604,0.0,0.024,both,both,0.0,both,1.5,1.49,0,,,,,1642349,Ajay Mitchell,Ajay,Mitchell,"-500.344,24.177,107.408",2.015,26.901,False,True
0012400046,10/14/2024 12:00:00 AM,PHI @ ATL,1,8:20,50,1629631,De'Andre Hunter,De'Andre,Hunter,1610612737,Hawks,Atlanta,ATL,34.0,48.4,10.5,0.0,0.0,10.631,9.139,26.605,0.5,3.469,False,False,False,True,False,False,50.909,2.718,0.595,0.0,0.021,both,both,15.096,both,1.694,1.69,1629027,Trae Young,Trae,Young,"-371.92,-127.094,75.804",0,,,,,0.0,0.0,False,True
0012400006,10/6/2024 12:00:00 AM,NYK @ CHA,1,1:09,139,1630540,Miles McBride,Miles,McBride,1610612752,Knicks,New York,NYK,33.9,45.5,16.4,32.2,0.0,10.388,17.226,26.748,0.4,4.673,False,False,False,False,False,False,70.173,8.549,1.937,0.0,0.025,right,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400010,10/7/2024 12:00:00 AM,ORL @ NOP,3,1.6,497,1629021,Moritz Wagner,Moritz,Wagner,1610612753,Magic,Orlando,ORL,33.9,45.7,11.5,31.8,0.0,10.353,11.437,27.872,0.45,3.669,False,False,False,False,False,False,56.969,7.395,2.411,0.0,0.03,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,3.212,False,True
0012400020,10/9/2024 12:00:00 AM,WAS @ NYK,1,6:49,57,1628969,Mikal Bridges,Mikal,Bridges,1610612752,Knicks,New York,NYK,33.8,30.3,40.5,51.3,0.0,10.479,16.781,24.71,0.333,2.11,False,False,False,False,False,False,23.749,2.914,2.116,0.575,0.041,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400073,10/18/2024 12:00:00 AM,UTA @ POR,2,1:08,359,203924,Jerami Grant,Jerami,Grant,1610612757,Trail Blazers,Portland,POR,33.8,42.9,24.0,31.1,0.0,10.617,19.421,27.204,0.317,3.181,False,False,False,False,False,False,55.108,7.324,2.042,0.129,0.095,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400053,10/15/2024 12:00:00 AM,NOP @ HOU,1,6:03,62,1631095,Jabari Smith Jr.,Jabari,Smith Jr.,1610612745,Rockets,Houston,HOU,33.6,37.3,10.6,0.0,14.7,10.662,9.735,25.504,0.333,1.689,False,False,False,False,False,False,8.54,1.81,2.006,0.0,0.022,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,16.083,False,True
0012400053,10/15/2024 12:00:00 AM,NOP @ HOU,2,11:14,173,1631095,Jabari Smith Jr.,Jabari,Smith Jr.,1610612745,Rockets,Houston,HOU,33.6,47.3,17.4,0.0,0.0,10.735,16.239,26.46,0.35,4.015,False,False,False,False,False,False,52.66,7.547,1.884,0.0,0.102,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400059,10/16/2024 12:00:00 AM,MIN @ CHI,4,5:54,569,1629659,Talen Horton-Tucker,Talen,Horton-Tucker,1610612741,Bulls,Chicago,CHI,33.5,47.8,11.9,0.0,5.1,10.52,11.749,26.393,0.383,4.87,False,False,False,False,False,False,14.388,5.213,1.454,0.0,0.042,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,5.624,False,True
0012400042,10/13/2024 12:00:00 AM,TOR @ BOS,3,11:24,348,1629674,Neemias Queta,Neemias,Queta,1610612738,Celtics,Boston,BOS,33.5,40.8,18.1,41.0,0.0,10.919,5.76,21.521,0.533,2.946,False,False,False,True,False,False,38.095,1.343,0.287,0.287,0.047,both,both,13.971,both,2.795,2.715,1630573,Sam Hauser,Sam,Hauser,"-333.405,-4.294,83.46",0,,,,,0.0,0.0,False,True
0012400020,10/9/2024 12:00:00 AM,WAS @ NYK,4,3:05,641,1630574,Ariel Hukporti,Ariel,Hukporti,1610612752,Knicks,New York,NYK,33.3,37.0,28.9,40.5,0.0,10.646,17.85,24.775,0.317,3.773,False,False,False,False,False,False,6.57,4.011,2.211,0.366,0.032,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400022,10/9/2024 12:00:00 AM,ORL @ SAS,1,6:43,62,1630532,Franz Wagner,Franz,Wagner,1610612753,Magic,Orlando,ORL,33.3,53.4,10.0,22.1,0.0,10.522,8.281,24.876,0.466,6.673,False,False,False,False,False,False,29.048,7.939,0.846,0.0,0.012,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,2.754,False,True
0012400055,10/15/2024 12:00:00 AM,SAC @ UTA,1,8:40,36,1627734,Domantas Sabonis,Domantas,Sabonis,1610612758,Kings,Sacramento,SAC,33.3,31.5,34.9,0.0,0.0,10.666,18.059,23.342,0.334,2.694,False,False,False,False,False,False,76.751,3.401,2.588,0.33,0.251,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400027,10/10/2024 12:00:00 AM,CHA @ MEM,3,10:23,390,1630208,Nick Richards,Nick,Richards,1610612766,Hornets,Charlotte,CHA,33.2,28.1,20.4,26.4,0.0,10.541,17.252,22.601,0.383,2.915,False,False,False,False,False,False,69.452,2.942,1.655,0.0,0.151,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,19.456,False,True
0012400008,10/6/2024 12:00:00 AM,MIL @ DET,3,8:28,383,1641842,Ronald Holland II,Ronald,Holland II,1610612765,Pistons,Detroit,DET,33.1,48.3,17.7,23.8,0.0,10.603,15.826,24.684,0.35,6.103,False,False,False,False,False,False,46.749,9.868,1.207,0.0,0.124,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,1.483,False,True
0012400031,10/11/2024 12:00:00 AM,TOR @ WAS,2,5:13,322,1628449,Chris Boucher,Chris,Boucher,1610612761,Raptors,Toronto,TOR,33.1,41.2,29.8,24.8,0.0,10.696,19.355,24.168,0.299,4.804,False,False,False,False,False,False,10.855,7.612,1.401,0.0,0.31,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.607,False,True
0012400072,10/17/2024 12:00:00 AM,DEN @ MIN,4,26.4,732,1642399,Jesse Edwards,Jesse,Edwards,1610612750,Timberwolves,Minnesota,MIN,33.0,43.0,12.0,0.0,0.0,10.59,11.147,25.881,0.516,1.711,False,False,False,False,True,False,36.948,2.257,1.362,0.0,0.054,both,both,0.0,both,1.335,1.3,0,,,,,1630545,Terrence Shannon Jr.,Terrence,Shannon Jr.,"-511.277,-73.029,116.55",6.146,0.0,False,True
0012400071,10/18/2024 12:00:00 AM,MIA @ MEM,3,5:09,453,1630217,Desmond Bane,Desmond,Bane,1610612763,Grizzlies,Memphis,MEM,33.0,52.2,11.5,24.6,0.0,10.527,11.143,28.028,0.4,4.622,False,False,False,False,False,False,34.462,7.34,1.352,0.0,0.036,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400058,10/16/2024 12:00:00 AM,BKN @ PHI,3,7:01,407,1641730,Noah Clowney,Noah,Clowney,1610612751,Nets,Brooklyn,BKN,32.9,40.9,22.2,0.0,0.0,10.552,21.215,23.579,0.333,5.463,False,False,False,False,False,False,87.115,8.824,1.735,0.0,0.012,right,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.007,False,True
0012400064,10/17/2024 12:00:00 AM,ATL @ OKC,3,1:23,469,1631243,Mouhamed Gueye,Mouhamed,Gueye,1610612737,Hawks,Atlanta,ATL,32.9,35.5,19.5,0.0,4.4,10.736,15.677,23.559,0.4,1.694,False,False,False,False,True,False,13.085,1.875,0.909,0.0,0.179,both,both,0.0,both,1.581,1.455,0,,,,,1641723,Kobe Bufkin,Kobe,Bufkin,"480.033,-116.185,95.623",9.838,4.818,False,True
0012400036,10/12/2024 12:00:00 AM,PHI @ BOS,2,5:52,249,1628436,Luke Kornet,Luke,Kornet,1610612738,Celtics,Boston,BOS,32.9,38.2,13.1,34.3,0.0,11.19,10.216,20.619,0.434,2.21,False,False,False,True,False,False,51.733,2.9,0.0,0.0,0.1,right,both,7.244,right,1.897,1.536,1628401,Derrick White,Derrick,White,"-419.387,-29.928,101.144",0,,,,,0.0,4.312,False,True
0012400020,10/9/2024 12:00:00 AM,WAS @ NYK,3,3:21,447,1628969,Mikal Bridges,Mikal,Bridges,1610612752,Knicks,New York,NYK,32.8,51.1,13.4,24.3,0.0,10.555,12.422,26.713,0.417,5.161,False,False,False,False,False,False,34.555,7.001,1.305,0.0,0.078,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400062,10/17/2024 12:00:00 AM,MIL @ DAL,4,2:55,590,1641753,Chris Livingston,Chris,Livingston,1610612749,Bucks,Milwaukee,MIL,32.8,49.6,7.9,0.0,0.0,10.525,14.999,31.129,0.333,1.151,False,False,False,False,False,False,12.81,2.103,2.156,0.0,0.0,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400063,10/17/2024 12:00:00 AM,SAS @ HOU,1,3:51,106,1641708,Amen Thompson,Amen,Thompson,1610612745,Rockets,Houston,HOU,32.7,46.1,23.0,0.0,0.0,10.572,17.815,25.332,0.383,5.013,False,False,False,False,False,False,52.975,5.695,1.019,0.0,0.199,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.036,False,True
0012400074,10/18/2024 12:00:00 AM,LAL @ GSW,4,48.4,673,1641736,Reece Beekman,Reece,Beekman,1610612744,Warriors,Golden State,GSW,32.7,50.6,9.5,26.9,0.0,10.391,5.247,27.923,0.533,3.807,False,False,False,False,False,False,31.254,6.679,1.071,0.0,0.006,left,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400028,10/10/2024 12:00:00 AM,LAL @ MIL,1,4:26,94,1642358,AJ Johnson,AJ,Johnson,1610612749,Bucks,Milwaukee,MIL,32.6,50.1,13.6,25.0,0.0,10.471,14.16,27.219,0.383,5.215,False,False,False,False,False,False,55.873,8.856,1.436,0.0,0.046,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400038,10/12/2024 12:00:00 AM,UTA @ SAS,3,6:39,424,1629234,Drew Eubanks,Drew,Eubanks,1610612762,Jazz,Utah,UTA,32.3,44.5,20.3,26.3,0.0,10.723,16.166,24.711,0.383,4.442,False,False,False,False,False,False,37.392,2.369,0.921,0.0,0.184,right,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400040,10/13/2024 12:00:00 AM,MIN @ NYK,3,7:54,408,1630162,Anthony Edwards,Anthony,Edwards,1610612750,Timberwolves,Minnesota,MIN,32.3,41.5,15.1,33.7,0.0,10.612,14.265,26.874,0.384,2.399,False,False,False,False,False,False,122.381,6.559,2.135,0.0,0.091,right,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400059,10/16/2024 12:00:00 AM,MIN @ CHI,2,5:21,255,203944,Julius Randle,Julius,Randle,1610612750,Timberwolves,Minnesota,MIN,32.3,44.5,19.5,0.0,0.0,10.474,13.874,29.015,0.316,2.538,False,False,False,False,False,False,47.941,2.811,1.666,0.0,0.223,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400025,10/16/2024 12:00:00 AM,ATL @ MIA,2,52.8,353,1626204,Larry Nance Jr.,Larry,Nance Jr.,1610612737,Hawks,Atlanta,ATL,32.2,41.3,14.5,0.0,0.0,10.627,15.046,26.553,0.384,1.022,False,False,False,False,False,False,63.801,2.436,2.155,0.0,0.051,right,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400010,10/7/2024 12:00:00 AM,ORL @ NOP,2,3:49,283,1628976,Wendell Carter Jr.,Wendell,Carter Jr.,1610612753,Magic,Orlando,ORL,32.1,24.0,15.3,36.1,0.0,10.574,15.236,21.497,0.366,1.952,False,False,False,False,True,False,21.298,1.384,0.555,0.0,0.069,both,both,0.0,both,1.664,1.609,0,,,,,1630591,Jalen Suggs,Jalen,Suggs,"480.752,-96.086,109.862",8.183,17.933,False,True
0012400006,10/6/2024 12:00:00 AM,NYK @ CHA,2,4:17,277,1628973,Jalen Brunson,Jalen,Brunson,1610612752,Knicks,New York,NYK,32.1,48.2,10.9,27.9,0.0,10.531,9.75,27.922,0.45,3.762,False,False,False,False,False,False,63.744,6.048,1.258,0.0,0.031,left,right,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400036,10/12/2024 12:00:00 AM,PHI @ BOS,1,2:12,138,1641741,Ricky Council IV,Ricky,Council IV,1610612755,76ers,Philadelphia,PHI,32.1,46.5,17.3,25.3,0.0,10.523,16.456,27.769,0.35,4.388,False,False,False,False,False,False,50.084,7.931,1.474,0.0,0.09,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400061,10/17/2024 12:00:00 AM,CHA @ IND,1,11:11,15,1630208,Nick Richards,Nick,Richards,1610612766,Hornets,Charlotte,CHA,31.8,15.5,59.5,0.0,0.0,10.484,17.664,19.28,0.3,1.662,False,False,False,False,False,False,40.873,2.795,1.737,0.955,0.152,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400053,10/15/2024 12:00:00 AM,NOP @ HOU,4,5:03,624,1642368,N'Faly Dante,N'Faly,Dante,1610612745,Rockets,Houston,HOU,31.7,36.2,24.1,0.0,0.0,10.839,19.264,23.237,0.35,2.564,False,False,False,False,False,False,25.333,2.692,2.441,0.0,0.17,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400018,10/8/2024 12:00:00 AM,IND @ ATL,2,6:17,262,1642258,Zaccharie Risacher,Zaccharie,Risacher,1610612737,Hawks,Atlanta,ATL,31.7,29.2,34.6,50.3,0.0,10.481,10.766,24.362,0.333,2.048,False,False,False,False,False,False,11.537,1.93,2.078,0.562,0.028,both,both,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
0012400008,10/6/2024 12:00:00 AM,MIL @ DET,4,6:22,608,1631204,Marcus Sasser,Marcus,Sasser,1610612765,Pistons,Detroit,DET,31.6,49.0,9.6,26.4,0.0,10.494,5.128,27.701,0.517,3.81,False,False,False,False,False,False,63.698,5.95,1.657,0.0,0.011,both,left,0.0,,0.0,0.0,0,,,,,0,,,,,0.0,0.0,False,True
