,Fadeaway Msde,Fadeaway/G,Fadeaway FG%,FGA,GP
2017Jakob Poeltl,2,0.037037037,1,2,54
2017Jeremy Lamb,2,0.032258065,0.666666667,3,62
2017Joel Anthony,2,0.105263158,0.5,4,19
2017Jordan Mickey,2,0.08,1,2,25
2017Kevin Love,2,0.033333333,1,2,60
2017Kris Dunn,2,0.025641026,0.666666667,3,78
2017Kris Humphries,2,0.035714286,0.5,4,56
2017Kyle Anderson,2,0.027777778,1,2,72
2017Kyle Singler,2,0.0625,1,2,32
2017Matt Barnes,2,0.027027027,0.666666667,3,74
2017Quinn Cook,2,0.142857143,1,2,14
2017Raul Neto,2,0.05,0.5,4,40
2017Semaj Christon,2,0.03125,0.222222222,9,64
2017Spencer Hawes,2,0.037037037,0.5,4,54
2018Abdel Nader,2,0.041666667,0.5,4,48
2018Allen Crabbe,2,0.026666667,0.333333333,6,75
2018Arron Afflalo,2,0.037735849,0.4,5,53
2018Avery Bradley,2,0.043478261,0.5,4,46
2018Bojan Bogdanovic,2,0.025,0.666666667,3,80
2018Courtney Lee,2,0.026315789,0.5,4,76
2018DeAndre' Bembry,2,0.076923077,0.5,4,26
2018Dorian Finney-Smith,2,0.095238095,0.4,5,21
2018Dwight Buycks,2,0.068965517,0.666666667,3,29
2018Elfrid Payton,2,0.031746032,0.25,8,63
2018Eric Gordon,2,0.028985507,1,2,69
2018Frank Ntilikina,2,0.025641026,0.666666667,3,78
2018Fred VanVleet,2,0.026315789,0.666666667,3,76
2018George Hill,2,0.029850746,1,2,67
2018Glenn Robinson III,2,0.086956522,0.666666667,3,23
2018Isaiah Whitehead,2,0.125,0.4,5,16
2018Ish Smith,2,0.024390244,1,2,82
2018JaKarr Sampson,2,0.090909091,0.4,5,22
2018Jameer Nelson,2,0.04,0.5,4,50
2018Jared Dudley,2,0.041666667,0.666666667,3,48
2018Jason Terry,2,0.039215686,0.666666667,3,51
2018Joe Ingles,2,0.024390244,1,2,82
2018Jon Leuer,2,0.25,1,2,8
2018Jonas Jerebko,2,0.027027027,1,2,74
2018Jordan Clarkson,2,0.024691358,0.666666667,3,81
2018JR Smith,2,0.025,1,2,80
2018Justin Jackson,2,0.029411765,1,2,68
2018Kent Bazemore,2,0.030769231,1,2,65
2018Kyle Collinsworth,2,0.0625,0.4,5,32
2018Luc Mbah a Moute,2,0.032786885,0.666666667,3,61
2018Luke Kornet,2,0.1,1,2,20
2018Malcolm Brogdon,2,0.041666667,0.5,4,48
2018Manu Ginobili,2,0.030769231,0.4,5,65
2018MarShon Brooks,2,0.285714286,1,2,7
2018Meyers Leonard,2,0.060606061,1,2,33
2018Omer Asik,2,0.111111111,1,2,18
2018Quincy Acy,2,0.028571429,0.5,4,70
2018Ramon Sessions,2,0.071428571,1,2,28
2018Royce O'Neale,2,0.028985507,0.5,4,69
2018Shane Larkin,2,0.037037037,1,2,54
2018Terrence Ross,2,0.083333333,0.666666667,3,24
2018Tim Frazier,2,0.033898305,1,2,59
2018Tony Parker,2,0.036363636,0.666666667,3,55
2018Trevor Ariza,2,0.029850746,1,2,67
2018Tyler Cavanaugh,2,0.051282051,0.4,5,39
2018Tyreke Evans,2,0.038461538,0.666666667,3,52
2018Tyrone Wallace,2,0.066666667,0.5,4,30
2018Vince Carter,2,0.034482759,1,2,58
2019Alex Poythress,2,0.095238095,0.666666667,3,21
2019Amile Jefferson,2,0.166666667,0.5,4,12
2019Andrew Bogut,2,0.181818182,0.5,4,11
2019Anthony Tolliver,2,0.030769231,0.666666667,3,65
2019Bojan Bogdanovic,2,0.024691358,1,2,81
2019Caleb Swanigan,2,0.095238095,0.5,4,21
2019Cameron Payne,2,0.05,1,2,40
2019Chris Chiozza,2,0.285714286,0.666666667,3,7
2019Cody Zeller,2,0.040816327,1,2,49
2019Damion Lee,2,0.0625,0.666666667,3,32
2019Dante Cunningham,2,0.03125,0.5,4,64
2019Dario Saric,2,0.024691358,1,2,81
2019Delon Wright,2,0.026666667,1,2,75
2019Deonte Burton,2,0.0625,1,2,32
2019Derrick White,2,0.029850746,1,2,67
2019Devin Robinson,2,0.285714286,0.666666667,3,7
2019Dion Waiters,2,0.045454545,0.222222222,9,44
2019Donte DiVincenzo,2,0.074074074,1,2,27
2019Duncan Robinson,2,0.133333333,1,2,15
2019Dwight Howard,2,0.222222222,1,2,9
2019Frank Mason III,2,0.052631579,0.666666667,3,38
2019George Hill,2,0.033333333,1,2,60
2019Glenn Robinson III,2,0.042553191,1,2,47
2019Goran Dragic,2,0.055555556,0.4,5,36
2019Grayson Allen,2,0.052631579,0.666666667,3,38
2019Hamidou Diallo,2,0.039215686,1,2,51
2019Ian Clark,2,0.033333333,0.5,4,60
2019Ian Mahinmi,2,0.058823529,0.666666667,3,34
2019James Johnson,2,0.036363636,0.285714286,7,55
2019Jerryd Bayless,2,0.058823529,0.666666667,3,34
2019Johnathan Motley,2,0.090909091,1,2,22
2019Jonas Jerebko,2,0.02739726,1,2,73
2019Jordan Loyd,2,0.166666667,0.666666667,3,12
2019Keita Bates-Diop,2,0.066666667,1,2,30
2019Kenrich Williams,2,0.043478261,0.5,4,46
2019Khris Middleton,2,0.025974026,1,2,77
2019Klay Thompson,2,0.025641026,0.5,4,78
2019Kris Dunn,2,0.043478261,1,2,46
2019Landry Shamet,2,0.025316456,0.333333333,6,79
2019Lorenzo Brown,2,0.076923077,1,2,26
2019Marcin Gortat,2,0.042553191,0.666666667,3,47
2019Mario Hezonja,2,0.034482759,0.666666667,3,58
2019MarShon Brooks,2,0.068965517,0.285714286,7,29
2019Marvin Williams,2,0.026666667,1,2,75
2019Mike Muscala,2,0.03125,1,2,64
2019Patrick Patterson,2,0.031746032,1,2,63
2019Robert Covington,2,0.057142857,0.5,4,35
2019Royce O'Neale,2,0.024390244,0.666666667,3,82
2019Semi Ojeleye,2,0.035714286,0.333333333,6,56
2019Shai Gilgeous-Alexander,2,0.024390244,0.666666667,3,82
2019Shaquille Harrison,2,0.02739726,1,2,73
2019Shaun Livingston,2,0.03125,0.5,4,64
2019Solomon Hill,2,0.045454545,0.666666667,3,44
2019Svi Mykhailiuk,2,0.047619048,0.666666667,3,42
2019Terrence Ross,2,0.024691358,0.666666667,3,81
2019Troy Daniels,2,0.039215686,0.5,4,51
2019Troy Williams,2,0.095238095,0.666666667,3,21
2019Tyrone Wallace,2,0.032258065,0.333333333,6,62
2019Vince Carter,2,0.026315789,0.666666667,3,76
2019Wayne Ellington,2,0.037735849,0.666666667,3,53
2019Wayne Selden,2,0.026666667,1,2,75
2019Wes Iwundu,2,0.029411765,0.666666667,3,68
2019Wesley Johnson,2,0.052631579,0.5,4,38
2020Abdel Nader,2,0.036363636,0.5,4,55
2020Bobby Portis,2,0.03030303,1,2,66
2020Caleb Martin,2,0.111111111,1,2,18
2020Caleb Swanigan,2,0.074074074,0.666666667,3,27
2020Damyean Dotson,2,0.041666667,0.25,8,48
2020DaQuan Jeffries,2,0.153846154,1,2,13
2020Dean Wade,2,0.166666667,1,2,12
2020Derrick White,2,0.029411765,0.5,4,68
2020Donte DiVincenzo,2,0.03030303,1,2,66
2020Drew Eubanks,2,0.090909091,0.666666667,3,22
2020Eric Gordon,2,0.055555556,0.666666667,3,36
2020Goga Bitadze,2,0.037037037,0.666666667,3,54
2020Grayson Allen,2,0.052631579,1,2,38
2020Isaiah Thomas,2,0.05,0.222222222,9,40
2020Jake Layman,2,0.086956522,0.666666667,3,23
2020James Ennis III,2,0.028985507,0.5,4,69
2020Jeremiah Martin,2,0.222222222,1,2,9
2020Kawhi Leonard,2,0.035087719,0.666666667,3,57
2020Kenrich Williams,2,0.051282051,1,2,39
2020Kris Dunn,2,0.039215686,1,2,51
2020Kyle O'Quinn,2,0.068965517,1,2,29
2020Marc Gasol,2,0.045454545,1,2,44
2020Mario Hezonja,2,0.037735849,0.4,5,53
2020Moritz Wagner,2,0.044444444,1,2,45
2020Patrick McCaw,2,0.054054054,0.666666667,3,37
2020Reggie Jackson,2,0.064516129,0.666666667,3,31
2020Rodney Hood,2,0.095238095,1,2,21
2020Sekou Doumbouya,2,0.052631579,0.4,5,38
2020Terrance Ferguson,2,0.035714286,0.666666667,3,56
2020Terrence Ross,2,0.028985507,1,2,69
2020Thabo Sefolosha,2,0.048780488,0.666666667,3,41
2020Thaddeus Young,2,0.03125,0.666666667,3,64
2020Tomas Satoransky,2,0.030769231,0.666666667,3,65
2020Tyus Jones,2,0.030769231,0.4,5,65
2021Abdel Nader,2,0.083333333,0.5,4,24
2021Andre Iguodala,2,0.031746032,1,2,63
2021Anthony Edwards,2,0.027777778,1,2,72
2021Anthony Lamb,2,0.083333333,0.666666667,3,24
2021Ben McLemore,2,0.037735849,1,2,53
2021Bol Bol,2,0.0625,0.666666667,3,32
2021Brad Wanamaker,2,0.032786885,1,2,61
2021Brandon Ingram,2,0.032786885,1,2,61
2021Bruno Fernando,2,0.060606061,0.5,4,33
2021Caleb Martin,2,0.037735849,0.5,4,53
2021Cameron Oliver,2,0.5,1,2,4
2021Cedi Osman,2,0.033898305,0.333333333,6,59
2021Dean Wade,2,0.031746032,0.5,4,63
2021De'Anthony Melton,2,0.038461538,1,2,52
2021Derrick White,2,0.055555556,0.5,4,36
2021Devin Vassell,2,0.032258065,0.666666667,3,62
2021Donovan Mitchell,2,0.037735849,0.4,5,53
2021Duncan Robinson,2,0.027777778,0.5,4,72
2021Dylan Windler,2,0.064516129,0.5,4,31
2021Edmond Sumner,2,0.037735849,1,2,53
2021Frank Jackson,2,0.05,1,2,40
2021Frank Mason III,2,0.5,0.666666667,3,4
2021Furkan Korkmaz,2,0.036363636,0.333333333,6,55
2021Garrison Mathews,2,0.03125,0.666666667,3,64
2021Gary Payton II,2,0.2,1,2,10
2021Jahlil Okafor,2,0.074074074,0.666666667,3,27
2021Jalen Harris,2,0.153846154,1,2,13
2021Jarrett Culver,2,0.058823529,0.5,4,34
2021Jaylen Nowell,2,0.047619048,1,2,42
2021Jeremiah Martin,2,0.222222222,0.222222222,9,9
2021Jerome Robinson,2,0.117647059,1,2,17
2021Jevon Carter,2,0.033333333,1,2,60
2021JJ Redick,2,0.045454545,0.333333333,6,44
2021John Wall,2,0.05,0.181818182,11,40
2021Kevin Knox II,2,0.047619048,1,2,42
2021Kyle Guy,2,0.064516129,1,2,31
2021Lonzo Ball,2,0.036363636,1,2,55
2021Mamadi Diakite,2,0.142857143,1,2,14
2021Mason Jones,2,0.0625,1,2,32
2021Mikal Bridges,2,0.027777778,0.666666667,3,72
2021Mike James,2,0.153846154,0.333333333,6,13
2021Moritz Wagner,2,0.044444444,0.4,5,45
2021Mychal Mulder,2,0.033333333,1,2,60
2021Nickeil Alexander-Walker,2,0.043478261,0.5,4,46
2021Patrick Patterson,2,0.052631579,1,2,38
2021Paul George,2,0.037037037,0.666666667,3,54
2021Paul Millsap,2,0.035714286,1,2,56
2021Payton Pritchard,2,0.03030303,0.5,4,66
2021Rayjon Tucker,2,0.142857143,1,2,14
2021Sekou Doumbouya,2,0.035714286,0.666666667,3,56
2021Terence Davis,2,0.032786885,1,2,61
2021Terrence Ross,2,0.043478261,1,2,46
2021Thon Maker,2,0.25,1,2,8
2021Trevor Ariza,2,0.066666667,1,2,30
2021Tyler Herro,2,0.037037037,0.25,8,54
2021Tyrese Haliburton,2,0.034482759,0.4,5,58
2021Zeke Nnaji,2,0.047619048,1,2,42
2022Alex Caruso,2,0.048780488,1,2,41
2022Alfonzo McKinnie,2,0.117647059,0.666666667,3,17
2022Anthony Edwards,2,0.027777778,0.666666667,3,72
2022Ben McLemore,2,0.03125,0.25,8,64
2022Cassius Stanley,2,0.222222222,1,2,9
2022Charles Bassey,2,0.086956522,1,2,23
2022Danny Green,2,0.032258065,0.4,5,62
2022David Nwaba,2,0.043478261,1,2,46
2022Davis Bertans,2,0.035714286,0.333333333,6,56
2022De'Andre Hunter,2,0.037735849,0.666666667,3,53
2022DeMar DeRozan,2,0.026315789,1,2,76
2022Devin Cannady,2,0.4,0.5,4,5
2022Frank Ntilikina,2,0.034482759,0.666666667,3,58
2022Gabriel Deck,2,0.285714286,0.5,4,7
2022Isaiah Thomas,2,0.090909091,0.333333333,6,22
2022Jalen McDaniels,2,0.036363636,0.222222222,9,55
2022Jerami Grant,2,0.042553191,0.666666667,3,47
2022Josh Jackson,2,0.039215686,0.5,4,51
2022Josh Okogie,2,0.040816327,0.5,4,49
2022Juan Toscano-Anderson,2,0.02739726,0.666666667,3,73
2022Justin Champagnie,2,0.055555556,1,2,36
2022Kai Jones,2,0.095238095,1,2,21
2022Kessler Edwards,2,0.041666667,0.666666667,3,48
2022Lindy Waters III,2,0.08,1,2,25
2022Neemias Queta,2,0.142857143,0.666666667,3,14
2022Nicolas Batum,2,0.033898305,1,2,59
2022Reggie Perry,2,0.2,0.666666667,3,10
2022RJ Barrett,2,0.028571429,0.666666667,3,70
2022Rodney McGruder,2,0.039215686,0.4,5,51
2022Saddiq Bey,2,0.024390244,1,2,82
2022Santi Aldama,2,0.0625,1,2,32
2022Sterling Brown,2,0.040816327,0.285714286,7,49
2022Torrey Craig,2,0.025641026,1,2,78
2022Trevelin Queen,2,0.2,0.666666667,3,10
2022Udonis Haslem,2,0.153846154,0.4,5,13
2022Vit Krejci,2,0.066666667,0.5,4,30
2022Wesley Matthews,2,0.040816327,0.5,4,49
2022Will Barton,2,0.028169014,1,2,71
2022Yuta Watanabe,2,0.052631579,0.666666667,3,38
2023Aaron Holiday,2,0.031746032,0.5,4,63
2023Andre Iguodala,2,0.25,0.222222222,9,8
2023Bradley Beal,2,0.04,1,2,50
2023Brandon Ingram,2,0.044444444,1,2,45
2023Bryce McGowens,2,0.043478261,0.2,10,46
2023Dewayne Dedmon,2,0.052631579,0.5,4,38
2023Evan Fournier,2,0.074074074,1,2,27
2023Frank Kaminsky,2,0.055555556,1,2,36
2023Georges Niang,2,0.025641026,0.166666667,12,78
2023Jakob Poeltl,2,0.027777778,1,2,72
2023James Johnson,2,0.111111111,0.666666667,3,18
2023Jaylen Brown,2,0.029850746,0.5,4,67
2023JD Davison,2,0.166666667,0.666666667,3,12
2023Josh Okogie,2,0.027777778,1,2,72
2023Justise Winslow,2,0.068965517,0.25,8,29
2023Kyrie Irving,2,0.033333333,0.5,4,60
2023Mamadi Diakite,2,0.090909091,0.333333333,6,22
2023MarJon Beauchamp,2,0.038461538,0.285714286,7,52
2023Moussa Diabate,2,0.090909091,0.285714286,7,22
2023Neemias Queta,2,0.4,1,2,5
2023Ochai Agbaji,2,0.033898305,1,2,59
2023Pat Connaughton,2,0.032786885,0.333333333,6,61
2023Quenton Jackson,2,0.222222222,0.5,4,9
2023Rui Hachimura,2,0.031746032,1,2,63
2023Simone Fontecchio,2,0.038461538,1,2,52
2023Stanley Johnson,2,0.066666667,0.5,4,30
2014Allen Crabbe,1,0.066666667,1,1,15
2014Andre Miller,1,0.017241379,0.333333333,3,58
2014Andrew Bynum,1,0.038461538,1,1,26
2014Anthony Tolliver,1,0.015625,1,1,64
2014Archie Goodwin,1,0.019230769,1,1,52
2014Ben Gordon,1,0.052631579,1,1,19
2014Bradley Beal,1,0.01369863,1,1,73
2014Caron Butler,1,0.017857143,0.5,2,56
2014Chris Babb,1,0.071428571,1,1,14
2014Darius Morris,1,0.037037037,1,1,27
2014Darren Collison,1,0.0125,1,1,80
2014David West,1,0.0125,0.5,2,80
2014DeJuan Blair,1,0.012820513,1,1,78
2014Devin Harris,1,0.025,0.333333333,3,40
2014Evan Turner,1,0.012345679,1,1,81
2014Garrett Temple,1,0.013333333,1,1,75
2014Gerald Wallace,1,0.017241379,1,1,58
2014Greg Smith,1,0.090909091,1,1,11
2014Gustavo Ayon,1,0.038461538,0.333333333,3,26
2014Ian Mahinmi,1,0.012987013,1,1,77
2014Iman Shumpert,1,0.013513514,1,1,74
2014Isaiah Canaan,1,0.045454545,0.333333333,3,22
2014Jared Dudley,1,0.013513514,1,1,74
2014Jason Terry,1,0.028571429,0.333333333,3,35
2014Jeffery Taylor,1,0.038461538,1,1,26
2014Jordan Farmar,1,0.024390244,0.5,2,41
2014Josh Harrellson,1,0.03125,1,1,32
2014Jrue Holiday,1,0.029411765,0.5,2,34
2014Kentavious Caldwell-Pope,1,0.0125,1,1,80
2014Lou Amundson,1,0.052631579,0.2,5,19
2014Luis Scola,1,0.012195122,1,1,82
2014MarShon Brooks,1,0.028571429,1,1,35
2014Matt Barnes,1,0.015873016,1,1,63
2014Mike Harris,1,0.05,1,1,20
2014Nando De Colo,1,0.021276596,1,1,47
2014Nazr Mohammed,1,0.0125,1,1,80
2014Nene,1,0.018867925,1,1,53
2014Omer Asik,1,0.020833333,1,1,48
2014Pero Antic,1,0.02,1,1,50
2014Peyton Siva,1,0.041666667,0.090909091,11,24
2014Ray McCallum,1,0.022222222,1,1,45
2014Ricky Rubio,1,0.012195122,0.2,5,82
2014Robert Sacre,1,0.015384615,0.5,2,65
2014Roy Hibbert,1,0.012345679,1,1,81
2014Shawne Williams,1,0.027777778,1,1,36
2014Shelvin Mack,1,0.01369863,0.333333333,3,73
2014Solomon Hill,1,0.035714286,1,1,28
2014Tornike Shengelia,1,0.038461538,0.125,8,26
2014Tyler Hansbrough,1,0.015625,1,1,64
2014Vitor Faverani,1,0.027027027,0.25,4,37
2014Willie Green,1,0.018181818,1,1,55
2015Aaron Brooks,1,0.012195122,1,1,82
2015Adreian Payne,1,0.03125,0.25,4,32
2015Allen Crabbe,1,0.019607843,0.5,2,51
2015Anthony Bennett,1,0.01754386,1,1,57
2015Anthony Tolliver,1,0.013157895,1,1,76
2015Beno Udrih,1,0.012658228,1,1,79
2015Bernard James,1,0.0625,1,1,16
2015Brandon Rush,1,0.03030303,1,1,33
2015Bryce Cotton,1,0.066666667,1,1,15
2015Chandler Parsons,1,0.015151515,0.5,2,66
2015Chris Copeland,1,0.02,0.5,2,50
2015Chris Douglas-Roberts,1,0.083333333,0.090909091,11,12
2015Dahntay Jones,1,0.03030303,0.083333333,12,33
2015Danilo Gallinari,1,0.016949153,0.333333333,3,59
2015David West,1,0.015151515,1,1,66
2015DeJuan Blair,1,0.034482759,0.5,2,29
2015Deron Williams,1,0.014705882,0.5,2,68
2015Dorell Wright,1,0.020833333,0.166666667,6,48
2015Drew Gooden,1,0.019607843,0.5,2,51
2015Elfrid Payton,1,0.012195122,1,1,82
2015Elton Brand,1,0.027777778,1,1,36
2015Evan Fournier,1,0.017241379,1,1,58
2015Garrett Temple,1,0.019230769,1,1,52
2015Gerald Wallace,1,0.03125,1,1,32
2015Greg Smith,1,0.023809524,1,1,42
2015Hedo Turkoglu,1,0.016129032,1,1,62
2015James Young,1,0.032258065,1,1,31
2015JaMychal Green,1,0.041666667,1,1,24
2015Jarnell Stokes,1,0.052631579,1,1,19
2015Jason Richardson,1,0.052631579,0.5,2,19
2015Jeff Ayres,1,0.019607843,0.5,2,51
2015Jeff Withey,1,0.027027027,0.333333333,3,37
2015Joe Harris,1,0.019607843,0.5,2,51
2015Joel Freeland,1,0.020833333,1,1,48
2015John Salmons,1,0.047619048,1,1,21
2015Josh McRoberts,1,0.058823529,1,1,17
2015Kevin Garnett,1,0.021276596,0.5,2,47
2015Landry Fields,1,0.038461538,1,1,26
2015Larry Sanders,1,0.037037037,0.5,2,27
2015Lavoy Allen,1,0.015873016,0.333333333,3,63
2015Luke Ridnour,1,0.021276596,0.5,2,47
2015Malcolm Thomas,1,0.058823529,1,1,17
2015Martell Webster,1,0.03125,0.5,2,32
2015Mike Dunleavy,1,0.015873016,0.5,2,63
2015Mirza Teletovic,1,0.025,0.5,2,40
2015Mitch McGary,1,0.03125,0.333333333,3,32
2015Nate Robinson,1,0.023809524,0.5,2,42
2015Nick Johnson,1,0.035714286,1,1,28
2015Ognjen Kuzmic,1,0.0625,1,1,16
2015Pero Antic,1,0.015873016,1,1,63
2015Quincy Acy,1,0.014705882,1,1,68
2015Quincy Miller,1,0.1,0.166666667,6,10
2015Randy Foye,1,0.02,0.333333333,3,50
2015Reggie Bullock,1,0.027777778,0.5,2,36
2015Ricky Ledo,1,0.058823529,1,1,17
2015Shabazz Napier,1,0.019607843,1,1,51
2015Shayne Whittington,1,0.05,0.5,2,20
2015Tayshaun Prince,1,0.017241379,0.5,2,58
2015Tony Snell,1,0.013888889,1,1,72
2015Tyler Ennis,1,0.03030303,1,1,33
2015Vince Carter,1,0.015151515,1,1,66
2016Andre Miller,1,0.025641026,1,1,39
2016Arron Afflalo,1,0.014084507,0.5,2,71
2016Cameron Payne,1,0.01754386,1,1,57
2016Chris Andersen,1,0.037037037,1,1,27
2016Christian Wood,1,0.058823529,0.5,2,17
2016Cristiano Felicio,1,0.032258065,0.5,2,31
2016D'Angelo Russell,1,0.0125,1,1,80
2016DeJuan Blair,1,0.034482759,1,1,29
2016DeMarre Carroll,1,0.038461538,0.5,2,26
2016Edy Tavares,1,0.090909091,0.5,2,11
2016Eric Gordon,1,0.022222222,0.333333333,3,45
2016Ersan Ilyasova,1,0.013513514,0.5,2,74
2016Henry Sims,1,0.071428571,0.5,2,14
2016Iman Shumpert,1,0.018518519,0.25,4,54
2016Jameer Nelson,1,0.025641026,1,1,39
2016James Ennis III,1,0.045454545,1,1,22
2016James Jones,1,0.020833333,1,1,48
2016Jared Cunningham,1,0.022727273,1,1,44
2016Jarell Eddie,1,0.038461538,0.5,2,26
2016Jarell Martin,1,0.037037037,1,1,27
2016Joe Johnson,1,0.012345679,1,1,81
2016Kirk Hinrich,1,0.02173913,1,1,46
2016Kobe Bryant,1,0.015151515,0.5,2,66
2016Langston Galloway,1,0.012195122,1,1,82
2016Lou Amundson,1,0.034482759,1,1,29
2016Luis Scola,1,0.013157895,1,1,76
2016Matt Bonner,1,0.033333333,1,1,30
2016Metta World Peace,1,0.028571429,0.5,2,35
2016Mike Conley,1,0.017857143,0.5,2,56
2016Mike Dunleavy,1,0.032258065,0.5,2,31
2016Mitch McGary,1,0.05,1,1,20
2016Mo Williams,1,0.024390244,1,1,41
2016Omer Asik,1,0.014705882,0.0625,16,68
2016Pat Connaughton,1,0.029411765,1,1,34
2016Randy Foye,1,0.012345679,1,1,81
2016Ray McCallum,1,0.024390244,0.25,4,41
2016Reggie Bullock,1,0.027027027,1,1,37
2016Robert Covington,1,0.014925373,1,1,67
2016Robert Sacre,1,0.04,1,1,25
2016Shabazz Napier,1,0.018181818,1,1,55
2016Stanley Johnson,1,0.01369863,0.5,2,73
2016Tiago Splitter,1,0.027777778,0.5,2,36
2016Tony Parker,1,0.013888889,1,1,72
2016Xavier Munford,1,0.071428571,0.142857143,7,14
2017Alex Poythress,1,0.166666667,1,1,6
2017Anderson Varejao,1,0.071428571,1,1,14
2017Arron Afflalo,1,0.016393443,1,1,61
2017Cameron Payne,1,0.032258065,1,1,31
2017Chris Andersen,1,0.083333333,1,1,12
2017Chris McCullough,1,0.0625,1,1,16
2017Danny Green,1,0.014705882,0.5,2,68
2017David Lee,1,0.012658228,0.5,2,79
2017Donatas Motiejunas,1,0.029411765,1,1,34
2017Dragan Bender,1,0.023255814,1,1,43
2017Gerald Green,1,0.021276596,1,1,47
2017Henry Ellenson,1,0.052631579,0.5,2,19
2017Ian Mahinmi,1,0.032258065,1,1,31
2017Isaiah Canaan,1,0.025641026,1,1,39
2017Ish Smith,1,0.012345679,1,1,81
2017Jake Layman,1,0.028571429,1,1,35
2017Jamal Murray,1,0.012195122,0.333333333,3,82
2017James Young,1,0.034482759,0.333333333,3,29
2017Jason Terry,1,0.013513514,0.125,8,74
2017Jeremy Lin,1,0.027777778,1,1,36
2017Johnny O'Bryant III,1,0.090909091,0.5,2,11
2017Jonathan Gibson,1,0.058823529,1,1,17
2017Jordan Farmar,1,0.5,1,1,2
2017Jordan Hill,1,0.142857143,0.333333333,3,7
2017Jordan McRae,1,0.027027027,0.5,2,37
2017Justise Winslow,1,0.055555556,1,1,18
2017Malcolm Delaney,1,0.01369863,0.142857143,7,73
2017Malik Beasley,1,0.045454545,1,1,22
2017Manu Ginobili,1,0.014492754,1,1,69
2017Marshall Plumlee,1,0.047619048,1,1,21
2017Marvin Williams,1,0.013157895,1,1,76
2017Mindaugas Kuzminskas,1,0.014705882,0.333333333,3,68
2017Nick Collison,1,0.05,1,1,20
2017Nick Young,1,0.016666667,1,1,60
2017Nicolas Laprovittola,1,0.055555556,0.5,2,18
2017Norman Powell,1,0.013157895,0.5,2,76
2017Okaro White,1,0.028571429,1,1,35
2017Pat Connaughton,1,0.025641026,0.5,2,39
2017Ramon Sessions,1,0.02,1,1,50
2017Reggie Jackson,1,0.019230769,0.333333333,3,52
2017Ricky Rubio,1,0.013333333,0.5,2,75
2017Ryan Anderson,1,0.013888889,1,1,72
2017Shawn Long,1,0.055555556,1,1,18
2017Stephen Zimmerman,1,0.052631579,0.333333333,3,19
2017Trey Lyles,1,0.014084507,1,1,71
2017Ty Lawson,1,0.014492754,0.5,2,69
2017Tyler Ulis,1,0.016393443,1,1,61
2017Tyreke Evans,1,0.025,1,1,40
2017Wayne Selden,1,0.071428571,1,1,14
2018Alex Abrines,1,0.013333333,0.166666667,6,75
2018Ante Zizic,1,0.03125,0.5,2,32
2018Antonius Cleveland,1,0.058823529,1,1,17
2018Bogdan Bogdanovic,1,0.012820513,1,1,78
2018Brandon Paul,1,0.015625,0.333333333,3,64
2018Brice Johnson,1,0.055555556,1,1,18
2018Cameron Payne,1,0.04,0.5,2,25
2018Chandler Parsons,1,0.027777778,0.5,2,36
2018Channing Frye,1,0.018867925,0.5,2,53
2018CJ McCollum,1,0.012345679,1,1,81
2018Cody Zeller,1,0.03030303,0.5,2,33
2018Damian Lillard,1,0.01369863,1,1,73
2018Darius Miller,1,0.012195122,0.5,2,82
2018Darrell Arthur,1,0.052631579,1,1,19
2018Davis Bertans,1,0.012987013,1,1,77
2018Davon Reed,1,0.047619048,0.5,2,21
2018Denzel Valentine,1,0.012987013,0.5,2,77
2018Devin Booker,1,0.018518519,1,1,54
2018Emeka Okafor,1,0.038461538,1,1,26
2018Furkan Korkmaz,1,0.071428571,1,1,14
2018Garrett Temple,1,0.015384615,1,1,65
2018Georgios Papagiannis,1,0.058823529,1,1,17
2018Gorgui Dieng,1,0.012658228,0.5,2,79
2018Henry Ellenson,1,0.026315789,0.25,4,38
2018Isaiah Taylor,1,0.014925373,1,1,67
2018Isaiah Thomas,1,0.03125,0.5,2,32
2018Jack Cooley,1,0.142857143,0.333333333,3,7
2018Jae Crowder,1,0.0125,0.5,2,80
2018Jamel Artis,1,0.066666667,1,1,15
2018James Webb III,1,0.1,1,1,10
2018Jerryd Bayless,1,0.025641026,1,1,39
2018Johnathan Motley,1,0.090909091,0.5,2,11
2018Jordan Mickey,1,0.043478261,0.166666667,6,23
2018Jose Calderon,1,0.01754386,1,1,57
2018Josh Hart,1,0.015873016,1,1,63
2018Kawhi Leonard,1,0.111111111,0.5,2,9
2018Kay Felder,1,0.0625,0.5,2,16
2018Kevin Love,1,0.016949153,1,1,59
2018Kyle Korver,1,0.01369863,0.5,2,73
2018Larry Drew II,1,0.1,0.2,5,10
2018Malcolm Delaney,1,0.018518519,0.2,5,54
2018Malik Beasley,1,0.016129032,1,1,62
2018Malik Monk,1,0.015873016,0.25,4,63
2018Marcus Georges-Hunt,1,0.023809524,0.333333333,3,42
2018Marvin Williams,1,0.012820513,0.5,2,78
2018Matthew Dellavedova,1,0.026315789,0.5,2,38
2018Mike Conley,1,0.083333333,0.5,2,12
2018Milos Teodosic,1,0.022222222,0.5,2,45
2018Myke Henry,1,0.05,0.25,4,20
2018Patrick McCaw,1,0.01754386,1,1,57
2018Paul Zipser,1,0.018518519,1,1,54
2018Quincy Pondexter,1,0.043478261,1,1,23
2018Reggie Bullock,1,0.016129032,1,1,62
