Season,PLAYER_NAME,TEAM_ABBREVIATION,PLAY_TYPE,POSS_PCT
2025-26,Ryan Rollins,MIL,Handoff,0.047
2025-26,Saddiq Bey,NOP,Postup,0.108
2025-26,Saddiq Bey,NOP,PRBallHandler,0.084
2025-26,Saddiq Bey,NOP,Handoff,0.064
2025-26,Saddiq Bey,NOP,Cut,0.054
2025-26,Sam Hauser,BOS,PRRollMan,0.101
2025-26,Sam Hauser,BOS,OffScreen,0.101
2025-26,Sam Hauser,BOS,Handoff,0.078
2025-26,Sam Merrill,CLE,PRRollMan,0.119
2025-26,Sam Merrill,CLE,Handoff,0.09
2025-26,Sandro Mamukelashvili,TOR,PRRollMan,0.139
2025-26,Sandro Mamukelashvili,TOR,Cut,0.128
2025-26,Santi Aldama,MEM,Cut,0.099
2025-26,Santi Aldama,MEM,PRRollMan,0.084
2025-26,Santi Aldama,MEM,Postup,0.051
2025-26,Scottie Barnes,TOR,PRBallHandler,0.132
2025-26,Scottie Barnes,TOR,Postup,0.1
2025-26,Scottie Barnes,TOR,Cut,0.089
2025-26,Scottie Barnes,TOR,PRRollMan,0.062
2025-26,Scottie Barnes,TOR,Handoff,0.025
2025-26,Shaedon Sharpe,POR,PRBallHandler,0.29
2025-26,Shaedon Sharpe,POR,Cut,0.058
2025-26,Shaedon Sharpe,POR,Handoff,0.053
2025-26,Shai Gilgeous-Alexander,OKC,PRBallHandler,0.391
2025-26,Shai Gilgeous-Alexander,OKC,Postup,0.051
2025-26,Shai Gilgeous-Alexander,OKC,Cut,0.036
2025-26,Shai Gilgeous-Alexander,OKC,Handoff,0.024
2025-26,Simone Fontecchio,MIA,OffScreen,0.104
2025-26,Simone Fontecchio,MIA,Cut,0.063
2025-26,Sion James,CHA,PRBallHandler,0.081
2025-26,Spencer Jones,DEN,Cut,0.156
2025-26,Stephen Curry,GSW,PRBallHandler,0.201
2025-26,Stephen Curry,GSW,OffScreen,0.179
2025-26,Stephen Curry,GSW,Handoff,0.112
2025-26,Stephen Curry,GSW,Cut,0.058
2025-26,Stephon Castle,SAS,PRBallHandler,0.314
2025-26,Stephon Castle,SAS,Cut,0.039
2025-26,Steven Adams,HOU,Cut,0.264
2025-26,Steven Adams,HOU,PRRollMan,0.1
2025-26,Svi Mykhailiuk,UTA,Handoff,0.107
2025-26,Svi Mykhailiuk,UTA,OffScreen,0.095
2025-26,Svi Mykhailiuk,UTA,PRBallHandler,0.089
2025-26,Svi Mykhailiuk,UTA,Cut,0.065
2025-26,T.J. McConnell,IND,PRBallHandler,0.632
2025-26,Terance Mann,BKN,PRBallHandler,0.169
2025-26,Terance Mann,BKN,Cut,0.078
2025-26,Tim Hardaway Jr.,DEN,Handoff,0.126
2025-26,Tim Hardaway Jr.,DEN,OffScreen,0.112
2025-26,Tim Hardaway Jr.,DEN,PRBallHandler,0.061
2025-26,Tobias Harris,DET,Postup,0.136
2025-26,Tobias Harris,DET,PRBallHandler,0.059
2025-26,Tony Bradley,IND,Cut,0.253
2025-26,Toumani Camara,POR,Cut,0.128
2025-26,Toumani Camara,POR,PRRollMan,0.055
2025-26,Toumani Camara,POR,PRBallHandler,0.038
2025-26,Trae Young,ATL,PRBallHandler,0.474
2025-26,Trayce Jackson-Davis,GSW,Cut,0.344
2025-26,Tre Johnson,WAS,PRBallHandler,0.222
2025-26,Tre Johnson,WAS,Handoff,0.102
2025-26,Tre Johnson,WAS,OffScreen,0.066
2025-26,Tre Jones,CHI,PRBallHandler,0.36
2025-26,Tre Mann,CHA,PRBallHandler,0.346
2025-26,Tre Mann,CHA,Handoff,0.084
2025-26,Trey Murphy III,NOP,PRBallHandler,0.153
2025-26,Trey Murphy III,NOP,Handoff,0.078
2025-26,Trey Murphy III,NOP,Cut,0.068
2025-26,Trey Murphy III,NOP,OffScreen,0.068
2025-26,Tristan da Silva,ORL,PRBallHandler,0.117
2025-26,Tristan da Silva,ORL,Cut,0.093
2025-26,Tristan da Silva,ORL,OffScreen,0.059
2025-26,Tristan Vukcevic,WAS,PRRollMan,0.314
2025-26,Tristan Vukcevic,WAS,Cut,0.114
2025-26,Tyrese Martin,BKN,PRBallHandler,0.223
2025-26,Tyrese Martin,BKN,Handoff,0.091
2025-26,Tyrese Maxey,PHI,PRBallHandler,0.26
2025-26,Tyrese Maxey,PHI,Handoff,0.059
2025-26,Tyrese Maxey,PHI,OffScreen,0.057
2025-26,Tyrese Maxey,PHI,Cut,0.029
2025-26,Tyrese Proctor,CLE,PRBallHandler,0.303
2025-26,Tyus Jones,ORL,PRBallHandler,0.209
2025-26,Victor Wembanyama,SAS,Postup,0.151
2025-26,Victor Wembanyama,SAS,Cut,0.097
2025-26,Victor Wembanyama,SAS,PRBallHandler,0.072
2025-26,Victor Wembanyama,SAS,PRRollMan,0.065
2025-26,Victor Wembanyama,SAS,OffScreen,0.05
2025-26,Vince Williams Jr.,MEM,PRBallHandler,0.339
2025-26,V?t Krej??,ATL,Handoff,0.125
2025-26,V?t Krej??,ATL,PRBallHandler,0.099
2025-26,V?t Krej??,ATL,OffScreen,0.092
2025-26,VJ Edgecombe,PHI,PRBallHandler,0.22
2025-26,VJ Edgecombe,PHI,Handoff,0.043
2025-26,Walker Kessler,UTA,Cut,0.29
2025-26,Walter Clayton Jr.,UTA,PRBallHandler,0.319
2025-26,Walter Clayton Jr.,UTA,Handoff,0.074
2025-26,Wendell Carter Jr.,ORL,Cut,0.173
2025-26,Wendell Carter Jr.,ORL,PRRollMan,0.169
2025-26,Will Richard,GSW,Cut,0.162
2025-26,Will Riley,WAS,PRBallHandler,0.281
2025-26,Yves Missi,NOP,Cut,0.21
2025-26,Yves Missi,NOP,PRRollMan,0.181
2025-26,Zaccharie Risacher,ATL,Cut,0.1
2025-26,Zaccharie Risacher,ATL,Handoff,0.063
2025-26,Zaccharie Risacher,ATL,OffScreen,0.063
2025-26,Zach Edey,MEM,Postup,0.328
2025-26,Zach Edey,MEM,Cut,0.164
2025-26,Zach Edey,MEM,PRRollMan,0.147
2025-26,Zach LaVine,SAC,PRBallHandler,0.198
2025-26,Zach LaVine,SAC,OffScreen,0.085
2025-26,Zach LaVine,SAC,Handoff,0.076
2025-26,Zach LaVine,SAC,PRRollMan,0.035
2025-26,Zach LaVine,SAC,Cut,0.035
2025-26,Ziaire Williams,BKN,Handoff,0.097
2025-26,Zion Williamson,NOP,PRBallHandler,0.156
2025-26,Zion Williamson,NOP,Postup,0.102
2025-26,Zion Williamson,NOP,Cut,0.097
2025-26,Zion Williamson,NOP,PRRollMan,0.054
