RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Fouls Drawn / 75,Stable Fouls Drawn Per 75,Stable Shooting Fouls Drawn Per 75,Stable Non Shooting Fouls Drawn Per 75,Stable FTA Per 75,Drive Foul Drawn Rate,Isolation Foul Drawn Rate,Fouls Drawn / 75_percentile,Stable Fouls Drawn Per 75_percentile,Stable Shooting Fouls Drawn Per 75_percentile,Stable Non Shooting Fouls Drawn Per 75_percentile,Stable FTA Per 75_percentile,Drive Foul Drawn Rate_percentile,Isolation Foul Drawn Rate_percentile
144,2017-18,Delon Wright,25,TOR,1433,Star,Primary Ball Handler,Point of Attack,3.32,3.31,0,0.34,3.1,4.73,12.5,76.28,77.8,0,69.57,54.61,42.92,87.46
145,2022-23,Delon Wright,30,WAS,1221,Key Rotation,Primary Ball Handler,Point of Attack,2.46,2.49,0,0.21,1.95,3.73,10.53,57.5,51.93,0,31.76,19.45,36.23,83.28
146,2019-20,Delon Wright,27,DAL,1570,Key Rotation,Primary Ball Handler,Point of Attack,2.17,2.2,0,0.35,2.39,4.96,18.75,49.1,41.49,0,72.09,32.17,44.67,95.89
147,2017-18,RJ Hunter,24,HOU,45,Too Few Games,Low Minute,Chaser,4.17,3.46,0,0.31,2.82,0,0,87.71,80.56,0,61.2,45.49,0,0
148,2015-16,RJ Hunter,22,BOS,314,Garbage Time,Movement Shooter,Low Activity,1.16,1.56,0,0.28,1.47,9.09,0,24.96,23.62,0,52.44,8.11,74.2,0
149,2018-19,RJ Hunter,25,BOS,26,Too Few Games,Low Minute,Helper,1.47,2.74,0,0.45,3.32,0,0,30.92,61.04,0,87.77,61.59,0,0
150,2016-17,RJ Hunter,23,CHI,9,Too Few Games,Low Minute,Chaser,0,2.76,0,0.35,3.27,0,0,0,61.58,0,72.09,59.88,0,0
151,2015-16,Sam Dekker,21,HOU,6,Too Few Games,Low Minute,Anchor Big,0,2.86,0,0.4,3.4,0,0,0,64.89,0,81.63,63.79,0,0
152,2016-17,Sam Dekker,22,HOU,1419,Rotation,Stationary Shooter,Low Activity,1.36,1.45,0,0.2,1.86,7.75,0,28.3,21.46,0,29.7,17.01,66.1,0
153,2017-18,Sam Dekker,23,LAC,883,Garbage Time,Athletic Finisher,Low Activity,1.81,1.9,0,0.14,2.41,7.02,15.38,39.05,32.05,0,17.89,32.64,60.55,92.1
154,2021-22,Sam Dekker,27,TOR,1,Too Few Games,Low Minute,Helper,0,2.96,0,0.32,3.3,0,0,0,68.45,0,64.45,60.96,0,0
155,2018-19,Sam Dekker,24,CLE/WAS,789,Rotation,Athletic Finisher,Low Activity,1.6,1.73,0,0.19,2.27,7.78,0,33.93,27.49,0,27.4,28.75,66.28,0
156,2015-16,D'Angelo Russell,19,LAL,2259,Starter,Primary Ball Handler,Point of Attack,2.9,2.91,0,0.26,3.19,6.02,8.22,67.88,66.7,0,46.12,57.39,53.17,77.45
157,2016-17,D'Angelo Russell,20,LAL,1811,Starter,Shot Creator,Point of Attack,2.94,2.94,0,0.45,3.78,6.77,10.23,68.92,67.85,0,87.77,72.98,59,82.66
158,2022-23,D'Angelo Russell,26,MIN/LAL,2304,Starter,Primary Ball Handler,Chaser,2.92,2.93,0,0.41,3.39,8.75,9.84,68.43,67.49,0,83.21,63.42,72.49,81.49
159,2023-24,D'Angelo Russell,27,LAL,2484,Starter,Primary Ball Handler,Chaser,2.45,2.46,0,0.29,2.78,6.79,10.39,57.27,51.01,0,55.27,44.24,59.13,83.08
160,2019-20,D'Angelo Russell,23,GSW/MIN,1452,Starter,Shot Creator,Chaser,3.86,3.83,0,0.56,4.72,10.17,9.09,84.24,86.04,0,94.13,86.95,80.13,79.44
161,2020-21,D'Angelo Russell,24,MIN,1196,Starter,Primary Ball Handler,Chaser,4.08,4.01,0,0.48,4.34,9.09,5.88,86.81,88.3,0,90.02,82.66,74.2,72.29
162,2021-22,D'Angelo Russell,25,MIN,2077,Star,Primary Ball Handler,Chaser,3.72,3.71,0,0.72,4.11,8.1,3.42,82.52,84.66,0,97.87,78.99,68.3,68.81
163,2017-18,D'Angelo Russell,21,BRK,1234,Key Rotation,Shot Creator,Point of Attack,3.98,3.93,0,0.44,3.77,4.53,7.48,85.7,87.46,0,86.87,72.73,41.63,75.79
164,2018-19,D'Angelo Russell,22,BRK,2448,Star,Primary Ball Handler,Point of Attack,2.76,2.78,0,0.42,3.02,3.4,5.03,64.76,62.23,0,84.37,51.85,34.23,70.99
165,2024-25,D'Angelo Russell,28,LAL/BRK,1481,Key Rotation,Primary Ball Handler,Chaser,3.49,3.47,0,0.29,3.59,8.43,8.7,79.1,80.75,0,55.27,68.5,70.69,78.63
166,2025-26,D'Angelo Russell,29,DAL,495,Rotation,Primary Ball Handler,Chaser,3.64,3.55,0,0.42,4.18,9.33,0,81.43,82.23,0,84.37,80.21,75.85,0
167,2015-16,Karl-Anthony Towns,20,MIN,2627,Starter,Post Scorer,Anchor Big,3.5,3.49,0,0.39,3.93,10.06,10.42,79.19,81,0,80.14,75.74,79.81,83.12
168,2016-17,Karl-Anthony Towns,21,MIN,3030,Star,Post Scorer,Helper,4.79,4.74,0,0.43,5.32,12.89,7.14,92.48,93.96,0,85.73,91.57,88.52,74.85
169,2017-18,Karl-Anthony Towns,22,MIN,2918,Star,Post Scorer,Anchor Big,4.96,4.92,0,0.43,5.17,9.68,18.18,93.54,94.9,0,85.73,90.5,77.51,95.23
170,2018-19,Karl-Anthony Towns,23,MIN,2545,Star,Shot Creator,Anchor Big,6.36,6.29,0,0.69,6.28,11.07,13.01,98.22,98.79,0,97.47,95.56,83.07,88.56
171,2019-20,Karl-Anthony Towns,24,MIN,1187,Star,Versatile Big,Anchor Big,5.64,5.51,0,0.69,6.42,13.99,14.29,96.41,97.09,0,97.47,96.11,90.48,90.46
172,2020-21,Karl-Anthony Towns,25,MIN,1689,Star,Shot Creator,Anchor Big,5.96,5.83,0,0.51,6.44,12.5,11.11,97.37,97.93,0,91.83,96.17,87.13,84.64
173,2021-22,Karl-Anthony Towns,26,MIN,2476,Star,Shot Creator,Mobile Big,6.17,6.08,0,0.55,6.66,12.29,15.76,97.82,98.47,0,93.69,96.7,86.85,92.64
174,2022-23,Karl-Anthony Towns,27,MIN,957,Star,Shot Creator,Mobile Big,4.94,4.81,0,0.49,4.9,13.24,4.48,93.46,94.24,0,90.37,88.44,89.07,70.15
175,2023-24,Karl-Anthony Towns,28,MIN,2026,Star,Versatile Big,Mobile Big,4.82,4.78,0,0.38,5.27,9.48,15.38,92.57,94.04,0,78.54,91.3,76.63,92.1
176,2024-25,Karl-Anthony Towns,29,NYK,2517,Star,Post Scorer,Anchor Big,5.09,5.04,0,0.18,5.9,15.33,16.47,94.4,95.75,0,25.1,94.29,92.58,93.48
177,2025-26,Karl-Anthony Towns,30,NYK,2292,Star,Shot Creator,Mobile Big,5.81,5.73,0,0.29,6.58,16.5,0,97.02,97.76,0,55.27,96.55,93.58,0
178,2015-16,Richaun Holmes,22,PHI,702,Rotation,Roll + Cut Big,Helper,3.39,3.35,0,0.18,3.85,12.12,0,77.38,78.64,0,25.1,74.57,86.42,0
179,2016-17,Richaun Holmes,23,PHI,1193,Key Rotation,Roll + Cut Big,Helper,2.69,2.7,0,0.34,3.2,11.9,0,63.15,59.58,0,69.57,57.75,85.89,0
180,2017-18,Richaun Holmes,24,PHI,746,Rotation,Roll + Cut Big,Anchor Big,2.32,2.38,0,0.25,2.79,13.95,0,53.72,48.05,0,43.11,44.56,90.37,0
181,2018-19,Richaun Holmes,25,PHO,1184,Rotation,Roll + Cut Big,Anchor Big,4.63,4.55,0,0.56,5.21,12.07,11.11,91.54,92.78,0,94.13,90.89,86.29,84.64
182,2019-20,Richaun Holmes,26,SAC,1242,Star,Roll + Cut Big,Mobile Big,3.11,3.11,0,0.29,3.53,16.67,0,72.35,72.83,0,55.27,67.11,93.65,0
183,2020-21,Richaun Holmes,27,SAC,1782,Starter,Roll + Cut Big,Anchor Big,2.97,2.97,0,0.21,3.47,18.18,14.29,69.53,68.72,0,31.76,65.68,95.13,90.46
184,2021-22,Richaun Holmes,28,SAC,1074,Key Rotation,Roll + Cut Big,Anchor Big,2.88,2.89,0,0.33,3.07,4.17,0,67.25,65.96,0,67.25,53.53,39.12,0
185,2022-23,Richaun Holmes,29,SAC,348,Garbage Time,Roll + Cut Big,Mobile Big,2.09,2.25,0,0.21,2.33,14.29,0,46.88,43.36,0,31.76,30.39,90.73,0
186,2023-24,Richaun Holmes,30,DAL/WAS,554,Garbage Time,Roll + Cut Big,Anchor Big,2.28,2.35,0,0.34,3.09,0,0,52.45,47.1,0,69.57,54.19,0,0
187,2024-25,Richaun Holmes,31,WAS,534,Rotation,Roll + Cut Big,Anchor Big,3.64,3.55,0,0.19,3.98,11.11,0,81.43,82.23,0,27.4,76.69,83.11,0
188,2019-20,Justise Winslow,23,MIA,352,Starter,Primary Ball Handler,Wing Stopper,2.1,2.27,0,0.38,2.85,3.19,0,47.06,44.14,0,78.54,46.28,32.97,0
189,2020-21,Justise Winslow,24,MEM,507,Rotation,Slasher,Wing Stopper,2.09,2.19,0,0.25,2.57,4.51,0,46.88,41.2,0,43.11,37.07,41.55,0
190,2015-16,Justise Winslow,19,MIA,2232,Key Rotation,Athletic Finisher,Wing Stopper,1.58,1.63,0,0.19,2.09,6.63,0,33.41,25.15,0,27.4,23.63,57.86,0
191,2016-17,Justise Winslow,20,MIA,625,Starter,Shot Creator,Wing Stopper,2.44,2.52,0,0.29,2.96,4.58,8.7,56.99,53.1,0,55.27,49.84,41.98,78.63
192,2017-18,Justise Winslow,21,MIA,1680,Key Rotation,Athletic Finisher,Wing Stopper,2.18,2.21,0,0.2,2.41,5.54,8.33,49.43,41.95,0,29.7,32.64,49.34,77.6
193,2018-19,Justise Winslow,22,MIA,1960,Starter,Primary Ball Handler,Wing Stopper,2.4,2.42,0,0.14,2.62,4.84,2.86,55.86,49.36,0,17.89,38.46,43.77,68.37
194,2021-22,Justise Winslow,25,LAC/POR,775,Rotation,Athletic Finisher,Wing Stopper,2.4,2.45,0,0.26,3.09,3.54,0,55.86,50.6,0,46.12,54.19,34.97,0
195,2022-23,Justise Winslow,26,POR,776,Key Rotation,Athletic Finisher,Wing Stopper,1.25,1.41,0,0.17,1.6,3.77,0,26.39,20.67,0,22.89,10.83,36.4,0
196,2021-22,Willie Cauley-Stein,28,DAL/PHI,183,Garbage Time,Athletic Finisher,Anchor Big,0.79,1.44,0,0.22,1.41,0,0,20.01,21.29,0,34.53,6.86,0,0
197,2015-16,Willie Cauley-Stein,22,SAC,1411,Key Rotation,Roll + Cut Big,Helper,2.29,2.33,0,0.45,3.26,10.34,23.08,52.89,46.32,0,87.77,59.47,80.75,98.21
198,2016-17,Willie Cauley-Stein,23,SAC,1421,Rotation,Roll + Cut Big,Mobile Big,2.93,2.92,0,0.37,4.05,11.76,18.37,68.63,67.09,0,76.63,78.01,85.41,95.73
199,2017-18,Willie Cauley-Stein,24,SAC,2044,Starter,Shot Creator,Mobile Big,3.87,3.84,0,0.26,4.54,11.02,15.91,84.37,86.28,0,46.12,85.14,82.91,92.97
200,2018-19,Willie Cauley-Stein,25,SAC,2213,Star,Post Scorer,Mobile Big,3.41,3.41,0,0.51,3.99,13.97,12.5,77.7,79.78,0,91.83,76.91,90.43,87.46
201,2019-20,Willie Cauley-Stein,26,GSW/DAL,1098,Key Rotation,Roll + Cut Big,Mobile Big,2.34,2.38,0,0.15,2.31,2.44,5,54.23,48.05,0,19.41,29.81,29.31,70.7
202,2020-21,Willie Cauley-Stein,27,DAL,906,Rotation,Roll + Cut Big,Anchor Big,2.69,2.71,0,0.24,3.23,12.5,0,63.15,60.01,0,39.8,58.56,87.13,0
203,2020-21,Kelly Oubre Jr.,25,GSW,1687,Starter,Movement Shooter,Wing Stopper,3.25,3.23,0,0.19,3.67,10.73,16,75.01,75.78,0,27.4,70.42,82.08,93.06
204,2023-24,Kelly Oubre Jr.,28,PHI,2055,Starter,Movement Shooter,Helper,3.24,3.22,0,0.17,4.14,10.4,6.94,74.79,75.5,0,22.89,79.62,81.06,74.74
205,2024-25,Kelly Oubre Jr.,29,PHI,2078,Starter,Stationary Shooter,Helper,3,2.98,0,0.19,3.31,8.9,19.3,70.22,69.05,0,27.4,61.3,73.38,96.49
206,2025-26,Kelly Oubre Jr.,30,PHI,1519,Starter,Shot Creator,Wing Stopper,2.94,2.93,0,0.22,3.5,14.14,0,68.92,67.49,0,34.53,66.29,90.64,0
207,2018-19,Kelly Oubre Jr.,23,WAS/PHO,1923,Key Rotation,Movement Shooter,Chaser,4.07,4.04,0,0.31,4.41,12.11,6.06,86.75,88.59,0,61.2,83.58,86.39,72.8
208,2019-20,Kelly Oubre Jr.,24,PHO,1933,Starter,Movement Shooter,Wing Stopper,3.68,3.65,0,0.29,4.5,12.8,19.35,82,83.7,0,55.27,84.65,88.34,96.5
209,2015-16,Kelly Oubre Jr.,20,WAS,671,Rotation,Stationary Shooter,Helper,2.75,2.78,0,0.18,2.77,7.69,0,64.56,62.23,0,25.1,43.81,65.32,0
210,2016-17,Kelly Oubre Jr.,21,WAS,1605,Key Rotation,Stationary Shooter,Wing Stopper,2.24,2.27,0,0.16,2.37,16.81,7.14,51.27,44.14,0,20.95,31.49,94.52,74.85
211,2017-18,Kelly Oubre Jr.,22,WAS,2231,Starter,Stationary Shooter,Chaser,3.48,3.47,0,0.35,3.84,13.21,20.59,78.93,80.75,0,72.09,74.3,89.05,97.38
212,2021-22,Kelly Oubre Jr.,26,CHO,1999,Key Rotation,Movement Shooter,Chaser,2.88,2.88,0,0.19,3.41,11.07,15.22,67.25,65.57,0,27.4,64.11,83.07,91.99
213,2022-23,Kelly Oubre Jr.,27,CHO,1548,Starter,Movement Shooter,Wing Stopper,4.39,4.32,0,0.29,4.77,10.98,28,89.46,91.06,0,55.27,87.44,82.81,99.25
214,2022-23,Frank Kaminsky,29,ATL/HOU,235,Garbage Time,Stretch Big,Mobile Big,1.7,2.03,0,0.31,2.77,14.29,0,36.27,36.2,0,61.2,43.81,90.73,0
215,2019-20,Frank Kaminsky,26,PHO,777,Rotation,Stretch Big,Helper,3.31,3.3,0,0.36,4.01,19.12,0,76.17,77.61,0,74.39,77.33,95.81,0
216,2020-21,Frank Kaminsky,27,PHO,715,Rotation,Stretch Big,Anchor Big,2.5,2.54,0,0.18,3.15,6.48,0,58.57,53.9,0,25.1,56.07,56.69,0
217,2021-22,Frank Kaminsky,28,PHO,181,Garbage Time,Roll + Cut Big,Anchor Big,3.66,3.47,0,0.34,3.68,0,0,81.63,80.75,0,69.57,70.56,0,0
218,2015-16,Frank Kaminsky,22,CHO,1708,Rotation,Stretch Big,Helper,2.42,2.45,0,0.4,3.3,8.85,16,56.36,50.6,0,81.63,60.96,73.03,93.06
219,2016-17,Frank Kaminsky,23,CHO,1954,Key Rotation,Stretch Big,Anchor Big,2.24,2.28,0,0.2,3.03,7.34,15,51.27,44.6,0,29.7,52.21,63.24,91.6
220,2017-18,Frank Kaminsky,24,CHO,1835,Key Rotation,Stationary Shooter,Helper,2.95,2.97,0,0.23,3.91,7.45,12.96,69.14,68.72,0,37.19,75.25,63.99,88.53
221,2018-19,Frank Kaminsky,25,CHO,755,Rotation,Stretch Big,Helper,3.9,3.85,0,0.42,4.98,8.89,0,84.9,86.42,0,84.37,89.05,73.19,0
222,2015-16,Devin Booker,19,PHO,2108,Starter,Off Screen Shooter,Chaser,4.24,4.21,0,0.59,4.43,9.01,15.71,88.34,90.2,0,95.21,83.75,73.85,92.62
223,2016-17,Devin Booker,20,PHO,2731,Starter,Shot Creator,Chaser,4.72,4.69,0,0.55,5.71,9.2,17.84,92.09,93.61,0,93.69,93.21,75.33,94.98
224,2017-18,Devin Booker,21,PHO,1865,Starter,Shot Creator,Chaser,5.52,5.44,0,0.72,6.11,5.88,6.83,96.12,96.96,0,97.87,95.02,51.99,74.5
225,2018-19,Devin Booker,22,PHO,2230,Starter,Shot Creator,Chaser,6.26,6.17,0,0.67,7.1,8.2,16.9,98.03,98.63,0,97.09,97.56,68.98,94.17
226,2019-20,Devin Booker,23,PHO,2512,Star,Shot Creator,Chaser,6.35,6.27,0,0.9,7.08,6.58,12.94,98.21,98.76,0,99.35,97.53,57.43,88.52
227,2020-21,Devin Booker,24,PHO,2270,Star,Shot Creator,Chaser,5.67,5.59,0,0.49,6.28,7.7,13.88,96.47,97.28,0,90.37,95.56,66,90.08
228,2021-22,Devin Booker,25,PHO,2345,Star,Shot Creator,Chaser,4.88,4.82,0,0.75,5.51,7.09,6.22,93.04,94.35,0,98.29,92.36,61.06,72.97
229,2022-23,Devin Booker,26,PHO,1835,Star,Shot Creator,Chaser,5.74,5.65,0,0.68,6.97,8.97,13.66,96.72,97.5,0,97.3,97.26,73.61,89.8
230,2023-24,Devin Booker,27,PHO,2447,Star,Shot Creator,Chaser,5.26,5.2,0,0.67,6.68,8.56,9.91,95.18,96.25,0,97.09,96.75,71.32,81.66
231,2024-25,Devin Booker,28,PHO,2795,Star,Shot Creator,Chaser,5.36,5.31,0,0.56,6.29,7.5,12.12,95.63,96.69,0,94.13,95.62,64.28,86.97
232,2025-26,Devin Booker,29,PHO,2146,Starter,Shot Creator,Helper,7.23,7.08,0,0.78,8.54,8.44,0,99.23,99.52,0,98.7,98.98,70.79,0
233,2024-25,Cameron Payne,30,NYK,1090,Rotation,Primary Ball Handler,Low Activity,2.07,2.12,0,0.22,1.96,5.65,18.18,46.22,39.06,0,34.53,19.74,50.33,95.23
234,2015-16,Cameron Payne,21,OKC,698,Rotation,Primary Ball Handler,Point of Attack,1.52,1.69,0,0.22,1.59,3.33,0,31.97,26.59,0,34.53,10.63,33.71,0
235,2023-24,Cameron Payne,29,MIL/PHI,1304,Rotation,Primary Ball Handler,Chaser,1.72,1.79,0,0.15,1.98,4.88,6.67,36.72,29.14,0,19.41,20.31,44.05,73.87
236,2019-20,Cameron Payne,25,PHO,183,Key Rotation,Primary Ball Handler,Point of Attack,1.74,2.14,0,0.31,2.06,2.38,0,37.24,39.7,0,61.2,22.7,28.98,0
237,2020-21,Cameron Payne,26,PHO,1080,Rotation,Primary Ball Handler,Point of Attack,2.25,2.29,0,0.23,2.05,4.23,6.25,51.57,45.05,0,37.19,22.35,39.71,72.99
238,2021-22,Cameron Payne,27,PHO,1278,Key Rotation,Primary Ball Handler,Low Activity,2.79,2.8,0,0.25,2.58,5.07,2.33,65.44,62.99,0,43.11,37.41,45.61,68.01
239,2022-23,Cameron Payne,28,PHO,968,Rotation,Primary Ball Handler,Low Activity,2.37,2.42,0,0.14,2.5,5,4.17,55.13,49.36,0,17.89,35.21,44.86,69.76
240,2016-17,Cameron Payne,22,OKC/CHI,462,Rotation,Primary Ball Handler,Point of Attack,1.54,1.77,0,0.17,1.16,3.67,9.09,32.48,28.68,0,22.89,3.5,35.72,79.44
241,2017-18,Cameron Payne,23,CHI,582,Key Rotation,Primary Ball Handler,Point of Attack,1.64,1.81,0,0.22,1.34,0.65,6.67,34.92,29.56,0,34.53,5.82,25,73.87
242,2018-19,Cameron Payne,24,CHI/CLE,712,Rotation,Primary Ball Handler,Point of Attack,2.09,2.19,0,0.33,2.25,4.64,14.29,46.88,41.2,0,67.25,28.14,42.31,90.46
243,2015-16,Myles Turner,19,IND,1367,Key Rotation,Post Scorer,Helper,3.29,3.28,0,0.36,3.29,14.29,3.85,75.78,77.19,0,74.39,60.66,90.73,69.33
244,2016-17,Myles Turner,20,IND,2541,Star,Roll + Cut Big,Anchor Big,3.79,3.77,0,0.33,4.44,21.57,8.7,83.43,85.47,0,67.25,83.9,97.19,78.63
245,2017-18,Myles Turner,21,IND,1836,Star,Roll + Cut Big,Anchor Big,3.85,3.82,0,0.37,4.17,11.27,10.53,84.14,85.97,0,76.63,80.09,84.22,83.28
246,2018-19,Myles Turner,22,IND,2119,Star,Roll + Cut Big,Mobile Big,3.6,3.58,0,0.39,3.52,18.87,6.25,80.75,82.78,0,80.14,66.8,95.73,72.99
247,2019-20,Myles Turner,23,IND,1826,Star,Versatile Big,Anchor Big,3.18,3.16,0,0.23,3.45,12.99,0,73.58,74.29,0,37.19,65.26,88.71,0
248,2020-21,Myles Turner,24,IND,1455,Star,Stretch Big,Mobile Big,2.81,2.81,0,0.3,3.54,17.98,0,65.84,63.3,0,58.25,67.31,95.07,0
249,2021-22,Myles Turner,25,IND,1235,Key Rotation,Versatile Big,Mobile Big,2.92,2.93,0,0.26,3.21,14.67,0,68.43,67.49,0,46.12,58.05,91.89,0
250,2022-23,Myles Turner,26,IND,1825,Star,Versatile Big,Anchor Big,5.05,4.97,0,0.45,5.38,18.1,4.35,94.16,95.29,0,87.77,91.87,95.1,69.98
251,2023-24,Myles Turner,27,IND,2077,Star,Stretch Big,Mobile Big,4.53,4.48,0,0.27,5.35,14.19,12.5,90.67,92.21,0,49.23,91.72,90.7,87.46
252,2024-25,Myles Turner,28,IND,2174,Star,Stretch Big,Mobile Big,3.44,3.42,0,0.26,3.98,16.51,9.09,78.31,79.97,0,46.12,76.69,93.59,79.44
253,2025-26,Myles Turner,29,MIL,1885,Starter,Stretch Big,Mobile Big,3.01,3.01,0,0.28,3.43,14.47,0,70.46,70.28,0,52.44,64.72,91.64,0
254,2021-22,Trey Lyles,26,DET/SAC,1536,Rotation,Stretch Big,Helper,4.66,4.58,0,0.35,5.66,13.73,26.67,91.64,92.96,0,72.09,92.97,90.09,98.99
255,2022-23,Trey Lyles,27,SAC,1247,Rotation,Movement Shooter,Low Activity,2.98,2.99,0,0.36,3.57,12.72,0,69.8,69.78,0,74.39,68.11,88.16,0
256,2023-24,Trey Lyles,28,SAC,1158,Key Rotation,Stationary Shooter,Helper,2.16,2.21,0,0.24,2.3,4.9,0,48.76,41.95,0,39.8,29.56,44.19,0
257,2024-25,Trey Lyles,29,SAC,1349,Rotation,Movement Shooter,Helper,2.17,2.2,0,0.19,2.27,13.19,0,49.1,41.49,0,27.4,28.75,89.04,0
258,2019-20,Trey Lyles,24,SAS,1271,Rotation,Stationary Shooter,Helper,1.32,1.42,0,0.15,1.44,4.03,0,27.56,20.93,0,19.41,7.36,38.48,0
259,2020-21,Trey Lyles,25,SAS,358,Rotation,Movement Shooter,Wing Stopper,1.55,1.79,0,0.16,2.58,12.07,0,32.75,29.14,0,20.95,37.41,86.29,0
260,2015-16,Trey Lyles,20,UTA,1382,Rotation,Athletic Finisher,Helper,2.23,2.28,0,0.23,2.46,7.04,31.82,50.98,44.6,0,37.19,34.1,60.72,99.68
261,2016-17,Trey Lyles,21,UTA,1158,Rotation,Movement Shooter,Helper,2,2.08,0,0.27,2.74,7.44,13.33,44.44,37.79,0,49.23,42.68,63.92,89.05
262,2017-18,Trey Lyles,22,DEN,1391,Rotation,Versatile Big,Helper,3.37,3.35,0,0.25,3.82,9.87,24.39,77.18,78.64,0,43.11,73.81,78.52,98.66
263,2018-19,Trey Lyles,23,DEN,1120,Rotation,Versatile Big,Helper,3.19,3.19,0,0.39,3.78,8.05,13.79,73.74,75,0,80.14,72.98,68.03,89.93
264,2021-22,Stanley Johnson,25,LAL,1094,Key Rotation,Stationary Shooter,Wing Stopper,2.08,2.13,0,0.23,2.55,7.56,0,46.46,39.35,0,37.19,36.67,64.77,0
265,2018-19,Stanley Johnson,22,DET/NOP,1207,Rotation,Movement Shooter,Wing Stopper,1.88,1.95,0,0.14,2.03,3.88,6.98,41.16,33.61,0,17.89,21.62,37.21,74.75
266,2019-20,Stanley Johnson,23,TOR,150,Garbage Time,Shot Creator,Helper,2.33,2.59,0,0.4,3.61,9.68,0,53.98,55.75,0,81.63,68.99,77.51,0
267,2020-21,Stanley Johnson,24,TOR,1006,Rotation,Movement Shooter,Wing Stopper,1.91,1.96,0,0.19,2.11,7.14,5.88,42.05,33.85,0,27.4,24.46,61.29,72.29
268,2022-23,Stanley Johnson,26,SAS,469,Rotation,Stationary Shooter,Wing Stopper,2.5,2.55,0,0.31,3.08,12.5,0,58.57,54.24,0,61.2,53.87,87.13,0
269,2015-16,Stanley Johnson,19,DET,1687,Key Rotation,Shot Creator,Chaser,1.83,1.88,0,0.3,2.37,4.93,1.43,39.67,31.51,0,58.25,31.49,44.45,67.62
270,2016-17,Stanley Johnson,20,DET,1371,Rotation,Secondary Ball Handler,Chaser,1.39,1.48,0,0.19,1.63,5.21,4.55,29.04,21.91,0,27.4,11.44,46.57,70.21
271,2017-18,Stanley Johnson,21,DET,1894,Key Rotation,Stationary Shooter,Wing Stopper,2.15,2.18,0,0.29,2.91,8.04,13.51,48.36,40.9,0,55.27,48.16,67.92,89.49
272,2015-16,Jerian Grant,23,NYK,1265,Rotation,Slasher,Point of Attack,3.39,3.37,0,0.28,3.73,8.23,11.76,77.38,78.9,0,52.44,71.76,69.21,86.19
273,2018-19,Jerian Grant,26,ORL,939,Rotation,Primary Ball Handler,Point of Attack,2.43,2.47,0,0.17,1.76,5.94,17.39,56.69,51.4,0,22.89,14.2,52.71,94.55
274,2019-20,Jerian Grant,27,WAS,80,Too Few Games,Low Minute,Chaser,1.8,2.43,0,0.38,3.3,0,0,38.77,49.73,0,78.54,60.96,0,0
275,2016-17,Jerian Grant,24,CHI,1028,Rotation,Shot Creator,Point of Attack,2.38,2.43,0,0.29,2.79,5,6.25,55.39,49.73,0,55.27,44.56,44.86,72.99
276,2017-18,Jerian Grant,25,CHI,1686,Key Rotation,Primary Ball Handler,Point of Attack,3.89,3.85,0,0.34,4.13,6.93,10.14,84.66,86.42,0,69.57,79.35,60.01,82.57
277,2020-21,Bobby Portis,25,MIL,1372,Key Rotation,Post Scorer,Anchor Big,1.73,1.79,0,0.23,1.98,2.82,3.13,37.01,29.14,0,37.19,20.31,30.82,68.52
278,2021-22,Bobby Portis,26,MIL,2028,Starter,Versatile Big,Mobile Big,1.92,1.97,0,0.26,2.09,4.67,5.26,42.24,34.27,0,46.12,23.63,42.53,71.15
279,2022-23,Bobby Portis,27,MIL,1819,Star,Versatile Big,Helper,1.95,1.99,0,0.32,2.54,5.19,9.52,43.28,35.04,0,64.45,36.26,46.39,80.71
280,2023-24,Bobby Portis,28,MIL,2008,Key Rotation,Post Scorer,Helper,1.88,1.91,0,0.23,2.31,5.42,0,41.16,32.45,0,37.19,29.81,48.5,0
281,2024-25,Bobby Portis,29,MIL,1244,Key Rotation,Versatile Big,Mobile Big,2.11,2.16,0,0.24,2.21,2.67,2.44,47.32,40.38,0,39.8,27.14,30.15,68.07
282,2025-26,Bobby Portis,30,MIL,1619,Key Rotation,Versatile Big,Helper,1.54,1.6,0,0.28,1.69,2.47,0,32.48,24.41,0,52.44,12.7,29.44,0
283,2019-20,Bobby Portis,24,NYK,1393,Key Rotation,Versatile Big,Anchor Big,2.33,2.37,0,0.24,2.5,9.09,0,53.98,47.74,0,39.8,35.21,74.2,0
284,2018-19,Bobby Portis,23,CHI/WAS,1298,Starter,Versatile Big,Mobile Big,2.56,2.6,0,0.28,2.75,6.67,6.9,60.09,56.11,0,52.44,42.97,57.98,74.55
285,2015-16,Bobby Portis,20,CHI,1102,Rotation,Post Scorer,Helper,2.28,2.33,0,0.29,2.39,2,2.27,52.45,46.32,0,55.27,32.17,27.59,67.98
286,2016-17,Bobby Portis,21,CHI,1000,Rotation,Athletic Finisher,Helper,1.67,1.77,0,0.21,2.36,3.39,0,35.55,28.68,0,31.76,31.13,34.14,0
287,2017-18,Bobby Portis,22,CHI,1642,Key Rotation,Post Scorer,Mobile Big,3.32,3.3,0,0.25,3.49,9.72,6.98,76.28,77.61,0,43.11,66.12,77.86,74.75
288,2015-16,Kevon Looney,19,GSW,21,Too Few Games,Low Minute,Helper,0,2.45,0,0.38,2.95,0,0,0,50.6,0,78.54,49.52,0,0
