RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,LEBRON,O-LEBRON,D-LEBRON,LEBRON WAR,LEBRON Box Impact,LEBRON Vs Role Average,Multi-Year LEBRON,O-LEBRON Box Impact,LEBRON Offensive Points Added,O-LEBRON Vs Role Average,LEBRON_percentile,O-LEBRON_percentile,D-LEBRON_percentile,LEBRON WAR_percentile,LEBRON Box Impact_percentile,LEBRON Vs Role Average_percentile,Multi-Year LEBRON_percentile,O-LEBRON Box Impact_percentile,LEBRON Offensive Points Added_percentile,O-LEBRON Vs Role Average_percentile,Multi-Year O-LEBRON,Predictive O-LEBRON,D-LEBRON Box Impact,LEBRON Defensive Points Saved,D-LEBRON Vs Role Average,Multi-Year D-LEBRON,Predictive D-LEBRON,Multi-Year O-LEBRON_percentile,Predictive O-LEBRON_percentile,D-LEBRON Box Impact_percentile,LEBRON Defensive Points Saved_percentile,D-LEBRON Vs Role Average_percentile,Multi-Year D-LEBRON_percentile,Predictive D-LEBRON_percentile
652,2021-22,Jaylen Brown,25,BOS,2220,Star,Shot Creator,Helper,1.17,1.22,-0.04,5.11,2.07,0.23,2.32,1.88,54.5,0.18,88.75,90.72,52.52,91.11,94.81,60.93,86.49,94.53,91.96,61.54,2.11,0.69,0.19,-1.93,0.04,0.22,-0.12,91.64,89.69,66.3,38.66,53.67,41.9,58.03
653,2022-23,Jaylen Brown,26,BOS,2405,Star,Shot Creator,Wing Stopper,0.6,0.77,-0.18,4.61,2.06,-0.95,2.08,1.97,38.35,-0.55,83.01,86.37,45.24,89.23,94.77,22.12,83.56,94.84,89.57,26.98,1.86,1.13,0.09,-8.71,-0.4,0.22,-0.06,89.89,92.45,61.65,26.32,29.5,41.9,61.43
654,2023-24,Jaylen Brown,27,BOS,2343,Starter,Shot Creator,Wing Stopper,0.91,1.04,-0.13,4.96,2.41,-0.42,1.97,2.25,50.03,-0.23,86.25,88.95,47.85,90.5,95.95,37.42,82.14,95.75,91.32,40.23,1.74,1,0.16,-6.16,-0.19,0.23,-0.08,88.59,91.66,64.9,30.2,40,42.58,60.47
655,2024-25,Jaylen Brown,28,BOS,2158,Star,Shot Creator,Wing Stopper,1.56,1.56,0,5.46,1.77,0.3,2.61,1.78,68.27,0.31,91.9,93.03,55.06,92.03,93.42,63.24,89.51,94.01,93.55,68.14,2.21,0.99,-0.01,-0.17,-0.01,0.4,0.01,92.25,91.62,55.77,51.12,50.66,52.12,64.58
656,2025-26,Jaylen Brown,29,BOS,2443,Starter,Shot Creator,Helper,2.2,2.08,0.13,7.14,2.9,1.06,3.22,2.82,91.5,1.03,94.82,95.23,62.05,95.7,97.02,81.09,93.3,97.22,95.48,86.53,2.74,1.45,0.09,-17.23,0.03,0.47,-0.01,94.44,93.72,61.65,18.08,52.96,55.67,63.72
657,2021-22,Cat Barber,27,ATL,13,Too Few Games,Low Minute,Point of Attack,-0.34,-0.24,-0.1,0.02,-0.42,0.23,-0.33,-0.23,-0.07,0.15,50.8,63.12,49.42,10.21,50.05,60.93,21.87,64.54,69.87,59.95,-0.74,-1,-0.19,-0.03,0.08,0.41,-0.5,17.08,19.02,44.36,55.04,55.89,52.82,17.07
658,2016-17,DeAndre' Bembry,22,ATL,371,Garbage Time,Roll + Cut Big,Chaser,-1.45,-1.23,-0.22,0.21,-1.53,0.1,-0.89,-1.47,-8.94,-0.24,19.35,22.95,43.03,32.48,15.82,56.55,8.06,15.44,40.37,39.71,-0.87,-1,-0.06,-1.64,0.34,-0.02,-0.5,13.13,19.02,52.42,39.54,68.62,28.48,17.07
659,2017-18,DeAndre' Bembry,23,ATL,455,Rotation,Slasher,Chaser,-1.55,-2.55,1,0.23,-2.15,-0.22,-0.42,-2.71,-23.26,-1.67,17.61,1.91,86.54,33.84,5.94,44.41,19.22,0.73,21.6,5.21,-1.66,-1.07,0.56,9.35,1.45,1.24,-0.15,1.34,15.85,79.23,75.83,95.79,82.99,55.98
660,2018-19,DeAndre' Bembry,24,ATL,1931,Key Rotation,Athletic Finisher,Wing Stopper,-1.87,-2.14,0.26,0.61,-1.85,-0.61,-0.11,-1.97,-88.63,-0.74,11.84,5.21,67.11,46.73,10.02,30.96,28.98,6.21,0.56,21.48,-1.1,-1.2,0.12,10.97,0.13,0.98,0.4,7.77,10.25,63.22,77.25,58.24,76.8,78.77
661,2019-20,DeAndre' Bembry,25,ATL,915,Key Rotation,Athletic Finisher,Point of Attack,-2.08,-2.69,0.62,0.17,-2.01,-0.77,-0.31,-2.29,-52.83,-1.72,8.85,1.3,78.01,29.87,7.49,26.47,22.64,2.71,4.69,4.84,-1.44,-1.47,0.29,12.32,0.95,1.14,0.43,3.13,3.22,70.73,78.39,89.08,81.11,79.84
662,2021-22,DeAndre' Bembry,27,BRK/MIL,1026,Rotation,Athletic Finisher,Point of Attack,-1.64,-1.59,-0.06,0.49,-1.25,-0.36,0.21,-2.01,-32.95,-0.47,15.62,13.39,51.59,43.52,22.79,39.57,41.13,5.7,13.41,29.98,-0.71,-1.47,0.76,-1.24,0.12,0.92,0.36,18.69,3.22,84.22,41.32,57.8,75.11,77.5
663,2020-21,DeAndre' Bembry,26,TOR,972,Rotation,Athletic Finisher,Point of Attack,-1.27,-1.91,0.64,0.71,-1.81,0.32,-0.06,-2.25,-38.05,-0.48,22.96,7.62,78.55,49.17,10.57,63.68,31.22,3.06,10.43,29.54,-1.2,-1.6,0.44,12.79,0.8,1.14,0.57,5.76,1.49,75.73,78.77,85.53,81.11,84.08
664,2017-18,Joel Bolomboy,24,MIL,38,Too Few Games,Low Minute,Helper,-0.9,-0.46,-0.44,0.04,-0.99,-0.56,0.42,-0.37,-0.36,-0.09,33.74,52.91,31.67,13.64,30.25,32.68,48.91,57.31,65.44,47.16,0.17,-0.57,-0.62,-0.34,-0.47,0.25,0.03,54.93,61.87,21.17,48.6,26.42,43.61,65.3
665,2016-17,Joel Bolomboy,23,UTA,53,Garbage Time,Low Minute,Helper,-0.4,-0.15,-0.25,0.07,-0.55,-0.18,0.32,-0.3,-0.16,0.27,49.05,67.28,41.35,18.92,45.5,46.01,45.42,60.83,68.43,66.32,0.12,-1,-0.25,-0.26,-0.45,0.2,-0.5,53.13,19.02,40.3,49.73,27.25,40.74,17.07
666,2019-20,Malcolm Brogdon,27,IND,1666,Starter,Shot Creator,Point of Attack,0.51,1.13,-0.62,3.12,1.14,-0.42,1.73,1.67,38.27,-0.13,81.85,89.9,23.68,80.87,89.54,37.42,78.66,93.48,89.54,45.01,1.98,1.06,-0.53,-21,-0.29,-0.26,-0.38,90.91,92.03,25.46,15.71,34.7,16.66,42.18
667,2020-21,Malcolm Brogdon,28,IND,1930,Star,Primary Ball Handler,Point of Attack,1.06,2.46,-1.4,4.29,0.51,0.96,2.11,1.9,98.45,2.2,87.87,96.38,5.89,87.88,83.38,79.37,83.97,94.58,95.77,96.65,2.93,1.49,-1.39,-56.14,-1.24,-0.82,-0.43,95.27,93.94,3.98,4.01,5.52,4.92,39.34
668,2021-22,Malcolm Brogdon,29,IND,1206,Star,Primary Ball Handler,Point of Attack,0.89,1.88,-1,2.55,1,1.14,2.26,1.91,45.77,1.96,86.06,94.28,12.76,75.8,88.43,82.63,85.9,94.65,90.69,95.45,2.8,1.79,-0.91,-24.09,-0.82,-0.54,-0.67,94.7,95.05,11.59,14,14.22,9.43,11.23
669,2016-17,Malcolm Brogdon,24,MIL,1982,Starter,Primary Ball Handler,Point of Attack,-0.17,0.9,-1.06,2.84,-0.7,-0.03,1.07,0.13,34.66,0.61,55.59,87.66,11.37,78.64,40.04,51.17,66.64,77.42,88.78,77.89,1.38,-1,-0.83,-41.26,-0.64,-0.31,-0.5,84.17,19.02,13.73,7.24,20.01,15,17.07
670,2017-18,Malcolm Brogdon,25,MIL,1436,Starter,Primary Ball Handler,Wing Stopper,-0.46,-0.1,-0.37,1.77,-1.38,-0.77,0.97,-0.23,-2.74,-0.3,47.19,69.48,34.99,67.99,19.36,26.47,64.73,64.54,53.61,37.15,1.17,0.51,-1.15,-10.4,-0.46,-0.2,-0.5,80.49,87.78,6.96,24.24,26.79,19.46,17.07
671,2018-19,Malcolm Brogdon,26,MIL,1832,Star,Primary Ball Handler,Chaser,1.68,1.43,0.25,4.83,1.34,2,2.16,1.31,55.34,1.31,92.54,92.3,66.54,90.03,91.03,92.76,84.61,91.35,92.08,90.42,1.98,0.41,0.03,9.85,0.69,0.18,-0.42,90.91,86.82,58.09,76.32,82.7,39.6,39.71
672,2022-23,Malcolm Brogdon,30,BOS,1744,Key Rotation,Primary Ball Handler,Chaser,0.86,1.13,-0.27,3.63,1.05,1.25,2.37,1.37,40,0.93,85.74,89.9,40.25,83.89,88.88,84.29,87.28,91.67,89.86,84.87,2.27,0.94,-0.31,-9.46,0.32,0.1,-0.6,92.53,91.27,36.98,25.32,67.69,34.5,13.24
673,2023-24,Malcolm Brogdon,31,POR,1121,Key Rotation,Primary Ball Handler,Helper,0.09,1.18,-1.09,1.79,-0.18,0.11,1.66,0.83,26.89,1.06,75.29,90.49,10.92,68.14,56.98,56.87,77.67,87.76,86.65,86.93,2.26,0.84,-1.01,-24.72,-0.96,-0.61,-0.48,92.47,90.68,9.58,13.56,10.49,8.08,36.71
674,2024-25,Malcolm Brogdon,32,WAS,564,Key Rotation,Slasher,Chaser,-0.23,0.35,-0.58,0.79,-0.33,0.67,1.32,0.32,4.08,0.84,54.04,80.4,25.51,51.03,52.68,73.09,71.85,81.09,77.44,83.19,1.38,0.69,-0.65,-6.78,-0.17,-0.06,-0.57,84.17,89.69,20.26,29.08,41.25,26.4,14.16
675,2016-17,Cheick Diallo,20,NOP,199,Garbage Time,Post Scorer,Helper,-1.27,-1.27,0,0.14,-1.07,-0.79,0.04,-1.07,-5.15,-0.58,22.96,21.78,55.06,27.35,27.94,25.9,34.85,27.61,47.73,25.88,-0.32,-1,0,-0.01,-0.2,0.37,-0.5,34.59,19.02,56.48,55.92,39.37,50.24,17.07
676,2017-18,Cheick Diallo,21,NOP,581,Rotation,Roll + Cut Big,Helper,-0.88,-1.56,0.68,0.55,-0.28,0.13,0.56,-1.17,-18.8,-0.52,34.29,14.07,79.59,45.14,54.17,57.55,53.66,24.27,26.81,28.15,-0.37,-1,0.89,8.28,0.65,0.93,0.04,33.16,19.02,86.88,74.78,81.3,75.5,65.61
677,2018-19,Cheick Diallo,22,NOP,896,Rotation,Roll + Cut Big,Anchor Big,-1.06,-1.66,0.6,0.76,-0.13,-1.24,0.9,-1.3,-32.18,-1,29.07,11.97,77.57,50.25,58.13,16.11,63.02,19.99,13.9,15.27,-0.52,-1.14,1.17,11.55,-0.25,1.42,0.32,26.88,12.52,91.06,77.83,36.59,86.21,76.44
678,2019-20,Cheick Diallo,23,PHO,479,Rotation,Roll + Cut Big,Anchor Big,-1.15,-1.45,0.3,0.38,-0.85,-1.18,0.61,-1.4,-14.42,-0.58,26.7,16.71,68.58,40.23,34.97,17.23,55.25,17.11,32.53,25.88,-0.33,-1.25,0.55,2.97,-0.59,0.93,0.32,34.33,8.51,79.01,67.64,21.72,75.5,76.44
679,2021-22,Cheick Diallo,25,DET,31,Too Few Games,Low Minute,Mobile Big,-0.64,-0.59,-0.05,0.03,-0.56,-0.74,0.05,-0.53,-0.39,-0.2,41.87,47.07,52.15,11.87,45.08,27.22,35.27,49.19,65.2,41.71,-0.55,-0.88,-0.03,-0.04,-0.54,0.61,0.04,24.85,43.69,54.38,54.47,23.44,63.84,65.61
680,2016-17,Kay Felder,21,CLE,386,Garbage Time,Slasher,Point of Attack,-2.02,-1.7,-0.32,0.08,-1.26,-1.25,-0.63,-1.08,-13.2,-1.36,9.6,11.26,37.76,20.62,22.4,15.86,13.03,27.25,33.95,8.65,-0.9,-1,-0.19,-2.5,0.11,0.27,-0.5,11.45,19.02,44.36,37.15,57.35,44.62,17.07
681,2017-18,Kay Felder,22,CHI/DET,140,Garbage Time,Slasher,Point of Attack,-0.73,-0.87,0.15,0.15,-0.67,0.55,-0.35,-0.77,-2.49,0.01,39.06,35.31,62.86,28.25,41.13,70.18,21.21,38.39,54.33,52.27,-0.88,-0.8,0.09,0.42,0.54,0.52,-0.24,13,48.45,61.65,61.19,77.13,58.56,50.74
682,2016-17,Michael Gbinije,24,DET,32,Garbage Time,Low Minute,Chaser,0.12,-0.04,0.16,0.05,0.09,1.09,0.01,-0.15,-0.02,0.38,75.79,71.6,63.24,15.54,76.73,81.79,33.67,68.31,71.99,70.8,-0.47,-1,0.24,0.1,0.72,0.48,-0.5,29.38,19.02,68.58,58.87,83.33,56.39,17.07
683,2018-19,Daniel Hamilton,23,ATL,204,Garbage Time,Secondary Ball Handler,Wing Stopper,-1.26,-1.01,-0.25,0.15,-1.34,-0.53,-0.35,-1.24,-4.32,-0.14,23.3,30.48,41.35,28.25,20.22,33.85,21.21,21.8,49.36,44.53,-0.54,-0.59,-0.1,-1.1,-0.39,0.19,-0.44,25.44,60.79,50.2,41.91,29.94,40.17,38.86
684,2017-18,Daniel Hamilton,22,OKC,28,Too Few Games,Low Minute,Point of Attack,-0.72,-0.2,-0.52,0.03,-0.67,0.05,-0.14,-0.27,-0.11,0.18,39.44,64.93,27.78,11.87,41.13,54.27,27.82,62.61,69.11,61.54,-0.19,-1,-0.4,-0.29,-0.12,0.05,-0.5,41.03,19.02,31.75,49.29,44.13,32.27,17.07
685,2016-17,AJ Hammons,24,DAL,163,Garbage Time,Post Scorer,Anchor Big,-1.18,-1.69,0.51,0.12,-0.82,-1.36,-0.06,-1.57,-5.4,-1,25.68,11.44,75.49,25.49,35.91,14.08,31.22,13.3,47.19,15.27,-0.9,-1,0.75,1.64,-0.35,0.84,-0.5,11.45,19.02,83.97,65.05,31.84,72.28,17.07
686,2019-20,Jake Layman,25,MIN,505,Key Rotation,Off Screen Shooter,Helper,-1.9,-1.81,-0.1,0.15,-2.73,-1.49,-0.68,-1.78,-20.35,-1.38,11.32,9.17,49.42,28.25,1.85,12.09,11.87,8.75,24.9,8.29,-0.92,-1.17,-0.96,-1.09,-0.11,0.24,-0.23,11.08,11.51,10.6,41.99,44.72,43.26,51.49
687,2020-21,Jake Layman,26,MIN,627,Rotation,Movement Shooter,Helper,-1.95,-1.91,-0.03,0.18,-1.72,-1.09,-0.21,-1.9,-25.43,-1.07,10.53,7.62,53.03,30.45,12.15,19.08,25.63,7.02,19.58,13.88,-0.77,-1.29,0.18,-0.43,-0.02,0.57,-0.09,16.24,7.2,65.91,47.39,50.1,61.49,59.68
688,2021-22,Jake Layman,27,MIN,231,Garbage Time,Movement Shooter,Low Activity,-1.62,-1.43,-0.2,0.11,-1.92,0.03,-0.46,-1.46,-7.17,-0.56,16.04,17.32,44.19,24.66,9.01,53.57,17.77,15.61,43.28,26.59,-0.81,-1.39,-0.46,-0.97,0.59,0.35,-0.08,14.75,4.77,28.88,42.76,79.13,48.6,60.47
689,2016-17,Jake Layman,22,POR,249,Garbage Time,Off Screen Shooter,Low Activity,-2.09,-1.28,-0.81,0.04,-1.81,-1.02,-0.84,-1.23,-6.56,-1.02,8.69,21.53,17.16,13.64,10.57,20.7,8.74,22.16,44.47,14.88,-0.74,-1,-0.59,-4.13,0.01,-0.1,-0.5,17.08,19.02,22.56,33.36,51.83,24.02,17.07
690,2017-18,Jake Layman,23,POR,160,Garbage Time,Off Screen Shooter,Low Activity,-1.67,-1.34,-0.33,0.07,-1.25,-0.77,-0.56,-0.95,-4.42,-1.27,15.08,19.8,37.17,18.92,22.79,26.47,15.15,31.6,49.12,9.94,-0.87,-0.98,-0.31,-1.03,0.49,0.31,-0.45,13.13,38.7,36.98,42.45,75.39,46.41,38.37
691,2018-19,Jake Layman,24,POR,1327,Rotation,Movement Shooter,Low Activity,-0.93,-1.12,0.19,1.24,-0.82,0.9,0.35,-0.6,-30.63,-0.31,32.86,26.86,64.35,59.92,35.91,78.13,46.56,45.95,15.03,36.88,0.05,-1.03,-0.22,5.3,1.21,0.29,-0.37,50.24,17.47,42.23,71.43,92.91,45.73,42.8
692,2016-17,Patrick McCaw,21,GSW,1074,Rotation,Off Screen Shooter,Chaser,-3.06,-1.61,-1.46,-0.51,-2.28,-2.24,-1.29,-1.38,-35.93,-1.35,1.65,13.02,5.2,1.54,4.61,4.15,3.33,17.67,11.63,8.77,-0.68,-1,-0.9,-32.63,-0.9,-0.61,-0.5,19.73,19.02,11.8,10.09,12.15,8.08,17.07
693,2017-18,Patrick McCaw,22,GSW,961,Rotation,Movement Shooter,Chaser,-2.41,-1.24,-1.17,-0.05,-2.27,-1.1,-1.04,-1.66,-24.19,-0.38,5.65,22.77,9.63,5.57,4.67,18.86,5.71,11.07,20.73,33.63,-0.76,-1.27,-0.61,-23.18,-0.72,-0.29,-0.74,16.75,7.88,21.6,14.52,17.42,15.46,9.26
694,2018-19,Patrick McCaw,23,CLE/TOR,397,Rotation,Stationary Shooter,Chaser,-2.14,-2.28,0.14,0.06,-1.81,-0.44,-0.48,-2.13,-18.65,-1.02,8.11,3.79,62.37,17.33,10.57,36.66,17.18,4.27,27.05,14.88,-1.12,-1.22,0.32,1.19,0.58,0.64,-0.73,7.46,9.52,71.8,64.05,78.77,65.21,9.59
695,2019-20,Patrick McCaw,24,TOR,908,Key Rotation,Stationary Shooter,Chaser,-3.13,-2.5,-0.63,-0.44,-2.2,-1.34,-1.71,-2.34,-47.04,-1.27,1.49,2.25,23.34,1.83,5.26,14.4,1.16,2.44,6.3,9.94,-1.64,-1.69,0.14,-11.9,-0.06,-0.07,-0.45,1.77,0.98,64.03,22.65,47.85,25.92,38.37
696,2020-21,Patrick McCaw,25,TOR,33,Too Few Games,Low Minute,Chaser,-0.97,-0.61,-0.36,0.03,-0.86,0.05,-0.39,-0.59,-0.4,-0.12,31.61,46.01,35.56,11.87,34.74,54.27,19.85,46.34,65.1,45.68,-0.65,-1.45,-0.26,-0.23,0.17,0.26,-0.42,21.39,3.5,39.81,50.05,60.29,43.96,39.71
697,2024-25,Georges Niang,31,CLE/ATL,1697,Key Rotation,Movement Shooter,Helper,-1.22,-0.58,-0.64,1.31,-1.08,-0.52,-0.1,-0.59,-20.52,0.21,24.43,47.65,22.95,61.14,27.59,34.02,29.47,46.34,24.7,63.15,0.34,-0.55,-0.49,-22.48,-0.72,-0.45,-0.66,61.12,63.02,27.44,14.81,17.42,11.12,11.49
698,2016-17,Georges Niang,23,IND,93,Garbage Time,Low Minute,Helper,-1.02,-0.39,-0.63,0.08,-1.22,-0.81,-0.51,-0.71,-0.74,0.03,30.14,56.19,23.34,20.62,23.69,25.34,16.48,41.35,62.22,53.62,-0.5,-1,-0.51,-1.24,-0.83,-0.02,-0.5,27.56,19.02,26.49,41.32,13.86,28.48,17.07
699,2021-22,Georges Niang,28,PHI,1736,Key Rotation,Stationary Shooter,Helper,-2.07,-0.46,-1.61,0.36,-1.99,-0.91,-0.22,-0.93,-16.01,0.62,8.95,52.91,3.72,39.49,7.92,23.09,25.24,32.4,30.52,78.3,0.53,-0.43,-1.06,-55.92,-1.52,-0.76,-0.6,67.16,69,8.78,4.05,2.67,5.52,13.24
700,2022-23,Georges Niang,29,PHI,1512,Rotation,Movement Shooter,Helper,-2.1,-0.75,-1.35,0.34,-1.41,-1.28,-0.09,-0.54,-22.96,0,8.56,40.15,6.6,38.86,18.51,15.28,29.97,48.49,21.92,51.78,0.43,-0.44,-0.87,-41.15,-1.28,-0.51,-0.85,64.18,68.72,12.64,7.28,4.99,9.85,7.16
701,2017-18,Georges Niang,24,UTA,32,Garbage Time,Low Minute,Helper,-0.84,-0.37,-0.47,0.03,-0.68,-0.5,-0.01,-0.21,-0.26,0.01,35.6,57.08,29.96,11.87,40.68,34.72,32.88,65.67,66.5,52.27,-0.06,-0.77,-0.47,-0.32,-0.5,0.05,-0.41,45.78,50.17,28.45,48.93,25.27,32.27,40.3
702,2018-19,Georges Niang,25,UTA,516,Garbage Time,Stationary Shooter,Low Activity,-1.88,-0.49,-1.39,0.16,-1.41,0.39,0.13,-0.67,-5.32,0.77,11.63,51.74,5.97,29.25,18.51,65.76,37.98,42.94,47.41,81.69,0.55,-0.66,-0.74,-15.38,-0.38,-0.42,-0.35,67.78,56.76,16.81,19.75,30.45,11.82,43.87
703,2019-20,Georges Niang,26,UTA,923,Rotation,Stationary Shooter,Low Activity,-0.56,0.01,-0.57,1.08,-1.14,1.46,0.7,-0.33,0.14,1.23,44.22,73.19,25.88,57.02,25.96,87.27,57.84,59.33,74.04,89.44,0.89,-0.53,-0.82,-10.72,0.23,-0.19,-0.74,75.15,64.23,14.07,23.88,63.44,20.05,9.26
704,2020-21,Georges Niang,27,UTA,1154,Rotation,Stationary Shooter,Low Activity,-0.31,-0.46,0.16,1.55,-1.03,1.8,0.79,-0.35,-11.02,0.78,51.84,52.91,63.24,64.73,29.05,91.05,60.07,58.36,37.22,81.84,0.61,-0.36,-0.69,3.74,1.02,0.18,-0.55,68.92,71.52,18.74,69.06,90.25,39.6,14.99
705,2023-24,Georges Niang,30,CLE,1831,Key Rotation,Movement Shooter,Helper,-1.74,-0.98,-0.75,0.83,-1.5,-0.73,-0.36,-1.3,-36.26,-0.11,13.91,31.33,18.84,52.05,16.33,27.47,20.93,19.99,11.49,46.07,0.02,-0.66,-0.2,-27.49,-0.62,-0.38,-1.04,48.88,56.76,43.64,12.31,20.85,13.62,4.33
706,2016-17,Chinanu Onuaku,20,HOU,52,Too Few Games,Low Minute,Helper,-1.54,-0.89,-0.65,0.03,-1.24,-1.33,-0.38,-0.86,-0.97,-0.47,17.83,34.5,22.49,11.87,23.17,14.51,20.27,34.88,60.7,29.98,-0.55,-1,-0.39,-0.71,-0.85,0.17,-0.5,24.85,19.02,32.28,44.65,13.34,38.6,17.07
707,2017-18,Chinanu Onuaku,21,HOU,22,Too Few Games,Low Minute,Mobile Big,-1.2,-0.45,-0.74,0.02,-1.13,-1.29,-0.29,-0.41,-0.18,-0.08,25.06,53.59,19.16,10.21,26.2,15.17,23.21,55.01,68.09,47.58,-0.42,-0.82,-0.72,-0.29,-1.22,0.13,-0.03,31.59,47.42,17.59,49.29,5.74,36.25,62.96
708,2017-18,Marcus Paige,24,CHO,28,Too Few Games,Low Minute,Chaser,-0.23,-0.32,0.09,0.04,-0.23,0.6,0.42,-0.35,-0.18,0.06,54.04,59.5,60.02,13.64,55.53,71.34,48.91,58.36,68.09,55.09,-0.21,-1,0.12,0.05,0.54,0.64,-0.5,39.27,19.02,63.22,57.94,77.13,65.21,17.07
709,2020-21,Gary Payton II,28,GSW,40,Garbage Time,Low Minute,Point of Attack,-0.78,-0.51,-0.27,0.04,-0.63,-0.13,0.73,-0.36,-0.45,-0.02,37.32,50.71,40.25,13.64,42.49,47.48,58.56,57.94,64.62,50.46,-0.2,-1,-0.27,-0.25,-0.11,0.93,0.3,39.99,19.02,39.3,49.85,44.72,75.5,75.83
710,2021-22,Gary Payton II,29,GSW,1242,Rotation,Stretch Big,Chaser,2.39,0.59,1.8,3.82,1.21,3.54,3.11,-0.32,14.78,1.22,95.43,84.02,95.92,85.34,90.11,98.36,92.75,59.88,82.96,89.27,1.22,-0.67,1.53,45.71,2.32,1.89,0.49,81.2,56.04,95.21,93.21,99.24,93.54,81.79
711,2022-23,Gary Payton II,30,POR/GSW,368,Garbage Time,Stretch Big,Point of Attack,-0.29,-0.21,-0.08,0.5,-1.11,0.77,1.3,-1.33,-1.59,0.69,52.45,64.45,50.41,43.87,26.59,75.58,71.45,19.23,57.36,80.06,0.24,-0.4,0.23,-0.56,0.08,1.06,0.6,56.89,70.14,68.11,46.23,55.89,79.16,84.74
712,2023-24,Gary Payton II,31,GSW,680,Rotation,Stretch Big,Wing Stopper,-0.26,-1.22,0.96,0.93,-0.89,0.01,1.42,-1.59,-17.08,-0.89,53.3,23.36,85.92,53.86,33.68,52.84,73.49,12.66,29.08,17.74,-0.18,-0.95,0.7,13.61,0.9,1.6,0.71,41.38,40.15,82.57,79.69,88.12,89.27,87.28
713,2024-25,Gary Payton II,32,GSW,927,Rotation,Stationary Shooter,Wing Stopper,0.09,-0.86,0.95,1.48,-0.1,1.13,1.78,-1,-16.05,0.19,75.29,35.75,85.7,63.57,58.79,82.46,79.34,29.86,30.48,62.17,0.21,-0.96,0.91,18.26,0.94,1.57,0.81,56.19,39.62,87.2,82.79,88.86,88.72,89.18
714,2025-26,Gary Payton II,33,GSW,1142,Rotation,Stretch Big,Chaser,1.87,1.2,0.67,3.1,0.92,2.55,2.83,0.38,30.39,1.63,93.58,90.59,79.32,80.75,87.75,95.62,91.07,81.97,87.64,93.2,1.63,-0.65,0.54,8.55,0.92,1.2,0.84,87.54,57.44,78.74,75.15,88.46,82.03,89.64
715,2017-18,Gary Payton II,25,MIL/LAL,221,Garbage Time,Stationary Shooter,Chaser,-0.15,-0.06,-0.1,0.32,-0.84,1.56,0.5,-0.5,-0.25,1.2,56.1,70.87,49.42,38.05,35.31,88.78,51.84,50.54,66.69,89.08,0.15,-0.79,-0.35,-0.43,0.36,0.36,-0.25,54.34,49.04,34.65,47.39,69.31,49.25,50.22
716,2016-17,Gary Payton II,24,MIL,99,Too Few Games,Low Minute,Point of Attack,-1.7,-1.17,-0.53,0.04,-1.06,-0.86,-0.84,-0.75,-2.28,-0.75,14.53,25.05,27.3,13.64,28.29,24.26,8.74,39.44,55.01,21.29,-0.96,-1,-0.31,-1.04,-0.11,0.12,-0.5,9.9,19.02,36.98,42.42,44.72,35.36,17.07
717,2018-19,Gary Payton II,26,WAS,16,Too Few Games,Low Minute,Wing Stopper,-0.36,-0.19,-0.18,0.02,-0.33,-0.15,0.69,-0.19,-0.07,0.16,50.18,65.39,45.24,10.21,52.68,47,57.42,66.6,69.87,60.44,0.09,-0.61,-0.15,-0.06,-0.31,0.6,-0.13,51.86,59.92,47.07,53.83,33.84,63.16,57.42
718,2019-20,Gary Payton II,27,WAS,432,Rotation,Stationary Shooter,Point of Attack,-0.81,-1.43,0.63,0.44,-0.48,0.75,0.51,-1.24,-13.01,-0.21,36.36,17.32,78.22,41.96,47.79,75.15,52.15,21.8,34.31,41.22,-0.58,-0.64,0.76,5.73,0.96,1.08,-0.04,23.71,58.04,84.22,71.87,89.17,79.69,62.43
719,2016-17,Malachi Richardson,21,SAC,198,Garbage Time,Shot Creator,Chaser,-1.4,-1.15,-0.24,0.12,-1.3,-1.52,-0.23,-0.92,-4.5,-1.84,20.2,25.71,41.89,25.49,21.26,11.7,24.87,32.87,48.95,3.79,-0.3,-1,-0.39,-0.96,0.32,0.07,-0.5,35.66,19.02,32.28,42.86,67.69,33.01,17.07
720,2017-18,Malachi Richardson,22,SAC/TOR,323,Rotation,Movement Shooter,Low Activity,-1.29,-1.54,0.26,0.22,-1.68,0.39,-1.01,-1.48,-9.98,-0.69,22.55,14.52,67.11,33.23,12.9,65.76,6.13,15.12,38.57,22.63,-1.31,-0.93,-0.21,1.65,1.07,0.29,-0.42,4.31,41.24,42.87,65.06,91.16,45.73,39.71
721,2018-19,Malachi Richardson,23,TOR,103,Garbage Time,Movement Shooter,Low Activity,-2.42,-1.44,-0.98,0,-1.74,-0.59,-1.11,-1.03,-3.39,-0.63,5.54,16.96,13.1,6.65,11.79,31.62,4.84,28.96,51.83,24.39,-0.96,-1,-0.71,-2.26,0.04,-0.15,-0.33,9.9,19.02,17.99,37.75,53.67,21.47,45.01
722,2016-17,Wayne Selden,22,NOP/MEM,236,Garbage Time,Stationary Shooter,Chaser,-2.02,-1.38,-0.64,0.05,-1.56,-0.31,-0.89,-1.06,-6.23,-0.24,9.6,18.7,22.95,15.54,15.26,41.33,8.06,27.91,45.28,39.71,-0.68,-1,-0.5,-2.92,-0.08,-0.21,-0.5,19.73,19.02,26.95,36.05,46.53,19,17.07
