RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Post Up Shot Making,Post Up Impact Per 75 Possessions,Stable Post Up PPP,Post Up Shot Making Efficiency,Post Up Shooting Talent,Post Up Shot Quality,Post Up Shot Making_percentile,Post Up Impact Per 75 Possessions_percentile,Stable Post Up PPP_percentile,Post Up Shot Making Efficiency_percentile,Post Up Shooting Talent_percentile,Post Up Shot Quality_percentile
3184,2024-25,Marcus Sasser,24,DET,811,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3185,2025-26,Marcus Sasser,25,DET,448,Rotation,Secondary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3186,2022-23,Buddy Boeheim,23,DET,90,Garbage Time,Low Minute,Chaser,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3187,2023-24,Buddy Boeheim,24,DET,84,Garbage Time,Low Minute,Chaser,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3188,2022-23,Dalen Terry,20,CHI,214,Garbage Time,Movement Shooter,Chaser,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3189,2023-24,Dalen Terry,21,CHI,681,Rotation,Stationary Shooter,Chaser,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3190,2024-25,Dalen Terry,22,CHI,987,Rotation,Stationary Shooter,Point of Attack,-0.21,0,0.87,-0.94,-0.57,0.38,22.96,12.81,8.43,14.27,55.79,68.35
3191,2025-26,Dalen Terry,23,CHI/PHI,547,Rotation,Stationary Shooter,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3192,2023-24,Isaiah Wong,23,IND,4,Too Few Games,Low Minute,Helper,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3193,2024-25,Isaiah Wong,24,CHO,265,Garbage Time,Slasher,Chaser,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3194,2024-25,Jacob Toppin,24,NYK/ATL,75,Garbage Time,Low Minute,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3195,2023-24,Jacob Toppin,23,NYK,38,Garbage Time,Low Minute,Helper,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3196,2022-23,Trevor Keels,19,NYK,8,Too Few Games,Low Minute,Chaser,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3197,2022-23,Peyton Watson,20,DEN,186,Garbage Time,Athletic Finisher,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3198,2023-24,Peyton Watson,21,DEN,1488,Rotation,Stationary Shooter,Helper,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3199,2024-25,Peyton Watson,22,DEN,1657,Key Rotation,Stationary Shooter,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3200,2025-26,Peyton Watson,23,DEN,1598,Starter,Movement Shooter,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3201,2022-23,Tyrese Martin,23,ATL,66,Garbage Time,Low Minute,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3202,2024-25,Tyrese Martin,25,BRK,1315,Key Rotation,Movement Shooter,Chaser,-0.23,0,0.87,-0.9,-0.58,0.07,20.35,12.81,8.43,16,54.5,54.96
3203,2025-26,Tyrese Martin,26,BRK/PHI,775,Rotation,Secondary Ball Handler,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3204,2024-25,Alondes Williams,25,DET,4,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3205,2023-24,Alondes Williams,24,MIA,16,Too Few Games,Low Minute,Chaser,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3206,2022-23,Alondes Williams,23,BRK,5,Too Few Games,Low Minute,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3207,2025-26,Caleb Houstan,23,ATL,75,Garbage Time,Low Minute,Helper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3208,2022-23,Caleb Houstan,20,ORL,812,Rotation,Movement Shooter,Low Activity,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3209,2023-24,Caleb Houstan,21,ORL,815,Rotation,Movement Shooter,Low Activity,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3210,2024-25,Caleb Houstan,22,ORL,788,Rotation,Movement Shooter,Low Activity,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3211,2022-23,Moussa Diabate,21,LAC,195,Garbage Time,Roll + Cut Big,Mobile Big,-0.01,0,0.87,-0.5,-0.4,-0.35,61.83,12.81,8.43,48.44,71.75,30.27
3212,2023-24,Moussa Diabate,22,LAC,64,Garbage Time,Low Minute,Mobile Big,-0.04,0,0.87,-0.89,-0.54,-0.27,55.59,12.81,8.43,16.47,58.78,34.71
3213,2024-25,Moussa Diabate,23,CHO,1241,Rotation,Roll + Cut Big,Mobile Big,-0.12,0.03,0.91,-0.68,-0.45,0.87,38.61,91.03,90.24,30.58,67.21,84.41
3214,2025-26,Moussa Diabate,24,CHO,1848,Starter,Roll + Cut Big,Mobile Big,-0.07,0,0.87,-0.47,-0.39,-1.26,49.48,12.81,8.43,51.43,72.71,5.48
3215,2023-24,Trayce Jackson-Davis,23,GSW,1130,Rotation,Roll + Cut Big,Mobile Big,-0.19,-0.06,0.87,-0.84,-0.41,1.49,25.61,9.21,8.43,19.37,70.73,93.48
3216,2024-25,Trayce Jackson-Davis,24,GSW,967,Rotation,Roll + Cut Big,Mobile Big,-0.36,-0.23,0.83,-1.25,-0.52,1.45,11.15,3.41,4.15,5.67,61,93.07
3217,2025-26,Trayce Jackson-Davis,25,GSW/TOR,491,Rotation,Roll + Cut Big,Mobile Big,-0.08,0,0.87,-0.65,-0.35,1.09,47.31,12.81,8.43,32.82,75.44,88.13
3218,2022-23,John Butler Jr.,20,POR,221,Garbage Time,Off Screen Shooter,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3219,2022-23,Dereon Seabron,22,NOP,12,Too Few Games,Low Minute,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3220,2023-24,Dereon Seabron,23,NOP,55,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3221,2024-25,Collin Gillespie,25,PHO,461,Rotation,Secondary Ball Handler,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3222,2025-26,Collin Gillespie,26,PHO,2266,Starter,Primary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3223,2023-24,Collin Gillespie,24,DEN,225,Garbage Time,Secondary Ball Handler,Point of Attack,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3224,2025-26,Jake LaRavia,24,LAL,2006,Key Rotation,Stationary Shooter,Point of Attack,-0.27,0,0.87,-0.85,-0.59,0.36,16.54,12.81,8.43,18.58,53.5,67.69
3225,2022-23,Jake LaRavia,21,MEM,414,Rotation,Movement Shooter,Low Activity,-0.01,0,0.87,-0.45,-0.46,0.3,61.83,12.81,8.43,53.54,66.45,64.94
3226,2023-24,Jake LaRavia,22,MEM,806,Key Rotation,Movement Shooter,Helper,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3227,2024-25,Jake LaRavia,23,MEM/SAC,1349,Key Rotation,Movement Shooter,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3228,2024-25,David Roddy,23,ATL/PHI/HOU,410,Rotation,Movement Shooter,Helper,0.01,0,0.87,-0.56,-0.4,0.02,66.49,12.81,8.43,41.48,71.75,51.97
3229,2022-23,David Roddy,21,MEM,1258,Rotation,Stationary Shooter,Helper,0,0,0.87,-0.3,-0.41,0.27,64.13,12.81,8.43,65.92,70.73,63.87
3230,2023-24,David Roddy,22,MEM/PHO,1177,Key Rotation,Stationary Shooter,Wing Stopper,-0.05,0,0.9,-0.52,-0.36,0.71,53.13,12.81,89.24,46.39,74.88,80.35
3231,2024-25,Dominick Barlow,21,ATL,375,Rotation,Athletic Finisher,Mobile Big,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3232,2025-26,Dominick Barlow,22,PHI,1652,Key Rotation,Athletic Finisher,Wing Stopper,-0.15,0,0.87,-0.62,-0.5,0.8,32.79,12.81,8.43,35.09,63.02,82.58
3233,2022-23,Dominick Barlow,19,SAS,408,Rotation,Roll + Cut Big,Anchor Big,-0.05,0,0.87,-0.54,-0.4,0.95,53.13,12.81,8.43,44.25,71.75,85.92
3234,2023-24,Dominick Barlow,20,SAS,420,Rotation,Roll + Cut Big,Low Activity,-0.02,0,0.87,-0.62,-0.44,0.16,59.91,12.81,8.43,35.09,68.09,59.09
3235,2024-25,Keion Brooks Jr.,24,NOP,332,Key Rotation,Movement Shooter,Wing Stopper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3236,2023-24,Javon Freeman-Liberty,24,TOR,403,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3237,2023-24,Mouhamed Gueye,21,ATL,73,Too Few Games,Low Minute,Helper,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3238,2024-25,Mouhamed Gueye,22,ATL,533,Rotation,Stationary Shooter,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3239,2025-26,Mouhamed Gueye,23,ATL,1167,Rotation,Stationary Shooter,Helper,-0.2,0,0.87,-0.81,-0.51,0.08,24.09,12.81,8.43,21.13,62.19,55.5
3240,2023-24,Quenton Jackson,25,IND,11,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3241,2024-25,Quenton Jackson,26,IND,381,Rotation,Athletic Finisher,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3242,2025-26,Quenton Jackson,27,IND,841,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3243,2022-23,Quenton Jackson,24,WAS,135,Garbage Time,Slasher,Point of Attack,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3244,2022-23,Vince Williams Jr.,22,MEM,105,Garbage Time,Movement Shooter,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3245,2023-24,Vince Williams Jr.,23,MEM,1436,Key Rotation,Stationary Shooter,Wing Stopper,-0.2,0,0.87,-0.82,-0.55,-0.49,24.09,12.81,8.43,20.72,57.82,24.28
3246,2024-25,Vince Williams Jr.,24,MEM,499,Rotation,Movement Shooter,Wing Stopper,-0.16,0,0.87,-0.85,-0.54,-0.27,31.12,12.81,8.43,18.58,58.78,34.71
3247,2025-26,Vince Williams Jr.,25,MEM/UTA,819,Key Rotation,Primary Ball Handler,Wing Stopper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3248,2024-25,Luke Travers,23,CLE,88,Garbage Time,Low Minute,Chaser,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3249,2025-26,Luke Travers,24,CLE,103,Garbage Time,Movement Shooter,Helper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3250,2024-25,Baylor Scheierman,24,BOS,384,Garbage Time,Movement Shooter,Low Activity,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3251,2025-26,Baylor Scheierman,25,BOS,1366,Rotation,Movement Shooter,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3252,2024-25,Pete Nance,24,PHI/MIL,138,Too Few Games,Stretch Big,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3253,2025-26,Pete Nance,25,MIL,737,Rotation,Movement Shooter,Helper,-0.31,0,0.87,-1.07,-0.47,1.08,13.7,12.81,8.43,9.39,65.69,88
3254,2023-24,Pete Nance,23,CLE,27,Too Few Games,Low Minute,Helper,-0.05,0,0.87,-1.06,-0.31,-0.07,53.13,12.81,8.43,9.7,77.88,46.33
3255,2022-23,Kenneth Lofton Jr.,20,MEM,176,Garbage Time,Post Scorer,Mobile Big,-0.07,0,0.87,-0.68,0.05,0.07,49.48,12.81,8.43,30.58,87.88,54.96
3256,2023-24,Kenneth Lofton Jr.,21,MEM/PHI/UTA,198,Garbage Time,Shot Creator,Mobile Big,-0.03,0,0.87,-0.73,0.17,0.24,58.02,12.81,8.43,26.83,89.44,62.71
3257,2024-25,Karlo Matkovic,23,NOP,791,Rotation,Stretch Big,Mobile Big,-0.02,-0.1,0.86,-0.56,-0.41,0,59.91,7.4,7.29,41.48,70.73,50.8
3258,2025-26,Karlo Matkovic,24,NOP,912,Rotation,Stretch Big,Helper,-0.22,0,0.87,-0.88,-0.48,-0.39,21.42,12.81,8.43,16.88,64.71,28.85
3259,2023-24,Jermaine Samuels Jr.,25,HOU,60,Garbage Time,Low Minute,Helper,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3260,2022-23,AJ Green,23,MIL,345,Garbage Time,Movement Shooter,Low Activity,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3261,2023-24,AJ Green,24,MIL,614,Rotation,Movement Shooter,Chaser,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3262,2024-25,AJ Green,25,MIL,1659,Key Rotation,Movement Shooter,Chaser,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3263,2025-26,AJ Green,26,MIL,2193,Starter,Movement Shooter,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3264,2023-24,Jules Bernard,24,WAS,149,Garbage Time,Secondary Ball Handler,Chaser,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3265,2022-23,Jamal Cain,23,MIA,240,Garbage Time,Stretch Big,Point of Attack,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3266,2023-24,Jamal Cain,24,MIA,259,Garbage Time,Stationary Shooter,Point of Attack,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3267,2024-25,Jamal Cain,25,NOP,502,Rotation,Movement Shooter,Wing Stopper,0.02,0,0.87,-0.52,-0.38,-0.27,68.09,12.81,8.43,46.39,73.53,34.71
3268,2025-26,Jamal Cain,26,ORL,445,Rotation,Stationary Shooter,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3269,2023-24,Jack White,26,MEM,64,Too Few Games,Low Minute,Helper,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3270,2022-23,Jack White,25,DEN,66,Garbage Time,Low Minute,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3271,2024-25,Jaylen Sims,26,CHO,112,Too Few Games,Stationary Shooter,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3272,2022-23,Justin Minaya,23,POR,89,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3273,2023-24,Justin Minaya,24,POR,381,Rotation,Movement Shooter,Chaser,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3274,2024-25,Justin Minaya,25,POR,101,Garbage Time,Movement Shooter,Chaser,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3275,2024-25,Cole Swider,25,DET/TOR,170,Too Few Games,Movement Shooter,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3276,2022-23,Cole Swider,23,LAL,41,Too Few Games,Low Minute,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3277,2023-24,Cole Swider,24,MIA,87,Garbage Time,Low Minute,Helper,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3278,2022-23,Trevor Hudgins,23,HOU,28,Too Few Games,Low Minute,Chaser,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3279,2022-23,Lester Quinones,22,GSW,18,Too Few Games,Low Minute,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3280,2023-24,Lester Quinones,23,GSW,394,Garbage Time,Movement Shooter,Chaser,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3281,2024-25,Lester Quinones,24,PHI/NOP,183,Garbage Time,Secondary Ball Handler,Low Activity,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3282,2022-23,Chima Moneke,27,SAC,8,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3283,2024-25,Sidy Cissoko,20,SAS/POR,114,Garbage Time,Stationary Shooter,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3284,2025-26,Sidy Cissoko,21,POR,1431,Rotation,Stationary Shooter,Helper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3285,2023-24,Sidy Cissoko,19,SAS,141,Garbage Time,Movement Shooter,Helper,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3286,2025-26,Simone Fontecchio,30,MIA,1146,Rotation,Off Screen Shooter,Helper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3287,2022-23,Simone Fontecchio,27,UTA,766,Rotation,Off Screen Shooter,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3288,2023-24,Simone Fontecchio,28,UTA/DET,1644,Key Rotation,Off Screen Shooter,Wing Stopper,-0.07,0,0.87,-0.52,-0.47,-0.6,49.48,12.81,8.43,46.39,65.69,20.22
3289,2024-25,Simone Fontecchio,29,DET,1237,Rotation,Movement Shooter,Low Activity,-0.07,0,0.87,-0.55,-0.45,-0.07,49.48,12.81,8.43,42.55,67.21,46.33
3290,2023-24,Mouhamadou Gueye,25,TOR,120,Garbage Time,Athletic Finisher,Mobile Big,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3291,2024-25,Daeqwon Plowden,26,ATL,72,Too Few Games,Low Minute,Chaser,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3292,2025-26,Daeqwon Plowden,27,SAC,785,Key Rotation,Movement Shooter,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3293,2022-23,Jacob Gilyard,24,MEM,41,Too Few Games,Low Minute,Chaser,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3294,2023-24,Jacob Gilyard,25,MEM/BRK,698,Rotation,Primary Ball Handler,Chaser,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3295,2023-24,Dmytro Skapintsev,25,NYK,2,Too Few Games,Low Minute,Helper,-0.01,0,0.87,-0.96,-0.59,0.23,61.83,12.81,8.43,13.42,53.5,62.33
3296,2023-24,Taze Moore,25,POR,40,Too Few Games,Low Minute,Helper,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3297,2024-25,Taze Moore,26,POR,20,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3298,2025-26,Javonte Cooke,26,POR,94,Garbage Time,Low Minute,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3299,2023-24,Nate Williams,24,HOU,129,Garbage Time,Athletic Finisher,Helper,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3300,2024-25,Nate Williams,25,HOU,147,Garbage Time,Movement Shooter,Chaser,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3301,2022-23,Nate Williams,23,POR,127,Too Few Games,Athletic Finisher,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3302,2022-23,Donovan Williams,21,ATL,4,Too Few Games,Low Minute,Mobile Big,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
3303,2022-23,Xavier Cooks,27,WAS,126,Garbage Time,Athletic Finisher,Helper,-0.09,0,0.87,-0.68,-0.58,-0.21,44.79,12.81,8.43,30.58,54.5,38.24
3304,2023-24,Victor Wembanyama,20,SAS,2106,Star,Versatile Big,Anchor Big,0.18,-0.42,0.89,-0.39,1,-1.5,82.93,1.34,87.87,58.8,95.48,3.21
3305,2024-25,Victor Wembanyama,21,SAS,1527,Star,Shot Creator,Mobile Big,1.13,-0.02,0.96,0.51,1.45,-1.25,95.65,11.6,95.46,92.88,96.99,5.67
3306,2025-26,Victor Wembanyama,22,SAS,1839,Star,Shot Creator,Anchor Big,0.7,0,0.87,0.18,1.5,-0.76,93.23,12.81,8.43,87.84,97.12,14.8
3307,2023-24,Brandon Miller,21,CHO,2383,Starter,Secondary Ball Handler,Chaser,-0.33,0,0.87,-1.01,-0.68,-0.43,12.66,12.81,8.43,11.59,48.71,27.18
3308,2024-25,Brandon Miller,22,CHO,924,Starter,Primary Ball Handler,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3309,2025-26,Brandon Miller,23,CHO,1910,Starter,Shot Creator,Chaser,-0.44,0,0.87,-1.1,-0.67,-0.37,8.38,12.81,8.43,8.76,49,29.64
3310,2023-24,Taylor Hendricks,20,UTA,856,Key Rotation,Stationary Shooter,Helper,-0.11,0,0.87,-0.72,-0.48,-0.2,40.79,12.81,8.43,27.65,64.71,39.02
3311,2024-25,Taylor Hendricks,21,UTA,75,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3312,2025-26,Taylor Hendricks,22,UTA/MEM,1118,Rotation,Stationary Shooter,Helper,-0.24,0,0.87,-0.86,-0.57,-0.85,19.31,12.81,8.43,18.08,55.79,12.16
3313,2023-24,Amen Thompson,21,HOU,1388,Key Rotation,Roll + Cut Big,Point of Attack,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3314,2024-25,Amen Thompson,22,HOU,2225,Star,Primary Ball Handler,Point of Attack,-0.07,0,0.87,-0.54,-0.44,1,49.48,12.81,8.43,44.25,68.09,86.8
3315,2025-26,Amen Thompson,23,HOU,2911,Starter,Shot Creator,Point of Attack,-0.16,0,0.87,-0.59,-0.52,0.55,31.12,12.81,8.43,38.2,61,75.12
3316,2023-24,Ausar Thompson,21,DET,1583,Key Rotation,Athletic Finisher,Point of Attack,-0.2,0,0.87,-0.8,-0.58,-0.91,24.09,12.81,8.43,21.8,54.5,10.83
3317,2024-25,Ausar Thompson,22,DET,1328,Key Rotation,Athletic Finisher,Point of Attack,-0.17,0.02,0.91,-0.78,-0.48,0.52,29.2,90.44,90.24,23.21,64.71,74.36
3318,2025-26,Ausar Thompson,23,DET,1849,Starter,Roll + Cut Big,Point of Attack,-0.12,0,0.87,-0.56,-0.48,0.3,38.61,12.81,8.43,41.48,64.71,64.94
3319,2023-24,Anthony Black,20,ORL,1164,Rotation,Stationary Shooter,Point of Attack,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3320,2024-25,Anthony Black,21,ORL,1887,Key Rotation,Primary Ball Handler,Point of Attack,-0.08,0,0.87,-0.55,-0.44,1.05,47.31,12.81,8.43,42.55,68.09,87.62
3321,2025-26,Anthony Black,22,ORL,1872,Starter,Primary Ball Handler,Point of Attack,-0.11,0,0.87,-0.56,-0.42,-0.6,40.79,12.81,8.43,41.48,69.75,20.22
3322,2023-24,Gradey Dick,20,TOR,1268,Key Rotation,Off Screen Shooter,Helper,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3323,2024-25,Gradey Dick,21,TOR,1587,Starter,Off Screen Shooter,Chaser,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3324,2025-26,Gradey Dick,22,TOR,1049,Rotation,Movement Shooter,Low Activity,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3325,2023-24,Rayan Rupert,19,POR,633,Rotation,Stationary Shooter,Helper,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3326,2024-25,Rayan Rupert,20,POR,460,Garbage Time,Stationary Shooter,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3327,2025-26,Rayan Rupert,21,POR/MEM,991,Rotation,Stationary Shooter,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3328,2023-24,GG Jackson,19,MEM,1233,Key Rotation,Movement Shooter,Helper,-0.14,0,0.87,-0.74,-0.5,-1.01,34.96,12.81,8.43,26.11,63.02,8.94
3329,2024-25,GG Jackson,20,MEM,459,Rotation,Movement Shooter,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3330,2025-26,GG Jackson,21,MEM,1178,Key Rotation,Shot Creator,Wing Stopper,-0.29,0,0.87,-0.93,-0.62,-0.25,14.9,12.81,8.43,14.74,51.2,35.91
3331,2023-24,Cam Whitmore,19,HOU,880,Rotation,Movement Shooter,Helper,-0.21,0,0.87,-0.92,-0.6,-0.06,22.96,12.81,8.43,15.06,52.79,47.12
3332,2024-25,Cam Whitmore,20,HOU,827,Rotation,Movement Shooter,Low Activity,-0.09,0,0.87,-0.67,-0.44,-0.28,44.79,12.81,8.43,31.37,68.09,34.08
3333,2025-26,Cam Whitmore,21,WAS,354,Rotation,Shot Creator,Helper,-0.03,0,0.87,-0.63,-0.35,2.15,58.02,12.81,8.43,34.52,75.44,97.7
3334,2023-24,Jarace Walker,20,IND,340,Rotation,Movement Shooter,Helper,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3335,2024-25,Jarace Walker,21,IND,1187,Rotation,Stationary Shooter,Helper,-0.17,0,0.87,-0.81,-0.54,-0.55,29.2,12.81,8.43,21.13,58.78,21.83
3336,2025-26,Jarace Walker,22,IND,1924,Starter,Movement Shooter,Helper,-0.37,0,0.87,-1.03,-0.66,0.75,10.77,12.81,8.43,10.65,49.42,81.26
3337,2023-24,Cason Wallace,20,OKC,1692,Key Rotation,Stationary Shooter,Point of Attack,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3338,2024-25,Cason Wallace,21,OKC,1876,Starter,Stationary Shooter,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3339,2025-26,Cason Wallace,22,OKC,2046,Starter,Secondary Ball Handler,Point of Attack,-0.16,0,0.87,-0.62,-0.52,0.82,31.12,12.81,8.43,35.09,61,83.02
3340,2023-24,Keyonte George,20,UTA,2023,Starter,Primary Ball Handler,Point of Attack,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3341,2024-25,Keyonte George,21,UTA,2108,Starter,Primary Ball Handler,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3342,2025-26,Keyonte George,22,UTA,1786,Starter,Primary Ball Handler,Wing Stopper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3343,2023-24,Jalen Hood-Schifino,20,LAL,109,Garbage Time,Shot Creator,Point of Attack,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3344,2024-25,Jalen Hood-Schifino,21,LAL/PHI,315,Key Rotation,Secondary Ball Handler,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3345,2023-24,Maxwell Lewis,21,LAL,103,Garbage Time,Movement Shooter,Helper,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3346,2024-25,Maxwell Lewis,22,LAL/BRK,328,Garbage Time,Movement Shooter,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3347,2023-24,Jordan Hawkins,21,NOP,1161,Rotation,Movement Shooter,Low Activity,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3348,2024-25,Jordan Hawkins,22,NOP,1321,Key Rotation,Off Screen Shooter,Chaser,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3349,2025-26,Jordan Hawkins,23,NOP,636,Rotation,Off Screen Shooter,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3350,2023-24,Kobe Bufkin,20,ATL,196,Garbage Time,Secondary Ball Handler,Point of Attack,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
3351,2024-25,Kobe Bufkin,21,ATL,124,Garbage Time,Secondary Ball Handler,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
3352,2025-26,Kobe Bufkin,22,LAL,119,Garbage Time,Secondary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
3353,2023-24,Jett Howard,20,ORL,67,Garbage Time,Low Minute,Helper,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
