RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,On-Ball Action Share,P&R Creation Rate,Overall Shot Creation,Guarded On-Ball %,Average Dribbles Per Touch,Dribbles Per Second on Offense,Pull-Up Shot Creation,Isolation Shooting Talent,PnR Ball Handler Shot Making Efficiency,One on One Shooting Talent,On-Ball Action Share_percentile,P&R Creation Rate_percentile,Overall Shot Creation_percentile,Guarded On-Ball %_percentile,Average Dribbles Per Touch_percentile,Dribbles Per Second on Offense_percentile,Pull-Up Shot Creation_percentile,Isolation Shooting Talent_percentile,PnR Ball Handler Shot Making Efficiency_percentile,One on One Shooting Talent_percentile,Self-Created Shot Making,Midrange Pull Up Shot Creation,On-Ball Gravity,Stable Isolation PPP,Self-Created Shot Making Efficiency,Guarded by Perimeter Isolation Defense,Self-Created Openness Rating,Overall Shot Making Efficiency,Transition Shot Creation,Transition Frequency Impact,Self-Created Shot Making_percentile,Midrange Pull Up Shot Creation_percentile,On-Ball Gravity_percentile,Stable Isolation PPP_percentile,Self-Created Shot Making Efficiency_percentile,Guarded by Perimeter Isolation Defense_percentile,Self-Created Openness Rating_percentile,Overall Shot Making Efficiency_percentile,Transition Shot Creation_percentile,Transition Frequency Impact_percentile,Offensive Transition Frequency Impact,Movement Speed Rating,Passing Efficiency,Passing Creation Quality,Potential Assists Per 100 Passes,Role-Adjusted Potential Assists Per 100 Passes,Turnovers Per 100 Touches,Offensive eFG% Impact on Teammates,Offense Impact on Teammate Shot Quality,Stable Bad Pass Turnovers Per 75,Offensive Transition Frequency Impact_percentile,Movement Speed Rating_percentile,Passing Efficiency_percentile,Passing Creation Quality_percentile,Potential Assists Per 100 Passes_percentile,Role-Adjusted Potential Assists Per 100 Passes_percentile,Turnovers Per 100 Touches_percentile,Offensive eFG% Impact on Teammates_percentile,Offense Impact on Teammate Shot Quality_percentile,Stable Bad Pass Turnovers Per 75_percentile,High Value Assists Per 75 Possessions,Stable At Rim Assists Per 75,Passing Versatility,Passing Creation Volume,Box Creation,Assists Per 75 Possessions,Stable Assists Per 75,High Value Assists Per 75 Possessions_percentile,Stable At Rim Assists Per 75_percentile,Passing Versatility_percentile,Passing Creation Volume_percentile,Box Creation_percentile,Assists Per 75 Possessions_percentile,Stable Assists Per 75_percentile
37,2016-17,Jarrett Jack,33,NOP,33,Too Few Games,Low Minute,Point of Attack,22.73,0.59,-1.18,25.02,2.95,0.2,-1.17,-1.07,,-1.16,70.73,84.44,16.52,92.28,74.53,79.94,27.19,0.93,,0.95,0.04,-1.08,-0.01,0.85,-0.71,0.43,-0.01,-0.64,-0.72,-0.19,72.69,28.45,70.43,16.27,36.82,91.17,55.32,38.31,42.23,28.55,-0.01,0.01,-0.2,0.2,15.09,0.76,4.92,-0.36,-0.12,0.85,51.19,49.8,45.16,78,60.88,65.77,9.01,32.62,40.39,23.02,4.55,1.3,0.84,-0.31,0,5.68,4.69,84.51,64.71,84.57,65.94,1.45,87.33,78.18
38,2017-18,Jarrett Jack,34,NYK,1548,Starter,Primary Ball Handler,Point of Attack,45.44,1.84,1.09,26.79,4.65,0.39,0.89,-0.87,0.22,-0.76,91.04,96.5,91.85,94.72,93.72,96.63,92.23,12,87.26,12.37,0.04,1,0.37,0.81,-0.14,0.52,0.14,-0.32,0.44,-0.25,72.69,94.32,85.73,9.23,70.12,93.95,79.62,57.76,83.4,25.22,0.01,-0.01,1.49,-1.23,19.93,1.42,2.97,1.93,0.38,1.24,54.19,46.32,96.38,6.14,84.08,70.73,49.92,97.24,76.28,6.81,6,3.36,1.71,1.77,5.24,8.42,8.33,93.12,97.3,98.03,96.31,85.21,97.64,97.75
39,2015-16,Jarrett Jack,32,BRK,1027,Starter,Primary Ball Handler,Point of Attack,49.55,2.53,0.97,33.58,4.71,0.39,0.86,0.01,-0.51,-0.7,93.74,98.73,90.17,99.7,94.24,96.63,91.78,81.64,49.17,15.59,0.41,0.88,1,0.76,0.03,0.87,0.12,-0.35,0.3,-0.13,87.15,92.75,93.01,3.36,76.36,98.83,76.84,55.84,79.86,32.48,-0.03,-0.15,-0.09,-1.97,22.21,3.43,3.62,0.15,-0.43,1.6,48.26,26.67,51.07,0.97,91.05,83.15,29.82,59.49,23.22,1.87,5.23,3.11,0.48,2.2,7.56,8.63,8.49,89.2,96.37,73.28,98.29,93,97.96,98.09
40,2015-16,Ian Mahinmi,29,IND,1816,Starter,Roll + Cut Big,Anchor Big,3.76,-0.94,-1.31,10.7,0.39,0.02,-1.62,-0.39,,-0.6,24.36,21.78,10.5,6.93,8.24,18.39,11.17,58.75,,26.37,-0.16,-1.65,-0.52,0.81,-0.35,-0.84,-0.48,-0.03,-1.38,1.01,38.4,9.87,3.93,9.23,59.27,4.72,2.58,70.65,8.39,95.52,0.66,-0.16,0.7,-0.69,10.53,1.56,3.42,-0.78,-0.45,0.5,91.87,25.62,84.22,17.49,34.55,71.71,35.4,18.13,22.34,62.98,1.68,0.58,-1.33,-0.47,0,2.13,2.15,39.07,23.79,11.66,59.85,1.45,43.18,27.9
41,2016-17,Ian Mahinmi,30,WAS,555,Rotation,Post Scorer,Mobile Big,3.09,-0.89,-0.87,9.82,0.4,0.02,-1.14,-0.6,,-0.23,19.89,31.5,31.78,2.01,8.83,18.39,28.68,30.08,,69.85,-0.06,-1.13,-0.42,0.85,-0.38,-0.79,-0.26,-0.44,-0.98,1.05,53.93,26.56,16.2,16.27,57.44,5.85,18.49,50.71,28.1,95.95,0.69,0.02,0.6,-0.61,6.61,-4.46,4.33,-0.35,-0.51,0.43,92.64,51.5,81.36,20.7,14.55,16.17,15.16,33.03,19.97,71.27,1.01,0.51,-2.1,-0.99,0,1.28,1.39,22.86,20.59,2.45,27.81,1.45,23.18,5.98
42,2017-18,Ian Mahinmi,31,WAS,1145,Rotation,Roll + Cut Big,Mobile Big,0.87,-0.97,-0.83,12.89,0.33,0.01,-2.15,-0.56,,-0.52,3.47,10.58,33.75,18.81,4.14,14.9,2.61,36.07,,38.57,-0.01,-2.26,-0.53,0.85,0.07,-0.62,-0.32,-1.2,-0.89,0.25,64.2,2.27,3.23,16.27,77.65,10.41,12.53,13.85,32.84,76.99,-0.11,-0.05,-1.69,-0.37,7.75,-0.68,6.21,-0.19,-1.51,0.76,38.07,40.15,4.47,31.5,19.12,45.9,3.36,40.26,3.18,30.34,1.29,0.73,-1.33,-1.09,0,1.75,1.8,28.42,32.94,11.66,20.29,1.45,32.8,15.76
43,2018-19,Ian Mahinmi,32,WAS,498,Rotation,Roll + Cut Big,Anchor Big,1.31,-0.97,-0.85,13.31,0.6,0.03,-1.83,-0.43,,-0.28,6.73,10.58,32.89,23.06,22.81,28.85,6.71,54.57,,66.74,-0.37,-1.98,-0.38,0.85,-1.24,-0.18,-0.27,-1.27,-1.19,-0.09,17.61,4.96,21.72,16.27,12.54,45.86,17.56,11.89,16.56,35.75,-0.11,-0.04,0.34,-0.02,7.35,-1.52,2.92,-1.46,-0.84,0.45,38.07,41.71,72.19,65.37,17.69,38.29,51.68,5.57,10.92,68.98,1.55,0.96,-1.08,-1.07,0.78,1.84,1.94,35.36,47.03,16.24,21.67,33.8,35.39,20.77
44,2019-20,Ian Mahinmi,33,WAS,808,Rotation,Roll + Cut Big,Anchor Big,1.36,-0.99,-0.87,13.98,0.62,0.04,-1.88,-0.64,-0.37,-0.64,7.21,2.95,31.78,29.96,23.84,39.22,5.92,24.05,62.5,21.38,-0.18,-2.04,-0.49,0.85,-0.55,-0.26,-0.43,-1.64,-0.96,-0.56,35.39,4.25,7.09,16.27,46.81,35.19,5,4.85,29.17,12.13,-0.08,-0.03,1.43,-1.01,7.17,-1.17,2.91,-0.73,-1.23,0.3,41.73,43.36,95.84,9.32,16.96,41.42,51.99,19.37,5.26,82.34,1.42,0.73,-0.96,-0.73,1.35,2.18,2.23,31.83,32.94,19.19,46.01,42.79,44.45,30.46
45,2016-17,David Lee,33,SAS,1477,Rotation,Post Scorer,Helper,4.52,-0.83,-0.58,11.68,0.58,0.03,-1.15,-0.22,,0.06,28.82,40.06,46.04,11.45,21.47,28.85,28.27,72.17,,81.58,0.01,-1.15,-0.54,0.91,0.17,-0.65,-0.41,0.86,-0.81,0.04,68.49,25.67,2.81,89.93,80.55,9.31,6.34,91.2,37.3,62.95,0.28,0.07,-0.97,-0.03,10.96,-0.11,3.04,0.39,-0.58,0.7,78.45,59.43,16.34,64.32,37.3,51.35,47.87,69.75,17.63,37.5,2.76,1.13,0.21,-0.48,0,3.17,3.17,64.24,56.41,62.05,59.58,1.45,64.18,55.85
46,2015-16,David Lee,32,BOS/DAL,903,Rotation,Post Scorer,Helper,6.51,-0.94,-0.19,10.95,0.67,0.04,-0.52,-0.14,-0.46,0.13,38.43,21.78,61.89,8.37,26.52,39.22,54.34,76.12,54.42,83.48,-0.18,-0.46,-0.4,0.76,-0.53,-0.74,-0.35,-0.3,-0.92,0.46,35.39,54.34,19.25,3.36,47.97,6.82,10.2,58.74,31.33,84.74,-0.04,0.11,-0.4,0.09,13.03,1.96,3.69,-1.37,-0.12,0.75,46.74,65.21,35.86,73.33,49.52,74.62,28.05,6.5,40.39,31.45,2.72,0.98,-1.08,-0.38,0,3.46,3.46,63.54,48.32,16.24,63.41,1.45,67.95,61.66
47,2016-17,Brandon Bass,31,LAC,577,Garbage Time,Post Scorer,Helper,6.38,-0.89,-0.23,11.93,0.66,0.03,-0.45,0.16,,0.45,37.82,31.5,60.39,12.41,26.06,28.85,57.11,85.46,,89.18,-0.03,-0.4,-0.17,0.8,-0.1,-0.66,-0.31,0.31,-0.98,-0.45,59.79,56.46,48.46,7.69,71.85,9.06,13.51,80.61,28.1,15.89,-0.34,0.08,-0.47,-0.65,7.56,-3.51,3.2,-0.79,-0.77,0.42,20.04,60.8,32.91,19,18.37,22.11,42.36,17.84,12.37,72.31,1.12,0.44,-2.65,-1.12,1.9,1.38,1.48,24.71,17.87,0.62,18.28,52.52,24.83,7.69
48,2015-16,Brandon Bass,30,LAL,1342,Key Rotation,Roll + Cut Big,Helper,5.24,-0.89,-0.59,10.75,0.58,0.02,-1.32,-0.85,,-0.71,32.41,31.5,45.53,7.31,21.47,18.39,20.88,12.32,,14.74,-0.54,-1.4,-0.26,0.74,-1.34,-0.81,-0.5,0.17,-0.68,0.17,8.8,16.37,37.64,2.01,9.73,5.36,1.93,76.74,44.29,72.51,0.18,-0.02,0.25,-1.51,13.02,4.05,2.46,-0.44,-1.28,0.28,71.95,45.05,68.34,3.47,49.49,86.1,65.25,29.49,4.83,83.41,1.68,0.65,-1.82,-0.67,0,2.08,2.1,39.07,27.74,4.86,49.98,1.45,41.85,26.24
49,2015-16,CJ Miles,28,IND,1464,Starter,Off Screen Shooter,Low Activity,6.21,-0.84,-0.79,12.85,0.97,0.04,-0.95,-0.27,0.06,-0.31,37.23,38.83,35.66,18.55,38.96,39.22,36.9,68.91,83.63,64.25,0.3,-0.63,-0.38,0.91,0.48,-0.11,-0.12,0.84,0.43,0.97,84.48,47.88,21.72,89.93,87.39,55.2,35.89,91.07,83.16,95.11,0.87,-0.4,-1.26,0.96,11.69,-3.74,3.42,0.44,0.23,0.77,95.75,6.92,10.38,93.5,41.63,20.43,35.4,71.64,69.44,29.01,1.47,0.7,0.51,-0.79,2.2,1.57,1.6,32.83,31.14,74.31,41.79,57.66,28.37,10.43
50,2016-17,CJ Miles,29,IND,1776,Key Rotation,Off Screen Shooter,Low Activity,2.61,-0.81,-1.22,13.1,0.71,0.03,-1.35,-0.69,-0.46,-0.75,16.53,42.21,14.38,20.92,28.76,28.85,19.58,18.06,54.42,12.78,-0.04,-1.31,-0.51,0.85,0.07,-0.02,-0.2,1.04,-0.64,-0.13,57.98,19.41,4.81,16.27,77.65,65.16,25.09,93.33,46.52,32.48,-0.42,-0.41,-1.03,-0.23,9.15,-6.08,1.98,-0.93,-0.55,0.43,15.35,6.5,14.78,41.25,26.52,9.1,75.03,14,18.68,71.27,0.92,0.5,-0.29,-0.98,1.25,1.02,1.06,21.53,20.04,40.19,28.62,40.97,20.2,1.68
51,2018-19,CJ Miles,31,TOR/MEM,856,Rotation,Off Screen Shooter,Low Activity,4.27,-0.83,-1.01,13.25,0.9,0.04,-1.03,-0.41,-1.07,-0.51,27.36,40.06,24.62,22.19,36.47,39.22,33.6,56.69,11.16,40.1,-0.14,-0.89,-0.27,0.85,-0.49,-0.4,0.09,-0.25,-0.82,-0.61,41.32,36.5,36.27,16.27,50.6,21.49,72.38,61.14,36.76,10.43,-0.11,-0.34,0.21,0.48,9.8,-4.84,2.92,-0.6,-0.06,0.5,38.07,10.11,66.64,86.4,30.15,14.36,51.68,23.51,45.44,62.98,1.28,0.99,0.01,-1.11,1.16,1.49,1.55,28.11,49.08,52.26,18.92,39.48,26.85,9.31
52,2021-22,CJ Miles,34,BOS,2,Too Few Games,Low Minute,Helper,,-0.92,,13.04,1,0.01,,-1.02,,-1.07,,25.83,,20.49,39.69,14.9,,4.87,,2.83,,,0,0.85,,-0.94,,,,0,,,72.39,16.27,,2.75,,,,44.09,-0.02,0.12,0.09,-0.15,100,85.25,0,0,-0.03,0.74,49.57,66.77,60.14,49.24,99.99,99.99,82.24,51.24,48.35,32.52,0,1.38,0.06,-1.44,0,0,3.45,0,68.07,55.17,3.3,1.45,0,61.32
53,2017-18,CJ Miles,30,TOR,1336,Rotation,Off Screen Shooter,Low Activity,3.9,-0.85,-1.2,13.34,0.83,0.03,-1.38,-0.49,0.2,-0.43,25.25,37.83,15.52,23.3,33.73,28.85,18.52,47.09,86.84,52.03,0.24,-1.06,-0.41,0.85,0.71,-0.18,-0.23,0.61,-0.92,0.03,82.48,29.29,17.7,16.27,91.4,45.86,21.83,87.34,31.33,61.92,-0.16,-0.19,1.31,0.73,10.09,-5.45,2.45,-0.17,0.42,0.32,33.37,22.06,94.81,90.46,31.95,11.77,65.52,41.24,77.61,81.03,1.38,1.01,-0.03,-1.07,2.14,1.52,1.56,30.74,50.14,50.55,21.67,56.75,27.43,9.56
54,2019-20,CJ Miles,32,WAS,161,Garbage Time,Off Screen Shooter,Helper,1.56,-0.99,-0.94,12.52,1.02,0.04,-1.39,-0.93,-0.25,-1.06,8.83,2.95,28.51,15.81,40.57,39.22,18.1,10.66,71.02,5.25,-0.34,-0.97,-0.15,0.85,-0.9,-0.42,-0.12,-0.78,-0.36,-0.04,19.88,32.99,50.46,16.27,26.15,19.94,35.89,30.93,58.21,39.97,0,-0.39,-0.54,-0.2,15.05,0.29,2.38,0.19,0.02,0.56,52.72,7.51,30.21,43.89,60.69,62.18,67.13,61.4,54.32,54.92,1.88,1.47,-0.61,-0.99,1.69,2.51,2.66,44.95,71.71,28.97,27.81,48.68,52.6,43.64
55,2016-17,Ersan Ilyasova,29,OKC/PHI/ATL,2142,Starter,Stretch Big,Helper,5.64,-0.78,-0.86,12.35,0.56,0.04,-1.29,-0.18,-1.59,-0.62,34.8,44.74,32.37,14.56,20.19,39.22,21.87,74.37,3.17,23.88,-0.72,-0.99,-0.31,0.79,-1.66,-0.38,-0.16,-0.35,-0.91,-0.05,4.29,32.24,31.16,6.55,4.51,23.1,30.27,55.84,31.93,39.09,-0.34,0.15,-1.45,0.04,8.12,-3.34,2.78,0.34,0.19,0.72,20.04,70.47,6.76,70.12,20.97,23.08,56.31,67.63,67.18,34.9,2.22,1.13,0.07,-0.6,2.98,2.41,2.42,54.22,56.41,55.59,53.96,68.13,50.18,36.62
56,2018-19,Ersan Ilyasova,31,MIL,1231,Rotation,Stretch Big,Helper,1.7,-0.97,-1.21,13.79,0.36,0.02,-2.04,-0.39,-0.47,-0.44,9.9,10.58,14.99,28.2,6.15,18.39,3.91,58.75,53.28,50.66,-0.25,-1.5,-0.41,0.85,-0.83,-0.25,-0.3,-0.86,-1.43,0.15,27.71,13.58,17.7,16.27,29.65,36.58,14.52,26.79,6.74,71.21,-0.14,0,-0.51,-0.54,6.15,-3.36,2.5,0.15,0.05,0.44,34.99,48.07,31.33,23.27,13.15,22.94,64.09,59.49,57.21,69.99,1.38,0.65,-1.22,-1.11,1.01,1.5,1.54,30.74,27.74,13.5,18.92,36.96,27.07,9.04
57,2019-20,Ersan Ilyasova,32,MIL,986,Rotation,Stretch Big,Helper,1.53,-0.92,-1.36,13.32,0.43,0.02,-2.38,-0.48,-0.17,-0.71,8.58,25.83,8.69,23.16,11.11,18.39,1.01,48.36,75.35,14.74,-0.26,-1.84,-0.47,0.85,-1.05,-0.2,-0.22,-0.45,-1.03,-0.69,26.84,6.69,9.51,16.27,19.31,43.24,22.9,50.07,25.16,8.23,-0.38,0.2,-1.4,-0.96,8.33,-1.37,2.19,0.37,-0.58,0.64,17.57,76.39,7.64,10.35,21.97,39.6,71.37,68.8,17.63,45.02,1.68,0.64,-0.54,-0.99,1.42,1.71,1.76,39.07,27.09,31.19,27.81,44.21,31.63,14.58
58,2015-16,Ersan Ilyasova,28,DET/ORL,1880,Key Rotation,Stretch Big,Helper,2.28,-0.91,-0.73,11.63,0.51,0.03,-1.16,-0.26,-0.12,-0.45,14.36,29.37,38.91,11.29,17.17,28.85,27.62,69.53,77.17,49.37,-0.56,-0.8,-0.41,0.85,-1.22,-0.34,-0.16,-0.82,-0.83,-0.94,8.18,40.82,17.7,16.27,12.99,26.32,30.27,28.75,36.17,3.8,-0.32,0.01,-0.44,-0.86,6.94,-5.32,2.26,-1.31,-0.92,0.37,21.21,49.8,34.1,13.03,15.89,12.23,69.91,7.36,9.31,77.15,0.99,0.43,-0.84,-0.81,1.28,1.33,1.36,22.57,17.57,22.16,40.52,41.46,23.98,5.35
59,2017-18,Ersan Ilyasova,30,ATL/PHI,1730,Starter,Stretch Big,Helper,3.36,-0.93,-1.09,13.66,0.45,0.03,-1.74,-0.64,-0.73,-0.36,21.55,25.07,20.62,26.74,12.68,28.85,8.27,24.05,28.28,59.78,-0.52,-1.54,-0.49,0.85,-1.27,-0.09,-0.18,-0.53,-0.98,-0.49,9.37,12.56,7.09,16.27,11.63,57.37,27.41,44.68,28.1,14.4,-0.44,0.17,0.69,-1.84,7.02,-4.46,2.28,-0.24,-0.5,0.49,14.15,72.95,84.03,1.48,16.23,16.17,69.39,37.9,20.38,64.35,1.3,0.63,-0.24,-0.73,1.97,1.92,1.95,28.72,26.48,42.28,46.01,54.03,37.57,21.06
60,2020-21,Ersan Ilyasova,33,UTA,148,Garbage Time,Movement Shooter,Helper,0.28,-1.02,-1.48,12.94,0.51,0.02,-1.82,-0.63,,-0.56,0.36,0,5.34,19.33,17.17,18.39,6.85,25.44,,31.99,-0.15,-1.47,-0.09,0.85,-0.93,-0.3,-0.17,-0.21,-0.92,-0.4,39.89,14.38,57.45,16.27,24.47,30.32,28.69,62.96,31.33,17.89,-0.28,-0.17,-1.42,-0.2,7.2,-6.38,4.3,-0.05,-0.09,0.75,23.8,24.45,7.14,43.89,17.09,8.34,15.44,48.03,42.47,31.45,0.76,0.61,-1.01,-1.28,1.3,1.02,1.45,19.83,25.26,17.76,9.38,41.92,20.2,7.06
61,2015-16,Monta Ellis,30,IND,2734,Starter,Primary Ball Handler,Chaser,36.09,1.1,0.88,21.29,3.18,0.21,0.61,-0.3,0.55,-1.07,82.71,90.94,88.77,80.51,77.04,80.97,87.47,66.71,92.08,2.83,1.22,0.61,0.54,0.79,0.89,0.48,0.17,0.01,1.31,0.65,95.14,87.54,88.41,6.55,93.63,92.67,83.01,72.08,95.82,90.08,0.78,-0.27,1.04,0.12,22.12,3.34,3.79,0.66,0.72,1.11,94.4,14.54,91.34,74.84,90.8,82.75,25.78,78.75,86.34,9.91,4.63,2.19,0.66,1.26,4.62,5.18,5.17,85.16,88.69,79.36,92.54,81.92,84.14,82.58
62,2016-17,Monta Ellis,31,IND,1998,Starter,Secondary Ball Handler,Chaser,26.14,1.25,0.15,17.4,2.3,0.12,-0.19,-0.29,-0.04,-0.33,73.5,92.35,73.14,58.43,67.71,70.79,65.86,67.25,80.3,62.53,0.37,-0.11,0.21,0.84,0.46,0.22,-0.03,-0.42,0.31,0.49,86.25,66.92,82.14,14.59,86.97,82.26,51.53,52.09,80.27,85.71,0.19,-0.27,0.06,-0.36,22.02,3.98,4.44,0.82,-0.22,0.97,72.76,14.54,58.55,32.11,90.57,85.83,13.74,82.72,33.87,15.4,3.42,1.6,1.27,0.46,3.08,4.46,4.45,73.67,76.02,93.48,83.21,69.07,78.44,75.52
63,2020-21,Lou Williams,34,LAC/ATL,1423,Key Rotation,Slasher,Low Activity,43.99,1.43,1.37,15.74,3.97,0.25,1.02,0.1,-0.19,0.3,89.75,94.26,95,45.59,85.85,84.57,94.27,83.99,74.45,86.97,-0.06,1.06,0.98,0.87,-0.33,0.04,0.21,-0.17,-0.05,-0.9,53.93,95.12,92.81,83.76,60.42,70.79,87.27,64.95,70.09,4.41,-0.86,-0.54,-4.05,1.3,22.85,2.51,3.98,1.29,1.15,1.88,2.52,2.8,0.03,96.05,92.67,78.18,21.39,91.45,92.84,0.58,5.81,2.62,1.42,0.49,7.26,5.73,5.7,92.19,93.42,95.71,83.62,92.09,87.61,86.59
64,2021-22,Lou Williams,35,ATL,799,Rotation,Secondary Ball Handler,Low Activity,34.73,0.57,1.09,15.69,3.65,0.2,0.77,-0.63,-0.75,-0.82,81.41,83.94,91.85,45.04,82.08,79.94,90.27,25.44,26.73,10.34,-0.36,0.83,0.47,0.67,-0.97,-0.04,0.3,-0.41,-0.38,-0.34,18.4,91.75,87.46,0.13,22.52,62.95,93.3,52.62,57.61,20.49,-0.7,-0.51,-0.98,0.25,23.26,6.48,3.24,0.96,0.7,1.11,5.23,3.37,16.05,79.87,93.36,93.12,40.95,85.47,85.84,9.91,4.86,2.05,1.02,-0.14,4.98,4.91,4.87,86.8,86.32,88.86,71.14,83.98,82.17,80.01
65,2016-17,Lou Williams,30,LAL/HOU,1993,Key Rotation,Primary Ball Handler,Low Activity,37.23,0.74,1.23,20.5,3.12,0.18,1.07,0.7,0.88,0.98,83.72,86.61,93.57,76.94,76.44,77.96,94.81,92.59,95.14,93.69,1.65,0.89,0.69,1.01,1.46,0.43,0,1.1,0.88,-0.21,96.64,92.87,90.22,98.06,97.73,91.17,57.37,94.08,91.29,27.53,-0.18,-0.21,-1.27,0.79,20.93,1.63,4.49,0.78,1.02,1.46,31.47,19.9,10.17,91.44,87.49,72.22,13.12,81.63,91.42,3.18,3.96,2.63,0.65,0.15,7.27,4.28,4.27,79.49,93.51,79.02,78.03,92.18,76.85,73.56
66,2017-18,Lou Williams,31,LAC,2589,Starter,Primary Ball Handler,Low Activity,43.02,0.65,1.43,16.16,3.12,0.21,1.22,1.15,0.81,0.57,88.78,85.12,95.54,49.31,76.44,80.97,96.42,95.07,94.46,90.54,1.6,1.24,1.24,0.91,0.89,0.3,0.06,1.11,0.7,-0.04,96.49,97.06,94.47,89.93,93.63,86.24,67.92,94.18,88.51,39.97,0.33,-0.23,-3,3.24,21.47,2.95,4.52,2.27,2.16,1.87,81.11,17.97,0.45,99.93,89.02,80.69,12.78,98.43,98.61,0.62,5.3,3.61,0.59,0.87,9.03,5.79,5.76,89.59,98.15,77.22,88.74,95.79,87.92,87
67,2018-19,Lou Williams,32,LAC,1993,Key Rotation,Slasher,Low Activity,56.51,2.27,2.01,15.56,3.9,0.29,1.72,0.34,0.47,0.23,97.02,98.17,99.12,43.93,85.04,88.45,99.2,89.01,91.05,85.63,1.22,1.92,2.26,0.93,0.67,0.22,0.06,0.74,0.83,-0.09,95.14,99.7,97.78,92.47,90.94,82.26,67.92,89.45,90.46,35.75,0.02,-0.27,-2.75,1.64,24.49,5.76,4.16,1.91,1.87,1.81,55.85,14.54,0.84,98.12,95.18,91.68,17.73,97.14,97.8,0.77,6.69,4.14,0.53,1.04,11.09,7,6.96,95.59,99.15,75.14,90.5,98.08,94.01,93.75
68,2019-20,Lou Williams,33,LAC,1864,Starter,Primary Ball Handler,Low Activity,52.31,2.12,1.53,17.25,3.98,0.29,1.4,-0.1,0.11,0.05,95.35,97.61,96.39,57.25,85.95,88.45,97.76,77.98,84.81,81.35,0.08,1.49,1.94,0.8,-0.12,0.31,0.11,0.46,0.87,-0.49,75.52,98.44,97.16,7.69,70.95,86.53,75.33,84.4,91.17,14.4,-0.07,-0.21,-3.72,0.74,23.71,4.06,4.53,1.04,1.47,1.9,42.95,19.9,0.1,90.6,94.14,86.15,12.68,86.91,95.56,0.54,6.47,3.45,0.81,1.17,9.32,6.82,6.78,94.91,97.67,83.67,91.94,96.15,93.17,92.92
69,2015-16,Lou Williams,29,LAL,1907,Starter,Secondary Ball Handler,Chaser,30.05,0.02,0.77,19.45,2.98,0.14,0.69,0.82,1.04,0.53,77.08,74.14,86.7,71.74,74.89,73.33,88.92,93.36,96.3,90.05,1.16,0.56,0.58,1.07,1.11,0.41,0.19,0.81,-0.18,-0.31,94.78,86.25,88.95,99.52,95.57,90.63,85.37,90.59,65.64,21.95,-0.34,-0.44,-0.09,-0.64,21.14,3.39,3.79,-1.01,-0.67,0.98,20.04,5.34,51.07,19.41,88.07,82.96,25.78,12.41,14.86,14.84,2.66,1.54,1.33,0.05,4.27,3.27,3.27,62.43,74.23,94.53,76.08,79.71,65.67,57.98
70,2015-16,Amir Johnson,28,BOS,1800,Key Rotation,Roll + Cut Big,Anchor Big,3.21,-0.94,-0.62,10.97,0.46,0.03,-0.66,-0.32,-0.31,-0.04,20.63,21.78,44.37,8.51,13.55,28.85,49.01,65.42,67.29,78.55,-0.08,-0.61,-0.51,0.92,-0.16,-0.64,-0.41,0.24,-0.62,0.84,50.55,48.51,4.81,91.47,69.19,9.69,6.34,78.9,47.45,93.58,0.44,-0.11,-0.66,-0.51,9.58,0.61,2.98,-1.3,-0.9,0.63,86.03,31.86,26.05,24.48,29.17,64.64,49.6,7.58,9.65,46.13,2.05,0.91,-0.8,-0.5,1.53,2.86,2.87,49.98,44.15,23.26,58.72,45.81,59.19,48.99
71,2016-17,Amir Johnson,29,BOS,1608,Key Rotation,Roll + Cut Big,Anchor Big,2.54,-0.89,-1.06,10.89,0.53,0.03,-1.39,-0.46,,-0.61,15.99,31.5,22.18,8.09,18.46,28.85,18.1,50.54,,25.14,-0.47,-1.32,-0.5,0.83,-1.36,-0.69,-0.44,0.07,-1.11,0.17,11.54,19.01,5.84,12.64,9.41,8.25,4.55,74.16,20.82,72.51,0.37,-0.28,-0.85,-0.27,12.43,2.87,3.17,0.33,-0.46,0.65,83.16,13.9,19.79,38.01,45.74,80.26,43.38,67.19,21.81,43.88,2.88,1.08,-0.5,-0.48,2.28,3.33,3.33,66.13,53.74,32.57,59.58,59,66.28,58.93
72,2017-18,Amir Johnson,30,PHI,1170,Rotation,Roll + Cut Big,Anchor Big,2.58,-0.97,-0.93,12.76,0.46,0.03,-1.45,-0.46,,-0.52,16.35,10.58,29.04,17.81,13.55,28.85,16.17,50.54,,38.57,-0.19,-1.42,-0.53,0.85,-0.57,-0.43,-0.38,-0.65,-1.33,0.18,34.39,15.85,3.23,16.27,45.52,19.29,8.1,37.85,10.07,73.22,0.5,-0.06,0.3,-1.62,12.5,4.07,2.81,-0.02,-0.66,0.53,88.12,38.98,70.41,2.62,46.12,86.2,55.3,50.09,15.1,58.74,2.45,1.37,-1.28,-0.53,1.73,3.66,3.66,58.93,67.55,12.52,57.28,49.54,70.27,64.96
