RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Midrange Talent,Midrange Shot Making,Midrange Shot Creation,Midrange Pull Up Talent,Midrange Pull Up Shot Making,Midrange Pull Up Shot Making Efficiency,Stable Long Midrange FG%,Stable Short Midrange FG%,Midrange FGM Per 75,Midrange Pull Up FGM Per 75,Midrange Talent_percentile,Midrange Shot Making_percentile,Midrange Shot Creation_percentile,Midrange Pull Up Talent_percentile,Midrange Pull Up Shot Making_percentile,Midrange Pull Up Shot Making Efficiency_percentile,Stable Long Midrange FG%_percentile,Stable Short Midrange FG%_percentile,Midrange FGM Per 75_percentile,Midrange Pull Up FGM Per 75_percentile,Midrange Shot Making Efficiency,Midrange Pull Up FG%,Midrange Shot Making Efficiency_percentile,Midrange Pull Up FG%_percentile
5285,2018-19,Shabazz Napier,27,BRK,983,Rotation,Shot Creator,Point of Attack,-0.28,-0.26,0.48,-0.18,-0.22,-0.61,39.62,38.53,1.43,1.14,63.17,27.68,80.44,69.3,31.31,44.91,32.02,27.53,57.28,82.11,-0.69,40.26,38.09,61.36
5286,2019-20,Shabazz Napier,28,MIN/WAS,1344,Key Rotation,Primary Ball Handler,Point of Attack,-0.49,-0.38,0.33,-0.45,-0.43,-0.94,41.52,35.54,1,0.87,47.87,17.74,75.93,52.95,13.31,25.11,73.83,16.2,42.53,75.44,-0.9,40.24,26.16,61.33
5287,2018-19,Jordan McRae,27,WAS,333,Rotation,Secondary Ball Handler,Low Activity,0.8,0.5,1.13,0.91,0.57,0.95,42.32,40.82,3.13,2.4,91,87.64,94.92,92.03,89.24,94.08,86.72,49.08,90.96,96.64,0.87,48.94,93.08,85.02
5288,2015-16,Jordan McRae,24,PHO/CLE,196,Garbage Time,Secondary Ball Handler,Point of Attack,0.1,-0.11,1.08,0.18,-0.1,-0.69,38.99,38.5,1.98,1.79,79.27,46.39,94.26,81.33,48.44,39.54,24.96,27.35,72.23,92.64,-0.63,45,42,75.92
5289,2016-17,Jordan McRae,25,CLE,383,Rotation,Shot Creator,Chaser,0.06,-0.08,0.86,0.25,0.05,-0.12,43.02,37.18,2.08,1.68,78.2,51.62,90.39,82.97,72.76,71.59,92.18,20.72,74.7,91.19,-0.43,48.57,54,84.35
5290,2019-20,Jordan McRae,28,WAS/DEN/DET,785,Key Rotation,Secondary Ball Handler,Chaser,-0.1,-0.67,1.11,-0.05,-0.71,-1.02,40.25,36,2.37,1.79,72.22,5.6,94.69,74.68,4.56,21.11,42.57,17.06,81.01,92.64,-1,37.04,21.3,50.57
5291,2015-16,Zach LaVine,20,MIN,2293,Starter,Primary Ball Handler,Chaser,0.18,0.12,0.45,0.06,-0.13,-0.44,36.95,35.82,1.95,1.47,81.4,77.09,79.66,78.23,43.63,55.36,15.98,16.64,71.53,88.33,-0.03,35.16,73.65,45.84
5292,2016-17,Zach LaVine,21,MIN,1749,Starter,Secondary Ball Handler,Chaser,0.54,0.79,0.31,0.77,1,0.7,40.71,41.04,1.71,1.43,87.97,91.56,75.46,90.66,93.88,91.05,55.31,51.54,65.93,87.65,0.65,42.48,90.26,68.23
5293,2024-25,Zach LaVine,29,CHI/SAC,2603,Starter,Shot Creator,Chaser,0.66,0.73,0.55,0.91,0.97,0.78,40.36,47.42,2.11,1.28,89.52,90.92,82.55,92.03,93.59,92.14,45.78,96.24,75.14,85.15,0.56,40.89,88.83,63.11
5294,2025-26,Zach LaVine,30,SAC,1224,Starter,Shot Creator,Chaser,0.31,0.39,0.13,0.47,0.54,0.27,40.15,47.49,2.32,1.25,84.17,85.72,69.41,86.97,88.66,83.52,41.07,96.34,79.99,84.54,0.09,44.68,77.88,75.07
5295,2017-18,Zach LaVine,22,CHI,656,Starter,Shot Creator,Chaser,-0.46,-0.93,1.19,-0.38,-0.95,-1.16,36.69,36.16,1.57,1.23,50.49,2.14,95.59,58.12,1.61,15.74,15.59,17.45,61.62,83.98,-1.17,31.43,14.91,35.97
5296,2018-19,Zach LaVine,23,CHI,2171,Starter,Shot Creator,Chaser,-0.05,-0.45,1.01,-0.07,-0.57,-0.72,38,33.54,1.76,1.21,74.48,13.44,92.96,73.92,7.93,37.74,18.76,14.56,66.88,83.57,-0.6,34.62,43.71,44.66
5297,2019-20,Zach LaVine,24,CHI,2085,Starter,Primary Ball Handler,Chaser,-0.89,-1.24,0.68,-0.89,-1.33,-1.48,37.25,30.66,1.14,0.95,11.24,0.66,86.1,11.59,0.47,7.32,16.82,14.1,47.51,77.51,-1.44,32.74,8.2,37.82
5298,2020-21,Zach LaVine,25,CHI,2034,Starter,Primary Ball Handler,Chaser,1.23,1.35,0.46,1.44,1.53,1.32,44.03,42.25,2.04,1.53,94.41,95.9,79.89,95.62,96.75,96.78,96.11,63.37,73.54,89.2,1.2,47.51,96.09,82.68
5299,2021-22,Zach LaVine,26,CHI,2328,Star,Shot Creator,Chaser,0.78,0.65,0.86,0.92,0.72,0.4,39.54,40.43,2.23,1.77,90.83,90.06,90.39,92.13,91.09,86.46,30.87,45.02,77.9,92.31,0.39,40,85.75,58.96
5300,2022-23,Zach LaVine,27,CHI,2768,Starter,Shot Creator,Chaser,1.11,1.09,0.84,1.18,1.1,0.66,41.92,44.18,2.27,1.67,93.64,94.21,89.94,94.3,94.36,90.55,79.67,81.81,78.95,91.08,0.76,43.3,91.58,71.11
5301,2023-24,Zach LaVine,28,CHI,872,Starter,Shot Creator,Chaser,0.73,0.88,0.62,0.76,0.89,0.48,44,42.69,1.8,1.33,90.34,92.5,84.54,90.5,92.99,87.59,96.05,68.1,67.83,86.09,0.52,46.97,88.12,81.4
5302,2016-17,Tyler Ennis,22,HOU/LAL,588,Garbage Time,Secondary Ball Handler,Point of Attack,-0.41,-0.31,0.59,-0.33,-0.36,-1.37,39.27,39.12,1.25,0.56,54.42,22.91,83.68,60.99,17.89,9.61,27.84,31.42,51.33,65.09,-1.1,27.27,17.33,29.43
5303,2017-18,Tyler Ennis,23,LAL,683,Rotation,Slasher,Point of Attack,-0.26,-0.23,0.56,-0.27,-0.36,-1.05,40.23,38.18,1.29,0.64,64.52,31.02,82.76,64.68,17.89,19.81,42.08,25.39,52.75,68.07,-0.72,31.58,36.07,36.07
5304,2015-16,Tyler Ennis,21,MIL,654,Rotation,Slasher,Point of Attack,0.03,0.07,0.82,0.23,0.15,0.2,41.1,39.43,1.76,1.47,77.18,73.54,89.57,82.45,78.65,81.62,63.47,34.14,66.88,88.33,0.16,45.45,79.94,77.22
5305,2017-18,Markel Brown,26,HOU,31,Too Few Games,Low Minute,Point of Attack,-0.6,0.01,-0.56,-0.59,0.01,-0.27,40.71,39.86,1.21,1.21,36.98,67.42,42.42,39.64,67.95,64.28,55.31,38.37,49.94,83.57,-0.23,100,65,97.76
5306,2015-16,Markel Brown,24,BRK,982,Rotation,Secondary Ball Handler,Chaser,-0.54,-0.41,0,-0.46,-0.4,-1.07,39.01,36.48,1.47,0.97,42.99,15.84,64.24,52.25,15.13,18.99,25.21,18.28,58.65,78.06,-1.05,37.88,19.33,53.42
5307,2018-19,Elfrid Payton,24,NOP,1250,Starter,Slasher,Point of Attack,-0.47,-0.52,0.48,-0.28,-0.39,-0.67,41.43,38.88,1.2,0.19,49.61,10.32,80.44,64.05,15.78,41.24,71.54,29.65,49.71,45.55,-0.83,46.67,29.88,80.62
5308,2024-25,Elfrid Payton,30,NOP/CHO,511,Key Rotation,Slasher,Point of Attack,-0.34,-0.86,1.17,-0.33,-0.93,-1.73,40.69,38.93,2.14,1.22,59.17,2.68,95.28,60.99,1.73,3.77,53.8,30.01,75.77,83.75,-1.57,31.48,6,36.01
5309,2019-20,Elfrid Payton,25,NYK,1246,Starter,Slasher,Point of Attack,-0.29,-0.68,0.85,-0.35,-0.82,-1.06,40.65,39.35,1.93,0.64,62.58,5.33,90.14,59.92,2.73,19.41,52.25,33.23,71.14,68.07,-0.93,34.38,24.45,44.15
5310,2020-21,Elfrid Payton,26,NYK,1484,Key Rotation,Slasher,Point of Attack,0.21,-0.33,1.19,0.32,-0.28,-0.62,40.11,38.69,2.31,0.86,82.13,21.23,95.59,84.41,24.62,44.14,39.83,28.49,79.8,75.16,-0.67,36.17,39.56,48.2
5311,2015-16,Elfrid Payton,21,ORL,2145,Starter,Slasher,Point of Attack,-0.63,-0.85,0.74,-0.39,-0.74,-1.13,34.81,36.36,1.78,0.89,33.53,2.8,87.41,57.46,4,16.76,14.26,17.95,67.34,76.07,-1.26,33.33,12.23,38.25
5312,2016-17,Elfrid Payton,22,ORL,2412,Starter,Slasher,Point of Attack,0.19,0.04,1.08,0.31,0.02,-0.39,40.31,41.89,2.21,1,81.64,71.05,94.26,84.12,69.33,57.87,44.4,60.09,77.48,78.84,-0.23,39.16,65,57.05
5313,2017-18,Elfrid Payton,23,ORL/PHO,1809,Starter,Slasher,Point of Attack,-0.04,-0.34,1.14,-0.09,-0.56,-0.76,39.27,38.32,1.95,0.9,74.73,20.47,95.02,73.31,8.21,35.24,27.84,26.26,71.53,76.33,-0.55,40.18,46.5,61.23
5314,2021-22,Elfrid Payton,27,PHO,549,Rotation,Slasher,Point of Attack,-0.24,-0.61,0.76,-0.24,-0.61,-1.9,39.97,39.5,2.19,0.46,65.71,7.09,87.98,66.45,6.88,2.17,36.95,34.92,77.02,61.37,-1.87,28,2.54,30.64
5315,2016-17,Semaj Christon,24,OKC,973,Rotation,Primary Ball Handler,Point of Attack,-0.36,-0.25,0.4,-0.26,-0.26,-0.83,39.03,40.08,1.35,0.87,57.82,28.55,77.99,65.35,26.87,31,25.44,41.71,54.76,75.44,-0.66,36.07,40.17,47.95
5316,2015-16,Jordan Clarkson,23,LAL,2552,Starter,Primary Ball Handler,Point of Attack,1.3,1.06,1.26,1.71,1.43,0.87,39.57,43.48,2.83,1.68,94.91,94,96.39,96.72,96.28,93.26,31.27,75.17,87.82,91.19,0.71,43.85,91.15,72.62
5317,2016-17,Jordan Clarkson,24,LAL,2397,Starter,Primary Ball Handler,Chaser,1.53,1.53,1.08,1.99,1.98,1.62,42.07,42.37,2.79,1.49,96.09,96.61,94.26,97.49,97.82,98.34,81.68,64.51,87.37,88.63,1.35,42.24,97.2,67.59
5318,2025-26,Jordan Clarkson,33,NYK,1246,Rotation,Movement Shooter,Chaser,0.56,0.5,0.36,0.42,0.34,0.49,40.32,48.37,2.75,0.48,88.3,87.64,76.98,86.31,84.48,87.75,44.6,97.63,86.8,62.18,0.8,34.04,92.18,43.44
5319,2019-20,Jordan Clarkson,27,CLE/UTA,1705,Key Rotation,Secondary Ball Handler,Chaser,1.02,0.85,0.82,1.09,0.82,0.96,38.43,43.01,2.32,0.91,92.89,92.22,89.57,93.6,92.15,94.23,20.8,70.89,79.99,76.63,1.03,45.16,94.78,76.37
5320,2020-21,Jordan Clarkson,28,UTA,1818,Key Rotation,Shot Creator,Low Activity,1.35,1.17,1.1,1.7,1.48,1.37,40,48.11,3.34,0.92,95.14,94.78,94.59,96.68,96.56,97.26,37.24,97.34,92.59,76.89,1.12,41.44,95.59,64.97
5321,2021-22,Jordan Clarkson,29,UTA,2141,Key Rotation,Secondary Ball Handler,Low Activity,1.5,1.48,1.04,1.72,1.65,1.69,39.26,49.49,3.07,0.93,95.95,96.44,93.5,96.78,97.15,98.5,27.75,98.64,90.55,77.05,1.62,48.62,98.32,84.48
5322,2022-23,Jordan Clarkson,30,UTA,1988,Starter,Primary Ball Handler,Chaser,1.03,0.85,1.06,1.09,0.87,0.41,42.62,48.34,3.6,1.3,92.99,92.22,93.95,93.6,92.82,86.62,89.44,97.61,94.3,85.57,0.47,47.33,87.13,82.13
5323,2023-24,Jordan Clarkson,31,UTA,1682,Starter,Shot Creator,Low Activity,0.97,0.7,1.14,1.04,0.78,0.25,42.11,44.89,3.58,1.38,92.64,90.61,95.02,93.3,91.63,83,83.36,87.42,94.12,86.8,0.21,45.07,81.51,76.23
5324,2024-25,Jordan Clarkson,32,UTA,962,Key Rotation,Shot Creator,Chaser,0.63,0.35,0.91,0.85,0.58,0.26,41.21,42.14,3.1,1.08,89.13,84.89,91.53,91.42,89.48,83.28,65.61,62.11,90.74,80.54,0.05,43.28,76.41,71.01
5325,2017-18,Jordan Clarkson,25,LAL/CLE,1887,Key Rotation,Primary Ball Handler,Chaser,1.11,0.66,1.13,1.5,0.99,0.84,40.74,42.83,3.04,1.82,93.64,90.16,94.92,95.92,93.73,92.96,55.98,69.04,90.18,93.04,0.55,43.12,88.74,70.56
5326,2018-19,Jordan Clarkson,26,CLE,2214,Key Rotation,Shot Creator,Low Activity,2.49,2.28,1.2,2.58,2.31,1.86,43.91,44.56,3.62,1.93,98.48,98.36,95.73,98.51,98.39,98.95,95.81,85.39,94.4,93.97,1.95,49.15,99.19,85.29
5327,2015-16,Devyn Marble,23,ORL,249,Garbage Time,Off Screen Shooter,Chaser,-0.8,-0.35,-0.57,-0.67,-0.28,-1.33,37.44,39.06,0.58,0.15,17.2,19.82,41.92,30.45,24.62,10.5,17.31,30.82,27.52,42.24,-1.58,7.69,5.74,19.18
5328,2015-16,KJ McDaniels,22,HOU,235,Garbage Time,Stationary Shooter,Chaser,-0.56,-0.17,-0.31,-0.54,-0.22,-1.3,39.34,39.79,0.78,0.16,41.25,38.56,52.12,45.02,31.31,11.36,28.5,37.99,34.63,43.27,-0.93,16.67,24.45,20.98
5329,2016-17,KJ McDaniels,23,HOU/BRK,506,Garbage Time,Stationary Shooter,Chaser,-0.46,-0.12,-0.09,-0.37,-0.08,-0.33,40.43,40.84,1.09,0.36,50.49,44.96,60.73,58.53,51.63,61.16,48.03,49.31,45.7,56.67,-0.36,35.71,58.17,46.94
5330,2015-16,C.J. Wilcox,25,LAC,167,Garbage Time,Off Screen Shooter,Chaser,-0.23,-0.2,-0.04,-0.27,-0.23,-1.27,38.58,39.42,2.2,1.1,66.27,34.96,62.53,64.68,30.23,12.32,21.85,34.06,77.21,81.1,-1.07,27.78,18.61,30.28
5331,2016-17,C.J. Wilcox,26,ORL,108,Garbage Time,Off Screen Shooter,Low Activity,-0.63,-0.08,-1.25,-0.65,-0.1,-1.12,40.28,41.65,1.74,0.69,33.53,51.62,16.36,32.55,48.44,17.05,43.02,57.48,66.44,70.02,-0.87,22.22,27.86,24.53
5332,2025-26,Gary Harris,31,MIL,661,Rotation,Stationary Shooter,Chaser,-0.64,-0.28,-0.16,-0.64,-0.3,-1.16,39.82,44.2,,0.11,32.48,25.75,58.01,33.6,22.8,15.74,34.82,81.92,,38.96,-1.05,33.33,19.33,38.25
5333,2020-21,Gary Harris,26,DEN/ORL,1080,Key Rotation,Movement Shooter,Wing Stopper,-0.9,-0.86,-0.18,-0.72,-0.7,-1.38,39.56,37.51,0.99,0.62,10.66,2.68,57.18,24.98,4.67,9.3,31.11,22.08,41.97,67.25,-1.61,34.62,5.22,44.66
5334,2021-22,Gary Harris,27,ORL,1730,Starter,Movement Shooter,Wing Stopper,-0.46,-0.23,-0.37,-0.57,-0.37,-0.85,38.36,42.7,1.13,0.5,50.49,31.02,49.51,42.04,17.21,29.9,20.4,68.14,47.09,62.95,-0.58,30.38,44.87,34.14
5335,2022-23,Gary Harris,28,ORL,1184,Key Rotation,Movement Shooter,Wing Stopper,-0.79,-0.38,-0.47,-0.79,-0.4,-1.2,41.65,41.86,0.37,0.15,17.98,17.74,45.86,18.3,15.13,14.35,75.52,59.86,21.68,42.24,-1.09,31.25,17.85,35.57
5336,2023-24,Gary Harris,29,ORL,1297,Starter,Stationary Shooter,Chaser,-0.74,-0.12,-1.21,-0.81,-0.23,-0.62,42.42,45.14,0.61,0.23,22.26,44.96,17.6,16.67,30.23,44.14,87.79,88.81,28.59,48.53,-0.23,53.33,65,92.81
5337,2024-25,Gary Harris,30,ORL,711,Rotation,Movement Shooter,Chaser,-0.77,-0.23,-0.89,-0.82,-0.29,-1.11,41.54,42.85,0.37,0.1,19.63,31.02,29.07,15.89,23.62,17.35,74.06,69.11,21.68,38.08,-0.82,33.33,30.28,38.25
5338,2015-16,Gary Harris,21,DEN,2439,Starter,Movement Shooter,Chaser,0.02,0.43,-0.22,0.38,0.79,1.13,43.24,39.87,1.21,0.89,76.95,86.48,55.68,85.53,91.75,95.51,93.26,38.8,49.94,76.07,0.66,51.79,90.35,91.79
5339,2016-17,Gary Harris,22,DEN,1782,Starter,Movement Shooter,Chaser,-0.27,0.09,-0.24,-0.33,-0.07,-0.38,41.03,38.15,0.92,0.49,63.79,74.98,54.87,60.99,53.66,58.73,62.24,25.21,39.7,62.53,0.01,39.34,74.91,57.6
5340,2017-18,Gary Harris,23,DEN,2304,Starter,Movement Shooter,Chaser,-0.08,0.03,0.12,0.07,0.11,-0.05,39.85,41.83,1.72,1.2,73.1,70.1,69,78.42,76.71,74.02,35.63,59.54,66.13,83.4,-0.11,44.58,70.45,74.88
5341,2018-19,Gary Harris,24,DEN,1639,Starter,Movement Shooter,Wing Stopper,-0.39,-0.34,-0.07,-0.39,-0.38,-0.7,37.79,39.13,1.48,0.9,55.99,20.47,61.53,57.46,16.44,39.05,18.08,31.61,58.95,76.33,-0.62,37.74,42.57,52.99
5342,2019-20,Gary Harris,25,DEN,1780,Starter,Movement Shooter,Wing Stopper,-1.04,-0.95,-0.38,-1.05,-0.97,-1.53,42.61,33.2,0.95,0.72,5.69,2.01,49.07,5.96,1.49,6.54,89.39,14.46,40.63,70.83,-1.55,40.48,6.19,61.91
5343,2023-24,Spencer Dinwiddie,30,BRK/LAL,2152,Starter,Shot Creator,Chaser,-0.28,-0.13,0.41,-0.15,-0.04,-0.24,39.93,40.69,0.98,0.37,63.17,43.56,78.38,70.85,58.99,65.93,36.5,47.58,41.65,57.22,-0.35,38.6,58.69,55.23
5344,2016-17,Spencer Dinwiddie,23,BRK,1334,Key Rotation,Shot Creator,Point of Attack,-0.14,0.14,0.37,-0.07,0.08,0.03,43.66,37.84,1.15,0.74,70.63,78.26,77.24,73.92,75.07,76.48,95.03,23.62,47.81,71.37,0.33,38.03,84.23,53.75
5345,2017-18,Spencer Dinwiddie,24,BRK,2306,Star,Shot Creator,Point of Attack,-0.34,-0.24,0.55,-0.03,-0.03,-0.16,36.74,36.96,1.04,0.63,59.17,29.76,82.55,75.42,60.72,69.75,15.66,19.88,44.01,67.64,-0.51,41.05,49.37,63.77
5346,2018-19,Spencer Dinwiddie,25,BRK,1914,Starter,Shot Creator,Wing Stopper,1.14,1.25,0.82,1.32,1.34,1.49,39.35,38.56,1.31,0.58,93.84,95.35,89.57,94.97,95.81,97.75,28.72,27.71,53.3,65.9,1.54,40.26,98.01,61.36
5347,2019-20,Spencer Dinwiddie,26,BRK,1994,Star,Shot Creator,Point of Attack,0.74,0.43,1.07,0.87,0.46,0.27,38.39,34.23,1.44,0.67,90.4,86.48,94.09,91.67,87.05,83.52,20.65,14.85,57.63,69.24,0.29,32.46,83.45,37.51
5348,2020-21,Spencer Dinwiddie,27,BRK,64,Too Few Games,Low Minute,Chaser,-0.73,-0.21,-0.98,-0.74,-0.22,-0.75,41.43,41.79,,0,23.41,33.58,25.28,22.61,31.31,35.82,71.54,59.18,,0,-0.71,0,36.71,0
5349,2022-23,Spencer Dinwiddie,29,DAL/BRK,2725,Star,Shot Creator,Chaser,0.33,0.29,0.75,0.49,0.4,0.14,43.79,40.86,1.8,0.9,84.58,83.24,87.79,87.15,85.86,79.8,95.39,49.63,67.83,76.33,0.08,40.51,77.66,62.07
5350,2015-16,Spencer Dinwiddie,22,DET,159,Garbage Time,Shot Creator,Point of Attack,0.16,-0.1,1.47,0.19,-0.17,-0.83,40.3,36.95,1.69,1.45,80.87,48.33,97.92,81.6,37.99,31,43.96,19.86,65.39,88,-0.6,33.33,43.71,38.25
5351,2021-22,Spencer Dinwiddie,28,WAS/DAL,1980,Starter,Shot Creator,Chaser,0.67,0.72,0.74,0.79,0.77,0.79,39,41.07,1.84,0.86,89.61,90.84,87.41,90.89,91.58,92.29,25.08,51.71,68.94,75.16,0.82,37.19,92.44,51.08
5352,2024-25,Spencer Dinwiddie,31,DAL,2136,Key Rotation,Shot Creator,Chaser,0.51,0.6,0.61,0.65,0.68,0.8,42.84,43.89,1.79,0.88,87.47,89.28,84.26,89.22,90.72,92.49,91.02,79.03,67.64,75.75,0.77,46.43,91.73,80.19
5353,2021-22,Nik Stauskas,28,MIA/BOS,39,Too Few Games,Low Minute,Chaser,-0.5,-0.02,-0.41,-0.51,-0.02,-0.47,40.82,42.18,0.89,0.89,46.89,62.22,48.18,47.82,62.9,53.45,57.35,62.4,38.61,76.07,-0.41,33.33,55.13,38.25
5354,2015-16,Nik Stauskas,22,PHI,1809,Key Rotation,Movement Shooter,Chaser,-0.5,-0.05,0,-0.35,0,0.02,39.81,37.02,0.51,0.41,46.89,56.77,64.24,59.92,66.52,76.04,34.77,20.16,25.59,59.22,0.03,37.74,75.72,52.99
5355,2016-17,Nik Stauskas,23,PHI,2188,Starter,Movement Shooter,Chaser,-0.79,-0.49,0.01,-0.73,-0.55,-1.35,37.28,39.06,0.61,0.42,17.98,11.64,64.67,23.66,8.49,10.06,16.88,30.82,28.59,59.71,-1.13,35.21,16.17,45.93
5356,2017-18,Nik Stauskas,24,PHI/BRK,523,Rotation,Secondary Ball Handler,Low Activity,-0.73,-0.33,-0.17,-0.74,-0.39,-1.32,39.21,36.58,0.36,0.36,23.41,21.23,57.62,22.61,15.78,10.76,27.26,18.55,21.43,56.67,-1.17,29.41,14.91,32.45
5357,2018-19,Nik Stauskas,25,POR/CLE,1015,Rotation,Off Screen Shooter,Low Activity,-0.36,-0.07,-0.22,-0.3,-0.05,-0.21,40.15,40.66,1.08,0.97,57.82,53.19,55.68,62.86,57.52,67.31,41.07,47.3,45.4,78.06,-0.25,44.26,63.91,73.62
5358,2021-22,Rodney Hood,29,MIL/LAC,709,Rotation,Movement Shooter,Low Activity,-0.47,-0.21,-0.21,-0.41,-0.16,-0.62,38.66,40.69,0.78,0.52,49.61,33.58,56.08,55.94,39.11,44.14,22.52,47.58,34.63,63.67,-0.8,32.26,31.51,37.18
5359,2018-19,Rodney Hood,26,CLE/POR,1893,Starter,Shot Creator,Chaser,1.11,0.93,0.79,1.19,0.95,0.83,42.21,42.67,2.96,1.99,93.64,92.94,88.81,94.38,93.48,92.89,84.82,67.87,89.27,94.4,0.88,44.84,93.26,75.57
5360,2019-20,Rodney Hood,27,POR,619,Key Rotation,Shot Creator,Wing Stopper,0.46,0.53,0.3,0.64,0.71,0.64,42.33,40.3,2.07,1.55,86.8,88.09,75.29,89.1,91.05,90.16,86.84,43.93,74.4,89.39,0.46,52.94,87.01,92.62
5361,2020-21,Rodney Hood,28,POR/TOR,943,Rotation,Shot Creator,Chaser,0,-0.1,0.62,0.09,-0.05,-0.29,42.17,38.92,1.78,1.34,76.35,48.33,84.54,79.03,57.52,63.27,84.22,29.93,67.34,86.19,-0.36,37.36,58.17,51.47
5362,2015-16,Rodney Hood,23,UTA,2541,Starter,Secondary Ball Handler,Chaser,1.45,1.48,1.01,1.63,1.56,1.33,41.69,42.29,2.68,1.6,95.75,96.44,92.96,96.39,96.84,96.92,76.3,63.77,85.75,90.28,1.6,43.91,98.17,72.83
5363,2016-17,Rodney Hood,24,UTA,1593,Starter,Shot Creator,Chaser,0.61,0.54,0.79,0.94,0.84,0.71,41.06,39.66,2.63,1.78,88.96,88.35,88.81,92.35,92.38,91.32,62.72,36.37,85.13,92.51,0.45,44.94,86.84,75.79
5364,2017-18,Rodney Hood,25,UTA/CLE,1615,Key Rotation,Secondary Ball Handler,Chaser,1.37,1.11,0.89,1.83,1.53,1.36,40.91,42.38,3.31,1.7,95.26,94.33,91.22,97.14,96.75,97.13,59.23,64.61,92.4,91.47,0.97,42.69,94.35,68.82
5365,2015-16,Jordan Adams,21,MEM,15,Too Few Games,Low Minute,Wing Stopper,-0.59,0.02,-1.08,-0.62,-0.02,-0.66,40.46,39.02,2.27,2.27,38.2,68.68,21.7,36.21,62.9,41.8,48.65,30.6,78.95,95.99,-0.41,33.33,55.13,38.25
5366,2017-18,Khem Birch,25,ORL,578,Rotation,Roll + Cut Big,Anchor Big,-0.94,-0.48,-1.64,-0.91,-0.16,-0.59,40.13,38.24,1.11,0,8.85,12.04,7.02,10.56,39.11,46.15,40.59,25.77,46.38,0,-1.38,0,9.61,0
5367,2018-19,Khem Birch,26,ORL,643,Rotation,Roll + Cut Big,Anchor Big,-0.83,-0.29,-1.66,-0.92,-0.23,-0.89,39.49,42.32,,0,15.15,24.85,6.67,10.17,30.23,27.94,30.34,63.96,,0,-0.97,0,22.7,0
5368,2019-20,Khem Birch,27,ORL,922,Rotation,Roll + Cut Big,Anchor Big,-1.42,-0.82,-2.18,-1.04,-0.26,-0.89,39.96,35.9,0.68,0,2.51,3.16,0.71,6.11,26.87,27.94,36.7,16.8,30.97,0,-2.18,0,0.9,0
5369,2022-23,Khem Birch,30,TOR,162,Garbage Time,Roll + Cut Big,Anchor Big,-0.77,-0.16,-1.95,-0.73,-0.11,-0.91,41.64,44.24,,0,19.63,39.74,2.25,23.66,46.92,26.87,75.16,82.46,,0,-1.08,0,18.19,0
5370,2020-21,Khem Birch,28,ORL/TOR,1529,Rotation,Roll + Cut Big,Anchor Big,-0.99,-0.71,-1.76,-0.81,-0.26,-0.79,40.83,44.93,1.91,0.17,6.97,4.72,4.95,16.67,26.87,33.55,57.73,87.62,70.72,43.98,-1.47,41.18,7.61,64.01
5371,2021-22,Khem Birch,29,TOR,991,Rotation,Roll + Cut Big,Mobile Big,-0.86,-0.41,-2.02,-0.9,-0.23,-0.84,39.97,44.82,1.72,0.15,12.98,15.84,1.63,11.14,30.23,30.49,36.95,86.97,66.13,42.24,-1.14,33.33,15.77,38.25
5372,2015-16,Cleanthony Early,24,NYK,154,Garbage Time,Movement Shooter,Helper,-0.8,-0.29,-1.15,-0.79,-0.16,-0.99,38.44,38.65,0.51,0.25,17.2,24.85,19.47,18.3,39.11,22.63,20.84,28.23,25.59,49.82,-1.41,20,8.94,22.49
5373,2015-16,Glenn Robinson III,22,IND,508,Rotation,Athletic Finisher,Chaser,-0.63,-0.44,-0.34,-0.53,-0.37,-1.28,37.87,38.07,1.33,0.67,33.53,14.01,50.82,45.97,17.21,12.06,18.29,24.7,54.06,69.24,-1.46,30,7.76,33.22
5374,2016-17,Glenn Robinson III,23,IND,1427,Key Rotation,Off Screen Shooter,Chaser,-0.56,-0.09,-0.96,-0.7,-0.29,-0.8,42.91,40.09,1.47,0.58,41.25,50.1,25.99,27.05,23.62,32.85,91.48,41.87,58.65,65.9,-0.15,40,68.86,58.96
5375,2017-18,Glenn Robinson III,24,IND,338,Rotation,Stationary Shooter,Chaser,-0.44,-0.12,-0.45,-0.56,-0.27,-0.83,39.35,39.04,1.12,0.56,52.22,44.96,46.48,43.06,25.51,31,28.72,30.74,46.74,65.09,-0.44,31.25,53.59,35.57
5376,2019-20,Glenn Robinson III,26,GSW/PHI,1786,Starter,Off Screen Shooter,Wing Stopper,0.24,0.44,-0.89,-0.18,0.07,-0.03,43.28,42.13,2.25,1.08,82.77,86.65,29.07,69.3,74.33,74.58,93.48,62.05,78.39,80.54,0.41,40.77,86.08,62.91
5377,2020-21,Glenn Robinson III,27,SAC,369,Rotation,Movement Shooter,Wing Stopper,-0.17,0.12,-0.31,-0.17,0.17,0.14,40.41,45.99,1.57,0.49,69.28,77.09,52.12,69.7,79.57,79.8,47.72,92.48,61.62,62.53,0.03,45.45,75.72,77.22
5378,2018-19,Glenn Robinson III,25,DET,610,Rotation,Stationary Shooter,Helper,-0.23,0.02,-0.51,-0.36,-0.12,-0.47,42.27,37.24,1.59,0.86,66.27,68.68,44.34,59.41,45.31,53.45,86.15,20.98,62.26,75.16,-0.06,50,72.3,85.91
