Season,Player,NBA_ID,D-LEBRON,D_LEBRON_Rank,LEBRON,LEBRON_Rank,Minutes,O-LEBRON,O_LEBRON_Rank,player_name,year
2014-15,Ramon Sessions,201196,-1.5,455.5,-2.59,451.5,1188.0,-1.09,351.0,ramon sessions,2015
2014-15,Randy Foye,200751,-1.28,428.0,-0.84,265.5,1086.0,0.44,99.0,randy foye,2015
2014-15,Rasual Butler,2446,-1.87,471.0,-1.97,411.0,1504.0,-0.09,164.0,rasual butler,2015
2014-15,Ray McCallum,203492,-1.08,410.5,-0.62,235.0,1436.0,0.46,97.5,ray mccallum,2015
2014-15,Raymond Felton,101109,-0.87,382.5,-1.39,357.0,281.0,-0.52,249.0,raymond felton,2015
2014-15,Reggie Bullock,203493,-0.43,291.5,-1.58,381.0,338.0,-1.14,359.5,reggie bullock jr.,2015
2014-15,Reggie Evans,2501,0.55,117.5,-0.33,186.0,764.0,-0.88,314.5,reggie evans,2015
2014-15,Reggie Jackson,202704,-1.71,464.0,1.04,81.0,2268.0,2.74,14.0,reggie jackson,2015
2014-15,Reggie Williams,202130,-0.82,374.5,-1.02,308.0,105.0,-0.2,189.0,reggie williams,2015
2014-15,Richard Jefferson,2210,-0.35,278.0,-0.66,242.5,1244.0,-0.31,204.5,richard jefferson,2015
2014-15,Ricky Ledo,203495,-1.14,414.5,-2.36,441.5,244.0,-1.22,370.0,ricky ledo,2015
2014-15,Ricky Rubio,201937,0.96,65.5,2.37,30.5,692.0,1.41,46.0,ricky rubio,2015
2014-15,Robbie Hummel,203133,-0.67,349.0,-1.8,397.5,742.0,-1.13,357.5,robbie hummel,2015
2014-15,Robert Covington,203496,-0.49,303.5,-0.03,154.5,1956.0,0.46,97.5,robert covington,2015
2014-15,Robert Sacre,203135,0.58,109.5,-1.98,412.0,1133.0,-2.56,477.0,robert sacre,2015
2014-15,Robin Lopez,201577,0.46,130.5,-0.34,187.5,1638.0,-0.8,299.5,robin lopez,2015
2014-15,Rodney Hood,203918,0.08,189.0,-0.15,168.5,1064.0,-0.23,193.5,rodney hood,2015
2014-15,Rodney Stuckey,201155,-0.68,351.5,-0.87,271.5,1873.0,-0.18,184.5,rodney stuckey,2015
2014-15,Ronnie Price,101179,0.8,79.5,-0.14,166.0,982.0,-0.95,328.5,ronnie price,2015
2014-15,Ronny Turiaf,101142,0.22,160.0,0.11,143.0,19.0,-0.11,167.0,ronny turiaf,2015
2014-15,Roy Hibbert,201579,1.66,40.0,-0.86,269.5,1927.0,-2.52,475.0,roy hibbert,2015
2014-15,Rudy Gay,200752,-0.79,371.0,0.68,102.0,2408.0,1.47,45.0,rudy gay,2015
2014-15,Rudy Gobert,203497,2.64,7.0,2.08,33.5,2158.0,-0.57,256.0,rudy gobert,2015
2014-15,Russ Smith,203893,-0.43,291.5,-0.77,256.0,65.0,-0.34,214.5,russ smith,2015
2014-15,Russell Westbrook,201566,-1.2,421.0,4.52,7.0,2302.0,5.72,2.0,russell westbrook,2015
2014-15,Ryan Anderson,201583,-2.59,484.0,-0.35,189.5,1675.0,2.24,24.0,ryan anderson,2015
2014-15,Ryan Hollins,200797,0.55,117.5,-1.21,328.5,441.0,-1.76,417.5,ryan hollins,2015
2014-15,Ryan Kelly,203527,-0.2,254.5,-1.0,301.0,1233.0,-0.8,299.5,ryan kelly,2015
2014-15,Samuel Dalembert,2223,1.8,26.5,-0.96,289.5,544.0,-2.75,481.0,samuel dalembert,2015
2014-15,Sean Kilpatrick,203930,0.04,203.0,-0.38,193.5,72.0,-0.41,226.0,sean kilpatrick,2015
2014-15,Sebastian Telfair,2742,-1.17,418.5,-1.0,301.0,327.0,0.17,128.0,sebastian telfair,2015
2014-15,Serge Ibaka,201586,0.3,149.5,-0.14,166.0,2116.0,-0.44,232.5,serge ibaka,2015
2014-15,Sergey Karasev,203508,-0.22,261.5,-0.82,262.0,555.0,-0.6,258.0,sergey karasev,2015
2014-15,Seth Curry,203552,-0.18,251.5,-0.38,193.5,8.0,-0.2,189.0,seth curry,2015
2014-15,Shabazz Muhammad,203498,-1.98,474.0,-0.93,282.0,866.0,1.05,58.5,shabazz muhammad,2015
2014-15,Shabazz Napier,203894,-0.2,254.5,-1.37,352.0,1012.0,-1.16,363.5,shabazz napier,2015
2014-15,Shane Larkin,203499,-0.42,288.0,-2.3,437.0,1865.0,-1.89,434.5,shane larkin,2015
2014-15,Shannon Brown,200769,-0.5,307.0,-1.36,349.0,89.0,-0.85,308.5,shannon brown,2015
2014-15,Shaun Livingston,2733,-0.21,258.0,-1.93,407.5,1468.0,-1.72,416.0,shaun livingston,2015
2014-15,Shavlik Randolph,101183,0.07,192.0,-0.66,242.5,126.0,-0.72,287.0,shavlik randolph,2015
2014-15,Shawn Marion,1890,0.32,148.0,-1.19,323.5,1101.0,-1.51,397.5,shawn marion,2015
2014-15,Shawne Williams,200761,-0.22,261.5,-0.94,286.0,1087.0,-0.72,287.0,shawne williams,2015
2014-15,Shayne Whittington,203963,-0.26,266.5,-0.4,199.0,108.0,-0.15,178.5,shayne whittington,2015
2014-15,Shelvin Mack,202714,-0.37,280.0,-0.5,212.0,833.0,-0.14,176.0,shelvin mack,2015
2014-15,Sim Bhullar,204021,0.01,213.5,0.19,134.0,3.0,0.18,125.0,sim bhullar,2015
2014-15,Solomon Hill,203524,0.44,133.5,-1.2,325.5,2381.0,-1.64,408.5,solomon hill,2015
2014-15,Spencer Dinwiddie,203915,0.1,182.0,0.43,118.5,455.0,0.32,110.0,spencer dinwiddie,2015
2014-15,Spencer Hawes,201150,0.53,121.5,-1.37,352.0,1274.0,-1.91,436.0,spencer hawes,2015
2014-15,Stephen Curry,201939,0.61,105.0,6.46,1.0,2613.0,5.85,1.0,stephen curry,2015
2014-15,Steve Blake,2581,-0.65,341.0,-0.83,263.5,1529.0,-0.18,184.5,steve blake,2015
2014-15,Steve Novak,200779,-0.99,401.0,-1.44,364.0,197.0,-0.45,236.5,steve novak,2015
2014-15,Steven Adams,203500,0.97,63.0,0.32,127.0,1771.0,-0.65,268.5,steven adams,2015
2014-15,TJ Warren,203933,-1.31,432.0,-2.53,449.5,614.0,-1.22,370.0,t.j. warren,2015
2014-15,Taj Gibson,201959,0.63,99.5,-0.24,175.5,1692.0,-0.87,312.0,taj gibson,2015
2014-15,Tarik Black,204028,1.0,61.0,0.51,113.0,1195.0,-0.48,240.0,tarik black,2015
2014-15,Tayshaun Prince,2419,-0.53,316.5,-1.55,379.0,1397.0,-1.01,339.5,tayshaun prince,2015
2014-15,Terrence Ross,203082,-1.8,468.0,-1.51,374.0,2092.0,0.3,112.5,terrence ross,2015
2014-15,Thabo Sefolosha,200757,1.75,30.5,1.49,65.5,976.0,-0.26,198.0,thabo sefolosha,2015
2014-15,Thaddeus Young,201152,0.43,136.0,0.71,98.5,2434.0,0.28,115.0,thaddeus young,2015
2014-15,Thomas Robinson,203080,0.63,99.5,-0.44,202.0,798.0,-1.08,348.0,thomas robinson,2015
2014-15,Tiago Splitter,201168,1.33,49.0,1.5,63.5,1030.0,0.17,128.0,tiago splitter,2015
2014-15,Tim Duncan,1495,2.65,6.0,3.49,11.5,2227.0,0.84,73.0,tim duncan,2015
2014-15,Tim Frazier,204025,-0.21,258.0,-0.71,249.0,239.0,-0.5,244.5,tim frazier,2015
2014-15,Tim Hardaway Jr,203501,-2.29,480.0,-2.28,434.0,1681.0,0.01,153.0,tim hardaway jr.,2015
2014-15,Timofey Mozgov,202389,1.96,21.0,1.52,61.5,2046.0,-0.44,232.5,timofey mozgov,2015
2014-15,Tobias Harris,202699,-0.81,373.0,-0.94,286.0,2369.0,-0.13,172.0,tobias harris,2015
2014-15,Toney Douglas,201962,-0.08,233.5,-0.76,255.0,177.0,-0.67,272.5,toney douglas,2015
2014-15,Tony Allen,2754,2.31,13.0,2.22,32.0,1648.0,-0.09,164.0,tony allen,2015
2014-15,Tony Parker,2225,-0.74,361.5,-0.94,286.0,1953.0,-0.2,189.0,tony parker,2015
2014-15,Tony Snell,203503,-0.92,389.5,-1.54,377.5,1412.0,-0.62,261.5,tony snell,2015
2014-15,Tony Wroten,203100,-2.06,475.0,-2.34,439.0,895.0,-0.28,200.5,tony wroten,2015
2014-15,Toure Murry,203315,-0.16,247.0,-0.44,202.0,18.0,-0.29,202.5,toure' murry,2015
2014-15,Travis Wear,204037,-0.4,285.0,-2.83,460.0,672.0,-2.43,469.5,travis wear,2015
2014-15,Trevor Ariza,2772,0.58,109.5,0.91,87.0,2930.0,0.32,110.0,trevor ariza,2015
2014-15,Trevor Booker,202344,0.03,206.0,-0.12,164.0,1564.0,-0.15,178.5,trevor booker,2015
2014-15,Trey Burke,203504,-1.55,459.5,-1.5,372.0,2288.0,0.05,144.0,trey burke,2015
2014-15,Tristan Thompson,202684,-0.29,270.0,0.46,115.5,2194.0,0.76,77.0,tristan thompson,2015
2014-15,Troy Daniels,203584,-0.86,380.5,-0.45,205.0,397.0,0.41,102.5,troy daniels,2015
2014-15,Ty Lawson,201951,-0.9,386.0,1.68,48.0,2666.0,2.59,16.0,ty lawson,2015
2014-15,Tyler Ennis,203898,-0.11,238.5,-1.21,328.5,411.0,-1.1,353.0,tyler ennis,2015
2014-15,Tyler Hansbrough,201946,0.56,115.0,-0.46,207.0,1058.0,-1.02,341.5,tyler hansbrough,2015
2014-15,Tyler Johnson,204020,0.3,149.5,-0.61,233.5,603.0,-0.91,322.5,tyler johnson,2015
2014-15,Tyler Zeller,203092,0.18,166.5,-0.52,215.0,1731.0,-0.7,279.5,tyler zeller,2015
2014-15,Tyreke Evans,201936,-0.74,361.5,1.57,55.0,2690.0,2.31,22.0,tyreke evans,2015
2014-15,Tyrus Thomas,200748,-0.42,288.0,-0.6,232.0,7.0,-0.18,184.5,tyrus thomas,2015
2014-15,Tyson Chandler,2199,1.48,45.0,1.52,61.5,2286.0,0.04,147.0,tyson chandler,2015
2014-15,Udonis Haslem,2617,0.25,157.5,-1.38,355.0,995.0,-1.63,406.5,udonis haslem,2015
2014-15,Vander Blue,203505,-0.22,261.5,-0.55,221.0,74.0,-0.32,208.0,vander blue,2015
2014-15,Victor Claver,201964,-0.02,219.5,-1.0,301.0,76.0,-0.98,332.0,victor claver,2015
2014-15,Victor Oladipo,203506,0.0,217.0,0.57,107.5,2573.0,0.57,89.0,victor oladipo,2015
2014-15,Vince Carter,1713,0.11,180.0,-0.29,179.5,1091.0,-0.4,224.0,vince carter,2015
2014-15,Wayne Ellington,201961,-0.99,401.0,-0.96,289.5,1675.0,0.04,147.0,wayne ellington,2015
2014-15,Wesley Johnson,202325,-0.57,322.5,-1.5,372.0,2245.0,-0.93,325.0,wesley johnson,2015
2014-15,Wesley Matthews,202083,0.52,123.0,1.65,50.5,2024.0,1.13,56.0,wesley matthews,2015
2014-15,Will Barton,203115,-0.11,238.5,-0.56,224.5,984.0,-0.45,236.5,will barton,2015
2014-15,Will Bynum,101198,-0.71,353.5,-0.96,289.5,67.0,-0.26,198.0,will bynum,2015
2014-15,Willie Green,2584,-1.0,403.0,-3.14,474.0,951.0,-2.13,446.5,willie green,2015
2014-15,Wilson Chandler,201163,-0.74,361.5,-0.38,193.5,2471.0,0.36,106.0,wilson chandler,2015
2014-15,Xavier Henry,202333,0.14,174.0,-0.31,183.0,86.0,-0.45,236.5,xavier henry,2015
2014-15,Zach LaVine,203897,-2.4,483.0,-4.56,485.0,1902.0,-2.16,449.0,zach lavine,2015
2014-15,Zach Randolph,2216,0.67,94.0,1.54,60.0,2304.0,0.87,69.0,zach randolph,2015
2014-15,Zaza Pachulia,2585,2.03,19.0,1.24,73.0,1730.0,-0.79,296.5,zaza pachulia,2015
2014-15,Zoran Dragic,204054,-0.61,328.5,-0.73,252.0,75.0,-0.12,168.5,zoran dragic,2015
2015-16,Aaron Brooks,201166,-0.43,305.0,-0.28,192.0,1108.0,0.15,119.5,aaron brooks,2016
2015-16,Aaron Gordon,203932,0.08,198.0,0.23,136.0,1863.0,0.14,121.0,aaron gordon,2016
2015-16,Aaron Harrison,1626151,-0.22,262.5,-1.35,337.5,93.0,-1.12,358.5,aaron harrison,2016
2015-16,Adreian Payne,203940,-0.01,219.0,-2.97,460.0,486.0,-2.96,471.0,adreian payne,2016
2015-16,Al Horford,201143,1.55,36.5,2.58,21.0,2631.0,1.03,55.5,al horford,2016
2015-16,Al Jefferson,2744,1.39,45.0,0.81,89.0,1097.0,-0.58,246.5,al jefferson,2016
2015-16,Al-Farouq Aminu,202329,0.79,94.0,0.26,131.0,2341.0,-0.53,238.5,al-farouq aminu,2016
2015-16,Alan Anderson,101187,-0.08,234.0,-0.62,233.5,192.0,-0.53,238.5,alan anderson,2016
2015-16,Alan Williams,1626210,0.54,120.0,0.72,94.5,68.0,0.18,114.0,alan williams,2016
2015-16,Alec Burks,202692,-1.11,408.0,-1.17,313.5,797.0,-0.05,141.5,alec burks,2016
2015-16,Alex Len,203458,0.52,122.0,-2.25,436.0,1821.0,-2.77,469.0,alex len,2016
2015-16,Alex Stepheson,1627293,-0.41,299.5,-0.5,218.0,72.0,-0.09,149.5,alex stepheson,2016
2015-16,Alexis Ajinca,201582,1.5,41.0,-0.78,263.5,861.0,-2.27,462.0,alexis ajinca,2016
2015-16,Allen Crabbe,203459,-1.4,433.0,-1.81,395.0,2105.0,-0.41,218.5,allen crabbe,2016
2015-16,Alonzo Gee,202087,-0.05,227.0,-2.4,444.0,1632.0,-2.35,463.0,alonzo gee,2016
2015-16,Amare Stoudemire,2405,1.36,46.0,0.33,122.5,762.0,-1.03,338.0,amar'e stoudemire,2016
2015-16,Amir Johnson,101161,1.89,22.5,1.86,41.0,1800.0,-0.03,135.5,amir johnson,2016
2015-16,Anderson Varejao,2760,0.45,132.0,-0.73,253.0,496.0,-1.18,371.5,anderson varejao,2016
2015-16,Andre Drummond,203083,2.62,10.0,3.09,16.0,2666.0,0.48,79.0,andre drummond,2016
2015-16,Andre Iguodala,2738,0.27,158.0,0.58,102.0,1732.0,0.32,92.0,andre iguodala,2016
2015-16,Andre Miller,1889,-0.94,394.0,-0.89,276.0,461.0,0.05,125.5,andre miller,2016
2015-16,Andre Roberson,203460,0.82,89.5,0.02,158.5,1553.0,-0.8,286.0,andre roberson,2016
2015-16,Andrea Bargnani,200745,-0.87,384.0,-2.88,457.5,634.0,-2.0,451.5,andrea bargnani,2016
2015-16,Andrew Bogut,101106,3.24,1.0,1.23,67.5,1451.0,-2.01,453.0,andrew bogut,2016
2015-16,Andrew Goudelock,202726,-0.59,338.5,-1.03,298.5,50.0,-0.44,221.0,andrew goudelock,2016
2015-16,Andrew Nicholson,203094,-0.79,369.0,-1.88,404.0,823.0,-1.09,351.5,andrew nicholson,2016
2015-16,Andrew Wiggins,203952,-1.23,415.0,-0.74,257.5,2845.0,0.49,77.5,andrew wiggins,2016
2015-16,Anthony Bennett,203461,-0.36,291.0,-0.67,243.0,84.0,-0.31,200.5,anthony bennett,2016
2015-16,Anthony Brown,1626148,0.13,185.0,-1.53,360.5,599.0,-1.66,434.0,anthony brown,2016
2015-16,Anthony Davis,203076,1.51,40.0,3.25,12.0,2164.0,1.74,29.0,anthony davis,2016
2015-16,Anthony Morrow,201627,-2.16,468.0,-3.07,464.0,926.0,-0.91,311.5,anthony morrow,2016
2015-16,Anthony Tolliver,201229,-0.1,239.0,0.19,139.5,1341.0,0.3,93.5,anthony tolliver,2016
2015-16,Archie Goodwin,203462,-1.39,431.5,-2.56,451.0,1114.0,-1.17,369.0,archie goodwin,2016
2015-16,Aron Baynes,203382,0.43,134.0,-0.27,190.0,1233.0,-0.7,273.0,aron baynes,2016
2015-16,Arron Afflalo,201167,-1.87,457.0,-3.03,462.5,2371.0,-1.16,366.5,arron afflalo,2016
2015-16,Austin Rivers,203085,-1.46,437.0,-3.03,462.5,1463.0,-1.57,423.5,austin rivers,2016
2015-16,Avery Bradley,202340,-0.3,281.5,0.33,122.5,2536.0,0.63,68.0,avery bradley,2016
2015-16,Axel Toupane,1626253,-0.37,295.0,-1.86,400.5,305.0,-1.49,414.0,axel toupane,2016
2015-16,Ben McLemore,203463,-0.65,348.0,-1.57,368.0,1443.0,-0.92,317.5,ben mclemore,2016
2015-16,Beno Udrih,2757,-0.51,322.0,-1.91,407.5,708.0,-1.4,401.5,beno udrih,2016
2015-16,Bismack Biyombo,202687,2.23,13.0,0.79,90.0,1808.0,-1.44,410.5,bismack biyombo,2016
2015-16,Blake Griffin,201933,0.4,137.0,1.24,66.0,1170.0,0.83,62.0,blake griffin,2016
2015-16,Boban Marjanovic,1626246,0.1,190.0,2.04,36.0,508.0,1.93,25.0,boban marjanovic,2016
2015-16,Bobby Portis,1626171,-0.62,345.0,-1.29,327.0,1102.0,-0.67,267.5,bobby portis,2016
2015-16,Bojan Bogdanovic,202711,-2.22,470.0,-3.4,471.0,2115.0,-1.18,371.5,bojan bogdanovic,2016
2015-16,Boris Diaw,2564,0.08,198.0,-1.16,311.5,1386.0,-1.23,381.0,boris diaw,2016
2015-16,Bradley Beal,203078,-0.45,310.0,0.1,149.0,1708.0,0.54,71.5,bradley beal,2016
2015-16,Brandan Wright,201148,0.26,159.5,-1.11,306.5,212.0,-1.37,399.0,brandan wright,2016
2015-16,Branden Dawson,1626183,-1.01,400.5,-1.68,382.5,29.0,-0.67,267.5,branden dawson,2016
2015-16,Brandon Bass,101138,-0.25,269.0,-0.25,186.5,1342.0,0.0,132.5,brandon bass,2016
2015-16,Brandon Jennings,201943,-0.5,318.5,0.42,116.5,868.0,0.92,59.5,brandon jennings,2016
2015-16,Brandon Knight,202688,-0.59,338.5,-0.4,206.5,1870.0,0.19,111.5,brandon knight,2016
2015-16,Brandon Rush,201575,-1.55,443.5,-2.55,450.0,1055.0,-1.0,335.0,brandon rush,2016
2015-16,Brian Roberts,203148,-0.67,352.5,-0.93,284.0,470.0,-0.26,190.0,brian roberts,2016
2015-16,Briante Weber,1627362,-0.11,242.0,-0.69,246.5,169.0,-0.58,246.5,briante weber,2016
2015-16,Brook Lopez,201572,0.7,102.5,0.72,94.5,2457.0,0.02,129.0,brook lopez,2016
2015-16,Bruno Caboclo,203998,-0.62,345.0,-1.07,303.5,43.0,-0.46,224.0,bruno caboclo,2016
2015-16,Bryce Cotton,203955,0.17,179.0,-0.06,168.5,39.0,-0.23,184.5,bryce cotton,2016
2015-16,Bryce Dejean-Jones,1626214,0.61,111.5,0.32,124.0,279.0,-0.29,194.0,bryce dejean-jones,2016
2015-16,CJ Watson,201228,-0.84,379.5,-2.46,448.0,656.0,-1.62,430.0,c.j. watson,2016
2015-16,CJ Wilcox,203912,-0.86,382.5,-1.75,389.0,167.0,-0.88,301.0,c.j. wilcox,2016
2015-16,Cameron Bairstow,203946,0.14,183.5,-0.78,263.5,103.0,-0.92,317.5,cameron bairstow,2016
2015-16,Cameron Payne,1626166,-0.57,336.0,-0.53,222.0,698.0,0.04,127.5,cameron payne,2016
2015-16,Carl Landry,201171,-0.96,398.0,-0.24,185.0,569.0,0.73,65.5,carl landry,2016
2015-16,Carmelo Anthony,2546,-0.88,385.5,1.7,49.0,2530.0,2.59,12.0,carmelo anthony,2016
2015-16,Caron Butler,2406,-0.28,274.5,-1.18,315.5,176.0,-0.9,307.0,caron butler,2016
2015-16,Chandler Parsons,202718,-0.01,219.0,0.28,129.5,1799.0,0.29,96.0,chandler parsons,2016
2015-16,Channing Frye,101112,0.77,96.5,0.96,80.0,1199.0,0.19,111.5,channing frye,2016
2015-16,Charlie Villanueva,101111,-0.81,373.5,-0.95,288.5,665.0,-0.14,170.5,charlie villanueva,2016
2015-16,Chase Budinger,201978,0.5,126.0,0.42,116.5,930.0,-0.08,148.0,chase budinger,2016
2015-16,Chris Andersen,2365,0.92,78.5,0.31,125.5,403.0,-0.61,255.0,chris andersen,2016
2015-16,Chris Bosh,2547,0.98,71.0,2.03,37.0,1778.0,1.06,54.0,chris bosh,2016
2015-16,Chris Copeland,203142,-1.01,400.5,-1.96,411.5,156.0,-0.95,323.5,chris copeland,2016
2015-16,Chris Johnson,203187,0.49,128.0,-0.74,257.5,857.0,-1.23,381.0,chris johnson,2016
2015-16,Chris Kaman,2549,-0.37,295.0,-1.4,344.5,112.0,-1.03,338.0,chris kaman,2016
2015-16,Chris McCullough,1626191,0.21,169.0,-0.8,268.5,362.0,-1.0,335.0,chris mccullough,2016
2015-16,Chris Paul,101108,0.34,146.5,5.16,6.0,2420.0,4.82,5.0,chris paul,2016
2015-16,Christian Wood,1626174,0.07,202.5,-0.54,226.0,145.0,-0.62,258.0,christian wood,2016
2015-16,Chuck Hayes,101236,-0.56,334.0,-1.18,315.5,24.0,-0.62,258.0,chuck hayes,2016
2015-16,CJ McCollum,203468,-0.04,226.0,1.22,69.5,2780.0,1.26,45.0,cj mccollum,2016
2015-16,CJ Miles,101139,-0.61,342.0,-1.21,320.0,1464.0,-0.6,252.0,cj miles,2016
2015-16,Cleanthony Early,203921,-0.3,281.5,-1.61,374.0,154.0,-1.31,391.0,cleanthony early,2016
2015-16,Cliff Alexander,1626146,-0.01,219.0,-0.66,240.0,36.0,-0.65,262.0,cliff alexander,2016
2015-16,Clint Capela,203991,1.54,38.5,1.79,43.5,1471.0,0.26,102.0,clint capela,2016
2015-16,Cody Zeller,203469,1.99,17.0,1.41,59.5,1774.0,-0.58,246.5,cody zeller,2016
2015-16,Cole Aldrich,202332,2.93,5.0,1.98,39.0,800.0,-0.95,323.5,cole aldrich,2016
2015-16,Corey Brewer,201147,-1.03,403.0,-1.88,404.0,1669.0,-0.85,293.0,corey brewer,2016
2015-16,Cory Jefferson,203928,0.3,155.0,0.19,139.5,50.0,-0.11,157.5,cory jefferson,2016
2015-16,Cory Joseph,202709,-1.04,404.0,-0.53,222.0,2046.0,0.5,75.5,cory joseph,2016
2015-16,Coty Clarke,1626262,-0.46,313.5,-0.79,266.5,6.0,-0.33,203.5,coty clarke,2016
2015-16,Courtney Lee,201584,-0.18,255.5,-1.33,333.5,2334.0,-1.15,362.5,courtney lee,2016
2015-16,Cristiano Felicio,1626245,1.14,60.5,1.07,75.0,321.0,-0.07,146.5,cristiano felicio,2016
2015-16,DAngelo Russell,1626156,-2.04,462.0,-3.11,465.5,2259.0,-1.07,349.0,d'angelo russell,2016
2015-16,DJ Augustin,201571,-1.62,447.5,-1.65,377.5,1178.0,-0.03,135.5,d.j. augustin,2016
2015-16,Dahntay Jones,2563,-0.25,269.0,-0.93,284.0,42.0,-0.68,270.0,dahntay jones,2016
2015-16,Damian Lillard,203081,-1.44,436.0,1.79,43.5,2676.0,3.23,9.0,damian lillard,2016
2015-16,Damien Inglis,203996,0.05,209.5,-1.24,324.5,156.0,-1.29,387.5,damien inglis,2016
2015-16,Damjan Rudez,204014,-0.78,366.5,-2.01,416.5,277.0,-1.23,381.0,damjan rudez,2016
2015-16,Danilo Gallinari,201568,-0.11,242.0,2.23,28.0,1839.0,2.34,15.0,danilo gallinari,2016
2015-16,Danny Green,201980,1.92,21.0,2.12,31.5,2061.0,0.2,109.5,danny green,2016
2015-16,Dante Cunningham,201967,0.08,198.0,-1.9,406.0,1971.0,-1.97,450.0,dante cunningham,2016
2015-16,Darrell Arthur,201589,0.19,174.5,-1.42,348.0,1516.0,-1.6,428.5,darrell arthur,2016
2015-16,Darren Collison,201954,-1.53,441.5,-0.26,188.5,2219.0,1.27,44.0,darren collison,2016
2015-16,Darrun Hilliard,1626199,-0.36,291.0,-1.2,319.0,383.0,-0.84,290.0,darrun hilliard,2016
2015-16,David Lee,101135,0.72,100.5,-0.15,178.0,903.0,-0.87,298.0,david lee,2016
2015-16,David West,2561,1.88,24.0,1.64,51.0,1404.0,-0.24,187.5,david west,2016
2015-16,DeAndre Jordan,201599,3.15,3.0,4.53,8.0,2598.0,1.38,39.0,deandre jordan,2016
2015-16,DeJuan Blair,201971,0.31,153.5,-1.85,398.5,218.0,-2.15,456.0,dejuan blair,2016
2015-16,Delon Wright,1626153,-0.9,389.5,-0.94,286.5,229.0,-0.04,138.0,delon wright,2016
2015-16,DeMar DeRozan,201942,-1.14,409.5,0.74,93.0,2804.0,1.88,27.0,demar derozan,2016
2015-16,DeMarcus Cousins,202326,1.61,31.0,3.11,15.0,2246.0,1.49,35.5,demarcus cousins,2016
2015-16,DeMarre Carroll,201960,0.46,131.0,-0.05,167.0,786.0,-0.51,233.5,demarre carroll,2016
2015-16,Dennis Schroder,203471,0.02,214.0,0.85,88.0,1621.0,0.82,63.0,dennis schroder,2016
2015-16,Deron Williams,101114,-1.09,407.0,-1.19,317.5,2106.0,-0.1,152.5,deron williams,2016
2015-16,Derrick Favors,202324,1.69,28.0,2.12,31.5,1983.0,0.43,83.5,derrick favors,2016
2015-16,Derrick Rose,201565,-2.27,471.0,-2.64,452.0,2098.0,-0.37,209.5,derrick rose,2016
2015-16,Derrick Williams,202682,-1.05,405.0,-0.55,228.5,1435.0,0.5,75.5,derrick williams,2016
2015-16,Devin Booker,1626164,-2.36,472.0,-3.11,465.5,2108.0,-0.74,278.5,devin booker,2016
2015-16,Devin Harris,2734,0.26,159.5,0.12,145.5,1280.0,-0.14,170.5,devin harris,2016
2015-16,Devyn Marble,203906,-0.17,253.5,-1.49,357.0,249.0,-1.32,393.0,devyn marble,2016
2015-16,Dewayne Dedmon,203473,1.4,44.0,-0.28,192.0,705.0,-1.68,436.0,dewayne dedmon,2016
2015-16,Dion Waiters,203079,-1.47,438.5,-1.47,356.0,2152.0,0.0,132.5,dion waiters,2016
2015-16,Dirk Nowitzki,1717,0.72,100.5,1.88,40.0,2364.0,1.16,48.0,dirk nowitzki,2016
2015-16,Donald Sloan,202388,-0.6,340.0,-0.65,237.0,1318.0,-0.05,141.5,donald sloan,2016
2015-16,Donatas Motiejunas,202700,-0.89,387.5,-2.04,419.0,547.0,-1.15,362.5,donatas motiejunas,2016
2015-16,Doug McDermott,203926,-1.36,429.5,-2.88,457.5,1860.0,-1.52,417.0,doug mcdermott,2016
2015-16,Draymond Green,203110,2.77,8.0,5.18,5.0,2808.0,2.41,13.0,draymond green,2016
2015-16,Drew Gooden,2400,0.06,206.0,-1.23,322.0,305.0,-1.3,389.0,drew gooden,2016
2015-16,Duje Dukan,1626251,-0.1,239.0,-0.14,177.0,24.0,-0.04,138.0,duje dukan,2016
2015-16,Dwight Howard,2730,1.57,34.5,1.82,42.0,2280.0,0.25,103.5,dwight howard,2016
2015-16,Dwight Powell,203939,0.89,82.0,-0.11,173.0,992.0,-1.0,335.0,dwight powell,2016
2015-16,Dwyane Wade,2548,-1.16,411.0,-0.04,165.5,2258.0,1.12,50.0,dwyane wade,2016
2015-16,ETwaun Moore,202734,-0.82,376.0,-2.17,430.0,1263.0,-1.34,396.0,e'twaun moore,2016
2015-16,Ed Davis,202334,1.22,53.5,1.51,52.0,1684.0,0.29,96.0,ed davis,2016
2015-16,Edy Tavares,204002,-0.54,331.0,-1.39,343.0,73.0,-0.85,293.0,edy tavares,2016
2015-16,Elfrid Payton,203901,0.25,162.5,0.45,113.0,2145.0,0.2,109.5,elfrid payton,2016
2015-16,Elijah Millsap,202407,0.0,216.0,-0.53,222.0,173.0,-0.52,236.0,elijah millsap,2016
2015-16,Elliot Williams,202343,-0.15,250.5,-0.45,214.0,45.0,-0.3,197.5,elliot williams,2016
2015-16,Elton Brand,1882,0.93,76.0,-0.63,235.0,225.0,-1.56,422.0,elton brand,2016
2015-16,Emmanuel Mudiay,1626144,-0.9,389.5,-1.81,395.0,2068.0,-0.91,311.5,emmanuel mudiay,2016
2015-16,Enes Freedom,202683,-1.42,434.5,0.7,96.0,1721.0,2.12,21.0,enes freedom,2016
2015-16,Eric Bledsoe,202339,1.25,50.0,2.37,26.0,1059.0,1.11,51.0,eric bledsoe,2016
