Season,Player,NBA_ID,D-LEBRON,D_LEBRON_Rank,LEBRON,LEBRON_Rank,Minutes,O-LEBRON,O_LEBRON_Rank,player_name,year
2017-18,Tyler Ulis,1627755,-0.68,412.5,-1.65,440.0,1658.0,-0.97,379.0,tyler ulis,2018
2017-18,Tyler Zeller,203092,0.74,98.5,-0.48,238.0,1113.0,-1.23,422.0,tyler zeller,2018
2017-18,Tyreke Evans,201936,-1.1,474.0,1.12,67.0,1607.0,2.21,22.0,tyreke evans,2018
2017-18,Tyrone Wallace,1627820,-1.16,481.0,-2.05,482.5,851.0,-0.9,364.0,tyrone wallace,2018
2017-18,Tyson Chandler,2199,0.9,85.0,-0.82,304.0,1151.0,-1.72,483.0,tyson chandler,2018
2017-18,Tyus Jones,1626145,0.28,157.0,0.87,89.0,1467.0,0.59,86.0,tyus jones,2018
2017-18,Udonis Haslem,2617,-0.29,294.5,-0.89,313.0,72.0,-0.59,293.5,udonis haslem,2018
2017-18,Vander Blue,203505,0.03,214.0,-0.61,259.0,45.0,-0.63,302.5,vander blue,2018
2017-18,Victor Oladipo,203506,1.6,26.0,3.59,15.0,2552.0,1.99,26.0,victor oladipo,2018
2017-18,Vince Carter,1713,0.43,132.5,-0.85,307.5,1026.0,-1.28,429.5,vince carter,2018
2017-18,Vincent Hunter,1626205,-0.02,233.0,0.09,154.5,7.0,0.12,115.0,vincent hunter,2018
2017-18,Wade Baldwin IV,1627735,-0.18,270.5,-0.77,288.5,80.0,-0.59,293.5,wade baldwin iv,2018
2017-18,Walt Lemon Jr,1627215,-0.59,390.0,-1.07,346.0,35.0,-0.48,269.0,walt lemon jr.,2018
2017-18,Wayne Ellington,201961,-1.46,508.0,-0.45,233.0,2041.0,1.01,60.0,wayne ellington,2018
2017-18,Wayne Selden,1627782,-1.98,528.5,-3.28,530.0,691.0,-1.3,432.0,wayne selden,2018
2017-18,Wes Iwundu,1628411,0.51,123.5,-1.01,335.5,1020.0,-1.52,454.0,wes iwundu,2018
2017-18,Wesley Johnson,202325,1.51,31.5,-0.6,257.0,1486.0,-2.12,510.5,wesley johnson,2018
2017-18,Wesley Matthews,202083,-0.11,251.5,-0.77,288.5,2131.0,-0.65,307.0,wesley matthews,2018
2017-18,Will Barton,203115,-0.82,438.0,0.24,138.0,2683.0,1.06,54.0,will barton,2018
2017-18,Willie Cauley-Stein,1626161,1.38,37.5,0.38,125.0,2044.0,-1.0,383.0,willie cauley-stein,2018
2017-18,Willie Reed,203186,1.16,59.0,0.5,113.5,428.0,-0.66,310.0,willie reed,2018
2017-18,Willy Hernangomez,1626195,0.81,94.5,0.62,99.0,494.0,-0.19,184.0,willy hernangomez,2018
2017-18,Wilson Chandler,201163,-0.08,247.0,-1.43,411.5,2346.0,-1.35,437.0,wilson chandler,2018
2017-18,Xavier Munford,204098,-0.59,390.0,-0.96,330.0,21.0,-0.37,242.5,xavier munford,2018
2017-18,Xavier Silas,202918,-0.41,334.5,-0.5,241.5,7.0,-0.09,153.0,xavier silas,2018
2017-18,Yogi Ferrell,1627812,0.0,225.5,-0.42,226.5,2281.0,-0.42,251.5,yogi ferrell,2018
2017-18,Zach Collins,1628380,0.19,175.5,-1.97,479.0,1046.0,-2.16,517.5,zach collins,2018
2017-18,Zach LaVine,203897,-0.55,379.5,0.47,118.0,656.0,1.01,60.0,zach lavine,2018
2017-18,Zach Randolph,2216,-0.74,423.5,-1.3,390.0,1508.0,-0.56,286.0,zach randolph,2018
2017-18,Zaza Pachulia,2585,1.33,44.0,0.37,127.0,972.0,-0.95,375.5,zaza pachulia,2018
2017-18,Zhou Qi,1627753,-0.33,312.5,-1.9,470.0,124.0,-1.58,467.0,zhou qi,2018
2018-19,Aaron Gordon,203932,0.86,86.5,0.27,131.5,2633.0,-0.59,276.0,aaron gordon,2019
2018-19,Aaron Holiday,1628988,-0.97,451.5,-1.92,450.0,646.0,-0.95,348.0,aaron holiday,2019
2018-19,Abdel Nader,1627846,-0.75,415.5,-3.36,520.0,694.0,-2.61,520.0,abdel nader,2019
2018-19,Al Horford,201143,1.01,69.5,1.3,59.0,1973.0,0.29,105.0,al horford,2019
2018-19,Al-Farouq Aminu,202329,1.44,35.5,1.3,59.0,2292.0,-0.14,155.0,al-farouq aminu,2019
2018-19,Alan Williams,1626210,-0.02,231.0,0.08,139.5,26.0,0.11,118.5,alan williams,2019
2018-19,Alec Burks,202692,-0.66,400.5,-0.96,303.5,1375.0,-0.31,198.5,alec burks,2019
2018-19,Alex Abrines,203518,-0.65,397.0,-2.76,507.5,588.0,-2.12,504.0,alex abrines,2019
2018-19,Alex Caruso,1627936,-0.17,267.5,-0.32,195.5,531.0,-0.14,155.0,alex caruso,2019
2018-19,Alex Len,203458,0.28,159.0,-0.32,195.5,1544.0,-0.6,280.5,alex len,2019
2018-19,Alex Poythress,1627816,0.02,219.5,-1.41,382.0,305.0,-1.43,430.5,alex poythress,2019
2018-19,Alfonzo McKinnie,1628035,-0.65,397.0,-1.59,410.0,1003.0,-0.94,345.5,alfonzo mckinnie,2019
2018-19,Alize Johnson,1628993,-0.64,392.5,-1.29,365.0,64.0,-0.65,290.5,alize johnson,2019
2018-19,Allen Crabbe,203459,-0.44,337.0,-2.14,475.0,1133.0,-1.7,465.5,allen crabbe,2019
2018-19,Allonzo Trier,1629019,-2.2,518.0,-3.91,525.0,1458.0,-1.71,468.0,allonzo trier,2019
2018-19,Amile Jefferson,1628518,0.11,198.5,-0.3,187.0,68.0,-0.41,230.5,amile jefferson,2019
2018-19,Amir Johnson,101161,0.34,149.0,-1.04,324.5,529.0,-1.38,417.0,amir johnson,2019
2018-19,Andre Drummond,203083,2.42,8.0,2.54,28.0,2647.0,0.12,117.0,andre drummond,2019
2018-19,Andre Iguodala,2738,1.39,42.5,1.41,55.0,1578.0,0.02,128.0,andre iguodala,2019
2018-19,Andre Ingram,201281,-0.1,250.5,-0.24,179.5,15.0,-0.14,155.0,andre ingram,2019
2018-19,Andrew Bogut,101106,0.1,200.0,-1.38,373.5,134.0,-1.48,440.5,andrew bogut,2019
2018-19,Andrew Harrison,1626150,0.05,212.0,-0.9,294.5,186.0,-0.96,350.0,andrew harrison,2019
2018-19,Andrew Wiggins,203952,-1.56,503.5,-1.73,425.5,2543.0,-0.16,161.0,andrew wiggins,2019
2018-19,Anfernee Simons,1629014,-1.07,465.5,-1.84,439.0,140.0,-0.77,311.5,anfernee simons,2019
2018-19,Angel Delgado,1629116,-0.19,272.5,-0.31,191.0,15.0,-0.12,151.0,angel delgado,2019
2018-19,Ante Zizic,1627790,0.16,186.5,-1.24,357.5,1082.0,-1.4,422.0,ante zizic,2019
2018-19,Anthony Davis,203076,2.35,9.0,6.77,2.0,1850.0,4.41,4.0,anthony davis,2019
2018-19,Anthony Tolliver,201229,-0.44,337.0,-1.52,392.0,1067.0,-1.08,370.0,anthony tolliver,2019
2018-19,Antonio Blakeney,1628469,-1.83,513.0,-3.54,522.5,829.0,-1.72,470.5,antonio blakeney,2019
2018-19,Aron Baynes,203382,0.87,83.5,-0.69,260.0,821.0,-1.57,452.0,aron baynes,2019
2018-19,Austin Rivers,203085,-1.08,467.5,-2.16,477.0,2028.0,-1.07,367.0,austin rivers,2019
2018-19,Avery Bradley,202340,-1.3,494.0,-3.54,522.5,1905.0,-2.24,510.0,avery bradley,2019
2018-19,Bam Adebayo,1628389,2.6,5.0,1.26,62.5,1913.0,-1.34,412.0,bam adebayo,2019
2018-19,Ben McLemore,203463,-0.26,281.0,-1.07,333.0,158.0,-0.81,322.0,ben mclemore,2019
2018-19,Ben Simmons,1627732,0.42,137.5,1.69,45.0,2700.0,1.26,43.5,ben simmons,2019
2018-19,Billy Garrett,1628656,0.06,208.5,-0.31,191.0,63.0,-0.37,220.5,billy garrett,2019
2018-19,Bismack Biyombo,202687,0.77,96.5,-1.08,337.0,783.0,-1.86,488.0,bismack biyombo,2019
2018-19,BJ Johnson,1629168,-0.13,259.0,-0.6,239.0,49.0,-0.47,245.5,bj johnson,2019
2018-19,Blake Griffin,201933,0.34,149.0,1.81,38.0,2622.0,1.47,35.0,blake griffin,2019
2018-19,Boban Marjanovic,1626246,0.42,137.5,1.36,56.0,681.0,0.94,62.0,boban marjanovic,2019
2018-19,Bobby Portis,1626171,-0.52,362.0,-1.01,314.0,1298.0,-0.49,251.5,bobby portis,2019
2018-19,Bogdan Bogdanovic,203992,-0.87,434.5,-0.86,288.5,1947.0,0.01,130.0,bogdan bogdanovic,2019
2018-19,Bojan Bogdanovic,202711,-0.87,434.5,-0.2,172.5,2573.0,0.67,81.0,bojan bogdanovic,2019
2018-19,Bonzie Colson,1629045,-0.76,420.0,-0.97,306.5,98.0,-0.21,176.5,bonzie colson,2019
2018-19,Brad Wanamaker,202954,-0.61,386.0,-0.85,286.0,343.0,-0.24,186.0,brad wanamaker,2019
2018-19,Bradley Beal,203078,-1.2,478.0,1.13,72.5,3028.0,2.33,19.0,bradley beal,2019
2018-19,Brandon Goodwin,1629164,-0.47,347.0,-0.97,306.5,57.0,-0.5,254.0,brandon goodwin,2019
2018-19,Brandon Ingram,1627742,-1.13,473.0,-1.55,397.0,1760.0,-0.42,232.5,brandon ingram,2019
2018-19,Brandon Knight,202688,-0.42,330.0,-1.73,425.5,737.0,-1.31,407.0,brandon knight,2019
2018-19,Brandon Sampson,1629102,-0.27,284.5,-2.01,460.5,214.0,-1.74,475.0,brandon sampson,2019
2018-19,Brook Lopez,201572,3.06,4.0,2.88,26.0,2322.0,-0.18,166.5,brook lopez,2019
2018-19,Bruce Brown,1628971,0.81,91.0,-2.32,484.0,1449.0,-3.14,526.0,bruce brown,2019
2018-19,Bruno Caboclo,203998,0.16,186.5,-0.63,248.0,800.0,-0.8,319.0,bruno caboclo,2019
2018-19,Bryn Forbes,1627854,0.28,159.0,-0.83,284.0,2292.0,-1.12,379.5,bryn forbes,2019
2018-19,Buddy Hield,1627741,-1.45,501.0,-0.13,163.5,2615.0,1.32,40.5,buddy hield,2019
2018-19,CJ Williams,203710,-0.54,365.5,-1.94,453.0,128.0,-1.4,422.0,c.j. williams,2019
2018-19,Caleb Swanigan,1628403,-0.21,274.0,-1.86,440.0,178.0,-1.66,461.0,caleb swanigan,2019
2018-19,Cam Reynolds,1629244,-0.78,425.0,-1.6,413.0,259.0,-0.82,324.0,cam reynolds,2019
2018-19,Cameron Payne,1626166,-0.28,289.0,-1.91,448.5,712.0,-1.63,456.5,cameron payne,2019
2018-19,Caris LeVert,1627747,-0.44,337.0,0.43,120.5,1063.0,0.87,67.5,caris levert,2019
2018-19,Carmelo Anthony,2546,-0.98,453.5,-1.88,444.5,294.0,-0.9,337.5,carmelo anthony,2019
2018-19,Cedi Osman,1626224,-1.21,480.0,-2.62,499.5,2444.0,-1.41,426.0,cedi osman,2019
2018-19,Chandler Hutchison,1628990,0.45,130.0,-2.22,480.0,895.0,-2.66,523.0,chandler hutchison,2019
2018-19,Chandler Parsons,202718,-0.45,343.0,-2.0,458.5,496.0,-1.54,447.0,chandler parsons,2019
2018-19,Channing Frye,101112,-0.1,250.5,-0.93,300.0,341.0,-0.83,327.5,channing frye,2019
2018-19,Chasson Randle,1626184,-1.24,486.0,-1.83,437.5,743.0,-0.59,276.0,chasson randle,2019
2018-19,Cheick Diallo,1627767,0.6,114.5,-1.06,330.0,896.0,-1.66,461.0,cheick diallo,2019
2018-19,Chimezie Metu,1629002,-0.29,294.5,-1.8,435.5,145.0,-1.51,444.5,chimezie metu,2019
2018-19,Chris Boucher,1628449,0.24,168.0,-0.12,161.5,163.0,-0.36,214.5,chris boucher,2019
2018-19,Chris Chiozza,1629185,-0.71,409.0,-1.08,337.0,33.0,-0.37,220.5,chris chiozza,2019
2018-19,Chris Paul,101108,1.08,60.0,3.01,23.0,1857.0,1.93,26.5,chris paul,2019
2018-19,Christian Wood,1626174,0.07,206.0,-0.11,160.0,250.0,-0.18,166.5,christian wood,2019
2018-19,CJ McCollum,203468,-0.76,420.0,0.87,94.0,2375.0,1.63,31.0,cj mccollum,2019
2018-19,CJ Miles,101139,-1.01,457.5,-2.13,473.0,856.0,-1.12,379.5,cj miles,2019
2018-19,Clint Capela,203991,0.71,104.0,1.77,40.0,2249.0,1.06,56.0,clint capela,2019
2018-19,Cody Zeller,203469,0.94,75.5,0.34,127.0,1243.0,-0.61,283.0,cody zeller,2019
2018-19,Collin Sexton,1629012,-2.3,519.5,-3.63,524.0,2605.0,-1.34,412.0,collin sexton,2019
2018-19,Corey Brewer,201147,0.62,112.0,0.04,144.5,492.0,-0.58,272.5,corey brewer,2019
2018-19,Cory Joseph,202709,1.36,44.0,1.27,61.0,2063.0,-0.09,145.5,cory joseph,2019
2018-19,Courtney Lee,201584,0.25,165.5,-0.62,244.5,428.0,-0.86,331.5,courtney lee,2019
2018-19,Cristiano Felicio,1626245,-1.22,483.0,-2.54,494.0,746.0,-1.33,409.0,cristiano felicio,2019
2018-19,DAngelo Russell,1626156,-0.63,388.5,1.15,70.5,2448.0,1.79,29.0,d'angelo russell,2019
2018-19,DJ Augustin,201571,-0.3,298.0,0.4,124.5,2269.0,0.7,77.5,d.j. augustin,2019
2018-19,DJ Wilson,1628391,0.34,149.0,-0.36,198.5,882.0,-0.7,300.5,d.j. wilson,2019
2018-19,Dairis Bertans,1629541,-0.91,440.5,-2.4,486.0,167.0,-1.49,442.5,dairis bertans,2019
2018-19,Damian Jones,1627745,1.17,57.5,-0.56,233.0,410.0,-1.73,473.0,damian jones,2019
2018-19,Damian Lillard,203081,-0.42,330.0,4.75,6.0,2838.0,5.17,2.0,damian lillard,2019
2018-19,Damion Lee,1627814,-1.18,476.5,-2.2,478.5,375.0,-1.02,357.5,damion lee,2019
2018-19,Damyean Dotson,1628422,-1.78,512.0,-3.32,519.0,2004.0,-1.54,447.0,damyean dotson,2019
2018-19,Daniel Hamilton,1627772,-0.25,278.5,-1.26,360.5,204.0,-1.01,356.0,daniel hamilton,2019
2018-19,Daniel Theis,1628464,0.96,73.0,1.13,72.5,908.0,0.18,111.5,daniel theis,2019
2018-19,Danilo Gallinari,201568,0.02,219.5,2.32,29.0,2059.0,2.3,20.0,danilo gallinari,2019
2018-19,Danny Green,201980,0.88,81.5,1.05,80.0,2216.0,0.16,115.0,danny green,2019
2018-19,Dante Cunningham,201967,0.68,106.0,-1.4,378.5,928.0,-2.09,500.5,dante cunningham,2019
2018-19,Dante Exum,203957,-0.46,346.0,-0.8,278.5,664.0,-0.34,207.5,dante exum,2019
2018-19,Danuel House Jr,1627863,-1.25,488.0,-1.59,410.0,979.0,-0.33,204.0,danuel house jr.,2019
2018-19,Dario Saric,203967,-0.63,388.5,-0.67,256.5,2010.0,-0.03,133.0,dario saric,2019
2018-19,Darius Miller,203121,-2.09,515.5,-2.42,488.5,1758.0,-0.33,204.0,darius miller,2019
2018-19,Darren Collison,201954,-0.13,259.0,0.48,115.5,2143.0,0.61,86.5,darren collison,2019
2018-19,Daryl Macon,1629133,-0.38,319.5,-0.89,292.0,90.0,-0.51,257.5,daryl macon,2019
2018-19,David Nwaba,1628021,0.82,90.0,-0.31,191.0,984.0,-1.13,383.0,david nwaba,2019
2018-19,Davis Bertans,202722,1.23,51.0,1.08,78.0,1632.0,-0.16,161.0,davis bertans,2019
2018-19,Davon Reed,1628432,-0.6,384.0,-1.06,330.0,47.0,-0.45,238.0,davon reed,2019
2018-19,DeAaron Fox,1628368,-0.05,239.0,1.11,74.0,2546.0,1.15,52.5,de'aaron fox,2019
2018-19,DeAnthony Melton,1629001,0.97,72.0,-0.91,297.5,984.0,-1.87,489.5,de'anthony melton,2019
2018-19,Deandre Ayton,1629028,0.2,177.5,-0.45,214.0,2183.0,-0.65,290.5,deandre ayton,2019
2018-19,DeAndre Jordan,201599,1.3,46.5,-0.81,280.5,2047.0,-2.11,503.0,deandre jordan,2019
2018-19,DeAndre Bembry,1627761,0.26,162.5,-1.87,442.0,1931.0,-2.14,505.5,deandre' bembry,2019
2018-19,Delon Wright,1626153,0.37,145.0,0.85,96.0,1698.0,0.49,95.0,delon wright,2019
2018-19,DeMar DeRozan,201942,0.55,118.5,1.06,79.0,2688.0,0.51,94.0,demar derozan,2019
2018-19,DeMarcus Cousins,202326,1.39,42.5,2.09,33.0,771.0,0.7,77.5,demarcus cousins,2019
2018-19,DeMarre Carroll,201960,-0.29,294.5,-0.12,161.5,1703.0,0.17,113.5,demarre carroll,2019
2018-19,Demetrius Jackson,1627743,-0.59,380.5,-0.95,302.0,39.0,-0.36,214.5,demetrius jackson,2019
2018-19,Deng Adel,1629061,0.37,145.0,-1.4,378.5,194.0,-1.77,481.0,deng adel,2019
2018-19,Dennis Schroder,203471,-1.32,496.0,-0.87,290.5,2314.0,0.45,98.0,dennis schroder,2019
2018-19,Dennis Smith Jr,1628372,-0.5,357.5,-1.93,451.0,1508.0,-1.44,434.0,dennis smith jr.,2019
2018-19,Derrick Favors,202324,2.1,14.0,2.98,24.0,1766.0,0.87,67.5,derrick favors,2019
2018-19,Derrick Jones Jr,1627884,0.32,153.0,-0.02,154.0,1153.0,-0.34,207.5,derrick jones jr.,2019
2018-19,Derrick Rose,201565,-2.09,515.5,-0.77,270.0,1380.0,1.32,40.5,derrick rose,2019
2018-19,Derrick White,1628401,1.44,35.5,0.94,89.5,1728.0,-0.5,254.0,derrick white,2019
2018-19,DeVaughn Akoon-Purcell,1629152,-0.4,323.5,-0.79,275.0,22.0,-0.39,226.0,devaughn akoon-purcell,2019
2018-19,Devin Booker,1626164,-3.46,526.0,-1.53,394.5,2230.0,1.93,26.5,devin booker,2019
2018-19,Devin Harris,2734,-0.55,368.0,-0.47,217.5,1071.0,0.08,121.0,devin harris,2019
2018-19,Devin Robinson,1628421,0.12,196.0,-0.2,172.5,95.0,-0.32,201.5,devin robinson,2019
2018-19,Devonte Graham,1628984,-1.04,462.5,-0.61,242.0,676.0,0.43,100.0,devonte' graham,2019
2018-19,Dewayne Dedmon,203473,1.59,27.0,0.49,114.0,1609.0,-1.1,375.5,dewayne dedmon,2019
2018-19,Deyonta Davis,1627738,0.18,180.5,-0.62,244.5,118.0,-0.8,319.0,deyonta davis,2019
2018-19,Dillon Brooks,1628415,-0.57,372.0,-2.32,484.0,330.0,-1.75,477.0,dillon brooks,2019
2018-19,Dion Waiters,203079,-0.65,397.0,-1.08,337.0,1138.0,-0.43,234.5,dion waiters,2019
2018-19,Dirk Nowitzki,1717,-0.42,330.0,-0.9,294.5,795.0,-0.47,245.5,dirk nowitzki,2019
2018-19,DJ Stephens,203474,-0.19,272.5,-0.59,235.5,7.0,-0.4,228.5,dj stephens,2019
2018-19,Domantas Sabonis,1627734,1.19,55.0,1.82,37.0,1838.0,0.63,84.0,domantas sabonis,2019
2018-19,Donatas Motiejunas,202700,-0.28,289.0,-0.7,262.0,13.0,-0.43,234.5,donatas motiejunas,2019
2018-19,Donovan Mitchell,1628378,0.18,180.5,1.18,67.5,2598.0,1.0,59.0,donovan mitchell,2019
2018-19,Donte DiVincenzo,1628978,-0.26,281.0,-1.39,376.0,411.0,-1.14,386.5,donte divincenzo,2019
2018-19,Donte Grantham,1629055,-0.56,370.0,-0.76,268.5,2.0,-0.2,172.5,donte grantham,2019
2018-19,Dorian Finney-Smith,1627827,-0.42,330.0,-1.2,352.5,1985.0,-0.78,314.5,dorian finney-smith,2019
2018-19,Doug McDermott,203926,-0.9,438.5,-2.0,458.5,1340.0,-1.1,375.5,doug mcdermott,2019
2018-19,Dragan Bender,1627733,0.0,223.5,-1.8,435.5,826.0,-1.81,482.0,dragan bender,2019
2018-19,Draymond Green,203110,2.5,6.5,1.09,76.0,2065.0,-1.41,426.0,draymond green,2019
2018-19,Drew Eubanks,1629234,0.08,204.0,-1.27,362.5,113.0,-1.35,414.0,drew eubanks,2019
2018-19,Duncan Robinson,1629130,-0.59,380.5,-1.58,407.0,161.0,-0.99,354.5,duncan robinson,2019
2018-19,Dusty Hannahs,1628605,-0.31,299.5,-0.67,256.5,26.0,-0.36,214.5,dusty hannahs,2019
2018-19,Dwayne Bacon,1628407,-0.82,431.5,-1.76,432.0,759.0,-0.94,345.5,dwayne bacon,2019
2018-19,Dwight Howard,2730,0.86,86.5,-0.5,222.0,230.0,-1.36,415.5,dwight howard,2019
2018-19,Dwight Powell,203939,0.53,121.0,1.65,47.0,1662.0,1.12,54.0,dwight powell,2019
2018-19,Dwyane Wade,2548,-1.77,511.0,-1.96,455.5,1885.0,-0.2,172.5,dwyane wade,2019
2018-19,Dzanan Musa,1629058,-0.04,236.0,0.0,148.5,39.0,0.05,124.0,dzanan musa,2019
2018-19,ETwaun Moore,202734,-1.57,505.0,-2.76,507.5,1463.0,-1.19,392.5,e'twaun moore,2019
2018-19,Ed Davis,202334,2.1,14.0,1.18,67.5,1446.0,-0.91,339.5,ed davis,2019
2018-19,Edmond Sumner,1628410,-0.94,444.5,-2.6,498.0,210.0,-1.66,461.0,edmond sumner,2019
2018-19,Ekpe Udoh,202327,1.67,24.5,0.77,99.0,320.0,-0.9,337.5,ekpe udoh,2019
2018-19,Elfrid Payton,203901,0.08,204.0,0.27,131.5,1250.0,0.18,111.5,elfrid payton,2019
2018-19,Elie Okobo,1629059,-0.96,449.0,-2.91,512.0,958.0,-1.96,492.0,elie okobo,2019
2018-19,Emanuel Terry,1629150,-0.22,275.0,-0.27,183.0,23.0,-0.05,138.0,emanuel terry,2019
2018-19,Emmanuel Mudiay,1626144,-1.86,514.0,-2.81,511.0,1607.0,-0.95,348.0,emmanuel mudiay,2019
2018-19,Enes Freedom,202683,-0.42,330.0,1.55,50.0,1640.0,1.96,24.0,enes freedom,2019
2018-19,Eric Bledsoe,202339,1.05,62.5,3.52,15.0,2272.0,2.47,18.0,eric bledsoe,2019
2018-19,Eric Gordon,201569,-1.07,465.5,0.45,117.5,2158.0,1.52,33.0,eric gordon,2019
2018-19,Eric Moreland,203961,-0.44,337.0,-1.19,350.0,43.0,-0.75,309.0,eric moreland,2019
2018-19,Ersan Ilyasova,101141,0.75,99.5,0.56,110.0,1231.0,-0.2,172.5,ersan ilyasova,2019
2018-19,Evan Fournier,203095,0.06,208.5,0.15,137.0,2553.0,0.09,120.0,evan fournier,2019
2018-19,Evan Turner,202323,0.13,193.5,-0.52,229.0,1606.0,-0.65,290.5,evan turner,2019
2018-19,Frank Kaminsky,1626163,-0.39,322.0,0.32,128.5,755.0,0.71,75.5,frank kaminsky,2019
2018-19,Frank Mason,1628412,-0.68,405.0,-1.03,319.5,435.0,-0.35,210.5,frank mason iii,2019
2018-19,Frank Ntilikina,1628373,0.22,173.5,-2.11,471.5,904.0,-2.33,515.0,frank ntilikina,2019
2018-19,Fred VanVleet,1627832,0.05,212.0,0.74,100.5,1760.0,0.69,79.5,fred vanvleet,2019
2018-19,Furkan Korkmaz,1627788,-0.49,353.5,-0.46,215.5,679.0,0.03,125.5,furkan korkmaz,2019
2018-19,Garrett Temple,202066,0.49,125.0,-1.56,399.0,2041.0,-2.05,495.0,garrett temple,2019
2018-19,Gary Clark,1629109,-0.32,302.0,-1.56,399.0,641.0,-1.25,398.5,gary clark,2019
2018-19,Gary Harris,203914,-0.75,415.5,-0.9,294.5,1639.0,-0.15,157.5,gary harris,2019
2018-19,Gary Payton II,1627780,-0.18,270.0,-0.36,198.5,16.0,-0.19,169.5,gary payton ii,2019
2018-19,Gary Trent Jr,1629018,-0.55,368.0,-1.26,360.5,111.0,-0.71,304.0,gary trent jr.,2019
2018-19,George Hill,201588,0.15,189.5,0.06,141.5,1302.0,-0.09,145.5,george hill,2019
2018-19,George King,1628994,-0.35,309.5,-0.37,200.0,6.0,-0.03,133.0,george king,2019
2018-19,Georges Niang,1627777,-1.39,499.0,-1.88,444.5,516.0,-0.49,251.5,georges niang,2019
2018-19,Gerald Green,101123,-2.3,519.5,-2.03,462.5,1473.0,0.27,109.0,gerald green,2019
2018-19,Giannis Antetokounmpo,203507,3.11,3.0,7.44,1.0,2358.0,4.33,5.0,giannis antetokounmpo,2019
2018-19,Glenn Robinson,203922,0.51,122.5,-1.75,430.0,610.0,-2.26,511.0,glenn robinson iii,2019
2018-19,Goran Dragic,201609,-0.37,315.0,0.18,136.0,991.0,0.56,88.5,goran dragic,2019
2018-19,Gordon Hayward,202330,0.43,134.0,0.95,87.5,1863.0,0.52,92.5,gordon hayward,2019
2018-19,Gorgui Dieng,203476,1.43,37.5,0.04,144.5,1031.0,-1.39,419.0,gorgui dieng,2019
2018-19,Grayson Allen,1628960,-2.1,517.0,-3.09,517.0,416.0,-0.99,354.5,grayson allen,2019
2018-19,Greg Monroe,202328,-0.32,302.0,-1.05,328.0,480.0,-0.72,306.0,greg monroe,2019
2018-19,Guerschon Yabusele,1627824,-0.88,436.5,-1.66,419.0,251.0,-0.78,314.5,guerschon yabusele,2019
2018-19,Hamidou Diallo,1628977,-0.77,423.0,-2.32,484.0,526.0,-1.56,451.0,hamidou diallo,2019
2018-19,Harrison Barnes,203084,-1.31,495.0,-1.96,455.5,2533.0,-0.65,290.5,harrison barnes,2019
2018-19,Harry Giles,1628385,-0.37,315.0,-2.08,466.5,820.0,-1.71,468.0,harry giles iii,2019
2018-19,Hassan Whiteside,202355,2.22,11.0,3.18,20.0,1674.0,0.96,60.0,hassan whiteside,2019
2018-19,Haywood Highsmith,1629312,-0.67,402.5,-1.15,344.5,40.0,-0.48,249.5,haywood highsmith,2019
2018-19,Henry Ellenson,1627740,0.21,175.5,-0.26,182.0,259.0,-0.47,245.5,henry ellenson,2019
2018-19,Ian Clark,203546,-1.7,510.0,-2.74,505.5,973.0,-1.04,359.5,ian clark,2019
2018-19,Ian Mahinmi,101133,1.32,45.0,0.08,139.5,498.0,-1.24,396.0,ian mahinmi,2019
2018-19,Ike Anigbogu,1628387,-0.63,388.5,-0.98,310.0,6.0,-0.36,214.5,ike anigbogu,2019
2018-19,Iman Shumpert,202697,-0.38,319.5,-1.83,437.5,1481.0,-1.45,437.5,iman shumpert,2019
2018-19,Isaac Bonga,1629067,0.17,183.0,-0.54,231.0,120.0,-0.7,300.5,isaac bonga,2019
2018-19,Isaac Humphries,1629353,-0.16,265.0,-0.62,244.5,56.0,-0.47,245.5,isaac humphries,2019
2018-19,Isaiah Briscoe,1628515,-0.06,241.0,-2.68,504.0,559.0,-2.63,521.0,isaiah briscoe,2019
2018-19,Isaiah Canaan,203477,-1.21,480.0,-2.66,502.5,628.0,-1.44,434.0,isaiah canaan,2019
2018-19,Isaiah Hartenstein,1628392,0.26,162.5,-1.57,403.0,221.0,-1.83,485.0,isaiah hartenstein,2019
2018-19,Isaiah Hicks,1628439,0.24,168.0,-0.07,157.5,32.0,-0.31,198.5,isaiah hicks,2019
2018-19,Isaiah Thomas,202738,-1.14,474.0,-1.53,394.5,181.0,-0.39,226.0,isaiah thomas,2019
2018-19,Ish Smith,202397,-0.8,429.0,-1.42,384.5,1251.0,-0.62,284.0,ish smith,2019
2018-19,Ivan Rabb,1628397,0.39,142.0,-1.02,316.0,721.0,-1.41,426.0,ivan rabb,2019
2018-19,Ivica Zubac,1627826,1.02,67.5,-0.22,175.0,1039.0,-1.24,396.0,ivica zubac,2019
2018-19,JJ Barea,200826,-0.92,442.0,0.99,83.0,752.0,1.91,28.0,j.j. barea,2019
2018-19,JP Macura,1629122,-0.05,239.0,-0.41,207.5,17.0,-0.36,214.5,j.p. macura,2019
2018-19,Jabari Parker,203953,-0.65,397.0,-1.99,457.0,1724.0,-1.33,409.0,jabari parker,2019
2018-19,Jacob Evans,1628980,-0.94,444.5,-3.05,516.0,204.0,-2.1,502.0,jacob evans,2019
2018-19,Jae Crowder,203109,0.0,223.5,0.69,106.0,2166.0,0.69,79.5,jae crowder,2019
