RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Transition Shot Creation,Avg Speed Offense,Avg Speed Defense,Movement Speed Rating,Offensive Transition Frequency Impact,Transition Frequency Impact,Perimeter Isolation Defense,Stable And 1s Per 75,Post Defense,Screen Assists Per 75 Possessions,Transition Shot Creation_percentile,Avg Speed Offense_percentile,Avg Speed Defense_percentile,Movement Speed Rating_percentile,Offensive Transition Frequency Impact_percentile,Transition Frequency Impact_percentile,Perimeter Isolation Defense_percentile,Stable And 1s Per 75_percentile,Post Defense_percentile,Screen Assists Per 75 Possessions_percentile,Finishing Talent,Screening Talent,Usage Rate,True Usage,Stable True Usage%,Defensive Playmaking,Finishing Talent_percentile,Screening Talent_percentile,Usage Rate_percentile,True Usage_percentile,Stable True Usage%_percentile,Defensive Playmaking_percentile
454,2015-16,Duje Dukan,24,SAC,24,Too Few Games,Low Minute,Helper,-1.1,4.8,4.61,0.26,-0.08,-0.26,-0.39,0.3,-0.2,0,21.33,79.4,98.82,82.66,41.73,24.74,51.01,51.93,59.83,0,-2.12,-0.48,17.7,26,30.09,2.07,0.02,34.12,49.61,51.03,58.56,24.63
455,2020-21,Axel Toupane,28,MIL,61,Garbage Time,Low Minute,Point of Attack,-0.8,5.2,4.18,0.66,0.19,0.19,-0.34,0.39,,0,37.91,97.99,83.23,98.47,72.76,73.87,53.49,75.56,,0,-0.91,-0.05,9.7,15.14,19.01,4.2,15.25,56.96,2.95,16.59,6.74,91.55
456,2016-17,Axel Toupane,24,MIL/NOP,47,Too Few Games,Low Minute,Chaser,-1.13,4.89,4.27,0.35,0.04,0.02,-0.75,0.3,,0,19.8,86.96,91.12,89.97,58.88,60.95,30.45,51.93,,0,-2.04,-0.19,8.5,12.77,18.64,3.49,0.74,49.5,1.49,15.49,5.94,77.41
457,2015-16,Axel Toupane,23,DEN,305,Rotation,Stationary Shooter,Wing Stopper,-0.63,4.63,4.19,0.08,0.14,0.3,-0.46,0.35,-0.37,0,46.91,58.01,84.36,60.64,68.88,79.33,47.12,66.52,49.82,0,-1.24,0.45,12,18.94,19.47,2.09,5.13,78.99,8.97,22.89,8.06,25.12
458,2016-17,Maurice Ndour,24,NYK,331,Rotation,Roll + Cut Big,Helper,-1.24,4.77,4.32,0.3,0.3,0.03,-0.82,0.34,-0.26,1.6,14.08,76.44,93.69,86.46,79.43,61.92,27.03,63.4,56.15,80.04,-0.64,0.28,14.3,21.87,22.99,3.97,35.41,72.95,22.34,33.2,23.44,88.4
459,2015-16,Salah Mejri,29,DAL,397,Rotation,Roll + Cut Big,Anchor Big,-1.24,4.4,4.15,-0.07,-0.29,-0.41,-0.54,0.25,0.42,0.29,14.08,26.94,80.06,37.57,23.11,17.45,41.95,38.83,82.16,50.15,0,0.45,14,19.72,20.51,3.72,72.65,78.99,20.36,24.92,11.51,83.15
460,2016-17,Salah Mejri,30,DAL,905,Rotation,Roll + Cut Big,Anchor Big,-1.58,4.22,4.18,-0.25,-0.89,-1.08,0.22,0.32,2.02,4.81,3.09,11.75,83.23,16.08,2.1,2.42,74.56,58,98.15,93.93,-0.41,1.29,10.6,15.28,16.11,4.86,51.96,94.64,4.5,16.76,1.61,97.15
461,2017-18,Salah Mejri,31,DAL,729,Rotation,Roll + Cut Big,Anchor Big,-1.09,4.49,4.23,0.02,-0.58,-0.5,0.32,0.26,0.05,7.15,22,37.96,88.31,51.42,8.35,14.04,77.25,41.45,70.83,99.2,-0.03,1.95,12.8,19,19.48,5.14,71.31,98.34,12.9,23.08,8.11,98.39
462,2018-19,Salah Mejri,32,DAL,399,Rotation,Stretch Big,Anchor Big,-1.18,4.33,3.93,-0.21,-0.04,-0.06,0.51,0.36,0.32,4.81,17.04,19.35,43.39,19.87,46.74,38.16,81.7,69.69,79.74,93.93,-0.34,0.6,15.8,24.42,25.28,4.04,56.38,83.36,33.55,44.09,35.41,89.34
463,2017-18,Malcolm Miller,24,TOR,126,Garbage Time,Movement Shooter,Chaser,-1.29,4.88,4.53,0.24,-0.31,-0.69,-0.07,0.25,-0.59,0.59,11.72,86.02,98.33,80.57,21.7,8.23,65.54,38.83,34.66,66.65,-0.8,0.32,12.1,16.83,19.47,2.73,22.8,74.51,9.36,18.6,8.06,45.26
464,2018-19,Malcolm Miller,25,TOR,67,Garbage Time,Low Minute,Helper,-1.05,5.02,4.27,0.48,0.03,-0.13,-0.71,0.29,,0.52,24.29,94.25,91.12,95.73,57.41,32.48,32.81,49.24,,63.96,-0.78,-0.03,18.5,21.36,25.37,2.5,24.34,58.36,55.59,31.19,35.82,36.59
465,2019-20,Malcolm Miller,26,TOR,162,Garbage Time,Off Screen Shooter,Chaser,-1.47,4.68,4.29,-0.05,-0.24,-0.3,-0.89,0.23,-0.27,1.55,5.53,65.11,92.33,40.17,26.82,22.62,23.67,33.81,55.55,79.8,-0.85,0.17,9.6,14.61,16.58,3.06,18.96,68.84,2.76,16.17,2.2,60.09
466,2015-16,Coty Clarke,23,BOS,6,Too Few Games,Low Minute,Anchor Big,-1.06,3.95,4.36,-0.59,0,0.02,,0.32,,0,23.62,2.42,95.15,2.1,52.72,60.95,,58,,0,-2.12,0.21,35.5,45.45,35.16,2.12,0.02,70.31,99.2,93.29,76.44,25.89
467,2015-16,JJ O'Brien,23,UTA,6,Too Few Games,Low Minute,Chaser,,3.34,4.46,-1.2,-0.02,-0.03,-0.17,0.32,,0,,0.26,97.18,0.26,49.57,40.97,61.5,58,,0,-2.12,,7.7,7.14,26.84,2.24,0.02,,1.08,14.87,43.58,28.98
468,2015-16,Marcelo Huertas,32,LAL,869,Rotation,Primary Ball Handler,Point of Attack,0.1,4.83,4.08,0.16,0.22,0.23,-0.22,0.28,-0.68,0,74.77,82.13,69.77,71.7,74.64,76.2,59.41,46.45,29.14,0,-0.89,0.12,16.3,41.2,41.15,1.95,16.27,66.5,37.51,88.79,88.27,22.14
469,2016-17,Marcelo Huertas,33,LAL,237,Garbage Time,Secondary Ball Handler,Point of Attack,0.55,4.99,4.12,0.36,0.09,-0.22,-0.26,0.26,-0.77,0.61,85.6,92.96,75.96,90.56,64.6,27.06,57.37,41.45,23.99,67.45,-0.74,-0.06,17,38.51,39.02,3.57,27.69,56.52,43.57,85.12,84.94,79.77
470,2018-19,Jordan Sibert,26,ATL,4,Too Few Games,Low Minute,Chaser,,4.35,3.49,-0.19,-0.05,-0.04,-1.57,0.35,,9.38,,21.55,2.66,21.92,45.69,39.97,3.5,66.52,,99.9,-2.01,-0.05,10.2,12.5,28.11,3.04,1.39,56.96,3.64,15.39,49.93,59.18
471,2017-18,Jacob Pullen,28,PHI,6,Too Few Games,Low Minute,Point of Attack,,4.27,3.67,-0.27,0,0.01,-1.72,0.34,,0,,14.66,9.44,14.4,52.72,59.84,1.99,63.4,,0,-2.04,,21.3,35.71,33.41,3.11,0.74,,72.95,80.14,71.12,62.94
472,2017-18,Jonathan Gibson,30,BOS,40,Too Few Games,Low Minute,Chaser,-0.85,4.59,4.17,0.05,-0.01,0.01,-0.49,0.31,-0.31,0,35.12,52.57,82.22,56.19,51.19,59.84,45.34,54.78,53.31,0,-0.4,0.49,29,38.82,38.08,2.82,52.62,80.44,94.63,85.54,82.79,48.95
473,2016-17,Jonathan Gibson,29,DAL,231,Garbage Time,Primary Ball Handler,Point of Attack,0.03,4.89,3.89,0.22,-0.13,-0.14,-0.06,0.27,-0.76,0.16,72.5,86.96,35.68,78.48,36.09,31.77,65.91,44.06,24.58,41.32,-0.58,0.46,26.3,44.63,44.44,2.87,39.4,79.26,90.3,92.47,92.35,50.98
474,2016-17,Malcolm Delaney,27,ATL,1248,Rotation,Primary Ball Handler,Point of Attack,0.71,4.5,3.82,-0.17,0.17,0.32,0.32,0.17,-1.25,0.45,88.69,39.16,24.06,24.42,71.19,79.97,77.25,22.04,5.97,60.38,-1.04,-1.97,18.3,39.19,39.21,3.33,9.48,1.67,54.15,86.13,85.24,71.95
475,2017-18,Malcolm Delaney,28,ATL,1014,Key Rotation,Primary Ball Handler,Chaser,-0.27,4.57,3.89,-0.1,-0.43,-0.19,0.1,0.28,-0.43,0.37,61.99,49.97,35.68,33.16,14.76,28.55,71.06,46.45,45.55,55.43,-0.68,-0.21,16.9,35.93,37.06,3.47,32.52,48.27,42.72,80.75,80.64,76.89
476,2017-18,Walt Lemon Jr.,25,NOP,35,Too Few Games,Low Minute,Point of Attack,-0.75,5.13,4.68,0.59,0.04,-0.1,-0.19,0.42,-0.17,0,40.57,97.09,99.14,97.88,58.88,34.77,60.58,80.3,61.6,0,-0.04,-0.62,26.4,39.62,40.64,3.07,70.94,27.63,90.44,86.68,87.54,60.69
477,2018-19,Walt Lemon Jr.,26,CHI,167,Too Few Games,Slasher,Point of Attack,0.86,4.7,3.98,-0.1,0.17,0.38,-0.45,0.46,-0.43,0,91.01,67.58,52.85,33.16,71.19,82.21,47.7,85.42,45.55,0,1.55,-0.6,26.6,45.75,45.02,3.89,96.16,28.41,90.96,93.62,93.01,87
478,2015-16,Alex Stepheson,28,LAC/MEM,72,Too Few Games,Low Minute,Helper,-0.42,4.1,4.25,-0.44,0.02,-0.38,-0.38,0.45,-0.38,0,56.22,5.95,89.87,5.3,55.85,18.73,51.5,84.32,48.96,0,0.37,0.06,19.8,24.33,25.76,2.47,83.8,63.44,64.74,43.77,38,35.44
479,2017-18,Briante Weber,25,HOU/MEM,237,Garbage Time,Secondary Ball Handler,Point of Attack,-0.2,5.03,4.53,0.4,-0.13,-0.3,-0.17,0.2,-0.7,0.46,64.72,94.72,98.33,92.46,36.09,22.62,61.5,27.26,27.96,60.9,-0.76,0.15,11.7,26.68,27.55,4.68,25.96,67.97,7.77,53.56,47.46,96.01
480,2015-16,Briante Weber,23,MEM/MIA,169,Too Few Games,Primary Ball Handler,Point of Attack,-0.66,4.66,4.38,-0.01,0.16,-0.11,0.14,0.22,,0,45.35,62.34,95.79,46.28,70.37,34.03,72.15,31.29,,0,-0.74,0.06,13.2,29.36,29.78,2.34,27.69,63.44,15.18,62.88,57.3,31.93
481,2016-17,Briante Weber,24,GSW/CHO,205,Garbage Time,Secondary Ball Handler,Point of Attack,0.61,4.8,4.51,0.17,-0.26,-0.26,-0.78,0.36,-1.03,0.59,86.72,79.4,98.08,72.87,25.14,24.74,28.8,69.69,11.84,66.65,-0.4,-0.54,16.3,29.85,30.64,4.89,52.62,31.4,37.51,64.28,61.04,97.28
482,2018-19,Julian Washburn,27,MEM,254,Garbage Time,Movement Shooter,Wing Stopper,-0.79,4.32,4.12,-0.32,0,0.04,-0.17,0.2,-0.06,0,38.53,18.59,75.96,11.12,52.72,62.95,61.5,27.26,66.82,0,-0.73,-1.52,10,18.3,19.71,3.27,28.42,4.97,3.37,21.45,8.95,69.47
483,2024-25,Ben Simmons,28,BRK/LAC,1120,Key Rotation,Shot Creator,Helper,0.89,4.27,3.71,-0.19,0.28,0.52,0.2,0.21,0.37,2.83,91.42,14.66,12.15,21.92,78.45,86.59,73.98,29.21,80.93,85.61,-1.2,1.08,13.2,37.95,33.23,4.04,5.64,92.16,15.18,84.22,70.51,89.34
484,2017-18,Ben Simmons,21,PHI,2732,Star,Shot Creator,Wing Stopper,1.11,5.12,3.94,0.66,0.73,0.85,0.92,0.34,-0.06,0.81,94.02,96.93,45.28,98.47,93.5,93.72,88.99,63.4,66.82,72.34,1.91,-0.55,22.3,50.74,51.77,4.4,97.48,30.92,77.29,97.25,97.7,94.06
485,2018-19,Ben Simmons,22,PHI,2700,Star,Post Scorer,Wing Stopper,2.01,4.7,3.66,0.35,1.83,0.86,-0.46,0.58,-0.86,1.75,99.02,67.58,8.85,89.97,99.86,93.93,47.12,93.41,19.16,80.81,1.74,1.35,22.1,46.75,48.11,3.75,96.85,95.3,76.37,94.48,95.67,83.72
486,2019-20,Ben Simmons,23,PHI,2017,Star,Shot Creator,Wing Stopper,1.86,4.34,3.67,-0.12,1.71,1.36,1.78,0.42,0.19,1.33,98.63,20.46,9.44,30.63,99.68,98.09,96.57,80.3,75.79,78.47,1.69,2.28,20.9,46.74,46.95,5.05,96.72,99.32,70.94,94.45,94.79,97.96
487,2020-21,Ben Simmons,24,PHI,1877,Star,Shot Creator,Point of Attack,2.25,4.47,3.77,0.01,1.77,1.36,1.08,0.46,-0.71,1.81,99.47,35.23,17.78,49.74,99.75,98.09,91.1,85.42,27.21,81.16,0.85,0.98,20.2,42.41,42.26,4.67,91.23,90.69,67.1,90.25,89.93,95.95
488,2022-23,Ben Simmons,26,BRK,1105,Key Rotation,Shot Creator,Wing Stopper,0.47,4.32,3.58,-0.14,0.98,1.33,0.43,0.3,0.82,3.91,84.18,18.59,4.89,27.86,96.6,97.92,79.92,51.93,89.37,90.04,-0.76,2.06,14.3,34.87,34.84,4.41,25.96,98.7,22.34,78.48,75.73,94.16
489,2023-24,Ben Simmons,27,BRK,359,Key Rotation,Shot Creator,Wing Stopper,0.01,4.49,3.67,0.03,0.8,1.07,1.19,0.23,0.17,4.47,71.9,37.96,9.44,53.1,94.6,96.17,92.44,33.81,75.16,92.35,0.12,2.08,13,34.32,34.49,3.79,77.18,98.79,14.1,77.06,74.68,84.67
490,2019-20,Dragan Bender,22,MIL/GSW,286,Garbage Time,Stretch Big,Anchor Big,-1.59,4.55,3.81,0.01,-0.48,-0.31,-0.45,0.31,-0.47,4.03,2.89,47.02,22.78,49.74,12.05,21.95,47.7,54.78,42.66,90.51,-0.87,-0.14,17.7,27.25,28.05,2.79,17.7,52.21,49.61,55.62,49.68,47.79
491,2016-17,Dragan Bender,19,PHO,574,Rotation,Movement Shooter,Helper,-1.1,4.91,3.92,0.27,0.38,0.95,-0.99,0.21,-1.11,1.48,21.33,88.41,40.93,83.89,83.7,94.94,19.32,29.21,9.52,79.52,-0.82,-0.22,14.4,20.74,21.59,2.83,21.45,47.63,23.1,28.56,16.01,49.43
492,2017-18,Dragan Bender,20,PHO,2069,Starter,Stationary Shooter,Helper,-1.53,4.86,3.84,0.31,0.3,-0.07,-0.28,0.12,0.53,2.24,4.1,84.61,27.1,87.44,79.43,37.37,56.41,16.25,84.5,83.17,-0.89,-0.81,12.7,20.57,21.08,1.9,16.27,20.21,12.29,27.78,13.83,21.26
493,2018-19,Dragan Bender,21,PHO,826,Rotation,Stretch Big,Helper,-1.17,4.56,3.77,0.02,0.31,0.16,-0.36,0.41,-0.04,1.85,17.5,48.64,17.78,51.42,80.01,71.92,52.51,78.8,67.66,81.39,-0.29,-1.86,13.4,20.92,20.98,2.36,59.14,2.24,16.44,29.43,13.47,32.35
494,2017-18,Domantas Sabonis,21,IND,1810,Key Rotation,Post Scorer,Mobile Big,-1.07,4.71,4.06,0.36,0.37,0.06,-0.78,0.58,2.01,5.85,23.1,69.32,66.53,90.56,83.16,64.66,28.8,93.41,98.11,97.12,0.19,1.63,22.1,33.58,33.69,2.47,79.21,97.04,76.37,75.03,72.21,35.44
495,2018-19,Domantas Sabonis,22,IND,1838,Key Rotation,Post Scorer,Mobile Big,-0.14,4.55,3.91,0.2,-0.44,-0.31,-0.86,0.76,-0.05,6.13,66.93,47.02,38.92,76.33,14.15,21.95,25.17,98.06,67.2,97.8,1.82,1.76,23.5,37.14,37.06,2.47,97.14,97.49,82.09,82.72,80.64,35.44
496,2019-20,Domantas Sabonis,23,IND,2159,Star,Post Scorer,Anchor Big,-0.67,4.38,3.8,0.03,0.03,-0.07,-0.42,0.52,0.65,7.5,44.84,24.73,21.56,53.1,57.41,37.37,49.35,90.27,86.88,99.46,1.01,1.65,23.3,38.47,38.38,2.21,92.87,97.11,81.36,85.03,83.7,28.08
497,2020-21,Domantas Sabonis,24,IND,2232,Star,Post Scorer,Helper,-0.44,4.58,3.85,0.23,-0.01,-0.09,-0.15,0.67,0.63,6.45,55.41,51.29,28.89,79.67,51.19,35.75,62.45,96.38,86.48,98.38,2.25,0.22,24.1,42.39,42.27,3.08,98.41,70.63,84.58,90.22,89.96,61.2
498,2016-17,Domantas Sabonis,20,OKC,1631,Key Rotation,Versatile Big,Mobile Big,-1.44,4.8,3.79,0.49,0.8,1.36,-0.89,0.23,-0.82,2.07,6.4,79.4,20.54,95.95,94.6,98.09,23.67,33.81,21.32,82.52,-0.91,-1.02,15.4,23.63,23.66,2.66,15.25,13.99,30.33,40.69,27.18,42.49
499,2021-22,Domantas Sabonis,25,IND/SAC,2136,Star,Post Scorer,Mobile Big,-0.02,4.43,3.94,0.08,0.03,0.07,0.43,0.68,1.39,5.88,71.03,30.37,45.28,60.64,57.41,65.58,79.92,96.72,94.75,97.22,2.04,0.37,22.3,39.48,39.72,2.62,97.9,76.32,77.29,86.49,86.05,40.82
500,2022-23,Domantas Sabonis,26,SAC,2736,Star,Post Scorer,Mobile Big,0.58,4.58,3.93,0.23,0.5,1.1,-1.01,0.6,1.11,5.76,86.24,51.29,43.39,79.67,88.12,96.41,18.35,94.2,92.77,96.91,1.99,0.72,21.3,42.15,42.12,2.48,97.71,86.11,72.95,89.8,89.71,35.89
501,2023-24,Domantas Sabonis,27,SAC,2928,Star,Post Scorer,Mobile Big,0.33,4.51,3.93,0.16,0.45,0.85,0.22,0.68,2.32,6.1,80.76,40.53,43.39,71.7,86.39,93.72,74.56,96.72,98.98,97.76,1.63,0.31,22.2,43.22,43.04,2.7,96.45,74.08,76.88,91.15,90.86,44.14
502,2024-25,Domantas Sabonis,28,SAC,2429,Star,Roll + Cut Big,Mobile Big,-0.34,4.51,3.92,0.04,0.45,1.12,0.43,0.49,3.99,6.31,59.1,40.53,40.93,54.52,86.39,96.63,79.92,88.26,99.98,98.13,1.99,1.06,21.6,38.37,33.67,2.32,97.71,91.73,74.19,84.9,72.16,31.31
503,2025-26,Domantas Sabonis,29,SAC,564,Starter,Roll + Cut Big,Mobile Big,0.07,4.54,4.19,0.07,0.45,0.23,0.98,0.5,2.35,0,73.85,45.7,84.36,59.3,86.39,76.2,89.62,89.05,99.01,0,0.97,1.41,23,37.89,32.84,1.74,92.5,95.78,80.31,84.15,69.28,18.37
504,2016-17,Wade Baldwin IV,20,MEM,405,Rotation,Slasher,Point of Attack,0.77,4.96,4.24,0.16,0.36,-0.15,-0.45,0.21,-0.76,0.19,89.65,91.45,89,71.7,82.77,31.19,47.7,29.21,24.58,43.33,-0.44,-0.14,19.1,39.3,39.57,3.74,49.73,52.21,59.75,86.22,85.88,83.56
505,2017-18,Wade Baldwin IV,21,POR,80,Too Few Games,Low Minute,Point of Attack,-0.15,5.11,4.53,0.57,0.02,0.1,0.52,0.46,-0.37,1.84,66.6,96.82,98.33,97.66,55.85,67.94,81.84,85.42,49.82,81.32,-0.16,-0.48,16.1,22.94,26.97,3.18,65.89,34.12,35.93,37.6,44.25,65.91
506,2018-19,Wade Baldwin IV,22,POR,94,Garbage Time,Low Minute,Point of Attack,-0.16,5,4.35,0.46,-0.04,-0.14,-0.57,0.36,,0,66.26,93.39,94.81,95.03,46.74,31.77,40.42,69.69,,0,-0.28,-0.2,23.3,40.62,41.25,2.96,59.8,48.88,81.36,88.1,88.44,55.31
507,2022-23,Malik Beasley,26,UTA/LAL,2093,Starter,Off Screen Shooter,Chaser,-0.3,4.24,3.63,-0.49,-0.41,-1.18,-1.37,0.2,-0.91,0.52,60.66,12.95,7.18,3.8,15.9,1.69,6.93,27.26,17.08,63.96,-0.75,-0.55,21.1,29.55,29.28,2.42,26.79,30.92,71.94,63.54,55.11,34.11
508,2023-24,Malik Beasley,27,MIL,2337,Starter,Movement Shooter,Point of Attack,-0.89,4.37,4.05,-0.27,0.3,0.5,1.32,0.08,-1.06,0.32,32.84,23.42,65,14.4,79.43,85.96,93.56,14.36,10.91,52.21,-0.74,-0.08,14.6,20.41,20.52,2.2,27.69,55.63,24.53,27.16,11.54,27.85
509,2019-20,Malik Beasley,23,DEN/MIN,1209,Rotation,Movement Shooter,Chaser,0.06,4.66,3.82,0.02,0.05,-0.37,-0.25,0.19,-0.82,0.12,73.49,62.34,24.06,51.42,60.34,19.06,57.81,25.48,21.32,39.13,-0.08,-0.36,21.8,29.9,29.95,2.88,69.58,40.12,75.12,64.48,57.97,51.54
510,2020-21,Malik Beasley,24,MIN,1214,Starter,Off Screen Shooter,Chaser,0.43,4.84,3.81,0.11,-0.65,-0.69,-0.44,0.33,-0.85,0.44,83.16,82.85,22.78,65.14,6.21,8.23,48.22,60.87,19.62,59.78,-0.56,-0.37,24,34.33,34.18,2.24,41.2,39.55,84.22,77.09,73.54,28.98
511,2021-22,Malik Beasley,25,MIN,1976,Key Rotation,Off Screen Shooter,Low Activity,-0.53,4.48,3.74,-0.25,0.26,-0.13,-0.74,0.09,-0.67,0.18,51.58,36.46,14.88,16.08,77.37,32.48,31.06,14.63,29.78,42.69,-1.16,0.04,19.4,27.54,27.31,1.84,6.19,62.31,61.88,56.62,46.01,20.09
512,2016-17,Malik Beasley,20,DEN,165,Garbage Time,Off Screen Shooter,Chaser,0.69,4.85,4.03,0.12,0.14,0.24,0,0.22,-0.19,0,88.37,83.67,62.01,66.7,68.88,76.62,68.05,31.29,60.51,0,0.06,-0.03,22,29.92,31.69,3.28,75.3,58.36,75.91,64.57,65.12,69.91
513,2017-18,Malik Beasley,21,DEN,583,Garbage Time,Movement Shooter,Low Activity,-0.36,4.78,4.18,0.14,0.08,0.06,-0.95,0.24,-0.48,0.06,58.21,77.61,83.23,69.2,63.57,64.66,20.87,36.28,41.78,36.85,-0.53,-0.66,16.2,22.38,22.58,2.63,43.45,25.87,36.66,35.44,21.16,41.26
