RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,3PT Shot Making,Midrange Shot Making,3PT Pull Up Talent,Midrange Pull Up Talent,Pull-Up Shooting Talent,Off-Ball Shot Making,Floater Talent,Putback Scoring Impact Per 75 Possessions,Passing Creation Quality,High Value Assists Per 75 Possessions,3PT Shot Making_percentile,Midrange Shot Making_percentile,3PT Pull Up Talent_percentile,Midrange Pull Up Talent_percentile,Pull-Up Shooting Talent_percentile,Off-Ball Shot Making_percentile,Floater Talent_percentile,Putback Scoring Impact Per 75 Possessions_percentile,Passing Creation Quality_percentile,High Value Assists Per 75 Possessions_percentile,Lob Passing Creation Rate,Perimeter Isolation Defense,Pickpocket Rating,Stable Recovered Blocks%,Passing Lane Defense,Off-Ball Chaser Defense,Ball Screen Navigation,Post Defense,Lob Passing Creation Rate_percentile,Perimeter Isolation Defense_percentile,Pickpocket Rating_percentile,Stable Recovered Blocks%_percentile,Passing Lane Defense_percentile,Off-Ball Chaser Defense_percentile,Ball Screen Navigation_percentile,Post Defense_percentile
3859,2017-18,Aaron Brooks,33,MIN,189,Garbage Time,Secondary Ball Handler,Point of Attack,0,0.07,0.48,0.1,0.25,0.07,0.08,0,-0.83,2.36,61.14,73.54,89.88,79.23,83.41,70.12,78.83,21.65,13.61,57.15,0.09,-0.83,0.58,58.4,2.51,-0.57,0.25,-0.64,40.28,26.64,80.06,71.6,58.6,39.79,67.01,31.5
3860,2015-16,Aaron Brooks,31,CHI,1108,Rotation,Primary Ball Handler,Point of Attack,0.38,0.4,1.05,0.96,1.04,0.2,1.41,0,-1.09,4.92,85.55,85.91,94.7,92.48,93.53,77.87,95.23,21.65,7.92,87.39,0.26,-0.07,0.55,55.98,0.48,0.74,0.07,-1.38,82.58,65.54,77.74,16.88,19.93,82.36,61.09,3.72
3861,2015-16,Arron Afflalo,30,NYK,2371,Starter,Shot Creator,Wing Stopper,0.61,1.76,-0.07,1.46,1.21,1.02,-0.7,0,-1.17,1.73,89.99,97.39,77.32,95.7,94.57,95.25,30.18,21.65,6.87,40.68,0.13,-0.21,0.18,55.98,0.23,0.83,-0.88,-1.26,56.04,59.88,30.22,16.88,17.95,84.58,19.35,5.77
3862,2017-18,Arron Afflalo,32,ORL,682,Rotation,Versatile Big,Low Activity,0.09,-0.13,-0.56,-0.32,-0.42,0.02,-0.74,0,-0.07,1.39,73.61,43.56,42.37,61.59,53.91,64.46,26.93,21.65,59.68,30.99,0.04,-1.52,0.06,57.87,0.61,0.99,0.59,-0.81,15.06,3.99,23.92,52.21,22.37,88.04,77.18,21.87
3863,2016-17,Arron Afflalo,31,SAC,1580,Key Rotation,Shot Creator,Wing Stopper,0.52,0.34,-0.37,0.09,-0.01,0.45,-0.32,0,-0.63,1.51,88.39,84.56,62,79.03,76.32,86.33,62.63,21.65,19.86,34.11,0.04,0.79,0.05,56.85,1.29,1.73,0.7,-0.67,15.06,87.17,23.8,24.44,33.81,97.57,79.44,29.78
3864,2015-16,Tiago Splitter,31,ATL,580,Rotation,Post Scorer,Anchor Big,0.01,-0.4,-0.93,-0.78,-0.7,-0.31,-0.94,-0.07,0.29,1.55,63.84,16.44,16.71,18.96,25.12,19.69,16.16,14.77,81.18,35.24,0.04,-0.81,0.19,57.18,1.1,-0.76,-0.93,2.31,15.06,27.58,31.19,31.48,31.48,33.14,15.83,98.92
3865,2016-17,Tiago Splitter,32,PHI,76,Too Few Games,Low Minute,Helper,-0.01,-0.13,-0.9,-0.59,-0.58,-0.05,-1.25,0,-0.18,0.97,57.78,43.56,19.08,39.64,38.74,47.39,3.4,21.65,45.72,22.11,0.11,-0.48,0.49,57.65,1.47,-1.16,,0.4,48.31,46,72.03,45.67,35.86,19.66,,81.61
3866,2015-16,Carl Landry,32,PHI,569,Rotation,Post Scorer,Anchor Big,0.13,0.34,-0.93,-0.57,-0.53,0.38,-0.58,0.66,-0.12,1.74,76.19,84.56,16.71,42.04,44.16,84.8,41.91,99.51,52.74,41.08,0.04,-1.3,0.65,57.91,0.13,-0.96,-0.82,-0.58,15.06,8.7,84.61,52.99,17.76,26.84,23.77,35.43
3867,2015-16,Josh McRoberts,28,MIA,595,Rotation,Shot Creator,Anchor Big,-0.26,-0.23,-0.58,-0.66,-0.62,-0.34,-0.5,0,-0.23,4.18,22.71,31.02,39.61,31.3,33.82,17.72,49.63,21.65,41.25,81.61,0.24,-1.72,0.32,57.12,0.84,-1.03,-0.84,0.04,80.72,1.99,49.63,29.79,26.85,24.38,22.47,70.46
3868,2016-17,Josh McRoberts,29,MIA,381,Rotation,Athletic Finisher,Anchor Big,0.15,-0.7,-0.9,-0.97,-0.9,-0.03,-0.67,0.52,-0.86,3.56,77.33,4.86,19.08,8.12,9.12,51.34,33.28,98.83,13.03,75.18,0.26,-0.29,0.41,56.91,3.11,-0.7,-0.79,0.07,82.58,55.82,62.72,25.44,72.78,35.16,25.82,71.49
3869,2017-18,Josh McRoberts,30,DAL,6,Too Few Games,Low Minute,Helper,-0.01,,-0.97,-1.75,-1.69,-0.01,-1.32,0,,0,57.78,,10.85,0.17,0.02,56.95,1.1,21.65,,0,0,-0.67,0,58.4,0,,,,0,35.06,0,71.6,0,,,
3870,2020-21,Marc Gasol,36,LAL,993,Rotation,Stretch Big,Anchor Big,0.11,-0.14,-0.71,-0.59,-0.63,0.17,-0.87,0,0.99,3.78,75.03,42.38,25.58,39.64,32.72,76.19,18.94,21.65,93.77,77.57,0.12,0.04,0.37,56.46,3.49,-1.31,-1.07,1.82,52.13,69.26,57.45,19.94,80.04,14.88,7.9,97.44
3871,2015-16,Marc Gasol,31,MEM,1791,Starter,Post Scorer,Anchor Big,0.16,1.61,-0.93,0.56,0.4,1.41,-0.04,-0.2,-0.52,3.32,77.77,96.92,16.71,88.2,86.34,97.58,74.95,6.16,24.12,72.55,0.11,-1.17,0.31,56.45,0.79,-0.95,-0.87,2.82,48.31,12.57,48.32,19.86,25.76,27.17,20.11,99.65
3872,2016-17,Marc Gasol,32,MEM,2531,Star,Shot Creator,Anchor Big,0.73,1.25,-0.52,1,0.76,0.67,-0.23,0.09,-0.26,4.75,91.64,95.35,47.49,92.96,91.3,90.93,67.72,88.71,38.99,86.26,0.01,-0.41,0.23,59.65,2.73,-0.88,-0.98,1.53,1.83,49.89,36.54,95.39,64.01,29.58,12.97,95.68
3873,2017-18,Marc Gasol,33,MEM,2408,Star,Versatile Big,Anchor Big,-0.3,-0.07,-0.71,-1.08,-1.04,0.39,-0.76,0.07,0.39,4.3,20,53.19,25.58,5.2,4.81,84.99,25.07,87.07,83.85,82.5,0.04,0.05,0.35,60.54,2.53,-1,-0.87,1.61,15.06,69.63,54.3,98.77,59.09,25.39,20.11,96.21
3874,2018-19,Marc Gasol,34,MEM/TOR,2436,Star,Versatile Big,Anchor Big,0,0.02,-0.63,-0.16,-0.35,-0.21,-0.38,-0.02,0.1,4.48,61.14,68.68,33.31,70.33,59.11,27.41,58.9,19.52,73.65,83.96,0.04,0.82,0.44,55.6,2.91,-1.13,-0.91,1.69,15.06,87.71,66.22,15.42,68.16,20.65,17.21,96.71
3875,2019-20,Marc Gasol,35,TOR,1161,Key Rotation,Versatile Big,Anchor Big,0.17,-0.27,-0.57,-0.11,-0.17,0.03,-1.02,0,0.23,4.12,78.2,26.66,40.81,72.61,70.13,65.99,14.23,21.65,79.23,80.94,0.08,-0.02,0.47,57.61,2.79,-1.52,-1.03,2.4,35.93,67.26,69.63,44.63,65.48,9.23,9.88,99.12
3876,2015-16,Ramon Sessions,29,WAS,1667,Rotation,Slasher,Point of Attack,-0.44,0.68,-0.39,0.99,0.64,-0.37,1.27,0,-0.56,4.04,12.6,90.42,60.32,92.82,89.79,16.12,94.25,21.65,22.57,80.2,0.05,0.25,0.24,57.18,0.77,0.44,-1.18,-1.03,20.75,75.26,37.9,31.48,25.42,73.61,4.42,11.84
3877,2017-18,Ramon Sessions,31,NYK/WAS,392,Garbage Time,Slasher,Point of Attack,-0.19,-0.63,-0.4,-0.49,-0.42,-0.13,0.11,0,-0.64,5.17,29.04,6.61,59.58,49.64,53.91,35.87,79.74,21.65,19.41,88.81,0.12,-0.49,0.19,58.33,3.24,-0.19,-0.34,-0.76,52.13,45.34,31.19,67.97,75.85,52.7,46.43,24.58
3878,2016-17,Ramon Sessions,30,CHO,811,Rotation,Slasher,Point of Attack,-0.2,-0.58,-0.11,-0.27,-0.23,-0.27,0.55,0,-2.49,4.25,27.78,8.08,75.52,64.68,66.84,22.18,88.02,21.65,0.16,82.08,0.03,0.35,0.32,58.02,2.83,0.67,-0.08,-1.07,8.63,77.98,49.63,56.25,66.35,80.43,55.64,10.56
3879,2016-17,Joel Anthony,34,SAS,122,Garbage Time,Athletic Finisher,Helper,,-0.07,-0.9,-0.82,-0.81,0.01,-0.61,0,-0.12,0.61,,53.19,19.08,15.89,14.66,62.33,38.98,21.65,52.74,18.7,0.09,-1.2,0,58.13,1.84,-1.17,-0.79,-0.45,40.28,11.55,0,60.61,42.08,19.29,25.82,44.13
3880,2015-16,Joel Anthony,33,DET,96,Garbage Time,Low Minute,Helper,,-0.04,-0.93,-0.8,-0.76,0,-1.34,0,-0.1,0.4,,58.48,16.71,17.45,18.75,59.83,0.27,21.65,55.56,17.82,0.1,-0.84,0,57.18,0.82,-1.45,-0.8,-0.48,44.41,26.25,0,31.48,26.46,11.08,25.08,41.78
3881,2015-16,C.J. Watson,31,ORL,656,Key Rotation,Primary Ball Handler,Point of Attack,-0.22,-0.48,-0.45,-0.56,-0.63,-0.14,-0.6,0,-1.76,3.3,25.84,12.04,55.15,43.06,32.72,34.48,40.08,21.65,1.86,72.31,0.08,-0.15,0.22,57.18,0.84,-0.07,-0.21,-0.84,35.93,62.45,35.37,31.48,26.85,56.68,50.98,20.2
3882,2016-17,C.J. Watson,32,ORL,1012,Rotation,Secondary Ball Handler,Chaser,-0.47,-0.19,0.34,-0.4,-0.16,-0.62,-0.63,0,-0.66,3.3,11.52,36.17,87.63,56.72,70.45,6.16,36.95,21.65,18.48,72.31,0.06,-0.22,0.41,57.84,4.69,1.62,0.81,-1.43,26.2,59.41,62.72,51.05,93.2,96.64,81.87,3.13
3883,2019-20,Anthony Tolliver,34,POR/SAC/MEM,872,Rotation,Movement Shooter,Helper,-0.07,0.05,-0.49,-0.69,-0.68,-0.09,-0.56,-0.16,-1.05,1.55,43.94,71.73,50.98,28.35,27.25,41.27,43.69,7.97,8.71,35.24,0.07,-0.03,0.25,59.52,1.39,-0.55,-0.64,0.04,31.08,66.92,39.36,94.52,34.97,40.47,35.03,70.46
3884,2018-19,Anthony Tolliver,33,MIN,1067,Rotation,Movement Shooter,Low Activity,0.48,-0.24,-0.46,-0.89,-0.82,0.2,-0.77,0,-0.63,0.97,87.6,29.76,54.25,11.59,13.86,77.87,24.36,21.65,19.86,22.11,0.03,-1.38,0.13,58.08,1.38,-0.43,-0.61,-0.51,8.63,6.78,26.22,58.05,34.9,44.29,36.41,40.17
3885,2020-21,Anthony Tolliver,35,PHI,99,Garbage Time,Low Minute,Helper,-0.03,-0.08,-0.66,-0.72,-0.74,-0.05,-0.6,0,0.07,1.08,51.8,51.62,29.99,24.98,20.65,47.39,40.08,21.65,72.2,23.8,0.12,-0.8,0.71,58.04,1.06,-1.04,-0.72,-0.25,52.13,27.99,87.78,56.73,30.93,23.98,30.63,56.83
3886,2016-17,Anthony Tolliver,31,SAC,1477,Key Rotation,Stationary Shooter,Helper,0.52,-0.22,-0.57,-0.71,-0.72,0.3,-0.38,-0.07,0.2,1.51,88.39,32.27,40.81,26.05,22.99,82.18,58.9,14.77,78,34.11,0.06,-0.97,0.15,56.46,2.54,-0.33,-0.73,-0.56,26.2,20.05,27.78,19.94,59.33,47.77,29.89,36.75
3887,2015-16,Anthony Tolliver,30,DET,1341,Rotation,Stationary Shooter,Anchor Big,0.13,-0.32,-0.59,-1.02,-0.98,-0.11,-1.02,0,-1.44,1.35,76.19,21.89,38.3,6.65,6.16,38.18,14.23,21.65,4.12,30.02,0.02,-1.2,0.11,57.07,0.63,-0.33,-0.79,-0.83,3.35,11.55,25.28,28.75,22.78,47.77,25.82,20.72
3888,2017-18,Anthony Tolliver,32,DET,1757,Key Rotation,Movement Shooter,Helper,1.52,-0.11,-0.66,-0.62,-0.71,1.3,-0.61,0.04,-0.52,1.48,97.77,46.39,29.99,36.21,24.17,97.19,38.98,84.27,24.12,33.15,0.06,-0.89,0.28,57.09,1.59,-0.83,-0.39,0.19,26.2,23.67,43.79,29.17,37.4,30.97,44.83,75.79
3889,2017-18,Andre Ingram,32,LAL,64,Too Few Games,Low Minute,Chaser,0.41,0.14,-0.64,-0.39,-0.47,0.41,-0.19,0,-0.07,2.66,86.2,78.26,32.09,57.46,50.1,85.42,69.23,21.65,59.68,62.4,0.13,0.06,1.61,58.51,1.07,-0.33,0.01,-0.32,56.04,69.87,98.94,76.43,31.08,47.77,59.16,52.86
3890,2018-19,Andre Ingram,33,LAL,15,Too Few Games,Low Minute,Chaser,-0.03,-0.04,-0.96,-0.64,-0.61,-0.04,-1.22,0,,0,51.8,58.48,13.05,33.6,35.32,49.42,5.53,21.65,,0,0,-1.66,2.34,57.28,2.34,-0.68,0.36,,0,2.5,99.51,33.78,53.93,35.95,70.7,
3891,2015-16,Michael Beasley,27,HOU,363,Rotation,Shot Creator,Helper,0.01,1.17,-0.56,1.8,1.31,0.31,0.56,0.37,0.14,1.31,63.84,94.78,42.37,97.05,94.99,82.56,88.19,97.34,75.85,28.85,0.12,-0.61,0.5,56.64,0.71,-0.85,-0.8,-0.42,52.13,38.32,73.12,21.71,24.38,30.44,25.08,46.27
3892,2018-19,Michael Beasley,30,LAL,277,Garbage Time,Shot Creator,Helper,-0.15,0.27,-0.43,1.02,0.68,0,0.64,-0.01,0.58,3.15,33.57,82.71,56.89,93.2,90.34,59.83,89.15,20.64,88.32,70.41,0.15,-0.9,0.39,57.82,3.25,-0.46,-0.74,-0.17,63.57,23.21,60.01,50.4,75.99,43.39,29.11,61.6
3893,2016-17,Michael Beasley,28,MIL,935,Rotation,Shot Creator,Helper,0.22,1.36,-0.65,1.19,0.82,0.5,1.31,0.04,-0.68,1.83,80.38,96.01,31.03,94.38,91.74,87.31,94.52,84.27,17.82,43.69,0.03,-0.52,0.16,57.66,3.12,-0.68,-0.2,-0.65,8.63,43.36,28.34,46.15,72.99,35.95,51.36,30.64
3894,2017-18,Michael Beasley,29,NYK,1653,Key Rotation,Post Scorer,Helper,0.25,1.71,-0.23,1.93,1.52,1.09,2.07,-0.15,0,2.23,81.45,97.29,70.57,97.39,95.9,95.93,97.46,8.71,67.15,54.52,0.04,0.04,0.29,59.84,2.75,-0.24,-0.78,0.42,15.06,69.26,45.34,96.53,64.47,51.08,26.58,82.16
3895,2015-16,O.J. Mayo,28,MIL,1090,Key Rotation,Movement Shooter,Chaser,-0.53,0.07,-0.38,-0.19,-0.38,-0.31,-0.72,0,-0.48,3.2,9.18,73.54,61.29,68.74,56.92,19.69,28.59,21.65,25.69,71.11,0.2,1.54,0.38,57.73,1.29,1.02,2.69,-0.53,76.08,95.14,58.74,47.9,33.81,88.65,99.4,38.73
3896,2023-24,Derrick Rose,35,MEM,399,Rotation,Slasher,Point of Attack,-0.02,-0.1,-0.07,0.2,0.26,-0.24,-0.31,0,-0.43,5.73,54.13,48.33,77.32,81.84,83.55,24.65,63.35,21.65,28.16,91.87,0.18,-0.58,0.36,58.45,1.73,-1.06,0.89,-0.86,72.17,39.78,55.88,74.81,39.8,23.24,83.7,19.16
3897,2017-18,Derrick Rose,29,CLE/MIN,419,Rotation,Primary Ball Handler,Point of Attack,-0.37,-0.63,-0.22,-0.31,-0.18,-0.4,-0.09,0,0.19,2.39,16.14,6.61,71.23,62.19,69.63,14.27,73,21.65,77.62,57.85,0.12,0.98,0.17,58.26,1.54,-0.07,2.49,-0.86,52.13,89.62,29.18,64.58,36.82,56.68,98.88,19.16
3898,2018-19,Derrick Rose,30,MIN,1380,Key Rotation,Shot Creator,Chaser,0.27,1.21,0.52,2.12,1.9,0.14,1.47,-0.16,-1,4.62,82.23,95.12,90.42,97.77,97.09,74.53,95.53,7.97,9.45,85.1,0.09,0.36,0.36,56.92,1.87,-0.19,-0.73,-0.91,40.28,78.25,55.88,25.71,42.68,52.7,29.89,17.08
3899,2016-17,Derrick Rose,28,NYK,2082,Starter,Shot Creator,Point of Attack,-0.5,1.63,-0.45,2.37,1.83,-0.37,1.56,0.07,-1.33,3.78,10.19,96.97,55.15,98.17,96.78,16.12,95.94,87.07,5.02,77.57,0.1,2.11,0.18,56.33,2.2,-1.05,0.06,-1.32,44.41,98.01,30.22,18.89,50.37,23.53,60.81,4.59
3900,2020-21,Derrick Rose,32,DET/NYK,1279,Starter,Slasher,Point of Attack,0.14,1.41,-0.07,2.26,1.65,0.3,3.33,0,-0.01,5.74,76.86,96.25,77.32,98.04,96.28,82.18,99.2,21.65,66.24,91.9,0.1,0.7,0.5,56.47,3.08,0.43,0.73,-0.91,44.41,85.47,73.12,20.01,72.08,73.28,80.01,17.08
3901,2021-22,Derrick Rose,33,NYK,636,Key Rotation,Primary Ball Handler,Point of Attack,0.35,0.06,0.26,0.63,0.63,0.08,2,0,0.73,5.85,84.71,72.68,86.22,88.96,89.69,70.89,97.27,21.65,90.46,92.32,0.32,-0.16,0.54,57.01,2.74,1.8,1.85,1.01,86.92,61.94,76.92,27.2,64.25,97.98,95.81,91.56
3902,2022-23,Derrick Rose,34,NYK,338,Rotation,Secondary Ball Handler,Point of Attack,-0.24,-0.13,0.29,0.18,0.28,-0.25,0.94,0,-0.12,4.17,24.27,43.56,86.76,81.33,84.12,23.81,91.99,21.65,52.74,81.46,0.2,-0.53,0.42,58.82,1.8,0.66,1.01,-0.87,76.08,42.67,64.03,85.73,41.26,80.22,85.79,18.89
3903,2015-16,Derrick Rose,27,CHI,2098,Starter,Slasher,Point of Attack,-0.7,1.65,-0.8,2.85,1.92,-0.68,4.25,-0.16,-1.12,3.89,4.77,97.08,22.31,98.92,97.19,4.75,99.83,7.97,7.44,78.76,0.08,1.96,0.39,57.54,0.39,0.63,1.52,-0.75,35.93,97.45,60.01,42.49,18.81,79.29,92.7,25.04
3904,2019-20,Derrick Rose,31,DET,1298,Key Rotation,Slasher,Point of Attack,-0.5,1.75,-0.75,2.59,1.22,0.15,3.65,0,-0.93,7.41,10.19,97.35,23.61,98.54,94.69,75.04,99.46,21.65,11.02,97.48,0.3,-0.19,0.22,57.47,2.43,0.2,1.24,-0.88,85.48,60.58,35.37,39.86,56.64,65.87,89.25,18.27
3905,2019-20,Russell Westbrook,31,HOU,2049,Star,Shot Creator,Point of Attack,-1.78,0.52,-1.13,1.57,0.33,-1.17,0.01,-0.09,1.22,6.97,0.05,87.81,0.3,96.11,85.09,0.46,76.73,13.12,95.55,96.46,0.63,0.74,0.71,56.95,3.38,1.01,1.75,-1.22,96.82,86.17,87.78,26.1,78.31,88.42,94.98,6.66
3906,2022-23,Russell Westbrook,34,LAL/LAC,2126,Key Rotation,Shot Creator,Helper,-1.28,-0.29,-0.52,0.06,-0.24,-1.18,-0.49,0.05,1.85,8.18,0.38,24.85,47.49,78.23,66.2,0.41,50.3,85.31,98.74,98.52,0.72,0.21,0.6,58.64,2.82,0.56,0.14,-0.01,97.68,74.24,81.62,81.48,66.13,77.38,63.78,68.85
3907,2023-24,Russell Westbrook,35,LAC,1529,Key Rotation,Shot Creator,Helper,-0.86,-1.12,-0.49,-0.83,-0.82,-1.21,-0.38,0,0.74,5.55,2.74,1.05,50.98,15.23,13.86,0.36,58.9,21.65,90.6,90.95,0.17,-0.24,0.49,57.14,4.17,0.43,1.61,-0.78,69.53,58.42,72.03,30.87,89.11,73.28,93.7,23.54
3908,2021-22,Russell Westbrook,33,LAL,2678,Starter,Shot Creator,Chaser,-1.43,-1.23,-0.66,-0.79,-0.97,-1.36,-0.81,-0.23,0.98,7.06,0.22,0.67,29.99,18.3,6.58,0.09,21.95,5.22,93.67,96.66,0.69,-0.27,0.36,57.19,2.56,0.76,-1.03,0.27,97.48,56.84,55.88,31.83,59.84,82.96,9.88,78.29
3909,2015-16,Russell Westbrook,27,OKC,2750,Star,Shot Creator,Point of Attack,-1.04,1.8,-0.41,2.47,1.55,-0.34,0.33,-0.18,1.19,9.16,1.14,97.49,58.7,98.39,95.94,17.72,84.92,7.06,95.36,99.23,1.05,0.85,0.68,55.33,1.5,1.25,1.85,-1.07,99.19,88.05,86.45,14.91,36.3,92.58,95.81,10.56
3910,2016-17,Russell Westbrook,28,OKC,2802,Star,Shot Creator,Point of Attack,0.12,0.61,2.68,1.63,2.2,-0.14,-0.34,0.04,2.3,10.18,75.61,89.42,98.87,96.39,97.83,34.48,61.44,84.27,99.4,99.8,0.74,0.65,0.56,55.99,4.16,-0.45,1.09,-0.43,97.87,84.38,78.5,16.99,89.01,43.63,87.08,45.55
3911,2017-18,Russell Westbrook,29,OKC,2914,Star,Shot Creator,Point of Attack,-0.84,-0.34,-0.69,0.69,-0.03,-0.36,-0.05,-0.06,1.25,9.22,2.97,20.47,27.18,89.79,75.66,16.72,74.7,15.82,95.69,99.33,1,1.14,0.79,58.13,4.45,1.41,1.38,-0.4,99.02,91.81,90.9,60.61,91.53,94.64,91.13,47.47
3912,2018-19,Russell Westbrook,30,OKC,2630,Star,Shot Creator,Point of Attack,-1.79,-1.8,-1.59,-0.76,-1.64,-0.58,-0.68,0.08,0.81,9.16,0.02,0.12,0,20.8,0.44,7.27,32.06,88.01,91.67,99.23,1.12,0.53,0.7,56.55,4.18,0.55,0.68,-0.37,99.31,82.18,87.38,20.77,89.34,77.09,78.94,49.82
3913,2025-26,Russell Westbrook,37,SAC,1853,Starter,Shot Creator,Wing Stopper,-0.78,-0.69,-0.18,-0.32,-0.37,-0.62,-0.88,0,-0.63,5.45,3.77,5.15,73.12,61.59,57.63,6.16,18.55,21.65,19.86,90.44,0.5,1.04,0.68,57.91,0.93,-0.43,-0.52,1.39,94.62,90.52,86.45,52.99,28.5,44.29,40.39,94.75
3914,2020-21,Russell Westbrook,32,WAS,2369,Star,Shot Creator,Point of Attack,-1.1,-0.42,-0.9,0.4,-0.25,-0.61,-0.63,-0.08,0.14,9.2,0.85,15.22,19.08,85.92,65.74,6.48,36.95,14.09,75.85,99.31,0.6,0.54,0.54,58.36,3.22,0.08,-0.37,0.28,96.41,82.29,76.92,70.27,75.49,61.86,45.45,78.73
3915,2024-25,Russell Westbrook,36,DEN,2092,Key Rotation,Shot Creator,Wing Stopper,-0.93,-1.09,-0.75,-0.94,-1.11,-1.02,-0.76,-0.01,1.09,6.79,1.9,1.19,23.61,9.31,3.74,0.96,25.07,20.64,94.57,95.99,0.46,0.72,0.81,56.22,4.1,0.6,1.51,0.55,93.48,85.83,91.71,18.06,88.46,78.52,92.67,84.88
3916,2022-23,Kevin Love,34,CLE/MIA,1240,Rotation,Movement Shooter,Helper,-0.32,-0.17,-0.7,-0.55,-0.81,-0.39,-0.66,-0.05,-0.03,2.91,18.82,38.56,26.52,43.91,14.66,14.89,34.09,16.79,64.32,66.74,0.07,-1.67,0.18,57.93,1.54,-0.71,-0.99,-0.18,31.08,2.36,30.22,53.52,36.82,34.85,12.3,61.24
3917,2023-24,Kevin Love,35,MIA,924,Rotation,Movement Shooter,Mobile Big,-0.19,-0.04,-0.34,-0.66,-0.59,0.05,-0.5,0.21,0.09,3.87,29.04,58.48,64.01,31.3,37.61,68.49,49.63,94.35,73.33,78.57,0.1,-1.39,0.16,58.59,2.2,-0.81,-0.9,0.53,44.41,6.49,28.34,79.8,50.37,31.65,18.01,84.5
3918,2024-25,Kevin Love,36,MIA,251,Garbage Time,Versatile Big,Helper,0.05,-0.32,-0.3,-0.8,-0.64,-0.22,-0.85,-0.22,0.31,3.29,69.6,21.89,66.91,17.45,31.57,26.5,19.92,5.5,81.75,72.23,0.17,-0.43,0.99,58.63,5.24,-1.25,-1.12,0.93,69.53,48.65,95.42,81.11,95.92,16.9,6,90.87
3919,2025-26,Kevin Love,37,UTA,613,Rotation,Movement Shooter,Helper,0.16,-0.26,-0.59,-0.71,-0.87,0.22,-0.48,0,0.7,3.1,77.77,27.68,38.3,26.05,10.58,78.94,51.29,21.65,90.17,69.62,0.23,-0.6,0.35,59.06,0.46,-1.49,-1.06,0.34,79.52,38.84,54.3,89.85,19.61,9.99,8.38,80.27
3920,2015-16,Kevin Love,27,CLE,2425,Star,Versatile Big,Helper,-0.33,0.31,-0.45,0.38,0.24,-0.98,-1.09,-0.21,1.04,2.72,18.24,83.71,55.15,85.53,83.18,1.15,13.35,5.86,94.19,63.59,0.13,-1,0.21,59.58,0.73,-1.24,-0.89,0.03,56.04,18.83,33.83,94.95,24.7,17.26,18.7,70.2
3921,2016-17,Kevin Love,28,CLE,1885,Star,Versatile Big,Helper,0.17,-0.15,-1.48,-0.74,-1.16,0.2,-0.39,-0.17,1.56,2.13,78.2,40.93,0.05,22.61,3.37,77.87,58.21,7.48,97.79,51.93,0.07,-1.72,0.24,55.83,2.68,-1.12,-0.71,-0.98,31.08,1.99,37.9,16.23,62.78,21,31.32,13.91
3922,2017-18,Kevin Love,29,CLE,1651,Star,Versatile Big,Mobile Big,1.17,-0.57,-0.1,-0.62,-0.4,0.74,-0.46,-0.02,0.94,2.2,95.96,8.44,76.02,36.21,55.38,92.01,52.79,19.52,93.32,53.64,0.18,-1.52,0.32,59.19,2.42,-0.67,-0.87,1.02,72.17,3.99,49.63,91.63,56.23,36.3,20.11,91.65
3923,2018-19,Kevin Love,30,CLE,598,Key Rotation,Versatile Big,Helper,0.21,-0.79,0.7,-0.61,0.15,-0.38,-0.61,-0.18,0.69,2.77,79.92,3.56,92.28,37.39,80.92,15.51,38.98,7.06,90.06,64.54,0.09,-0.7,0.24,56.91,0.55,-0.68,-0.76,0.25,40.28,33.24,37.9,25.44,21.13,35.95,27.92,77.71
3924,2019-20,Kevin Love,31,CLE,1780,Starter,Versatile Big,Anchor Big,0.84,1.52,-0.57,-0.12,-0.45,1.65,-0.87,-0.2,0.67,3.26,93.13,96.59,40.81,72.11,51.61,98.42,18.94,6.16,89.73,71.93,0.05,-1.84,0.21,59.21,1.32,-1.46,-0.98,-0.71,20.75,0.97,33.83,91.83,34.14,10.77,12.97,27.21
3925,2020-21,Kevin Love,32,CLE,622,Key Rotation,Versatile Big,Helper,0.13,-0.33,0.16,-0.63,-0.21,-0.16,-0.15,0.03,-0.4,3.62,76.19,21.23,83.87,34.75,68.01,32.4,70.8,83.31,29.85,75.91,0.04,-1.88,0.3,58.04,2.01,-1.24,-1,-0.95,15.06,0.76,46.78,56.73,45.87,17.26,11.66,15.04
3926,2021-22,Kevin Love,33,CLE,1665,Rotation,Versatile Big,Helper,1.16,-0.11,-0.09,-0.48,-0.41,0.81,-0.68,0.14,0.09,3.28,95.9,46.39,76.3,50.69,54.6,93.05,32.06,91.54,73.33,72.16,0.08,-1.54,0.27,57.25,1.34,-2.21,-1.01,-0.28,35.93,3.76,42.24,33.09,34.45,0.88,11.04,55.01
3927,2020-21,Danilo Gallinari,32,ATL,1222,Key Rotation,Shot Creator,Helper,0.9,0.54,0.23,0.3,0.45,1,-0.48,0.14,-0.19,2.11,93.82,88.35,85.6,83.99,87.07,95.08,51.29,91.54,44.63,51.5,0.05,-0.92,0.43,58.19,2.44,0.23,-0.3,0.06,20.75,22.29,65.13,62.63,56.99,66.91,47.9,71.19
