RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Playmaking Talent,Touches Per 75,Playmaking Talent_percentile,Touches Per 75_percentile
227,2020-21,Devin Booker,24,PHO,2270,Star,Shot Creator,Chaser,1.23,61.5,93.22,67.17
228,2021-22,Devin Booker,25,PHO,2345,Star,Shot Creator,Chaser,1.36,58.06,94.2,60.75
229,2022-23,Devin Booker,26,PHO,1835,Star,Shot Creator,Chaser,1.44,67.79,94.72,76.67
230,2023-24,Devin Booker,27,PHO,2447,Star,Shot Creator,Chaser,2.03,74.45,97.86,84.43
231,2024-25,Devin Booker,28,PHO,2795,Star,Shot Creator,Chaser,2.02,71.98,97.84,82.02
232,2025-26,Devin Booker,29,PHO,2146,Starter,Shot Creator,Helper,1.91,49.78,97.41,43.79
233,2024-25,Cameron Payne,30,NYK,1090,Rotation,Primary Ball Handler,Low Activity,0.01,78.74,75.1,89.04
234,2015-16,Cameron Payne,21,OKC,698,Rotation,Primary Ball Handler,Point of Attack,0.1,80.73,77.54,90.69
235,2023-24,Cameron Payne,29,MIL/PHI,1304,Rotation,Primary Ball Handler,Chaser,0,78.41,74.79,88.71
236,2019-20,Cameron Payne,25,PHO,183,Key Rotation,Primary Ball Handler,Point of Attack,0.25,80.43,81.04,90.38
237,2020-21,Cameron Payne,26,PHO,1080,Rotation,Primary Ball Handler,Point of Attack,0.48,93.77,84.8,98.38
238,2021-22,Cameron Payne,27,PHO,1278,Key Rotation,Primary Ball Handler,Low Activity,0.62,84.04,86.99,93.32
239,2022-23,Cameron Payne,28,PHO,968,Rotation,Primary Ball Handler,Low Activity,0.51,89.32,85.2,96.53
240,2016-17,Cameron Payne,22,OKC/CHI,462,Rotation,Primary Ball Handler,Point of Attack,0.18,75.65,79.81,85.93
241,2017-18,Cameron Payne,23,CHI,582,Key Rotation,Primary Ball Handler,Point of Attack,0.69,90.77,87.87,97.21
242,2018-19,Cameron Payne,24,CHI/CLE,712,Rotation,Primary Ball Handler,Point of Attack,0.58,73.78,86.46,83.82
243,2015-16,Myles Turner,19,IND,1367,Key Rotation,Post Scorer,Helper,-0.98,57.07,14.53,58.79
244,2016-17,Myles Turner,20,IND,2541,Star,Roll + Cut Big,Anchor Big,-0.53,56.45,50.97,57.47
245,2017-18,Myles Turner,21,IND,1836,Star,Roll + Cut Big,Anchor Big,-0.41,65.13,58.44,73.03
246,2018-19,Myles Turner,22,IND,2119,Star,Roll + Cut Big,Mobile Big,-0.59,65.44,47.2,73.45
247,2019-20,Myles Turner,23,IND,1826,Star,Versatile Big,Anchor Big,-0.87,51.93,23.79,48.1
248,2020-21,Myles Turner,24,IND,1455,Star,Stretch Big,Mobile Big,-0.44,46.79,56.59,37.09
249,2021-22,Myles Turner,25,IND,1235,Key Rotation,Versatile Big,Mobile Big,-1.01,46.17,12.54,35.69
250,2022-23,Myles Turner,26,IND,1825,Star,Versatile Big,Anchor Big,-0.79,52.33,30.99,48.97
251,2023-24,Myles Turner,27,IND,2077,Star,Stretch Big,Mobile Big,-0.73,48.61,36.44,40.94
252,2024-25,Myles Turner,28,IND,2174,Star,Stretch Big,Mobile Big,-1.02,49.56,11.9,43.21
253,2025-26,Myles Turner,29,MIL,1885,Starter,Stretch Big,Mobile Big,-1.13,36.57,6.11,20.35
254,2021-22,Trey Lyles,26,DET/SAC,1536,Rotation,Stretch Big,Helper,-0.78,61.92,32,67.85
255,2022-23,Trey Lyles,27,SAC,1247,Rotation,Movement Shooter,Low Activity,-1.15,56.7,5.37,57.99
256,2023-24,Trey Lyles,28,SAC,1158,Key Rotation,Stationary Shooter,Helper,-0.59,53.98,47.2,52.54
257,2024-25,Trey Lyles,29,SAC,1349,Rotation,Movement Shooter,Helper,-0.78,55.73,32,56.04
258,2019-20,Trey Lyles,24,SAS,1271,Rotation,Stationary Shooter,Helper,-1.09,66.4,7.85,74.85
259,2020-21,Trey Lyles,25,SAS,358,Rotation,Movement Shooter,Wing Stopper,-0.63,56.72,44.38,58.05
260,2015-16,Trey Lyles,20,UTA,1382,Rotation,Athletic Finisher,Helper,-0.99,79.66,13.84,89.82
261,2016-17,Trey Lyles,21,UTA,1158,Rotation,Movement Shooter,Helper,-0.72,77.23,37.08,87.59
262,2017-18,Trey Lyles,22,DEN,1391,Rotation,Versatile Big,Helper,-0.61,69.83,45.89,79.28
263,2018-19,Trey Lyles,23,DEN,1120,Rotation,Versatile Big,Helper,-0.43,68.76,57.18,77.73
264,2021-22,Stanley Johnson,25,LAL,1094,Key Rotation,Stationary Shooter,Wing Stopper,-0.31,49.91,63.54,44.06
265,2018-19,Stanley Johnson,22,DET/NOP,1207,Rotation,Movement Shooter,Wing Stopper,-0.77,68.31,32.73,77.19
266,2019-20,Stanley Johnson,23,TOR,150,Garbage Time,Shot Creator,Helper,-0.77,69.89,32.73,79.38
267,2020-21,Stanley Johnson,24,TOR,1006,Rotation,Movement Shooter,Wing Stopper,-0.65,56.57,43.15,57.66
268,2022-23,Stanley Johnson,26,SAS,469,Rotation,Stationary Shooter,Wing Stopper,-0.72,57.69,37.08,60.07
269,2015-16,Stanley Johnson,19,DET,1687,Key Rotation,Shot Creator,Chaser,-0.21,54.25,67.63,53.06
270,2016-17,Stanley Johnson,20,DET,1371,Rotation,Secondary Ball Handler,Chaser,-0.43,52.54,57.18,49.54
271,2017-18,Stanley Johnson,21,DET,1894,Key Rotation,Stationary Shooter,Wing Stopper,-0.06,39.04,73.08,23.15
272,2015-16,Jerian Grant,23,NYK,1265,Rotation,Slasher,Point of Attack,-0.55,89.53,49.93,96.63
273,2018-19,Jerian Grant,26,ORL,939,Rotation,Primary Ball Handler,Point of Attack,-0.47,71.8,54.76,81.72
274,2019-20,Jerian Grant,27,WAS,80,Too Few Games,Low Minute,Chaser,-0.2,70.54,67.98,80.16
275,2016-17,Jerian Grant,24,CHI,1028,Rotation,Shot Creator,Point of Attack,-0.28,64.99,64.75,72.64
276,2017-18,Jerian Grant,25,CHI,1686,Key Rotation,Primary Ball Handler,Point of Attack,0.85,84.03,89.86,93.3
277,2020-21,Bobby Portis,25,MIL,1372,Key Rotation,Post Scorer,Anchor Big,-0.75,58.93,34.52,62.43
278,2021-22,Bobby Portis,26,MIL,2028,Starter,Versatile Big,Mobile Big,-0.89,57.21,21.95,59.06
279,2022-23,Bobby Portis,27,MIL,1819,Star,Versatile Big,Helper,-0.8,68.95,29.99,78.15
280,2023-24,Bobby Portis,28,MIL,2008,Key Rotation,Post Scorer,Helper,-0.81,62.59,29.05,69.15
281,2024-25,Bobby Portis,29,MIL,1244,Key Rotation,Versatile Big,Mobile Big,-0.62,70.39,45.05,79.97
282,2025-26,Bobby Portis,30,MIL,1619,Key Rotation,Versatile Big,Helper,-0.8,61.86,29.99,67.74
283,2019-20,Bobby Portis,24,NYK,1393,Key Rotation,Versatile Big,Anchor Big,-0.17,70.23,68.94,79.67
284,2018-19,Bobby Portis,23,CHI/WAS,1298,Starter,Versatile Big,Mobile Big,-0.39,68.8,59.56,77.89
285,2015-16,Bobby Portis,20,CHI,1102,Rotation,Post Scorer,Helper,-0.99,68.78,13.84,77.86
286,2016-17,Bobby Portis,21,CHI,1000,Rotation,Athletic Finisher,Helper,-1.05,75.68,9.99,85.94
287,2017-18,Bobby Portis,22,CHI,1642,Key Rotation,Post Scorer,Mobile Big,-0.3,70.42,64.03,79.99
288,2015-16,Kevon Looney,19,GSW,21,Too Few Games,Low Minute,Helper,-0.81,71.74,29.05,81.61
289,2016-17,Kevon Looney,20,GSW,447,Garbage Time,Roll + Cut Big,Helper,-0.8,57.29,29.99,59.23
290,2017-18,Kevon Looney,21,GSW,910,Rotation,Roll + Cut Big,Helper,-1.07,56.43,8.71,57.44
291,2018-19,Kevon Looney,22,GSW,1481,Key Rotation,Roll + Cut Big,Mobile Big,-1.29,54.43,1.81,53.46
292,2019-20,Kevon Looney,23,GSW,262,Garbage Time,Athletic Finisher,Helper,-0.86,58.12,24.64,60.91
293,2020-21,Kevon Looney,24,GSW,1161,Rotation,Roll + Cut Big,Anchor Big,-0.71,56.88,37.89,58.39
294,2021-22,Kevon Looney,25,GSW,1732,Key Rotation,Roll + Cut Big,Anchor Big,-0.76,59.37,33.61,63.11
295,2022-23,Kevon Looney,26,GSW,1958,Key Rotation,Roll + Cut Big,Anchor Big,-0.75,62.23,34.52,68.46
296,2023-24,Kevon Looney,27,GSW,1195,Rotation,Roll + Cut Big,Mobile Big,-0.67,66.39,41.44,74.82
297,2024-25,Kevon Looney,28,GSW,1142,Rotation,Roll + Cut Big,Anchor Big,-0.44,66.81,56.59,75.31
298,2025-26,Kevon Looney,29,NOP,283,Rotation,Athletic Finisher,Mobile Big,-0.7,51.65,38.8,47.53
299,2015-16,Rashad Vaughn,19,MIL,1001,Rotation,Off Screen Shooter,Low Activity,-1.03,34.08,11.23,18.48
300,2016-17,Rashad Vaughn,20,MIL,459,Rotation,Movement Shooter,Chaser,-0.8,38.78,29.99,22.82
301,2017-18,Rashad Vaughn,21,MIL/BRK/ORL,212,Garbage Time,Stationary Shooter,Low Activity,-0.93,38.84,18.29,22.85
302,2020-21,Christian Wood,25,HOU,1326,Star,Shot Creator,Mobile Big,-0.48,67.35,54.07,76.04
303,2021-22,Christian Wood,26,HOU,2094,Starter,Shot Creator,Mobile Big,-0.14,66.13,70.17,74.56
304,2023-24,Christian Wood,28,LAL,872,Rotation,Stationary Shooter,Low Activity,-0.5,49.86,52.8,43.98
305,2018-19,Christian Wood,23,MIL/NOP,250,Garbage Time,Shot Creator,Anchor Big,-1.02,57.58,11.9,59.86
306,2015-16,Christian Wood,20,PHI,145,Garbage Time,Roll + Cut Big,Helper,-0.87,59.42,23.79,63.14
307,2016-17,Christian Wood,21,CHO,107,Garbage Time,Athletic Finisher,Helper,-0.84,46.1,26.48,35.52
308,2022-23,Christian Wood,27,DAL,1738,Key Rotation,Shot Creator,Mobile Big,-0.38,67.33,59.97,76.02
309,2019-20,Christian Wood,24,DET,1325,Key Rotation,Athletic Finisher,Anchor Big,-0.76,64.52,33.61,72.09
310,2017-18,Jordan Mickey,23,MIA,284,Garbage Time,Roll + Cut Big,Anchor Big,-1.19,72.82,4.04,82.88
311,2015-16,Jordan Mickey,21,BOS,57,Garbage Time,Low Minute,Anchor Big,-1.14,67.95,5.75,76.85
312,2016-17,Jordan Mickey,22,BOS,141,Garbage Time,Roll + Cut Big,Mobile Big,-0.96,66.81,16.05,75.31
313,2015-16,Rakeem Christmas,24,IND,6,Too Few Games,Low Minute,Helper,-0.65,34.62,43.15,18.89
314,2016-17,Rakeem Christmas,25,IND,219,Garbage Time,Roll + Cut Big,Anchor Big,-0.89,34,21.95,18.42
315,2020-21,Rondae Hollis-Jefferson,26,POR,107,Garbage Time,Roll + Cut Big,Helper,-0.78,44.1,32,31.4
316,2019-20,Rondae Hollis-Jefferson,25,TOR,1122,Rotation,Roll + Cut Big,Helper,-0.51,65.94,52.07,74.17
317,2015-16,Rondae Hollis-Jefferson,21,BRK,615,Key Rotation,Athletic Finisher,Wing Stopper,-0.41,51.69,58.44,47.64
318,2016-17,Rondae Hollis-Jefferson,22,BRK,1761,Key Rotation,Shot Creator,Wing Stopper,-0.6,72.14,46.64,82.2
319,2017-18,Rondae Hollis-Jefferson,23,BRK,1921,Starter,Shot Creator,Helper,-0.4,75.25,59.04,85.51
320,2018-19,Rondae Hollis-Jefferson,24,BRK,1234,Key Rotation,Athletic Finisher,Helper,-0.7,73.85,38.8,83.88
321,2023-24,Terry Rozier,29,CHO/MIA,2040,Starter,Primary Ball Handler,Point of Attack,0.61,83.67,86.8,93.03
322,2024-25,Terry Rozier,30,MIA,1658,Key Rotation,Primary Ball Handler,Point of Attack,-0.41,68.77,58.44,77.77
323,2015-16,Terry Rozier,21,BOS,311,Garbage Time,Secondary Ball Handler,Point of Attack,-0.37,83.5,60.54,92.89
324,2016-17,Terry Rozier,22,BOS,1263,Rotation,Primary Ball Handler,Point of Attack,0.05,82.54,76.17,92.12
325,2017-18,Terry Rozier,23,BOS,2068,Key Rotation,Primary Ball Handler,Point of Attack,-0.12,81.85,71.07,91.47
326,2018-19,Terry Rozier,24,BOS,1791,Key Rotation,Primary Ball Handler,Point of Attack,0.17,83.82,79.49,93.15
327,2019-20,Terry Rozier,25,CHO,2164,Starter,Primary Ball Handler,Point of Attack,0.16,75.7,79.14,85.97
328,2020-21,Terry Rozier,26,CHO,2383,Starter,Primary Ball Handler,Point of Attack,0.21,69.63,80.4,79.03
329,2021-22,Terry Rozier,27,CHO,2458,Starter,Primary Ball Handler,Point of Attack,0.46,72.74,84.35,82.83
330,2022-23,Terry Rozier,28,CHO,2221,Starter,Primary Ball Handler,Point of Attack,0.56,76.6,86.04,86.87
331,2021-22,Norman Powell,28,POR/LAC,1458,Starter,Movement Shooter,Wing Stopper,-0.26,44.89,65.55,33.23
332,2022-23,Norman Powell,29,LAC,1567,Key Rotation,Secondary Ball Handler,Chaser,-0.12,49.56,71.07,43.21
333,2023-24,Norman Powell,30,LAC,1990,Starter,Movement Shooter,Chaser,-0.79,37.6,30.99,21.63
334,2024-25,Norman Powell,31,LAC,1958,Starter,Secondary Ball Handler,Chaser,0.43,48.02,83.85,39.7
335,2025-26,Norman Powell,32,MIA,1694,Starter,Shot Creator,Chaser,0.04,45.8,76.02,34.88
336,2020-21,Norman Powell,27,TOR/POR,2205,Key Rotation,Movement Shooter,Chaser,-0.37,44.21,60.54,31.76
337,2015-16,Norman Powell,22,TOR,725,Rotation,Stationary Shooter,Chaser,-0.8,49.05,29.99,41.92
338,2016-17,Norman Powell,23,TOR,1368,Rotation,Secondary Ball Handler,Chaser,-0.64,48.15,43.86,40
339,2017-18,Norman Powell,24,TOR,1061,Rotation,Secondary Ball Handler,Chaser,-0.31,51.34,63.54,46.96
340,2018-19,Norman Powell,25,TOR,1126,Rotation,Secondary Ball Handler,Chaser,-0.86,51.94,24.64,48.13
341,2019-20,Norman Powell,26,TOR,1479,Starter,Off Screen Shooter,Chaser,-0.14,44.58,70.17,32.73
342,2015-16,Branden Dawson,22,LAC,29,Too Few Games,Low Minute,Helper,,27.63,,15.86
343,2019-20,Chasson Randle,26,GSW,40,Too Few Games,Low Minute,Point of Attack,-0.41,45,58.44,33.42
344,2016-17,Chasson Randle,23,PHI/NYK,299,Garbage Time,Primary Ball Handler,Point of Attack,-0.37,87.23,60.54,95.37
345,2020-21,Chasson Randle,27,ORL,837,Rotation,Primary Ball Handler,Point of Attack,-1.21,73.64,3.52,83.67
346,2018-19,Chasson Randle,25,WAS,743,Rotation,Primary Ball Handler,Point of Attack,-0.4,67.16,59.04,75.81
347,2015-16,Jarell Martin,21,MEM,380,Rotation,Roll + Cut Big,Helper,-0.9,58.81,20.93,62.24
348,2016-17,Jarell Martin,22,MEM,558,Rotation,Athletic Finisher,Helper,-1.13,65.1,6.11,72.97
349,2017-18,Jarell Martin,23,MEM,1661,Key Rotation,Athletic Finisher,Wing Stopper,-0.87,60.32,23.79,64.87
350,2018-19,Jarell Martin,24,ORL,328,Garbage Time,Stationary Shooter,Anchor Big,-0.87,64.18,23.79,71.55
351,2019-20,Michael Frazier II,25,HOU,145,Garbage Time,Off Screen Shooter,Point of Attack,-0.93,27.19,18.29,15.84
352,2017-18,Quinn Cook,24,GSW,740,Key Rotation,Primary Ball Handler,Point of Attack,-0.44,82.66,56.59,92.25
353,2018-19,Quinn Cook,25,GSW,1059,Rotation,Secondary Ball Handler,Point of Attack,-0.38,84.5,59.97,93.77
354,2019-20,Quinn Cook,26,LAL,508,Rotation,Secondary Ball Handler,Point of Attack,-0.53,58.39,50.97,61.48
355,2016-17,Quinn Cook,23,DAL/NOP,187,Garbage Time,Primary Ball Handler,Point of Attack,-0.22,92.32,67.27,97.8
356,2020-21,Quinn Cook,27,LAL/CLE,157,Garbage Time,Secondary Ball Handler,Point of Attack,-0.25,64.94,65.99,72.61
357,2015-16,Chris McCullough,20,BRK,362,Rotation,Stretch Big,Helper,-0.9,57.37,20.93,59.44
358,2016-17,Chris McCullough,21,BRK/WAS,80,Garbage Time,Low Minute,Helper,-0.97,66.52,15.29,75
359,2017-18,Chris McCullough,22,WAS,90,Garbage Time,Low Minute,Helper,-1.04,67.84,10.66,76.7
360,2018-19,Pat Connaughton,26,MIL,1261,Key Rotation,Stationary Shooter,Chaser,-0.23,51.85,66.8,47.98
361,2019-20,Pat Connaughton,27,MIL,1243,Key Rotation,Stationary Shooter,Chaser,-0.44,52.33,56.59,48.97
362,2020-21,Pat Connaughton,28,MIL,1575,Key Rotation,Stationary Shooter,Chaser,-0.48,46.7,54.07,36.92
363,2021-22,Pat Connaughton,29,MIL,1691,Key Rotation,Stationary Shooter,Helper,-0.97,44.98,15.29,33.41
364,2022-23,Pat Connaughton,30,MIL,1443,Key Rotation,Stationary Shooter,Low Activity,-0.98,50.11,14.53,44.6
365,2023-24,Pat Connaughton,31,MIL,1676,Key Rotation,Stationary Shooter,Chaser,-0.57,51.91,48.62,48.08
366,2024-25,Pat Connaughton,32,MIL,603,Rotation,Movement Shooter,Helper,-0.32,65.53,63.22,73.59
367,2015-16,Pat Connaughton,23,POR,143,Garbage Time,Secondary Ball Handler,Low Activity,-1.02,54.59,11.9,53.77
368,2016-17,Pat Connaughton,24,POR,316,Garbage Time,Movement Shooter,Chaser,-0.87,48.79,23.79,41.24
369,2017-18,Pat Connaughton,25,POR,1488,Rotation,Off Screen Shooter,Chaser,-1.02,44.41,11.9,32.26
370,2025-26,Pat Connaughton,33,CHO,293,Garbage Time,Movement Shooter,Helper,-0.66,49.21,42.17,42.3
371,2020-21,Willy Hernangomez,26,NOP,846,Rotation,Post Scorer,Anchor Big,-1.07,62.71,8.71,69.39
372,2021-22,Willy Hernangomez,27,NOP,839,Rotation,Post Scorer,Anchor Big,-1.06,76.38,9.33,86.64
373,2022-23,Willy Hernangomez,28,NOP,458,Rotation,Post Scorer,Helper,-0.88,68.8,22.72,77.89
374,2016-17,Willy Hernangomez,22,NYK,1324,Rotation,Roll + Cut Big,Helper,-1.16,78.47,4.95,88.76
375,2017-18,Willy Hernangomez,23,NYK/CHO,494,Garbage Time,Post Scorer,Anchor Big,-1.09,66.02,7.85,74.3
376,2018-19,Willy Hernangomez,24,CHO,812,Rotation,Roll + Cut Big,Anchor Big,-0.86,82.16,24.64,91.8
377,2019-20,Willy Hernangomez,25,CHO,375,Rotation,Post Scorer,Mobile Big,-0.91,80.19,19.94,90.21
378,2015-16,Josh Richardson,22,MIA,1107,Key Rotation,Primary Ball Handler,Point of Attack,-0.76,64.5,33.61,72.03
379,2016-17,Josh Richardson,23,MIA,1614,Starter,Primary Ball Handler,Wing Stopper,0.1,63.63,77.54,70.96
380,2017-18,Josh Richardson,24,MIA,2689,Starter,Primary Ball Handler,Wing Stopper,-0.08,64.6,72.24,72.16
381,2018-19,Josh Richardson,25,MIA,2539,Starter,Primary Ball Handler,Point of Attack,0.48,72.03,84.8,82.07
382,2023-24,Josh Richardson,30,MIA,1103,Key Rotation,Movement Shooter,Point of Attack,-0.42,61.39,57.85,66.97
383,2024-25,Josh Richardson,31,MIA,150,Too Few Games,Movement Shooter,Point of Attack,-0.54,67.62,50.53,76.37
384,2022-23,Josh Richardson,29,SAS/NOP,1530,Key Rotation,Movement Shooter,Chaser,-0.51,62.89,52.07,69.73
385,2019-20,Josh Richardson,26,PHI,1693,Starter,Secondary Ball Handler,Point of Attack,0.01,60.06,75.1,64.45
386,2021-22,Josh Richardson,28,BOS/SAS,1600,Key Rotation,Movement Shooter,Chaser,-0.53,59.74,50.97,63.72
387,2020-21,Josh Richardson,27,DAL,1795,Starter,Movement Shooter,Point of Attack,-0.63,55.73,44.38,56.04
388,2017-18,Darrun Hilliard,24,SAS,95,Garbage Time,Low Minute,Chaser,-0.66,52.85,42.17,50.33
389,2015-16,Darrun Hilliard,22,DET,383,Rotation,Secondary Ball Handler,Chaser,-0.52,44.12,51.57,31.47
390,2016-17,Darrun Hilliard,23,DET,381,Garbage Time,Secondary Ball Handler,Low Activity,-0.79,53.79,30.99,52.26
391,2015-16,Joe Young,23,IND,383,Garbage Time,Slasher,Point of Attack,-0.4,85.31,59.04,94.29
392,2016-17,Joe Young,24,IND,135,Garbage Time,Secondary Ball Handler,Point of Attack,-0.29,86.21,64.3,94.81
393,2017-18,Joe Young,25,IND,558,Garbage Time,Secondary Ball Handler,Point of Attack,-0.44,60.12,56.59,64.56
394,2019-20,Treveon Graham,26,MIN/ATL,929,Rotation,Stationary Shooter,Helper,-0.79,46.41,30.99,36.24
395,2018-19,Treveon Graham,25,BRK,715,Key Rotation,Movement Shooter,Wing Stopper,-0.89,49.1,21.95,42.02
396,2016-17,Treveon Graham,23,CHO,189,Garbage Time,Movement Shooter,Wing Stopper,-0.86,40.23,24.64,24.73
397,2017-18,Treveon Graham,24,CHO,1049,Rotation,Movement Shooter,Helper,-0.66,43.39,42.17,30.04
398,2024-25,Larry Nance Jr.,32,ATL,463,Rotation,Stationary Shooter,Mobile Big,-0.68,49.31,40.56,42.49
399,2015-16,Larry Nance Jr.,23,LAL,1266,Key Rotation,Roll + Cut Big,Helper,-1,63.74,13.15,71.15
400,2016-17,Larry Nance Jr.,24,LAL,1442,Key Rotation,Roll + Cut Big,Helper,-0.5,58.49,52.8,61.62
401,2021-22,Larry Nance Jr.,29,POR/NOP,1040,Key Rotation,Roll + Cut Big,Mobile Big,-0.68,53.47,40.56,51.64
402,2022-23,Larry Nance Jr.,30,NOP,1381,Key Rotation,Roll + Cut Big,Mobile Big,-0.92,52.34,19.03,49.01
403,2023-24,Larry Nance Jr.,31,NOP,1216,Rotation,Roll + Cut Big,Mobile Big,-0.89,55.47,21.95,55.44
404,2017-18,Larry Nance Jr.,25,LAL/CLE,1421,Key Rotation,Roll + Cut Big,Mobile Big,-0.59,62.71,47.2,69.39
405,2018-19,Larry Nance Jr.,26,CLE,1795,Key Rotation,Roll + Cut Big,Anchor Big,0,68.02,74.79,76.88
406,2019-20,Larry Nance Jr.,27,CLE,1472,Key Rotation,Stretch Big,Helper,-0.36,63.37,60.94,70.5
407,2020-21,Larry Nance Jr.,28,CLE,1091,Starter,Stretch Big,Wing Stopper,-0.06,59.75,73.08,63.73
408,2025-26,Larry Nance Jr.,33,CLE,412,Rotation,Stretch Big,Mobile Big,-0.49,38.25,53.47,22.27
409,2017-18,Vincent Hunter,23,MEM,7,Too Few Games,Low Minute,Chaser,-0.93,51.56,18.29,47.32
410,2021-22,Keifer Sykes,28,IND,566,Rotation,Primary Ball Handler,Point of Attack,-0.78,68.77,32,77.77
411,2018-19,Mario Hezonja,23,NYK,1206,Key Rotation,Secondary Ball Handler,Wing Stopper,-0.07,66.39,72.71,74.82
412,2015-16,Mario Hezonja,20,ORL,1413,Rotation,Off Screen Shooter,Low Activity,-0.58,50.22,48,44.87
413,2016-17,Mario Hezonja,21,ORL,960,Rotation,Off Screen Shooter,Low Activity,-0.55,50.69,49.93,45.86
414,2017-18,Mario Hezonja,22,ORL,1657,Key Rotation,Movement Shooter,Helper,-0.16,59.75,69.36,63.73
415,2019-20,Mario Hezonja,24,POR,871,Rotation,Movement Shooter,Wing Stopper,-0.85,57.55,25.72,59.77
416,2015-16,Alan Williams,23,PHO,68,Garbage Time,Low Minute,Helper,-0.91,58.11,19.94,60.87
417,2016-17,Alan Williams,24,PHO,708,Rotation,Post Scorer,Anchor Big,-0.86,53.25,24.64,51.22
418,2017-18,Alan Williams,25,PHO,70,Too Few Games,Low Minute,Helper,-0.41,62.23,58.44,68.46
419,2018-19,Alan Williams,26,BRK,26,Too Few Games,Low Minute,Helper,-0.79,81.47,30.99,91.06
420,2015-16,Bryce Dejean-Jones,23,NOP,279,Garbage Time,Movement Shooter,Chaser,-0.38,39.95,59.97,24.34
421,2023-24,Royce O'Neale,30,BRK/PHO,1954,Key Rotation,Movement Shooter,Helper,-0.27,63.3,65.11,70.43
422,2024-25,Royce O'Neale,31,PHO,1837,Starter,Stationary Shooter,Wing Stopper,-0.78,66.83,32,75.37
423,2025-26,Royce O'Neale,32,PHO,2191,Starter,Movement Shooter,Wing Stopper,-0.49,57.12,53.47,58.9
424,2017-18,Royce O'Neale,24,UTA,1149,Garbage Time,Stationary Shooter,Chaser,-0.04,50.52,73.62,45.41
425,2018-19,Royce O'Neale,25,UTA,1671,Key Rotation,Stationary Shooter,Wing Stopper,0.03,44.77,75.74,33.03
426,2019-20,Royce O'Neale,26,UTA,2049,Key Rotation,Stationary Shooter,Wing Stopper,0.08,60.56,76.93,65.23
427,2020-21,Royce O'Neale,27,UTA,2241,Starter,Stationary Shooter,Wing Stopper,-0.25,69.53,65.99,78.9
428,2021-22,Royce O'Neale,28,UTA,2406,Starter,Stationary Shooter,Wing Stopper,-0.24,69.45,66.43,78.79
429,2022-23,Royce O'Neale,29,BRK,2409,Starter,Movement Shooter,Helper,-0.04,71.85,73.62,81.81
430,2023-24,Cedi Osman,28,SAS,1269,Rotation,Movement Shooter,Helper,-0.26,45.91,65.55,35.21
431,2017-18,Cedi Osman,22,CLE,672,Rotation,Stationary Shooter,Chaser,-0.98,49.12,14.53,42.08
432,2018-19,Cedi Osman,23,CLE,2444,Starter,Secondary Ball Handler,Wing Stopper,-0.04,59.96,73.62,64.15
433,2019-20,Cedi Osman,24,CLE,1910,Starter,Movement Shooter,Helper,-0.28,49.96,64.75,44.18
434,2020-21,Cedi Osman,25,CLE,1511,Key Rotation,Movement Shooter,Chaser,0.5,62.91,85.09,69.79
435,2021-22,Cedi Osman,26,CLE,1462,Rotation,Movement Shooter,Chaser,-0.27,59.99,65.11,64.21
436,2022-23,Cedi Osman,27,CLE,1548,Rotation,Movement Shooter,Low Activity,-0.25,52.95,65.99,50.6
437,2015-16,Luis Montero,22,POR,42,Garbage Time,Low Minute,Chaser,-0.86,62.2,24.64,68.4
438,2017-18,Luis Montero,24,DET,8,Too Few Games,Low Minute,Helper,,30.88,,16.78
439,2015-16,Cristiano Felicio,23,CHI,321,Rotation,Roll + Cut Big,Anchor Big,-0.82,72.65,27.93,82.75
440,2016-17,Cristiano Felicio,24,CHI,1040,Rotation,Roll + Cut Big,Anchor Big,-1.14,51.36,5.75,47.01
441,2017-18,Cristiano Felicio,25,CHI,977,Rotation,Roll + Cut Big,Mobile Big,-0.64,44.14,43.86,31.54
442,2018-19,Cristiano Felicio,26,CHI,746,Rotation,Roll + Cut Big,Mobile Big,-1.2,61.47,3.76,67.11
443,2019-20,Cristiano Felicio,27,CHI,386,Rotation,Athletic Finisher,Mobile Big,-0.9,48.02,20.93,39.7
444,2020-21,Cristiano Felicio,28,CHI,84,Garbage Time,Low Minute,Anchor Big,-0.84,77.09,26.48,87.42
445,2022-23,Boban Marjanovic,34,HOU,171,Garbage Time,Post Scorer,Helper,-0.75,47.94,34.52,39.55
446,2023-24,Boban Marjanovic,35,HOU,71,Garbage Time,Low Minute,Anchor Big,-1.08,55.77,8.3,56.14
447,2017-18,Boban Marjanovic,29,DET/LAC,338,Garbage Time,Post Scorer,Anchor Big,-0.67,55.85,41.44,56.37
448,2018-19,Boban Marjanovic,30,LAC/PHI,681,Garbage Time,Post Scorer,Anchor Big,-0.91,66.29,19.94,74.69
449,2015-16,Boban Marjanovic,27,SAS,508,Garbage Time,Post Scorer,Helper,-0.82,54.92,27.93,54.43
450,2019-20,Boban Marjanovic,31,DAL,422,Garbage Time,Post Scorer,Anchor Big,-1.02,65.97,11.9,74.2
451,2020-21,Boban Marjanovic,32,DAL,271,Garbage Time,Post Scorer,Anchor Big,-0.86,62.12,24.64,68.32
452,2021-22,Boban Marjanovic,33,DAL,128,Garbage Time,Post Scorer,Anchor Big,-1.02,60.12,11.9,64.56
