RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Offensive Rebounding Talent,Offensive Rebounding Chances Per 75 Possessions,Offensive Rebounding Crashing Skill,Offensive Rebounds Per Game,Stable Offensive Rebounds Per 75,Offensive Rebounding Conversion Skill,Adjusted Offensive Rebounding Success Rate,Percentage of Offensive Rebounds Contested,Defensive Rebounding Talent,Defensive Reb Per 75 Possessions,Offensive Rebounding Talent_percentile,Offensive Rebounding Chances Per 75 Possessions_percentile,Offensive Rebounding Crashing Skill_percentile,Offensive Rebounds Per Game_percentile,Stable Offensive Rebounds Per 75_percentile,Offensive Rebounding Conversion Skill_percentile,Adjusted Offensive Rebounding Success Rate_percentile,Percentage of Offensive Rebounds Contested_percentile,Defensive Rebounding Talent_percentile,Defensive Reb Per 75 Possessions_percentile,Defensive Rebounding Conversion Skill,Defensive Rebounding Crashing Skill,Defensive Rebounds Per Game,Stable Defensive Rebounds Per 75,Percentage of Defensive Rebounds Contested,Adjusted Defensive Rebounding Success Rate,Defensive Rebounding Conversion Skill_percentile,Defensive Rebounding Crashing Skill_percentile,Defensive Rebounds Per Game_percentile,Stable Defensive Rebounds Per 75_percentile,Percentage of Defensive Rebounds Contested_percentile,Adjusted Defensive Rebounding Success Rate_percentile
1874,2019-20,Zylan Cheatham,24,NOP,51,Too Few Games,Low Minute,Mobile Big,-1.57,6.19,0.39,0.75,1.79,-0.32,33.33,66.67,-1.61,4.05,10.76,82.69,67.62,63.36,65.81,34.18,33.9,83.67,10.14,48.39,-0.25,-0.18,1.5,4.61,16.67,60,45,35.91,38.66,47.83,43.62,30.35
1875,2021-22,Zylan Cheatham,26,UTA,5,Too Few Games,Low Minute,Mobile Big,-2.12,0,-0.45,0,1.42,-0.23,0,0,-1.96,0,0.53,0,28.23,0,54.03,38.48,0,0,1.56,0,-0.08,-0.03,0,4.69,0,0,55.04,42.49,0,49.8,0,0
1876,2019-20,Chris Clemons,22,HOU,291,Garbage Time,Shot Creator,Point of Attack,-1.44,0.83,-1.12,0.12,0.62,-0.48,57.14,25,-1.22,3.12,13.39,18.86,6.2,21.34,12.36,26.43,90.64,29.23,21.1,29.37,-0.7,-0.18,0.79,3.43,15.38,59.09,23.91,35.91,24.31,17.03,39.54,28.37
1877,2019-20,Amir Coffey,22,LAC,159,Garbage Time,Secondary Ball Handler,Low Activity,-1.22,2,-0.1,0.22,1.03,0.07,44.44,75,-1.49,2.65,18.33,36.47,44.4,27.06,36.27,60.5,65.44,93.39,13.01,22.72,0.82,0.02,0.67,3.26,8.33,85.71,87.96,45.61,22.07,13.47,22.91,93.23
1878,2020-21,Amir Coffey,23,LAC,394,Garbage Time,Stationary Shooter,Chaser,-0.71,1.32,-0.03,0.23,1,0.04,71.43,40,-1.02,3.18,37.41,24.06,48.35,27.9,34.72,58.69,96.31,45.41,27.99,30.35,-1,0.17,0.77,3.42,35.29,66.67,14.62,53.48,24.06,16.86,93.1,55.56
1879,2021-22,Amir Coffey,24,LAC,1567,Key Rotation,Movement Shooter,Chaser,-0.26,1.77,-0.06,0.38,0.64,-0.4,35.14,23.08,-0.33,3.99,57.62,32.12,46.6,39.26,13.56,30.14,38.6,28.43,54.92,47,-0.65,0.5,2.48,4.03,14.62,75.66,25.71,71.69,60.03,33.12,37.19,86.61
1880,2022-23,Amir Coffey,25,LAC,625,Rotation,Slasher,Helper,-0.57,2.22,-0.22,0.34,1.03,-0.61,45.95,29.41,-1.49,2.08,43.99,40.97,38.67,36.8,36.27,20.9,70.09,33.62,13.01,18.12,-1.76,-0.46,0.72,2.3,11.11,56.25,2.7,26.22,23.28,0.98,26.94,23.49
1881,2023-24,Amir Coffey,26,LAC,1460,Key Rotation,Stationary Shooter,Chaser,-0.16,1.3,-0.1,0.41,0.75,-0.71,59.18,27.59,-0.56,2.99,61.13,23.75,44.4,42.04,20.72,17.29,92.18,32.18,45.78,27.13,-1.22,0.42,1.7,3.06,15.97,65.38,9.45,67.18,42.83,9.19,41.5,50.76
1882,2024-25,Amir Coffey,27,LAC,1748,Key Rotation,Stationary Shooter,Chaser,-0.21,1.8,-0.26,0.44,0.71,-0.27,40,40.63,-0.93,2.74,59.42,32.8,36.99,44.19,18.16,36.77,50.56,47.03,31.56,23.79,-0.72,0.2,1.79,2.8,18.6,61.43,23.13,55.22,44.83,5.33,50.96,35.13
1883,2025-26,Amir Coffey,28,MIL/PHO,490,Garbage Time,Stationary Shooter,Helper,-0.13,2.49,0.98,0.41,1.5,0.33,63.33,26.32,-1.41,2.86,62.16,46.36,83.57,42.04,57.14,72.33,94.27,31.28,15.32,25.41,-0.28,-0.35,0.83,3.06,21.05,80.85,43.15,29.26,24.86,9.19,59.13,91.4
1884,2021-22,Jarron Cumberland,24,POR,12,Too Few Games,Low Minute,Chaser,-2.03,3,0.19,0.33,1.86,0.12,100,0,-1.88,6,2.39,55.43,59.71,35.16,67.5,62.91,98.11,0,3.44,76.1,-0.13,0.15,0.67,5.35,50,50,51.41,52.36,22.07,64.32,98.35,17.87
1885,2021-22,Javin DeLaurier,23,MIL,3,Too Few Games,Low Minute,Helper,-2.14,0,0.35,0,1.48,-0.01,0,0,-1.97,10.71,0.31,0,65.77,0,56.5,55.21,0,0,1.29,98.73,-0.08,0.4,1,5.54,0,50,55.04,66.35,27.48,67.57,0,17.87
1886,2020-21,Mamadi Diakite,24,MIL,141,Garbage Time,Shot Creator,Anchor Big,-1.42,6.62,1.48,0.57,1.84,-0.73,29.63,75,-1.16,6.23,13.83,84.73,91.25,53.46,67.03,16.73,29.31,93.39,22.83,78.34,-0.78,-0.93,1.86,5.97,38.46,61.9,21.34,16.08,46.55,74.22,95.85,36.54
1887,2023-24,Mamadi Diakite,27,SAS/NYK,24,Too Few Games,Low Minute,Mobile Big,-1.96,3,-0.36,0.17,1.57,-0.08,50,0,-1.79,4.5,3.56,55.43,32.43,23.77,59.77,48.03,78.83,0,5.46,56.23,-0.11,0.49,0.5,4.85,33.33,50,52.93,71.2,19.71,53.62,89.6,17.87
1888,2021-22,Mamadi Diakite,25,OKC,188,Garbage Time,Athletic Finisher,Anchor Big,-1.27,8.99,0.87,1.31,3.06,-0.75,39.53,76.47,-0.74,8.65,16.99,93.56,81.3,82.99,86.83,16.04,49.67,94.85,39.3,94.29,-0.08,-0.79,3.23,7.86,30.95,73.68,55.04,18.39,74.24,92.1,86.19,82.73
1889,2022-23,Mamadi Diakite,26,CLE,176,Garbage Time,Stretch Big,Helper,-1.06,3.56,-0.14,0.36,1.73,-0.12,50,62.5,-1.3,4.8,23.26,63.21,42.57,37.92,64.22,44.97,78.83,78.24,18.66,61.01,-1.05,-0.88,1,4.84,36.36,55,13.31,16.82,27.48,53.39,94.13,21.97
1890,2020-21,CJ Elleby,20,POR,192,Garbage Time,Movement Shooter,Point of Attack,-0.64,4.08,0.92,0.37,1.86,0.05,50,63.64,-1.14,3.76,41.01,69.33,82.34,38.7,67.5,59.32,78.83,79.73,23.46,42.08,-1.67,0.21,0.7,4.06,28.57,80.77,3.34,55.87,22.91,33.99,81.23,91.34
1891,2021-22,CJ Elleby,21,POR,1174,Rotation,Stationary Shooter,Helper,1.26,4.39,1.21,1.14,2.03,1.47,47.48,51.52,0.39,5.03,91.35,72.13,87.52,78.89,71.36,94.3,74.24,63.69,78.99,64.53,0.07,0.73,2.78,5.03,16.15,62.89,64.69,82.19,65.96,57.75,42.07,40.25
1892,2019-20,Tacko Fall,24,BOS,33,Too Few Games,Low Minute,Helper,-1.77,6.62,-0.42,0.14,1.34,-0.15,16.67,100,-1.67,15.67,6.9,84.73,29.62,22.18,50.71,43.16,19.68,97.85,8.55,99.9,0.2,-1.5,2,9.18,28.57,87.5,70.62,8.46,49.01,96.73,81.23,94.13
1893,2020-21,Tacko Fall,25,BOS,136,Garbage Time,Post Scorer,Helper,-0.76,9.34,-0.12,0.84,3.53,0.16,45.71,68.75,-1.12,9.57,35.09,94.66,43.36,67.81,91.06,65.04,69.47,87.79,24.2,96.88,0.22,-2.36,1.89,8.36,33.33,70.59,71.46,2.46,47.14,94.26,89.6,73.15
1894,2021-22,Tacko Fall,26,CLE,59,Garbage Time,Low Minute,Anchor Big,-1.41,10.99,0.96,0.64,3.15,0.1,41.18,100,-1.47,10.26,14.04,97.83,83.15,57.47,87.75,61.89,54.87,97.85,13.7,98.09,-0.06,-2.04,1.45,7.82,18.75,69.57,56.6,4.14,37.76,91.88,51.34,69.2
1895,2021-22,Jared Harper,24,NOP,43,Too Few Games,Low Minute,Chaser,-1.79,1.81,-0.54,0.4,1.68,-0.05,100,0,-1.76,0,6.41,33.06,23.97,40.97,62.91,50.6,98.11,0,6.05,0,-0.3,-0.64,0,2.94,0,0,42.18,21.74,0,7.3,0,0
1896,2019-20,Jared Harper,22,PHO,8,Too Few Games,Low Minute,Point of Attack,-2.05,0,0.14,0,1.28,-0.03,0,0,-1.95,0,1.95,0,57.26,0,48.16,52.81,0,0,1.93,0,-0.06,0.01,0,4.45,0,0,56.6,45,0,43.52,0,0
1897,2020-21,Jared Harper,23,NYK,16,Garbage Time,Low Minute,Point of Attack,-2.06,0,0.26,0,1.06,-0.04,0,0,-1.89,3.75,1.75,0,62.4,0,37.97,51.6,0,0,3.31,41.79,-0.18,0.08,0.25,4.82,0,100,48.46,48.74,17.32,52.89,0,96.24
1898,2019-20,Dewan Hernandez,23,TOR,28,Too Few Games,Low Minute,Helper,-1.71,8.47,0.68,0.83,3.23,0.11,71.43,40,-1.7,10.71,8.09,91.8,76.93,67.36,88.63,62.47,96.31,45.41,7.77,98.73,0.23,-0.85,1.5,7.21,44.44,90,71.76,17.3,38.66,87.64,98.03,94.77
1899,2021-22,DaQuan Jeffries,24,MEM,9,Too Few Games,Low Minute,Chaser,-2.08,0,0.24,0,1.33,-0.13,0,0,-1.92,7.89,1.32,0,61.64,0,50.39,44.16,0,0,2.71,91.16,0.06,-0.91,0.67,5.61,50,200,64.21,16.43,22.07,68.7,98.35,99.6
1900,2023-24,DaQuan Jeffries,26,NYK,46,Garbage Time,Low Minute,Mobile Big,-1.83,1.58,0.41,0,0.83,-0.09,0,0,-1.76,3.79,5.63,28.55,68.38,0,25,47.06,0,0,6.05,42.82,-0.52,-0.93,0.29,4.43,0,125,31,16.08,17.63,42.96,0,99.13
1901,2019-20,DaQuan Jeffries,22,SAC,141,Garbage Time,Stationary Shooter,Low Activity,-1.53,0.71,-0.76,0.23,0.9,-0.01,100,33.33,-1.25,3.56,11.56,18.34,15.16,27.9,29.28,55.21,98.11,36.79,20.27,37.66,-0.04,0.09,1.15,3.98,40,71.43,58.26,49.25,31.15,31.84,96.57,75.99
1902,2020-21,DaQuan Jeffries,23,SAC/HOU,493,Garbage Time,Movement Shooter,Helper,0.62,3.08,0.8,0.61,1.37,-0.57,45.24,47.37,-0.79,3.69,83.03,56.72,79.79,55.94,51.76,22.7,67.91,55.65,37.25,40.49,-0.75,-0.52,1.68,3.83,15.38,67.53,22.03,24.54,42.53,27.71,39.54,60.65
1903,2024-25,DaQuan Jeffries,27,CHO,1071,Key Rotation,Movement Shooter,Helper,0.05,2.78,0.79,0.79,1.32,0.2,48.68,32.43,-1.13,3.43,67.88,51.77,79.47,65.31,49.92,66.77,76.75,36.51,23.83,34.87,-0.19,-0.33,2.09,3.51,31.63,69.01,47.98,30.11,51.4,18.72,87.23,66.65
1904,2024-25,Terance Mann,28,LAC/ATL,1414,Rotation,Movement Shooter,Chaser,0.57,4.63,1.51,1.01,1.77,0.28,39.53,54.41,-0.64,3.38,82.06,73.91,91.68,75.13,65.37,70.35,49.67,67.26,42.67,34.01,-0.92,0.16,1.96,3.44,19.85,63.9,16.86,52.99,48.42,17.23,54.94,44.28
1905,2019-20,Terance Mann,23,LAC,362,Garbage Time,Shot Creator,Chaser,-1.11,2.71,-0.03,0.24,1.03,-0.34,40,50,-0.78,4.32,21.58,50.51,48.35,28.55,36.27,33.02,50.56,58.42,37.64,53.13,-0.79,1.59,1.1,4.43,11.11,63.38,20.91,97.96,30.09,42.96,26.94,42.02
1906,2020-21,Terance Mann,24,LAC,1263,Rotation,Athletic Finisher,Point of Attack,0.71,3.52,1.6,0.84,1.64,1.06,48.7,55.36,0.95,5.39,84.45,62.73,92.61,67.81,61.73,89.91,76.85,68.42,89.57,69.2,0.14,1.24,2.78,5.38,23.66,68.13,68.13,94.96,65.96,64.81,68.01,63.11
1907,2021-22,Terance Mann,25,LAC,2317,Starter,Movement Shooter,Chaser,0.8,3.67,1.92,1.28,1.67,1.05,46.64,50.96,0.41,5.14,85.86,64.69,95.1,82.5,62.66,89.81,71.96,63.25,79.44,66.03,0.55,1.28,3.96,5.14,21.81,69.93,81.92,95.49,83.37,60.07,61.85,70.67
1908,2022-23,Terance Mann,26,LAC,1872,Key Rotation,Movement Shooter,Point of Attack,0.52,3.24,0.9,0.95,1.53,0.42,48.13,58.44,0.09,3.94,81.03,58.87,81.98,72.21,58.36,75.18,75.65,72.54,71.15,45.91,-0.34,0.9,2.46,3.97,22.11,63.58,39.86,88.09,59.64,31.47,62.78,42.79
1909,2023-24,Terance Mann,27,LAC,1873,Key Rotation,Stationary Shooter,Point of Attack,1.1,3.59,1.42,1.16,1.75,0.73,51.79,49.43,-0.64,3.35,89.74,63.6,90.52,79.44,64.81,84.18,84.92,58.26,42.67,33.41,-0.93,0.81,2.23,3.39,20.36,65.23,16.62,85.14,54.66,15.98,57.15,50.08
1910,2025-26,Terance Mann,29,BRK,1529,Starter,Primary Ball Handler,Point of Attack,0.52,3.11,0.51,1.11,1.71,0.35,56.91,37.14,-0.44,3.17,81.03,57.04,71.66,78.02,63.69,72.89,90.54,42.13,50.88,30.24,-1.31,0.77,2.06,3.22,14.62,76.92,7.6,83.68,50.74,12.64,37.19,88.07
1911,2022-23,Andrew Nembhard,23,IND,2074,Starter,Primary Ball Handler,Point of Attack,-0.7,1.57,-0.4,0.47,0.63,-0.54,42.17,17.14,-1.09,2.83,37.92,28.36,30.45,46.32,13.03,24.09,58.32,25.42,25.19,25.05,-0.46,-0.3,2.19,2.88,16.46,64.57,33.67,31.29,53.56,6.48,43.15,47.07
1912,2023-24,Andrew Nembhard,24,IND,1697,Key Rotation,Primary Ball Handler,Point of Attack,-0.46,1.85,-0.56,0.53,0.79,-0.81,43.9,22.22,-1.42,2.23,49.16,33.75,23.05,50.93,22.73,14.09,63.67,27.64,14.96,18.89,-2.27,-0.59,1.54,2.31,15.24,57.69,0.59,22.78,39.57,1.08,39.2,25.57
1913,2024-25,Andrew Nembhard,25,IND,1881,Starter,Primary Ball Handler,Point of Attack,-0.94,1.6,-0.68,0.52,0.68,-1.67,43.04,20.59,-0.29,3.51,27.36,28.99,17.92,50.28,16.22,1.58,61.32,27.25,56.29,36.75,-0.12,0.29,2.8,3.55,9.89,65.94,52.24,60.23,66.38,19.87,25.09,53.17
1914,2025-26,Andrew Nembhard,26,IND,1786,Starter,Primary Ball Handler,Point of Attack,-1.02,1.47,-1.16,0.44,0.54,-1.38,35.71,36,-1.01,2.71,24.51,26.46,5.58,44.19,7.87,3.64,39.75,40.82,28.31,23.41,-1.96,-0.06,2.37,2.77,8.89,69.59,1.53,41.15,57.82,5.06,23.73,69.28
1915,2021-22,Reggie Perry,21,POR/IND,187,Garbage Time,Roll + Cut Big,Helper,1.1,7.96,0.96,1.5,2.69,0.03,38.46,73.33,-0.3,6.32,89.74,89.69,83.15,86.39,81.53,58.18,46.46,92.45,55.89,79.35,-0.88,-0.91,3.2,6.07,15.63,68.09,17.84,16.43,73.72,75.63,40.42,62.95
1916,2020-21,Reggie Perry,20,BRK,211,Garbage Time,Roll + Cut Big,Anchor Big,0.47,10.05,2.72,1.04,4.07,0.97,48.21,70.37,-0.75,7.88,79.69,96.37,98.56,75.91,94.99,88.46,75.79,89.75,38.96,91.09,-0.57,-0.55,1.77,7.34,36.96,63.89,29.02,23.78,44.44,88.71,94.78,44.21
1917,2023-24,Jalen Pickett,24,DEN,122,Garbage Time,Secondary Ball Handler,Point of Attack,-1.52,0.9,-0.45,0.04,0.67,-0.19,33.33,0,-1.34,4.01,11.8,19.42,28.23,19.2,15.54,40.89,33.9,0,17.27,47.46,0.22,0.22,0.48,4.32,23.08,81.25,71.46,56.41,19.61,40.32,66.16,91.55
1918,2024-25,Jalen Pickett,25,DEN,666,Rotation,Secondary Ball Handler,Point of Attack,-0.71,1.67,-0.22,0.31,0.9,-0.06,50,33.33,-1.34,3.12,37.41,30.14,38.67,33.75,29.28,49.69,78.83,36.79,17.27,29.37,-0.45,-0.56,1.14,3.26,19.64,70,34.19,23.49,30.89,13.47,54.53,70.76
1919,2025-26,Jalen Pickett,26,DEN,806,Rotation,Secondary Ball Handler,Chaser,-0.33,2.46,0.16,0.36,0.89,-1.19,36,38.89,-0.3,4.44,54.6,45.84,58.08,37.92,28.61,6.14,40.38,44.5,55.89,55.01,0.14,0.37,1.92,4.46,19.79,75.59,68.13,64.42,47.75,43.81,54.79,86.46
1920,2021-22,Myles Powell,24,PHI,52,Garbage Time,Low Minute,Point of Attack,-1.75,0.68,-0.09,0.09,1.11,0.04,100,0,-1.56,3.44,7.32,18.26,45.04,20.3,40.25,58.69,98.11,0,11.19,35.1,-0.11,1.32,0.45,4.32,0,71.43,52.93,95.9,19.35,40.32,0,75.99
1921,2019-20,Marial Shayok,24,PHI,28,Too Few Games,Low Minute,Helper,-1.86,1.17,-0.05,0.25,1.38,-0.04,100,100,-1.72,7.14,5.19,22.01,47.13,28.97,52.25,51.6,98.11,97.85,7.29,86.59,-0.04,0.07,1.5,5.9,50,75,58.26,48.3,38.66,73.16,98.35,85.03
1922,2020-21,Max Strus,24,MIA,507,Garbage Time,Off Screen Shooter,Chaser,-0.92,0.81,0.42,0.13,0.47,-0.28,50,60,-1.49,2.67,28.28,18.73,68.71,21.61,4.69,36.18,78.83,74.45,13.01,22.98,-1.2,-0.11,0.92,2.91,22.22,81.82,9.91,38.82,26.46,6.8,63.09,91.74
1923,2021-22,Max Strus,25,MIA,1587,Key Rotation,Off Screen Shooter,Low Activity,-0.23,1.6,0.74,0.35,0.6,-0.11,39.34,41.67,-0.5,4.26,58.79,28.99,78.37,37.27,11.22,45.77,49.33,48.01,48.44,51.9,-0.69,-0.22,2.62,4.29,21.35,65.2,24.17,34.11,62.75,39.59,60.26,49.93
1924,2022-23,Max Strus,26,MIA,2272,Key Rotation,Movement Shooter,Helper,-0.28,2,0.11,0.61,0.83,-0.35,40.83,48.98,-0.84,3.48,56.82,36.47,56.03,55.94,25,32.53,53.93,57.93,35.16,35.95,-0.43,0.04,2.61,3.51,22.97,65.52,35.31,46.74,62.57,18.72,65.93,51.37
1925,2019-20,Max Strus,23,CHI,6,Too Few Games,Low Minute,Chaser,-2.05,5,0.03,0.5,1.95,0.01,100,100,-1.97,0,1.95,76.7,52.14,48.34,69.62,56.96,98.11,97.85,1.29,0,-0.11,0.26,0,4.56,0,0,52.93,58.4,0,46.58,0,0
1926,2023-24,Max Strus,27,CLE,2239,Starter,Movement Shooter,Helper,-0.02,2.6,0.42,0.94,1.1,-0.19,42.86,48.48,-0.06,4.47,65.84,48.26,68.71,71.84,39.74,40.89,60.16,57.24,65.21,55.75,-0.17,0.3,3.89,4.48,15.07,68.69,49.14,60.67,82.44,44.31,38.68,65.12
1927,2024-25,Max Strus,28,CLE,1273,Starter,Movement Shooter,Wing Stopper,0.86,3.04,1.71,1.06,1.51,1.52,51.46,43.4,0.21,4.66,86.68,56.05,93.66,76.6,57.74,94.59,84.45,50.37,74.51,58.99,0.25,0.65,3.28,4.68,17.07,65.34,72.52,78.8,74.91,49.59,45.76,50.54
1928,2021-22,Lindell Wigginton,23,MIL,199,Garbage Time,Secondary Ball Handler,Point of Attack,-1.49,1.76,-0.59,0.16,0.73,-0.23,33.33,100,-0.9,3.88,12.32,31.95,21.48,23.24,19.58,38.48,33.9,97.85,32.75,44.87,-0.65,1.47,1.16,4.15,4.55,70.97,25.71,97.41,31.35,36.44,20.82,74.53
1929,2022-23,Lindell Wigginton,24,MIL,87,Too Few Games,Low Minute,Point of Attack,-1.76,0.82,-0.71,0,0.56,-0.45,0,0,-1.49,2.82,7.09,18.81,16.71,0,8.94,27.87,0,0,13.01,24.86,-0.8,1.19,1,3.62,28.57,58.33,20.42,94.08,27.48,21.6,81.23,26.77
1930,2023-24,Lindell Wigginton,25,MIL,8,Too Few Games,Low Minute,Helper,-2.09,0,0.13,0,1.37,0,0,0,-1.93,0,1.07,0,56.79,0,51.76,56.28,0,0,2.41,0,-0.15,-0.11,0,4.37,0,0,50.36,38.82,0,41.76,0,0
1931,2019-20,Justin Wright-Foreman,22,UTA,45,Too Few Games,Low Minute,Chaser,-1.81,0.8,-0.16,0,0.78,-0.13,0,0,-1.65,4.03,6.02,18.68,41.5,0,22.24,44.16,0,0,9.01,47.95,0.05,0.03,1.25,4.65,20,83.33,63.62,46.3,33.36,48.82,55.18,92.51
1932,2021-22,Bol Bol,22,DEN,81,Garbage Time,Low Minute,Helper,-1.53,2.65,-0.41,0.29,1.69,0.07,66.67,25,-1.36,7.1,11.56,49.24,30.01,32.06,63.19,60.5,95.04,29.23,16.74,86.32,0.19,-0.23,1.14,6.36,25,100,70.25,33.75,30.89,79.3,71.41,96.24
1933,2022-23,Bol Bol,23,ORL,1505,Key Rotation,Athletic Finisher,Helper,0.51,3.49,0.02,0.99,1.67,1.62,50,57.97,1.63,8.1,80.76,62.33,51.28,73.71,62.66,95.46,78.83,71.79,95.88,92.1,2.73,-0.09,4.8,8,16.07,77.78,99.85,39.76,89.92,92.69,41.82,88.92
1934,2023-24,Bol Bol,24,PHO,469,Rotation,Stationary Shooter,Helper,0.44,4.09,0.61,0.74,2.43,1.82,64,43.75,-0.03,8.25,78.98,69.46,74.81,62.83,78.39,96.75,94.55,50.7,66.67,92.61,1.41,-0.35,2.44,7.92,17.14,82.68,95.39,29.26,59.22,92.38,46.04,92.21
1935,2024-25,Bol Bol,25,PHO,448,Rotation,Stationary Shooter,Helper,-0.24,2.97,0.33,0.56,1.61,0.2,54.05,45,-0.56,6.75,58.47,54.91,65.08,52.84,60.93,66.77,87.95,52.44,45.78,83.3,0.73,-0.72,2.33,6.56,21.43,71.19,86.13,19.98,56.92,81.53,60.43,75.37
1936,2019-20,Bol Bol,20,DEN,87,Too Few Games,Low Minute,Helper,-1.25,3.49,0.07,0.71,1.93,0.26,62.5,100,-1.28,5.97,17.53,62.33,54.04,61.56,69.09,69.49,93.83,97.85,19.25,75.73,0.18,-0.15,2,5.67,28.57,73.68,69.73,37.18,49.01,69.58,81.23,82.73
1937,2020-21,Bol Bol,21,DEN,160,Garbage Time,Movement Shooter,Helper,-1.62,0.61,0.24,0,0.32,-0.33,0,0,-0.96,5.06,9.8,17.96,61.64,0,0.81,33.58,0,0,30.31,65,-0.45,0.56,0.75,5.09,41.67,82.76,34.19,74.42,23.59,59.16,97.24,92.28
1938,2019-20,Zion Williamson,19,NOP,668,Starter,Post Scorer,Helper,1.63,7.14,1,2.67,3.19,0.59,47.06,65.63,-0.48,4.45,94.02,86.59,84.03,96.85,88.17,80.45,72.9,82.59,49.24,55.27,1,-0.11,3.58,4.51,24.42,74.14,90.67,38.82,79.06,45.26,70.2,83.75
1939,2020-21,Zion Williamson,20,NOP,2026,Star,Shot Creator,Low Activity,2.2,7.15,1.45,2.74,2.92,1.97,42.49,75.45,-0.86,4.85,97.2,86.67,90.96,97.15,84.68,97.58,59.19,94.4,34.51,61.98,0.48,-1.08,4.49,4.86,25.55,66.99,79.8,13.92,87.88,53.94,74.07,58.31
1940,2022-23,Zion Williamson,22,NOP,956,Star,Shot Creator,Helper,0.28,5.16,-0.24,2,2.16,2.03,43.94,65.52,-0.33,5.44,75.27,77.64,37.96,92.41,73.71,97.86,63.9,82.44,54.92,69.78,1.22,-0.48,4.97,5.42,29.17,73.85,93.25,25.61,90.74,65.62,82.85,83.09
1941,2023-24,Zion Williamson,23,NOP,2207,Star,Shot Creator,Helper,-0.07,5.73,-0.35,1.74,2.01,0.51,37.31,68.03,-0.31,4.7,64.33,80.78,32.85,89.92,70.94,78,43.14,86.91,55.55,59.65,0.79,0.28,4.06,4.71,22.54,71.72,87.36,59.63,84.47,50.24,64.44,77.5
1942,2024-25,Zion Williamson,24,NOP,857,Key Rotation,Shot Creator,Wing Stopper,1.59,6.88,0.05,2.53,3.11,1.04,47.2,75,0.62,5.92,93.74,85.78,53.18,96.25,87.32,89.68,73.48,93.39,84.02,75.26,1.38,0.03,4.67,5.87,30.71,74.47,95.08,46.3,89.14,72.75,85.67,84.31
1943,2025-26,Zion Williamson,25,NOP,1841,Starter,Shot Creator,Helper,0.31,4.71,0.13,2.02,2.4,1.38,52.74,65.6,-0.7,4.38,75.96,74.62,56.79,92.89,78,93.56,86.48,82.56,40.74,54.17,0.93,-0.65,3.68,4.4,27.63,90.48,89.65,21.54,80.23,42.43,79.06,94.94
1944,2019-20,RJ Barrett,19,NYK,1704,Starter,Slasher,Chaser,-0.94,2.87,-1.51,0.89,1.08,0.08,39.06,42,0.32,4.89,27.36,53.36,2.2,69.93,38.91,60.93,48.49,48.53,77.56,62.55,0.24,1.19,4.09,4.9,15.72,69.18,72.3,94.08,84.7,54.81,40.72,67.33
1945,2020-21,RJ Barrett,20,NYK,2511,Starter,Slasher,Helper,-0.72,2.99,-1.12,0.94,1.03,-0.57,35.23,51.47,0.03,5.17,36.79,55.27,6.2,71.84,36.27,22.7,38.89,63.66,68.95,66.46,0.57,0.75,4.81,5.18,15.03,66.41,82.48,82.89,89.96,61.07,38.6,54.92
1946,2021-22,RJ Barrett,21,NYK,2417,Starter,Secondary Ball Handler,Wing Stopper,-0.9,2.91,-1.64,0.94,1.03,-0.55,36.46,36.36,0.42,5.3,29.21,54.03,1.66,71.84,36.27,23.55,41.19,41.04,79.66,68.1,0.59,1.43,4.89,5.3,17.25,69.51,82.99,97.08,90.37,63.47,46.51,69.05
1947,2022-23,RJ Barrett,22,NYK,2475,Starter,Secondary Ball Handler,Helper,-0.65,3.05,-1.11,0.82,0.91,-0.77,30.93,45,-0.23,4.62,40.46,56.21,6.48,66.78,29.77,15.38,31.09,52.44,58.65,58.34,0.18,0.88,4.22,4.63,12.01,65.95,69.73,87.64,85.94,48.29,29.18,53.22
1948,2023-24,RJ Barrett,23,NYK/TOR,1838,Starter,Slasher,Wing Stopper,-0.92,3.19,-0.98,0.91,1.06,-0.71,33.76,49.06,0.27,5.15,28.28,58.29,9.19,70.83,37.97,17.29,36.21,58,76.31,66.15,0.7,0.64,4.52,5.15,20.23,68.77,85.46,78.31,88.16,60.43,56.78,65.61
1949,2024-25,RJ Barrett,24,TOR,1869,Starter,Primary Ball Handler,Helper,-0.87,3.56,-1.61,1.05,1.18,-0.38,33.7,50.82,0.6,5.84,30.55,63.21,1.76,76.2,43.82,31.21,36.07,63.09,83.7,74.27,1.68,0.8,5.26,5.81,15.08,71.76,97.25,84.72,92.36,71.58,38.74,77.61
1950,2025-26,RJ Barrett,25,TOR,1726,Starter,Movement Shooter,Helper,-0.75,2.18,-0.68,0.96,1.18,-0.48,53.4,29.09,0.28,5.16,35.53,40.16,17.92,72.67,43.82,26.43,87.29,33.51,76.54,66.28,1.24,0.42,4.3,5.15,14.29,100.82,93.42,67.18,86.55,60.43,35.49,98.35
1951,2019-20,Cam Reddish,20,ATL,1551,Starter,Movement Shooter,Chaser,-0.35,2.1,-0.68,0.6,0.81,-1.46,38.46,34.29,-0.04,4.05,53.87,38.6,17.92,55.3,24.02,2.95,46.46,39.51,65.98,48.39,1.39,0.17,3.12,4.09,15.47,72.11,95.12,53.48,72.54,34.9,39.97,78.55
