RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Finishing Talent,Rim Shot Creation,Drives Per 75 Possessions,Rim Shot Making,Rim Shot Making Efficiency,Paint Shooting Talent,Rim Makes Consistency,Stable Rim FG%,Contact Finish Rate,Rim Attempt Consistency,Finishing Talent_percentile,Rim Shot Creation_percentile,Drives Per 75 Possessions_percentile,Rim Shot Making_percentile,Rim Shot Making Efficiency_percentile,Paint Shooting Talent_percentile,Rim Makes Consistency_percentile,Stable Rim FG%_percentile,Contact Finish Rate_percentile,Rim Attempt Consistency_percentile,Rim FG%,Drive Foul Drawn Rate,Rim FG%_percentile,Drive Foul Drawn Rate_percentile
98,2021-22,Emmanuel Mudiay,25,SAC,11,Too Few Games,Low Minute,Point of Attack,-2,,16.3,,,-0.54,,65.43,0,,1.9,,97.15,,,42.98,,66.8,0,,0,20,0,96.01
99,2019-20,Emmanuel Mudiay,23,UTA,850,Rotation,Slasher,Point of Attack,-0.25,0.8,18.97,-0.39,-0.93,0.49,99.01,60.06,13.16,100.68,61.53,88.19,99.18,17.94,21.21,87.66,49.54,29.33,35.5,64.78,57.29,6.49,39.97,56.76
100,2015-16,Emmanuel Mudiay,19,DEN,2068,Starter,Slasher,Point of Attack,-0.9,1.15,14.19,-1.2,-1.66,-1.16,101.25,48.51,17.2,102.99,15.79,93.87,94.26,1.45,4.56,3.37,67.42,14.1,43.37,89.12,45.45,6.08,22.72,53.75
101,2016-17,Emmanuel Mudiay,20,DEN,1406,Key Rotation,Primary Ball Handler,Point of Attack,-0.15,0.87,13.19,-0.35,-0.81,-1.28,101.44,52.19,15.71,101.36,66.44,89.64,92.36,20.53,26.02,2.89,69.15,14.58,39.58,72.53,49.06,8.24,24.7,69.28
102,2019-20,Tyus Jones,23,MEM,1232,Key Rotation,Primary Ball Handler,Point of Attack,-0.53,-0.46,9,-0.08,-0.23,0.66,97.96,61.94,6.67,98.37,43.45,43.26,80.77,47.68,57.05,90.13,42.49,40.13,30.05,43.66,60.47,3.13,49.44,32.49
103,2020-21,Tyus Jones,24,MEM,1222,Rotation,Primary Ball Handler,Point of Attack,-0.45,-0.55,11.15,0.08,0.44,0.63,95.54,58.51,15.79,97.81,48.97,38.73,87.36,69.77,81.56,89.69,29.73,23.07,39.62,39.09,52.24,2.42,29.23,29.21
104,2021-22,Tyus Jones,25,MEM,1549,Key Rotation,Primary Ball Handler,Point of Attack,-0.52,-0.32,8.98,0.08,0.34,0.71,97.96,61.83,26.32,99.16,44.13,50.47,80.68,69.77,78.63,90.76,42.49,39.28,72.77,50.6,57.97,3.42,41.91,34.36
105,2022-23,Tyus Jones,26,MEM,1940,Key Rotation,Primary Ball Handler,Low Activity,-0.54,-0.38,7.79,0.04,0.4,0.75,92.79,60.68,25,95.08,42.76,47.16,76.23,65.9,80.27,91.16,18.95,32.51,66.71,23.83,54.67,3.81,33.03,36.6
106,2015-16,Tyus Jones,19,MIN,573,Rotation,Primary Ball Handler,Point of Attack,-0.54,0.05,10.09,-0.18,-0.51,-0.05,94.96,57.72,20,97.16,42.76,67.05,84.53,35.07,40.68,74.97,26.8,20.88,49.66,34.5,52.63,4.61,29.65,42.15
107,2016-17,Tyus Jones,20,MIN,774,Garbage Time,Secondary Ball Handler,Point of Attack,-0.66,-0.05,7.24,-0.29,-0.72,-0.37,90.63,57.48,14.29,93.36,34.06,62.77,73.67,25.22,29.95,57.63,13.67,20.22,36.49,16.8,51.16,6.08,28.23,53.75
108,2017-18,Tyus Jones,21,MIN,1467,Rotation,Primary Ball Handler,Point of Attack,-0.4,-0.04,5.7,-0.06,-0.04,-0.03,95.52,63.37,28.57,95.46,52.62,63.2,65.19,50.75,66,75.66,29.64,50.66,78.6,25.47,63.53,5.02,60.01,45.29
109,2018-19,Tyus Jones,22,MIN,1560,Key Rotation,Primary Ball Handler,Point of Attack,-0.49,0.19,7.28,-0.21,-0.45,-0.2,98.27,58.36,20,98.02,45.99,72.27,73.84,32.34,44.24,68.58,44.25,22.69,49.66,40.81,55.14,4.44,34.23,41.27
110,2025-26,Tyus Jones,29,ORL/DAL/DEN,934,Rotation,Primary Ball Handler,Point of Attack,-1.1,-0.94,2.99,-0.35,-1.12,-0.35,77.89,62.81,20,89.43,7.57,19.85,45.52,20.53,15.01,59.11,2.49,46.17,49.66,7.86,44.44,3.9,22.23,37.4
111,2024-25,Tyus Jones,28,PHO,2174,Starter,Primary Ball Handler,Point of Attack,-0.88,-0.59,6.47,-0.21,-0.36,-0.19,94.69,70.39,0,95.78,16.96,36.59,69.62,32.34,49.34,69.11,25.53,93.93,0,26.73,75.44,2.89,92.6,31.14
112,2023-24,Tyus Jones,27,WAS,1933,Starter,Primary Ball Handler,Point of Attack,-0.61,-0.28,8.4,-0.13,-0.21,0.98,100.51,65.06,25,100.84,37.32,52.19,78.39,41.1,57.85,93.04,62.01,64.14,66.71,66.59,64.08,1.72,62.18,26.55
113,2015-16,Cliff Alexander,20,POR,36,Too Few Games,Low Minute,Anchor Big,-0.57,-0.73,0,0.04,-0.26,-0.67,93.94,62.37,0,92.03,40.1,29.5,0,65.9,55.29,28.37,22.54,43.2,0,13.06,100,0,97.87,0
114,2018-19,Justin Anderson,25,ATL,463,Garbage Time,Movement Shooter,Helper,-0.08,0.06,4.73,0.11,0.43,-0.48,90.58,62.91,25,92,69.58,67.54,58.99,71.77,81.23,49.29,13.43,46.9,66.71,12.93,62.75,6.35,57.37,55.68
115,2021-22,Justin Anderson,28,CLE/IND,316,Garbage Time,Movement Shooter,Helper,-0.64,-1.08,3.87,0.05,-0.06,-0.21,95.77,66.02,50,95.92,35.41,14.19,52.34,67.1,65.2,68.01,30.66,71.8,96.28,27.43,68.75,12.12,78.08,86.42
116,2016-17,Justin Anderson,23,DAL/PHI,1227,Rotation,Movement Shooter,Wing Stopper,0.21,-0.34,7.05,0.43,1.07,-0.79,97.88,65.31,15.25,97.42,79.82,49.41,72.68,84.52,93.49,16.15,41.99,66.16,38.7,36.27,67.32,13.16,73.97,88.92
117,2017-18,Justin Anderson,24,PHI,519,Rotation,Movement Shooter,Low Activity,-0.43,-0.31,5.06,-0.36,-0.96,-0.65,98.25,64.57,22.22,99.02,50.34,50.89,61.19,19.75,20.24,30.55,43.99,60.54,58.08,49.38,66.15,4.23,69.02,39.71
118,2019-20,Justin Anderson,26,BRK,107,Garbage Time,Stationary Shooter,Helper,-0.75,-0.8,3.56,-0.11,-0.49,-0.74,92.66,61.1,66.67,93.03,26.79,26,50.14,43.57,41.78,20.65,18.59,34.71,98.76,15.64,37.5,0,20.17,0
119,2015-16,Justin Anderson,22,DAL,647,Rotation,Movement Shooter,Chaser,-0.35,-0.2,4.43,-0.02,0.11,-0.68,93.81,66.37,12,94.81,55.75,56.17,56.93,57.58,71.58,27.25,22.1,74.59,33.85,22.67,76.09,10.53,93.3,81.37
120,2015-16,Anthony Brown,23,LAL,599,Key Rotation,Movement Shooter,Chaser,-1.27,-0.65,1.95,-0.57,-1.54,-0.58,90.7,56.14,12.5,92.65,4.71,33.65,36.07,10.38,6.34,38.74,13.88,17.35,34.11,14.66,38.89,12.9,20.52,88.53
121,2017-18,Anthony Brown,25,MIN,4,Too Few Games,Low Minute,Chaser,-2.04,,0,,,-1.69,,63.18,0,,0.74,,0,,,0.02,,48.69,0,,0,0,0,0
122,2016-17,Anthony Brown,24,NOP/ORL,159,Garbage Time,Movement Shooter,Wing Stopper,-0.63,-0.41,3.42,-0.14,-0.96,-0.28,87.9,60.55,0,84.82,36.07,45.61,49.04,39.72,20.24,64.05,9.11,31.9,0,3.66,55.56,0,35.03,0
123,2015-16,Montrezl Harrell,22,HOU,379,Garbage Time,Post Scorer,Helper,-0.27,-0.7,0.67,-0.17,-0.61,-0.49,96.41,65.21,10.53,95.64,60.43,31.07,23.62,36.17,35.25,48.56,33.43,65.39,32.54,26.12,70.77,0,83.66,0
124,2016-17,Montrezl Harrell,23,HOU,1064,Rotation,Roll + Cut Big,Mobile Big,0.79,-0.79,1.29,0.59,0.37,-0.69,103.43,71.07,48.61,101.49,90.52,26.52,29.76,88.26,79.52,26.07,86.12,95.42,96.27,73.88,73.93,7.89,89.98,67
125,2017-18,Montrezl Harrell,24,LAC,1293,Rotation,Post Scorer,Mobile Big,1.76,0.24,2.74,1.12,1.08,0.57,103.62,70.66,35.71,102.4,96.92,73.91,43.27,94.64,93.64,88.76,87.44,94.43,91.57,83.36,72.09,10.31,86.83,80.67
126,2018-19,Montrezl Harrell,25,LAC,2158,Key Rotation,Post Scorer,Anchor Big,2.45,0.19,2.03,1.81,1.03,-0.54,105.58,69.91,34.48,104.38,98.73,72.27,36.66,97.81,93.02,42.98,98.24,92.73,90.72,98.07,70.7,16.13,83.5,93.32
127,2019-20,Montrezl Harrell,26,LAC,1749,Star,Shot Creator,Anchor Big,2.23,0.95,3.64,1.16,0.6,0.08,106.32,67.24,38.92,104.54,98.34,90.98,50.72,95.05,85.49,79.18,99.5,81.14,93.62,98.54,67.7,11.54,75.08,84.93
128,2020-21,Montrezl Harrell,27,LAL,1580,Key Rotation,Post Scorer,Mobile Big,2.27,0.13,1.27,1.73,1.54,-0.36,104.51,71.63,31.34,103.53,98.44,70.65,29.6,97.63,97.49,58.36,93.88,96.27,84.97,93.73,73.03,9.26,88.47,75.52
129,2022-23,Montrezl Harrell,29,PHI,681,Rotation,Post Scorer,Anchor Big,-0.03,-0.06,1.2,-0.48,-1.08,-0.64,98.73,67.59,30.91,98.67,71.31,62.33,28.85,13.51,16.32,31.57,47.46,84.03,84.28,46.52,68,13.64,76.05,89.85
130,2021-22,Montrezl Harrell,28,WAS/CHO,1640,Key Rotation,Post Scorer,Anchor Big,1.73,-0.05,1.13,1.12,0.86,-0.58,104.69,73.41,31.37,103.7,96.8,62.77,28.23,94.64,90.39,38.74,94.66,98.22,85,94.96,74.94,20,90.98,96.01
131,2016-17,Andrew Harrison,22,MEM,1474,Rotation,Shot Creator,Point of Attack,-0.56,0.79,10.96,-0.47,-1.06,-0.73,96.77,51.79,9.52,98.16,41.2,88.05,86.78,14,17.05,21.67,35.57,14.39,31.74,42.16,45.37,11.44,22.7,84.7
132,2017-18,Andrew Harrison,23,MEM,1326,Key Rotation,Primary Ball Handler,Point of Attack,0.49,1.03,14.49,0.48,0.77,-0.08,100.96,59.41,28.77,100.72,86.27,92.35,94.81,85.82,88.77,73.85,65.12,26.38,80.06,65.22,57.35,6.52,40.13,57.02
133,2018-19,Andrew Harrison,24,MEM/CLE/NOP,186,Garbage Time,Shot Creator,Point of Attack,-0.37,-0.04,14.46,0,-0.15,-0.17,93.46,62.09,25,97.7,54.52,63.2,94.72,60.92,60.87,70.13,20.91,41.14,66.71,38.22,57.14,8.57,38.79,71.35
134,2015-16,Aaron Harrison,21,CHO,93,Garbage Time,Low Minute,Low Activity,-0.75,-0.54,4.06,-0.12,-1.04,-0.72,75.72,59.05,0,88.55,26.79,39.15,54.04,42.34,17.73,22.99,1.71,25.09,0,6.75,40,27.27,20.64,98.42
135,2016-17,Aaron Harrison,22,CHO,17,Too Few Games,Low Minute,Chaser,-2.04,,2.21,,,-0.56,,61.15,0,,0.74,,38.24,,,41.01,,35.01,0,,0,0,0,0
136,2017-18,Aaron Harrison,23,DAL,233,Starter,Movement Shooter,Chaser,-0.39,-0.27,3.53,0.15,-0.07,-0.79,100.25,62.35,0,97.72,53.28,52.61,49.85,74.24,64.77,16.15,59.63,43.08,0,38.37,55.56,0,35.03,0
137,2021-22,Delon Wright,29,ATL,1452,Rotation,Primary Ball Handler,Point of Attack,-0.26,0.11,7.23,0.09,0.3,-0.39,97.28,64.24,9.09,97.17,60.93,69.75,73.64,70.5,77.5,56.14,38.38,57.82,31.32,34.55,63.22,5.38,58.94,48.11
138,2018-19,Delon Wright,26,TOR/MEM,1698,Rotation,Primary Ball Handler,Chaser,0.63,0.84,13.19,0.46,0.58,-0.89,101.46,59.95,25,100.69,88.46,88.94,92.36,85.25,84.9,9.65,69.41,28.88,66.71,64.94,59.07,5.37,45.06,48.01
139,2023-24,Delon Wright,31,WAS/MIA,742,Rotation,Secondary Ball Handler,Point of Attack,-0.63,0.47,8.82,-0.48,-1.33,-0.59,98.04,62.14,16.67,98.03,36.07,80.32,80.1,13.51,9.63,37.61,43.01,41.5,40.78,40.9,56.36,8.43,37.11,70.69
140,2024-25,Delon Wright,32,MIL/NYK,634,Rotation,Secondary Ball Handler,Chaser,-0.6,-0.06,6.5,-0.16,-0.49,-0.79,94.47,62.92,8.33,96.25,38.1,62.33,69.78,37.39,41.78,16.15,24.47,46.93,30.87,29.42,55.56,6.31,35.03,55.49
141,2020-21,Delon Wright,28,DET/SAC,1748,Star,Primary Ball Handler,Point of Attack,0.73,0.7,15.14,0.71,0.99,-0.53,101.76,62.64,16.28,101.96,89.88,86.38,95.86,90.06,92.39,44.16,71.92,44.96,40.49,78.61,62.05,4.76,54.78,43.02
142,2015-16,Delon Wright,23,TOR,229,Garbage Time,Slasher,Point of Attack,0.55,1.81,16.91,0.04,-0.09,0.2,90.14,58.67,7.14,91.09,87.25,98.68,97.7,65.9,63.85,82.14,12.58,23.6,30.14,11.32,55.81,9.9,35.98,78.61
143,2016-17,Delon Wright,24,TOR,446,Rotation,Slasher,Point of Attack,-0.24,1.06,17.27,-0.35,-1.14,-0.19,99.83,58.79,8.7,99.24,62.05,92.69,98.02,20.53,14.28,69.11,56.28,24.11,31.19,51.12,55.56,7.04,35.03,60.72
144,2017-18,Delon Wright,25,TOR,1433,Star,Primary Ball Handler,Point of Attack,0.61,1.03,12.8,0.4,0.53,-0.29,101.84,60.42,31.48,101.23,88.2,92.35,91.48,83.77,83.77,63.41,72.54,31.18,85.22,70.84,59.41,4.73,46.06,42.92
145,2022-23,Delon Wright,30,WAS,1221,Key Rotation,Primary Ball Handler,Point of Attack,0.38,0,8.96,0.74,1.45,-0.12,99.84,71.13,39.29,98.83,84.12,64.8,80.55,90.49,96.88,72.46,56.39,95.59,93.74,47.72,75.32,3.73,92.55,36.23
146,2019-20,Delon Wright,27,DAL,1570,Key Rotation,Primary Ball Handler,Point of Attack,0.32,0.74,11.71,0.24,0.38,-0.22,99.75,62.49,25,99.83,82.75,87.04,88.92,78.42,79.76,67.4,55.52,43.9,66.71,56.68,62.01,4.96,54.61,44.67
147,2017-18,RJ Hunter,24,HOU,45,Too Few Games,Low Minute,Chaser,-0.59,-0.84,4.17,0.04,-0.2,-0.19,85.99,63.79,100,90.88,38.71,24.24,55.01,65.9,58.43,69.11,7.01,54.24,99.18,10.84,75,0,91.01,0
148,2015-16,RJ Hunter,22,BOS,314,Garbage Time,Movement Shooter,Low Activity,-1.03,-1.7,2.55,-0.1,-0.36,-0.46,86.53,60.51,33.33,87.93,9.87,1.15,41.32,44.9,49.34,50.8,7.7,31.7,86.9,6.13,61.54,9.09,52.81,74.2
149,2018-19,RJ Hunter,25,BOS,26,Too Few Games,Low Minute,Helper,-0.79,-0.97,2.83,-0.07,-0.41,-0.31,,62.68,0,,23.51,18.43,44.12,49.3,46.43,62.15,,45.23,0,,50,0,25,0
150,2016-17,RJ Hunter,23,CHI,9,Too Few Games,Low Minute,Chaser,-2.04,,0,,,-1.58,,61.15,0,,0.74,,0,,,0.81,,35.01,0,,0,0,0,0
151,2015-16,Sam Dekker,21,HOU,6,Too Few Games,Low Minute,Anchor Big,-2.12,,0,,,-1.68,,60.33,0,,0.02,,0,,,0.36,,30.59,0,,0,0,0,0
152,2016-17,Sam Dekker,22,HOU,1419,Rotation,Stationary Shooter,Low Activity,-0.2,-0.66,3.65,-0.05,-0.18,-0.77,100.18,63.19,25,100.56,63.88,33.07,50.77,52.47,59.47,17.92,59.11,49.08,66.71,63.74,63.96,7.75,61.68,66.1
153,2017-18,Sam Dekker,23,LAC,883,Garbage Time,Athletic Finisher,Low Activity,-0.08,-0.24,4.71,-0.22,-0.54,-0.44,99.66,64.83,20,99.25,69.58,53.99,58.89,31.09,39.01,52.32,54.89,62.47,49.66,51.2,65.61,7.02,67.46,60.55
154,2021-22,Sam Dekker,27,TOR,1,Too Few Games,Low Minute,Helper,-2,,0,,,-1.5,,65.43,0,,1.9,,0,,,1.9,,66.8,0,,0,0,0,0
155,2018-19,Sam Dekker,24,CLE/WAS,789,Rotation,Athletic Finisher,Low Activity,0.07,-0.1,4.15,-0.05,-0.21,-0.98,100.03,63.72,9.09,100.04,75.54,60.41,54.82,52.47,57.85,6.16,57.95,53.61,31.32,58.84,64.08,7.78,62.18,66.28
156,2015-16,D'Angelo Russell,19,LAL,2259,Starter,Primary Ball Handler,Point of Attack,0.23,0.21,7.21,0.5,0.89,0.6,100.88,57.96,22.35,100.53,80.53,73.06,73.51,86.36,91,89.2,64.66,21.52,59.16,63.46,57.07,6.02,38.7,53.17
157,2016-17,D'Angelo Russell,20,LAL,1811,Starter,Shot Creator,Point of Attack,-0.3,0.31,8.05,-0.06,-0.19,0.95,98.97,54.13,21.13,99.98,58.7,76.07,77.19,50.75,58.9,92.82,49.07,15.33,55.2,58.19,50.67,6.77,27.92,59
158,2022-23,D'Angelo Russell,26,MIN/LAL,2304,Starter,Primary Ball Handler,Chaser,0.58,0.05,8.25,0.99,1.75,0.99,101.26,69.11,19.74,101.04,87.76,67.05,77.87,93.47,98.48,93.14,67.51,90.44,49.44,68.93,70.19,8.75,82.26,72.49
159,2023-24,D'Angelo Russell,27,LAL,2484,Starter,Primary Ball Handler,Chaser,0,0.07,7.61,0.36,0.57,0.74,101.98,68.61,23.61,100.85,72.65,67.87,75.44,82.69,84.59,91.06,73.58,88.75,63.14,66.75,69.54,6.79,80.55,59.13
160,2019-20,D'Angelo Russell,23,GSW/MIN,1452,Starter,Shot Creator,Chaser,0.22,-0.01,9.72,0.6,0.97,2.84,100.59,66.73,10.29,98.96,80.2,64.39,83.25,88.45,92.06,98.97,62.51,77.44,32.45,48.77,69.74,10.17,81.07,80.13
161,2020-21,D'Angelo Russell,24,MIN,1196,Starter,Primary Ball Handler,Chaser,-0.45,-0.22,8.48,-0.13,-0.32,1.36,102.19,63.33,16.67,99.73,48.97,55.05,78.81,41.1,51.65,95.31,75.18,50.34,40.78,55.87,62.64,9.09,57.14,74.2
162,2021-22,D'Angelo Russell,25,MIN,2077,Star,Primary Ball Handler,Chaser,0.4,0.12,6.82,0.73,1.15,0.67,102.19,64.71,18.75,101.09,84.63,70.29,71.35,90.32,94.5,90.2,75.18,61.74,47.03,69.47,64.34,8.1,63.18,68.3
163,2017-18,D'Angelo Russell,21,BRK,1234,Key Rotation,Shot Creator,Point of Attack,0.55,0.8,13.46,0.57,0.69,0.95,100.02,59.68,33.33,100.51,87.25,88.19,92.86,87.88,87.25,92.82,57.9,27.77,86.9,63.32,57.69,4.53,40.98,41.63
164,2018-19,D'Angelo Russell,22,BRK,2448,Star,Primary Ball Handler,Point of Attack,0.67,0.92,14.24,0.7,0.94,2.49,99.96,56.57,25.93,101.14,89,90.56,94.33,89.92,91.62,98.38,57.38,18.12,71.9,70.05,54.58,3.4,32.97,34.23
165,2024-25,D'Angelo Russell,28,LAL/BRK,1481,Key Rotation,Primary Ball Handler,Chaser,-0.14,0.21,8.87,0.19,0.4,0.67,99.51,64.46,17.54,99.95,66.93,73.06,80.23,76.19,80.27,90.2,53.81,59.74,44.08,57.86,62.65,8.43,57.17,70.69
166,2025-26,D'Angelo Russell,29,DAL,495,Rotation,Primary Ball Handler,Chaser,-0.47,-0.21,10.7,0.01,-0.12,0.63,96.7,66.45,0,98.02,47.55,55.63,85.96,62.52,62.3,89.69,35.11,75.6,0,40.81,64,9.33,61.76,75.85
167,2015-16,Karl-Anthony Towns,20,MIN,2627,Starter,Post Scorer,Anchor Big,2.26,0.1,2.28,2.27,1.89,0.4,104.48,66.14,33.83,103.73,98.43,69.33,38.89,98.85,98.87,86.34,93.72,72.97,90.24,95.17,67.12,10.06,73.17,79.81
168,2016-17,Karl-Anthony Towns,21,MIN,3030,Star,Post Scorer,Helper,3.66,0.47,3.61,3.72,2.24,0.89,105.84,67.43,27.45,104.26,99.59,80.32,50.54,99.77,99.56,92.28,98.91,83.04,76.25,97.59,68.2,12.89,76.64,88.52
169,2017-18,Karl-Anthony Towns,22,MIN,2918,Star,Post Scorer,Anchor Big,0.82,-0.39,2.83,0.88,0.57,0.88,104.57,69.2,26.74,103.03,90.96,46.57,44.12,92.27,84.59,92.13,94.04,90.73,74.07,89.42,70.2,9.68,82.31,77.51
170,2018-19,Karl-Anthony Towns,23,MIN,2545,Star,Shot Creator,Anchor Big,2.13,0.51,3.97,2,1.55,0.93,104.14,68.85,29.19,102.7,98.1,81.45,53.2,98.28,97.58,92.62,91.12,89.56,80.82,86.2,69.82,11.07,81.26,83.07
171,2019-20,Karl-Anthony Towns,24,MIN,1187,Star,Versatile Big,Anchor Big,0.94,0.25,4.21,0.79,0.57,0.27,104.68,69.06,35.63,103.43,92.1,74.24,55.3,91.19,84.59,83.82,94.59,90.21,91.55,92.79,70.85,13.99,83.93,90.48
172,2020-21,Karl-Anthony Towns,25,MIN,1689,Star,Shot Creator,Anchor Big,-0.03,0.42,5.96,-0.25,-0.43,0.11,106.54,65.72,22.56,105.18,71.31,79.15,66.83,28.13,45.33,80.01,99.73,69.52,59.55,99.44,66.1,12.5,68.84,87.13
173,2021-22,Karl-Anthony Towns,26,MIN,2476,Star,Shot Creator,Mobile Big,1.4,0.75,8.52,0.98,0.62,1.26,104.87,67.25,32.09,103.87,95.43,87.41,79.03,93.31,86.02,94.84,95.6,81.19,86.17,95.96,67.54,12.29,74.42,86.85
174,2022-23,Karl-Anthony Towns,27,MIN,957,Star,Shot Creator,Mobile Big,1.08,-0.25,7.6,1.42,1.47,0.08,102.99,72.75,25.86,101.79,93.47,53.45,75.4,96.48,97.07,79.18,82.26,97.6,71.71,76.98,76.85,13.24,94.11,89.07
175,2023-24,Karl-Anthony Towns,28,MIN,2026,Star,Versatile Big,Mobile Big,0.92,0.74,10.86,0.84,0.58,1.18,104.22,62.41,29.29,103.14,91.86,87.04,86.54,91.87,84.9,94.26,91.74,43.41,81.08,90.4,61.46,9.48,52.7,76.63
176,2024-25,Karl-Anthony Towns,29,NYK,2517,Star,Post Scorer,Anchor Big,2.06,0.93,8.43,1.7,0.99,0.39,105.57,66.87,29.36,104.51,98,90.77,78.5,97.58,92.39,86.15,98.19,79.07,81.16,98.47,66.93,15.33,72.78,92.58
177,2025-26,Karl-Anthony Towns,30,NYK,2292,Star,Shot Creator,Mobile Big,0.38,1.23,6.54,-0.32,-0.56,0.2,105.34,62.19,25.87,104.38,84.12,94.98,70.11,22.73,37.98,82.14,97.6,42.04,71.79,98.07,61.41,16.5,52.52,93.58
178,2015-16,Richaun Holmes,22,PHI,702,Rotation,Roll + Cut Big,Helper,0.87,-0.75,1.73,0.82,1.4,-1.08,100.61,65.86,22.5,100.23,91.42,28.53,33.97,91.59,96.62,4.11,62.67,70.43,59.36,60.77,68.89,12.12,78.7,86.42
179,2016-17,Richaun Holmes,23,PHI,1193,Key Rotation,Roll + Cut Big,Helper,0.02,-0.9,1.29,0.08,-0.2,-0.85,102.55,68.75,31.25,101.08,73.51,21.56,29.76,69.77,58.43,11.68,78.43,89.18,84.74,69.35,71.43,11.9,84.83,85.89
180,2017-18,Richaun Holmes,24,PHI,746,Rotation,Roll + Cut Big,Anchor Big,0.21,-0.81,2.09,0.18,0.16,-0.84,100.14,71.79,40,99.11,79.82,25.62,37.21,75.81,73.21,12.39,58.83,96.49,93.87,50.14,76.47,13.95,93.65,90.37
181,2018-19,Richaun Holmes,25,PHO,1184,Rotation,Roll + Cut Big,Anchor Big,0.4,-0.92,1.77,0.3,0.34,-0.77,102.77,69.86,33.33,101.09,84.63,20.83,34.36,80.76,78.63,17.92,80.37,92.57,86.9,69.47,71.89,12.07,86.44,86.29
182,2019-20,Richaun Holmes,26,SAC,1242,Star,Roll + Cut Big,Mobile Big,0.72,-0.51,0.72,0.65,0.57,-0.97,104.2,70.91,18.18,102.96,89.71,40.67,24.03,89.18,84.59,6.58,91.58,95.05,45.29,88.75,73.46,16.67,89.17,93.65
183,2020-21,Richaun Holmes,27,SAC,1782,Starter,Roll + Cut Big,Anchor Big,0.42,-0.83,1.58,0.52,0.44,-0.65,105.1,71.75,30.34,103.93,85.12,24.66,32.73,86.87,81.56,30.55,96.64,96.41,83.21,96.12,73.86,18.18,89.86,95.13
184,2021-22,Richaun Holmes,28,SAC,1074,Key Rotation,Roll + Cut Big,Anchor Big,-0.15,-0.79,0.81,-0.05,-0.2,-0.53,102.04,72.56,39.53,101.68,66.44,26.52,24.93,52.47,58.43,44.16,74,97.47,93.8,75.82,75.76,4.17,92.93,39.12
185,2022-23,Richaun Holmes,29,SAC,348,Garbage Time,Roll + Cut Big,Mobile Big,-0.37,-0.78,0.73,-0.12,-0.44,-0.84,94.03,67.84,33.33,94.25,54.52,27.05,24.15,42.34,44.86,12.39,22.92,85.63,86.9,20.46,69.57,14.29,80.59,90.73
186,2023-24,Richaun Holmes,30,DAL/WAS,554,Garbage Time,Roll + Cut Big,Anchor Big,-0.25,-0.69,0.97,-0.21,-0.65,-1.01,98.57,66.76,26.32,98.5,61.53,31.52,26.62,32.34,33.12,5.35,46.44,77.74,72.77,44.85,67.01,0,72.97,0
187,2024-25,Richaun Holmes,31,WAS,534,Rotation,Roll + Cut Big,Anchor Big,0.63,-0.2,1.23,0.51,0.6,-0.8,102.97,71.05,24.24,102.04,88.46,56.17,29.21,86.64,85.49,15.56,81.96,95.36,65.1,79.63,74.49,11.11,90.59,83.11
188,2019-20,Justise Winslow,23,MIA,352,Starter,Primary Ball Handler,Wing Stopper,-1.52,-0.3,9.39,-1.4,-1.58,-0.9,100.59,60.92,10,100.75,3.22,51.38,82.27,0.8,5.68,9.12,62.51,33.77,31.93,65.61,56.52,3.19,37.44,32.97
189,2020-21,Justise Winslow,24,MEM,507,Rotation,Slasher,Wing Stopper,-0.76,-0.14,9.28,-0.64,-1.34,-0.45,103.1,59.92,6.67,101.45,25.96,58.66,81.85,8.27,9.35,51.61,83.19,28.69,30.05,73.36,54.39,4.51,32.54,41.55
190,2015-16,Justise Winslow,19,MIA,2232,Key Rotation,Athletic Finisher,Wing Stopper,-0.86,-0.33,2.87,-0.63,-1.09,-0.7,101.01,58.05,21.43,100.76,18.23,49.9,44.38,8.5,16.02,25.12,65.52,21.78,55.79,65.69,57.21,6.63,39.75,57.86
191,2016-17,Justise Winslow,20,MIA,625,Starter,Shot Creator,Wing Stopper,-1.41,0.33,9.32,-1.52,-2.26,-0.63,103.16,54.01,22.73,103.4,3.67,76.73,82.05,0.57,0.96,32.72,83.67,15.21,59.94,92.55,47.56,4.58,23.83,41.98
192,2017-18,Justise Winslow,21,MIA,1680,Key Rotation,Athletic Finisher,Wing Stopper,-0.96,0.34,6.94,-1.12,-1.73,-0.73,100.67,56.65,26.92,100.92,12.71,76.94,72.15,1.81,3.76,21.67,63.17,18.32,74.49,67.61,54.33,5.54,32.44,49.34
193,2018-19,Justise Winslow,22,MIA,1960,Starter,Primary Ball Handler,Wing Stopper,-0.3,0.32,10.91,-0.24,-0.43,-0.41,102.19,59.12,15.94,102.89,58.7,76.51,86.7,29.03,45.33,54.6,75.18,25.34,39.96,88.01,57.8,4.84,41.36,43.77
194,2021-22,Justise Winslow,25,LAC/POR,775,Rotation,Athletic Finisher,Wing Stopper,-0.51,-0.07,5.24,-0.51,-1.07,-0.55,99.68,64.64,17.24,99.75,44.62,61.95,62.47,12.31,16.75,41.99,55.09,61.11,43.4,56.19,64.08,3.54,62.18,34.97
