RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Rim Shot Making,Rim Shot Making Efficiency,Rim Shot Attempts Per 75 Possessions,Stable Rim FG%,Stable Short Midrange FG%,Floater Talent,Paint Shooting Talent,Paint Shot Making,Paint Shot Making Efficiency,Short Mid Range FG%,Rim Shot Making_percentile,Rim Shot Making Efficiency_percentile,Rim Shot Attempts Per 75 Possessions_percentile,Stable Rim FG%_percentile,Stable Short Midrange FG%_percentile,Floater Talent_percentile,Paint Shooting Talent_percentile,Paint Shot Making_percentile,Paint Shot Making Efficiency_percentile,Short Mid Range FG%_percentile,Rim FG%,Rim FG%_percentile
1970,2024-25,De'Andre Hunter,27,ATL/CLE,1740,Starter,Movement Shooter,Wing Stopper,0.04,0,2.85,63.35,46.96,1.41,0.7,0.94,1.04,48.57,65.9,67.59,45.18,50.51,95.14,95.23,90.56,93.28,95,85.5,61.7,53.48
1971,2019-20,Coby White,19,CHI,1674,Starter,Primary Ball Handler,Low Activity,0.07,0.01,4.87,52.86,38.58,0.16,-0.25,-0.36,-0.94,37.08,68.72,68.03,75.17,14.78,27.84,81.14,65.74,18.63,22.08,50.76,49.34,24.83
1972,2020-21,Coby White,20,CHI,2156,Starter,Primary Ball Handler,Point of Attack,0.11,0.1,3.84,54.95,41.97,0.33,0.4,-0.04,0.11,41.35,71.77,71.16,60.84,15.99,60.75,84.92,86.34,55.54,79.24,64.57,51.97,28.98
1973,2021-22,Coby White,21,CHI,1675,Key Rotation,Primary Ball Handler,Chaser,0.02,0,3.05,63.88,38.44,0.44,-0.08,0.1,-0.36,34.02,63.81,67.59,48.37,54.91,26.84,86.63,73.85,74.14,58.41,42.92,63.04,58.35
1974,2022-23,Coby White,22,CHI,1730,Key Rotation,Movement Shooter,Chaser,0.14,0.42,2.77,65.57,43.2,0.06,-0.46,-0.25,-0.88,42.11,73.58,80.91,43.85,68.27,72.62,78.35,50.8,27.79,25.3,66.83,64.89,64.89
1975,2023-24,Coby White,23,CHI,2881,Starter,Primary Ball Handler,Chaser,0.31,0.18,4.4,63.3,41,-0.75,0.42,-0.12,-0.01,39.73,81.09,73.84,68.98,50.11,51.06,25.91,86.61,42.61,75.56,58.8,62.61,57.06
1976,2024-25,Coby White,24,CHI,2450,Starter,Primary Ball Handler,Chaser,0.75,0.71,4.12,64.42,46.42,0.29,0.56,-0.24,0.09,47.62,90.68,87.62,64.97,59.44,93.61,83.94,88.56,28.81,78.77,83.28,63.89,61.27
1977,2025-26,Coby White,25,CHI/CHO,1217,Starter,Shot Creator,Chaser,0.57,0.7,4.86,64.89,43.8,-0.05,0.25,0.07,-0.48,43.16,87.88,87.43,75.1,62.83,78.19,74.7,83.41,71.79,50.92,70.27,63.8,61.07
1978,2022-23,Jarrett Culver,23,ATL,137,Garbage Time,Athletic Finisher,Wing Stopper,0.22,0.19,5.17,65.33,43.81,-1.19,-0.54,-0.17,-0.97,40,77.57,74.1,78.79,66.25,78.26,8.97,42.98,36.61,20.6,59.2,60,47.23
1979,2021-22,Jarrett Culver,22,MEM,338,Garbage Time,Secondary Ball Handler,Point of Attack,-0.09,-0.36,4.41,61.57,40.21,-0.09,-0.03,0.04,-0.34,30.77,46.2,49.34,69.15,37.74,42.65,73,75.66,68.81,59.82,35.89,54.76,33.17
1980,2019-20,Jarrett Culver,20,MIN,1506,Key Rotation,Secondary Ball Handler,Chaser,-0.23,-0.4,5.91,56.43,35.21,-0.46,-0.81,-0.66,-1.7,29.11,30.04,46.97,85.74,17.89,15.73,52.79,14.66,5.6,3.47,33.74,54.33,32.44
1981,2020-21,Jarrett Culver,21,MIN,499,Rotation,Movement Shooter,Chaser,-0.35,-0.89,5.76,61.36,39.18,-0.48,-0.45,-0.2,-1.02,28.13,20.53,22.57,84.41,36.5,32.08,51.29,51.61,32.98,18.62,32.22,58.75,44.08
1982,2019-20,Brandon Clarke,23,MEM,1300,Key Rotation,Athletic Finisher,Helper,0.92,1.07,6.66,71.77,49.41,2.26,0.16,1.24,1.6,56.25,92.56,93.49,91.24,96.43,98.58,97.94,81.16,95.35,98.18,95.49,74.19,90.28
1983,2020-21,Brandon Clarke,24,MEM,1415,Key Rotation,Athletic Finisher,Helper,-0.04,-0.2,5.72,68.86,41.39,0.23,-0.83,-0.39,-1.39,40.68,54.16,58.43,84.12,89.63,55,82.6,13.03,16.49,8.13,62.5,70.4,82.78
1984,2021-22,Brandon Clarke,25,MEM,1246,Rotation,Roll + Cut Big,Helper,0.55,0.56,7.03,72.94,50.69,0.92,-0.14,1.07,0.77,55.76,87.62,84.38,93.22,97.86,99.22,91.77,71.41,94.42,92.25,95.36,75.2,92.35
1985,2022-23,Brandon Clarke,26,MEM,1090,Key Rotation,Roll + Cut Big,Mobile Big,0.48,0.49,6.34,75.06,47.61,0.08,-0.7,0.12,-0.54,50.37,85.82,82.9,88.97,99.26,96.54,78.83,25.12,75.3,46.79,90.61,78.24,95.18
1986,2023-24,Brandon Clarke,27,MEM,134,Too Few Games,Athletic Finisher,Helper,0.04,-0.5,4.93,65.39,48.14,0.41,-0.12,0.61,-0.18,63.33,65.9,41.19,75.94,66.62,97.4,86.14,72.46,89.25,68.42,97.5,61.11,51.47
1987,2024-25,Brandon Clarke,28,MEM,1207,Rotation,Roll + Cut Big,Mobile Big,0.82,1.1,5.37,77.21,46.43,0.02,-0.7,-0.11,-0.38,47.73,91.59,93.94,81.06,99.87,93.64,77.17,25.12,44.12,57.33,83.57,81.52,96.59
1988,2025-26,Brandon Clarke,29,MEM,20,Too Few Games,Low Minute,Mobile Big,0.07,-0.31,7.98,65.55,43.66,-0.6,-0.55,0.01,-0.58,25,68.72,52.21,96.47,68.05,76.54,40.08,41.99,64.77,44.18,28.3,40,20.64
1989,2021-22,Sekou Doumbouya,21,LAL,16,Too Few Games,Low Minute,Chaser,-0.03,-0.34,10.42,66.36,42.18,-1.18,-1.5,,,0,55.8,50.44,99.18,74.53,62.4,10.12,1.9,,,0,80,95.88
1990,2019-20,Sekou Doumbouya,19,DET,754,Rotation,Stationary Shooter,Helper,-0.59,-1.19,4.74,58.64,37.28,-0.31,-0.59,-0.69,-0.86,29.41,9.65,12.99,73.75,23.56,21.14,63.35,37.61,4.96,26.32,34.01,54.74,33.13
1991,2020-21,Sekou Doumbouya,20,DET,869,Rotation,Stationary Shooter,Helper,-0.23,-0.58,5.53,60.64,36.16,-0.63,-0.79,-0.63,-1.63,17.14,30.04,36.94,82.69,32.34,17.45,36.95,16.15,6.33,4.2,24.37,58.59,43.56
1992,2019-20,Darius Garland,20,CLE,1824,Starter,Primary Ball Handler,Point of Attack,-0.61,-1.08,2.91,50.73,44.47,1.91,0.05,-0.79,-0.56,47.31,9.09,16.32,46.19,14.22,84.69,96.95,78.22,3.42,45.66,82.39,44.14,22.18
1993,2020-21,Darius Garland,21,CLE,1790,Starter,Primary Ball Handler,Point of Attack,0.75,0.71,4.65,58.89,41.85,1.01,0.44,0.63,-0.33,41.53,90.68,87.62,72.58,24.53,59.73,92.62,86.9,89.49,60.41,65.06,57.14,38.79
1994,2021-22,Darius Garland,22,CLE,2430,Star,Primary Ball Handler,Chaser,0.39,0.3,4.02,59.41,46.8,2.91,2.34,1.04,1.3,48.29,83.56,77.5,63.63,26.38,94.68,98.85,98.05,94.21,96.84,84.89,57.69,40.98
1995,2022-23,Darius Garland,23,CLE,2447,Star,Primary Ball Handler,Point of Attack,0.59,0.55,3.48,59.8,47.35,1.41,1.58,0.66,0.59,48.38,88.26,84.24,54.87,28.21,96.14,95.23,96.07,90.02,89.82,85.05,57.52,40.64
1996,2023-24,Darius Garland,24,CLE,1901,Starter,Primary Ball Handler,Point of Attack,0.35,0.2,3.54,61.48,44.39,1.96,1.22,0.05,0.53,44.7,82.36,74.36,55.82,37.28,83.77,97.09,94.69,69.89,88.76,75.31,59.44,46.13
1997,2024-25,Darius Garland,25,CLE,2301,Star,Primary Ball Handler,Point of Attack,-0.35,-0.63,3.28,62.75,50.85,2.34,1.88,0.95,1.01,53.04,20.53,34.19,51.77,45.63,99.23,98.07,97.02,93.4,94.65,93.42,61.43,52.57
1998,2025-26,Darius Garland,26,CLE/LAC,1277,Starter,Shot Creator,Chaser,0.8,0.84,3.37,62.26,47.69,1.31,1.17,0.65,0.36,49.7,91.38,90.09,52.9,42.59,96.76,94.52,94.23,89.81,85.44,87.07,59.17,45.38
