RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Points Over Expectation / 75,Stable eFG%,Overall Shot Making Efficiency,Overall Shot Making,Self-Created Shot Making Efficiency,Overall Shot Creation,Role Adjusted Stable eFG%,Points Over Expectation / 75_percentile,Stable eFG%_percentile,Overall Shot Making Efficiency_percentile,Overall Shot Making_percentile,Self-Created Shot Making Efficiency_percentile,Overall Shot Creation_percentile,Role Adjusted Stable eFG%_percentile
5396,2019-20,Joe Harris,28,BRK,2123,Starter,Off Screen Shooter,Low Activity,0.87,58.27,1.56,1.43,0.31,-0.72,0.58,89.83,94.4,97.33,95.63,83.96,39.57,88.94
5397,2020-21,Joe Harris,29,BRK,2141,Starter,Off Screen Shooter,Chaser,2.06,62.97,2.19,1.75,-0.22,-1.18,0.63,97.92,99.26,99.37,97.01,66.28,16.52,97.24
5398,2021-22,Joe Harris,30,BRK,423,Starter,Movement Shooter,Chaser,-0.05,56.4,0.7,0.74,-1.02,-1.21,0.56,35.18,87.36,88.74,90.01,20.54,14.99,79.24
5399,2022-23,Joe Harris,31,BRK,1527,Rotation,Movement Shooter,Low Activity,0.19,59.74,0.74,0.34,-0.78,-1.69,0.6,78.28,96.85,89.45,82,32.67,1.58,93.84
5400,2015-16,Joe Harris,24,CLE,15,Too Few Games,Low Minute,Chaser,0,49.75,-0.56,-0.02,,-1.44,0.44,36.38,21.46,42.89,61.09,,6.43,0.91
5401,2023-24,Joe Harris,32,DET,170,Garbage Time,Movement Shooter,Low Activity,0,53.95,-0.81,-0.16,-0.83,-1.63,0.46,36.38,67.77,29.4,41.78,29.65,2.4,5.44
5402,2018-19,Doug McDermott,27,IND,1340,Rotation,Off Screen Shooter,Low Activity,1.26,56.8,0.87,0.43,0.06,-1.53,0.57,93.85,89.31,91.34,84.48,77.21,4.22,84.8
5403,2019-20,Doug McDermott,28,IND,1372,Rotation,Off Screen Shooter,Low Activity,1.97,58.55,1.57,0.99,-0.26,-1.43,0.58,97.72,95.08,97.43,92.87,64.18,6.72,88.94
5404,2020-21,Doug McDermott,29,IND,1619,Key Rotation,Off Screen Shooter,Low Activity,1.34,59.87,1.07,0.86,-0.03,-1.08,0.6,94.45,97.02,93.67,91.39,74.4,21.11,93.84
5405,2023-24,Doug McDermott,32,SAS/IND,904,Rotation,Off Screen Shooter,Low Activity,0.77,57.89,0.38,0.1,-0.59,-2.01,0.56,88.43,93.15,82.26,73.58,44.42,0.03,79.24
5406,2016-17,Doug McDermott,25,CHI/OKC,1508,Key Rotation,Off Screen Shooter,Low Activity,0.5,52.02,0.25,0.2,0.25,-1.24,0.53,84.32,45.51,79.11,77.93,82.51,13.56,54.54
5407,2024-25,Doug McDermott,33,SAC,342,Garbage Time,Off Screen Shooter,Chaser,0,56.84,0.43,0.1,-0.96,-1.92,0.51,36.38,89.41,83.79,73.58,22.97,0.17,36.69
5408,2025-26,Doug McDermott,34,SAC,400,Rotation,Off Screen Shooter,Low Activity,0,55.47,-0.07,0.03,-0.95,-1.81,0.58,36.38,81.61,69.22,69.07,23.4,0.65,88.94
5409,2021-22,Doug McDermott,30,SAS,1223,Key Rotation,Off Screen Shooter,Low Activity,0.81,56.43,1.11,0.86,0.16,-1.15,0.56,88.94,87.56,94.18,91.39,80.27,17.86,79.24
5410,2022-23,Doug McDermott,31,SAS,1314,Key Rotation,Off Screen Shooter,Low Activity,0.76,56.79,0.92,0.6,0.42,-1.36,0.57,88.27,89.27,92.09,87.46,85.94,8.69,84.8
5411,2015-16,Doug McDermott,24,CHI,1860,Key Rotation,Off Screen Shooter,Low Activity,1.03,52.87,0.9,0.61,0.5,-1.15,0.53,91.55,55.62,91.78,87.63,87.84,17.86,54.54
5412,2017-18,Doug McDermott,26,NYK/DAL,1768,Key Rotation,Off Screen Shooter,Low Activity,0.23,54.69,-0.1,-0.02,-0.85,-1.44,0.54,78.86,74.91,67.98,61.09,28.6,6.43,63.82
5413,2015-16,Cory Jefferson,25,PHO,50,Too Few Games,Low Minute,Helper,0,49.07,-0.72,-0.11,-0.7,-0.6,0.44,36.38,16.18,34.13,47.64,37.37,45.13,0.91
5414,2015-16,Sean Kilpatrick,26,DEN/BRK,616,Key Rotation,Movement Shooter,Chaser,1.41,51.62,-0.18,0.02,0.46,-0.47,0.51,94.91,40.48,64.51,68.17,86.97,50.94,36.69
5415,2016-17,Sean Kilpatrick,27,BRK,1754,Starter,Secondary Ball Handler,Chaser,-0.63,49.13,-0.52,-0.23,-0.18,0.19,0.49,22.2,16.57,45.44,34.42,68.37,74.4,21.64
5416,2017-18,Sean Kilpatrick,28,BRK/MIL/LAC/CHI,640,Garbage Time,Secondary Ball Handler,Low Activity,-0.59,47.92,-1.3,-0.51,-0.8,0.27,0.49,22.94,8.42,11.21,13.88,31.46,76.61,21.64
5417,2015-16,Aaron Gordon,20,ORL,1863,Key Rotation,Athletic Finisher,Helper,-0.05,50.71,-0.65,-0.35,-0.25,-0.3,0.51,35.18,30.93,37.85,23.72,64.92,57.72,36.69
5418,2016-17,Aaron Gordon,21,ORL,2298,Key Rotation,Shot Creator,Wing Stopper,-0.2,50.09,-1.25,-0.81,-0.83,0.04,0.51,31.87,24.97,12.44,4.64,29.65,70.02,36.69
5419,2017-18,Aaron Gordon,22,ORL,1909,Starter,Shot Creator,Helper,-0.22,50.37,-1.08,-0.98,-1.44,0.11,0.51,31.35,27.77,17.76,2.53,7.89,71.9,36.69
5420,2018-19,Aaron Gordon,23,ORL,2633,Starter,Versatile Big,Wing Stopper,-0.54,50.92,-0.95,-0.82,-0.97,0.15,0.51,24.09,32.99,22.83,4.42,22.52,73.14,36.69
5421,2019-20,Aaron Gordon,24,ORL,2017,Starter,Versatile Big,Wing Stopper,-1.28,49.35,-1.59,-1.32,-2.2,0.16,0.5,11.09,18.25,5.67,0.49,0.91,73.48,28.87
5422,2020-21,Aaron Gordon,25,ORL/DEN,1384,Starter,Versatile Big,Wing Stopper,-1.08,52.71,-0.74,-0.42,-1.23,0.11,0.54,14.17,53.68,33.07,19.17,12.78,71.9,63.82
5423,2021-22,Aaron Gordon,26,DEN,2376,Starter,Shot Creator,Wing Stopper,0.4,56.45,-0.63,-0.4,-0.83,-0.23,0.57,82.4,87.64,38.75,20.53,29.65,60.39,84.8
5424,2022-23,Aaron Gordon,27,DEN,2055,Star,Shot Creator,Wing Stopper,0.42,59.24,-0.9,-0.58,-0.66,-0.16,0.59,82.75,96.2,24.87,10.6,39.94,63.12,91.91
5425,2023-24,Aaron Gordon,28,DEN,2297,Star,Shot Creator,Wing Stopper,-0.41,57.66,-1.54,-0.97,-1.6,-0.16,0.59,26.94,92.62,6.62,2.67,5.17,63.12,91.91
5426,2024-25,Aaron Gordon,29,DEN,1447,Starter,Shot Creator,Wing Stopper,1.08,58.8,0.15,0.24,-0.85,-0.24,0.57,92.19,95.5,76.25,79.4,28.6,60.12,84.8
5427,2025-26,Aaron Gordon,30,DEN,1005,Key Rotation,Shot Creator,Wing Stopper,0,56.62,-0.16,0.03,-1.17,-0.03,0.56,36.38,88.37,65.26,69.07,14.63,67.76,79.24
5428,2019-20,T.J. Warren,26,IND,2202,Starter,Athletic Finisher,Wing Stopper,1.57,57.29,1.87,2.11,1.58,0.07,0.57,96.01,91.47,98.6,98.11,98.24,70.84,84.8
5429,2020-21,T.J. Warren,27,IND,117,Too Few Games,Secondary Ball Handler,Chaser,1.38,53.78,-0.25,0.09,0.06,0.04,0.51,94.65,65.89,61.14,73,77.21,70.02,36.69
5430,2023-24,T.J. Warren,30,MIN,125,Garbage Time,Stationary Shooter,Helper,-0.86,53.49,-0.97,-0.21,-0.93,-0.7,0.48,18,62.81,21.86,36.68,24.47,40.42,14.92
5431,2015-16,T.J. Warren,22,PHO,1070,Key Rotation,Off Screen Shooter,Low Activity,0.78,52.29,0.88,0.76,-0.38,-0.36,0.52,88.53,48.68,91.51,90.34,57.44,55.55,45.51
5432,2016-17,T.J. Warren,23,PHO,2048,Starter,Athletic Finisher,Wing Stopper,-0.27,51.09,0.69,0.84,0.82,0.19,0.52,30.04,34.84,88.65,91.22,92.8,74.4,45.51
5433,2017-18,T.J. Warren,24,PHO,2142,Starter,Shot Creator,Wing Stopper,-0.99,50.9,-0.34,-0.17,-0.03,0.19,0.52,16.17,32.81,56.63,40.8,74.4,74.4,45.51
5434,2018-19,T.J. Warren,25,PHO,1348,Starter,Slasher,Wing Stopper,0.3,54.21,1.28,1.51,1.13,0,0.52,80.33,70.17,95.61,96,95.73,68.82,45.51
5435,2022-23,T.J. Warren,29,BRK/PHO,687,Rotation,Athletic Finisher,Helper,-0.34,53.81,0.19,0.14,0.1,-0.19,0.53,28.43,66.22,77.44,75.2,78.7,61.89,54.54
5436,2015-16,Lamar Patterson,24,ATL,395,Rotation,Movement Shooter,Wing Stopper,-2.23,47.81,-1.56,-0.46,-0.81,-1.3,0.49,2.96,7.72,6.21,16.55,30.82,10.91,21.64
5437,2016-17,Lamar Patterson,25,ATL,40,Too Few Games,Low Minute,Point of Attack,0,49.01,-1.05,-0.13,-1.08,0,0.43,36.38,15.63,18.9,45.25,18.18,68.82,0.15
5438,2025-26,Marcus Smart,31,LAL,1725,Starter,Movement Shooter,Point of Attack,0,51.22,-1.13,-0.65,-0.39,-0.78,0.52,36.38,36.28,16.13,8.23,56.77,36.22,45.51
5439,2023-24,Marcus Smart,29,MEM,605,Starter,Primary Ball Handler,Point of Attack,-0.93,53.29,-0.43,-0.05,0.2,-0.1,0.52,16.88,60.8,51.4,56.06,81.36,65.46,45.51
5440,2015-16,Marcus Smart,21,BOS,1667,Starter,Primary Ball Handler,Chaser,-1.42,43.08,-2.44,-1.63,0.27,-0.34,0.44,9.26,0.14,0.27,0.15,82.98,56.24,0.91
5441,2016-17,Marcus Smart,22,BOS,2399,Star,Shot Creator,Chaser,-1.45,44,-1.66,-1.06,-1.1,-0.11,0.45,8.91,0.35,4.58,1.84,17.13,65.09,2.66
5442,2017-18,Marcus Smart,23,BOS,1614,Starter,Shot Creator,Chaser,-1.47,46.17,-1.61,-1.15,-1.3,0.16,0.47,8.72,2.78,5.39,1.24,10.84,73.48,9.63
5443,2018-19,Marcus Smart,24,BOS,2200,Star,Primary Ball Handler,Wing Stopper,-0.09,52.94,-0.62,-0.31,-0.71,-0.77,0.53,34.2,56.46,39.45,27,36.82,36.82,54.54
5444,2019-20,Marcus Smart,25,BOS,1919,Star,Primary Ball Handler,Point of Attack,-0.61,48.78,-1.05,-0.79,-0.47,0.01,0.49,22.62,13.96,18.9,4.97,51.86,69.09,21.64
5445,2020-21,Marcus Smart,26,BOS,1581,Star,Primary Ball Handler,Point of Attack,-0.58,50.32,-0.95,-0.62,-0.49,-0.27,0.51,23.21,27.26,22.83,9.15,50.6,58.78,36.69
5446,2021-22,Marcus Smart,27,BOS,2296,Star,Primary Ball Handler,Point of Attack,-0.65,50.69,-0.78,-0.5,-0.32,-0.13,0.51,21.82,30.72,30.93,14.44,61.08,64.36,36.69
5447,2022-23,Marcus Smart,28,BOS,1957,Star,Shot Creator,Wing Stopper,-1,52.03,-1,-0.63,-0.35,-0.33,0.52,16.04,45.61,20.67,8.88,59.27,56.57,45.51
5448,2024-25,Marcus Smart,30,MEM/WAS,680,Key Rotation,Shot Creator,Wing Stopper,-0.89,51.05,-0.7,-0.31,-0.16,-0.05,0.51,17.45,34.55,35.47,27,69.19,67.08,36.69
5449,2018-19,Kyle Anderson,25,MEM,1281,Key Rotation,Roll + Cut Big,Wing Stopper,-0.3,54.34,0.18,0.18,0.16,-0.2,0.57,29.44,71.45,77.14,77.02,80.27,61.48,84.8
5450,2019-20,Kyle Anderson,26,MEM,1330,Key Rotation,Athletic Finisher,Helper,-0.78,51.77,-0.6,-0.22,-0.45,-0.25,0.53,19.52,42.53,40.56,35.57,53.08,59.6,54.54
5451,2020-21,Kyle Anderson,27,MEM,1887,Star,Secondary Ball Handler,Wing Stopper,0.26,53.96,0.42,0.38,1.19,0.1,0.53,79.57,67.91,83.58,83.21,96.31,71.69,54.54
5452,2021-22,Kyle Anderson,28,MEM,1484,Key Rotation,Athletic Finisher,Wing Stopper,-1.09,49.74,-1.01,-0.48,-1.27,0.25,0.5,14.04,21.27,20.16,15.52,11.63,76.06,28.87
5453,2024-25,Kyle Anderson,31,GSW/MIA,1002,Rotation,Shot Creator,Helper,-0.5,52.16,-0.32,-0.13,-0.62,0.3,0.52,24.95,47.09,57.76,45.25,42.3,77.41,45.51
5454,2022-23,Kyle Anderson,29,MIN,1957,Key Rotation,Athletic Finisher,Helper,-0.04,55.18,0.29,0.2,-0.16,0.11,0.53,35.6,79.36,80.06,77.93,69.19,71.9,54.54
5455,2023-24,Kyle Anderson,30,MIN,1782,Key Rotation,Shot Creator,Helper,-1.22,49.63,-0.55,-0.27,-0.5,0.42,0.49,11.96,20.3,43.38,30.81,49.91,80.11,21.64
5456,2015-16,Kyle Anderson,22,SAS,1245,Rotation,Shot Creator,Helper,0.19,49.28,0.15,0,0.06,0.17,0.49,78.28,17.82,76.25,65.14,77.21,73.78,21.64
5457,2016-17,Kyle Anderson,23,SAS,1020,Rotation,Athletic Finisher,Low Activity,-0.61,49.49,-0.64,-0.27,-0.87,-0.54,0.49,22.62,19.07,38.31,30.81,27.62,47.79,21.64
5458,2017-18,Kyle Anderson,24,SAS,1978,Star,Athletic Finisher,Wing Stopper,0.1,54.02,0.34,0.21,0.47,-0.01,0.54,76.4,68.59,81.2,78.36,87.1,68.39,63.82
5459,2025-26,Kyle Anderson,32,UTA/MEM/MIN,820,Rotation,Shot Creator,Helper,0,54.47,0.63,0.3,0.62,0.53,0.55,36.38,72.75,87.68,80.95,90.02,82.1,72.35
5460,2015-16,Dwight Powell,24,DAL,992,Rotation,Roll + Cut Big,Helper,-1.12,49.8,-1.68,-0.65,-1.61,-1.56,0.51,13.43,22.18,4.44,8.23,5.01,3.56,36.69
5461,2016-17,Dwight Powell,25,DAL,1333,Rotation,Roll + Cut Big,Anchor Big,0.42,53.14,-0.65,-0.3,-1.06,-1.51,0.55,82.75,58.86,37.85,28.02,18.92,4.71,72.35
5462,2017-18,Dwight Powell,26,DAL,1672,Key Rotation,Roll + Cut Big,Helper,1.29,59.28,-0.63,-0.28,-0.23,-1.33,0.6,94.07,96.28,38.75,29.72,65.8,9.75,93.84
5463,2018-19,Dwight Powell,27,DAL,1662,Key Rotation,Roll + Cut Big,Anchor Big,1.94,60.36,-0.2,-0.06,-0.22,-1.45,0.62,97.58,97.6,63.46,54.53,66.28,6.12,96.33
5464,2019-20,Dwight Powell,28,DAL,1061,Starter,Roll + Cut Big,Anchor Big,0.68,60.02,-0.54,-0.24,-0.05,-1.11,0.64,87.26,97.24,44.11,33.53,73.73,19.48,98.09
5465,2020-21,Dwight Powell,29,DAL,966,Rotation,Roll + Cut Big,Anchor Big,0.48,58.58,-1.24,-0.43,-0.62,-1.44,0.62,83.85,95.14,12.74,18.48,42.3,6.43,96.33
5466,2021-22,Dwight Powell,30,DAL,1798,Key Rotation,Roll + Cut Big,Anchor Big,1.94,63.59,-0.59,-0.21,-0.88,-1.44,0.66,97.58,99.44,41.31,36.68,27.22,6.43,98.98
5467,2022-23,Dwight Powell,31,DAL,1458,Rotation,Roll + Cut Big,Anchor Big,1.31,65.61,-0.55,-0.24,-0.63,-1.31,0.71,94.23,99.78,43.38,33.53,41.76,10.5,99.85
5468,2023-24,Dwight Powell,32,DAL,836,Rotation,Roll + Cut Big,Mobile Big,0.08,59.74,-0.36,-0.18,-0.43,-1.03,0.65,76.05,96.85,55.32,39.83,54.26,23.56,98.71
5469,2024-25,Dwight Powell,33,DAL,551,Rotation,Roll + Cut Big,Mobile Big,0.47,57.95,-0.47,-0.15,-0.64,-1.43,0.63,83.66,93.33,48.84,42.8,41.08,6.72,97.24
5470,2025-26,Dwight Powell,34,DAL,855,Garbage Time,Roll + Cut Big,Mobile Big,0,58.55,-0.22,-0.12,-0.12,-1.49,0.64,36.38,95.08,62.52,46.53,70.95,5.12,98.09
5471,2015-16,Adreian Payne,24,MIN,486,Garbage Time,Post Scorer,Mobile Big,0,45.57,-1.14,-0.32,-0.4,-0.65,0.46,36.38,1.68,15.77,25.98,56.24,43.04,5.44
5472,2016-17,Adreian Payne,25,MIN,135,Garbage Time,Athletic Finisher,Helper,0,49.77,-0.74,-0.11,-0.66,-0.6,0.45,36.38,21.87,33.07,47.64,39.94,45.13,2.66
5473,2017-18,Adreian Payne,26,ORL,43,Too Few Games,Low Minute,Helper,0,53.38,0.13,0.11,-0.15,-0.83,0.47,36.38,61.59,75.84,74.14,69.69,33.75,9.63
5474,2022-23,Noah Vonleh,27,BOS,172,Garbage Time,Athletic Finisher,Helper,0.55,54.22,-0.73,-0.13,-0.93,-0.39,0.51,85.18,70.3,33.67,45.25,24.47,54.46,36.69
5475,2018-19,Noah Vonleh,23,NYK,1722,Key Rotation,Versatile Big,Helper,-0.29,52.19,-0.66,-0.32,0.03,-0.2,0.52,29.72,47.48,37.36,25.98,76.36,61.48,45.51
5476,2015-16,Noah Vonleh,20,POR,1174,Rotation,Athletic Finisher,Helper,-2.06,46.5,-1.75,-0.64,-1.55,-0.49,0.47,3.73,3.49,3.71,8.66,5.96,50.12,9.63
5477,2016-17,Noah Vonleh,21,POR,1265,Rotation,Roll + Cut Big,Helper,-1.51,50.09,-0.71,-0.32,-1.05,-0.44,0.51,8.23,24.97,34.86,25.98,19.31,52.23,36.69
5478,2020-21,Noah Vonleh,25,BRK,11,Too Few Games,Low Minute,Mobile Big,0,53.18,-0.53,-0.02,-0.55,-0.97,0.47,36.38,59.26,44.68,61.09,46.81,26.81,9.63
5479,2017-18,Noah Vonleh,22,POR/CHI,876,Rotation,Athletic Finisher,Helper,-0.74,50.2,-0.8,-0.3,0.28,-0.41,0.51,20.17,26.02,29.79,28.02,83.17,53.64,36.69
5480,2019-20,Noah Vonleh,24,MIN/DEN,378,Rotation,Roll + Cut Big,Anchor Big,-0.59,54.66,-0.03,0.02,0.85,-0.45,0.6,22.94,74.61,70.65,68.17,93.16,51.75,93.84
5481,2015-16,Julius Randle,21,LAL,2286,Starter,Shot Creator,Helper,-2.2,44.7,-0.87,-0.57,-1.1,0.86,0.45,3.11,0.75,26.3,11.08,17.13,88.41,2.66
5482,2016-17,Julius Randle,22,LAL,2132,Starter,Shot Creator,Helper,-1.21,50.1,0.26,0.35,0.29,0.53,0.5,12.13,25.05,79.3,82.26,83.41,82.1,28.87
5483,2017-18,Julius Randle,23,LAL,2190,Key Rotation,Shot Creator,Helper,0.35,55.55,0.73,0.72,0.93,0.66,0.56,81.33,82.36,89.27,89.59,94.04,84.76,79.24
5484,2024-25,Julius Randle,30,MIN,2226,Starter,Shot Creator,Helper,-0.08,54.17,0.23,0.42,0.61,0.7,0.54,34.48,69.79,78.62,84.2,89.78,85.34,63.82
5485,2025-26,Julius Randle,31,MIN,2610,Starter,Shot Creator,Helper,0,52.9,-0.1,0.11,-0.01,1,0.53,36.38,55.92,67.98,74.14,75.09,90.56,54.54
5486,2018-19,Julius Randle,24,NOP,2232,Starter,Shot Creator,Helper,0.75,54.98,0.84,1.06,0.87,0.62,0.55,88.08,77.6,91.07,93.54,93.42,84.11,72.35
5487,2019-20,Julius Randle,25,NYK,2080,Starter,Shot Creator,Helper,-1.49,49.82,-0.38,-0.26,0.37,0.75,0.51,8.53,22.47,54.27,31.71,85.08,86.37,36.69
5488,2020-21,Julius Randle,26,NYK,2667,Starter,Shot Creator,Helper,0.16,51.93,1.22,1.8,0.88,1.1,0.51,77.57,44.32,95.13,97.18,93.56,91.99,36.69
5489,2021-22,Julius Randle,27,NYK,2544,Starter,Shot Creator,Helper,-2.47,46.86,-0.76,-0.72,-0.65,1.03,0.47,1.89,4.34,32.07,6.43,40.58,90.97,9.63
5490,2022-23,Julius Randle,28,NYK,2737,Star,Shot Creator,Helper,0.37,53.73,0.71,1.19,0.74,0.83,0.54,81.71,65.25,88.91,94.28,91.85,87.87,63.82
5491,2023-24,Julius Randle,29,NYK,1630,Star,Shot Creator,Wing Stopper,-2.06,52.4,0.26,0.73,0.04,1.05,0.53,3.73,49.95,79.3,89.81,76.81,91.29,54.54
5492,2015-16,Cameron Bairstow,25,CHI,103,Garbage Time,Post Scorer,Helper,0,47.21,-1.12,-0.19,-0.93,-0.78,0.42,36.38,5.5,16.42,38.69,24.47,36.22,0
5493,2015-16,Johnny O'Bryant III,22,MIL,857,Rotation,Roll + Cut Big,Mobile Big,-2.54,45.53,-1.05,-0.37,-0.37,-1.16,0.46,1.74,1.62,18.9,22.39,58.05,17.44,5.44
5494,2016-17,Johnny O'Bryant III,23,DEN/CHO,81,Too Few Games,Low Minute,Mobile Big,0,51.54,-0.62,-0.05,-0.95,-0.51,0.45,36.38,39.67,39.45,56.06,23.4,49.32,2.66
5495,2017-18,Johnny O'Bryant III,24,CHO,379,Rotation,Post Scorer,Anchor Big,-2.41,48.18,-1.13,-0.37,-1.42,-0.3,0.49,2.11,9.83,16.13,22.39,8.2,57.72,21.64
5496,2015-16,James Michael McAdoo,23,GSW,262,Garbage Time,Roll + Cut Big,Helper,0,51.26,-0.52,-0.12,-0.86,-0.8,0.54,36.38,36.76,45.44,46.53,28.14,35.22,63.82
5497,2016-17,James Michael McAdoo,24,GSW,457,Garbage Time,Roll + Cut Big,Helper,0,52.07,-1.26,-0.34,-1.43,-1.16,0.55,36.38,46.04,12.13,24.5,8.08,17.44,72.35
5498,2017-18,James Michael McAdoo,25,PHI,18,Too Few Games,Low Minute,Helper,0,51.68,-0.4,-0.03,,-1.53,0.46,36.38,41.29,53.16,59.2,,4.22,5.44
5499,2015-16,Jarnell Stokes,22,MEM/MIA,19,Too Few Games,Low Minute,Mobile Big,0,50.25,-0.46,-0.01,-0.61,-0.83,0.44,36.38,26.62,49.37,63.22,42.9,33.75,0.91
5500,2016-17,Jarnell Stokes,23,DEN,7,Too Few Games,Low Minute,Helper,0,51.25,-0.56,0,-0.72,-0.75,0.45,36.38,36.63,42.89,65.14,36.25,37.94,2.66
5501,2015-16,Keith Appling,23,ORL,27,Too Few Games,Low Minute,Point of Attack,0,49.01,-0.76,-0.07,-0.7,-0.29,0.44,36.38,15.63,32.07,52.99,37.37,57.98,0.91
5502,2019-20,Andrew Wiggins,24,MIN/GSW,1859,Starter,Primary Ball Handler,Wing Stopper,-0.22,50.79,-0.17,-0.03,-0.74,0.97,0.51,31.35,31.8,64.95,59.2,35.08,90.17,36.69
5503,2020-21,Andrew Wiggins,25,GSW,2364,Starter,Shot Creator,Wing Stopper,0.08,54.29,0.03,0.24,0.18,0.42,0.54,76.05,70.96,72.81,79.4,80.91,80.11,63.82
5504,2021-22,Andrew Wiggins,26,GSW,2330,Starter,Shot Creator,Point of Attack,0.14,54.11,0.38,0.53,-0.28,0.22,0.54,77.12,69.34,82.26,86.27,63.13,75.21,63.82
5505,2022-23,Andrew Wiggins,27,GSW,1190,Star,Stationary Shooter,Wing Stopper,-0.39,55.49,-0.06,0.18,-1.48,-0.26,0.54,27.33,81.78,69.63,77.02,7.06,59.14,63.82
5506,2023-24,Andrew Wiggins,28,GSW,1920,Starter,Movement Shooter,Point of Attack,-0.76,51.87,-1.09,-0.66,-1.1,-0.01,0.51,19.81,43.7,17.47,7.94,17.13,68.39,36.69
5507,2024-25,Andrew Wiggins,29,GSW/MIA,1842,Starter,Shot Creator,Wing Stopper,0.17,52.83,-0.09,0.12,-0.45,0.5,0.52,77.82,55.26,68.44,74.53,53.08,81.46,45.51
5508,2025-26,Andrew Wiggins,30,MIA,2014,Starter,Shot Creator,Wing Stopper,0,55.73,0.18,0.31,-0.69,0.16,0.54,36.38,83.43,77.14,81.25,38.13,73.48,63.82
5509,2015-16,Andrew Wiggins,20,MIN,2845,Starter,Shot Creator,Wing Stopper,0.41,48.35,0.45,0.79,0.45,0.77,0.49,82.57,10.96,84.21,90.76,86.75,86.7,21.64
5510,2016-17,Andrew Wiggins,21,MIN,3048,Starter,Shot Creator,Wing Stopper,-0.22,48.72,0.66,1.32,-0.11,1.36,0.49,31.35,13.36,88.13,95.02,71.45,94.9,21.64
5511,2017-18,Andrew Wiggins,22,MIN,2979,Starter,Shot Creator,Wing Stopper,-0.81,48.58,-0.07,0.14,-0.17,0.71,0.49,18.9,12.38,69.22,75.2,68.76,85.52,21.64
5512,2018-19,Andrew Wiggins,23,MIN,2543,Starter,Shot Creator,Wing Stopper,-1.7,46.89,-0.63,-0.59,-0.89,0.78,0.47,6.28,4.43,38.75,10.29,26.71,86.92,9.63
5513,2015-16,Jabari Parker,20,MIL,2408,Starter,Shot Creator,Helper,-1.09,49.82,-0.15,0.02,-0.4,-0.2,0.5,14.04,22.47,65.8,68.17,56.24,61.48,28.87
5514,2016-17,Jabari Parker,21,MIL,1728,Starter,Shot Creator,Wing Stopper,-0.34,52.62,0.53,0.95,0.47,0.18,0.52,28.43,52.67,85.68,92.38,87.1,74.07,45.51
5515,2017-18,Jabari Parker,22,MIL,743,Key Rotation,Shot Creator,Helper,-0.98,52.54,0.14,0.26,-0.3,0.09,0.52,16.27,51.6,76.06,79.99,62.08,71.23,45.51
5516,2020-21,Jabari Parker,25,SAC/BOS,166,Garbage Time,Roll + Cut Big,Helper,-1.43,54.52,-0.34,-0.04,-0.03,-0.12,0.5,9.15,73.19,56.63,57.66,74.4,64.77,28.87
5517,2021-22,Jabari Parker,26,BOS,112,Garbage Time,Stationary Shooter,Helper,0,53.8,0,0.05,-0.54,-0.77,0.48,36.38,66.09,71.81,70.62,47.47,36.82,14.92
5518,2019-20,Jabari Parker,24,ATL/SAC,918,Key Rotation,Athletic Finisher,Helper,-1.25,54.23,-0.51,-0.3,0.76,-0.37,0.55,11.45,70.47,46.16,28.02,92.13,55.19,72.35
5519,2018-19,Jabari Parker,23,CHI/WAS,1724,Key Rotation,Shot Creator,Helper,-0.9,53.06,0.43,0.5,1.22,0.36,0.54,17.35,58,83.79,85.73,96.42,78.58,63.82
5520,2016-17,Joel Embiid,22,PHI,786,Key Rotation,Post Scorer,Anchor Big,0.48,50.87,-0.22,0.12,-0.83,0.55,0.51,83.85,32.51,62.52,74.53,29.65,82.63,36.69
5521,2017-18,Joel Embiid,23,PHI,1912,Star,Post Scorer,Anchor Big,0.39,51.51,-0.33,-0.16,0.08,0.84,0.52,82.15,39.29,57.16,41.78,78.03,88.04,45.51
5522,2018-19,Joel Embiid,24,PHI,2154,Star,Post Scorer,Anchor Big,0.6,51.71,-0.62,-0.62,-0.13,0.62,0.52,86.12,41.62,39.45,9.15,70.61,84.11,45.51
5523,2019-20,Joel Embiid,25,PHI,1506,Star,Shot Creator,Anchor Big,0.93,51.59,0.38,0.56,0.31,0.62,0.52,90.54,40.17,82.26,86.83,83.96,84.11,45.51
5524,2020-21,Joel Embiid,26,PHI,1585,Star,Shot Creator,Anchor Big,2.32,54.42,0.74,1.12,1.14,1.12,0.55,98.52,72.25,89.45,93.86,95.86,92.21,72.35
5525,2021-22,Joel Embiid,27,PHI,2297,Star,Shot Creator,Anchor Big,2.06,53.36,0.88,1.38,0.75,1.15,0.53,97.92,61.36,91.51,95.39,92.02,92.68,54.54
5526,2022-23,Joel Embiid,28,PHI,2284,Star,Shot Creator,Anchor Big,2.8,57.01,1.31,2.06,0.58,0.86,0.57,99.23,90.25,95.87,97.87,89.3,88.41,84.8
5527,2023-24,Joel Embiid,29,PHI,1309,Star,Shot Creator,Anchor Big,2.45,55.86,1.58,2.65,1.01,1.33,0.56,98.83,84.38,97.5,99.17,94.75,94.52,79.24
5528,2024-25,Joel Embiid,30,PHI,574,Key Rotation,Shot Creator,Anchor Big,-0.29,50.34,-0.03,0.3,-0.1,0.72,0.51,29.72,27.49,70.65,80.95,71.85,85.81,36.69
