RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,3PT Shooting Talent,3PT Shot Making,C&S 3PT Shot Making,3PT Pull Up Talent,3PT Pull Up Shot Making,3PT Pull Up Shot Creation,3PT Shot Creation,3PT Shot Making Efficiency,C&S 3PT Shot Making Efficiency,Stable FG3%,3PT Shooting Talent_percentile,3PT Shot Making_percentile,C&S 3PT Shot Making_percentile,3PT Pull Up Talent_percentile,3PT Pull Up Shot Making_percentile,3PT Pull Up Shot Creation_percentile,3PT Shot Creation_percentile,3PT Shot Making Efficiency_percentile,C&S 3PT Shot Making Efficiency_percentile,Stable FG3%_percentile,Stable C&S 3PT%,Stable ATB 3PT%,Stable Pull Up 3PT%,3PT Functional Versatility,Stable 3PTA Per 75,Off-Ball Gravity,Stable Corner 3PT%,3PT Attempt Rate,Stable C&S 3PT%_percentile,Stable ATB 3PT%_percentile,Stable Pull Up 3PT%_percentile,3PT Functional Versatility_percentile,Stable 3PTA Per 75_percentile,Off-Ball Gravity_percentile,Stable Corner 3PT%_percentile,3PT Attempt Rate_percentile
4785,2020-21,Maurice Harkless,27,MIA/SAC,772,Key Rotation,Stationary Shooter,Wing Stopper,-1,-0.58,-0.7,-0.54,0.01,-1.29,-0.82,-1.5,-1.64,34.53,12.93,7.58,4.46,44.94,61.13,20.12,33.88,5.31,3.42,19.58,0,34.03,34.21,-1.39,3.94,-0.11,37.99,50.91,0,33.77,91.08,4.6,36.79,18.33,27.9,74.43
4786,2021-22,Maurice Harkless,28,SAC,863,Rotation,Stationary Shooter,Helper,-0.75,-0.31,-0.31,-0.72,-0.12,-1.36,-0.87,-0.93,-0.75,33.73,27.1,19.37,22.51,24.93,26.11,16.09,28.55,18.21,22.93,9.23,0,32.73,32.58,-1.08,4.32,0.17,37.2,55.8,0,18.31,32.9,20.25,42.03,39.42,11.54,81.32
4787,2018-19,Tyler Zeller,29,ATL/MEM,93,Too Few Games,Low Minute,Anchor Big,-0.92,-0.03,-0.16,-0.96,,,-1.26,-0.13,-0.11,35.85,16.84,51.8,44.26,13.05,,,2.43,64.45,62.62,53.94,0,35,33,-1.16,0.98,-0.19,37.79,3.33,0,59.36,49.31,14.96,11.88,14.12,22.14,13.84
4788,2017-18,Tyler Zeller,28,BRK/MIL,1113,Rotation,Roll + Cut Big,Anchor Big,-0.79,-0.04,-0.11,-0.66,-0.02,-1.53,-0.93,-0.33,-0.3,35.97,24.49,49.8,59.47,29.99,49.41,8.22,20.89,49.67,49.17,58.29,0,34.24,32.89,-1.12,0.97,-0.01,39.7,8.38,0,37.77,42.63,17.58,11.85,25.03,83.66,17.22
4789,2015-16,Tyler Zeller,26,BOS,710,Garbage Time,Roll + Cut Big,Anchor Big,-1.61,,,-0.93,,,,,,35,6.11,,,16.71,,,,,,30.54,0,35,31,,0.07,-0.39,38,0,0,59.36,7.61,,1.52,6.96,28.01,0
4790,2016-17,Tyler Zeller,27,BOS,525,Garbage Time,Roll + Cut Big,Anchor Big,-0.87,-0.01,-0.12,-0.9,,,-1.31,-0.24,-0.2,35.85,19.85,57.78,57.22,19.08,,,1.27,56.96,56.51,53.94,0,34.87,33,-1.1,0.18,-0.49,39,0.63,0,54,49.31,18.95,4.77,4.87,59.49,9.52
4791,2019-20,Tyler Zeller,30,SAS,4,Too Few Games,Low Minute,Anchor Big,-2.04,,,-0.95,,,,,,36,2.42,,,14.88,,,,,,59.16,0,35,33,,3.89,0,39,0,0,59.36,49.31,,35.94,25.9,59.49,0
4792,2015-16,Andrew Nicholson,26,ORL,823,Rotation,Versatile Big,Mobile Big,-0.1,-0.01,-0.12,-0.5,0.03,-1.46,-0.93,-0.15,-0.19,35.31,66.98,57.78,57.22,50,66.13,11.85,20.89,63.35,57.16,39.68,0,34.93,31.02,-0.82,5.24,0.06,38.39,36.77,0,57.35,11.16,36.09,56.61,32.11,42.36,48.26
4793,2016-17,Andrew Nicholson,27,WAS/BRK,342,Garbage Time,Post Scorer,Anchor Big,-0.65,-0.2,-0.29,-0.9,,,-0.99,-0.96,-0.97,34.25,33.77,27.78,24.7,19.08,,,14.18,17.21,15.08,14.81,0,34.19,32.89,-1.39,3.04,-0.43,37.74,24.32,0,36.83,42.63,4.6,25.83,6.14,21.26,29.1
4794,2020-21,Evan Fournier,28,ORL/BOS,1259,Starter,Off Screen Shooter,Chaser,1.37,1.02,0.45,1.38,0.85,-0.03,0.55,0.96,0.62,39.34,95.07,94.74,89.61,96.14,96.08,76.99,85.94,93.2,87.43,97.3,0,37.24,35.88,1.49,8.06,1.57,42.31,52.31,0,94.87,98.93,98.89,89.76,88.3,98.25,76.5
4795,2021-22,Evan Fournier,29,NYK,2358,Starter,Movement Shooter,Chaser,1.59,1.02,0.82,0.81,0.37,-0.31,0.24,0.94,1.06,37.83,96.23,94.74,95.3,93.25,90.87,69.11,80.29,92.95,93.52,90.48,0,35.84,33.78,1.08,9.75,1.35,40.96,64.15,0,80.8,78.89,96.45,96.85,83.97,94.39,89.53
4796,2022-23,Evan Fournier,30,NYK,459,Rotation,Movement Shooter,Chaser,0.07,-0.34,-0.22,0.02,-0.3,-0.55,0.2,-0.83,-0.41,34.31,73.85,17.66,33.01,80.26,12.04,60.67,79.51,21.62,41.56,15.91,0,33.66,32.97,0.22,9.03,0.36,38.37,68.67,0,26.81,49.15,81.27,94.46,49.71,41.95,92.74
4797,2015-16,Evan Fournier,23,ORL,2566,Starter,Off Screen Shooter,Wing Stopper,0.89,0.75,0.52,0.55,0.43,-0.25,-0.03,0.71,0.59,38.08,91.01,92.13,90.83,90.76,92.3,70.9,73.92,89.93,86.97,92,0,37.87,32.53,0.63,5.75,1.22,38.17,41.98,0,97.27,31.8,90.58,63.84,81.06,36.69,57.93
4798,2016-17,Evan Fournier,24,ORL,2234,Starter,Off Screen Shooter,Chaser,0.19,0,-0.05,0.16,-0.02,-0.09,0.21,-0.17,-0.12,35.73,78.17,61.14,68.49,83.87,49.41,75.66,79.69,61.88,61.96,51.15,0,35.14,32.75,0.7,6,1.7,38.39,38.71,0,67.97,37.87,91.64,67.55,90.54,42.36,51.53
4799,2017-18,Evan Fournier,25,ORL,1837,Starter,Off Screen Shooter,Chaser,0.59,0.4,0.47,-0.06,-0.16,-0.27,-0.03,0.24,0.46,37.11,87.05,85.93,90.03,77.66,21.91,70.37,73.92,80.34,83.97,83.79,0,35.4,32.73,0.66,6.56,1.49,40.82,41.77,0,72.86,37.5,91.13,75.13,86.81,93.8,57.44
4800,2018-19,Evan Fournier,26,ORL,2553,Starter,Off Screen Shooter,Wing Stopper,-0.32,-0.49,-0.18,-0.56,-0.66,-0.29,0.07,-0.72,-0.31,34.7,55.52,10.61,39.4,42.37,2.87,69.78,76.57,26.5,48.62,23.08,0,33.67,31.68,0.15,6.51,0.41,38.56,42.1,0,26.91,16.82,78.69,74.54,52.32,45.96,58.16
4801,2019-20,Evan Fournier,27,ORL,2076,Starter,Off Screen Shooter,Chaser,1.47,1.08,0.75,1.05,0.58,0.09,0.54,1.08,1.1,38.48,95.58,95.25,94.71,94.7,94.18,80.58,85.75,94.49,93.92,94.27,0,36.5,34.42,1.53,7.67,1.91,42.59,46.72,0,90.22,93.58,99.07,86.71,93.14,98.68,66.91
4802,2023-24,Evan Fournier,31,NYK/DET,580,Rotation,Movement Shooter,Chaser,-0.62,-0.92,-0.68,-0.36,-0.48,-0.25,0.2,-2.01,-1.57,32.95,35.68,2.05,4.92,62.76,6.03,70.9,79.51,1.49,3.97,3.83,0,33.39,32.57,-0.48,8.18,0.35,36.45,58.82,0,23.5,32.29,54.71,90.44,49.27,4.99,84.64
4803,2015-16,Jared Sullinger,23,BOS,1915,Key Rotation,Post Scorer,Anchor Big,-0.72,-0.28,-0.35,-0.45,-0.02,-0.96,-0.84,-0.85,-0.86,32.96,29.1,21.09,18.7,55.15,49.41,41.31,31.86,20.69,18.96,3.85,0,33.02,30.5,-1.21,2,-0.39,38.13,12.78,0,20.01,2.44,11.69,17.64,6.96,35.13,19.93
4804,2016-17,Jared Sullinger,24,TOR,118,Garbage Time,Stretch Big,Helper,-0.29,-0.18,-0.29,-0.9,,,-0.71,-0.69,-0.68,34.66,57.35,30.23,24.7,19.08,,,43.18,27.98,25.82,22.3,0,33.62,33,-1.02,5.68,-0.55,39.34,38.3,0,26.17,49.31,24.42,62.82,3.91,76.88,50.95
4805,2018-19,John Jenkins,27,WAS/NYK,333,Rotation,Off Screen Shooter,Low Activity,-0.02,-0.02,-0.28,-0.04,0.2,-0.93,-0.49,-0.17,-0.62,36.37,70.63,54.13,25.93,78.45,84.99,42.94,56.38,61.88,28.95,71.28,0,35.74,33.85,0.19,6.38,-0.34,37.45,55.24,0,78.97,80.32,80.22,72.76,8.23,15.18,80.71
4806,2015-16,John Jenkins,24,DAL/PHO,480,Garbage Time,Off Screen Shooter,Low Activity,-0.17,-0.18,-0.16,-0.17,-0.18,-0.48,0.28,-0.67,-0.34,34.37,63.27,30.23,44.26,73.51,19.91,63.33,81.03,29.02,46.11,16.7,0,33.82,30.73,0.09,3.78,0.34,38.67,31.88,0,29.2,4.12,76.58,34.54,48.78,49.52,40.01
4807,2016-17,John Jenkins,25,PHO,13,Too Few Games,Low Minute,Point of Attack,-0.33,0.01,-0.15,-0.48,0.02,-0.69,-0.22,-0.1,-0.17,36.11,54.81,63.84,48.09,52.27,63.81,54.43,68.26,66.47,58.72,65.81,0,35.24,33.22,-0.59,4.85,-0.04,38.78,40,0,69.93,66.07,49.2,50.45,22.88,52.02,53.83
4808,2015-16,Jared Cunningham,24,CLE/MIL,410,Garbage Time,Movement Shooter,Chaser,-0.26,-0.07,-0.15,-0.35,-0.04,-0.81,-0.53,-0.41,-0.31,34.41,58.77,43.94,48.09,63.39,42.89,48.67,54.35,44.16,48.62,17.35,0,34.2,30.6,-0.68,3.62,0.18,38.01,37.14,0,37.01,2.96,44.15,32.44,40,32.94,48.89
4809,2015-16,Tony Wroten,22,PHI,144,Too Few Games,Shot Creator,Point of Attack,-0.33,-0.35,-0.24,-0.34,-0.29,-0.36,0.21,-0.59,-0.29,33.86,54.81,17.27,30.16,64.01,12.59,67.17,79.69,33.28,49.99,10.54,0,34.09,30.4,-0.35,4.22,0.27,37.79,26.15,0,34.68,2.07,60.76,40.49,45.26,22.14,31.54
4810,2017-18,Miles Plumlee,29,ATL,918,Rotation,Roll + Cut Big,Anchor Big,-1.83,,,-0.97,,,,,,36,4.3,,,10.85,,,,,,59.16,0,35,33,,0.07,0.23,39,0,0,59.36,49.31,,1.52,43.26,59.49,0
4811,2018-19,Miles Plumlee,30,ATL,173,Garbage Time,Athletic Finisher,Anchor Big,-2.04,,,-0.96,,,,,,36,2.42,,,13.05,,,,,,59.16,0,35,33,,0.34,0.04,38,0,0,59.36,49.31,,7.3,30.45,28.01,0
4812,2015-16,Miles Plumlee,27,MIL,870,Rotation,Roll + Cut Big,Mobile Big,-1.61,,,-0.93,,,,,,35,6.11,,,16.71,,,,,,30.54,0,35,31,,0.06,-0.09,38,0,0,59.36,7.61,,0.96,19.6,28.01,0
4813,2016-17,Miles Plumlee,28,MIL/CHO,485,Garbage Time,Roll + Cut Big,Mobile Big,-1.76,,,-0.9,,,,,,36,5.28,,,19.08,,,,,,59.16,0,35,33,,0.13,-0.38,39,0,0,59.36,49.31,,3.74,7.3,59.49,0
4814,2017-18,Marquis Teague,24,MEM,74,Too Few Games,Low Minute,Point of Attack,-0.55,-0.01,-0.19,-0.33,0.06,-0.73,-0.22,-0.22,-0.34,35.82,40.12,57.78,37.37,64.78,73.43,52.85,68.26,58.25,46.11,52.96,0,34.98,33,-0.87,2.43,0.13,38.78,25,0,58.61,49.31,32.93,20.74,37.14,52.02,29.6
4815,2015-16,Festus Ezeli,26,GSW,770,Rotation,Post Scorer,Anchor Big,-1.61,,,-0.93,,,,,,35,6.11,,,16.71,,,,,,30.54,0,35,31,,0.07,-0.91,38,0,0,59.36,7.61,,1.52,1.2,28.01,0
4816,2016-17,Tomas Satoransky,25,WAS,719,Rotation,Secondary Ball Handler,Chaser,-0.62,-0.18,-0.2,-0.41,-0.11,-0.58,-0.43,-0.82,-0.59,34.45,35.68,30.23,35.63,58.7,27.41,59.28,58.9,22.02,30.58,18.34,0,33.61,32.58,-0.97,2.03,0.07,38.85,25.17,0,25.94,32.9,27.18,17.89,32.82,56.15,30.25
4817,2017-18,Tomas Satoransky,26,WAS,1643,Key Rotation,Primary Ball Handler,Point of Attack,-0.16,0.36,0.44,-0.64,-0.2,-0.83,-0.73,0.73,1.19,39.1,63.86,85,89.35,32.09,18.35,47.72,41.53,90.32,95.06,96.75,0,36.63,32.05,-0.31,2.33,1.86,41.08,26.3,0,91.25,23.76,62.35,20.08,92.57,94.85,31.73
4818,2018-19,Tomas Satoransky,27,WAS,2164,Key Rotation,Primary Ball Handler,Point of Attack,-0.52,-0.02,-0.02,-0.45,-0.09,-0.69,-0.76,-0.25,-0.11,37.4,42.37,54.13,71.34,55.15,30.81,54.43,38.79,56.22,62.62,86.71,0,36.49,32.59,-0.9,2.71,1.15,38.06,30.57,0,90.09,33.35,31.35,23.02,79.21,33.96,37.89
4819,2021-22,Tomas Satoransky,30,NOP/SAS/WAS,906,Rotation,Primary Ball Handler,Point of Attack,-1.03,-0.37,-0.42,-0.49,-0.05,-0.78,-0.67,-1.47,-1.44,32.45,11.65,16.14,14.36,50.98,39.84,50.38,45.74,5.86,5.43,2.11,0,32.73,32.69,-1.31,2.26,0.17,36.15,27.75,0,18.31,36.56,6.64,19.42,39.42,3.64,33.56
4820,2019-20,Tomas Satoransky,28,CHI,1878,Starter,Primary Ball Handler,Chaser,-1.13,-0.76,-0.73,-0.54,-0.24,-0.66,-0.6,-1.63,-1.49,34.27,9.24,4.06,3.92,44.94,15.2,56.12,50.42,3.81,4.87,15.23,0,33.13,32.43,-1.24,3.86,0.55,38.83,36.12,0,20.97,29.76,9.98,35.67,57.97,55.97,47.3
4821,2020-21,Tomas Satoransky,29,CHI,1307,Key Rotation,Primary Ball Handler,Point of Attack,-0.72,-0.26,-0.26,-0.58,-0.16,-0.9,-0.72,-0.82,-0.64,36.54,29.1,22.71,28.01,39.61,21.91,44.37,42.4,22.02,27.9,74.27,0,34.93,33.45,-1.05,3.37,0.7,39.91,35.87,0,57.35,72.41,22.51,29.83,64.1,86.13,46.9
4822,2019-20,Jae Crowder,29,MEM/MIA,1875,Starter,Movement Shooter,Wing Stopper,-0.07,-0.22,-0.5,0.25,0.32,-1.01,-0.27,-0.48,-0.82,34.93,68.28,25.84,10.41,85.95,89.48,37.96,66.41,39.45,20.35,28.85,0,34.06,33.98,-0.1,7.46,0.43,38.53,69.98,0,34.07,83.73,70.64,84.92,53.06,45.39,93.29
4823,2022-23,Jae Crowder,32,MIL,340,Rotation,Movement Shooter,Helper,0.18,0.35,0.2,-0.37,0.03,-1.29,-0.68,0.5,0.61,37.41,77.86,84.71,82.82,62,66.13,20.12,44.96,86.4,87.37,86.81,0,35.97,34.08,0.19,5.75,0.75,39.59,58.51,0,83.24,88.89,80.22,63.84,66.28,81.92,84.35
4824,2023-24,Jae Crowder,33,MIL,1156,Key Rotation,Stationary Shooter,Wing Stopper,-0.6,-0.31,-0.51,-0.36,0.17,-1.56,-0.85,-0.78,-1.03,36.16,36.97,19.37,9.95,62.76,83.26,6.58,30.92,23.74,13.23,67.11,0,34.87,34.57,-0.95,5.22,0.25,38.99,61.48,0,54,94.82,28.58,56.24,44.21,59.36,87.46
4825,2015-16,Jae Crowder,25,BOS,2308,Star,Movement Shooter,Wing Stopper,-0.54,-0.65,-0.5,-0.71,-0.44,-1.12,-0.43,-0.82,-0.63,34.17,41,5.97,10.41,25.58,7.28,31.51,58.9,22.02,28.44,13.69,0,34.27,30.38,-0.6,5.72,0.27,36.65,44.65,0,38.42,2.04,48.58,63.4,45.26,6.29,63.07
4826,2016-17,Jae Crowder,26,BOS,2335,Star,Movement Shooter,Wing Stopper,1.09,1.03,0.6,0.68,0.78,-0.85,-0.35,0.94,0.65,38.38,93.18,94.87,92.35,92.06,95.78,46.73,62.93,92.95,88.12,93.81,0,36.51,34.39,0.44,6.27,0.87,41.47,54.72,0,90.35,93.29,87.15,71.25,70.68,96.37,80.23
4827,2020-21,Jae Crowder,30,PHO,1648,Starter,Stationary Shooter,Wing Stopper,0.51,0.4,0.38,-0.45,-0.04,-1.44,-0.75,0.28,0.38,38.19,85.66,85.93,88,55.15,42.89,12.78,39.64,81.37,82.53,92.67,0,37.01,34.2,-0.24,8.47,1.17,39.93,77.24,0,93.8,90.9,65.56,91.98,79.79,86.77,96.76
4828,2021-22,Jae Crowder,31,PHO,1886,Starter,Movement Shooter,Wing Stopper,-0.34,-0.3,-0.14,-0.77,-0.38,-1.03,-0.63,-0.55,-0.23,34.88,54.45,20,52.06,23,9.03,36.84,48.49,35.4,54.25,28,0,33.54,32.03,-0.52,7.03,0.62,38.85,67.1,0,25.12,23.5,52.71,81.04,60.99,56.15,91.89
4829,2024-25,Jae Crowder,34,SAC,103,Garbage Time,Stationary Shooter,Helper,-0.46,-0.1,-0.21,-0.6,-0.03,-1.07,-0.8,-0.56,-0.5,35.46,46.46,39.43,34.25,37,45.89,34.73,35.65,34.82,35.54,43.46,0,34.84,32.89,-0.95,5.49,-0.04,38.4,68.18,0,52.9,42.63,28.58,60.12,22.88,42.52,92.6
4830,2017-18,Jae Crowder,27,CLE/UTA,2090,Key Rotation,Movement Shooter,Wing Stopper,-0.74,-0.76,-0.54,-0.72,-0.52,-0.54,-0.3,-1.31,-0.98,33.81,27.83,4.06,8.58,24.93,5.15,61.09,65.2,8.58,14.84,10.01,0,32.65,31.75,-0.84,6.03,0.49,38.56,50.82,0,17.99,17.57,34.87,68.07,55.35,45.96,74.33
4831,2018-19,Jae Crowder,28,UTA,2166,Starter,Movement Shooter,Helper,-0.5,-0.81,-0.82,-0.38,-0.24,-0.99,-0.42,-1.03,-1.03,34.05,43.79,3.32,2.69,61.29,15.2,39.48,59.3,15.2,13.23,12.26,0,33.66,32.18,-0.58,8.61,0.74,36.43,65.5,0,26.81,25.55,49.65,92.67,65.91,4.93,90.5
4832,2015-16,Draymond Green,25,GSW,2808,Star,Stretch Big,Helper,0.18,0.49,0.42,-0.37,0.15,-1.49,-0.84,0.53,0.5,36.94,77.86,87.92,88.87,62,82.08,10.48,31.86,86.87,85.07,80.69,0,36.68,30.97,-0.34,3.29,0.33,38.24,31.5,0,91.67,7.35,61.18,28.85,48.19,37.98,39.49
4833,2016-17,Draymond Green,26,GSW,2471,Star,Stretch Big,Helper,-1.07,-0.82,-0.83,-0.55,-0.17,-0.75,-0.74,-1.32,-1.21,33.29,10.48,3.21,2.47,43.64,20.81,51.83,40.61,8.32,9.7,5.96,0,32.78,32.27,-1.35,3.83,-0.3,38.79,40.46,0,18.61,27,5.4,35.25,9.6,54.98,55.1
4834,2017-18,Draymond Green,27,GSW,2287,Star,Stretch Big,Helper,-1.11,-0.79,-0.87,-0.48,-0.08,-0.75,-0.64,-1.36,-1.41,32.96,9.58,3.57,1.88,52.27,33.07,51.83,47.82,7.53,5.97,3.85,0,33.3,32.4,-1.35,4.04,-0.4,36.65,41.36,0,22.59,29.28,5.4,37.87,6.79,6.29,56.54
4835,2018-19,Draymond Green,28,GSW,2065,Star,Stretch Big,Helper,-1.43,-0.95,-1.13,-0.5,0,-1.2,-0.87,-1.86,-2,32.96,7.23,1.78,0.51,50,57.95,26.68,28.55,2.1,1.41,3.85,0,31.84,32.9,-1.87,2.86,-0.72,38.81,39.1,0,15.2,46.42,0.35,24.41,2.13,55.43,52.23
4836,2019-20,Draymond Green,29,GSW,1222,Key Rotation,Primary Ball Handler,Wing Stopper,-1.13,-0.74,-0.73,-0.5,-0.16,-0.58,-0.69,-1.49,-1.37,33.19,9.24,4.21,3.92,50,21.91,59.28,44.41,5.55,6.62,5.22,0,32.77,32.27,-1.53,3.78,0.11,38.45,40.82,0,18.57,27,2.42,34.54,35.6,43.38,55.6
4837,2020-21,Draymond Green,30,GSW,1982,Star,Stretch Big,Helper,-1.27,-0.68,-0.69,-0.73,-0.21,-1.1,-0.8,-1.64,-1.51,33.58,7.8,5.3,4.68,24.37,17.44,32.83,35.65,3.77,4.63,7.77,0,32.95,33.03,-1.68,2.24,-0.04,38.88,33.16,0,19.45,61.89,1.02,19.28,22.88,56.63,41.95
4838,2021-22,Draymond Green,31,GSW,1329,Star,Roll + Cut Big,Helper,-0.94,-0.11,-0.19,-1.02,,,-1.05,-0.46,-0.45,34.02,15.83,38.07,37.37,3.54,,,9.25,40.81,38.55,11.96,0,33.91,32.79,-1.12,1.51,0.19,36.67,21.01,0,31.18,38.29,17.58,14.76,40.57,6.46,25.94
4839,2022-23,Draymond Green,32,GSW,2297,Star,Roll + Cut Big,Helper,-1.13,-0.47,-0.6,-0.66,0,-1.57,-1.03,-1.21,-1.31,34.08,9.24,11.52,6.94,29.99,57.95,6.09,10.72,10.68,7.54,12.61,0,33.75,33.99,-1.52,2.03,-0.21,37.65,27.64,0,28.14,83.83,2.47,17.89,13.2,19.44,33.43
4840,2023-24,Draymond Green,33,GSW,1490,Star,Stretch Big,Mobile Big,-0.47,0.11,0.01,-0.52,0.06,-1.26,-0.99,0.04,-0.02,37.88,45.8,75.03,73.8,47.49,73.43,21.57,14.18,73.7,68.45,90.79,0,36.65,34.22,-0.93,3.11,-0.53,39.46,34.68,0,91.38,91.25,29.71,26.41,4.2,79.87,44.97
4841,2024-25,Draymond Green,34,GSW,1983,Star,Stationary Shooter,Mobile Big,-0.75,-0.32,-0.48,-0.54,0.1,-1.66,-0.94,-0.72,-0.87,34.25,27.1,18.82,11.24,44.94,78.28,3.61,19.35,26.5,18.7,14.81,0,33.61,33.33,-1.28,4.53,-0.14,37.08,48.33,0,25.94,68.95,7.95,45.15,16.69,9.93,69.66
4842,2025-26,Draymond Green,35,GSW,1845,Starter,Stationary Shooter,Helper,-0.86,-0.62,-0.72,-0.61,-0.02,-1.12,-0.94,-1.1,-1.12,34.08,20.65,6.76,4.19,35.71,49.41,31.51,19.35,13.2,11.31,12.61,34.48,32.45,32.89,-1.52,6.12,-0.7,38.32,63.14,79.03,17.06,42.63,2.47,69.26,2.29,39.97,88.79
4843,2015-16,Orlando Johnson,26,PHO/NOP,102,Too Few Games,Secondary Ball Handler,Chaser,-0.43,-0.15,-0.24,-0.53,-0.04,-1.01,-0.67,-0.35,-0.35,34.41,48.71,33.57,30.16,46.34,42.89,37.96,45.74,48.3,45.2,17.35,0,34.36,30.9,-0.38,3.65,-0.41,38.05,29.41,0,40.36,5.87,59.2,32.77,6.65,33.62,36.25
4844,2018-19,Quincy Acy,28,PHO,123,Garbage Time,Stretch Big,Anchor Big,-0.62,-0.23,-0.35,-0.96,,,-0.99,-0.69,-0.74,34.68,35.68,25.19,18.7,13.05,,,14.18,27.98,23.24,22.62,0,34.11,33,-1.27,4.34,-0.46,37.51,83.33,0,35.2,49.31,8.29,42.36,5.43,16.17,98
4845,2015-16,Quincy Acy,25,SAC,876,Rotation,Athletic Finisher,Helper,-0.42,0.03,-0.12,-0.4,0.09,-1.22,-0.85,-0.1,-0.26,35.63,49.42,67.08,57.22,59.58,77.33,24.99,30.92,66.47,52.26,47.69,0,34.6,31.45,-0.89,2.07,-0.21,39.29,22.9,0,45.61,15.03,31.85,18.15,13.2,76.17,27.66
4846,2016-17,Quincy Acy,26,DAL/BRK,558,Rotation,Stretch Big,Mobile Big,0.21,0.31,0.2,-0.64,-0.03,-1.75,-0.96,0.51,0.64,37.38,78.71,83.48,82.82,32.09,45.89,1.79,17.32,86.54,87.81,86.59,0,36.57,33,-0.35,5.9,0.88,38.63,52.94,0,90.85,49.31,60.76,65.99,71.14,48.88,77.56
4847,2017-18,Quincy Acy,27,BRK,1359,Key Rotation,Stationary Shooter,Anchor Big,-0.16,-0.28,-0.37,-0.63,0.01,-1.69,-0.88,-0.66,-0.73,35.42,63.86,21.09,17.29,33.31,61.13,2.87,27.04,29.56,23.66,42.17,0,34.01,32.9,-1.1,7.88,0.2,39.41,80,0,33.49,46.42,18.95,88.3,41.35,79.18,97.41
4848,2015-16,Khris Middleton,24,MIL,2852,Starter,Shot Creator,Wing Stopper,1.36,1.35,1.47,0.04,0,-0.19,-0.01,1.39,1.75,37.76,94.99,97.04,98.83,80.75,57.95,72.86,74.41,96.9,98.19,89.98,0,36.77,30.51,0.97,4.79,2.32,39.55,31.61,0,92.29,2.57,95.2,49.65,96.28,81.14,39.71
4849,2016-17,Khris Middleton,25,MIL,889,Starter,Shot Creator,Helper,0.59,0.73,0.73,-0.42,-0.22,-0.55,-0.42,0.75,1.07,38.18,87.05,91.64,94.42,57.74,16.87,60.67,59.3,90.64,93.67,92.64,0,36.7,32.6,0.19,4.55,1.58,39.72,31.23,0,91.86,33.87,80.22,45.39,88.61,84.03,39.07
4850,2017-18,Khris Middleton,26,MIL,2982,Star,Shot Creator,Helper,0.02,0,0.01,0.03,-0.1,0.09,0.08,-0.2,-0.13,35.92,72.07,61.14,73.8,80.57,29.23,80.58,76.88,59.72,61.26,57.24,0,34.26,31.94,-0.04,5.1,1.79,40.76,32,0,38.28,20.25,72.47,54.61,91.71,93.36,40.23
4851,2018-19,Khris Middleton,27,MIL,2394,Star,Shot Creator,Helper,1.37,0.92,-0.09,2.41,1.67,0.91,1.25,0.87,-0.21,37.17,95.07,93.98,63.11,98.66,99.01,93.88,93.74,92.18,55.68,84.48,0,37.12,35.61,1.2,6.92,1.37,36.68,41.29,0,94.29,98.51,97.35,79.92,84.39,6.57,56.46
4852,2019-20,Khris Middleton,28,MIL,1853,Star,Shot Creator,Helper,1.95,1.61,1.12,1.47,0.9,0.67,0.93,1.88,1.84,39.28,97.7,98.02,97.4,96.58,96.44,91.33,90.88,98.77,98.52,97.17,0,37.81,34.41,1.73,6.56,1.87,41.11,37.38,0,97.08,93.46,99.6,75.13,92.74,95.04,49.31
4853,2020-21,Khris Middleton,29,MIL,2269,Star,Shot Creator,Helper,1.53,1.35,0.49,2.13,1.55,0.65,0.98,1.56,0.79,39.63,95.99,97.04,90.36,98.12,98.8,91.1,91.4,97.75,90.1,97.96,0,38.71,36.66,1.6,5.69,1.67,40.08,33.99,0,98.94,99.57,99.38,62.87,90.12,88.08,43.92
4854,2021-22,Khris Middleton,30,MIL,2141,Star,Shot Creator,Helper,1.46,0.98,0.37,1.86,1.02,0.85,1.2,0.97,0.55,36.49,95.53,94.56,87.76,97.66,97.17,93.27,93.47,93.29,86.06,73.39,0,35.9,34.29,1.31,7.2,1.17,38,42.51,0,82.39,92.18,98.2,82.68,79.79,28.01,59.09
4855,2022-23,Khris Middleton,31,MIL,801,Key Rotation,Shot Creator,Helper,0.13,-0.34,-0.52,0.8,0.09,0.96,1.39,-0.65,-0.94,34.19,76.27,17.66,9.5,93.13,77.33,94.22,94.6,30.09,16.23,14.04,0,33.37,33.86,0.47,7.04,0.33,39.01,39.9,0,22.88,80.4,87.56,81.19,48.19,69.73,53.68
4856,2023-24,Khris Middleton,32,MIL,1487,Starter,Shot Creator,Helper,0.6,0.46,0.23,0.64,0.28,0.45,0.85,0.47,0.42,37.53,87.27,87.18,83.77,91.76,87.96,87.9,90.03,85.85,83.46,88,0,36.23,34.53,0.76,5.95,1.19,40.09,38.41,0,87.49,94.55,92.67,66.85,80.31,88.24,51.15
4857,2024-25,Khris Middleton,33,MIL/WAS,843,Key Rotation,Shot Creator,Helper,0.47,0.39,0.03,0.69,0.35,0.43,0.84,0.49,0.11,36.03,85.05,85.69,75.17,92.18,90.36,87.52,89.92,86.16,74.33,64.14,0,35.56,33.33,0.88,5.55,1.32,38.22,39.47,0,75.63,68.95,94.18,60.98,83.29,37.57,52.94
