Season,Player,Team,Pos,PG,SG,SF,PF,C,Primary_Position,Second_Position,SourceURL
2013-14,Gigi Datome,DET,SF,0,18,82,0,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Glen Davis,2TM,PF,0,0,0,39,61,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Glen Davis,LAC,PF,0,0,0,9,91,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Glen Davis,ORL,PF,0,0,0,46,54,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Glen Rice Jr.,WAS,SG,0,80,20,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Goran Dragić,PHO,SG,52,47,1,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Gordon Hayward,UTA,SF,0,58,41,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Gorgui Dieng,MIN,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Greg Monroe,DET,PF,0,0,0,65,36,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Greg Oden,MIA,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Greg Smith,HOU,C,0,0,0,15,85,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Greg Stiemsma,NOP,C,0,0,0,7,93,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Greivis Vásquez,2TM,PG,67,33,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Greivis Vásquez,SAC,PG,80,20,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Greivis Vásquez,TOR,PG,62,38,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Gustavo Ayón,ATL,C,0,0,0,2,98,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Hamady N'Diaye,SAC,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Harrison Barnes,GSW,SF,0,0,44,52,4,PF,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Hasheem Thabeet,OKC,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Hedo Türkoğlu,LAC,SF,0,0,2,98,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Henry Sims,2TM,C,0,0,0,8,92,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Henry Sims,CLE,C,0,0,0,11,89,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Henry Sims,PHI,C,0,0,0,8,92,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Hilton Armstrong,GSW,C,0,0,0,15,85,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Hollis Thompson,PHI,SF,0,1,92,7,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Ian Clark,UTA,SG,9,76,15,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Ian Mahinmi,IND,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Iman Shumpert,NYK,SG,1,64,34,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Isaiah Canaan,HOU,PG,99,1,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Isaiah Thomas,SAC,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Ish Smith,PHO,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,J.J. Barea,MIN,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,J.J. Hickson,DEN,PF,0,0,0,18,82,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,J.R. Smith,NYK,SF,0,24,72,5,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,JJ Redick,LAC,SG,11,88,2,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,JaVale McGee,DEN,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jae Crowder,DAL,SF,0,1,88,11,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jamaal Franklin,MEM,SG,52,48,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jamaal Tinsley,UTA,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jamal Crawford,LAC,SG,0,78,22,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jameer Nelson,ORL,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,James Anderson,PHI,SG,1,75,24,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,James Harden,HOU,SG,1,91,7,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,James Johnson,MEM,SF,0,7,76,18,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,James Jones,MIA,SF,0,56,44,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,James Nunnally,2TM,SF,0,9,91,0,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,James Nunnally,ATL,SF,0,5,95,0,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,James Nunnally,PHI,SF,0,12,88,0,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,James Southerland,2TM,SF,0,21,79,0,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,James Southerland,CHA,SF,0,0,100,0,0,SF,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,James Southerland,NOP,SF,0,23,77,0,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jan Veselý,2TM,PF,0,0,0,58,42,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jan Veselý,DEN,PF,0,0,0,17,83,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jan Veselý,WAS,PF,0,0,0,84,16,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jannero Pargo,CHA,PG,99,1,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jared Cunningham,2TM,SG,13,81,6,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jared Cunningham,ATL,SG,0,100,0,0,0,SG,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jared Cunningham,SAC,SG,18,73,9,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jared Dudley,LAC,SF,0,0,90,10,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jared Sullinger,BOS,PF,0,0,0,30,70,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jarrett Jack,CLE,PG,50,50,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jarvis Varnado,2TM,PF,0,0,1,36,63,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jarvis Varnado,CHI,PF,0,0,100,0,0,SF,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jarvis Varnado,PHI,PF,0,0,0,37,63,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jason Collins,BRK,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jason Maxiell,ORL,PF,0,0,0,83,17,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jason Smith,NOP,PF,0,0,0,8,92,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jason Terry,BRK,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jason Thompson,SAC,PF,0,0,0,67,33,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jeff Adrien,2TM,PF,0,0,5,94,1,PF,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jeff Adrien,CHA,PF,0,0,20,80,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jeff Adrien,MIL,PF,0,0,0,99,1,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jeff Ayres,SAS,PF,0,0,4,48,48,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jeff Green,BOS,SF,0,0,94,6,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jeff Taylor,CHA,SF,0,2,98,0,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jeff Teague,ATL,PG,73,27,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jeff Withey,NOP,C,0,0,0,34,66,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jeremy Evans,UTA,SF,0,0,4,96,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jeremy Lamb,OKC,SG,4,67,29,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jeremy Lin,HOU,PG,66,34,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jeremy Tyler,NYK,C,0,0,0,43,57,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jermaine O'Neal,GSW,PF,0,0,0,28,72,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jerryd Bayless,2TM,PG,48,52,0,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jerryd Bayless,BOS,PG,39,61,0,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jerryd Bayless,MEM,PG,61,39,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jimmer Fredette,2TM,SG,68,32,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jimmer Fredette,CHI,SG,50,50,0,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jimmer Fredette,SAC,SG,70,30,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jimmy Butler,CHI,SG,0,71,29,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Joakim Noah,CHI,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jodie Meeks,LAL,SG,15,70,15,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Joe Johnson,BRK,SG,1,61,38,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Joel Anthony,2TM,C,0,0,0,40,60,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Joel Anthony,BOS,C,0,0,0,48,52,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Joel Anthony,MIA,C,0,0,0,9,91,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Joel Freeland,POR,C,0,0,0,7,93,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,John Henson,MIL,PF,0,0,2,68,30,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,John Jenkins,ATL,SG,0,83,17,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,John Lucas III,UTA,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,John Salmons,2TM,SF,0,8,89,3,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,John Salmons,SAC,SF,0,7,92,2,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,John Salmons,TOR,SG,0,9,88,4,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,John Wall,WAS,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jon Leuer,MEM,PF,0,0,0,36,64,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jonas Jerebko,DET,PF,0,0,9,79,12,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jonas Valančiūnas,TOR,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jordan Crawford,2TM,PG,71,27,2,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jordan Crawford,BOS,PG,98,2,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jordan Crawford,GSW,SG,22,72,6,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jordan Farmar,LAL,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jordan Hamilton,2TM,SF,0,28,69,4,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jordan Hamilton,DEN,SF,0,27,71,2,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jordan Hamilton,HOU,SF,0,28,65,8,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jordan Hill,LAL,PF,0,0,6,73,21,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jorge Gutiérrez,BRK,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Josh Childress,NOP,SF,0,0,73,27,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Josh Harrellson,DET,C,0,0,0,23,77,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Josh McRoberts,CHA,PF,0,0,0,95,5,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Josh Powell,HOU,PF,0,0,0,60,40,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Josh Smith,DET,SF,0,0,56,43,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,José Calderón,DAL,PG,95,5,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Jrue Holiday,NOP,PG,94,6,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Julyan Stone,TOR,SG,59,41,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Justin Hamilton,2TM,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Justin Hamilton,CHA,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Justin Hamilton,MIA,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kawhi Leonard,SAS,SF,0,0,87,13,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Keith Bogans,BOS,SG,2,66,32,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kelly Olynyk,BOS,C,0,0,0,5,95,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kemba Walker,CHA,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kendall Marshall,LAL,PG,90,9,1,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kendrick Perkins,OKC,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kenneth Faried,DEN,PF,0,0,23,70,7,PF,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kent Bazemore,2TM,SG,21,75,4,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kent Bazemore,GSW,SG,17,72,11,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kent Bazemore,LAL,SG,23,77,0,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kentavious Caldwell-Pope,DET,SG,6,91,3,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kenyon Martin,NYK,PF,0,0,0,80,20,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kevin Durant,OKC,SF,0,4,70,26,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kevin Garnett,BRK,C,0,0,0,30,70,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kevin Love,MIN,PF,0,0,0,73,27,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kevin Martin,MIN,SG,0,98,2,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kevin Séraphin,WAS,C,0,0,0,14,86,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Khris Middleton,MIL,SF,0,27,70,3,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kirk Hinrich,CHI,PG,73,27,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Klay Thompson,GSW,SG,5,88,7,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kobe Bryant,LAL,SG,27,55,18,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kosta Koufos,MEM,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kris Humphries,BOS,PF,0,0,0,58,42,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kyle Korver,ATL,SG,0,68,31,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kyle Lowry,TOR,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kyle O'Quinn,ORL,C,0,0,0,30,70,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kyle Singler,DET,SF,0,23,69,8,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Kyrie Irving,CLE,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,LaMarcus Aldridge,POR,PF,0,0,0,89,11,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Lance Stephenson,IND,SG,2,93,5,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Lance Thomas,NOP,SF,0,0,0,100,0,PF,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Landry Fields,TOR,SF,0,8,78,15,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Larry Sanders,MIL,C,0,0,0,2,98,C,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Lavoy Allen,2TM,PF,0,0,0,60,40,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Lavoy Allen,IND,PF,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Lavoy Allen,PHI,PF,0,0,1,67,33,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,LeBron James,MIA,PF,0,0,12,83,5,PF,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Leandro Barbosa,PHO,PG,47,53,0,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Lorenzo Brown,PHI,PG,99,1,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Lou Amundson,2TM,PF,0,0,0,88,12,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Lou Amundson,CHI,PF,0,0,0,100,0,PF,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Lou Amundson,NOP,PF,0,0,0,88,12,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Lou Williams,ATL,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Luc Mbah a Moute,2TM,PF,0,0,73,26,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Luc Mbah a Moute,MIN,PF,0,0,75,25,1,SF,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Luc Mbah a Moute,SAC,SF,0,0,68,32,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Luis Scola,IND,PF,0,0,0,97,3,PF,C,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Luke Babbitt,NOP,PF,0,0,7,92,1,PF,SF,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
2013-14,Luke Ridnour,2TM,PG,98,2,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2014_play-by-play.html
