RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Screener Rim Defense,Rim Protection,Rim Contests Per 75 Possessions,Rim Points Saved Per 75 Possessions,Stable Rim DFGA Per 75 Possessions,Help Defensive Activity,Help Defense Talent,Help Effectiveness Rating,Percentage of Shots at Rim Contested,Post Defense,Screener Rim Defense_percentile,Rim Protection_percentile,Rim Contests Per 75 Possessions_percentile,Rim Points Saved Per 75 Possessions_percentile,Stable Rim DFGA Per 75 Possessions_percentile,Help Defensive Activity_percentile,Help Defense Talent_percentile,Help Effectiveness Rating_percentile,Percentage of Shots at Rim Contested_percentile,Post Defense_percentile,Stable Rim dFG% vs. Expected,Perimeter Isolation Defense,Matchup Difficulty,Guarded Shooting Talent,Passing Lane Defense,Deflections Per 75 Possessions,% of Time Guarding Primary Ball Handlers,Guarded 3PT Shooting Talent,Guarded Midrange Talent,% of Time Guarding Usage Tier 1 Players,Stable Rim dFG% vs. Expected_percentile,Perimeter Isolation Defense_percentile,Matchup Difficulty_percentile,Guarded Shooting Talent_percentile,Passing Lane Defense_percentile,Deflections Per 75 Possessions_percentile,% of Time Guarding Primary Ball Handlers_percentile,Guarded 3PT Shooting Talent_percentile,Guarded Midrange Talent_percentile,% of Time Guarding Usage Tier 1 Players_percentile,Off-Ball Chaser Defense,Ball Screen Navigation,Guarded 3PT Shot Creation,3PT Contests Per 75 Possessions,Steals Per 75 Possessions,Pickpocket Rating,Defensive Miles Per 75 Possessions,Loose Ball Recovery Rate,Stable Steals Per 75,Stable Bad Pass Steals Per 75,Off-Ball Chaser Defense_percentile,Ball Screen Navigation_percentile,Guarded 3PT Shot Creation_percentile,3PT Contests Per 75 Possessions_percentile,Steals Per 75 Possessions_percentile,Pickpocket Rating_percentile,Defensive Miles Per 75 Possessions_percentile,Loose Ball Recovery Rate_percentile,Stable Steals Per 75_percentile,Stable Bad Pass Steals Per 75_percentile,Stable Lost Ball Steals Per 75,Blocks Per 75 Possessions,Stable Blocks Per 75,Stable Recovered Blocks Per 75,Stable Recovered Blocks%,Block Rate on Contests,Defensive Playmaking,Screener Mobile Defense,Rim Deterrence,Rim Deterrence Per 100,Stable Lost Ball Steals Per 75_percentile,Blocks Per 75 Possessions_percentile,Stable Blocks Per 75_percentile,Stable Recovered Blocks Per 75_percentile,Stable Recovered Blocks%_percentile,Block Rate on Contests_percentile,Defensive Playmaking_percentile,Screener Mobile Defense_percentile,Rim Deterrence_percentile,Rim Deterrence Per 100_percentile,DHO Coverage Versatility,Defensive Role Versatility,Overall Coverage Versatility,P&R Coverage Versatility,DHO Coverage Versatility_percentile,Defensive Role Versatility_percentile,Overall Coverage Versatility_percentile,P&R Coverage Versatility_percentile
1422,2022-23,Jalen Brunson,26,NYK,2379,Star,Shot Creator,Chaser,-1.02,-0.62,4.01,-0.39,1.94,-0.62,-0.37,0.42,29.7,-0.97,31.8,8.18,41.24,19.28,28.03,22.11,45.31,88.35,18.71,14.31,0.08,-0.74,-0.9,-0.13,2.34,1.63,16.31,-0.05,-0.07,8.06,3.9,31.06,20.09,45.1,53.93,50.85,83.3,52.6,52.29,37.27,0.13,-0.12,-0.1,3.56,0.96,0.25,1.19,75,0.98,0.71,63.51,54.16,61,76.88,47.59,39.36,35.46,90.44,26.13,43.09,0.28,0.24,0.25,0.1,56.8,4.2,2.79,-0.16,-0.27,-0.05,23.92,32.99,10.07,17.6,23.82,46.28,47.79,66.62,33.94,41.25,46.32,51.42,102.92,57.32,88.38,41.65,35.46,92.34
1423,2023-24,Jalen Brunson,27,NYK,2726,Star,Shot Creator,Low Activity,0.45,-0.84,4.48,-0.43,1.82,-0.44,-0.79,-1.34,36.1,-0.67,84.81,2.12,49.46,17.77,25.42,47.68,4.16,4.68,45.7,29.78,0.09,-0.52,-1.39,-0.2,2.16,1.56,15.46,-0.03,-0.2,9.78,1.98,43.36,4.64,32.37,49.39,48.72,81.52,55.47,28.45,45.18,0.5,-0.3,-0.16,2.34,0.98,0.38,1.19,63.74,0.99,0.62,75.5,47.9,54.59,46.44,49.04,58.74,35.46,73.77,27.51,19.87,0.38,0.18,0.2,0.14,59.1,4.63,2.62,0.24,-1.12,-0.67,48,28.46,6.04,22.24,90.57,48.43,40.82,79.17,6.65,7.36,46.38,53.2,102.39,65.24,88.56,48.84,33.61,98.09
1424,2024-25,Jalen Brunson,28,NYK,2301,Star,Shot Creator,Low Activity,0.3,-0.7,4.89,-0.35,1.83,-0.65,-0.58,-0.26,38.4,-0.2,81.26,5.09,57.44,20.62,25.6,16.96,22.03,49.97,59,59.83,0.05,-1.4,-1.37,-0.27,2.17,1.55,20.75,-0.14,-0.2,7.36,14.68,6.36,4.96,20.73,49.66,48.36,90.98,42,28.45,34.14,2.36,-0.74,-0.23,2.25,0.98,0.36,1.18,58.67,1.01,0.65,99.55,29.11,47.77,44.8,49.04,55.88,32.83,64.53,29.99,26.51,0.38,0.13,0.15,0.12,58.9,3.67,2.54,0.05,-1.28,-0.76,48,25.6,2.32,19.81,87.4,43.82,37.96,74.25,4.3,5.57,43.16,50.6,108.96,59.67,79.67,38.18,65.94,94.83
1425,2025-26,Jalen Brunson,29,NYK,2590,Star,Shot Creator,Low Activity,0.19,-0.45,0,0,1.65,-0.64,-0.71,-0.81,,0.19,78.3,18.17,0,36.89,22.24,18.91,8.79,15.95,,75.79,0.09,-1.05,-1.22,-0.24,0.32,0,20.11,-0.11,-0.21,8.41,1.98,16.65,8.36,25.66,18.29,0,90.07,45.17,26.64,38.45,0.16,-0.68,-0.21,0,0.82,0.5,0.92,0,0.86,0.39,64.48,33.03,49.59,0,36.96,73.12,18.02,0,13.13,0.44,0.5,0.11,0.13,0.05,57.19,0,1.4,0.61,-0.19,0.04,79.78,24.67,1.56,14.37,31.83,0,15.34,86.79,38.16,53.47,43.59,42.38,104.89,53.61,81.23,15.08,44.23,85.87
1426,2018-19,Jalen Brunson,22,DAL,1591,Key Rotation,Primary Ball Handler,Point of Attack,-0.36,-0.56,4.28,-0.47,1.96,-0.69,-0.77,-0.84,31.7,-1.27,57.39,11.4,45.5,16.31,28.42,11.92,5.29,15.02,24.1,5.56,0.07,1.11,0.87,0.18,2.05,1.45,22.15,0.18,0.16,19.26,6.89,91.4,88.56,85.65,46.67,45.44,92.99,84.88,85.75,84.6,-0.41,-0.51,0.3,3.59,0.85,0.25,1.3,78.69,0.9,0.64,45.05,40.69,91.05,77.57,39.13,39.36,76.17,94.42,16.86,24.2,0.29,0.09,0.12,0.05,56.73,1.32,2.4,-0.74,-0.02,-0.09,25.87,23.9,1.22,14.37,22.81,36.96,33.48,42.01,49.2,37.14,38.18,58.02,108.39,46.88,60.54,69.58,62.97,64.67
1427,2019-20,Jalen Brunson,23,DAL,1022,Rotation,Primary Ball Handler,Point of Attack,-0.82,-0.4,4.95,-0.29,2.25,-0.74,-0.59,-0.11,36.5,-0.95,38.98,22.44,58.51,23.18,35.95,4.69,20.99,63.16,48.39,15.04,0.04,-0.31,-0.51,-0.02,1.79,1.36,22.68,0.04,0,10.57,20.89,54.82,40.51,63.65,41,42.83,93.77,65.57,64.54,49.33,1.54,0.73,0.08,3.7,0.79,0.36,1.24,75.47,0.87,0.54,96.09,80.01,77.63,80.35,34.81,55.88,52.19,92.06,14.07,7.35,0.37,0.14,0.18,0.14,58.73,2.15,2.31,-1,0.12,-0.06,44.84,26.09,4.49,22.24,83.67,38.73,31.03,30.22,59.74,40.28,33.91,60.02,106.25,43.33,43.17,78.3,50.53,50.97
1428,2020-21,Jalen Brunson,24,DAL,1697,Key Rotation,Primary Ball Handler,Point of Attack,0.19,-0.25,3.55,-0.09,1.76,-0.72,-0.61,-0.11,30.3,-0.54,78.3,36.87,35.07,32.18,24.18,8.55,18.39,63.16,20.27,37.98,0.05,-1.18,-0.86,-0.13,2.09,1.56,13.09,0.01,-0.11,10.01,14.68,12.18,22.04,45.1,47.81,48.72,76.28,61.27,44.91,46.35,0.29,0.78,-0.02,3.08,0.77,0.24,1.27,63.41,0.83,0.58,68.73,81.22,69.22,64.27,33.46,37.9,64.58,72.91,10.22,12.88,0.28,0.02,0.05,0.05,58.29,0.43,2.25,-0.39,1,0.86,23.92,22.86,0.08,14.37,65.97,36.31,29.3,57.7,90.16,96.09,36.25,56.02,108.36,45.24,53.02,60.45,62.77,58.08
1429,2021-22,Jalen Brunson,25,DAL,2524,Starter,Shot Creator,Chaser,-0.69,-0.43,3.69,-0.41,1.7,-0.67,-0.76,-0.81,30.7,-0.38,44.13,19.78,36.7,18.45,22.99,14.05,5.74,15.95,21.24,48.96,0.09,-0.01,-0.8,-0.07,1.98,1.24,16.32,0.02,-0.07,10.25,1.98,67.68,24.5,55.65,45.06,39.81,83.31,62.66,52.29,47.71,1.12,0.24,-0.06,2.9,1.01,0.26,1.25,64.86,1.03,0.75,90.73,66.68,65.12,59.48,51.25,40.87,55.98,75.63,33.26,55.08,0.29,0.05,0.07,0.05,57.5,1.02,2.26,-0.69,-0.12,-0.14,25.87,23.04,0.19,14.37,41.23,36.56,29.46,43.94,42.31,33.07,40.36,57.55,104.71,49.2,71.18,67.73,43.34,72.97
1430,2018-19,Jevon Carter,23,MEM,577,Rotation,Secondary Ball Handler,Point of Attack,-1.51,-0.05,3.12,0.21,1.71,-0.53,-0.47,-0.32,25.4,-0.03,17.04,56.46,31.28,69.41,23.17,36.71,35.26,44.64,11.43,68.03,0,1.26,0.69,0.18,3.96,3.18,15.17,0.27,0.05,17.31,59.35,93.03,85.71,85.65,86.85,89.08,80.78,92.28,72.2,79.1,-0.25,0.38,0.43,3.57,1.69,0.91,1.4,64.29,1.5,0.77,50.71,71.3,95.63,77.18,87.23,93.94,96.07,74.52,86.88,61.37,0.66,0.71,0.72,0.45,57.58,10.38,3.93,-1.17,0.18,0.43,94.17,67.62,62.07,71.58,43.69,77.73,87.9,23.78,63.28,84.65,30,60.81,111.07,39.58,25.43,81.17,77.4,36.48
1431,2021-22,Jevon Carter,26,BRK/MIL,905,Rotation,Secondary Ball Handler,Point of Attack,-1.39,-0.37,4.85,-0.08,2.31,-0.61,-0.33,0.44,38.2,-0.81,19.98,25.22,56.51,32.67,37.67,23.66,49.35,88.82,58.22,21.87,0.08,-0.47,-0.36,-0.01,3.57,3.05,20.35,0.04,-0.01,12.56,3.9,46.53,49.06,65.12,81.3,87.2,90.41,65.57,62.88,59.45,0.77,-0.24,0.12,3.01,0.96,0.44,1.42,68.29,1.01,0.61,83.2,50.28,80.76,62.28,47.59,66.22,97.5,82.34,29.99,17.84,0.43,0.56,0.57,0.4,58.2,10.77,3.27,-1.48,1.25,0.57,64.66,58.48,46.24,64.7,63.14,78.99,69.47,14.15,93.84,90.3,24.8,56.35,111.25,39.43,11,61.93,78.37,36.01
1432,2022-23,Jevon Carter,27,MIL,1812,Key Rotation,Primary Ball Handler,Point of Attack,-0.64,-0.03,3.82,-0.13,1.49,-0.79,-0.81,-0.53,32.8,-0.52,46.16,58.07,38.34,30.25,20.17,3.17,3.5,29.48,28.03,39.46,0.06,1.57,1.66,0.44,3.26,2.53,35.95,0.35,0.4,25.25,10.1,95.46,96.07,97.55,76.17,77.58,99.73,96.25,97.84,94.07,1.43,1.22,0.55,1.81,1.31,0.58,1.36,54.05,1.28,0.73,94.9,88.86,97.99,37.14,72.21,80.06,91.53,57.7,70.13,48.92,0.54,0.58,0.58,0.38,59.16,16.48,3.39,-0.82,1.12,0.88,85.32,59.93,47.49,61.37,91.21,92.54,74.36,38.31,92.13,96.48,40.95,43.15,101.9,50.33,72.86,16.79,32.04,77.29
1433,2019-20,Jevon Carter,24,PHO,945,Rotation,Secondary Ball Handler,Point of Attack,-1.04,-0.31,4.41,-0.05,1.74,-0.51,-0.15,0.68,36.7,-0.35,31.06,30.71,48.07,34.23,23.82,39.71,60.95,92.32,49.34,50.97,0.02,0.08,0.29,0.16,4.41,3.32,22.48,0.21,0.13,16.75,37.58,70.4,77.2,84.02,91.15,90.6,93.45,87.59,82.66,77.28,-1.09,-0.53,0.25,3.13,1.77,0.68,1.37,63.93,1.62,0.97,22.17,40,88.97,65.5,89.24,86.45,93.06,74.01,91.5,89.86,0.58,0.64,0.65,0.42,58.88,11.18,4.32,-1.08,-0.6,-0.06,89.33,63.8,55.25,67.78,86.8,80.71,93.13,27.25,19.18,40.28,36.92,58.68,111.78,39.81,55.6,72.51,80.78,37.29
1434,2020-21,Jevon Carter,25,PHO,717,Rotation,Movement Shooter,Point of Attack,-1.49,-0.54,4.88,-1.05,2.39,-0.47,-0.47,-0.39,42.6,-0.99,17.4,12.39,57.17,5.74,39.83,44.47,35.26,38.94,78.64,13.32,0.06,-0.29,-0.51,-0.04,4.37,3.6,12.71,-0.08,0.04,11.85,10.1,55.82,40.51,60.4,90.87,93.32,75.3,48.5,71,55.95,0.43,1.48,-0.05,2.31,1.49,0.72,1.38,51.52,1.39,0.76,73.28,92.2,66.19,45.93,80.88,88.33,94.3,54.33,79.91,58.29,0.58,0.46,0.49,0.24,57.59,10,3.81,-1.21,0.07,0.19,89.33,51.12,37.44,37.9,43.92,75.94,85.12,22.16,56,69.62,28,58.64,114.04,47.16,18.46,72.3,89.96,65.85
1435,2023-24,Jevon Carter,28,CHI,1004,Rotation,Movement Shooter,Chaser,-0.96,-0.37,4.59,0.16,2.39,-0.29,-0.37,-0.49,34.3,-1.03,33.48,25.22,51.45,67.68,39.83,58.77,45.31,31.85,35.89,11.84,0.01,-0.32,-0.76,-0.12,4.11,3.33,18.44,0.05,-0.13,9.19,47.26,54.22,26.38,46.81,88.55,90.79,87.35,67.11,41.31,42.21,2.09,2.26,0.06,2.7,1.37,0.59,1.43,51.35,1.31,0.76,99.02,98.03,76.31,54.68,75.24,80.87,97.95,54.19,73.26,58.29,0.53,0.59,0.61,0.35,58.37,14.29,3.74,-1.18,0.17,0.49,84.16,60.62,50.9,57.19,70.47,88.88,83.56,23.22,62.77,87.41,37.39,52.16,104.76,51.61,57.57,44.79,43.63,80.67
1436,2024-25,Jevon Carter,29,CHI,321,Garbage Time,Movement Shooter,Point of Attack,-1.97,-0.81,5.19,-1.26,1.55,-0.54,-0.59,-0.64,35.8,-0.79,8.75,2.58,62.89,4.41,20.85,34.85,20.99,23.61,44,22.95,0.05,0.03,-0.07,-0.04,3.13,2.05,30.12,0.19,-0.05,16.62,14.68,68.89,65.52,60.4,73.17,64.69,98.94,85.77,55.61,76.92,0.36,0.28,0.24,2.92,1.4,0.32,1.34,57.14,1.33,0.89,70.77,67.9,88.46,59.96,76.82,49.63,87.92,61.89,75.15,82.7,0.41,0.32,0.4,0.27,58.45,8.57,3.09,-1.69,-0.21,-0.16,58.48,39.91,26.95,43.17,74.81,69.53,61.72,9.64,36.97,31.4,32.31,45.85,107.02,51.01,36.11,23.68,55.05,79.2
1437,2020-21,Wendell Carter Jr.,21,CHI/ORL,1375,Key Rotation,Roll + Cut Big,Anchor Big,0.8,1.65,8.35,1.97,6.98,2.51,2.82,1.47,40.8,1.96,90.64,98.92,91.89,96.85,94.11,97.22,98.58,98.15,71.95,97.86,-0.08,0.67,0.36,-0.09,2.37,1.62,2.73,-0.51,-0.03,19.74,96.81,84.89,79.04,52.48,54.85,50.54,26.88,16.71,59.19,85.52,-1.81,-1.12,-0.58,2.37,0.93,0.19,1.23,65.38,0.97,0.74,3.7,6,16.1,46.87,45.13,31.19,48.19,76.34,24.81,52.06,0.25,1.12,1.1,0.67,58.7,8.71,2.95,1.17,1.07,0.31,19.13,82.01,80.57,85.22,82.62,70.27,54.82,92.79,91.47,78.15,25.33,48.95,86.33,27.85,11.88,32.67,1.88,9.52
1438,2021-22,Wendell Carter Jr.,22,ORL,1852,Starter,Stretch Big,Helper,-0.28,1.07,6.45,1.46,4.88,1,0.97,-0.03,36,0.79,60.93,95.2,79.73,94.16,81.68,82.3,81.64,69.64,45.02,88.98,-0.05,1.93,1.45,0.09,1.87,1.36,4.74,-0.27,0.06,21.26,90.89,97.3,94.41,77.3,42.68,42.83,42.05,32.2,73.56,88.62,-2.25,-1.23,-0.27,3.21,0.71,0.2,1.18,58.62,0.77,0.57,0.69,3.45,44.35,67.66,30.01,32.45,32.83,64.38,5.82,11.34,0.24,0.85,0.84,0.54,58.61,9.15,2.38,1.79,0.39,0.32,18.09,73.64,69.8,78.42,80.49,72.54,32.91,96.31,74.03,78.76,38.78,56.93,90.19,39.46,63.23,64.91,6.03,36.15
1439,2022-23,Wendell Carter Jr.,23,ORL,1690,Starter,Stretch Big,Anchor Big,1.27,0.64,7.59,0.59,6.34,1.66,1.76,0.58,40.3,2.51,94.67,88.43,87.81,81.91,91.14,88.49,90.33,91.12,69.78,99.3,0.01,0.7,0.47,-0.01,1.79,1.32,6.56,-0.43,0.07,16.58,47.26,85.47,81.65,65.12,41,41.62,53.32,22.76,75.07,76.72,-1.09,-1.14,-0.39,2.92,0.65,0.17,1.18,62.5,0.72,0.53,22.17,5.4,34.61,59.96,27.25,29.18,32.83,70.93,3.67,6.23,0.23,0.71,0.71,0.49,59.79,7.52,2.29,2.85,0.24,0.07,17.34,67.62,61.07,74.68,96.3,64.5,30.28,98.94,66.73,57.62,41.35,54.38,93.04,47.66,74.3,54.02,11.61,67.74
1440,2023-24,Wendell Carter Jr.,24,ORL,1406,Star,Stretch Big,Anchor Big,1.44,1.34,6.83,0.63,5.24,1.62,1.97,1.32,38.3,1.51,95.54,97.54,83.12,82.95,84.38,88.12,92.59,97.65,58.56,95.55,-0.06,-0.11,-0.22,-0.07,2.25,1.61,4.32,-0.6,0,14.7,93.46,64.06,57.15,55.65,51.63,50.25,38.6,10.96,64.54,69.18,-1.95,-1.08,-0.5,2.25,0.94,0.29,1.25,62.22,0.97,0.66,2.34,7.52,24.63,44.8,46.06,45.34,55.98,70.64,24.81,28.84,0.33,0.75,0.75,0.46,58.76,7.78,2.8,1.97,0.88,0.55,33.91,69.46,64.23,72.55,84.38,65.96,48.27,96.96,88.08,89.56,38.45,46.62,90.96,43.91,61.9,26.12,7.39,53.36
1441,2024-25,Wendell Carter Jr.,25,ORL,1758,Starter,Stretch Big,Mobile Big,1.38,1.32,6.38,0.93,5.04,1.12,1.41,1.07,39.4,2.34,95.21,97.37,79.05,88.36,82.85,83.36,86.61,96.12,64.65,98.99,-0.07,0.12,-0.01,0.01,2.46,1.9,6.82,-0.39,0,16.76,95.58,71.62,68.36,67.64,57.45,59.78,54.62,25.12,64.54,77.34,-1.11,-0.79,-0.47,2.61,1.11,0.56,1.26,44.44,1.13,0.61,21.46,25.82,27.56,52.29,58.61,78.5,60.56,46.65,48.71,17.84,0.54,0.88,0.87,0.53,58.74,10.05,3.16,2.15,-0.12,0.11,85.32,75.05,71.48,77.8,83.95,76.57,65.09,97.59,42.31,62.19,43.79,60.02,95.22,56.74,82.03,78.3,16.18,91.63
1442,2025-26,Wendell Carter Jr.,26,ORL,2288,Starter,Stretch Big,Mobile Big,4.04,1.13,0,0,4.51,1.71,2.02,1.4,,1.04,99.69,95.81,0,36.89,78.79,89.12,93,97.92,,91.95,-0.04,-0.04,0.12,-0.01,0.38,0,6.28,-0.46,-0.01,20.78,87.96,66.58,72.83,65.12,18.71,0,51.95,20.72,62.88,87.58,-1.1,-1.1,-0.42,0,0.94,0.56,0.87,0,0.98,0.45,21.79,6.86,32.06,0,46.06,78.5,17.12,0,26.13,1.52,0.55,0.77,0.77,0.56,61.01,0,1.92,4.77,1.88,1.01,86.59,70.43,65.83,79.74,99.45,0,21.69,99.98,98.32,97.87,45.55,46.46,92.27,51.35,86.87,25.6,9.87,80.01
1443,2018-19,Wendell Carter Jr.,19,CHI,1110,Key Rotation,Post Scorer,Mobile Big,1.82,1.44,8.75,1.47,8.06,1.69,1.79,0.6,43.4,2.53,96.92,98.05,93.96,94.23,97.93,88.91,90.62,91.42,81.67,99.34,-0.06,1.09,0.91,-0.02,2.5,1.77,4.02,-0.51,0.01,21.94,93.46,91.28,89,63.65,58.44,55.84,35.88,16.71,66.11,89.93,-1.37,-0.98,-0.45,3.24,0.87,0.13,1.28,76,0.93,0.74,13.35,12.97,29.45,68.33,40.51,26.22,68.91,92.41,19.91,52.06,0.22,1.94,1.86,1.03,57.2,12.42,3.59,2.56,0.96,0.56,16.51,93.67,94.4,94.58,32.13,84.35,80.36,98.5,89.59,89.93,42.31,42.64,99.28,59.67,77.28,15.71,25.23,94.83
1444,2019-20,Wendell Carter Jr.,20,CHI,1256,Starter,Roll + Cut Big,Mobile Big,0.04,0.34,8.2,1.05,6.36,1.33,1.33,0.16,56.4,-0.55,73.88,79.24,91.18,90.07,91.21,85.34,85.59,80.08,98.11,37.3,-0.01,-0.69,-0.95,-0.37,2.24,1.54,2.92,-0.65,-0.34,8.24,69.88,33.73,17.91,10.57,51.42,47.95,27.9,8.11,10.6,37.92,-1.62,-0.97,-0.57,1.51,0.96,0.26,1.27,69.84,1,0.71,7.05,13.8,17.33,33.96,47.59,40.87,64.58,84.44,28.71,43.09,0.3,1.05,1.03,0.65,59.19,11.11,3.01,2.29,0.29,0.1,27.79,80.26,78.39,84.3,91.63,80.1,57.67,97.88,69.41,61.07,42.76,44.95,111.22,71.6,78.47,21.43,78.17,99.36
1445,2018-19,Hamidou Diallo,20,OKC,526,Rotation,Athletic Finisher,Wing Stopper,-1.9,-0.25,4.25,-0.19,1.97,-0.6,-0.52,-0.26,39.1,-0.83,9.71,36.87,44.92,27.64,28.68,25.32,28.91,49.97,63,20.72,0.02,-0.5,-0.4,0.06,2.29,1.69,3.11,0.05,0.05,15.43,37.58,44.62,46.59,74.04,52.55,52.83,29.46,67.11,72.2,72.31,-0.52,0.31,0.05,3.44,1.42,0.81,1.36,61.54,1.32,0.68,41.41,69.2,75.27,73.88,77.8,91.71,91.53,69.4,74.1,33.62,0.6,0.67,0.68,0.41,57.4,9.8,3.34,-1.56,-0.37,-0.32,90.76,65.5,58.18,66.32,38.21,75.31,72.44,12.16,28.58,20.9,23.64,58.01,113.23,30.21,9.37,69.56,86.84,12.05
1446,2019-20,Hamidou Diallo,21,OKC,896,Rotation,Athletic Finisher,Chaser,-0.81,-0.16,4.41,0.21,2.22,-0.53,-0.38,-0.05,35,-0.72,39.36,46.86,48.07,69.41,35.05,36.71,44.43,67.84,39.88,26.74,0.03,0.17,0.35,0.17,3.25,2.53,12.04,0.09,0.17,18.72,28.38,73.14,78.79,84.86,75.99,77.58,73.22,72.93,86.74,83.21,0.69,0.17,0.06,3.05,1.48,0.76,1.28,58.46,1.4,0.73,80.96,64.64,76.31,63.47,80.48,89.7,68.91,64.25,80.86,48.92,0.63,0.36,0.39,0.23,58.33,4.84,3.69,-1.2,-0.35,-0.12,92.64,43.17,25.91,36.46,67.97,49.6,82.5,22.38,29.59,34.77,45.45,61.58,106.96,45.24,86.48,83.83,54.69,58.08
1447,2023-24,Hamidou Diallo,25,WAS,5,Too Few Games,Low Minute,Point of Attack,,-0.48,7.5,-5.85,0,-0.74,,,100,,,16.11,87.26,0.19,0,4.69,,,99.74,,,-0.58,-0.13,-0.65,15,15,0,-0.35,-0.53,0,,39.78,62.08,1.09,99.84,99.94,0,27.42,2.17,0,-1.07,0.69,-0.51,0,15,15,0.75,0,1.35,0.71,22.88,79.15,23.63,0,99.96,99.96,15.98,0,76.66,43.09,0.55,0,0.73,0.44,58.52,0,3.59,-2.42,-0.01,0.02,86.59,0,62.97,70.56,77.01,0,80.36,0.6,50.04,50.32,20,22.47,120.14,,0,1.61,98.57,
1448,2020-21,Hamidou Diallo,22,OKC/DET,1226,Key Rotation,Athletic Finisher,Chaser,-0.12,-0.16,4.92,0.01,2.05,-0.55,-0.86,-1.41,37,-0.33,67.6,46.86,57.98,60.97,30.7,33.51,1.63,3.75,51.06,52.2,0.01,0.41,0.13,0.1,3.03,2.34,9.47,0.23,0.02,14.39,47.26,79.32,73.12,78.56,70.89,72.97,65.37,89.42,67.8,67.69,0.38,1.66,0.12,2.7,1.23,0.54,1.3,59.32,1.21,0.71,71.51,94.29,80.76,54.68,67.32,76.92,76.17,65.42,61.34,43.09,0.5,0.72,0.72,0.42,58.13,11.01,3.3,-0.51,-0.19,-0.26,79.78,68.19,62.07,67.78,60.61,79.86,70.77,51.8,38.16,24.58,37.78,61.27,105.13,43.16,58.83,82.6,45.63,50.42
1449,2021-22,Hamidou Diallo,23,DET,1269,Key Rotation,Athletic Finisher,Helper,-0.38,0.58,4.88,0.53,2.3,-0.46,-0.69,-1.24,37.8,0.04,56.68,86.98,57.17,80.48,37.38,45.67,10.5,6.06,55.84,70.46,-0.05,0.5,0.6,0.17,4.79,3.61,8.45,0.08,0.14,18.72,90.89,81.5,84,84.86,93.9,93.46,61.49,71.57,83.71,83.21,-0.38,0.13,-0.04,2.42,2.05,0.87,1.29,57.14,1.88,1.06,46.25,63.42,67.14,47.97,94.11,93.13,72.6,61.89,96.92,94.36,0.73,0.49,0.5,0.22,56.25,8.06,4.48,-0.51,0.49,0.3,96.69,53.25,38.47,34.82,18.34,67.16,94.72,51.8,77.48,77.4,42.22,66.59,105.4,42.24,76.84,95.89,46.93,46.86
1450,2022-23,Hamidou Diallo,24,DET,996,Rotation,Athletic Finisher,Helper,-0.48,0.05,5.35,0.64,2.6,-0.37,-0.32,-0.18,40.9,-0.68,52.61,63.83,65.61,83.17,46,53.67,50.3,56.81,72.31,29.14,-0.01,-0.8,-0.17,0,4.74,3.81,10.42,-0.05,-0.01,17.85,69.88,27.99,59.66,66.48,93.65,94.88,68.47,52.6,62.88,80.91,-0.46,-0.06,-0.14,2.37,1.9,0.97,1.24,47.76,1.72,0.86,43.39,56.42,56.7,46.87,91.84,95.1,52.19,49.1,94.21,79.25,0.77,0.57,0.58,0.4,59.03,10.13,4.7,0.21,-0.66,-0.01,97.66,59.29,47.49,64.7,89.41,76.83,96.12,78.44,17.15,46.02,30.91,63.29,110.42,37.5,30.54,89.2,74.17,29.33
1451,2022-23,Donte DiVincenzo,26,GSW,1894,Key Rotation,Movement Shooter,Point of Attack,-0.2,-0.3,6,0.26,2.63,-0.51,-0.66,-0.88,39.8,-1.03,64.17,31.71,74.84,71.4,46.8,39.71,13.42,13.66,66.82,11.84,0.05,1.13,1.04,0.2,4.58,3.35,18.95,0.21,0.15,21.86,14.68,91.64,90.64,87.35,92.48,90.96,88.26,87.59,84.83,89.86,0.35,-0.01,0.21,2.77,1.81,0.58,1.22,51.81,1.72,1.12,70.49,58.23,86.74,56.31,90.18,80.06,44.45,54.58,94.21,96.23,0.54,0.19,0.21,0.11,58,3.62,4.32,-0.43,-0.08,0.36,85.32,29.28,6.65,18.5,55.68,43.64,93.13,55.83,44.69,81.09,33.33,60.12,108.72,38.76,38.86,78.7,64.82,33.27
1452,2018-19,Donte DiVincenzo,22,MIL,411,Rotation,Movement Shooter,Chaser,-1.34,-0.03,3.07,0.16,2.11,-0.52,-0.43,-0.19,24,-0.65,21.38,58.07,30.96,67.68,32.08,38.29,39.49,56.02,9.38,30.64,0,-0.61,-0.35,0.14,2.47,1.88,7.86,0.12,0.2,18.63,59.35,38.32,49.69,82.41,57.77,59.09,59.29,77.05,88.98,83.02,0.1,0.18,-0.01,4.44,1.11,0.51,1.31,74.07,1.12,0.68,62.52,64.87,70.11,91.71,58.61,74.24,79.67,89.86,47.12,33.62,0.44,0.51,0.55,0.36,57.52,5.17,2.98,-1.07,0.56,0.42,66.97,54.71,44.18,58.74,42.08,51.25,56.2,27.47,80.02,84,20,60.1,107.85,50,0,78.6,59.88,74.86
