poll_id,sport,content_text,market_family,poll_player_name,poll_stat,poll_line,poll_home_team,poll_away_team,book,book_display_name,book_category,book_player_name,book_stat,book_line,book_home_team,book_away_team,book_over_odds,book_under_odds,updated_at,match_score,match_reasons
341460,mlb,Total runs 8.5,game_total,,,8.5,bos,det,draftkings,DraftKings,sportsbook,,total,8.5,bos,det,-105,-115,2026-04-20T15:46:00+00:00,85.0,sport+market | same game | game total | line diff=0.00 | two-way odds
341458,mlb,Sonny Gray · 4.5 Ks,player_over_under,sonny gray,strikeouts,4.5,bos,det,draftkings,DraftKings,sportsbook,sonny gray,strikeouts,4.5,bos,det,-130,100,2026-04-20T15:20:00+00:00,125.0,sport+market | same game | same period | same player | same stat | line diff=0.00 | two-way odds
341458,mlb,Sonny Gray · 4.5 Ks,player_over_under,sonny gray,strikeouts,4.5,bos,det,fanduel,FanDuel,sportsbook,sonny gray,strikeouts,5.5,bos,det,145,-175,2026-04-20T15:21:00+00:00,115.0,sport+market | same game | same period | same player | same stat | line diff=1.00 | two-way odds
341412,nhl,Karel Vejmelka · 25.5 saves,player_over_under,karel vejmelka,saves,25.5,vgk,uta,circa,Circa,sportsbook,karel vejmelka,saves,25.5,vgk,uta,-120,100,2026-04-20T04:00:00+00:00,125.0,sport+market | same game | same period | same player | same stat | line diff=0.00 | two-way odds
