player_firstName,player_lastName,player_name,player_id,team_fullName,team_conference_name,team_conference_abbr,team_conference_id,team_division_name,team_division_abbr,team_division_id,team_name,team_abbr,team_id,stats_gp,stats_timePercent,stats_possessions,stats_points,stats_ppp,stats_pppRank,stats_fgMade,stats_fgMiss,stats_fgAttempt,stats_fgPercent,stats_fgPercentEffective,stats_shot2Made,stats_shot2Miss,stats_shot2Attempt,stats_shot2Percent,stats_shot3Made,stats_shot3Miss,stats_shot3Attempt,stats_ftMade,stats_ftMiss,stats_ftAttempt,stats_ftPercent,stats_plusOne,stats_shotFoul,stats_score,stats_turnover,SeasonID,SeasonLabel,RequestedPlayType,QueryPlayType,stats_shot3Percent
Marvin,Bagley III,Marvin Bagley III,620b0ef207c7bd5c29495f8b,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,18,0.053497942386831275,13,13,1.0,56,5,4,9,0.5555555555555556,0.5555555555555556,5,4,9,0.5555555555555556,0,0,0,3,0,3,1.0,1,2,6,3,6120261cea4488c9fd5c57c5,,ISO,ISO,
Jeff,Dowtin,Jeff Dowtin,615baa58e771e94fc0c6c45b,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,3,,3,0,0.0,,0,3,3,0.0,0.0,0,2,2,0.0,0,1,1,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Immanuel,Quickley,Immanuel Quickley,5fd42b7d5fe05a0e9f828c94,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,82,0.11182108626198083,105,90,0.8571428571428571,146,30,60,90,0.3333333333333333,0.3888888888888889,20,34,54,0.37037037037037035,10,26,36,20,1,21,0.9523809523809523,3,9,39,6,6120261cea4488c9fd5c57c5,,ISO,ISO,0.2777777777777778
Matt,Thomas,Matt Thomas,615d0923e771e94fc00a6be5,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,44,,4,3,0.75,,1,1,2,0.5,0.5,1,0,1,1.0,0,1,1,1,1,2,0.5,0,1,2,1,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Brad,Wanamaker,Brad Wanamaker,6160eec1e771e94fc07092e0,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,25,,2,0,0.0,,0,2,2,0.0,0.0,0,2,2,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Jimmy,Butler,Jimmy Butler,5d9d3cc97455336e87fb9d2e,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,76,0.1385886840432295,218,226,1.036697247706422,45,78,96,174,0.4482758620689655,0.46551724137931033,72,83,155,0.4645161290322581,6,13,19,64,13,77,0.8311688311688312,13,41,109,12,6120261cea4488c9fd5c57c5,,ISO,ISO,0.3157894736842105
Gary,Trent Jr.,Gary Trent Jr.,605e8e8d5fe05a0e9f62a986,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,80,0.07881417208966016,109,105,0.963302752293578,79,36,62,98,0.3673469387755102,0.44387755102040816,21,28,49,0.42857142857142855,15,34,49,18,4,22,0.8181818181818182,0,9,45,2,6120261cea4488c9fd5c57c5,,ISO,ISO,0.30612244897959184
Myles,Powell,Myles Powell,61c14aef5f9128fdf2204e5a,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,11,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
James,Harden,James Harden,600391f85fe05a0e9fc8f8e5,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,47,0.3139745916515426,346,369,1.0664739884393064,31,101,161,262,0.38549618320610685,0.48091603053435117,51,55,106,0.4811320754716981,50,106,156,117,20,137,0.8540145985401459,16,66,153,31,6120261cea4488c9fd5c57c5,,ISO,ISO,0.32051282051282054
Denzel,Valentine,Denzel Valentine,615d0923e771e94fc00a6bb2,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,25,,3,0,0.0,,0,3,3,0.0,0.0,0,2,2,0.0,0,1,1,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Kyle,Guy,Kyle Guy,61cfc32cdf8a6a3c11fb886d,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,19,,3,3,1.0,,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,1,1,2,0.5,0,1,2,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Alex,Caruso,Alex Caruso,615d0923e771e94fc00a6bbf,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,49,,7,7,1.0,,3,3,6,0.5,0.5833333333333334,2,1,3,0.6666666666666666,1,2,3,0,0,0,,0,0,3,1,6120261cea4488c9fd5c57c5,,ISO,ISO,0.3333333333333333
Svi,Mykhailiuk,Svi Mykhailiuk,615ba9bde771e94fc0bc4785,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,64,,6,7,1.1666666666666667,,3,3,6,0.5,0.5833333333333334,2,2,4,0.5,1,1,2,0,0,0,,0,0,3,0,6120261cea4488c9fd5c57c5,,ISO,ISO,0.5
Jerami,Grant,Jerami Grant,5fd42b7d5fe05a0e9f828cae,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,51,0.12045690550363447,116,90,0.7758620689655172,186,29,63,92,0.31521739130434784,0.32065217391304346,28,58,86,0.32558139534883723,1,5,6,31,3,34,0.9117647058823529,2,15,45,8,6120261cea4488c9fd5c57c5,,ISO,ISO,0.16666666666666666
Jeremy,Lamb,Jeremy Lamb,5d97763a7455336e8792258d,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,42,0.07643312101910828,24,19,0.7916666666666666,178,7,13,20,0.35,0.375,6,7,13,0.46153846153846156,1,6,7,4,4,8,0.5,0,4,10,0,6120261cea4488c9fd5c57c5,,ISO,ISO,0.14285714285714285
Tyler,Cook,Tyler Cook,615d0923e771e94fc00a6bc4,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,22,,3,1,0.3333333333333333,,0,2,2,0.0,0.0,0,2,2,0.0,0,0,0,1,1,2,0.5,0,1,1,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Buddy,Hield,Buddy Hield,62071b7a07c7bd5c29bff52f,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,26,0.06485355648535565,31,33,1.064516129032258,32,15,13,28,0.5357142857142857,0.5535714285714286,14,7,21,0.6666666666666666,1,6,7,2,1,3,0.6666666666666666,1,2,16,2,6120261cea4488c9fd5c57c5,,ISO,ISO,0.14285714285714285
Kelan,Martin,Kelan Martin,621846dc25a5348885fe7bec,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,3,,1,0,0.0,,0,1,1,0.0,0.0,0,0,0,,0,1,1,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Victor,Oladipo,Victor Oladipo,605e9b145fe05a0e9fe8a9bc,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,23,0.04225352112676056,12,17,1.4166666666666667,2,6,2,8,0.75,0.875,4,2,6,0.6666666666666666,2,0,2,3,1,4,0.75,0,2,8,2,6120261cea4488c9fd5c57c5,,ISO,ISO,1.0
Braxton,Key,Braxton Key,623e743a27fee22f444c4b59,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,9,,2,0,0.0,,0,2,2,0.0,0.0,0,2,2,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Payton,Pritchard,Payton Pritchard,5fd979f65fe05a0e9f63ab6b,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,98,0.05309734513274336,30,39,1.3,5,14,11,25,0.56,0.74,5,5,10,0.5,9,6,15,2,0,2,1.0,0,0,15,4,6120261cea4488c9fd5c57c5,,ISO,ISO,0.6
Markieff,Morris,Markieff Morris,615baa5fe771e94fc0c75d3c,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,23,,8,9,1.125,,4,3,7,0.5714285714285714,0.5714285714285714,4,3,7,0.5714285714285714,0,0,0,1,1,2,0.5,0,1,5,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Chris,Boucher,Chris Boucher,5bb00804aeda719939187859,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,86,,4,0,0.0,,0,4,4,0.0,0.0,0,2,2,0.0,0,2,2,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Thanasis,Antetokounmpo,Thanasis Antetokounmpo,5d9bf9d27455336e876fcf16,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,61,0.06190476190476191,13,13,1.0,56,5,6,11,0.45454545454545453,0.45454545454545453,5,5,10,0.5,0,1,1,3,1,4,0.75,0,2,7,0,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Tobias,Harris,Tobias Harris,5c5e3ba985d07ba97643717f,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,86,0.08637640449438203,123,107,0.8699186991869918,143,46,61,107,0.42990654205607476,0.4439252336448598,43,55,98,0.4387755102040816,3,6,9,12,1,13,0.9230769230769231,3,8,51,11,6120261cea4488c9fd5c57c5,,ISO,ISO,0.3333333333333333
Deni,Avdija,Deni Avdija,5fd6bffd5fe05a0e9f57ebc7,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,85,0.03095558546433378,23,18,0.782608695652174,181,6,12,18,0.3333333333333333,0.3333333333333333,6,10,16,0.375,0,2,2,6,2,8,0.75,0,4,10,1,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Isaiah,Livers,Isaiah Livers,615e4bcfe771e94fc0e9eaf2,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,19,,1,2,2.0,,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Jaylen,Brown,Jaylen Brown,5776bc715762021398fe3f18,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,91,0.09460105112279026,198,206,1.0404040404040404,42,80,87,167,0.47904191616766467,0.5389221556886228,60,51,111,0.5405405405405406,20,36,56,26,8,34,0.7647058823529411,2,16,95,15,6120261cea4488c9fd5c57c5,,ISO,ISO,0.35714285714285715
Kelan,Martin,Kelan Martin,5fd57d3a5fe05a0e9f5ac5ed,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,29,,4,0,0.0,,0,4,4,0.0,0.0,0,1,1,0.0,0,3,3,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Andre,Drummond,Andre Drummond,620b15cf07c7bd5c296b0b3b,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,29,,4,3,0.75,,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,1,1,2,0.5,0,1,2,1,6120261cea4488c9fd5c57c5,,ISO,ISO,
Hassani,Gravett,Hassani Gravett,5d9be9607455336e875efe9f,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,11,,1,0,0.0,,0,0,0,,,0,0,0,,0,0,0,0,0,0,,0,0,0,1,6120261cea4488c9fd5c57c5,,ISO,ISO,
Gabe,Vincent,Gabe Vincent,5e168fa07455336e8768ce1e,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,90,0.05811138014527845,48,41,0.8541666666666666,151,15,30,45,0.3333333333333333,0.4222222222222222,7,11,18,0.3888888888888889,8,19,27,3,0,3,1.0,1,1,16,2,6120261cea4488c9fd5c57c5,,ISO,ISO,0.2962962962962963
Franz,Wagner,Franz Wagner,615baa58e771e94fc0c6c487,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,83,0.042692939244663386,52,56,1.0769230769230769,30,23,23,46,0.5,0.5108695652173914,22,20,42,0.5238095238095238,1,3,4,9,2,11,0.8181818181818182,3,6,26,2,6120261cea4488c9fd5c57c5,,ISO,ISO,0.25
Giannis,Antetokounmpo,Giannis Antetokounmpo,544580de300969b132fd50af,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,82,0.1923419412288513,432,409,0.9467592592592593,90,151,173,324,0.4660493827160494,0.49074074074074076,135,131,266,0.5075187969924813,16,42,58,91,33,124,0.7338709677419355,15,62,201,54,6120261cea4488c9fd5c57c5,,ISO,ISO,0.27586206896551724
Spencer,Dinwiddie,Spencer Dinwiddie,615d0e4fe771e94fc0255ac9,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,48,0.1504424778761062,102,86,0.8431372549019608,157,26,60,86,0.3023255813953488,0.36627906976744184,15,32,47,0.3191489361702128,11,28,39,23,5,28,0.8214285714285714,3,14,38,4,6120261cea4488c9fd5c57c5,,ISO,ISO,0.28205128205128205
Kelly,Olynyk,Kelly Olynyk,615e4bcfe771e94fc0e9eb03,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,44,,9,6,0.6666666666666666,,3,4,7,0.42857142857142855,0.42857142857142855,3,2,5,0.6,0,2,2,0,1,1,0.0,1,1,3,2,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
James,Johnson,James Johnson,615a2ab8e771e94fc0ad82c5,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,64,0.06153846153846154,24,20,0.8333333333333334,162,10,11,21,0.47619047619047616,0.47619047619047616,10,8,18,0.5555555555555556,0,3,3,0,2,2,0.0,0,1,10,2,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
RJ,Nembhard Jr.,RJ Nembhard Jr.,615d0923e771e94fc00a6ba8,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,15,,4,3,0.75,,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,1,1,2,0.5,0,1,2,1,6120261cea4488c9fd5c57c5,,ISO,ISO,
Troy,Brown Jr.,Troy Brown Jr.,605fef725fe05a0e9f446954,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,73,,5,2,0.4,,1,3,4,0.25,0.25,1,2,3,0.3333333333333333,0,1,1,0,0,0,,0,0,1,1,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Jalen,Suggs,Jalen Suggs,615baa58e771e94fc0c6c47d,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,51,0.0654911838790932,52,31,0.5961538461538461,241,13,28,41,0.3170731707317073,0.32926829268292684,12,19,31,0.3870967741935484,1,9,10,4,4,8,0.5,2,4,16,8,6120261cea4488c9fd5c57c5,,ISO,ISO,0.1
Terrence,Ross,Terrence Ross,58af67a835268c61b0b3f9d3,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,67,0.05988857938718663,43,41,0.9534883720930233,85,11,20,31,0.3548387096774194,0.3709677419354839,10,13,23,0.43478260869565216,1,7,8,18,1,19,0.9473684210526315,2,9,19,4,6120261cea4488c9fd5c57c5,,ISO,ISO,0.125
Rodney,Hood,Rodney Hood,615d0caee771e94fc01cac24,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,40,0.0738255033557047,11,0,0.0,274,0,8,8,0.0,0.0,0,4,4,0.0,0,4,4,0,0,0,,0,0,0,3,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Cedi,Osman,Cedi Osman,55a494fe1e31501db44135c8,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,71,0.033921302578018994,25,19,0.76,195,7,15,22,0.3181818181818182,0.38636363636363635,4,6,10,0.4,3,9,12,2,3,5,0.4,1,2,9,1,6120261cea4488c9fd5c57c5,,ISO,ISO,0.25
Shake,Milton,Shake Milton,5baeb559aeda7199399eb050,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,69,0.04604051565377532,25,16,0.64,228,5,17,22,0.22727272727272727,0.22727272727272727,5,15,20,0.25,0,2,2,6,0,6,1.0,0,3,8,0,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Devon,Dotson,Devon Dotson,5fd438995fe05a0e9facb1ba,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,15,,2,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,1,6120261cea4488c9fd5c57c5,,ISO,ISO,
James,Bouknight,James Bouknight,615dd267e771e94fc030255b,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,35,0.1016949152542373,24,13,0.5416666666666666,253,5,13,18,0.2777777777777778,0.3055555555555556,4,8,12,0.3333333333333333,1,5,6,2,0,2,1.0,0,0,6,5,6120261cea4488c9fd5c57c5,,ISO,ISO,0.16666666666666666
Justin,Anderson,Justin Anderson,61d251a5df8a6a3c11fbefc8,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,13,,4,5,1.25,,2,2,4,0.5,0.5,2,2,4,0.5,0,0,0,1,0,1,1.0,1,1,2,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Omer,Yurtseven,Omer Yurtseven,60b05108569beabf90f950fc,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,70,,3,2,0.6666666666666666,,1,2,3,0.3333333333333333,0.3333333333333333,1,2,3,0.3333333333333333,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Montrezl,Harrell,Montrezl Harrell,62071ad507c7bd5c29bd1b9e,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,26,0.046218487394957986,11,7,0.6363636363636364,229,2,6,8,0.25,0.25,2,6,8,0.25,0,0,0,3,1,4,0.75,0,2,4,1,6120261cea4488c9fd5c57c5,,ISO,ISO,
Aaron,Nesmith,Aaron Nesmith,5fd979f65fe05a0e9f63ab68,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,71,,6,10,1.6666666666666667,,3,2,5,0.6,0.8,1,2,3,0.3333333333333333,2,0,2,2,0,2,1.0,0,1,4,0,6120261cea4488c9fd5c57c5,,ISO,ISO,1.0
Isaiah,Todd,Isaiah Todd,615d0e4fe771e94fc0255aab,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,15,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Scottie,Barnes,Scottie Barnes,615ba9bde771e94fc0bc4758,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,83,0.11084905660377359,141,121,0.8581560283687943,145,50,68,118,0.423728813559322,0.4406779661016949,46,62,108,0.42592592592592593,4,6,10,17,11,28,0.6071428571428571,4,14,62,11,6120261cea4488c9fd5c57c5,,ISO,ISO,0.4
Timothe,Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,615baae0e771e94fc0d00154,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,62,,2,1,0.5,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,1,0,1,1.0,0,1,1,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Fred,VanVleet,Fred VanVleet,57ac20c4576202139867d80e,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,73,0.09034907597535935,132,103,0.7803030303030303,182,39,68,107,0.3644859813084112,0.4439252336448598,22,38,60,0.36666666666666664,17,30,47,8,1,9,0.8888888888888888,1,4,43,21,6120261cea4488c9fd5c57c5,,ISO,ISO,0.3617021276595745
Bogdan,Bogdanovic,Bogdan Bogdanovic,5fd42b555fe05a0e9f82087b,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,72,0.08042635658914729,83,85,1.0240963855421688,48,32,37,69,0.463768115942029,0.5434782608695652,21,18,39,0.5384615384615384,11,19,30,10,2,12,0.8333333333333334,0,6,37,8,6120261cea4488c9fd5c57c5,,ISO,ISO,0.36666666666666664
James,Harden,James Harden,620f1ad207c7bd5c29a4b8c5,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,33,0.37058823529411766,252,250,0.9920634920634921,68,63,113,176,0.35795454545454547,0.4460227272727273,32,46,78,0.41025641025641024,31,67,98,93,17,110,0.8454545454545455,9,52,108,29,6120261cea4488c9fd5c57c5,,ISO,ISO,0.3163265306122449
Rajon,Rondo,Rajon Rondo,61d91f6ddf8a6a3c11deb39f,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,23,0.0975609756097561,16,14,0.875,136,6,7,13,0.46153846153846156,0.5384615384615384,4,6,10,0.4,2,1,3,0,2,2,0.0,0,1,6,2,6120261cea4488c9fd5c57c5,,ISO,ISO,0.6666666666666666
Lauri,Markkanen,Lauri Markkanen,615d0923e771e94fc00a6b9f,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,68,0.017660044150110375,16,13,0.8125,172,4,7,11,0.36363636363636365,0.36363636363636365,4,6,10,0.4,0,1,1,5,1,6,0.8333333333333334,0,1,7,2,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Skylar,Mays,Skylar Mays,5fd42b555fe05a0e9f82088f,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,35,,1,2,2.0,,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
John,Collins,John Collins,59e63b1d44b2b8aa7e5cdddf,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,63,0.020316027088036117,18,20,1.1111111111111112,22,7,7,14,0.5,0.5,7,7,14,0.5,0,0,0,6,2,8,0.75,0,3,11,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
