player_firstName,player_lastName,player_name,player_id,team_fullName,team_conference_name,team_conference_abbr,team_conference_id,team_division_name,team_division_abbr,team_division_id,team_name,team_abbr,team_id,stats_gp,stats_timePercent,stats_possessions,stats_points,stats_ppp,stats_pppRank,stats_fgMade,stats_fgMiss,stats_fgAttempt,stats_fgPercent,stats_fgPercentEffective,stats_shot2Made,stats_shot2Miss,stats_shot2Attempt,stats_shot2Percent,stats_shot3Made,stats_shot3Miss,stats_shot3Attempt,stats_ftMade,stats_ftMiss,stats_ftAttempt,stats_ftPercent,stats_plusOne,stats_shotFoul,stats_score,stats_turnover,SeasonID,SeasonLabel,RequestedPlayType,QueryPlayType,stats_shot3Percent
Caris,LeVert,Caris LeVert,620476f4df8a6a3c1134ecaf,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,21,0.1320754716981132,42,40,0.9523809523809523,87,15,20,35,0.42857142857142855,0.4857142857142857,11,14,25,0.44,4,6,10,6,1,7,0.8571428571428571,1,3,18,4,6120261cea4488c9fd5c57c5,,ISO,ISO,0.4
Gary,Harris,Gary Harris,605e96a05fe05a0e9fb90857,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,65,0.021961932650073207,15,9,0.6,237,4,9,13,0.3076923076923077,0.34615384615384615,3,5,8,0.375,1,4,5,0,0,0,,0,0,4,2,6120261cea4488c9fd5c57c5,,ISO,ISO,0.2
Keifer,Sykes,Keifer Sykes,615d00e0e771e94fc0d29283,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,34,0.049586776859504134,12,4,0.3333333333333333,271,2,8,10,0.2,0.2,2,7,9,0.2222222222222222,0,1,1,0,0,0,,0,0,2,2,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Gordon,Hayward,Gordon Hayward,5fd582355fe05a0e9f6d194d,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,50,0.07152145643693109,55,61,1.1090909090909091,23,23,24,47,0.48936170212765956,0.5638297872340425,16,22,38,0.42105263157894735,7,2,9,8,1,9,0.8888888888888888,3,6,26,5,6120261cea4488c9fd5c57c5,,ISO,ISO,0.7777777777777778
Nick,Richards,Nick Richards,5fd582355fe05a0e9f6d194f,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,54,,1,1,1.0,,0,0,0,,,0,0,0,,0,0,0,1,1,2,0.5,0,0,1,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Jalen,Johnson,Jalen Johnson,615baae0e771e94fc0d00142,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,29,,8,0,0.0,,0,5,5,0.0,0.0,0,4,4,0.0,0,1,1,0,0,0,,0,0,0,3,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Paul,Millsap,Paul Millsap,615a2ab8e771e94fc0ad82d7,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,27,,5,2,0.4,,1,3,4,0.25,0.25,1,3,4,0.25,0,0,0,0,0,0,,0,0,1,1,6120261cea4488c9fd5c57c5,,ISO,ISO,
DeMarcus,Cousins,DeMarcus Cousins,61a83f265502808bf86838ff,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,17,,3,2,0.6666666666666666,,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,0,0,0,,0,0,1,1,6120261cea4488c9fd5c57c5,,ISO,ISO,
Pat,Connaughton,Pat Connaughton,5bb553e3aeda719939fe7de1,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,81,,8,10,1.25,,4,3,7,0.5714285714285714,0.7142857142857143,2,2,4,0.5,2,1,3,0,0,0,,0,0,4,1,6120261cea4488c9fd5c57c5,,ISO,ISO,0.6666666666666666
Donte,DiVincenzo,Donte DiVincenzo,5bb553e3aeda719939fe7de8,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,17,,7,4,0.5714285714285714,,2,4,6,0.3333333333333333,0.3333333333333333,2,1,3,0.6666666666666666,0,3,3,0,0,0,,0,0,2,1,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Wesley,Matthews,Wesley Matthews,61ac3648d7ea140d4ab2ba60,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,61,,4,6,1.5,,3,0,3,1.0,1.0,3,0,3,1.0,0,0,0,0,2,2,0.0,0,1,3,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Jordan,Goodwin,Jordan Goodwin,615d0e4fe771e94fc0255ac3,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,5,,1,2,2.0,,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Aaron,Holiday,Aaron Holiday,615d0e4fe771e94fc0255abc,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,45,0.06840390879478828,21,20,0.9523809523809523,87,6,9,15,0.4,0.4666666666666667,4,6,10,0.4,2,3,5,6,2,8,0.75,0,3,10,2,6120261cea4488c9fd5c57c5,,ISO,ISO,0.4
Ish,Smith,Ish Smith,615dd267e771e94fc0302675,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,41,0.10150375939849623,27,16,0.5925925925925926,242,7,18,25,0.28,0.28,7,15,22,0.3181818181818182,0,3,3,2,0,2,1.0,0,1,8,1,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Justin,Robinson,Justin Robinson,615d0caee771e94fc01cac31,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,22,,5,4,0.8,,1,3,4,0.25,0.25,1,3,4,0.25,0,0,0,2,0,2,1.0,0,0,2,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Armoni,Brooks,Armoni Brooks,6225768c25a5348885ad66aa,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,17,,1,0,0.0,,0,1,1,0.0,0.0,0,0,0,,0,1,1,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Goga,Bitadze,Goga Bitadze,5d97763a7455336e87922576,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,54,,1,2,2.0,,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,0,1,1,0.0,1,1,1,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Lance,Stephenson,Lance Stephenson,61c3e561df8a6a3c11b3539f,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,6,,1,0,0.0,,0,0,0,,,0,0,0,,0,0,0,0,0,0,,0,0,0,1,6120261cea4488c9fd5c57c5,,ISO,ISO,
Isaiah,Jackson,Isaiah Jackson,615d00e0e771e94fc0d2927b,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,40,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Goran,Dragic,Goran Dragic,621846dc25a5348885fe7bf3,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,21,,6,6,1.0,,2,3,5,0.4,0.4,2,0,2,1.0,0,3,3,2,0,2,1.0,0,1,3,0,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
LaMelo,Ball,LaMelo Ball,5fd582355fe05a0e9f6d193b,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,80,0.06438275251033668,109,101,0.926605504587156,101,36,52,88,0.4090909090909091,0.4375,31,37,68,0.45588235294117646,5,15,20,24,5,29,0.8275862068965517,5,16,48,9,6120261cea4488c9fd5c57c5,,ISO,ISO,0.25
Coby,White,Coby White,5d9bf9d27455336e876fcf10,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,67,0.03345724907063197,27,27,1.0,56,12,14,26,0.46153846153846156,0.5192307692307693,9,10,19,0.47368421052631576,3,4,7,0,0,0,,0,0,12,1,6120261cea4488c9fd5c57c5,,ISO,ISO,0.42857142857142855
Furkan,Korkmaz,Furkan Korkmaz,5776bc725762021398fe3f26,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,80,0.01729559748427673,11,7,0.6363636363636364,229,3,8,11,0.2727272727272727,0.2727272727272727,3,1,4,0.75,0,7,7,1,0,1,1.0,1,1,3,0,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Sandro,Mamukelashvili,Sandro Mamukelashvili,615d0caee771e94fc01cac29,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,46,,4,0,0.0,,0,3,3,0.0,0.0,0,1,1,0.0,0,2,2,0,0,0,,0,0,0,1,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Domantas,Sabonis,Domantas Sabonis,59af0b0117120e9c9a99584f,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,51,0.015783540022547914,14,12,0.8571428571428571,146,6,6,12,0.5,0.5,6,6,12,0.5,0,0,0,0,2,2,0.0,0,1,6,1,6120261cea4488c9fd5c57c5,,ISO,ISO,
Bruno,Fernando,Bruno Fernando,615baa6de771e94fc0c847f2,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,23,,1,0,0.0,,0,0,0,,,0,0,0,,0,0,0,0,0,0,,0,0,0,1,6120261cea4488c9fd5c57c5,,ISO,ISO,
Zach,Lavine,Zach Lavine,59af0afe17120e9c9a994dc6,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,75,0.12320574162679426,206,212,1.029126213592233,47,71,95,166,0.42771084337349397,0.49698795180722893,48,60,108,0.4444444444444444,23,35,58,47,6,53,0.8867924528301887,8,30,92,18,6120261cea4488c9fd5c57c5,,ISO,ISO,0.39655172413793105
Blake,Griffin,Blake Griffin,604d73a85fe05a0e9f308004,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,60,,6,6,1.0,,3,3,6,0.5,0.5,3,2,5,0.6,0,1,1,0,0,0,,0,0,3,0,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Brodric,Thomas,Brodric Thomas,6170b057e771e94fc0d09658,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,12,,3,3,1.0,,1,1,2,0.5,0.75,0,0,0,,1,1,2,0,2,2,0.0,0,1,1,0,6120261cea4488c9fd5c57c5,,ISO,ISO,0.5
Day'Ron,Sharpe,Day'Ron Sharpe,615a2ab8e771e94fc0ad82db,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,35,,6,2,0.3333333333333333,,0,4,4,0.0,0.0,0,4,4,0.0,0,0,0,2,0,2,1.0,0,1,1,1,6120261cea4488c9fd5c57c5,,ISO,ISO,
Kevin,Knox II,Kevin Knox II,5bb2a77eaeda719939f791eb,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,16,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Lindell,Wigginton,Lindell Wigginton,61e0e45edf8a6a3c112e2ee0,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,19,,1,0,0.0,,0,0,0,,,0,0,0,,0,0,0,0,0,0,,0,0,0,1,6120261cea4488c9fd5c57c5,,ISO,ISO,
David,Duke Jr.,David Duke Jr.,615a2ab8e771e94fc0ad82b1,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,25,0.07586206896551724,11,6,0.5454545454545454,252,2,6,8,0.25,0.25,2,5,7,0.2857142857142857,0,1,1,2,0,2,1.0,0,1,3,2,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Tomas,Satoransky,Tomas Satoransky,544580d2300969b132fd4898,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,22,,3,2,0.6666666666666666,,1,2,3,0.3333333333333333,0.3333333333333333,1,2,3,0.3333333333333333,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Khris,Middleton,Khris Middleton,544580de300969b132fd50b6,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,70,0.1305293691080493,180,160,0.8888888888888888,129,58,88,146,0.3972602739726027,0.4486301369863014,43,56,99,0.43434343434343436,15,32,47,29,5,34,0.8529411764705882,3,15,72,20,6120261cea4488c9fd5c57c5,,ISO,ISO,0.3191489361702128
Kevin,Love,Kevin Love,544580db300969b132fd4f34,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,81,0.03353658536585366,33,23,0.696969696969697,217,8,21,29,0.27586206896551724,0.3103448275862069,6,19,25,0.24,2,2,4,5,0,5,1.0,0,2,10,2,6120261cea4488c9fd5c57c5,,ISO,ISO,0.5
Derrick,Rose,Derrick Rose,576aec025762021398c5aab6,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,30,0.09424083769633508,36,34,0.9444444444444444,94,11,19,30,0.36666666666666664,0.43333333333333335,7,14,21,0.3333333333333333,4,5,9,8,0,8,1.0,0,4,15,2,6120261cea4488c9fd5c57c5,,ISO,ISO,0.4444444444444444
Chuma,Okeke,Chuma Okeke,5fd42b555fe05a0e9f820874,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,70,0.027190332326283987,18,13,0.7222222222222222,206,5,8,13,0.38461538461538464,0.46153846153846156,3,5,8,0.375,2,3,5,1,2,3,0.3333333333333333,1,2,5,4,6120261cea4488c9fd5c57c5,,ISO,ISO,0.4
Ish,Smith,Ish Smith,62086b7207c7bd5c29ecaade,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,28,0.12758620689655173,37,35,0.9459459459459459,91,17,16,33,0.5151515151515151,0.5303030303030303,16,14,30,0.5333333333333333,1,2,3,0,0,0,,0,0,17,4,6120261cea4488c9fd5c57c5,,ISO,ISO,0.3333333333333333
Duane,Washington Jr.,Duane Washington Jr.,615d00e0e771e94fc0d2928c,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,52,0.04672897196261682,25,18,0.72,207,7,12,19,0.3684210526315789,0.39473684210526316,6,9,15,0.4,1,3,4,3,1,4,0.75,0,2,9,4,6120261cea4488c9fd5c57c5,,ISO,ISO,0.25
Kyrie,Irving,Kyrie Irving,5d97fb317455336e872883e1,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,34,0.21930870083432658,184,188,1.0217391304347827,49,71,88,159,0.44654088050314467,0.48427672955974843,59,60,119,0.4957983193277311,12,28,40,34,2,36,0.9444444444444444,4,16,86,10,6120261cea4488c9fd5c57c5,,ISO,ISO,0.3
Josh,Jackson,Josh Jackson,5fd42b7d5fe05a0e9f828cb6,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,43,,9,10,1.1111111111111112,,3,4,7,0.42857142857142855,0.5,2,1,3,0.6666666666666666,1,3,4,3,2,5,0.6,1,2,5,0,6120261cea4488c9fd5c57c5,,ISO,ISO,0.25
Udonis,Haslem,Udonis Haslem,544580cc300969b132fd452d,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,14,,1,2,2.0,,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Ricky,Rubio,Ricky Rubio,615d0923e771e94fc00a6bae,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,39,0.028333333333333332,17,19,1.1176470588235294,18,7,7,14,0.5,0.6071428571428571,4,4,8,0.5,3,3,6,2,0,2,1.0,0,1,8,2,6120261cea4488c9fd5c57c5,,ISO,ISO,0.5
Thaddeus,Young,Thaddeus Young,6205d85ddf8a6a3c1168225a,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,32,,7,6,0.8571428571428571,,3,3,6,0.5,0.5,3,2,5,0.6,0,1,1,0,1,1,0.0,1,1,3,1,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Jordan,Nwora,Jordan Nwora,5fd589be5fe05a0e9f893fa2,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,75,0.03773584905660377,24,26,1.0833333333333333,29,10,14,24,0.4166666666666667,0.5416666666666666,4,7,11,0.36363636363636365,6,7,13,0,0,0,,0,0,10,0,6120261cea4488c9fd5c57c5,,ISO,ISO,0.46153846153846156
Anthony,Gill,Anthony Gill,5fd6bffd5fe05a0e9f57ebd4,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,47,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Kyle,Kuzma,Kyle Kuzma,615d0e4fe771e94fc0255ab5,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,70,0.07894736842105263,99,88,0.8888888888888888,129,38,48,86,0.4418604651162791,0.47674418604651164,32,33,65,0.49230769230769234,6,15,21,6,0,6,1.0,0,3,41,10,6120261cea4488c9fd5c57c5,,ISO,ISO,0.2857142857142857
Nikola,Vucevic,Nikola Vucevic,605fef725fe05a0e9f44695f,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,82,0.009302325581395349,14,16,1.1428571428571428,15,8,5,13,0.6153846153846154,0.6153846153846154,8,5,13,0.6153846153846154,0,0,0,0,2,2,0.0,0,1,8,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
JT,Thor,JT Thor,615dd267e771e94fc030267e,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,37,,4,1,0.25,,0,2,2,0.0,0.0,0,1,1,0.0,0,1,1,1,1,2,0.5,0,0,1,1,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Jayson,Tatum,Jayson Tatum,59e63aec44b2b8aa7e5be7fb,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,103,0.18104089219330854,487,422,0.86652977412731,144,149,250,399,0.37343358395989973,0.4423558897243108,94,145,239,0.39330543933054396,55,105,160,69,14,83,0.8313253012048193,4,37,185,51,6120261cea4488c9fd5c57c5,,ISO,ISO,0.34375
Justin,Champagnie,Justin Champagnie,615ba9bde771e94fc0bc4766,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,41,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Danilo,Gallinari,Danilo Gallinari,5fd42b555fe05a0e9f820882,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,75,0.09336609336609336,76,68,0.8947368421052632,125,28,42,70,0.4,0.42142857142857143,25,31,56,0.44642857142857145,3,11,14,9,2,11,0.8181818181818182,1,6,33,1,6120261cea4488c9fd5c57c5,,ISO,ISO,0.21428571428571427
Aaron,Henry,Aaron Henry,615ba9bde771e94fc0bc472d,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,10,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
Alec,Burks,Alec Burks,5fd42b7d5fe05a0e9f828c77,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,84,0.05130890052356021,49,42,0.8571428571428571,146,12,24,36,0.3333333333333333,0.3888888888888889,8,17,25,0.32,4,7,11,14,2,16,0.875,1,8,19,6,6120261cea4488c9fd5c57c5,,ISO,ISO,0.36363636363636365
Marcus,Smart,Marcus Smart,544580cc300969b132fd451e,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,94,0.07462686567164178,100,78,0.78,182,28,44,72,0.3888888888888889,0.4236111111111111,23,33,56,0.4107142857142857,5,11,16,17,3,20,0.85,0,9,38,18,6120261cea4488c9fd5c57c5,,ISO,ISO,0.3125
Georges,Niang,Georges Niang,615ba9bde771e94fc0bc4736,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,92,,4,2,0.5,,1,3,4,0.25,0.25,1,1,2,0.5,0,2,2,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,ISO,ISO,0.0
Tyrese,Maxey,Tyrese Maxey,5fd979f65fe05a0e9f63ab88,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,90,0.05332409972299169,77,87,1.12987012987013,17,33,32,65,0.5076923076923077,0.5615384615384615,26,20,46,0.5652173913043478,7,12,19,14,0,14,1.0,6,10,37,8,6120261cea4488c9fd5c57c5,,ISO,ISO,0.3684210526315789
Caris,LeVert,Caris LeVert,60051e2c5fe05a0e9f1de816,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,39,0.09592641261498029,73,61,0.8356164383561644,159,23,37,60,0.38333333333333336,0.4166666666666667,19,29,48,0.3958333333333333,4,8,12,11,6,17,0.6470588235294118,1,8,31,5,6120261cea4488c9fd5c57c5,,ISO,ISO,0.3333333333333333
P.J.,Washington,P.J. Washington,5d9a87a67455336e87b9df84,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,70,,8,7,0.875,,2,4,6,0.3333333333333333,0.4166666666666667,1,4,5,0.2,1,0,1,2,0,2,1.0,0,1,3,1,6120261cea4488c9fd5c57c5,,ISO,ISO,1.0
T.J.,McConnell,T.J. McConnell,5d97763a7455336e87922593,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,31,,9,10,1.1111111111111112,,5,4,9,0.5555555555555556,0.5555555555555556,5,4,9,0.5555555555555556,0,0,0,0,0,0,,0,0,5,0,6120261cea4488c9fd5c57c5,,ISO,ISO,
