player_firstName,player_lastName,player_name,player_id,team_fullName,team_conference_name,team_conference_abbr,team_conference_id,team_division_name,team_division_abbr,team_division_id,team_name,team_abbr,team_id,stats_gp,stats_possessions,stats_points,stats_ppp,stats_fgMade,stats_fgMiss,stats_fgAttempt,stats_fgPercent,stats_fgPercentEffective,stats_shot2Made,stats_shot2Miss,stats_shot2Attempt,stats_shot2Percent,stats_shot3Made,stats_shot3Miss,stats_shot3Attempt,stats_shot3Percent,stats_ftMade,stats_ftMiss,stats_ftAttempt,stats_plusOne,stats_shotFoul,stats_score,stats_turnover,SeasonID,SeasonLabel,QueryPlayType,stats_ftPercent,stats_timePercent,stats_pppRank
James,Harden,James Harden,600391f85fe05a0e9fc8f8e5,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,47,5,5,1.0,2,3,5,0.4,0.5,1,0,1,1.0,1,3,4,0.25,0,0,0,0,0,2,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Jarrett,Allen,Jarrett Allen,6008ed775fe05a0e9f9bec08,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,62,1,2,2.0,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Kyle,Lowry,Kyle Lowry,615baa5fe771e94fc0c75d2c,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,77,65,49,0.7538461538461538,17,39,56,0.30357142857142855,0.4107142857142857,5,8,13,0.38461538461538464,12,31,43,0.27906976744186046,3,3,6,0,3,19,6,6120261cea4488c9fd5c57c5,,OffScreen,0.5,0.0635386119257087,191
Wendell,Carter Jr.,Wendell Carter Jr.,605e96a05fe05a0e9fb90851,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,66,6,2,0.3333333333333333,1,2,3,0.3333333333333333,0.3333333333333333,1,0,1,1.0,0,2,2,0.0,0,2,2,0,1,1,2,6120261cea4488c9fd5c57c5,,OffScreen,0.0,,
Kyle,Guy,Kyle Guy,61cfc32cdf8a6a3c11fb886d,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,19,11,13,1.1818181818181819,5,6,11,0.45454545454545453,0.5909090909090909,2,1,3,0.6666666666666666,3,5,8,0.375,0,0,0,0,0,5,0,6120261cea4488c9fd5c57c5,,OffScreen,,0.13253012048192772,23
Buddy,Hield,Buddy Hield,62071b7a07c7bd5c29bff52f,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,26,49,39,0.7959183673469388,15,26,41,0.36585365853658536,0.43902439024390244,9,13,22,0.4090909090909091,6,13,19,0.3157894736842105,3,1,4,2,3,16,7,6120261cea4488c9fd5c57c5,,OffScreen,0.75,0.10251046025104603,176
Aaron,Henry,Aaron Henry,615ba9bde771e94fc0bc472d,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,10,1,0,0.0,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Shake,Milton,Shake Milton,5baeb559aeda7199399eb050,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,69,12,5,0.4166666666666667,2,9,11,0.18181818181818182,0.22727272727272727,1,7,8,0.125,1,2,3,0.3333333333333333,0,0,0,0,0,2,1,6120261cea4488c9fd5c57c5,,OffScreen,,0.022099447513812154,224
Rajon,Rondo,Rajon Rondo,61d91f6ddf8a6a3c11deb39f,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,23,4,3,0.75,1,2,3,0.3333333333333333,0.5,0,1,1,0.0,1,1,2,0.5,0,0,0,0,0,1,1,6120261cea4488c9fd5c57c5,,OffScreen,,,
Evan,Mobley,Evan Mobley,615d0923e771e94fc00a6ba2,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,76,11,10,0.9090909090909091,4,5,9,0.4444444444444444,0.4444444444444444,4,5,9,0.4444444444444444,0,0,0,,2,0,2,2,2,4,2,6120261cea4488c9fd5c57c5,,OffScreen,1.0,0.009532062391681109,134
Isaiah,Joe,Isaiah Joe,5fd979f65fe05a0e9f63ab7f,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,66,27,39,1.4444444444444444,12,13,25,0.48,0.72,0,0,0,,12,13,25,0.48,3,0,3,0,1,13,1,6120261cea4488c9fd5c57c5,,OffScreen,1.0,0.10714285714285714,7
DeMar,DeRozan,DeMar DeRozan,615d0923e771e94fc00a6bcb,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,85,109,101,0.926605504587156,42,54,96,0.4375,0.453125,39,51,90,0.43333333333333335,3,3,6,0.5,14,1,15,3,7,48,7,6120261cea4488c9fd5c57c5,,OffScreen,0.9333333333333333,0.050580046403712296,128
Danilo,Gallinari,Danilo Gallinari,5fd42b555fe05a0e9f820882,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,75,17,8,0.47058823529411764,3,14,17,0.17647058823529413,0.23529411764705882,1,7,8,0.125,2,7,9,0.2222222222222222,0,0,0,0,0,3,0,6120261cea4488c9fd5c57c5,,OffScreen,,0.020884520884520884,222
Javonte,Smart,Javonte Smart,61ac3648d7ea140d4ab2ba06,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,13,2,0,0.0,0,1,1,0.0,0.0,0,0,0,,0,1,1,0.0,0,0,0,0,0,0,1,6120261cea4488c9fd5c57c5,,OffScreen,,,
Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,615d0e4fe771e94fc0255ace,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,80,95,109,1.1473684210526316,44,44,88,0.5,0.5852272727272727,29,27,56,0.5178571428571429,15,17,32,0.46875,6,1,7,1,3,47,4,6120261cea4488c9fd5c57c5,,OffScreen,0.8571428571428571,0.09415262636273539,34
Dylan,Windler,Dylan Windler,5da12eb17455336e87bfe4a7,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,53,14,11,0.7857142857142857,4,8,12,0.3333333333333333,0.4166666666666667,2,1,3,0.6666666666666666,2,7,9,0.2222222222222222,1,0,1,1,1,4,2,6120261cea4488c9fd5c57c5,,OffScreen,1.0,0.1,180
Admiral,Schofield,Admiral Schofield,615baa58e771e94fc0c6c473,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,40,2,3,1.5,1,1,2,0.5,0.75,0,0,0,,1,1,2,0.5,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Justin,Champagnie,Justin Champagnie,615ba9bde771e94fc0bc4766,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,41,1,0,0.0,0,0,0,,,0,0,0,,0,0,0,,0,0,0,0,0,0,1,6120261cea4488c9fd5c57c5,,OffScreen,,,
Dalano,Banton,Dalano Banton,615ba9bde771e94fc0bc4753,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,73,1,0,0.0,0,1,1,0.0,0.0,0,0,0,,0,1,1,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Delon,Wright,Delon Wright,615baae0e771e94fc0d00166,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,87,3,3,1.0,1,2,3,0.3333333333333333,0.5,0,0,0,,1,2,3,0.3333333333333333,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Matt,Thomas,Matt Thomas,615d0923e771e94fc00a6be5,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,44,12,10,0.8333333333333334,3,8,11,0.2727272727272727,0.3181818181818182,2,4,6,0.3333333333333333,1,4,5,0.2,3,0,3,0,1,4,0,6120261cea4488c9fd5c57c5,,OffScreen,1.0,0.06976744186046512,163
Jayson,Tatum,Jayson Tatum,59e63aec44b2b8aa7e5be7fb,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,103,211,204,0.966824644549763,68,104,172,0.3953488372093023,0.47674418604651164,40,53,93,0.43010752688172044,28,51,79,0.35443037974683544,40,8,48,2,23,90,16,6120261cea4488c9fd5c57c5,,OffScreen,0.8333333333333334,0.07843866171003717,103
Romeo,Langford,Romeo Langford,5d9a87a67455336e87b9df94,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,48,8,2,0.25,1,7,8,0.125,0.125,1,5,6,0.16666666666666666,0,2,2,0.0,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
OG,Anunoby,OG Anunoby,59e63b3944b2b8aa7e5d70bf,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,58,25,24,0.96,9,14,23,0.391304347826087,0.5217391304347826,3,6,9,0.3333333333333333,6,8,14,0.42857142857142855,0,0,0,0,0,9,2,6120261cea4488c9fd5c57c5,,OffScreen,,0.025201612903225805,105
Gary,Harris,Gary Harris,605e96a05fe05a0e9fb90857,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,65,42,51,1.2142857142857142,18,19,37,0.4864864864864865,0.5675675675675675,12,10,22,0.5454545454545454,6,9,15,0.4,9,0,9,0,4,22,1,6120261cea4488c9fd5c57c5,,OffScreen,1.0,0.06149341142020498,18
Collin,Sexton,Collin Sexton,5bb3fa2aaeda719939fe9b75,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,15,10,10,1.0,4,2,6,0.6666666666666666,0.6666666666666666,4,1,5,0.8,0,1,1,0.0,2,0,2,0,1,5,3,6120261cea4488c9fd5c57c5,,OffScreen,1.0,0.03861003861003861,84
Joe,Harris,Joe Harris,57ab81d7576202139867c67a,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,17,19,21,1.105263157894737,7,11,18,0.3888888888888889,0.5833333333333334,0,5,5,0.0,7,6,13,0.5384615384615384,0,0,0,0,0,7,1,6120261cea4488c9fd5c57c5,,OffScreen,,0.11377245508982035,50
Devin,Cannady,Devin Cannady,5fd42b555fe05a0e9f820866,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,5,7,9,1.2857142857142858,3,4,7,0.42857142857142855,0.6428571428571429,0,2,2,0.0,3,2,5,0.6,0,0,0,0,0,3,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Brandon,Goodwin,Brandon Goodwin,61cfc38adf8a6a3c11fc4d66,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,36,1,0,0.0,0,1,1,0.0,0.0,0,0,0,,0,1,1,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Troy,Brown Jr.,Troy Brown Jr.,605fef725fe05a0e9f446954,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,73,5,6,1.2,2,3,5,0.4,0.5,1,1,2,0.5,1,2,3,0.3333333333333333,1,0,1,1,1,2,0,6120261cea4488c9fd5c57c5,,OffScreen,1.0,,
James,Ennis III,James Ennis III,61be9e07821d0c019c96e668,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,2,1,0,0.0,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Isaac,Okoro,Isaac Okoro,5fd57d3a5fe05a0e9f5ac60b,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,74,5,4,0.8,2,2,4,0.5,0.5,2,2,4,0.5,0,0,0,,0,0,0,0,0,2,1,6120261cea4488c9fd5c57c5,,OffScreen,,,
T.J.,McConnell,T.J. McConnell,5d97763a7455336e87922593,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,31,3,0,0.0,0,3,3,0.0,0.0,0,3,3,0.0,0,0,0,,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
R.J.,Hampton,R.J. Hampton,605e96a05fe05a0e9fb90855,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,68,5,5,1.0,2,3,5,0.4,0.5,1,1,2,0.5,1,2,3,0.3333333333333333,0,0,0,0,0,2,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Isaiah,Thomas,Isaiah Thomas,622026b325a53488851091ce,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,18,3,5,1.6666666666666667,2,1,3,0.6666666666666666,0.6666666666666666,2,0,2,1.0,0,1,1,0.0,1,0,1,1,1,2,0,6120261cea4488c9fd5c57c5,,OffScreen,1.0,,
LaMelo,Ball,LaMelo Ball,5fd582355fe05a0e9f6d193b,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,80,34,39,1.1470588235294117,13,15,28,0.4642857142857143,0.625,4,5,9,0.4444444444444444,9,10,19,0.47368421052631576,4,0,4,0,1,15,4,6120261cea4488c9fd5c57c5,,OffScreen,1.0,0.02008269344359126,34
Kelly,Olynyk,Kelly Olynyk,615e4bcfe771e94fc0e9eb03,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,44,11,8,0.7272727272727273,3,7,10,0.3,0.4,1,0,1,1.0,2,7,9,0.2222222222222222,0,0,0,0,0,3,1,6120261cea4488c9fd5c57c5,,OffScreen,,0.02546296296296296,195
Khris,Middleton,Khris Middleton,544580de300969b132fd50b6,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,70,103,75,0.7281553398058253,29,63,92,0.31521739130434784,0.3858695652173913,16,26,42,0.38095238095238093,13,37,50,0.26,4,1,5,0,1,31,9,6120261cea4488c9fd5c57c5,,OffScreen,0.8,0.07469180565627266,194
Jalen,McDaniels,Jalen McDaniels,5da130fa7455336e87c212c3,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,60,8,9,1.125,3,2,5,0.6,0.7,2,0,2,1.0,1,2,3,0.3333333333333333,2,0,2,0,0,4,2,6120261cea4488c9fd5c57c5,,OffScreen,1.0,,
Aaron,Nesmith,Aaron Nesmith,5fd979f65fe05a0e9f63ab68,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,71,24,23,0.9583333333333334,9,10,19,0.47368421052631576,0.5789473684210527,5,2,7,0.7142857142857143,4,8,12,0.3333333333333333,1,1,2,0,0,10,4,6120261cea4488c9fd5c57c5,,OffScreen,0.5,0.08633093525179857,107
Isaiah,Todd,Isaiah Todd,615d0e4fe771e94fc0255aab,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,15,1,0,0.0,0,1,1,0.0,0.0,0,0,0,,0,1,1,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Quentin,Grimes,Quentin Grimes,615d00e0e771e94fc0d29297,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,50,19,20,1.0526315789473684,7,9,16,0.4375,0.625,1,1,2,0.5,6,8,14,0.42857142857142855,0,0,0,0,0,7,3,6120261cea4488c9fd5c57c5,,OffScreen,,0.0673758865248227,69
Jalen,Crutcher,Jalen Crutcher,61677e6ae771e94fc023ec67,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,1,1,0,0.0,0,1,1,0.0,0.0,0,0,0,,0,1,1,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Tim,Frazier,Tim Frazier,621d892325a5348885b24f9a,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,2,1,0,0.0,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Kemba,Walker,Kemba Walker,615d00e0e771e94fc0d2926e,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,40,8,10,1.25,4,4,8,0.5,0.625,2,1,3,0.6666666666666666,2,3,5,0.4,0,0,0,0,0,4,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Davis,Bertans,Davis Bertans,5d9be6e17455336e875c33f1,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,38,54,45,0.8333333333333334,14,36,50,0.28,0.4,2,3,5,0.4,12,33,45,0.26666666666666666,5,0,5,0,1,16,2,6120261cea4488c9fd5c57c5,,OffScreen,1.0,0.24107142857142858,163
Cedi,Osman,Cedi Osman,55a494fe1e31501db44135c8,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,71,54,46,0.8518518518518519,17,27,44,0.38636363636363635,0.4659090909090909,10,10,20,0.5,7,17,24,0.2916666666666667,5,4,9,1,4,21,6,6120261cea4488c9fd5c57c5,,OffScreen,0.5555555555555556,0.07327001356852103,155
Justin,Anderson,Justin Anderson,61d251a5df8a6a3c11fbefc8,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,13,3,0,0.0,0,3,3,0.0,0.0,0,0,0,,0,3,3,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Thanasis,Antetokounmpo,Thanasis Antetokounmpo,5d9bf9d27455336e876fcf16,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,61,1,0,0.0,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
De'Andre,Hunter,De'Andre Hunter,5d9bee7d7455336e8764a789,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,62,57,51,0.8947368421052632,21,28,49,0.42857142857142855,0.46938775510204084,17,20,37,0.4594594594594595,4,8,12,0.3333333333333333,5,1,6,0,2,24,5,6120261cea4488c9fd5c57c5,,OffScreen,0.8333333333333334,0.06566820276497695,140
Chris,Duarte,Chris Duarte,615d00e0e771e94fc0d29274,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,59,35,17,0.4857142857142857,8,24,32,0.25,0.25,8,9,17,0.47058823529411764,0,15,15,0.0,1,1,2,0,1,9,2,6120261cea4488c9fd5c57c5,,OffScreen,0.5,0.042839657282741736,221
George,Hill,George Hill,616f7fc1e771e94fc0768410,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,62,2,0,0.0,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,,0,0,0,0,0,0,1,6120261cea4488c9fd5c57c5,,OffScreen,,,
Raul,Neto,Raul Neto,5fd6bffd5fe05a0e9f57ebde,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,74,15,9,0.6,4,9,13,0.3076923076923077,0.3076923076923077,4,5,9,0.4444444444444444,0,4,4,0.0,1,1,2,0,0,5,1,6120261cea4488c9fd5c57c5,,OffScreen,0.5,0.024834437086092714,210
Malachi,Flynn,Malachi Flynn,5fd582355fe05a0e9f6d1929,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,55,2,0,0.0,0,2,2,0.0,0.0,0,0,0,,0,2,2,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Markelle,Fultz,Markelle Fultz,5c5fa61285d07ba9761a86e9,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,18,2,3,1.5,1,0,1,1.0,1.5,0,0,0,,1,0,1,1.0,0,0,0,0,0,1,1,6120261cea4488c9fd5c57c5,,OffScreen,,,
DJ,Stewart,DJ Stewart,615baa5fe771e94fc0c75d6c,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,4,1,3,3.0,1,0,1,1.0,1.5,0,0,0,,1,0,1,1.0,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
James,Bouknight,James Bouknight,615dd267e771e94fc030255b,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,35,6,7,1.1666666666666667,1,3,4,0.25,0.375,0,2,2,0.0,1,1,2,0.5,4,0,4,0,1,3,0,6120261cea4488c9fd5c57c5,,OffScreen,1.0,,
Theo,Pinson,Theo Pinson,615baa6de771e94fc0c84817,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,2,1,0,0.0,0,1,1,0.0,0.0,0,0,0,,0,1,1,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Trey,Lyles,Trey Lyles,615e4bcfe771e94fc0e9eaf7,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,55,9,9,1.0,3,5,8,0.375,0.4375,2,1,3,0.6666666666666666,1,4,5,0.2,2,0,2,0,1,4,0,6120261cea4488c9fd5c57c5,,OffScreen,1.0,,
Jaylen,Brown,Jaylen Brown,5776bc715762021398fe3f18,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,91,190,212,1.1157894736842104,79,84,163,0.48466257668711654,0.5858895705521472,46,38,84,0.5476190476190477,33,46,79,0.4177215189873418,21,7,28,6,17,90,16,6120261cea4488c9fd5c57c5,,OffScreen,0.75,0.09077878643096035,46
Alfonzo,McKinnie,Alfonzo McKinnie,61b559bfd7ea140d4aaca477,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,17,1,3,3.0,1,0,1,1.0,1.5,0,0,0,,1,0,1,1.0,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,OffScreen,,,
Georges,Niang,Georges Niang,615ba9bde771e94fc0bc4736,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,92,23,27,1.173913043478261,9,13,22,0.4090909090909091,0.5681818181818182,2,3,5,0.4,7,10,17,0.4117647058823529,2,0,2,2,2,9,1,6120261cea4488c9fd5c57c5,,OffScreen,1.0,0.031420765027322405,25
