player_firstName,player_lastName,player_name,player_id,team_fullName,team_conference_name,team_conference_abbr,team_conference_id,team_division_name,team_division_abbr,team_division_id,team_name,team_abbr,team_id,stats_gp,stats_timePercent,stats_possessions,stats_points,stats_ppp,stats_pppRank,stats_fgMade,stats_fgMiss,stats_fgAttempt,stats_fgPercent,stats_fgPercentEffective,stats_shot2Made,stats_shot2Miss,stats_shot2Attempt,stats_shot2Percent,stats_shot3Made,stats_shot3Miss,stats_shot3Attempt,stats_ftMade,stats_ftMiss,stats_ftAttempt,stats_ftPercent,stats_plusOne,stats_shotFoul,stats_score,stats_turnover,SeasonID,SeasonLabel,QueryPlayType
Hassani,Gravett,Hassani Gravett,5d9be9607455336e875efe9f,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,11,,3,5,1.6666666666666667,,2,0,2,1.0,1.0,2,0,2,1.0,0,0,0,1,1,2,0.5,0,1,3,0,6120261cea4488c9fd5c57c5,,Cut
Denzel,Valentine,Denzel Valentine,615d0923e771e94fc00a6bb2,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,25,,5,2,0.4,,1,3,4,0.25,0.25,1,3,4,0.25,0,0,0,0,0,0,,0,0,1,1,6120261cea4488c9fd5c57c5,,Cut
Kelly,Oubre Jr.,Kelly Oubre Jr.,615dd267e771e94fc0302649,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,78,0.06324472960586618,69,100,1.4492753623188406,67,42,14,56,0.75,0.75,42,14,56,0.75,0,0,0,16,5,21,0.7619047619047619,5,13,49,5,6120261cea4488c9fd5c57c5,,Cut
Kelan,Martin,Kelan Martin,5fd57d3a5fe05a0e9f5ac5ed,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,29,0.055,11,12,1.0909090909090908,324,5,4,9,0.5555555555555556,0.5555555555555556,5,4,9,0.5555555555555556,0,0,0,2,2,4,0.5,0,2,7,0,6120261cea4488c9fd5c57c5,,Cut
Miles,McBride,Miles McBride,615d00e0e771e94fc0d2929c,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,43,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,Cut
Markieff,Morris,Markieff Morris,615baa5fe771e94fc0c75d3c,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,23,,9,12,1.3333333333333333,,6,3,9,0.6666666666666666,0.6666666666666666,6,3,9,0.6666666666666666,0,0,0,0,0,0,,0,0,6,0,6120261cea4488c9fd5c57c5,,Cut
DeJon,Jarreau,DeJon Jarreau,615d00e0e771e94fc0d29281,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,4,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,Cut
Feron,Hunt,Feron Hunt,6250e1c827fee22f4499cdef,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,1,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,Cut
Charles,Bassey,Charles Bassey,615ba9bde771e94fc0bc4713,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,29,0.2535211267605634,18,25,1.3888888888888888,109,10,4,14,0.7142857142857143,0.7142857142857143,10,4,14,0.7142857142857143,0,0,0,5,2,7,0.7142857142857143,1,4,13,1,6120261cea4488c9fd5c57c5,,Cut
Jaden,Springer,Jaden Springer,615ba9bde771e94fc0bc4744,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,11,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,Cut
Chris,Boucher,Chris Boucher,5bb00804aeda719939187859,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,86,0.14947089947089948,113,151,1.336283185840708,156,61,30,91,0.6703296703296703,0.6703296703296703,61,30,91,0.6703296703296703,0,0,0,29,7,36,0.8055555555555556,4,20,77,6,6120261cea4488c9fd5c57c5,,Cut
Enes,Kanter,Enes Kanter,5d9a87a67455336e87b9df91,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,39,0.1476510067114094,22,22,1.0,357,9,9,18,0.5,0.5,9,9,18,0.5,0,0,0,4,0,4,1.0,0,2,11,2,6120261cea4488c9fd5c57c5,,Cut
Chris,Silva,Chris Silva,5d9d3cc97455336e87fb9d63,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,9,,7,11,1.5714285714285714,,3,1,4,0.75,0.75,3,1,4,0.75,0,0,0,5,0,5,1.0,1,3,5,1,6120261cea4488c9fd5c57c5,,Cut
Romeo,Langford,Romeo Langford,5d9a87a67455336e87b9df94,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,48,0.09090909090909091,23,28,1.2173913043478262,251,12,7,19,0.631578947368421,0.631578947368421,12,7,19,0.631578947368421,0,0,0,4,3,7,0.5714285714285714,1,4,14,1,6120261cea4488c9fd5c57c5,,Cut
Sandro,Mamukelashvili,Sandro Mamukelashvili,615d0caee771e94fc01cac29,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,46,0.1368421052631579,26,33,1.2692307692307692,218,13,8,21,0.6190476190476191,0.6190476190476191,13,8,21,0.6190476190476191,0,0,0,7,1,8,0.875,2,5,16,2,6120261cea4488c9fd5c57c5,,Cut
Trevon,Scott,Trevon Scott,61c3f077df8a6a3c11db6a1a,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,2,,1,2,2.0,,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,Cut
Matt,Thomas,Matt Thomas,615d0923e771e94fc00a6be5,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,44,,3,2,0.6666666666666666,,1,2,3,0.3333333333333333,0.3333333333333333,1,2,3,0.3333333333333333,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,Cut
Braxton,Key,Braxton Key,623e743a27fee22f444c4b59,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,9,,7,10,1.4285714285714286,,5,2,7,0.7142857142857143,0.7142857142857143,5,2,7,0.7142857142857143,0,0,0,0,0,0,,0,0,5,0,6120261cea4488c9fd5c57c5,,Cut
Payton,Pritchard,Payton Pritchard,5fd979f65fe05a0e9f63ab6b,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,98,,9,8,0.8888888888888888,,4,5,9,0.4444444444444444,0.4444444444444444,4,5,9,0.4444444444444444,0,0,0,0,0,0,,0,0,4,0,6120261cea4488c9fd5c57c5,,Cut
Mohamed,Bamba,Mohamed Bamba,5bb2a653aeda719939f466a8,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,75,0.1395045632333768,107,147,1.3738317757009346,120,65,27,92,0.7065217391304348,0.7065217391304348,65,27,92,0.7065217391304348,0,0,0,17,3,20,0.85,2,11,73,6,6120261cea4488c9fd5c57c5,,Cut
Patrick,Williams,Patrick Williams,5fd438995fe05a0e9facb1bf,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,23,0.06965174129353234,14,15,1.0714285714285714,335,7,5,12,0.5833333333333334,0.5833333333333334,7,5,12,0.5833333333333334,0,0,0,1,1,2,0.5,0,1,8,1,6120261cea4488c9fd5c57c5,,Cut
Jericho,Sims,Jericho Sims,615d00e0e771e94fc0d292aa,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,44,0.27184466019417475,28,34,1.2142857142857142,255,16,7,23,0.6956521739130435,0.6956521739130435,16,7,23,0.6956521739130435,0,0,0,2,2,4,0.5,0,2,17,3,6120261cea4488c9fd5c57c5,,Cut
Wendell,Carter Jr.,Wendell Carter Jr.,605e96a05fe05a0e9fb90851,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,66,0.11902231668437832,112,139,1.2410714285714286,234,59,28,87,0.6781609195402298,0.6781609195402298,59,28,87,0.6781609195402298,0,0,0,21,18,39,0.5384615384615384,3,21,74,7,6120261cea4488c9fd5c57c5,,Cut
Furkan,Korkmaz,Furkan Korkmaz,5776bc725762021398fe3f26,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,80,0.04559748427672956,29,51,1.7586206896551724,2,21,4,25,0.84,0.84,21,4,25,0.84,0,0,0,9,0,9,1.0,1,5,25,0,6120261cea4488c9fd5c57c5,,Cut
DeAndre,Jordan,DeAndre Jordan,6226c14c25a5348885c778d6,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,18,0.30952380952380953,26,33,1.2692307692307692,218,13,6,19,0.6842105263157895,0.6842105263157895,13,6,19,0.6842105263157895,0,0,0,7,1,8,0.875,0,4,17,3,6120261cea4488c9fd5c57c5,,Cut
Kyle,Guy,Kyle Guy,61cfc32cdf8a6a3c11fb886d,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,19,,1,2,2.0,,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,Cut
Bruno,Fernando,Bruno Fernando,615baa6de771e94fc0c847f2,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,23,,4,4,1.0,,2,1,3,0.6666666666666666,0.6666666666666666,2,1,3,0.6666666666666666,0,0,0,0,0,0,,0,0,2,1,6120261cea4488c9fd5c57c5,,Cut
Raul,Neto,Raul Neto,5fd6bffd5fe05a0e9f57ebde,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,74,0.05132450331125828,31,37,1.1935483870967742,268,16,8,24,0.6666666666666666,0.6666666666666666,16,8,24,0.6666666666666666,0,0,0,5,2,7,0.7142857142857143,1,4,19,4,6120261cea4488c9fd5c57c5,,Cut
Marvin,Bagley III,Marvin Bagley III,620b0ef207c7bd5c29495f8b,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,18,0.14814814814814814,36,54,1.5,38,25,8,33,0.7575757575757576,0.7575757575757576,25,8,33,0.7575757575757576,0,0,0,4,3,7,0.5714285714285714,3,5,26,1,6120261cea4488c9fd5c57c5,,Cut
Evan,Mobley,Evan Mobley,615d0923e771e94fc00a6ba2,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,76,0.18977469670710573,219,285,1.3013698630136987,188,119,55,174,0.6839080459770115,0.6839080459770115,119,55,174,0.6839080459770115,0,0,0,47,25,72,0.6527777777777778,6,37,150,12,6120261cea4488c9fd5c57c5,,Cut
Udonis,Haslem,Udonis Haslem,544580cc300969b132fd452d,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,14,,6,6,1.0,,3,2,5,0.6,0.6,3,2,5,0.6,0,0,0,0,0,0,,0,0,3,1,6120261cea4488c9fd5c57c5,,Cut
Bobby,Portis,Bobby Portis,5fd589be5fe05a0e9f893fab,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,84,0.08065915004336513,93,107,1.1505376344086022,295,48,27,75,0.64,0.64,48,27,75,0.64,0,0,0,11,5,16,0.6875,0,8,55,10,6120261cea4488c9fd5c57c5,,Cut
Georgios,Kalaitzakis,Georgios Kalaitzakis,615d0caee771e94fc01cac28,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,14,,2,2,1.0,,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,Cut
Devin,Cannady,Devin Cannady,5fd42b555fe05a0e9f820866,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,5,,2,0,0.0,,0,2,2,0.0,0.0,0,2,2,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,Cut
Shake,Milton,Shake Milton,5baeb559aeda7199399eb050,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,69,,9,7,0.7777777777777778,,3,5,8,0.375,0.375,3,5,8,0.375,0,0,0,1,1,2,0.5,0,1,4,0,6120261cea4488c9fd5c57c5,,Cut
James,Harden,James Harden,620f1ad207c7bd5c29a4b8c5,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,33,,2,5,2.5,,2,0,2,1.0,1.0,2,0,2,1.0,0,0,0,1,0,1,1.0,1,1,2,0,6120261cea4488c9fd5c57c5,,Cut
Jabari,Parker,Jabari Parker,607b7e92e6c2413bc4e362d2,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,15,,4,6,1.5,,3,0,3,1.0,1.0,3,0,3,1.0,0,0,0,0,0,0,,0,0,3,1,6120261cea4488c9fd5c57c5,,Cut
Immanuel,Quickley,Immanuel Quickley,5fd42b7d5fe05a0e9f828c94,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,82,,5,4,0.8,,1,3,4,0.25,0.25,1,3,4,0.25,0,0,0,2,0,2,1.0,0,1,2,0,6120261cea4488c9fd5c57c5,,Cut
Ish,Smith,Ish Smith,62086b7207c7bd5c29ecaade,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,28,,6,4,0.6666666666666666,,2,3,5,0.4,0.4,2,3,5,0.4,0,0,0,0,0,0,,0,0,2,1,6120261cea4488c9fd5c57c5,,Cut
Skylar,Mays,Skylar Mays,5fd42b555fe05a0e9f82088f,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,35,,5,9,1.8,,4,1,5,0.8,0.8,4,1,5,0.8,0,0,0,1,0,1,1.0,1,1,4,0,6120261cea4488c9fd5c57c5,,Cut
Jevon,Carter,Jevon Carter,621afd1825a534888553547b,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,31,,5,2,0.4,,1,4,5,0.2,0.2,1,4,5,0.2,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,Cut
Taj,Gibson,Taj Gibson,5d9be6e17455336e875c33d0,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,56,0.2222222222222222,56,77,1.375,120,32,13,45,0.7111111111111111,0.7111111111111111,32,13,45,0.7111111111111111,0,0,0,13,5,18,0.7222222222222222,2,8,40,3,6120261cea4488c9fd5c57c5,,Cut
Javonte,Green,Javonte Green,605fef725fe05a0e9f446957,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,74,0.13926940639269406,61,77,1.2622950819672132,226,33,21,54,0.6111111111111112,0.6111111111111112,33,21,54,0.6111111111111112,0,0,0,11,2,13,0.8461538461538461,1,6,39,1,6120261cea4488c9fd5c57c5,,Cut
Terrence,Ross,Terrence Ross,58af67a835268c61b0b3f9d3,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,67,0.022284122562674095,16,26,1.625,10,11,2,13,0.8461538461538461,0.8461538461538461,11,2,13,0.8461538461538461,0,0,0,4,0,4,1.0,0,2,13,1,6120261cea4488c9fd5c57c5,,Cut
Montrezl,Harrell,Montrezl Harrell,615d0e4fe771e94fc0255abf,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,50,0.18673647469458987,107,159,1.485981308411215,49,64,24,88,0.7272727272727273,0.7272727272727273,64,24,88,0.7272727272727273,0,0,0,31,7,38,0.8157894736842105,6,22,79,3,6120261cea4488c9fd5c57c5,,Cut
Giannis,Antetokounmpo,Giannis Antetokounmpo,544580de300969b132fd50af,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,82,0.07346393588601959,165,229,1.387878787878788,111,80,37,117,0.6837606837606838,0.6837606837606838,80,37,117,0.6837606837606838,0,0,0,69,19,88,0.7840909090909091,10,47,119,9,6120261cea4488c9fd5c57c5,,Cut
Grayson,Allen,Grayson Allen,615d0caee771e94fc01cac1e,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,82,0.02461139896373057,19,29,1.5263157894736843,33,13,5,18,0.7222222222222222,0.7222222222222222,13,5,18,0.7222222222222222,0,0,0,3,0,3,1.0,1,2,14,0,6120261cea4488c9fd5c57c5,,Cut
Oshae,Brissett,Oshae Brissett,606935125fe05a0e9fd5b988,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,71,0.10015174506828528,66,70,1.0606060606060606,341,28,22,50,0.56,0.56,28,22,50,0.56,0,0,0,14,7,21,0.6666666666666666,1,11,37,6,6120261cea4488c9fd5c57c5,,Cut
Jahlil,Okafor,Jahlil Okafor,615baae0e771e94fc0d00160,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,2,,2,4,2.0,,2,0,2,1.0,1.0,2,0,2,1.0,0,0,0,0,0,0,,0,0,2,0,6120261cea4488c9fd5c57c5,,Cut
Frank,Jackson,Frank Jackson,5feaaf9d5fe05a0e9fcf8d24,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,56,0.04194630872483222,25,43,1.72,3,17,3,20,0.85,0.85,17,3,20,0.85,0,0,0,9,2,11,0.8181818181818182,3,7,21,1,6120261cea4488c9fd5c57c5,,Cut
Isaiah,Jackson,Isaiah Jackson,615d00e0e771e94fc0d2927b,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,40,0.17419354838709677,54,71,1.3148148148148149,180,28,14,42,0.6666666666666666,0.6666666666666666,28,14,42,0.6666666666666666,0,0,0,15,6,21,0.7142857142857143,1,11,36,2,6120261cea4488c9fd5c57c5,,Cut
Ignas,Brazdeikis,Ignas Brazdeikis,6090a194e6c2413bc4ff24f2,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,45,0.043478260869565216,10,13,1.3,188,6,2,8,0.75,0.75,6,2,8,0.75,0,0,0,1,3,4,0.25,0,2,7,0,6120261cea4488c9fd5c57c5,,Cut
Derrick,Jones Jr.,Derrick Jones Jr.,615d0923e771e94fc00a6bd9,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,58,0.18055555555555555,52,67,1.2884615384615385,200,29,14,43,0.6744186046511628,0.6744186046511628,29,14,43,0.6744186046511628,0,0,0,9,4,13,0.6923076923076923,3,8,34,4,6120261cea4488c9fd5c57c5,,Cut
Seth,Curry,Seth Curry,620b15cf07c7bd5c296b0b46,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,24,,2,4,2.0,,2,0,2,1.0,1.0,2,0,2,1.0,0,0,0,0,0,0,,0,0,2,0,6120261cea4488c9fd5c57c5,,Cut
P.J.,Tucker,P.J. Tucker,615baa5fe771e94fc0c75d76,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,93,0.21481481481481482,145,168,1.1586206896551725,289,81,51,132,0.6136363636363636,0.6136363636363636,81,51,132,0.6136363636363636,0,0,0,6,2,8,0.75,0,4,85,9,6120261cea4488c9fd5c57c5,,Cut
DeAndre',Bembry,DeAndre' Bembry,615a2ab8e771e94fc0ad8282,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,51,0.17314487632508835,49,72,1.469387755102041,55,34,11,45,0.7555555555555555,0.7555555555555555,34,11,45,0.7555555555555555,0,0,0,4,1,5,0.8,1,3,36,2,6120261cea4488c9fd5c57c5,,Cut
