player_firstName,player_lastName,player_name,player_id,team_fullName,team_conference_name,team_conference_abbr,team_conference_id,team_division_name,team_division_abbr,team_division_id,team_name,team_abbr,team_id,stats_gp,stats_timePercent,stats_possessions,stats_points,stats_ppp,stats_pppRank,stats_fgMade,stats_fgMiss,stats_fgAttempt,stats_fgPercent,stats_fgPercentEffective,stats_shot2Made,stats_shot2Miss,stats_shot2Attempt,stats_shot2Percent,stats_shot3Made,stats_shot3Miss,stats_shot3Attempt,stats_ftMade,stats_ftMiss,stats_ftAttempt,stats_ftPercent,stats_plusOne,stats_shotFoul,stats_score,stats_turnover,SeasonID,SeasonLabel,QueryPlayType
Cheick,Diallo,Cheick Diallo,61c5381adf8a6a3c11142941,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,3,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,Cut
Yuta,Watanabe,Yuta Watanabe,5fd582355fe05a0e9f6d1937,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,43,0.05319148936170213,10,13,1.3,188,6,1,7,0.8571428571428571,0.8571428571428571,6,1,7,0.8571428571428571,0,0,0,1,2,3,0.3333333333333333,1,2,7,2,6120261cea4488c9fd5c57c5,,Cut
Paul,Millsap,Paul Millsap,615a2ab8e771e94fc0ad82d7,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,27,0.08823529411764706,12,12,1.0,357,5,5,10,0.5,0.5,5,5,10,0.5,0,0,0,2,0,2,1.0,0,1,6,1,6120261cea4488c9fd5c57c5,,Cut
Ryan,Arcidiacono,Ryan Arcidiacono,615baa6de771e94fc0c847e8,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,2,,2,0,0.0,,0,2,2,0.0,0.0,0,2,2,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,Cut
Goga,Bitadze,Goga Bitadze,5d97763a7455336e87922576,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,54,0.1510989010989011,55,67,1.2181818181818183,251,26,20,46,0.5652173913043478,0.5652173913043478,26,20,46,0.5652173913043478,0,0,0,15,3,18,0.8333333333333334,4,11,33,2,6120261cea4488c9fd5c57c5,,Cut
Goran,Dragic,Goran Dragic,621846dc25a5348885fe7bf3,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,21,,2,2,1.0,,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,Cut
Tim,Frazier,Tim Frazier,61c3e561df8a6a3c11b35358,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,10,,2,3,1.5,,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,1,0,1,1.0,1,1,1,0,6120261cea4488c9fd5c57c5,,Cut
Jaime,Echenique,Jaime Echenique,615d0e4fe771e94fc0255ac7,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,3,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,Cut
Moses,Brown,Moses Brown,622c1b8325a5348885ccf62c,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,14,0.2375,19,25,1.3157894736842106,176,10,4,14,0.7142857142857143,0.7142857142857143,10,4,14,0.7142857142857143,0,0,0,5,6,11,0.45454545454545453,1,6,15,0,6120261cea4488c9fd5c57c5,,Cut
Spencer,Dinwiddie,Spencer Dinwiddie,615d0e4fe771e94fc0255ac9,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,48,,6,10,1.6666666666666667,,5,1,6,0.8333333333333334,0.8333333333333334,5,1,6,0.8333333333333334,0,0,0,0,0,0,,0,0,5,0,6120261cea4488c9fd5c57c5,,Cut
Ish,Smith,Ish Smith,615dd267e771e94fc0302675,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,41,,3,2,0.6666666666666666,,1,2,3,0.3333333333333333,0.3333333333333333,1,2,3,0.3333333333333333,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,Cut
Jeremy,Lamb,Jeremy Lamb,5d97763a7455336e8792258d,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,42,,8,12,1.5,,6,1,7,0.8571428571428571,0.8571428571428571,6,1,7,0.8571428571428571,0,0,0,0,0,0,,0,0,6,1,6120261cea4488c9fd5c57c5,,Cut
Buddy,Hield,Buddy Hield,62071b7a07c7bd5c29bff52f,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,26,,8,8,1.0,,4,4,8,0.5,0.5,4,4,8,0.5,0,0,0,0,0,0,,0,0,4,0,6120261cea4488c9fd5c57c5,,Cut
Chaundee,Brown Jr.,Chaundee Brown Jr.,61ca7b32df8a6a3c1176bf02,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,3,,2,2,1.0,,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,Cut
Paul,Reed,Paul Reed,5fd979f65fe05a0e9f63ab8c,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,54,0.18,36,45,1.25,231,21,13,34,0.6176470588235294,0.6176470588235294,21,13,34,0.6176470588235294,0,0,0,3,2,5,0.6,1,3,22,0,6120261cea4488c9fd5c57c5,,Cut
Freddie,Gillespie,Freddie Gillespie,60725747e6c2413bc4ffd779,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,5,,5,4,0.8,,2,2,4,0.5,0.5,2,2,4,0.5,0,0,0,0,0,0,,0,0,2,1,6120261cea4488c9fd5c57c5,,Cut
DeMarcus,Cousins,DeMarcus Cousins,61a83f265502808bf86838ff,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,17,0.08843537414965986,13,16,1.2307692307692308,240,7,5,12,0.5833333333333334,0.5833333333333334,7,5,12,0.5833333333333334,0,0,0,2,1,3,0.6666666666666666,1,2,8,0,6120261cea4488c9fd5c57c5,,Cut
Trayvon,Palmer,Trayvon Palmer,61cd191ddf8a6a3c11f91df9,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,1,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,Cut
Donte,DiVincenzo,Donte DiVincenzo,5bb553e3aeda719939fe7de8,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,17,0.10062893081761007,16,16,1.0,357,7,4,11,0.6363636363636364,0.6363636363636364,7,4,11,0.6363636363636364,0,0,0,2,0,2,1.0,0,1,8,4,6120261cea4488c9fd5c57c5,,Cut
Juancho,Hernangomez,Juancho Hernangomez,615baa6de771e94fc0c847fd,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,22,,6,7,1.1666666666666667,,2,2,4,0.5,0.5,2,2,4,0.5,0,0,0,3,3,6,0.5,2,4,3,0,6120261cea4488c9fd5c57c5,,Cut
T.J.,McConnell,T.J. McConnell,5d97763a7455336e87922593,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,31,0.05755395683453238,16,18,1.125,304,9,6,15,0.6,0.6,9,6,15,0.6,0,0,0,0,0,0,,0,0,9,1,6120261cea4488c9fd5c57c5,,Cut
Cameron,Reddish,Cameron Reddish,5d9bee7d7455336e8764a791,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,38,0.04329896907216495,21,22,1.0476190476190477,347,10,9,19,0.5263157894736842,0.5263157894736842,10,9,19,0.5263157894736842,0,0,0,2,0,2,1.0,0,1,11,1,6120261cea4488c9fd5c57c5,,Cut
Tyrese,Maxey,Tyrese Maxey,5fd979f65fe05a0e9f63ab88,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,90,0.009002770083102494,13,15,1.1538461538461537,292,7,5,12,0.5833333333333334,0.5833333333333334,7,5,12,0.5833333333333334,0,0,0,1,1,2,0.5,0,1,8,0,6120261cea4488c9fd5c57c5,,Cut
Andre,Drummond,Andre Drummond,620b15cf07c7bd5c296b0b3b,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,29,0.2152317880794702,65,89,1.3692307692307693,130,37,14,51,0.7254901960784313,0.7254901960784313,37,14,51,0.7254901960784313,0,0,0,15,10,25,0.6,7,16,46,5,6120261cea4488c9fd5c57c5,,Cut
Quentin,Grimes,Quentin Grimes,615d00e0e771e94fc0d29297,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,50,,3,4,1.3333333333333333,,2,1,3,0.6666666666666666,0.6666666666666666,2,1,3,0.6666666666666666,0,0,0,0,0,0,,0,0,2,0,6120261cea4488c9fd5c57c5,,Cut
DJ,Stewart,DJ Stewart,615baa5fe771e94fc0c75d6c,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,4,,3,6,2.0,,3,0,3,1.0,1.0,3,0,3,1.0,0,0,0,0,0,0,,0,0,3,0,6120261cea4488c9fd5c57c5,,Cut
Derrick,White,Derrick White,6207231107c7bd5c29e1e6a8,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,49,0.019267822736030827,10,17,1.7,6,5,2,7,0.7142857142857143,0.7142857142857143,5,2,7,0.7142857142857143,0,0,0,7,1,8,0.875,2,5,8,0,6120261cea4488c9fd5c57c5,,Cut
Dru,Smith,Dru Smith,615baa5fe771e94fc0c75d66,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,3,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,Cut
Cody,Martin,Cody Martin,5d9a87a67455336e87b9df7c,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,76,0.0913884007029877,52,71,1.3653846153846154,134,28,12,40,0.7,0.7,28,12,40,0.7,0,0,0,15,5,20,0.75,2,10,36,3,6120261cea4488c9fd5c57c5,,Cut
Alec,Burks,Alec Burks,5fd42b7d5fe05a0e9f828c77,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,84,0.015706806282722512,15,13,0.8666666666666667,386,4,9,13,0.3076923076923077,0.3076923076923077,4,9,13,0.3076923076923077,0,0,0,5,1,6,0.8333333333333334,2,4,6,0,6120261cea4488c9fd5c57c5,,Cut
Bruce,Brown,Bruce Brown,5fd6bffd5fe05a0e9f57ebed,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,81,0.2295774647887324,163,164,1.0061349693251533,356,72,73,145,0.496551724137931,0.496551724137931,72,73,145,0.496551724137931,0,0,0,20,8,28,0.7142857142857143,4,15,84,6,6120261cea4488c9fd5c57c5,,Cut
Elijah,Bryant,Elijah Bryant,609dd128e6c2413bc41a8c73,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,4,,4,4,1.0,,2,2,4,0.5,0.5,2,2,4,0.5,0,0,0,0,0,0,,0,0,2,0,6120261cea4488c9fd5c57c5,,Cut
Wes,Iwundu,Wes Iwundu,61c530b5df8a6a3c11fa44c2,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,3,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,Cut
Brandon,Goodwin,Brandon Goodwin,61cfc38adf8a6a3c11fc4d66,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,36,,4,8,2.0,,4,0,4,1.0,1.0,4,0,4,1.0,0,0,0,0,0,0,,0,0,4,0,6120261cea4488c9fd5c57c5,,Cut
Ricky,Rubio,Ricky Rubio,615d0923e771e94fc00a6bae,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,39,0.021666666666666667,13,7,0.5384615384615384,403,2,6,8,0.25,0.25,2,6,8,0.25,0,0,0,3,0,3,1.0,1,2,3,4,6120261cea4488c9fd5c57c5,,Cut
Juwan,Morgan,Juwan Morgan,61c9129edf8a6a3c11ab092c,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,1,,1,2,2.0,,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,Cut
Joel,Embiid,Joel Embiid,544580d1300969b132fd482b,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,80,0.040892193308550186,88,117,1.3295454545454546,167,42,22,64,0.65625,0.65625,42,22,64,0.65625,0,0,0,33,8,41,0.8048780487804879,5,23,60,6,6120261cea4488c9fd5c57c5,,Cut
Gorgui,Dieng,Gorgui Dieng,615baae0e771e94fc0d00134,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,52,0.07303370786516854,13,23,1.7692307692307692,1,8,0,8,1.0,1.0,8,0,8,1.0,0,0,0,7,0,7,1.0,1,4,11,2,6120261cea4488c9fd5c57c5,,Cut
Jalen,Smith,Jalen Smith,62071b7a07c7bd5c29bff546,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,22,0.11764705882352941,30,50,1.6666666666666667,9,23,5,28,0.8214285714285714,0.8214285714285714,23,5,28,0.8214285714285714,0,0,0,4,1,5,0.8,1,2,25,0,6120261cea4488c9fd5c57c5,,Cut
Isaiah,Thomas,Isaiah Thomas,622026b325a53488851091ce,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,18,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,Cut
Jeff,Dowtin,Jeff Dowtin,65e7c2ab173dae1774fde285,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,4,,2,2,1.0,,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,Cut
Rodney,McGruder,Rodney McGruder,5fd42b7d5fe05a0e9f828cbf,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,53,0.09225092250922509,25,17,0.68,401,8,14,22,0.36363636363636365,0.36363636363636365,8,14,22,0.36363636363636365,0,0,0,1,1,2,0.5,0,1,9,2,6120261cea4488c9fd5c57c5,,Cut
Anthony,Gill,Anthony Gill,5fd6bffd5fe05a0e9f57ebd4,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,47,0.16560509554140126,26,34,1.3076923076923077,185,14,6,20,0.7,0.7,14,6,20,0.7,0,0,0,6,3,9,0.6666666666666666,1,5,18,2,6120261cea4488c9fd5c57c5,,Cut
Onyeka,Okongwu,Onyeka Okongwu,5fd42b555fe05a0e9f820891,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,55,0.3515850144092219,122,167,1.3688524590163935,130,66,33,99,0.6666666666666666,0.6666666666666666,66,33,99,0.6666666666666666,0,0,0,35,10,45,0.7777777777777778,7,25,84,4,6120261cea4488c9fd5c57c5,,Cut
Aaron,Holiday,Aaron Holiday,615d0e4fe771e94fc0255abc,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,45,,4,6,1.5,,2,1,3,0.6666666666666666,0.6666666666666666,2,1,3,0.6666666666666666,0,0,0,2,0,2,1.0,0,1,3,0,6120261cea4488c9fd5c57c5,,Cut
Pat,Connaughton,Pat Connaughton,5bb553e3aeda719939fe7de1,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,81,0.07058823529411765,48,66,1.375,120,29,14,43,0.6744186046511628,0.6744186046511628,29,14,43,0.6744186046511628,0,0,0,8,2,10,0.8,0,4,34,0,6120261cea4488c9fd5c57c5,,Cut
Davis,Bertans,Davis Bertans,5d9be6e17455336e875c33f1,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,38,0.05357142857142857,12,14,1.1666666666666667,284,7,2,9,0.7777777777777778,0.7777777777777778,7,2,9,0.7777777777777778,0,0,0,0,0,0,,0,0,7,3,6120261cea4488c9fd5c57c5,,Cut
Sam,Hauser,Sam Hauser,615baa6de771e94fc0c847f8,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,36,,3,4,1.3333333333333333,,2,1,3,0.6666666666666666,0.6666666666666666,2,1,3,0.6666666666666666,0,0,0,0,0,0,,0,0,2,0,6120261cea4488c9fd5c57c5,,Cut
DeAndre',Bembry,DeAndre' Bembry,620f1ad207c7bd5c29a4b8d1,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,8,,3,2,0.6666666666666666,,1,2,3,0.3333333333333333,0.3333333333333333,1,2,3,0.3333333333333333,0,0,0,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,Cut
Justin,Champagnie,Justin Champagnie,615ba9bde771e94fc0bc4766,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,41,0.19834710743801653,24,38,1.5833333333333333,17,16,3,19,0.8421052631578947,0.8421052631578947,16,3,19,0.8421052631578947,0,0,0,6,0,6,1.0,2,4,18,3,6120261cea4488c9fd5c57c5,,Cut
Duncan,Robinson,Duncan Robinson,5bb146c4aeda7199391557ee,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,97,0.04777415852334419,44,48,1.0909090909090908,324,24,15,39,0.6153846153846154,0.6153846153846154,24,15,39,0.6153846153846154,0,0,0,0,0,0,,0,0,24,5,6120261cea4488c9fd5c57c5,,Cut
Duane,Washington Jr.,Duane Washington Jr.,615d00e0e771e94fc0d2928c,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,52,0.018691588785046728,10,8,0.8,396,3,6,9,0.3333333333333333,0.3333333333333333,3,6,9,0.3333333333333333,0,0,0,2,0,2,1.0,0,1,4,0,6120261cea4488c9fd5c57c5,,Cut
Malcolm,Hill,Malcolm Hill,61e3971ddf8a6a3c11aa968e,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,16,,4,4,1.0,,2,2,4,0.5,0.5,2,2,4,0.5,0,0,0,0,0,0,,0,0,2,0,6120261cea4488c9fd5c57c5,,Cut
Brad,Wanamaker,Brad Wanamaker,6160eec1e771e94fc07092e0,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,25,,2,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,1,6120261cea4488c9fd5c57c5,,Cut
Jeff,Dowtin,Jeff Dowtin,615baa58e771e94fc0c6c45b,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,3,,2,4,2.0,,2,0,2,1.0,1.0,2,0,2,1.0,0,0,0,0,0,0,,0,0,2,0,6120261cea4488c9fd5c57c5,,Cut
Jimmy,Butler,Jimmy Butler,5d9d3cc97455336e87fb9d2e,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,76,0.08010171646535283,126,167,1.3253968253968254,170,65,38,103,0.6310679611650486,0.6310679611650486,65,38,103,0.6310679611650486,0,0,0,37,5,42,0.8809523809523809,12,25,79,8,6120261cea4488c9fd5c57c5,,Cut
Matisse,Thybulle,Matisse Thybulle,5d9d370d7455336e87f60c2f,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,76,0.211340206185567,82,118,1.4390243902439024,71,53,16,69,0.7681159420289855,0.7681159420289855,53,16,69,0.7681159420289855,0,0,0,12,3,15,0.8,3,9,59,7,6120261cea4488c9fd5c57c5,,Cut
Tyler,Johnson,Tyler Johnson,61c530b5df8a6a3c11fa44cb,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,3,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,Cut
Cole,Anthony,Cole Anthony,5fd42b555fe05a0e9f82085a,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,69,0.01533494753833737,19,25,1.3157894736842106,176,11,7,18,0.6111111111111112,0.6111111111111112,11,7,18,0.6111111111111112,0,0,0,3,1,4,0.75,2,3,12,0,6120261cea4488c9fd5c57c5,,Cut
Nikola,Vucevic,Nikola Vucevic,605fef725fe05a0e9f44695f,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,82,0.08704318936877077,131,167,1.2748091603053435,213,77,43,120,0.6416666666666667,0.6416666666666667,77,43,120,0.6416666666666667,0,0,0,13,3,16,0.8125,0,7,85,3,6120261cea4488c9fd5c57c5,,Cut
Kevin,Durant,Kevin Durant,5d97fb317455336e872883e9,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,63,0.030502392344497607,51,64,1.2549019607843137,230,25,16,41,0.6097560975609756,0.6097560975609756,25,16,41,0.6097560975609756,0,0,0,14,2,16,0.875,2,9,32,3,6120261cea4488c9fd5c57c5,,Cut
Lauri,Markkanen,Lauri Markkanen,615d0923e771e94fc00a6b9f,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,68,0.09161147902869757,83,109,1.3132530120481927,182,42,27,69,0.6086956521739131,0.6086956521739131,42,27,69,0.6086956521739131,0,0,0,25,3,28,0.8928571428571429,2,15,55,1,6120261cea4488c9fd5c57c5,,Cut
Marcus,Garrett,Marcus Garrett,615baa5fe771e94fc0c75d1f,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,15,,5,2,0.4,,1,3,4,0.25,0.25,1,3,4,0.25,0,0,0,0,2,2,0.0,0,1,1,0,6120261cea4488c9fd5c57c5,,Cut
