player_firstName,player_lastName,player_name,player_id,team_fullName,team_conference_name,team_conference_abbr,team_conference_id,team_division_name,team_division_abbr,team_division_id,team_name,team_abbr,team_id,stats_gp,stats_timePercent,stats_possessions,stats_points,stats_ppp,stats_pppRank,stats_fgMade,stats_fgMiss,stats_fgAttempt,stats_fgPercent,stats_fgPercentEffective,stats_shot2Made,stats_shot2Miss,stats_shot2Attempt,stats_shot2Percent,stats_shot3Made,stats_shot3Miss,stats_shot3Attempt,stats_shot3Percent,stats_ftMade,stats_ftMiss,stats_ftAttempt,stats_ftPercent,stats_plusOne,stats_shotFoul,stats_score,stats_turnover,SeasonID,SeasonLabel,QueryPlayType
Malcolm,Brogdon,Malcolm Brogdon,5d97763a7455336e8792256b,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,38,0.4178272980501393,300,305,1.0166666666666666,36,115,125,240,0.4791666666666667,0.5208333333333334,95,85,180,0.5277777777777778,20,40,60,0.3333333333333333,55,9,64,0.859375,4,25,144,30,6120261cea4488c9fd5c57c5,,PandRBallHandler
Justin,Robinson,Justin Robinson,615d0caee771e94fc01cac31,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,22,0.3137254901960784,32,15,0.46875,334,7,20,27,0.25925925925925924,0.2777777777777778,6,14,20,0.3,1,6,7,0.14285714285714285,0,0,0,,0,0,7,5,6120261cea4488c9fd5c57c5,,PandRBallHandler
Ryan,Arcidiacono,Ryan Arcidiacono,61d7ab9fdf8a6a3c11da3a70,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,10,,2,0,0.0,,0,1,1,0.0,0.0,0,0,0,,0,1,1,0.0,0,0,0,,0,0,0,1,6120261cea4488c9fd5c57c5,,PandRBallHandler
Cam,Reddish,Cam Reddish,61ea2165df8a6a3c115b13bf,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,15,0.1827956989247312,17,20,1.1764705882352942,11,7,7,14,0.5,0.5357142857142857,6,4,10,0.6,1,3,4,0.25,5,1,6,0.8333333333333334,2,4,9,1,6120261cea4488c9fd5c57c5,,PandRBallHandler
James,Johnson,James Johnson,615a2ab8e771e94fc0ad82c5,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,64,0.0641025641025641,25,30,1.2,10,13,8,21,0.6190476190476191,0.6428571428571429,12,8,20,0.6,1,0,1,1.0,3,1,4,0.75,2,3,14,3,6120261cea4488c9fd5c57c5,,PandRBallHandler
Saddiq,Bey,Saddiq Bey,5fd42b7d5fe05a0e9f828cab,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,84,0.11086637298091043,151,130,0.8609271523178808,150,43,69,112,0.38392857142857145,0.4330357142857143,32,41,73,0.4383561643835616,11,28,39,0.28205128205128205,33,4,37,0.8918918918918919,2,18,60,22,6120261cea4488c9fd5c57c5,,PandRBallHandler
Coby,White,Coby White,5d9bf9d27455336e876fcf10,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,67,0.23048327137546468,186,163,0.8763440860215054,136,64,86,150,0.4266666666666667,0.45666666666666667,55,62,117,0.4700854700854701,9,24,33,0.2727272727272727,26,2,28,0.9285714285714286,1,13,77,23,6120261cea4488c9fd5c57c5,,PandRBallHandler
Chuma,Okeke,Chuma Okeke,5fd42b555fe05a0e9f820874,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,70,0.07099697885196375,47,33,0.7021276595744681,269,11,28,39,0.28205128205128205,0.32051282051282054,8,20,28,0.2857142857142857,3,8,11,0.2727272727272727,8,0,8,1.0,0,4,15,4,6120261cea4488c9fd5c57c5,,PandRBallHandler
Max,Strus,Max Strus,5fd81d3c5fe05a0e9fdbec15,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,92,0.07072905331882481,65,56,0.8615384615384616,148,19,32,51,0.37254901960784315,0.49019607843137253,7,10,17,0.4117647058823529,12,22,34,0.35294117647058826,6,1,7,0.8571428571428571,0,3,22,11,6120261cea4488c9fd5c57c5,,PandRBallHandler
Cat,Barber,Cat Barber,61c76f8adf8a6a3c119ba756,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,3,,3,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,,0,2,2,0.0,0,0,0,1,6120261cea4488c9fd5c57c5,,PandRBallHandler
Thaddeus,Young,Thaddeus Young,6205d85ddf8a6a3c1168225a,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,32,,5,2,0.4,,1,2,3,0.3333333333333333,0.3333333333333333,1,2,3,0.3333333333333333,0,0,0,,0,0,0,,0,0,1,2,6120261cea4488c9fd5c57c5,,PandRBallHandler
Mason,Plumlee,Mason Plumlee,615dd267e771e94fc0302667,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,76,,2,2,1.0,,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,,0,0,0,,0,0,1,1,6120261cea4488c9fd5c57c5,,PandRBallHandler
P.J.,Washington,P.J. Washington,5d9a87a67455336e87b9df84,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,70,,9,9,1.0,,3,3,6,0.5,0.6666666666666666,1,2,3,0.3333333333333333,2,1,3,0.6666666666666666,1,1,2,0.5,0,1,4,2,6120261cea4488c9fd5c57c5,,PandRBallHandler
Jamorko,Pickett,Jamorko Pickett,615e4bcfe771e94fc0e9eb14,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,17,,3,3,1.0,,1,1,2,0.5,0.75,0,0,0,,1,1,2,0.5,0,0,0,,0,0,1,1,6120261cea4488c9fd5c57c5,,PandRBallHandler
Alex,Caruso,Alex Caruso,615d0923e771e94fc00a6bbf,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,49,0.1728395061728395,70,56,0.8,208,21,31,52,0.40384615384615385,0.4519230769230769,16,23,39,0.41025641025641024,5,8,13,0.38461538461538464,9,1,10,0.9,2,6,25,14,6120261cea4488c9fd5c57c5,,PandRBallHandler
Justin,James,Justin James,616a371be771e94fc06d1255,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,1,,3,4,1.3333333333333333,,2,0,2,1.0,1.0,2,0,2,1.0,0,0,0,,0,0,0,,0,0,2,1,6120261cea4488c9fd5c57c5,,PandRBallHandler
Kevin,Knox II,Kevin Knox II,5bb2a77eaeda719939f791eb,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,16,,2,3,1.5,,1,0,1,1.0,1.5,0,0,0,,1,0,1,1.0,0,0,0,,0,0,1,1,6120261cea4488c9fd5c57c5,,PandRBallHandler
Moritz,Wagner,Moritz Wagner,608a09b1e6c2413bc44b3c59,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,67,,5,7,1.4,,2,0,2,1.0,1.0,2,0,2,1.0,0,0,0,,3,1,4,0.75,0,2,4,1,6120261cea4488c9fd5c57c5,,PandRBallHandler
Semi,Ojeleye,Semi Ojeleye,615d0caee771e94fc01cac2d,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,20,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,PandRBallHandler
Jevon,Carter,Jevon Carter,621afd1825a534888553547b,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,31,0.29914529914529914,35,45,1.2857142857142858,4,18,12,30,0.6,0.7166666666666667,11,10,21,0.5238095238095238,7,2,9,0.7777777777777778,2,0,2,1.0,0,0,19,4,6120261cea4488c9fd5c57c5,,PandRBallHandler
Kevin,Love,Kevin Love,544580db300969b132fd4f34,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,81,0.013211382113821139,13,11,0.8461538461538461,156,4,8,12,0.3333333333333333,0.4583333333333333,1,1,2,0.5,3,7,10,0.3,0,0,0,,0,0,4,1,6120261cea4488c9fd5c57c5,,PandRBallHandler
Jalen,Suggs,Jalen Suggs,615baa58e771e94fc0c6c47d,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,51,0.2959697732997481,235,151,0.6425531914893617,289,50,110,160,0.3125,0.34375,40,74,114,0.3508771929824561,10,36,46,0.21739130434782608,41,10,51,0.803921568627451,5,23,72,53,6120261cea4488c9fd5c57c5,,PandRBallHandler
Goran,Dragic,Goran Dragic,621846dc25a5348885fe7bf3,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,21,0.315,63,47,0.746031746031746,251,21,27,48,0.4375,0.4479166666666667,20,21,41,0.4878048780487805,1,6,7,0.14285714285714285,4,4,8,0.5,0,1,25,11,6120261cea4488c9fd5c57c5,,PandRBallHandler
Montrezl,Harrell,Montrezl Harrell,62071ad507c7bd5c29bd1b9e,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,26,,2,2,1.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,,2,0,2,1.0,0,1,1,0,6120261cea4488c9fd5c57c5,,PandRBallHandler
Gordon,Hayward,Gordon Hayward,5fd582355fe05a0e9f6d194d,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,50,0.14174252275682706,109,86,0.7889908256880734,222,31,51,82,0.3780487804878049,0.4146341463414634,25,41,66,0.3787878787878788,6,10,16,0.375,18,2,20,0.9,2,8,40,18,6120261cea4488c9fd5c57c5,,PandRBallHandler
Dennis,Schroder,Dennis Schroder,615baa6de771e94fc0c84824,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,51,0.3556701030927835,276,249,0.9021739130434783,112,100,112,212,0.4716981132075472,0.5047169811320755,86,97,183,0.46994535519125685,14,15,29,0.4827586206896552,35,6,41,0.8536585365853658,7,18,117,47,6120261cea4488c9fd5c57c5,,PandRBallHandler
Gary,Harris,Gary Harris,605e96a05fe05a0e9fb90857,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,65,0.13616398243045388,93,51,0.5483870967741935,316,22,55,77,0.2857142857142857,0.3116883116883117,18,39,57,0.3157894736842105,4,16,20,0.2,3,1,4,0.75,0,1,24,14,6120261cea4488c9fd5c57c5,,PandRBallHandler
Pascal,Siakam,Pascal Siakam,5776bc735762021398fe3f48,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,74,0.13746312684365783,233,210,0.9012875536480687,114,87,99,186,0.46774193548387094,0.4731182795698925,85,84,169,0.5029585798816568,2,15,17,0.11764705882352941,34,9,43,0.7906976744186046,3,23,107,27,6120261cea4488c9fd5c57c5,,PandRBallHandler
Terry,Rozier,Terry Rozier,5d9a87a67455336e87b9df73,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,76,0.17903930131004367,246,202,0.8211382113821138,177,81,124,205,0.3951219512195122,0.4292682926829268,67,89,156,0.42948717948717946,14,35,49,0.2857142857142857,26,6,32,0.8125,8,17,92,30,6120261cea4488c9fd5c57c5,,PandRBallHandler
Collin,Sexton,Collin Sexton,5bb3fa2aaeda719939fe9b75,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,15,0.25096525096525096,65,38,0.5846153846153846,311,13,29,42,0.30952380952380953,0.30952380952380953,13,26,39,0.3333333333333333,0,3,3,0.0,12,2,14,0.8571428571428571,0,5,20,16,6120261cea4488c9fd5c57c5,,PandRBallHandler
Delon,Wright,Delon Wright,615baae0e771e94fc0d00166,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,87,0.28287841191067,114,103,0.9035087719298246,111,36,50,86,0.4186046511627907,0.4883720930232558,24,36,60,0.4,12,14,26,0.46153846153846156,19,2,21,0.9047619047619048,1,8,46,18,6120261cea4488c9fd5c57c5,,PandRBallHandler
Jeff,Dowtin,Jeff Dowtin,65e7c2ab173dae1774fde285,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,4,,3,2,0.6666666666666666,,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,,0,0,0,,0,0,1,1,6120261cea4488c9fd5c57c5,,PandRBallHandler
Lindell,Wigginton,Lindell Wigginton,61e0e45edf8a6a3c112e2ee0,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,19,0.25,22,10,0.45454545454545453,335,3,10,13,0.23076923076923078,0.23076923076923078,3,7,10,0.3,0,3,3,0.0,4,4,8,0.5,0,3,5,5,6120261cea4488c9fd5c57c5,,PandRBallHandler
Donte,DiVincenzo,Donte DiVincenzo,5bb553e3aeda719939fe7de8,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,17,0.16981132075471697,27,21,0.7777777777777778,229,7,14,21,0.3333333333333333,0.47619047619047616,1,9,10,0.1,6,5,11,0.5454545454545454,1,0,1,1.0,1,1,7,6,6120261cea4488c9fd5c57c5,,PandRBallHandler
Jalen,Smith,Jalen Smith,62071b7a07c7bd5c29bff546,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,22,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,PandRBallHandler
Kevin,Huerter,Kevin Huerter,5bb2ae87aeda71993907f691,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,84,0.19655521783181357,194,154,0.7938144329896907,218,64,96,160,0.4,0.440625,51,59,110,0.4636363636363636,13,37,50,0.26,13,1,14,0.9285714285714286,1,7,70,28,6120261cea4488c9fd5c57c5,,PandRBallHandler
Rodney,McGruder,Rodney McGruder,5fd42b7d5fe05a0e9f828cbf,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,53,0.04059040590405904,11,4,0.36363636363636365,345,2,9,11,0.18181818181818182,0.18181818181818182,2,6,8,0.25,0,3,3,0.0,0,0,0,,0,0,2,0,6120261cea4488c9fd5c57c5,,PandRBallHandler
Lauri,Markkanen,Lauri Markkanen,615d0923e771e94fc00a6b9f,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,68,,3,4,1.3333333333333333,,2,0,2,1.0,1.0,2,0,2,1.0,0,0,0,,0,0,0,,0,0,2,1,6120261cea4488c9fd5c57c5,,PandRBallHandler
Tyrese,Maxey,Tyrese Maxey,5fd979f65fe05a0e9f63ab88,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,90,0.34418282548476453,497,508,1.0221327967806841,33,201,222,423,0.475177304964539,0.5189125295508275,164,176,340,0.4823529411764706,37,46,83,0.4457831325301205,69,10,79,0.8734177215189873,16,45,232,43,6120261cea4488c9fd5c57c5,,PandRBallHandler
Charles,Bassey,Charles Bassey,615ba9bde771e94fc0bc4713,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,29,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,PandRBallHandler
Stanley,Johnson,Stanley Johnson,615d0923e771e94fc00a6bd5,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,4,,4,2,0.5,,0,2,2,0.0,0.0,0,1,1,0.0,0,1,1,0.0,2,0,2,1.0,0,1,1,1,6120261cea4488c9fd5c57c5,,PandRBallHandler
Luca,Vildoza,Luca Vildoza,626368d37cecca661e89e601,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,7,,2,0,0.0,,0,2,2,0.0,0.0,0,0,0,,0,2,2,0.0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,PandRBallHandler
Myles,Powell,Myles Powell,61c14aef5f9128fdf2204e5a,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,11,0.47619047619047616,10,4,0.4,343,2,7,9,0.2222222222222222,0.2222222222222222,2,3,5,0.4,0,4,4,0.0,0,0,0,,0,0,2,1,6120261cea4488c9fd5c57c5,,PandRBallHandler
James,Harden,James Harden,620f1ad207c7bd5c29a4b8c5,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,33,0.275,187,158,0.8449197860962567,157,42,70,112,0.375,0.45089285714285715,25,38,63,0.3968253968253968,17,32,49,0.3469387755102041,57,3,60,0.95,4,30,70,47,6120261cea4488c9fd5c57c5,,PandRBallHandler
Buddy,Hield,Buddy Hield,62071b7a07c7bd5c29bff52f,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,26,0.1799163179916318,86,56,0.6511627906976745,286,23,43,66,0.3484848484848485,0.4090909090909091,15,22,37,0.40540540540540543,8,21,29,0.27586206896551724,2,0,2,1.0,0,0,24,19,6120261cea4488c9fd5c57c5,,PandRBallHandler
Kyrie,Irving,Kyrie Irving,5d97fb317455336e872883e1,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,34,0.28843861740166865,242,236,0.9752066115702479,55,92,110,202,0.45544554455445546,0.5173267326732673,67,83,150,0.44666666666666666,25,27,52,0.4807692307692308,27,2,29,0.9310344827586207,4,14,103,29,6120261cea4488c9fd5c57c5,,PandRBallHandler
Paul,Reed,Paul Reed,5fd979f65fe05a0e9f63ab8c,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,54,,6,6,1.0,,2,2,4,0.5,0.5,2,2,4,0.5,0,0,0,,2,0,2,1.0,0,1,3,1,6120261cea4488c9fd5c57c5,,PandRBallHandler
Chaundee,Brown Jr.,Chaundee Brown Jr.,61ca7b32df8a6a3c1176bf02,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,3,,2,5,2.5,,1,0,1,1.0,1.5,0,0,0,,1,0,1,1.0,2,0,2,1.0,0,1,2,0,6120261cea4488c9fd5c57c5,,PandRBallHandler
Jeremy,Lamb,Jeremy Lamb,5d97763a7455336e8792258d,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,42,0.24522292993630573,77,65,0.8441558441558441,159,23,38,61,0.3770491803278688,0.38524590163934425,22,31,53,0.41509433962264153,1,7,8,0.125,18,2,20,0.9,4,10,31,8,6120261cea4488c9fd5c57c5,,PandRBallHandler
Derrick,Rose,Derrick Rose,576aec025762021398c5aab6,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,30,0.39528795811518325,151,114,0.7549668874172185,243,48,69,117,0.41025641025641024,0.42735042735042733,44,57,101,0.43564356435643564,4,12,16,0.25,14,0,14,1.0,2,7,54,28,6120261cea4488c9fd5c57c5,,PandRBallHandler
Isaiah,Livers,Isaiah Livers,615e4bcfe771e94fc0e9eaf2,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,19,,4,2,0.5,,0,2,2,0.0,0.0,0,2,2,0.0,0,0,0,,2,0,2,1.0,0,1,1,1,6120261cea4488c9fd5c57c5,,PandRBallHandler
Julius,Randle,Julius Randle,5d9be6e17455336e875c33e5,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,75,0.05378831694621168,93,80,0.8602150537634409,151,26,47,73,0.3561643835616438,0.4383561643835616,14,24,38,0.3684210526315789,12,23,35,0.34285714285714286,16,3,19,0.8421052631578947,1,8,35,11,6120261cea4488c9fd5c57c5,,PandRBallHandler
Corey,Kispert,Corey Kispert,615d0e4fe771e94fc0255ab8,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,81,0.03414634146341464,21,24,1.1428571428571428,16,8,9,17,0.47058823529411764,0.5588235294117647,5,5,10,0.5,3,4,7,0.42857142857142855,5,0,5,1.0,0,2,10,2,6120261cea4488c9fd5c57c5,,PandRBallHandler
ETwaun,Moore,ETwaun Moore,544580d0300969b132fd476d,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,4,,8,7,0.875,,3,4,7,0.42857142857142855,0.5,2,4,6,0.3333333333333333,1,0,1,1.0,0,0,0,,0,0,3,1,6120261cea4488c9fd5c57c5,,PandRBallHandler
Aaron,Holiday,Aaron Holiday,615d0e4fe771e94fc0255abc,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,45,0.30293159609120524,93,76,0.8172043010752689,185,33,41,74,0.44594594594594594,0.4594594594594595,31,38,69,0.4492753623188406,2,3,5,0.4,8,0,8,1.0,0,3,37,15,6120261cea4488c9fd5c57c5,,PandRBallHandler
Sam,Dekker,Sam Dekker,615ba9bde771e94fc0bc4771,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,5,,2,0,0.0,,0,2,2,0.0,0.0,0,1,1,0.0,0,1,1,0.0,0,0,0,,0,0,0,0,6120261cea4488c9fd5c57c5,,PandRBallHandler
Bogdan,Bogdanovic,Bogdan Bogdanovic,5fd42b555fe05a0e9f82087b,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,72,0.1928294573643411,199,166,0.8341708542713567,167,64,104,168,0.38095238095238093,0.4375,45,54,99,0.45454545454545453,19,50,69,0.2753623188405797,19,4,23,0.8260869565217391,0,7,75,20,6120261cea4488c9fd5c57c5,,PandRBallHandler
Goran,Dragic,Goran Dragic,615ba9bde771e94fc0bc4779,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,9,0.28,21,19,0.9047619047619048,109,7,9,16,0.4375,0.46875,6,9,15,0.4,1,0,1,1.0,4,0,4,1.0,0,1,9,3,6120261cea4488c9fd5c57c5,,PandRBallHandler
Grant,Riller,Grant Riller,615ba9bde771e94fc0bc473b,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,1,,2,2,1.0,,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,PandRBallHandler
