player_firstName,player_lastName,player_name,player_id,team_fullName,team_conference_name,team_conference_abbr,team_conference_id,team_division_name,team_division_abbr,team_division_id,team_name,team_abbr,team_id,stats_gp,stats_timePercent,stats_possessions,stats_points,stats_ppp,stats_pppRank,stats_fgMade,stats_fgMiss,stats_fgAttempt,stats_fgPercent,stats_fgPercentEffective,stats_shot2Made,stats_shot2Miss,stats_shot2Attempt,stats_shot2Percent,stats_shot3Made,stats_shot3Miss,stats_shot3Attempt,stats_shot3Percent,stats_ftMade,stats_ftMiss,stats_ftAttempt,stats_ftPercent,stats_plusOne,stats_shotFoul,stats_score,stats_turnover,SeasonID,SeasonLabel,QueryPlayType
Danny,Green,Danny Green,5fd979f65fe05a0e9f63ab7a,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,77,0.024390243902439025,12,14,1.1666666666666667,106,5,6,11,0.45454545454545453,0.6363636363636364,1,1,2,0.5,4,5,9,0.4444444444444444,0,0,0,,0,0,5,1,6120261cea4488c9fd5c57c5,,PandRRollMan
LaMelo,Ball,LaMelo Ball,5fd582355fe05a0e9f6d193b,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,80,,6,6,1.0,,2,3,5,0.4,0.6,0,1,1,0.0,2,2,4,0.5,0,0,0,,0,0,2,1,6120261cea4488c9fd5c57c5,,PandRRollMan
Trey,Lyles,Trey Lyles,615e4bcfe771e94fc0e9eaf7,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,55,0.22920517560073936,124,139,1.1209677419354838,121,43,57,100,0.43,0.53,23,21,44,0.5227272727272727,20,36,56,0.35714285714285715,33,10,43,0.7674418604651163,5,23,61,5,6120261cea4488c9fd5c57c5,,PandRRollMan
George,Hill,George Hill,616f7fc1e771e94fc0768410,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,62,,6,5,0.8333333333333334,,2,4,6,0.3333333333333333,0.4166666666666667,1,1,2,0.5,1,3,4,0.25,0,0,0,,0,0,2,0,6120261cea4488c9fd5c57c5,,PandRRollMan
Georges,Niang,Georges Niang,615ba9bde771e94fc0bc4736,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,92,0.06147540983606557,45,61,1.3555555555555556,32,24,21,45,0.5333333333333333,0.6777777777777778,11,4,15,0.7333333333333333,13,17,30,0.43333333333333335,0,0,0,,0,0,24,0,6120261cea4488c9fd5c57c5,,PandRRollMan
Jimmy,Butler,Jimmy Butler,5d9d3cc97455336e87fb9d2e,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,76,0.027972027972027972,44,63,1.4318181818181819,13,21,13,34,0.6176470588235294,0.6176470588235294,21,11,32,0.65625,0,2,2,0.0,21,2,23,0.9130434782608695,3,12,31,0,6120261cea4488c9fd5c57c5,,PandRRollMan
Jamorko,Pickett,Jamorko Pickett,615e4bcfe771e94fc0e9eb14,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,17,,8,8,1.0,,3,5,8,0.375,0.5,1,0,1,1.0,2,5,7,0.2857142857142857,0,0,0,,0,0,3,0,6120261cea4488c9fd5c57c5,,PandRRollMan
Cam,Thomas,Cam Thomas,615a2ab8e771e94fc0ad82e6,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,72,,6,5,0.8333333333333334,,1,2,3,0.3333333333333333,0.3333333333333333,1,2,3,0.3333333333333333,0,0,0,,3,2,5,0.6,0,2,2,1,6120261cea4488c9fd5c57c5,,PandRRollMan
Jalen,Suggs,Jalen Suggs,615baa58e771e94fc0c6c47d,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,51,,2,3,1.5,,1,1,2,0.5,0.5,1,0,1,1.0,0,1,1,0.0,1,0,1,1.0,1,1,1,0,6120261cea4488c9fd5c57c5,,PandRRollMan
Troy,Brown Jr.,Troy Brown Jr.,605fef725fe05a0e9f446954,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,73,,2,3,1.5,,1,1,2,0.5,0.75,0,0,0,,1,1,2,0.5,0,0,0,,0,0,1,0,6120261cea4488c9fd5c57c5,,PandRRollMan
