player_firstName,player_lastName,player_name,player_id,team_fullName,team_conference_name,team_conference_abbr,team_conference_id,team_division_name,team_division_abbr,team_division_id,team_name,team_abbr,team_id,stats_gp,stats_timePercent,stats_possessions,stats_points,stats_ppp,stats_pppRank,stats_fgMade,stats_fgMiss,stats_fgAttempt,stats_fgPercent,stats_fgPercentEffective,stats_shot2Made,stats_shot2Miss,stats_shot2Attempt,stats_shot2Percent,stats_shot3Made,stats_shot3Miss,stats_shot3Attempt,stats_shot3Percent,stats_ftMade,stats_ftMiss,stats_ftAttempt,stats_plusOne,stats_shotFoul,stats_score,stats_turnover,SeasonID,SeasonLabel,QueryPlayType,stats_ftPercent
Theo,Pinson,Theo Pinson,615baa6de771e94fc0c84817,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,2,,2,0,0.0,,0,2,2,0.0,0.0,0,0,0,,0,2,2,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,SpotUp,
Gary,Trent Jr.,Gary Trent Jr.,605e8e8d5fe05a0e9f62a986,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,80,0.2631959508315257,364,387,1.0631868131868132,161,138,210,348,0.39655172413793105,0.5387931034482759,39,54,93,0.41935483870967744,99,156,255,0.38823529411764707,12,5,17,4,10,143,10,6120261cea4488c9fd5c57c5,,SpotUp,0.7058823529411765
Kyle,Lowry,Kyle Lowry,615baa5fe771e94fc0c75d2c,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,77,0.18866080156402737,193,205,1.0621761658031088,161,71,102,173,0.41040462427745666,0.5838150289017341,11,21,32,0.34375,60,81,141,0.425531914893617,3,1,4,0,2,73,18,6120261cea4488c9fd5c57c5,,SpotUp,0.75
James,Harden,James Harden,600391f85fe05a0e9fc8f8e5,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,47,0.06987295825771325,77,80,1.0389610389610389,185,26,39,65,0.4,0.5384615384615384,8,13,21,0.38095238095238093,18,26,44,0.4090909090909091,10,2,12,0,6,32,6,6120261cea4488c9fd5c57c5,,SpotUp,0.8333333333333334
Cassius,Winston,Cassius Winston,5fd6bffd5fe05a0e9f57ebe8,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,7,,3,3,1.0,,1,2,3,0.3333333333333333,0.5,0,1,1,0.0,1,1,2,0.5,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,SpotUp,
Wes,Iwundu,Wes Iwundu,615dd267e771e94fc03025f2,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,4,,4,0,0.0,,0,4,4,0.0,0.0,0,3,3,0.0,0,1,1,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,SpotUp,
Trey,Lyles,Trey Lyles,615e4bcfe771e94fc0e9eaf7,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,55,0.26062846580406657,141,121,0.8581560283687943,399,42,77,119,0.35294117647058826,0.4411764705882353,21,24,45,0.4666666666666667,21,53,74,0.28378378378378377,16,5,21,4,12,49,14,6120261cea4488c9fd5c57c5,,SpotUp,0.7619047619047619
Wendell,Carter Jr.,Wendell Carter Jr.,605e96a05fe05a0e9fb90851,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,66,0.179596174282678,169,173,1.0236686390532543,205,60,88,148,0.40540540540540543,0.5135135135135135,28,29,57,0.49122807017543857,32,59,91,0.3516483516483517,21,4,25,3,13,70,10,6120261cea4488c9fd5c57c5,,SpotUp,0.84
Dalano,Banton,Dalano Banton,615ba9bde771e94fc0bc4753,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,73,0.17295597484276728,55,35,0.6363636363636364,493,13,37,50,0.26,0.35,4,11,15,0.26666666666666666,9,26,35,0.2571428571428571,0,0,0,0,0,13,5,6120261cea4488c9fd5c57c5,,SpotUp,
Ethan,Thompson,Ethan Thompson,615d0923e771e94fc00a6beb,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,2,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,SpotUp,
Caleb,Martin,Caleb Martin,615baa5fe771e94fc0c75d43,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,81,0.37066246056782337,235,262,1.1148936170212767,120,90,115,205,0.43902439024390244,0.5780487804878048,33,36,69,0.4782608695652174,57,79,136,0.41911764705882354,25,5,30,2,16,104,16,6120261cea4488c9fd5c57c5,,SpotUp,0.8333333333333334
Justin,Champagnie,Justin Champagnie,615ba9bde771e94fc0bc4766,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,41,0.32231404958677684,39,37,0.9487179487179487,316,13,21,34,0.38235294117647056,0.5441176470588235,2,2,4,0.5,11,19,30,0.36666666666666664,0,0,0,0,0,13,5,6120261cea4488c9fd5c57c5,,SpotUp,
Luke,Kornet,Luke Kornet,605e91e45fe05a0e9f879c75,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,21,,2,0,0.0,,0,2,2,0.0,0.0,0,0,0,,0,2,2,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,SpotUp,
Kyle,Guy,Kyle Guy,61cfc32cdf8a6a3c11fb886d,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,19,0.24096385542168675,20,22,1.1,127,8,11,19,0.42105263157894735,0.5789473684210527,2,3,5,0.4,6,8,14,0.42857142857142855,0,0,0,0,0,8,1,6120261cea4488c9fd5c57c5,,SpotUp,
Derrick,White,Derrick White,6207231107c7bd5c29e1e6a8,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,49,0.3969171483622351,206,188,0.912621359223301,355,62,120,182,0.34065934065934067,0.45879120879120877,19,31,50,0.38,43,89,132,0.32575757575757575,21,4,25,3,13,73,13,6120261cea4488c9fd5c57c5,,SpotUp,0.84
Alex,Caruso,Alex Caruso,615d0923e771e94fc00a6bbf,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,49,0.37530864197530867,152,141,0.9276315789473685,339,46,90,136,0.3382352941176471,0.4632352941176471,12,20,32,0.375,34,70,104,0.3269230769230769,15,1,16,0,6,54,8,6120261cea4488c9fd5c57c5,,SpotUp,0.9375
Cameron,Oliver,Cameron Oliver,61cd25e1df8a6a3c112eb5d3,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,2,,2,2,1.0,,1,1,2,0.5,0.5,1,0,1,1.0,0,1,1,0.0,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,SpotUp,
Seth,Curry,Seth Curry,5fd979f65fe05a0e9f63ab76,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,48,0.2579185520361991,171,176,1.0292397660818713,199,68,87,155,0.43870967741935485,0.5580645161290323,31,27,58,0.5344827586206896,37,60,97,0.38144329896907214,3,0,3,1,2,69,15,6120261cea4488c9fd5c57c5,,SpotUp,1.0
Kevin,Pangos,Kevin Pangos,615d0923e771e94fc00a6bac,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,28,0.3020833333333333,29,13,0.4482758620689655,529,5,23,28,0.17857142857142858,0.23214285714285715,2,5,7,0.2857142857142857,3,18,21,0.14285714285714285,0,0,0,0,0,5,1,6120261cea4488c9fd5c57c5,,SpotUp,
Dylan,Windler,Dylan Windler,5da12eb17455336e87bfe4a7,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,53,0.5071428571428571,71,65,0.9154929577464789,353,20,39,59,0.3389830508474576,0.4915254237288136,2,3,5,0.4,18,36,54,0.3333333333333333,7,1,8,0,2,24,8,6120261cea4488c9fd5c57c5,,SpotUp,0.875
Alec,Burks,Alec Burks,5fd42b7d5fe05a0e9f828c77,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,84,0.362303664921466,346,379,1.0953757225433527,134,126,181,307,0.41042345276872966,0.5570032573289903,36,53,89,0.4044943820224719,90,128,218,0.41284403669724773,37,11,48,8,24,144,19,6120261cea4488c9fd5c57c5,,SpotUp,0.7708333333333334
Micah,Potter,Micah Potter,615baa5fe771e94fc0c75d4d,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,3,,7,9,1.2857142857142858,,3,3,6,0.5,0.5833333333333334,2,0,2,1.0,1,3,4,0.25,2,0,2,0,1,4,0,6120261cea4488c9fd5c57c5,,SpotUp,1.0
Justin,Holiday,Justin Holiday,5d97763a7455336e8792258b,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,51,0.36685288640595903,197,192,0.9746192893401016,282,67,115,182,0.36813186813186816,0.5137362637362637,14,17,31,0.45161290322580644,53,98,151,0.3509933774834437,5,1,6,0,2,70,12,6120261cea4488c9fd5c57c5,,SpotUp,0.8333333333333334
Cade,Cunningham,Cade Cunningham,615e4bcfe771e94fc0e9eab4,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,64,0.17202692595362754,230,227,0.9869565217391304,261,80,138,218,0.3669724770642202,0.49770642201834864,23,26,49,0.46938775510204084,57,112,169,0.33727810650887574,10,0,10,0,3,85,7,6120261cea4488c9fd5c57c5,,SpotUp,1.0
Caris,LeVert,Caris LeVert,60051e2c5fe05a0e9f1de816,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,39,0.17345597897503284,132,129,0.9772727272727273,279,49,72,121,0.4049586776859504,0.49586776859504134,27,26,53,0.5094339622641509,22,46,68,0.3235294117647059,9,2,11,1,5,54,6,6120261cea4488c9fd5c57c5,,SpotUp,0.8181818181818182
Rodney,Hood,Rodney Hood,615d0caee771e94fc01cac24,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,40,0.4697986577181208,70,51,0.7285714285714285,466,17,48,65,0.26153846153846155,0.36153846153846153,4,10,14,0.2857142857142857,13,38,51,0.2549019607843137,4,0,4,0,2,19,3,6120261cea4488c9fd5c57c5,,SpotUp,1.0
Keifer,Sykes,Keifer Sykes,615d00e0e771e94fc0d29283,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,34,0.29338842975206614,71,51,0.7183098591549296,470,18,50,68,0.2647058823529412,0.375,3,14,17,0.17647058823529413,15,36,51,0.29411764705882354,0,0,0,0,0,18,3,6120261cea4488c9fd5c57c5,,SpotUp,
Nikola,Vucevic,Nikola Vucevic,605fef725fe05a0e9f44695f,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,82,0.15614617940199335,235,210,0.8936170212765957,376,82,141,223,0.36771300448430494,0.46860986547085204,37,38,75,0.49333333333333335,45,103,148,0.30405405405405406,1,1,2,2,2,82,12,6120261cea4488c9fd5c57c5,,SpotUp,0.5
Matisse,Thybulle,Matisse Thybulle,5d9d370d7455336e87f60c2f,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,76,0.42010309278350516,163,142,0.8711656441717791,389,48,104,152,0.3157894736842105,0.45723684210526316,5,11,16,0.3125,43,93,136,0.3161764705882353,3,1,4,0,1,50,9,6120261cea4488c9fd5c57c5,,SpotUp,0.75
Jaysean,Paige,Jaysean Paige,61d1137adf8a6a3c11f47097,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,1,,1,0,0.0,,0,1,1,0.0,0.0,0,0,0,,0,1,1,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,SpotUp,
Thomas,Bryant,Thomas Bryant,5bb2a77eaeda719939f79244,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,27,0.16756756756756758,31,23,0.7419354838709677,460,9,21,30,0.3,0.38333333333333336,4,4,8,0.5,5,17,22,0.22727272727272727,0,0,0,0,0,9,1,6120261cea4488c9fd5c57c5,,SpotUp,
Marcus,Smart,Marcus Smart,544580cc300969b132fd451e,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,94,0.3656716417910448,490,478,0.9755102040816327,281,164,289,453,0.3620309050772627,0.4900662251655629,48,58,106,0.4528301886792453,116,231,347,0.33429394812680113,34,9,43,7,23,179,20,6120261cea4488c9fd5c57c5,,SpotUp,0.7906976744186046
Kyle,Kuzma,Kyle Kuzma,615d0e4fe771e94fc0255ab5,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,70,0.28309409888357256,355,346,0.9746478873239437,282,119,186,305,0.3901639344262295,0.521311475409836,39,44,83,0.46987951807228917,80,142,222,0.36036036036036034,28,12,40,5,21,136,33,6120261cea4488c9fd5c57c5,,SpotUp,0.7
Jayson,Tatum,Jayson Tatum,59e63aec44b2b8aa7e5be7fb,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,103,0.16468401486988848,443,498,1.1241534988713318,116,161,222,383,0.42036553524804177,0.5639686684073107,51,77,128,0.3984375,110,145,255,0.43137254901960786,66,8,74,7,34,193,28,6120261cea4488c9fd5c57c5,,SpotUp,0.8918918918918919
Georges,Niang,Georges Niang,615ba9bde771e94fc0bc4736,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,92,0.5710382513661202,418,479,1.145933014354067,90,166,224,390,0.4256410256410256,0.591025641025641,37,48,85,0.43529411764705883,129,176,305,0.42295081967213116,18,4,22,4,13,174,19,6120261cea4488c9fd5c57c5,,SpotUp,0.8181818181818182
Wes,Iwundu,Wes Iwundu,61c530b5df8a6a3c11fa44c2,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,3,0.5238095238095238,11,13,1.1818181818181819,54,4,5,9,0.4444444444444444,0.6111111111111112,1,3,4,0.25,3,2,5,0.6,2,0,2,0,1,5,1,6120261cea4488c9fd5c57c5,,SpotUp,1.0
Taj,Gibson,Taj Gibson,5d9be6e17455336e875c33d0,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,56,0.1626984126984127,41,49,1.1951219512195121,45,17,22,39,0.4358974358974359,0.6025641025641025,4,3,7,0.5714285714285714,13,19,32,0.40625,2,0,2,0,1,18,1,6120261cea4488c9fd5c57c5,,SpotUp,1.0
Trae,Young,Trae Young,5bb2ae87aeda71993907f6b5,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,85,0.07037358818418767,162,203,1.2530864197530864,26,68,69,137,0.49635036496350365,0.6167883211678832,35,36,71,0.49295774647887325,33,33,66,0.5,34,3,37,5,17,82,10,6120261cea4488c9fd5c57c5,,SpotUp,0.918918918918919
Paul,Reed,Paul Reed,5fd979f65fe05a0e9f63ab8c,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,54,0.175,35,28,0.8,430,12,20,32,0.375,0.4375,8,14,22,0.36363636363636365,4,6,10,0.4,0,0,0,0,0,12,3,6120261cea4488c9fd5c57c5,,SpotUp,
Mitch,Ballock,Mitch Ballock,615d0923e771e94fc00a6b90,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,1,,1,3,3.0,,1,0,1,1.0,1.5,0,0,0,,1,0,1,1.0,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,SpotUp,
Isaiah,Stewart,Isaiah Stewart,5fd42b7d5fe05a0e9f828ccc,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,75,0.07739938080495357,50,47,0.94,328,19,30,49,0.3877551020408163,0.47959183673469385,10,14,24,0.4166666666666667,9,16,25,0.36,0,1,1,1,1,19,1,6120261cea4488c9fd5c57c5,,SpotUp,0.0
ETwaun,Moore,ETwaun Moore,544580d0300969b132fd476d,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,4,,7,8,1.1428571428571428,,3,3,6,0.5,0.6666666666666666,1,1,2,0.5,2,2,4,0.5,0,0,0,0,0,3,1,6120261cea4488c9fd5c57c5,,SpotUp,
Sam,Dekker,Sam Dekker,615ba9bde771e94fc0bc4771,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,5,,3,5,1.6666666666666667,,2,1,3,0.6666666666666666,0.8333333333333334,1,0,1,1.0,1,1,2,0.5,0,0,0,0,0,2,0,6120261cea4488c9fd5c57c5,,SpotUp,
Marcus,Garrett,Marcus Garrett,615baa5fe771e94fc0c75d1f,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,15,0.3939393939393939,13,6,0.46153846153846156,525,2,10,12,0.16666666666666666,0.25,0,7,7,0.0,2,3,5,0.4,0,0,0,0,0,2,1,6120261cea4488c9fd5c57c5,,SpotUp,
Grant,Riller,Grant Riller,615ba9bde771e94fc0bc473b,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,1,,1,0,0.0,,0,1,1,0.0,0.0,0,0,0,,0,1,1,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,SpotUp,
Bam,Adebayo,Bam Adebayo,59e63aef44b2b8aa7e5bf532,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,78,0.05128205128205128,68,63,0.9264705882352942,342,24,30,54,0.4444444444444444,0.4444444444444444,24,29,53,0.4528301886792453,0,1,1,0.0,15,2,17,1,9,32,6,6120261cea4488c9fd5c57c5,,SpotUp,0.8823529411764706
Evan,Mobley,Evan Mobley,615d0923e771e94fc00a6ba2,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,76,0.15077989601386482,174,114,0.6551724137931034,486,43,109,152,0.28289473684210525,0.33223684210526316,28,57,85,0.32941176470588235,15,52,67,0.22388059701492538,13,4,17,3,10,50,15,6120261cea4488c9fd5c57c5,,SpotUp,0.7647058823529411
Alize,Johnson,Alize Johnson,61cbcd84df8a6a3c11f7df36,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,3,,1,0,0.0,,0,1,1,0.0,0.0,0,0,0,,0,1,1,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,SpotUp,
Josh,Jackson,Josh Jackson,5fd42b7d5fe05a0e9f828cb6,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,43,0.36712328767123287,134,111,0.8283582089552238,415,40,84,124,0.3225806451612903,0.42338709677419356,15,21,36,0.4166666666666667,25,63,88,0.2840909090909091,6,2,8,0,3,44,6,6120261cea4488c9fd5c57c5,,SpotUp,0.75
T.J.,McConnell,T.J. McConnell,5d97763a7455336e87922593,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,31,0.14388489208633093,40,38,0.95,315,15,23,38,0.39473684210526316,0.5,7,6,13,0.5384615384615384,8,17,25,0.32,0,1,1,1,1,15,2,6120261cea4488c9fd5c57c5,,SpotUp,0.0
Tim,Frazier,Tim Frazier,621d892325a5348885b24f9a,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,2,,1,2,2.0,,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,SpotUp,
DeAndre',Bembry,DeAndre' Bembry,620f1ad207c7bd5c29a4b8d1,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,8,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,SpotUp,
Charles,Bassey,Charles Bassey,615ba9bde771e94fc0bc4713,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,29,,4,3,0.75,,1,3,4,0.25,0.375,0,2,2,0.0,1,1,2,0.5,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,SpotUp,
Lamar,Stevens,Lamar Stevens,5fd57d3a5fe05a0e9f5ac60e,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,68,0.33726415094339623,143,116,0.8111888111888111,424,48,81,129,0.37209302325581395,0.437984496124031,31,37,68,0.45588235294117646,17,44,61,0.2786885245901639,3,1,4,2,3,49,13,6120261cea4488c9fd5c57c5,,SpotUp,0.75
Quentin,Grimes,Quentin Grimes,615d00e0e771e94fc0d29297,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,50,0.5177304964539007,146,172,1.178082191780822,58,58,78,136,0.4264705882352941,0.6213235294117647,5,8,13,0.38461538461538464,53,70,123,0.43089430894308944,3,2,5,1,1,60,8,6120261cea4488c9fd5c57c5,,SpotUp,0.6
Miles,McBride,Miles McBride,615d00e0e771e94fc0d2929c,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,43,0.3305785123966942,40,29,0.725,468,11,29,40,0.275,0.3625,4,4,8,0.5,7,25,32,0.21875,0,0,0,0,0,11,0,6120261cea4488c9fd5c57c5,,SpotUp,
AJ,Lawson,AJ Lawson,615baae0e771e94fc0d0014b,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,1,,4,6,1.5,,2,1,3,0.6666666666666666,1.0,0,1,1,0.0,2,0,2,1.0,0,0,0,0,0,2,1,6120261cea4488c9fd5c57c5,,SpotUp,
D.J.,Wilson,D.J. Wilson,61c9129edf8a6a3c11ab093b,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,4,,3,5,1.6666666666666667,,2,0,2,1.0,1.0,2,0,2,1.0,0,0,0,,1,1,2,0,0,3,0,6120261cea4488c9fd5c57c5,,SpotUp,0.5
James,Ennis III,James Ennis III,61be9e07821d0c019c96e668,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,2,,3,5,1.6666666666666667,,2,1,3,0.6666666666666666,0.8333333333333334,1,1,2,0.5,1,0,1,1.0,0,0,0,0,0,2,0,6120261cea4488c9fd5c57c5,,SpotUp,
De'Andre,Hunter,De'Andre Hunter,5d9bee7d7455336e8764a789,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,62,0.3387096774193548,294,304,1.034013605442177,190,105,151,256,0.41015625,0.533203125,42,61,103,0.4077669902912621,63,90,153,0.4117647058823529,31,9,40,2,15,121,20,6120261cea4488c9fd5c57c5,,SpotUp,0.775
