player_firstName,player_lastName,player_name,player_id,team_fullName,team_conference_name,team_conference_abbr,team_conference_id,team_division_name,team_division_abbr,team_division_id,team_name,team_abbr,team_id,stats_gp,stats_timePercent,stats_possessions,stats_points,stats_ppp,stats_pppRank,stats_fgMade,stats_fgMiss,stats_fgAttempt,stats_fgPercent,stats_fgPercentEffective,stats_shot2Made,stats_shot2Miss,stats_shot2Attempt,stats_shot2Percent,stats_shot3Made,stats_shot3Miss,stats_shot3Attempt,stats_shot3Percent,stats_ftMade,stats_ftMiss,stats_ftAttempt,stats_plusOne,stats_shotFoul,stats_score,stats_turnover,SeasonID,SeasonLabel,QueryPlayType,stats_ftPercent
Mychal,Mulder,Mychal Mulder,6179fbe4e771e94fc033b27b,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,15,0.42105263157894735,32,27,0.84375,408,9,22,31,0.2903225806451613,0.43548387096774194,0,2,2,0.0,9,20,29,0.3103448275862069,0,0,0,0,0,9,1,6120261cea4488c9fd5c57c5,,SpotUp,
Kessler,Edwards,Kessler Edwards,615a2ab8e771e94fc0ad82b9,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,54,0.3958333333333333,133,106,0.7969924812030075,434,36,82,118,0.3050847457627119,0.423728813559322,8,13,21,0.38095238095238093,28,69,97,0.28865979381443296,6,1,7,1,3,39,12,6120261cea4488c9fd5c57c5,,SpotUp,0.8571428571428571
DJ,Stewart,DJ Stewart,615baa5fe771e94fc0c75d6c,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,4,,2,0,0.0,,0,1,1,0.0,0.0,0,0,0,,0,1,1,0.0,0,0,0,0,0,0,1,6120261cea4488c9fd5c57c5,,SpotUp,
James,Johnson,James Johnson,615a2ab8e771e94fc0ad82c5,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,64,0.33076923076923076,129,112,0.8682170542635659,390,40,76,116,0.3448275862068966,0.43103448275862066,20,21,41,0.4878048780487805,20,55,75,0.26666666666666666,12,6,18,2,8,48,5,6120261cea4488c9fd5c57c5,,SpotUp,0.6666666666666666
Kevin,Knox II,Kevin Knox II,5bb2a77eaeda719939f791eb,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,16,0.5373134328358209,36,35,0.9722222222222222,287,12,21,33,0.36363636363636365,0.5151515151515151,2,4,6,0.3333333333333333,10,17,27,0.37037037037037035,1,1,2,0,1,13,2,6120261cea4488c9fd5c57c5,,SpotUp,0.5
Nik,Stauskas,Nik Stauskas,61cfc32cdf8a6a3c11fb8875,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,2,,5,7,1.4,,2,2,4,0.5,0.625,1,0,1,1.0,1,2,3,0.3333333333333333,2,0,2,0,1,3,0,6120261cea4488c9fd5c57c5,,SpotUp,1.0
Duane,Washington Jr.,Duane Washington Jr.,615d00e0e771e94fc0d2928c,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,52,0.31962616822429907,171,196,1.1461988304093567,90,68,91,159,0.4276729559748428,0.5849056603773585,18,28,46,0.391304347826087,50,63,113,0.4424778761061947,10,2,12,2,6,73,7,6120261cea4488c9fd5c57c5,,SpotUp,0.8333333333333334
Javin,DeLaurier,Javin DeLaurier,615d0caee771e94fc01cac21,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,5,,4,1,0.25,,0,3,3,0.0,0.0,0,1,1,0.0,0,2,2,0.0,1,1,2,0,1,1,0,6120261cea4488c9fd5c57c5,,SpotUp,0.5
Saddiq,Bey,Saddiq Bey,5fd42b7d5fe05a0e9f828cab,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,84,0.32158590308370044,438,441,1.0068493150684932,229,144,254,398,0.36180904522613067,0.5087939698492462,27,53,80,0.3375,117,201,318,0.36792452830188677,36,11,47,4,25,164,19,6120261cea4488c9fd5c57c5,,SpotUp,0.7659574468085106
James,Bouknight,James Bouknight,615dd267e771e94fc030255b,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,35,0.2033898305084746,48,49,1.0208333333333333,213,15,26,41,0.36585365853658536,0.47560975609756095,6,10,16,0.375,9,16,25,0.36,10,2,12,2,7,20,2,6120261cea4488c9fd5c57c5,,SpotUp,0.8333333333333334
Ricky,Rubio,Ricky Rubio,615d0923e771e94fc00a6bae,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,39,0.2,120,106,0.8833333333333333,381,38,71,109,0.3486238532110092,0.47706422018348627,10,14,24,0.4166666666666667,28,57,85,0.32941176470588235,2,1,3,1,1,39,10,6120261cea4488c9fd5c57c5,,SpotUp,0.6666666666666666
Montrezl,Harrell,Montrezl Harrell,62071ad507c7bd5c29bd1b9e,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,26,,6,5,0.8333333333333334,,1,3,4,0.25,0.25,1,3,4,0.25,0,0,0,,3,1,4,0,2,3,0,6120261cea4488c9fd5c57c5,,SpotUp,0.75
Frank,Jackson,Frank Jackson,5feaaf9d5fe05a0e9fcf8d24,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,56,0.3640939597315436,217,208,0.9585253456221198,304,71,127,198,0.35858585858585856,0.4823232323232323,22,26,48,0.4583333333333333,49,101,150,0.32666666666666666,17,4,21,1,9,79,11,6120261cea4488c9fd5c57c5,,SpotUp,0.8095238095238095
Myles,Turner,Myles Turner,55a494fe1e31501db44135d1,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,46,0.3383177570093458,181,197,1.0883977900552486,143,68,96,164,0.4146341463414634,0.5396341463414634,27,22,49,0.5510204081632653,41,74,115,0.3565217391304348,20,4,24,2,12,79,6,6120261cea4488c9fd5c57c5,,SpotUp,0.8333333333333334
Isaiah,Jackson,Isaiah Jackson,615d00e0e771e94fc0d2927b,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,40,0.08709677419354839,27,20,0.7407407407407407,461,6,18,24,0.25,0.375,0,7,7,0.0,6,11,17,0.35294117647058826,2,0,2,0,1,7,2,6120261cea4488c9fd5c57c5,,SpotUp,1.0
Malcolm,Hill,Malcolm Hill,61e3971ddf8a6a3c11aa968e,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,16,0.5490196078431373,28,27,0.9642857142857143,300,9,16,25,0.36,0.48,3,0,3,1.0,6,16,22,0.2727272727272727,3,1,4,1,2,10,2,6120261cea4488c9fd5c57c5,,SpotUp,0.75
Wayne,Selden,Wayne Selden,615d00e0e771e94fc0d292a0,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,3,,4,4,1.0,,1,2,3,0.3333333333333333,0.5,0,1,1,0.0,1,1,2,0.5,1,1,2,0,1,2,0,6120261cea4488c9fd5c57c5,,SpotUp,0.5
Jordan,Schakel,Jordan Schakel,615d0e4fe771e94fc0255ab1,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,6,,8,5,0.625,,1,6,7,0.14285714285714285,0.21428571428571427,0,1,1,0.0,1,5,6,0.16666666666666666,2,0,2,0,1,2,0,6120261cea4488c9fd5c57c5,,SpotUp,1.0
Malik,Newman,Malik Newman,5e40c9347455336e87b29302,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,1,,2,0,0.0,,0,1,1,0.0,0.0,0,0,0,,0,1,1,0.0,0,0,0,0,0,0,1,6120261cea4488c9fd5c57c5,,SpotUp,
Kevin,Love,Kevin Love,544580db300969b132fd4f34,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,81,0.2926829268292683,288,328,1.1388888888888888,99,104,160,264,0.3939393939393939,0.5700757575757576,11,18,29,0.3793103448275862,93,142,235,0.39574468085106385,27,5,32,2,13,115,12,6120261cea4488c9fd5c57c5,,SpotUp,0.84375
Javonte,Smart,Javonte Smart,61ac3648d7ea140d4ab2ba06,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,13,0.3090909090909091,17,9,0.5294117647058824,516,3,13,16,0.1875,0.28125,0,5,5,0.0,3,8,11,0.2727272727272727,0,0,0,0,0,3,1,6120261cea4488c9fd5c57c5,,SpotUp,
Tyler,Johnson,Tyler Johnson,61c530b5df8a6a3c11fa44cb,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,3,,5,8,1.6,,3,2,5,0.6,0.8,1,0,1,1.0,2,2,4,0.5,0,0,0,0,0,3,0,6120261cea4488c9fd5c57c5,,SpotUp,
Justin,Robinson,Justin Robinson,615d0caee771e94fc01cac31,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,22,0.30392156862745096,31,29,0.9354838709677419,331,10,19,29,0.3448275862068966,0.5,1,0,1,1.0,9,19,28,0.32142857142857145,0,0,0,0,0,10,2,6120261cea4488c9fd5c57c5,,SpotUp,
Stanley,Johnson,Stanley Johnson,615d0923e771e94fc00a6bd5,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,4,,6,9,1.5,,3,3,6,0.5,0.75,0,2,2,0.0,3,1,4,0.75,0,0,0,0,0,3,0,6120261cea4488c9fd5c57c5,,SpotUp,
Cameron,Reddish,Cameron Reddish,5d9bee7d7455336e8764a791,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,38,0.24742268041237114,120,136,1.1333333333333333,105,44,65,109,0.4036697247706422,0.5779816513761468,6,19,25,0.24,38,46,84,0.4523809523809524,10,2,12,0,6,50,5,6120261cea4488c9fd5c57c5,,SpotUp,0.8333333333333334
OG,Anunoby,OG Anunoby,59e63b3944b2b8aa7e5d70bf,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,58,0.2913306451612903,289,318,1.1003460207612457,127,112,161,273,0.41025641025641024,0.5714285714285714,24,25,49,0.4897959183673469,88,136,224,0.39285714285714285,6,3,9,1,5,116,12,6120261cea4488c9fd5c57c5,,SpotUp,0.6666666666666666
Nicolas,Claxton,Nicolas Claxton,5d97fb317455336e8728840f,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,55,,6,3,0.5,,1,3,4,0.25,0.25,1,3,4,0.25,0,0,0,,1,1,2,0,1,2,1,6120261cea4488c9fd5c57c5,,SpotUp,0.5
Khris,Middleton,Khris Middleton,544580de300969b132fd50b6,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,70,0.14938361131254532,206,267,1.296116504854369,16,93,98,191,0.4869109947643979,0.6596858638743456,27,23,50,0.54,66,75,141,0.46808510638297873,15,2,17,3,9,99,9,6120261cea4488c9fd5c57c5,,SpotUp,0.8823529411764706
Juwan,Morgan,Juwan Morgan,615baa6de771e94fc0c8480d,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,11,,1,0,0.0,,0,1,1,0.0,0.0,0,0,0,,0,1,1,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,SpotUp,
Joel,Embiid,Joel Embiid,544580d1300969b132fd482b,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,80,0.11802973977695168,254,267,1.0511811023622046,175,90,126,216,0.4166666666666667,0.5138888888888888,48,46,94,0.5106382978723404,42,80,122,0.3442622950819672,45,11,56,9,31,112,15,6120261cea4488c9fd5c57c5,,SpotUp,0.8035714285714286
Cody,Martin,Cody Martin,5d9a87a67455336e87b9df7c,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,76,0.3374340949033392,192,210,1.09375,134,78,92,170,0.4588235294117647,0.5882352941176471,34,21,55,0.6181818181818182,44,71,115,0.3826086956521739,10,1,11,4,7,81,19,6120261cea4488c9fd5c57c5,,SpotUp,0.9090909090909091
LaMarcus,Aldridge,LaMarcus Aldridge,606284c35fe05a0e9f1649da,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,50,0.1672473867595819,96,100,1.0416666666666667,180,44,51,95,0.4631578947368421,0.5052631578947369,36,28,64,0.5625,8,23,31,0.25806451612903225,4,1,5,3,4,45,0,6120261cea4488c9fd5c57c5,,SpotUp,0.8
Bruce,Brown,Bruce Brown,5fd6bffd5fe05a0e9f57ebed,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,81,0.27323943661971833,194,219,1.1288659793814433,110,77,99,176,0.4375,0.5653409090909091,32,32,64,0.5,45,67,112,0.4017857142857143,20,5,25,5,14,86,8,6120261cea4488c9fd5c57c5,,SpotUp,0.8
Paul,Millsap,Paul Millsap,620c692407c7bd5c29edbc9c,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,10,0.3170731707317073,13,6,0.46153846153846156,525,2,9,11,0.18181818181818182,0.22727272727272727,1,4,5,0.2,1,5,6,0.16666666666666666,1,1,2,0,1,3,1,6120261cea4488c9fd5c57c5,,SpotUp,0.5
Rodney,McGruder,Rodney McGruder,5fd42b7d5fe05a0e9f828cbf,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,53,0.42066420664206644,114,158,1.3859649122807018,11,54,47,101,0.5346534653465347,0.7475247524752475,11,4,15,0.7333333333333333,43,43,86,0.5,7,5,12,0,5,60,7,6120261cea4488c9fd5c57c5,,SpotUp,0.5833333333333334
Shaquille,Harrison,Shaquille Harrison,615ba9bde771e94fc0bc4723,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,4,,2,0,0.0,,0,2,2,0.0,0.0,0,0,0,,0,2,2,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,SpotUp,
Markelle,Fultz,Markelle Fultz,5c5fa61285d07ba9761a86e9,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,18,0.07929515418502203,18,16,0.8888888888888888,379,6,11,17,0.35294117647058826,0.38235294117647056,5,7,12,0.4166666666666667,1,4,5,0.2,3,0,3,1,2,7,0,6120261cea4488c9fd5c57c5,,SpotUp,1.0
DeAndre',Bembry,DeAndre' Bembry,615a2ab8e771e94fc0ad8282,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,51,0.3215547703180212,91,96,1.054945054945055,169,35,40,75,0.4666666666666667,0.56,21,17,38,0.5526315789473685,14,23,37,0.3783783783783784,12,1,13,1,5,41,10,6120261cea4488c9fd5c57c5,,SpotUp,0.9230769230769231
Malik,Fitts,Malik Fitts,621846dc25a5348885fe7bdf,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,17,0.7142857142857143,10,19,1.9,1,7,3,10,0.7,0.95,2,0,2,1.0,5,3,8,0.625,0,0,0,0,0,7,0,6120261cea4488c9fd5c57c5,,SpotUp,
Daniel,Oturu,Daniel Oturu,61c9129edf8a6a3c11ab0936,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,3,,1,0,0.0,,0,1,1,0.0,0.0,0,0,0,,0,1,1,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,SpotUp,
Joe,Harris,Joe Harris,57ab81d7576202139867c67a,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,17,0.41916167664670656,70,84,1.2,43,30,36,66,0.45454545454545453,0.6363636363636364,6,6,12,0.5,24,30,54,0.4444444444444444,0,0,0,0,0,30,4,6120261cea4488c9fd5c57c5,,SpotUp,
Isaiah,Livers,Isaiah Livers,615e4bcfe771e94fc0e9eaf2,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,19,0.4954954954954955,55,54,0.9818181818181818,272,19,30,49,0.3877551020408163,0.5306122448979592,5,1,6,0.8333333333333334,14,29,43,0.32558139534883723,2,1,3,1,2,20,5,6120261cea4488c9fd5c57c5,,SpotUp,0.6666666666666666
Danuel,House Jr.,Danuel House Jr.,61c5377fdf8a6a3c1112079e,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,1,,1,0,0.0,,0,1,1,0.0,0.0,0,0,0,,0,1,1,0.0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,SpotUp,
Justin,Jackson,Justin Jackson,61c3f077df8a6a3c11db69dd,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,1,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,SpotUp,
Scottie,Lewis,Scottie Lewis,615dd267e771e94fc030263a,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,4,,3,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,,0,0,0,0,0,0,2,6120261cea4488c9fd5c57c5,,SpotUp,
Charlie,Brown Jr.,Charlie Brown Jr.,61d8f572df8a6a3c114e4f01,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,19,0.2727272727272727,12,4,0.3333333333333333,535,1,9,10,0.1,0.1,1,1,2,0.5,0,8,8,0.0,2,0,2,0,1,2,1,6120261cea4488c9fd5c57c5,,SpotUp,1.0
Jordan,Nwora,Jordan Nwora,5fd589be5fe05a0e9f893fa2,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,75,0.3018867924528302,192,186,0.96875,293,69,106,175,0.3942857142857143,0.5228571428571429,24,30,54,0.4444444444444444,45,76,121,0.371900826446281,3,2,5,1,3,70,15,6120261cea4488c9fd5c57c5,,SpotUp,0.6
Jalen,Smith,Jalen Smith,62071b7a07c7bd5c29bff546,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,22,0.2784313725490196,71,68,0.9577464788732394,308,24,41,65,0.36923076923076925,0.5,7,8,15,0.4666666666666667,17,33,50,0.34,3,0,3,0,1,25,5,6120261cea4488c9fd5c57c5,,SpotUp,1.0
Delon,Wright,Delon Wright,615baae0e771e94fc0d00166,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,87,0.2729528535980149,110,120,1.0909090909090908,140,41,58,99,0.41414141414141414,0.5505050505050505,14,10,24,0.5833333333333334,27,48,75,0.36,11,1,12,0,5,47,5,6120261cea4488c9fd5c57c5,,SpotUp,0.9166666666666666
P.J.,Tucker,P.J. Tucker,615baa5fe771e94fc0c75d76,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,93,0.3985185185185185,269,311,1.1561338289962826,79,110,146,256,0.4296875,0.603515625,21,26,47,0.44680851063829785,89,120,209,0.4258373205741627,2,0,2,0,1,111,12,6120261cea4488c9fd5c57c5,,SpotUp,1.0
Moses,Brown,Moses Brown,622c1b8325a5348885ccf62c,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,14,,1,2,2.0,,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,SpotUp,
Carsen,Edwards,Carsen Edwards,624a2c7427fee22f44f7ed48,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,4,,8,5,0.625,,2,5,7,0.2857142857142857,0.35714285714285715,1,1,2,0.5,1,4,5,0.2,0,0,0,0,0,2,1,6120261cea4488c9fd5c57c5,,SpotUp,
Anthony,Gill,Anthony Gill,5fd6bffd5fe05a0e9f57ebd4,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,47,0.31210191082802546,49,63,1.2857142857142858,18,21,22,43,0.4883720930232558,0.6046511627906976,11,10,21,0.5238095238095238,10,12,22,0.45454545454545453,11,1,12,2,6,26,1,6120261cea4488c9fd5c57c5,,SpotUp,0.9166666666666666
Aaron,Holiday,Aaron Holiday,615d0e4fe771e94fc0255abc,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,45,0.30944625407166126,95,93,0.9789473684210527,275,38,47,85,0.4470588235294118,0.5235294117647059,25,15,40,0.625,13,32,45,0.28888888888888886,4,3,7,1,2,41,7,6120261cea4488c9fd5c57c5,,SpotUp,0.5714285714285714
P.J.,Washington,P.J. Washington,5d9a87a67455336e87b9df84,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,70,0.37841726618705035,263,266,1.0114068441064639,223,91,147,238,0.38235294117647056,0.5294117647058824,21,20,41,0.5121951219512195,70,127,197,0.3553299492385787,14,2,16,0,6,99,17,6120261cea4488c9fd5c57c5,,SpotUp,0.875
Myles,Powell,Myles Powell,61c14aef5f9128fdf2204e5a,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,11,,1,0,0.0,,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,SpotUp,
Tyrese,Haliburton,Tyrese Haliburton,62071b7a07c7bd5c29bff53b,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,26,0.1515837104072398,67,77,1.1492537313432836,84,26,29,55,0.4727272727272727,0.6181818181818182,10,5,15,0.6666666666666666,16,24,40,0.4,9,1,10,0,4,31,7,6120261cea4488c9fd5c57c5,,SpotUp,0.9
Jeff,Dowtin,Jeff Dowtin,65e7c2ab173dae1774fde285,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,4,,8,3,0.375,,1,6,7,0.14285714285714285,0.21428571428571427,0,2,2,0.0,1,4,5,0.2,0,0,0,0,0,1,1,6120261cea4488c9fd5c57c5,,SpotUp,
Chaundee,Brown Jr.,Chaundee Brown Jr.,61ca7b32df8a6a3c1176bf02,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,3,0.5357142857142857,15,13,0.8666666666666667,392,4,10,14,0.2857142857142857,0.39285714285714285,1,4,5,0.2,3,6,9,0.3333333333333333,2,0,2,0,1,5,0,6120261cea4488c9fd5c57c5,,SpotUp,1.0
