Season,GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
2013-14,Players,201582,Alexis Ajinca,Alexis,1610612740,NOP,26.0,5,1,4,0.2,6.576666666666667,1,2,0.5,0,0,0.0,0,0,0.0,1,4,5,0,1,0,0,1,0,0,2,-7,7.0,0,0,7.0,286,284,133,287,312,245,278,83,177,250,177,233,243,233,157,148,170,246,157,193,128,264,1,276,274,308,271,180,12,260
2013-14,Players,203459,Allen Crabbe,Allen,1610612757,POR,22.0,1,1,0,1.0,0.9166666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,5,1.5,0,0,1.0,389,284,1,1,389,305,353,305,177,250,177,233,243,233,252,309,330,179,234,193,128,1,1,276,321,131,343,180,12,346
2013-14,Players,202087,Alonzo Gee,Alonzo,1610612739,CLE,27.0,13,4,9,0.308,9.003333333333334,0,1,0.0,0,1,0.0,0,0,0.0,0,4,4,1,0,0,1,0,4,0,0,-12,9.3,0,0,7.0,206,177,226,209,290,305,306,305,177,196,177,233,243,233,252,148,194,179,234,193,59,1,226,276,321,346,250,180,12,260
2013-14,Players,2405,Amar'e Stoudemire,Amar'e,1610612752,NYK,31.0,7,2,5,0.286,11.77,2,3,0.667,0,0,0.0,1,1,1.0,1,2,3,0,0,2,1,0,0,1,5,1,17.6,1,0,14.0,268,236,157,219,265,203,253,40,177,250,177,187,218,1,157,207,212,246,234,49,59,1,1,202,224,174,209,122,12,224
2013-14,Players,101161,Amir Johnson,Amir,1610612761,TOR,27.0,25,8,17,0.32,98.48,15,29,0.517,0,2,0.0,5,10,0.5,16,14,30,3,8,4,2,2,19,6,35,39,85.5,6,0,80.0,72,75,351,197,19,36,60,80,177,168,177,87,55,201,2,26,3,102,15,13,29,344,426,68,53,25,30,45,12,33
2013-14,Players,2760,Anderson Varejao,Anderson,1610612739,CLE,31.0,24,8,16,0.333,78.08333333333333,9,16,0.563,0,1,0.0,2,3,0.667,6,18,24,6,1,3,1,0,12,2,20,10,68.8,7,0,58.0,86,75,332,171,49,83,117,67,177,196,177,149,149,169,25,10,16,55,157,21,59,1,398,154,115,101,55,37,12,67
2013-14,Players,101154,Andray Blatche,Andray,1610612751,BKN,27.0,11,3,8,0.273,26.56,4,7,0.571,0,0,0.0,0,2,0.0,3,5,8,0,1,0,0,1,6,1,8,-5,16.6,2,0,16.0,221,205,207,225,207,156,191,61,177,250,177,233,166,233,74,123,112,246,157,193,128,264,275,202,196,283,215,101,12,206
2013-14,Players,203083,Andre Drummond,Andre,1610612765,DET,20.0,20,4,16,0.2,47.04,3,4,0.75,0,0,0.0,2,4,0.5,6,11,17,1,1,0,3,0,4,3,8,-12,37.9,20,0,32.0,121,177,332,287,145,177,232,32,177,250,177,149,123,201,25,46,38,179,157,193,8,1,226,136,196,346,127,3,12,136
2013-14,Players,2738,Andre Iguodala,Andre,1610612744,GSW,30.0,27,13,14,0.481,92.06,12,24,0.5,3,9,0.333,7,11,0.636,4,10,14,20,5,7,1,2,6,6,34,75,99.8,0,0,87.0,55,18,297,78,26,52,79,83,60,73,89,61,47,182,52,55,58,4,33,3,59,344,275,68,55,7,17,180,12,24
2013-14,Players,1889,Andre Miller,Andre,1610612764,WAS,38.0,11,4,7,0.364,15.141666666666667,4,6,0.667,1,1,1.0,3,4,0.75,0,1,1,3,0,0,1,1,0,2,12,-7,20.7,0,0,19.0,221,177,187,157,254,156,205,40,106,196,1,125,123,139,252,246,278,102,234,193,59,264,1,154,154,308,190,180,12,188
