Season,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,CATCH_SHOOT_FGM,CATCH_SHOOT_FGA,CATCH_SHOOT_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG3M,CATCH_SHOOT_FG3A,CATCH_SHOOT_FG3_PCT,CATCH_SHOOT_EFG_PCT
2022-23,1630237,Anthony Lamb,1610612744,GSW,62,36,26,1195.0,68,184,0.37,201,65,179,0.363,0.546
2022-23,1630559,Austin Reaves,1610612747,LAL,64,35,29,1843.0,67,164,0.409,198,64,159,0.403,0.604
2022-23,203085,Austin Rivers,1610612750,MIN,52,25,27,1016.0,37,102,0.363,111,37,102,0.363,0.544
2022-23,1630245,Ayo Dosunmu,1610612741,CHI,80,40,40,2098.0,58,185,0.314,172,56,181,0.309,0.465
2022-23,1628389,Bam Adebayo,1610612748,MIA,75,40,35,2598.0,63,143,0.441,127,1,8,0.125,0.444
2022-23,1627732,Ben Simmons,1610612751,BKN,42,24,18,1105.0,2,5,0.4,4,0,0,,0.4
2022-23,1631097,Bennedict Mathurin,1610612754,IND,78,33,45,2222.0,57,184,0.31,167,53,172,0.308,0.454
2022-23,202687,Bismack Biyombo,1610612756,PHX,61,33,28,874.0,4,10,0.4,8,,,,0.4
2022-23,201933,Blake Griffin,1610612738,BOS,41,27,14,569.0,21,57,0.368,63,21,56,0.375,0.553
2022-23,1631104,Blake Wesley,1610612759,SAS,37,9,28,669.0,16,43,0.372,47,15,42,0.357,0.547
2022-23,1626246,Boban Marjanović,1610612745,HOU,31,7,24,171.0,1,3,0.333,2,0,1,0.0,0.333
2022-23,1626171,Bobby Portis,1610612749,MIL,70,47,23,1818.0,122,294,0.415,338,94,249,0.378,0.575
2022-23,203992,Bogdan Bogdanović,1610612737,ATL,54,27,27,1509.0,120,286,0.42,341,101,257,0.393,0.596
2022-23,202711,Bojan Bogdanović,1610612765,DET,59,15,44,1893.0,117,247,0.474,341,107,235,0.455,0.69
2022-23,1629626,Bol Bol,1610612753,ORL,70,26,44,1505.0,21,74,0.284,60,18,66,0.273,0.405
2022-23,1630538,Bones Hyland,1610612746,LAC,56,36,20,1085.0,59,157,0.376,177,59,154,0.383,0.564
2022-23,203078,Bradley Beal,1610612764,WAS,50,24,26,1673.0,56,134,0.418,156,44,110,0.4,0.582
2022-23,1630527,Brandon Boston,1610612746,LAC,22,9,13,248.0,5,16,0.313,15,5,14,0.357,0.469
2022-23,1629634,Brandon Clarke,1610612763,MEM,56,32,24,1090.0,24,49,0.49,49,1,6,0.167,0.5
2022-23,1627742,Brandon Ingram,1610612740,NOP,45,23,22,1538.0,64,150,0.427,178,50,120,0.417,0.593
2022-23,1630296,Braxton Key,1610612765,DET,3,0,3,9.0,0,0,,0,,,,
2022-23,201572,Brook Lopez,1610612749,MIL,78,57,21,2372.0,148,378,0.392,421,125,328,0.381,0.557
2022-23,1628971,Bruce Brown,1610612743,DEN,80,53,27,2279.0,85,229,0.371,253,83,222,0.374,0.552
2022-23,1628981,Bruno Fernando,1610612737,ATL,39,13,26,405.0,0,5,0.0,0,0,4,0.0,0.0
2022-23,1631121,Bryce McGowens,1610612766,CHA,46,16,30,787.0,22,69,0.319,66,22,67,0.328,0.478
2022-23,1627854,Bryn Forbes,1610612750,MIN,25,9,16,268.0,10,34,0.294,30,10,32,0.313,0.441
2022-23,1631205,Buddy Boeheim,1610612765,DET,10,2,8,90.0,4,25,0.16,12,4,24,0.167,0.24
2022-23,1627741,Buddy Hield,1610612754,IND,80,35,45,2482.0,202,483,0.418,605,201,479,0.42,0.626
2022-23,203468,CJ McCollum,1610612740,NOP,75,38,37,2649.0,139,348,0.399,411,133,322,0.413,0.591
2022-23,1630595,Cade Cunningham,1610612765,DET,12,3,9,400.0,10,32,0.313,29,9,27,0.333,0.453
2022-23,1631216,Caleb Houstan,1610612753,ORL,51,20,31,812.0,45,137,0.328,133,43,130,0.331,0.485
2022-23,1628997,Caleb Martin,1610612748,MIA,71,38,33,2078.0,75,215,0.349,213,63,189,0.333,0.495
2022-23,1629629,Cam Reddish,1610612757,POR,40,14,26,990.0,37,116,0.319,109,35,113,0.31,0.47
2022-23,1630560,Cam Thomas,1610612751,BKN,57,30,27,948.0,23,51,0.451,64,18,44,0.409,0.627
2022-23,1629661,Cameron Johnson,1610612751,BKN,42,25,17,1200.0,97,232,0.418,287,93,224,0.415,0.619
2022-23,1626166,Cameron Payne,1610612756,PHX,48,27,21,968.0,37,109,0.339,110,36,108,0.333,0.505
2022-23,1627747,Caris LeVert,1610612739,CLE,74,45,29,2237.0,84,212,0.396,251,83,211,0.393,0.592
2022-23,1630637,Carlik Jones,1610612741,CHI,7,4,3,56.0,3,5,0.6,9,3,5,0.6,0.9
2022-23,1626224,Cedi Osman,1610612739,CLE,77,48,29,1548.0,97,259,0.375,289,95,256,0.371,0.558
2022-23,1628435,Chance Comanche,1610612757,POR,1,0,1,21.0,2,3,0.667,4,,,,0.667
2022-23,1629646,Charles Bassey,1610612759,SAS,35,9,26,508.0,7,19,0.368,15,1,5,0.2,0.395
2022-23,1631320,Chima Moneke,1610612758,SAC,2,1,1,8.0,0,0,,0,,,,
2022-23,1629002,Chimezie Metu,1610612758,SAC,66,41,25,689.0,12,39,0.308,33,9,34,0.265,0.423
2022-23,1628449,Chris Boucher,1610612761,TOR,76,39,37,1523.0,66,192,0.344,192,60,179,0.335,0.5
2022-23,1630537,Chris Duarte,1610612754,IND,46,19,27,897.0,35,102,0.343,103,33,98,0.337,0.505
2022-23,101108,Chris Paul,1610612756,PHX,59,33,26,1889.0,50,93,0.538,146,46,88,0.523,0.785
2022-23,1629735,Chris Silva,1610612742,DAL,1,1,0,3.0,0,0,,0,,,,
2022-23,1631128,Christian Braun,1610612743,DEN,76,49,27,1181.0,29,85,0.341,86,28,80,0.35,0.506
2022-23,1631132,Christian Koloko,1610612761,TOR,58,29,29,802.0,6,25,0.24,13,1,11,0.091,0.26
2022-23,1626174,Christian Wood,1610612742,DAL,67,33,34,1738.0,97,234,0.415,286,92,220,0.418,0.611
2022-23,1629643,Chuma Okeke,1610612753,ORL,27,8,19,518.0,25,77,0.325,74,24,75,0.32,0.481
2022-23,203991,Clint Capela,1610612737,ATL,65,35,30,1730.0,0,1,0.0,0,0,1,0.0,0.0
2022-23,1629632,Coby White,1610612741,CHI,74,37,37,1730.0,112,286,0.392,334,110,284,0.387,0.584
2022-23,1628998,Cody Martin,1610612766,CHA,7,2,5,134.0,4,10,0.4,11,3,9,0.333,0.55
2022-23,203469,Cody Zeller,1610612748,MIA,15,6,9,217.0,0,4,0.0,0,0,2,0.0,0.0
2022-23,1630175,Cole Anthony,1610612753,ORL,60,28,32,1552.0,56,151,0.371,161,49,142,0.345,0.533
2022-23,1631306,Cole Swider,1610612747,LAL,7,2,5,41.0,3,6,0.5,9,3,6,0.5,0.75
2022-23,1629012,Collin Sexton,1610612762,UTA,48,24,24,1145.0,29,80,0.363,85,27,77,0.351,0.531
2022-23,1630557,Corey Kispert,1610612764,WAS,74,31,43,2093.0,153,356,0.43,456,150,350,0.429,0.64
2022-23,202709,Cory Joseph,1610612765,DET,62,12,50,1227.0,48,117,0.41,144,48,116,0.414,0.615
2022-23,1626156,D'Angelo Russell,1610612747,LAL,71,39,32,2304.0,114,274,0.416,336,108,265,0.408,0.613
2022-23,1630227,Daishen Nix,1610612745,HOU,57,15,42,914.0,24,94,0.255,72,24,93,0.258,0.383
2022-23,1630625,Dalano Banton,1610612761,TOR,31,17,14,279.0,13,40,0.325,39,13,39,0.333,0.488
2022-23,1631207,Dalen Terry,1610612741,CHI,38,19,19,214.0,4,19,0.211,12,4,19,0.211,0.316
2022-23,1627745,Damian Jones,1610612762,UTA,41,12,29,477.0,11,19,0.579,32,10,17,0.588,0.842
2022-23,203081,Damian Lillard,1610612757,POR,58,27,31,2107.0,86,231,0.372,252,80,221,0.362,0.545
2022-23,1627814,Damion Lee,1610612756,PHX,74,40,34,1506.0,111,240,0.463,330,108,230,0.47,0.688
2022-23,1629655,Daniel Gafford,1610612764,WAS,78,32,46,1604.0,3,9,0.333,6,,,,0.333
2022-23,1628464,Daniel Theis,1610612754,IND,7,1,6,109.0,4,17,0.235,10,2,11,0.182,0.294
2022-23,201980,Danny Green,1610612739,CLE,11,6,5,139.0,14,32,0.438,42,14,30,0.467,0.656
2022-23,1627863,Danuel House Jr.,1610612755,PHI,56,38,18,807.0,25,72,0.347,74,24,71,0.338,0.514
2022-23,203967,Dario Šarić,1610612760,OKC,57,26,31,806.0,50,126,0.397,144,44,109,0.404,0.571
2022-23,1629647,Darius Bazley,1610612756,PHX,43,19,24,616.0,22,56,0.393,63,19,51,0.373,0.563
2022-23,1630620,Darius Days,1610612745,HOU,4,0,4,25.0,3,10,0.3,9,3,10,0.3,0.45
2022-23,1629636,Darius Garland,1610612739,CLE,69,40,29,2447.0,79,183,0.432,235,77,175,0.44,0.642
2022-23,1630561,David Duke Jr.,1610612751,BKN,23,10,13,228.0,1,11,0.091,3,1,11,0.091,0.136
2022-23,1631223,David Roddy,1610612763,MEM,70,44,26,1259.0,62,201,0.308,186,62,198,0.313,0.463
2022-23,1630558,Davion Mitchell,1610612758,SAC,80,47,33,1447.0,47,136,0.346,141,47,136,0.346,0.518
2022-23,1628432,Davon Reed,1610612747,LAL,43,29,14,343.0,13,40,0.325,39,13,39,0.333,0.488
2022-23,1630549,Day'Ron Sharpe,1610612751,BKN,48,22,26,552.0,7,14,0.5,19,5,10,0.5,0.679
2022-23,1628368,De'Aaron Fox,1610612758,SAC,73,44,29,2435.0,63,175,0.36,183,57,166,0.343,0.523
2022-23,1629631,De'Andre Hunter,1610612737,ATL,67,35,32,2126.0,102,283,0.36,286,82,242,0.339,0.505
2022-23,1629001,De'Anthony Melton,1610612755,PHI,77,50,27,2150.0,128,306,0.418,381,125,302,0.414,0.623
2022-23,201599,DeAndre Jordan,1610612743,DEN,39,23,16,586.0,1,2,0.5,3,1,1,1.0,0.75
2022-23,201942,DeMar DeRozan,1610612741,CHI,74,37,37,2682.0,71,182,0.39,179,37,114,0.325,0.492
2022-23,1629731,Dean Wade,1610612739,CLE,44,30,14,892.0,44,128,0.344,131,43,124,0.347,0.512
2022-23,1629028,Deandre Ayton,1610612756,PHX,67,36,31,2035.0,102,234,0.436,209,5,21,0.238,0.447
2022-23,1627749,Dejounte Murray,1610612737,ATL,74,38,36,2693.0,86,266,0.323,253,81,250,0.324,0.476
2022-23,1626153,Delon Wright,1610612764,WAS,50,26,24,1221.0,26,76,0.342,77,25,74,0.338,0.507
2022-23,1630166,Deni Avdija,1610612764,WAS,76,33,43,2020.0,62,196,0.316,184,60,190,0.316,0.469
2022-23,203471,Dennis Schröder,1610612747,LAL,66,37,29,1986.0,68,191,0.356,201,65,185,0.351,0.526
2022-23,1628372,Dennis Smith Jr.,1610612766,CHA,54,19,35,1390.0,24,93,0.258,71,23,92,0.25,0.382
2022-23,1629126,Deonte Burton,1610612758,SAC,2,1,1,6.0,0,1,0.0,0,0,1,0.0,0.0
2022-23,1631220,Dereon Seabron,1610612740,NOP,5,2,3,12.0,0,0,,0,,,,
2022-23,1627884,Derrick Jones Jr.,1610612741,CHI,64,29,35,893.0,26,77,0.338,78,26,77,0.338,0.506
2022-23,201565,Derrick Rose,1610612752,NYK,27,12,15,338.0,8,37,0.216,24,8,36,0.222,0.324
2022-23,1628401,Derrick White,1610612738,BOS,82,57,25,2319.0,121,313,0.387,363,121,310,0.39,0.58
2022-23,1630217,Desmond Bane,1610612763,MEM,58,38,20,1841.0,89,217,0.41,261,83,205,0.405,0.601
2022-23,1626164,Devin Booker,1610612756,PHX,53,34,19,1835.0,62,134,0.463,172,48,108,0.444,0.642
2022-23,1630170,Devin Vassell,1610612759,SAS,38,12,26,1178.0,86,203,0.424,252,80,185,0.432,0.621
2022-23,1629653,Devon Dotson,1610612764,WAS,6,1,5,53.0,1,3,0.333,3,1,3,0.333,0.5
2022-23,1628984,Devonte' Graham,1610612759,SAS,73,31,42,1338.0,72,196,0.367,216,72,196,0.367,0.551
2022-23,203473,Dewayne Dedmon,1610612755,PHI,38,23,15,426.0,12,40,0.3,34,10,36,0.278,0.425
2022-23,1628415,Dillon Brooks,1610612763,MEM,73,46,27,2214.0,103,299,0.344,306,100,281,0.356,0.512
2022-23,1627734,Domantas Sabonis,1610612758,SAC,79,47,32,2736.0,69,154,0.448,169,31,80,0.388,0.549
2022-23,1631230,Dominick Barlow,1610612759,SAS,28,5,23,408.0,5,18,0.278,10,0,4,0.0,0.278
2022-23,1628378,Donovan Mitchell,1610612739,CLE,68,44,24,2432.0,96,254,0.378,283,91,242,0.376,0.557
2022-23,1631495,Donovan Williams,1610612737,ATL,2,1,1,4.0,0,1,0.0,0,0,1,0.0,0.0
2022-23,1628978,Donte DiVincenzo,1610612744,GSW,72,42,30,1894.0,133,315,0.422,398,132,311,0.424,0.632
2022-23,1627827,Dorian Finney-Smith,1610612751,BKN,66,31,35,2009.0,110,319,0.345,328,108,316,0.342,0.514
2022-23,203926,Doug McDermott,1610612759,SAS,64,19,45,1314.0,104,255,0.408,309,101,247,0.409,0.606
2022-23,203110,Draymond Green,1610612744,GSW,73,41,32,2298.0,45,141,0.319,128,38,123,0.309,0.454
2022-23,1629234,Drew Eubanks,1610612757,POR,78,31,47,1584.0,14,35,0.4,32,4,14,0.286,0.457
2022-23,1630696,Dru Smith,1610612751,BKN,15,7,8,158.0,5,13,0.385,15,5,13,0.385,0.577
2022-23,1630613,Duane Washington Jr.,1610612752,NYK,31,17,14,394.0,22,70,0.314,64,20,65,0.308,0.457
2022-23,1629130,Duncan Robinson,1610612748,MIA,42,19,23,690.0,43,139,0.309,128,42,137,0.307,0.46
2022-23,203939,Dwight Powell,1610612742,DAL,76,37,39,1458.0,1,6,0.167,2,0,3,0.0,0.167
2022-23,1629685,Dylan Windler,1610612739,CLE,3,3,0,10.0,1,2,0.5,3,1,2,0.5,0.75
2022-23,1630700,Dyson Daniels,1610612740,NOP,59,33,26,1042.0,24,71,0.338,72,24,70,0.343,0.507
2022-23,202722,Dāvis Bertāns,1610612742,DAL,45,20,25,492.0,50,128,0.391,149,49,127,0.386,0.582
2022-23,1628410,Edmond Sumner,1610612751,BKN,53,33,20,736.0,28,75,0.373,83,27,74,0.365,0.553
2022-23,201569,Eric Gordon,1610612746,LAC,69,25,44,1966.0,99,268,0.369,296,98,265,0.37,0.552
2022-23,1630647,Eugene Omoruyi,1610612765,DET,40,10,30,645.0,23,84,0.274,68,22,82,0.268,0.405
2022-23,203095,Evan Fournier,1610612752,NYK,27,15,12,459.0,22,66,0.333,66,22,65,0.338,0.5
2022-23,1630596,Evan Mobley,1610612739,CLE,79,48,31,2715.0,37,142,0.261,95,21,101,0.208,0.335
2022-23,1630267,Facundo Campazzo,1610612742,DAL,8,2,6,52.0,2,6,0.333,6,2,6,0.333,0.5
2022-23,1628402,Frank Jackson,1610612762,UTA,1,0,1,5.0,0,1,0.0,0,0,1,0.0,0.0
2022-23,1626163,Frank Kaminsky,1610612745,HOU,36,13,23,235.0,14,34,0.412,41,13,33,0.394,0.603
2022-23,1628373,Frank Ntilikina,1610612742,DAL,47,20,27,608.0,17,61,0.279,48,14,56,0.25,0.393
2022-23,1630532,Franz Wagner,1610612753,ORL,80,33,47,2609.0,90,224,0.402,269,89,219,0.406,0.6
2022-23,1627832,Fred VanVleet,1610612761,TOR,69,34,35,2535.0,107,306,0.35,318,104,297,0.35,0.52
2022-23,1627788,Furkan Korkmaz,1610612755,PHI,37,24,13,353.0,13,35,0.371,39,13,33,0.394,0.557
2022-23,1629216,Gabe Vincent,1610612748,MIA,68,37,31,1759.0,80,227,0.352,237,77,222,0.347,0.522
2022-23,1628221,Gabe York,1610612754,IND,3,1,2,56.0,6,14,0.429,18,6,14,0.429,0.643
2022-23,202066,Garrett Temple,1610612740,NOP,25,16,9,162.0,9,22,0.409,27,9,21,0.429,0.614
2022-23,1629726,Garrison Mathews,1610612737,ATL,54,16,38,686.0,53,149,0.356,158,52,147,0.354,0.53
2022-23,203914,Gary Harris,1610612753,ORL,48,22,26,1184.0,80,187,0.428,240,80,187,0.428,0.642
2022-23,1627780,Gary Payton II,1610612744,GSW,22,13,9,368.0,14,27,0.519,41,13,26,0.5,0.759
2022-23,1629018,Gary Trent Jr.,1610612761,TOR,66,31,35,2118.0,125,312,0.401,373,123,304,0.405,0.598
2022-23,201588,George Hill,1610612754,IND,46,27,19,833.0,28,70,0.4,83,27,69,0.391,0.593
2022-23,1627777,Georges Niang,1610612755,PHI,78,51,27,1512.0,148,357,0.415,442,146,354,0.412,0.619
2022-23,203507,Giannis Antetokounmpo,1610612749,MIL,63,47,16,2024.0,23,79,0.291,68,22,69,0.319,0.43
2022-23,1629048,Goga Bitadze,1610612753,ORL,38,13,25,457.0,5,27,0.185,14,4,23,0.174,0.259
2022-23,201609,Goran Dragic,1610612749,MIL,58,27,31,870.0,45,106,0.425,135,45,102,0.441,0.637
2022-23,202330,Gordon Hayward,1610612766,CHA,50,20,30,1577.0,59,167,0.353,159,41,123,0.333,0.476
2022-23,203476,Gorgui Dieng,1610612759,SAS,31,3,28,358.0,19,53,0.358,54,16,48,0.333,0.509
2022-23,1629684,Grant Williams,1610612738,BOS,79,55,24,2045.0,91,235,0.387,272,90,233,0.386,0.579
2022-23,1628960,Grayson Allen,1610612749,MIL,72,53,19,1972.0,110,264,0.417,329,109,263,0.414,0.623
2022-23,1630535,Greg Brown III,1610612757,POR,16,10,6,93.0,1,7,0.143,3,1,6,0.167,0.214
2022-23,1628977,Hamidou Diallo,1610612765,DET,56,12,44,996.0,9,27,0.333,21,3,17,0.176,0.389
2022-23,203084,Harrison Barnes,1610612758,SAC,82,48,34,2662.0,112,300,0.373,333,109,296,0.368,0.555
2022-23,1629312,Haywood Highsmith,1610612748,MIA,54,28,26,969.0,37,110,0.336,109,35,103,0.34,0.495
2022-23,1630529,Herbert Jones,1610612740,NOP,66,31,35,1951.0,58,181,0.32,170,54,162,0.333,0.47
2022-23,1630193,Immanuel Quickley,1610612752,NYK,81,47,34,2344.0,99,252,0.393,294,96,244,0.393,0.583
2022-23,1630171,Isaac Okoro,1610612739,CLE,76,48,28,1653.0,59,161,0.366,177,59,161,0.366,0.55
2022-23,1628392,Isaiah Hartenstein,1610612752,NYK,82,47,35,1628.0,22,75,0.293,52,8,37,0.216,0.347
2022-23,1630543,Isaiah Jackson,1610612754,IND,63,24,39,1042.0,4,18,0.222,10,2,12,0.167,0.278
2022-23,1630198,Isaiah Joe,1610612760,OKC,73,36,37,1395.0,130,311,0.418,390,130,307,0.423,0.627
2022-23,1630587,Isaiah Livers,1610612765,DET,52,10,42,1199.0,65,182,0.357,193,63,178,0.354,0.53
2022-23,1630600,Isaiah Mobley,1610612739,CLE,12,8,4,84.0,3,8,0.375,9,3,8,0.375,0.563
2022-23,1629676,Isaiah Roby,1610612752,NYK,42,9,33,474.0,15,47,0.319,44,14,44,0.318,0.468
2022-23,1630191,Isaiah Stewart,1610612765,DET,50,12,38,1414.0,73,201,0.363,213,67,193,0.347,0.53
2022-23,1630225,Isaiah Todd,1610612764,WAS,6,2,4,61.0,1,11,0.091,3,1,10,0.1,0.136
2022-23,202397,Ish Smith,1610612743,DEN,43,25,18,398.0,2,6,0.333,6,2,6,0.333,0.5
2022-23,1630688,Ish Wainright,1610612756,PHX,60,33,27,915.0,54,162,0.333,161,53,160,0.331,0.497
2022-23,1627826,Ivica Zubac,1610612746,LAC,76,43,33,2169.0,2,10,0.2,4,0,2,0.0,0.2
2022-23,1631120,JD Davison,1610612738,BOS,12,11,1,66.0,3,7,0.429,8,2,6,0.333,0.571
2022-23,1630550,JT Thor,1610612766,CHA,69,22,47,969.0,42,128,0.328,122,38,117,0.325,0.477
2022-23,1629630,Ja Morant,1610612763,MEM,61,40,21,1948.0,34,97,0.351,101,33,95,0.347,0.521
2022-23,203210,JaMychal Green,1610612744,GSW,57,30,27,797.0,47,121,0.388,136,42,109,0.385,0.562
2022-23,201580,JaVale McGee,1610612742,DAL,42,20,22,355.0,2,3,0.667,6,2,3,0.667,1.0
2022-23,1631095,Jabari Smith Jr.,1610612745,HOU,79,21,58,2451.0,103,338,0.305,299,93,316,0.294,0.442
2022-23,1631133,Jabari Walker,1610612757,POR,56,21,35,619.0,20,61,0.328,54,14,48,0.292,0.443
2022-23,1631298,Jack White,1610612743,DEN,17,13,4,66.0,3,9,0.333,9,3,9,0.333,0.5
2022-23,1631367,Jacob Gilyard,1610612763,MEM,1,0,1,41.0,1,2,0.5,3,1,2,0.5,0.75
2022-23,1630702,Jaden Hardy,1610612742,DAL,48,20,28,708.0,41,99,0.414,123,41,99,0.414,0.621
2022-23,1631093,Jaden Ivey,1610612765,DET,74,16,58,2304.0,65,177,0.367,195,65,174,0.374,0.551
2022-23,1630183,Jaden McDaniels,1610612750,MIN,79,41,38,2416.0,99,254,0.39,293,95,246,0.386,0.577
2022-23,1630531,Jaden Springer,1610612755,PHI,16,13,3,89.0,2,5,0.4,5,1,4,0.25,0.5
2022-23,203109,Jae Crowder,1610612749,MIL,18,13,5,340.0,19,43,0.442,57,19,42,0.452,0.663
2022-23,1630256,Jae'Sean Tate,1610612745,HOU,31,7,24,677.0,11,40,0.275,33,11,40,0.275,0.413
2022-23,1631222,Jake LaRavia,1610612763,MEM,35,22,13,414.0,22,60,0.367,66,22,60,0.367,0.55
2022-23,1627751,Jakob Poeltl,1610612761,TOR,72,26,46,1906.0,38,75,0.507,76,0,0,,0.507
2022-23,1628973,Jalen Brunson,1610612752,NYK,68,40,28,2379.0,62,128,0.484,184,60,126,0.476,0.719
2022-23,1631105,Jalen Duren,1610612765,DET,67,16,51,1670.0,1,9,0.111,2,0,2,0.0,0.111
2022-23,1630224,Jalen Green,1610612745,HOU,76,20,56,2602.0,89,253,0.352,263,85,242,0.351,0.52
2022-23,1630552,Jalen Johnson,1610612737,ATL,70,35,35,1042.0,29,101,0.287,86,28,94,0.298,0.426
2022-23,1629667,Jalen McDaniels,1610612755,PHI,80,31,49,1913.0,80,230,0.348,235,75,222,0.338,0.511
2022-23,1630188,Jalen Smith,1610612754,IND,68,31,37,1279.0,59,207,0.285,169,51,184,0.277,0.408
2022-23,1630591,Jalen Suggs,1610612753,ORL,53,20,33,1246.0,41,119,0.345,121,39,112,0.348,0.508
2022-23,1631114,Jalen Williams,1610612760,OKC,75,36,39,2276.0,64,175,0.366,190,62,171,0.363,0.543
2022-23,1631288,Jamal Cain,1610612748,MIA,18,10,8,240.0,8,19,0.421,23,7,18,0.389,0.605
2022-23,1627750,Jamal Murray,1610612743,DEN,65,43,22,2133.0,76,188,0.404,227,75,184,0.408,0.604
2022-23,1631123,Jamaree Bouyea,1610612764,WAS,5,2,3,71.0,0,2,0.0,0,0,2,0.0,0.0
2022-23,1630547,James Bouknight,1610612766,CHA,34,9,25,515.0,21,62,0.339,63,21,61,0.344,0.508
2022-23,201935,James Harden,1610612755,PHI,58,39,19,2135.0,45,107,0.421,134,44,106,0.415,0.626
2022-23,201949,James Johnson,1610612754,IND,18,7,11,162.0,2,10,0.2,6,2,10,0.2,0.3
2022-23,1630164,James Wiseman,1610612765,DET,45,11,34,867.0,11,33,0.333,25,3,14,0.214,0.379
2022-23,1630215,Jared Butler,1610612760,OKC,6,3,3,77.0,5,9,0.556,15,5,9,0.556,0.833
2022-23,1631197,Jared Rhoden,1610612765,DET,14,2,12,198.0,6,21,0.286,17,5,19,0.263,0.405
2022-23,1628991,Jaren Jackson Jr.,1610612763,MEM,63,41,22,1788.0,94,265,0.355,280,92,258,0.357,0.528
2022-23,1629020,Jarred Vanderbilt,1610612747,LAL,78,43,35,1880.0,30,97,0.309,88,28,88,0.318,0.454
2022-23,1629714,Jarrell Brantley,1610612762,UTA,4,0,4,39.0,4,8,0.5,12,4,8,0.5,0.75
2022-23,1628386,Jarrett Allen,1610612739,CLE,68,44,24,2220.0,19,59,0.322,39,1,10,0.1,0.331
2022-23,1629633,Jarrett Culver,1610612737,ATL,10,5,5,137.0,1,12,0.083,3,1,10,0.1,0.125
2022-23,1630554,Jason Preston,1610612746,LAC,14,4,10,124.0,4,14,0.286,12,4,14,0.286,0.429
2022-23,1629750,Javonte Green,1610612741,CHI,32,13,19,480.0,12,34,0.353,36,12,34,0.353,0.529
2022-23,1629637,Jaxson Hayes,1610612740,NOP,47,22,25,610.0,4,31,0.129,11,3,29,0.103,0.177
2022-23,1630643,Jay Huff,1610612764,WAS,7,2,5,95.0,5,11,0.455,15,5,11,0.455,0.682
2022-23,1630206,Jay Scrubb,1610612753,ORL,2,1,1,30.0,1,1,1.0,3,1,1,1.0,1.5
2022-23,1627759,Jaylen Brown,1610612738,BOS,67,46,21,2405.0,109,323,0.337,316,98,293,0.334,0.489
2022-23,1629669,Jaylen Nowell,1610612750,MIN,65,34,31,1252.0,45,147,0.306,129,39,138,0.283,0.439
2022-23,1631119,Jaylin Williams,1610612760,OKC,49,23,26,914.0,60,150,0.4,164,44,111,0.396,0.547
2022-23,1628369,Jayson Tatum,1610612738,BOS,74,52,22,2732.0,141,343,0.411,408,126,311,0.405,0.595
2022-23,1630288,Jeff Dowtin Jr.,1610612761,TOR,25,17,8,259.0,4,13,0.308,12,4,13,0.308,0.462
2022-23,201145,Jeff Green,1610612743,DEN,56,33,23,1091.0,27,94,0.287,78,24,86,0.279,0.415
2022-23,203924,Jerami Grant,1610612757,POR,63,28,35,2246.0,136,347,0.392,401,129,328,0.393,0.578
2022-23,1630526,Jeremiah Robinson-Earl,1610612760,OKC,43,16,27,814.0,40,122,0.328,116,36,109,0.33,0.475
2022-23,1631110,Jeremy Sochan,1610612759,SAS,56,15,41,1458.0,35,136,0.257,98,28,118,0.237,0.36
2022-23,1630579,Jericho Sims,1610612752,NYK,52,31,21,812.0,2,3,0.667,4,0,0,,0.667
2022-23,1628975,Jevon Carter,1610612749,MIL,81,57,24,1812.0,89,206,0.432,265,87,198,0.439,0.643
2022-23,202710,Jimmy Butler III,1610612748,MIA,64,35,29,2138.0,25,69,0.362,68,18,57,0.316,0.493
2022-23,1629111,Jock Landale,1610612756,PHX,69,35,34,978.0,30,99,0.303,81,21,80,0.263,0.409
2022-23,203925,Joe Harris,1610612751,BKN,74,40,34,1527.0,126,294,0.429,375,123,287,0.429,0.638
2022-23,204060,Joe Ingles,1610612749,MIL,46,32,14,1043.0,53,137,0.387,159,53,136,0.39,0.58
2022-23,1630580,Joe Wieskamp,1610612761,TOR,9,6,3,50.0,3,11,0.273,9,3,11,0.273,0.409
2022-23,203954,Joel Embiid,1610612755,PHI,66,43,23,2284.0,114,240,0.475,277,49,123,0.398,0.577
2022-23,1631219,John Butler Jr.,1610612757,POR,19,4,15,221.0,6,28,0.214,18,6,28,0.214,0.321
2022-23,1628381,John Collins,1610612737,ATL,71,37,34,2130.0,91,271,0.336,252,70,235,0.298,0.465
2022-23,1629723,John Konchar,1610612763,MEM,72,45,27,1494.0,54,162,0.333,160,52,156,0.333,0.494
2022-23,202322,John Wall,1610612746,LAC,34,15,19,755.0,30,86,0.349,90,30,85,0.353,0.523
2022-23,1631098,Johnny Davis,1610612764,WAS,28,10,18,423.0,17,56,0.304,50,16,55,0.291,0.446
2022-23,1630548,Johnny Juzang,1610612762,UTA,18,6,12,232.0,11,49,0.224,33,11,47,0.234,0.337
2022-23,202685,Jonas Valančiūnas,1610612740,NOP,79,40,39,1968.0,76,197,0.386,190,38,105,0.362,0.482
2022-23,1628371,Jonathan Isaac,1610612753,ORL,11,8,3,124.0,10,21,0.476,26,6,14,0.429,0.619
2022-23,1630228,Jonathan Kuminga,1610612744,GSW,67,38,29,1394.0,53,141,0.376,153,47,126,0.373,0.543
