Season,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,CATCH_SHOOT_FGM,CATCH_SHOOT_FGA,CATCH_SHOOT_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG3M,CATCH_SHOOT_FG3A,CATCH_SHOOT_FG3_PCT,CATCH_SHOOT_EFG_PCT
2020-21,200746,LaMarcus Aldridge,1610612751,BKN,26,15,11,674.0,75,165,0.455,179,29,75,0.387,0.542
2020-21,1630163,LaMelo Ball,1610612766,CHA,51,23,28,1469.0,61,154,0.396,181,59,150,0.393,0.588
2020-21,1630205,Lamar Stevens,1610612739,CLE,40,13,27,499.0,7,29,0.241,18,4,23,0.174,0.31
2020-21,1629013,Landry Shamet,1610612751,BKN,61,39,22,1403.0,111,265,0.419,332,110,260,0.423,0.626
2020-21,204038,Langston Galloway,1610612756,PHX,40,29,11,438.0,37,84,0.44,109,35,80,0.438,0.649
2020-21,1626204,Larry Nance Jr.,1610612739,CLE,35,13,22,1091.0,42,120,0.35,122,38,105,0.362,0.508
2020-21,1628374,Lauri Markkanen,1610612741,CHI,51,20,31,1317.0,119,296,0.402,356,118,291,0.405,0.601
2020-21,2544,LeBron James,1610612747,LAL,45,30,15,1504.0,38,106,0.358,110,34,96,0.354,0.519
2020-21,1629022,Lonnie Walker IV,1610612759,SAS,60,28,32,1522.0,84,219,0.384,249,81,211,0.384,0.568
2020-21,1628366,Lonzo Ball,1610612740,NOP,55,23,32,1747.0,134,330,0.406,398,130,323,0.402,0.603
2020-21,101150,Lou Williams,1610612737,ATL,66,44,22,1423.0,37,93,0.398,102,28,75,0.373,0.548
2020-21,1629663,Louis King,1610612758,SAC,6,3,3,85.0,2,8,0.25,6,2,8,0.25,0.375
2020-21,1629652,Luguentz Dort,1610612760,OKC,52,18,34,1543.0,99,265,0.374,295,97,263,0.369,0.557
2020-21,1629029,Luka Dončić,1610612742,DAL,66,40,26,2262.0,30,90,0.333,89,29,85,0.341,0.494
2020-21,1629677,Luka Samanic,1610612759,SAS,33,14,19,308.0,12,39,0.308,36,12,39,0.308,0.462
2020-21,1628379,Luke Kennard,1610612746,LAC,63,44,19,1232.0,85,181,0.47,244,74,164,0.451,0.674
2020-21,1628436,Luke Kornet,1610612738,BOS,31,13,18,347.0,17,62,0.274,49,15,59,0.254,0.395
2020-21,1630201,Malachi Flynn,1610612761,TOR,47,21,26,928.0,28,82,0.341,84,28,81,0.346,0.512
2020-21,1627763,Malcolm Brogdon,1610612754,IND,56,27,29,1930.0,76,171,0.444,228,76,171,0.444,0.667
2020-21,1627736,Malik Beasley,1610612750,MIN,37,8,29,1214.0,99,239,0.414,293,95,230,0.413,0.613
2020-21,1630238,Malik Fitts,1610612746,LAC,3,3,0,11.0,1,2,0.5,3,1,2,0.5,0.75
2020-21,1628370,Malik Monk,1610612766,CHA,42,19,23,878.0,52,125,0.416,156,52,125,0.416,0.624
2020-21,1629603,Mamadi Diakite,1610612749,MIL,14,7,7,141.0,2,7,0.286,5,1,6,0.167,0.357
2020-21,201188,Marc Gasol,1610612747,LAL,52,32,20,993.0,55,130,0.423,158,48,115,0.417,0.608
2020-21,202694,Marcus Morris Sr.,1610612746,LAC,57,38,19,1502.0,135,272,0.496,397,127,255,0.498,0.73
2020-21,203935,Marcus Smart,1610612738,BOS,48,24,24,1581.0,67,204,0.328,200,66,203,0.325,0.49
2020-21,1628365,Markelle Fultz,1610612753,ORL,8,6,2,215.0,2,6,0.333,6,2,6,0.333,0.5
2020-21,202693,Markieff Morris,1610612747,LAL,61,32,29,1200.0,69,205,0.337,199,61,191,0.319,0.485
2020-21,1630210,Markus Howard,1610612743,DEN,37,24,13,205.0,10,37,0.27,29,9,36,0.25,0.392
2020-21,1629716,Marques Bolden,1610612739,CLE,6,2,4,29.0,0,0,,0,,,,
2020-21,1627737,Marquese Chriss,1610612744,GSW,2,0,2,27.0,1,5,0.2,3,1,5,0.2,0.3
2020-21,1628963,Marvin Bagley III,1610612758,SAC,43,20,23,1112.0,36,107,0.336,104,32,96,0.333,0.486
2020-21,1630222,Mason Jones,1610612755,PHI,32,10,22,334.0,13,32,0.406,38,12,31,0.387,0.594
2020-21,203486,Mason Plumlee,1610612765,DET,56,14,42,1499.0,4,25,0.16,8,0,7,0.0,0.16
2020-21,1629680,Matisse Thybulle,1610612755,PHI,65,46,19,1298.0,41,137,0.299,123,41,136,0.301,0.449
2020-21,1629744,Matt Thomas,1610612762,UTA,45,27,18,327.0,17,50,0.34,51,17,49,0.347,0.51
2020-21,203521,Matthew Dellavedova,1610612739,CLE,13,4,9,224.0,3,17,0.176,9,3,17,0.176,0.265
2020-21,203090,Maurice Harkless,1610612758,SAC,37,16,21,772.0,22,79,0.278,65,21,78,0.269,0.411
2020-21,1629622,Max Strus,1610612748,MIA,39,14,25,507.0,48,132,0.364,144,48,132,0.364,0.545
2020-21,1628467,Maxi Kleber,1610612742,DAL,50,31,19,1341.0,89,213,0.418,263,85,202,0.421,0.617
2020-21,203086,Meyers Leonard,1610612748,MIA,3,2,1,29.0,3,7,0.429,9,3,7,0.429,0.643
2020-21,1629662,Mfiondu Kabengele,1610612739,CLE,39,20,19,280.0,13,51,0.255,38,12,46,0.261,0.373
2020-21,203487,Michael Carter-Williams,1610612753,ORL,31,12,19,800.0,13,51,0.255,39,13,50,0.26,0.382
2020-21,1629008,Michael Porter Jr.,1610612743,DEN,61,40,21,1912.0,150,326,0.46,433,133,286,0.465,0.664
2020-21,1628969,Mikal Bridges,1610612756,PHX,72,51,21,2348.0,126,308,0.409,372,120,296,0.405,0.604
2020-21,201144,Mike Conley,1610612762,UTA,51,37,14,1498.0,53,130,0.408,158,52,128,0.406,0.608
2020-21,1628455,Mike James,1610612751,BKN,13,9,4,236.0,5,10,0.5,15,5,10,0.5,0.75
2020-21,203488,Mike Muscala,1610612760,OKC,35,15,20,645.0,74,198,0.374,213,65,178,0.365,0.538
2020-21,203118,Mike Scott,1610612755,PHI,51,35,16,852.0,54,155,0.348,161,53,152,0.349,0.519
2020-21,1628970,Miles Bridges,1610612766,CHA,66,31,35,1932.0,80,213,0.376,238,78,201,0.388,0.559
2020-21,1629011,Mitchell Robinson,1610612752,NYK,31,15,16,853.0,0,0,,0,,,,
2020-21,1629671,Miye Oni,1610612762,UTA,54,45,9,519.0,29,83,0.349,87,29,83,0.349,0.524
2020-21,1628964,Mo Bamba,1610612753,ORL,46,11,35,725.0,41,122,0.336,120,38,115,0.33,0.492
2020-21,1626149,Montrezl Harrell,1610612747,LAL,69,41,28,1580.0,10,22,0.455,20,0,6,0.0,0.455
2020-21,1628420,Monté Morris,1610612743,DEN,47,30,17,1196.0,42,103,0.408,122,38,97,0.392,0.592
2020-21,1629021,Moritz Wagner,1610612753,ORL,45,19,26,722.0,32,92,0.348,94,30,89,0.337,0.511
2020-21,1629650,Moses Brown,1610612738,BOS,43,8,35,920.0,2,3,0.667,4,,,,0.667
2020-21,1628539,Mychal Mulder,1610612744,GSW,60,33,27,766.0,75,197,0.381,225,75,197,0.381,0.571
2020-21,1626167,Myles Turner,1610612754,IND,47,22,25,1455.0,69,201,0.343,205,67,197,0.34,0.51
2020-21,1630230,Naji Marshall,1610612740,NOP,32,14,18,700.0,28,73,0.384,84,28,72,0.389,0.575
2020-21,1629642,Nassir Little,1610612757,POR,48,27,21,640.0,21,58,0.362,63,21,56,0.375,0.543
2020-21,1630268,Nate Darling,1610612766,CHA,7,3,4,26.0,2,7,0.286,6,2,7,0.286,0.429
2020-21,1630207,Nate Hinton,1610612742,DAL,21,11,10,93.0,4,14,0.286,12,4,14,0.286,0.429
2020-21,1630233,Nathan Knight,1610612737,ATL,33,21,12,279.0,6,27,0.222,18,6,26,0.231,0.333
2020-21,1629675,Naz Reid,1610612750,MIN,70,22,48,1347.0,61,171,0.357,182,60,168,0.357,0.532
2020-21,202357,Nemanja Bjelica,1610612748,MIA,37,16,21,595.0,23,75,0.307,68,22,71,0.31,0.453
2020-21,203457,Nerlens Noel,1610612752,NYK,64,35,29,1547.0,9,27,0.333,18,0,2,0.0,0.333
2020-21,1629651,Nic Claxton,1610612751,BKN,32,23,9,594.0,1,6,0.167,3,1,5,0.2,0.25
2020-21,1630208,Nick Richards,1610612766,CHA,18,9,9,63.0,0,1,0.0,0,0,1,0.0,0.0
2020-21,1629638,Nickeil Alexander-Walker,1610612740,NOP,46,20,26,1007.0,64,185,0.346,192,64,182,0.352,0.519
2020-21,1630185,Nico Mannion,1610612744,GSW,30,17,13,364.0,11,35,0.314,33,11,35,0.314,0.471
2020-21,201587,Nicolas Batum,1610612746,LAC,67,44,23,1835.0,113,274,0.412,329,103,255,0.404,0.6
2020-21,1629740,Nicolo Melli,1610612742,DAL,45,26,19,566.0,26,86,0.302,74,22,80,0.275,0.43
2020-21,203999,Nikola Jokić,1610612743,DEN,72,47,25,2488.0,142,314,0.452,369,85,214,0.397,0.588
2020-21,202696,Nikola Vučević,1610612741,CHI,70,26,44,2348.0,286,676,0.423,747,175,439,0.399,0.553
2020-21,203943,Noah Vonleh,1610612751,BKN,4,3,1,11.0,0,1,0.0,0,0,1,0.0,0.0
2020-21,1626181,Norman Powell,1610612757,POR,69,32,37,2205.0,118,276,0.428,353,117,271,0.432,0.639
2020-21,203658,Norvel Pelle,1610612752,NYK,13,8,5,83.0,0,0,,0,,,,
2020-21,1628384,OG Anunoby,1610612761,TOR,43,18,25,1433.0,99,234,0.423,296,98,231,0.424,0.632
2020-21,1630167,Obi Toppin,1610612752,NYK,62,36,26,683.0,28,88,0.318,82,26,84,0.31,0.466
2020-21,1630168,Onyeka Okongwu,1610612737,ATL,50,31,19,601.0,1,6,0.167,2,0,2,0.0,0.167
2020-21,1629052,Oshae Brissett,1610612754,IND,21,10,11,519.0,31,75,0.413,93,31,75,0.413,0.62
2020-21,203490,Otto Porter Jr.,1610612753,ORL,28,12,16,607.0,40,105,0.381,118,38,94,0.404,0.562
2020-21,200782,P.J. Tucker,1610612749,MIL,52,27,25,1356.0,40,120,0.333,117,37,115,0.322,0.488
2020-21,1629023,P.J. Washington,1610612766,CHA,64,31,33,1954.0,103,260,0.396,305,99,250,0.396,0.587
2020-21,1628408,PJ Dozier,1610612743,DEN,50,36,14,1088.0,38,119,0.319,113,37,114,0.325,0.475
2020-21,1627783,Pascal Siakam,1610612761,TOR,56,21,35,2006.0,68,206,0.33,193,57,182,0.313,0.468
2020-21,1626192,Pat Connaughton,1610612749,MIL,69,44,25,1575.0,101,263,0.384,302,100,260,0.385,0.574
2020-21,201976,Patrick Beverley,1610612746,LAC,37,25,12,832.0,48,114,0.421,142,46,111,0.414,0.623
2020-21,1627775,Patrick McCaw,1610612761,TOR,5,2,3,33.0,0,0,,0,,,,
2020-21,202335,Patrick Patterson,1610612746,LAC,38,26,12,582.0,44,113,0.389,127,39,106,0.368,0.562
2020-21,1630172,Patrick Williams,1610612741,CHI,71,30,41,1983.0,55,137,0.401,159,49,123,0.398,0.58
2020-21,201988,Patty Mills,1610612759,SAS,68,31,37,1685.0,109,265,0.411,327,109,264,0.413,0.617
2020-21,202331,Paul George,1610612746,LAC,54,38,16,1821.0,109,248,0.44,316,98,228,0.43,0.637
2020-21,200794,Paul Millsap,1610612743,DEN,56,38,18,1162.0,50,144,0.347,146,46,135,0.341,0.507
2020-21,1630194,Paul Reed,1610612755,PHI,26,17,9,177.0,1,8,0.125,2,0,6,0.0,0.125
2020-21,1628778,Paul Watson,1610612761,TOR,27,13,14,297.0,25,54,0.463,75,25,54,0.463,0.694
2020-21,1630202,Payton Pritchard,1610612738,BOS,66,33,33,1268.0,80,170,0.471,237,77,165,0.467,0.697
2020-21,1630173,Precious Achiuwa,1610612748,MIA,61,31,30,737.0,0,5,0.0,0,0,1,0.0,0.0
2020-21,1626188,Quinn Cook,1610612739,CLE,23,13,10,157.0,4,13,0.308,12,4,12,0.333,0.462
2020-21,1629683,Quinndary Weatherspoon,1610612759,SAS,20,8,12,121.0,0,3,0.0,0,0,3,0.0,0.0
2020-21,1630181,R.J. Hampton,1610612753,ORL,51,20,31,888.0,27,69,0.391,79,25,64,0.391,0.572
2020-21,1629628,RJ Barrett,1610612752,NYK,72,41,31,2511.0,120,300,0.4,358,118,288,0.41,0.597
2020-21,200765,Rajon Rondo,1610612746,LAC,45,28,17,769.0,16,43,0.372,48,16,42,0.381,0.558
2020-21,203526,Raul Neto,1610612764,WAS,64,30,34,1403.0,55,133,0.414,164,54,131,0.412,0.617
2020-21,1629034,Ray Spalding,1610612745,HOU,2,0,2,19.0,0,1,0.0,0,0,1,0.0,0.0
2020-21,1629730,Rayjon Tucker,1610612755,PHI,14,8,6,68.0,1,4,0.25,3,1,4,0.25,0.375
2020-21,203493,Reggie Bullock Jr.,1610612752,NYK,65,38,27,1949.0,161,373,0.432,476,154,362,0.425,0.638
2020-21,202704,Reggie Jackson,1610612746,LAC,67,43,24,1544.0,89,196,0.454,265,87,192,0.453,0.676
2020-21,1629617,Reggie Perry,1610612751,BKN,26,18,8,211.0,4,20,0.2,12,4,20,0.2,0.3
2020-21,1626158,Richaun Holmes,1610612758,SAC,61,29,32,1781.0,110,187,0.588,222,2,10,0.2,0.594
2020-21,201937,Ricky Rubio,1610612750,MIN,68,23,45,1772.0,58,178,0.326,168,52,165,0.315,0.472
2020-21,203496,Robert Covington,1610612757,POR,70,42,28,2243.0,118,316,0.373,354,118,311,0.379,0.56
2020-21,1629606,Robert Franks,1610612753,ORL,7,0,7,101.0,5,15,0.333,15,5,14,0.357,0.5
2020-21,1629057,Robert Williams III,1610612738,BOS,52,29,23,985.0,9,22,0.409,18,0,1,0.0,0.409
2020-21,1630218,Robert Woodard II,1610612758,SAC,13,3,10,45.0,1,4,0.25,2,0,3,0.0,0.25
2020-21,201577,Robin Lopez,1610612764,WAS,71,34,37,1354.0,7,22,0.318,19,5,18,0.278,0.432
2020-21,1629066,Rodions Kurucs,1610612749,MIL,21,10,11,125.0,5,21,0.238,15,5,20,0.25,0.357
2020-21,203918,Rodney Hood,1610612761,TOR,55,29,26,943.0,18,74,0.243,54,18,73,0.247,0.365
2020-21,203585,Rodney McGruder,1610612765,DET,16,3,13,194.0,11,25,0.44,33,11,23,0.478,0.66
2020-21,1629641,Romeo Langford,1610612738,BOS,18,9,9,283.0,3,17,0.176,9,3,15,0.2,0.265
2020-21,1626178,Rondae Hollis-Jefferson,1610612757,POR,11,6,5,107.0,0,1,0.0,0,0,1,0.0,0.0
2020-21,1626220,Royce O'Neale,1610612762,UTA,71,51,20,2240.0,99,254,0.39,297,99,252,0.393,0.585
2020-21,200752,Rudy Gay,1610612759,SAS,63,29,34,1358.0,99,250,0.396,288,90,228,0.395,0.576
2020-21,203497,Rudy Gobert,1610612762,UTA,71,52,19,2187.0,2,9,0.222,4,0,2,0.0,0.222
2020-21,1629060,Rui Hachimura,1610612764,WAS,57,29,28,1797.0,75,191,0.393,195,45,135,0.333,0.51
2020-21,201566,Russell Westbrook,1610612764,WAS,65,30,35,2369.0,48,138,0.348,143,47,132,0.356,0.518
2020-21,1627853,Ryan Arcidiacono,1610612741,CHI,44,20,24,450.0,22,57,0.386,66,22,55,0.4,0.579
2020-21,1630240,Saben Lee,1610612765,DET,48,14,34,781.0,8,15,0.533,24,8,15,0.533,0.8
2020-21,1630180,Saddiq Bey,1610612765,DET,70,19,51,1909.0,152,378,0.402,452,148,368,0.402,0.598
2020-21,1630241,Sam Merrill,1610612749,MIL,30,18,12,233.0,16,36,0.444,48,16,36,0.444,0.667
2020-21,1630253,Sean McDermott,1610612763,MEM,18,10,8,158.0,6,22,0.273,17,5,21,0.238,0.386
2020-21,1629635,Sekou Doumbouya,1610612765,DET,56,15,41,869.0,26,112,0.232,77,25,108,0.231,0.344
2020-21,1628400,Semi Ojeleye,1610612738,BOS,56,28,28,950.0,55,147,0.374,163,53,141,0.376,0.554
2020-21,201586,Serge Ibaka,1610612746,LAC,41,24,17,955.0,62,146,0.425,161,37,105,0.352,0.551
2020-21,203552,Seth Curry,1610612755,PHI,57,39,18,1638.0,96,197,0.487,282,90,185,0.486,0.716
2020-21,1628983,Shai Gilgeous-Alexander,1610612760,OKC,35,16,19,1180.0,16,37,0.432,48,16,37,0.432,0.649
2020-21,1629003,Shake Milton,1610612755,PHI,63,46,17,1461.0,55,143,0.385,162,52,134,0.388,0.566
2020-21,1627885,Shaquille Harrison,1610612743,DEN,34,27,7,332.0,3,14,0.214,9,3,13,0.231,0.321
2020-21,1628414,Sindarius Thornwell,1610612753,ORL,21,7,14,217.0,7,23,0.304,20,6,22,0.273,0.435
2020-21,1630219,Skylar Mays,1610612737,ATL,33,19,14,269.0,12,33,0.364,35,11,31,0.355,0.53
2020-21,203524,Solomon Hill,1610612737,ATL,71,41,30,1514.0,64,203,0.315,191,63,200,0.315,0.47
2020-21,203915,Spencer Dinwiddie,1610612751,BKN,3,2,1,64.0,2,5,0.4,6,2,5,0.4,0.6
2020-21,1626169,Stanley Johnson,1610612761,TOR,61,25,36,1006.0,37,111,0.333,110,36,109,0.33,0.495
2020-21,201939,Stephen Curry,1610612744,GSW,63,37,26,2152.0,157,352,0.446,462,148,339,0.437,0.656
2020-21,1628425,Sterling Brown,1610612745,HOU,51,14,37,1229.0,73,177,0.412,218,72,174,0.414,0.616
2020-21,203500,Steven Adams,1610612740,NOP,58,26,32,1604.0,6,15,0.4,12,0,2,0.0,0.4
2020-21,1629004,Svi Mykhailiuk,1610612760,OKC,66,13,53,1324.0,79,230,0.343,232,74,223,0.332,0.504
2020-21,1628388,T.J. Leaf,1610612757,POR,7,6,1,35.0,0,0,,0,,,,
2020-21,204456,T.J. McConnell,1610612754,IND,69,33,36,1796.0,20,50,0.4,51,11,36,0.306,0.51
2020-21,203933,T.J. Warren,1610612754,IND,4,3,1,117.0,0,7,0.0,0,0,7,0.0,0.0
2020-21,1629605,Tacko Fall,1610612738,BOS,19,13,6,136.0,1,1,1.0,2,,,,1.0
2020-21,201959,Taj Gibson,1610612752,NYK,45,29,16,936.0,9,28,0.321,21,3,14,0.214,0.375
2020-21,1629659,Talen Horton-Tucker,1610612747,LAL,65,39,26,1304.0,21,76,0.276,63,21,76,0.276,0.414
2020-21,1627752,Taurean Prince,1610612739,CLE,41,15,26,905.0,42,110,0.382,125,41,105,0.39,0.568
2020-21,1629611,Terance Mann,1610612746,LAC,67,45,22,1263.0,30,72,0.417,88,28,69,0.406,0.611
2020-21,1629056,Terence Davis,1610612758,SAC,61,26,35,1074.0,77,184,0.418,230,76,182,0.418,0.625
2020-21,1628390,Terrance Ferguson,1610612755,PHI,13,10,3,49.0,0,5,0.0,0,0,5,0.0,0.0
2020-21,203082,Terrence Ross,1610612753,ORL,46,16,30,1346.0,70,185,0.378,199,59,161,0.366,0.538
2020-21,1626179,Terry Rozier,1610612766,CHA,69,32,37,2383.0,166,386,0.43,494,162,374,0.433,0.64
2020-21,201152,Thaddeus Young,1610612741,CHI,68,30,38,1652.0,19,58,0.328,50,12,42,0.286,0.431
2020-21,203648,Thanasis Antetokounmpo,1610612749,MIL,57,37,20,551.0,2,16,0.125,6,2,16,0.125,0.188
2020-21,1630177,Theo Maledon,1610612760,OKC,65,20,45,1778.0,69,203,0.34,207,69,200,0.345,0.51
2020-21,1629033,Theo Pinson,1610612752,NYK,17,9,8,34.0,0,6,0.0,0,0,6,0.0,0.0
2020-21,1628418,Thomas Bryant,1610612764,WAS,10,2,8,271.0,10,30,0.333,29,9,21,0.429,0.483
2020-21,1627748,Thon Maker,1610612739,CLE,8,3,5,76.0,0,1,0.0,0,0,1,0.0,0.0
2020-21,204025,Tim Frazier,1610612763,MEM,5,5,0,62.0,0,4,0.0,0,0,4,0.0,0.0
2020-21,203501,Tim Hardaway Jr.,1610612742,DAL,70,42,28,1985.0,154,378,0.407,459,151,369,0.409,0.607
2020-21,1627789,Timothe Luwawu-Cabarrot,1610612751,BKN,58,38,20,1050.0,73,225,0.324,218,72,221,0.326,0.484
2020-21,202699,Tobias Harris,1610612755,PHI,62,44,18,2014.0,68,160,0.425,200,64,148,0.432,0.625
2020-21,203107,Tomas Satoransky,1610612741,CHI,58,25,33,1307.0,39,105,0.371,117,39,102,0.382,0.557
2020-21,1628396,Tony Bradley,1610612760,OKC,42,15,27,684.0,5,17,0.294,10,0,3,0.0,0.294
2020-21,203503,Tony Snell,1610612737,ATL,47,29,18,992.0,63,110,0.573,187,61,103,0.592,0.85
2020-21,1628470,Torrey Craig,1610612756,PHX,50,33,17,803.0,34,96,0.354,100,32,93,0.344,0.521
2020-21,1629027,Trae Young,1610612737,ATL,63,36,27,2125.0,31,85,0.365,93,31,83,0.373,0.547
2020-21,1630200,Tre Jones,1610612759,SAS,37,15,22,269.0,1,3,0.333,3,1,3,0.333,0.5
2020-21,1629682,Tremont Waters,1610612738,BOS,26,13,13,238.0,4,13,0.308,12,4,12,0.333,0.462
2020-21,1630235,Trent Forrest,1610612762,UTA,30,22,8,302.0,5,22,0.227,15,5,22,0.227,0.341
2020-21,2772,Trevor Ariza,1610612748,MIA,30,17,13,841.0,45,121,0.372,135,45,121,0.372,0.558
2020-21,203504,Trey Burke,1610612742,DAL,62,35,27,911.0,52,140,0.371,151,47,135,0.348,0.539
2020-21,1626168,Trey Lyles,1610612759,SAS,23,10,13,358.0,13,35,0.371,39,13,33,0.394,0.557
2020-21,202684,Tristan Thompson,1610612738,BOS,54,27,27,1287.0,1,3,0.333,2,0,1,0.0,0.333
2020-21,1628972,Troy Brown Jr.,1610612741,CHI,34,10,24,523.0,19,67,0.284,57,19,61,0.311,0.425
2020-21,1629660,Ty Jerome,1610612760,OKC,33,7,26,788.0,49,118,0.415,145,47,114,0.412,0.614
2020-21,1630234,Ty-Shon Alexander,1610612756,PHX,15,11,4,47.0,1,7,0.143,3,1,7,0.143,0.214
2020-21,1630189,Tyler Bey,1610612742,DAL,18,11,7,71.0,0,3,0.0,0,0,2,0.0,0.0
2020-21,1629076,Tyler Cook,1610612765,DET,32,11,21,437.0,1,2,0.5,3,1,2,0.5,0.75
2020-21,1629639,Tyler Herro,1610612748,MIA,54,29,25,1635.0,63,159,0.396,185,59,149,0.396,0.582
2020-21,204020,Tyler Johnson,1610612751,BKN,39,29,10,684.0,45,121,0.372,132,42,117,0.359,0.545
2020-21,1630179,Tyrell Terry,1610612742,DAL,11,2,9,56.0,0,3,0.0,0,0,3,0.0,0.0
2020-21,1630169,Tyrese Haliburton,1610612758,SAC,58,25,33,1746.0,73,169,0.432,217,71,162,0.438,0.642
2020-21,1630178,Tyrese Maxey,1610612755,PHI,61,41,20,936.0,22,69,0.319,65,21,65,0.323,0.471
2020-21,1626145,Tyus Jones,1610612763,MEM,70,36,34,1223.0,38,113,0.336,111,35,106,0.33,0.491
2020-21,1628962,Udoka Azubuike,1610612762,UTA,15,13,2,57.0,0,0,,0,,,,
2020-21,2617,Udonis Haslem,1610612748,MIA,1,1,0,3.0,1,1,1.0,2,,,,1.0
2020-21,1630176,Vernon Carey Jr.,1610612766,CHA,19,9,10,115.0,4,11,0.364,9,1,7,0.143,0.409
2020-21,203506,Victor Oladipo,1610612748,MIA,33,13,20,1080.0,47,126,0.373,139,45,120,0.375,0.552
2020-21,1629738,Vincent Poirier,1610612755,PHI,10,8,2,39.0,1,3,0.333,2,0,1,0.0,0.333
2020-21,1628427,Vlatko Čančar,1610612743,DEN,41,28,13,281.0,9,30,0.3,27,9,29,0.31,0.45
2020-21,201961,Wayne Ellington,1610612765,DET,46,13,33,1012.0,69,181,0.381,205,67,176,0.381,0.566
2020-21,1628976,Wendell Carter Jr.,1610612753,ORL,54,21,33,1375.0,53,136,0.39,121,15,51,0.294,0.445
2020-21,1629117,Wenyen Gabriel,1610612740,NOP,21,9,12,241.0,13,30,0.433,39,13,30,0.433,0.65
2020-21,1628411,Wes Iwundu,1610612740,NOP,41,17,24,539.0,5,39,0.128,15,5,38,0.132,0.192
2020-21,202083,Wesley Matthews,1610612747,LAL,58,33,25,1130.0,58,168,0.345,174,58,167,0.347,0.518
2020-21,203115,Will Barton,1610612743,DEN,56,37,19,1736.0,65,166,0.392,193,63,161,0.391,0.581
2020-21,1630266,Will Magnay,1610612740,NOP,1,1,0,3.0,0,1,0.0,0,0,1,0.0,0.0
2020-21,1626161,Willie Cauley-Stein,1610612742,DAL,53,29,24,906.0,5,18,0.278,11,1,11,0.091,0.306
2020-21,1626195,Willy Hernangomez,1610612740,NOP,47,20,27,846.0,5,17,0.294,11,1,8,0.125,0.324
2020-21,1630214,Xavier Tillman,1610612763,MEM,59,31,28,1085.0,40,97,0.412,102,22,63,0.349,0.526
2020-21,1627812,Yogi Ferrell,1610612746,LAC,10,4,6,137.0,7,14,0.5,20,6,11,0.545,0.714
2020-21,1629139,Yuta Watanabe,1610612761,TOR,50,24,26,723.0,36,87,0.414,106,34,85,0.4,0.609
2020-21,203897,Zach LaVine,1610612741,CHI,58,26,32,2034.0,77,165,0.467,226,72,148,0.486,0.685
2020-21,1630192,Zeke Nnaji,1610612743,DEN,42,30,12,397.0,26,64,0.406,75,23,58,0.397,0.586
2020-21,1629627,Zion Williamson,1610612740,NOP,61,29,32,2026.0,10,28,0.357,29,9,24,0.375,0.518
2019-20,203932,Aaron Gordon,1610612753,ORL,62,30,32,2017.0,66,198,0.333,184,52,160,0.325,0.465
2019-20,1628988,Aaron Holiday,1610612754,IND,66,42,24,1617.0,58,137,0.423,173,57,135,0.422,0.631
2019-20,1627846,Abdel Nader,1610612760,OKC,55,37,18,867.0,46,120,0.383,138,46,120,0.383,0.575
2019-20,1629690,Adam Mokoka,1610612741,CHI,11,3,8,112.0,6,16,0.375,18,6,15,0.4,0.563
2019-20,1629678,Admiral Schofield,1610612764,WAS,33,9,24,368.0,20,59,0.339,59,19,56,0.339,0.5
2019-20,201143,Al Horford,1610612755,PHI,67,39,28,2026.0,125,347,0.36,344,94,268,0.351,0.496
2019-20,202329,Al-Farouq Aminu,1610612753,ORL,18,7,11,380.0,11,37,0.297,30,8,33,0.242,0.405
2019-20,202692,Alec Burks,1610612755,PHI,66,21,45,1754.0,57,148,0.385,163,49,130,0.377,0.551
2019-20,1629346,Alen Smailagic,1610612744,GSW,14,1,13,139.0,3,13,0.231,9,3,12,0.25,0.346
2019-20,1627936,Alex Caruso,1610612747,LAL,64,48,16,1175.0,31,95,0.326,93,31,91,0.341,0.489
2019-20,203458,Alex Len,1610612758,SAC,55,18,37,971.0,20,70,0.286,56,16,57,0.281,0.4
2019-20,1628035,Alfonzo McKinnie,1610612739,CLE,40,11,29,593.0,13,58,0.224,39,13,58,0.224,0.336
2019-20,1628993,Alize Johnson,1610612754,IND,17,10,7,118.0,3,8,0.375,9,3,8,0.375,0.563
2019-20,203459,Allen Crabbe,1610612750,MIN,37,5,32,653.0,39,112,0.348,114,36,106,0.34,0.509
2019-20,1629019,Allonzo Trier,1610612752,NYK,24,2,22,291.0,11,28,0.393,33,11,27,0.407,0.589
2019-20,1628518,Amile Jefferson,1610612753,ORL,18,5,13,74.0,0,1,0.0,0,,,,0.0
2019-20,1629599,Amir Coffey,1610612746,LAC,18,11,7,159.0,5,14,0.357,15,5,14,0.357,0.536
2019-20,203083,Andre Drummond,1610612739,CLE,57,21,36,1878.0,6,44,0.136,16,4,30,0.133,0.182
2019-20,2738,Andre Iguodala,1610612748,MIA,21,10,11,418.0,13,40,0.325,39,13,40,0.325,0.488
2019-20,203460,Andre Roberson,1610612760,OKC,7,3,4,87.0,3,11,0.273,9,3,11,0.273,0.409
2019-20,203952,Andrew Wiggins,1610612744,GSW,54,15,39,1859.0,69,197,0.35,206,68,193,0.352,0.523
2019-20,1629014,Anfernee Simons,1610612757,POR,70,32,38,1449.0,48,144,0.333,143,47,140,0.336,0.497
