Season,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,OREB,OREB_CONTEST,OREB_UNCONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,OREB_CHANCE_PCT_ADJ,AVG_OREB_DIST,DREB,DREB_CONTEST,DREB_UNCONTEST,DREB_CONTEST_PCT,DREB_CHANCES,DREB_CHANCE_PCT,DREB_CHANCE_DEFER,DREB_CHANCE_PCT_ADJ,AVG_DREB_DIST,REB,REB_CONTEST,REB_UNCONTEST,REB_CONTEST_PCT,REB_CHANCES,REB_CHANCE_PCT,REB_CHANCE_DEFER,REB_CHANCE_PCT_ADJ,AVG_REB_DIST
2025-26,1629012,Collin Sexton,1610612766,CHA,15,6,9,25.7,0.5,0.3,0.1,0.714,1.9,0.25,0.1,0.259,11.0,2.2,0.5,1.7,0.242,3.9,0.569,0.1,0.589,10.6,2.7,0.9,1.8,0.325,5.5,0.482,0.2,0.5,10.7
2025-26,1642843,Cooper Flagg,1610612742,DAL,20,6,14,33.9,1.3,0.5,0.8,0.4,3.6,0.347,0.1,0.352,9.2,5.3,0.9,4.5,0.16,9.1,0.586,0.9,0.65,5.5,6.6,1.4,5.2,0.206,11.9,0.55,1.0,0.598,6.2
2025-26,1630557,Corey Kispert,1610612764,WAS,15,2,13,20.6,0.4,0.1,0.3,0.333,1.1,0.375,0.0,0.375,11.8,2.4,0.3,2.1,0.139,4.1,0.581,0.5,0.655,7.7,2.8,0.5,2.3,0.167,5.1,0.553,0.5,0.609,8.3
2025-26,1641854,Craig Porter Jr.,1610612739,CLE,16,10,6,18.4,1.5,0.7,0.8,0.458,2.3,0.667,0.1,0.686,9.2,1.9,0.4,1.5,0.2,3.3,0.566,0.5,0.667,7.8,3.4,1.1,2.3,0.315,5.4,0.621,0.6,0.692,8.4
2025-26,1642938,Curtis Jones,1610612743,DEN,1,1,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,8.2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,8.2
2025-26,1626156,D'Angelo Russell,1610612742,DAL,15,4,11,22.0,0.5,0.0,0.5,0.0,1.1,0.412,0.0,0.412,14.7,2.7,0.4,2.3,0.146,4.5,0.612,0.2,0.641,7.3,3.2,0.4,2.8,0.125,5.3,0.6,0.2,0.623,8.4
2025-26,1631342,Daeqwon Plowden,1610612758,SAC,1,0,1,14.0,2.0,0.0,2.0,0.0,3.0,0.667,0.0,0.667,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.667,0.0,0.667,11.2
2025-26,1631207,Dalen Terry,1610612741,CHI,6,3,3,12.9,0.5,0.3,0.2,0.667,1.3,0.375,0.2,0.429,5.6,1.7,0.7,1.0,0.4,3.3,0.5,0.3,0.556,4.9,2.2,1.0,1.2,0.462,4.7,0.464,0.5,0.52,5.1
2025-26,1642261,Dalton Knecht,1610612747,LAL,13,10,3,19.4,0.6,0.2,0.4,0.375,1.2,0.5,0.0,0.5,8.6,1.8,0.3,1.5,0.167,3.5,0.533,0.3,0.585,6.1,2.5,0.5,1.9,0.219,4.5,0.542,0.3,0.582,6.7
2025-26,1629655,Daniel Gafford,1610612742,DAL,14,3,11,23.5,2.4,1.7,0.6,0.727,6.9,0.344,0.4,0.367,3.9,4.1,1.1,3.0,0.276,7.9,0.527,1.0,0.604,4.8,6.5,2.9,3.6,0.44,14.4,0.453,1.4,0.503,4.5
2025-26,1642450,Daniss Jenkins,1610612765,DET,9,8,1,23.0,0.9,0.3,0.6,0.375,1.8,0.5,0.0,0.5,11.6,1.9,0.2,1.7,0.118,3.2,0.586,0.0,0.586,12.4,2.8,0.6,2.2,0.2,4.9,0.568,0.0,0.568,12.1
2025-26,1642874,Danny Wolf,1610612751,BKN,4,0,4,12.2,0.5,0.0,0.5,0.0,0.5,1.0,0.0,1.0,8.8,2.3,0.3,2.0,0.111,3.5,0.643,0.5,0.75,8.6,2.8,0.3,2.5,0.091,4.0,0.688,0.5,0.786,8.6
2025-26,203967,Dario Šarić,1610612758,SAC,2,1,1,11.6,0.5,0.5,0.0,1.0,2.0,0.25,0.0,0.25,2.7,2.0,1.5,0.5,0.75,3.0,0.667,0.5,0.8,5.0,2.5,2.0,0.5,0.8,5.0,0.5,0.5,0.556,4.6
2025-26,1629636,Darius Garland,1610612739,CLE,7,4,3,27.7,0.9,0.4,0.4,0.5,1.4,0.6,0.0,0.6,13.1,2.0,0.3,1.7,0.143,3.1,0.636,0.1,0.667,11.2,2.9,0.7,2.1,0.25,4.6,0.625,0.1,0.645,11.8
2025-26,1642357,David Jones Garcia,1610612759,SAS,5,3,2,9.4,0.8,0.6,0.2,0.75,1.4,0.571,0.2,0.667,13.1,1.4,0.6,0.8,0.429,2.0,0.7,0.2,0.778,6.3,2.2,1.2,1.0,0.545,3.4,0.647,0.4,0.733,8.8
2025-26,1630558,Davion Mitchell,1610612748,MIA,16,11,5,30.4,0.5,0.1,0.4,0.25,1.3,0.381,0.1,0.4,22.3,2.8,0.4,2.3,0.159,5.5,0.5,0.4,0.543,9.6,3.3,0.6,2.7,0.173,6.7,0.486,0.5,0.525,11.6
2025-26,1630549,Day'Ron Sharpe,1610612751,BKN,18,3,15,16.2,2.1,1.7,0.4,0.789,5.4,0.392,0.2,0.409,4.5,3.3,1.1,2.2,0.333,5.2,0.645,0.5,0.714,4.6,5.4,2.8,2.7,0.51,10.1,0.538,0.7,0.58,4.6
2025-26,1628368,De'Aaron Fox,1610612759,SAS,11,7,4,33.4,0.9,0.3,0.6,0.3,1.8,0.5,0.1,0.526,14.0,2.5,0.2,2.4,0.071,4.7,0.538,0.6,0.622,8.6,3.5,0.5,3.0,0.132,6.5,0.528,0.7,0.594,10.0
2025-26,1629631,De'Andre Hunter,1610612739,CLE,17,10,7,29.0,0.7,0.4,0.3,0.583,2.5,0.279,0.0,0.279,9.2,3.9,1.1,2.8,0.284,6.6,0.598,0.9,0.691,6.2,4.6,1.5,3.1,0.329,8.9,0.52,0.9,0.577,6.7
2025-26,201599,DeAndre Jordan,1610612740,NOP,2,0,2,11.7,2.0,1.0,1.0,0.5,3.0,0.667,0.0,0.667,7.5,3.0,0.5,2.5,0.167,6.0,0.5,0.0,0.5,4.9,5.0,1.5,3.5,0.3,9.0,0.556,0.0,0.556,6.0
2025-26,201942,DeMar DeRozan,1610612758,SAC,19,4,15,34.1,0.5,0.2,0.3,0.4,1.7,0.313,0.1,0.333,13.1,2.7,0.8,2.0,0.288,4.7,0.578,0.3,0.619,9.1,3.3,1.0,2.3,0.306,6.3,0.517,0.4,0.554,9.6
2025-26,1629731,Dean Wade,1610612739,CLE,18,10,8,23.3,0.9,0.4,0.6,0.412,2.9,0.321,0.2,0.34,8.8,3.1,0.9,2.2,0.291,6.2,0.491,0.9,0.579,6.4,4.0,1.3,2.7,0.319,9.0,0.444,1.1,0.507,7.0
2025-26,1629028,Deandre Ayton,1610612747,LAL,16,12,4,30.3,2.9,2.1,0.8,0.723,6.4,0.461,0.1,0.465,5.6,6.2,1.6,4.5,0.263,10.1,0.611,1.4,0.707,4.3,9.1,3.8,5.3,0.411,15.4,0.591,1.4,0.652,4.7
2025-26,1630166,Deni Avdija,1610612757,POR,20,8,12,34.1,1.4,0.9,0.5,0.63,4.2,0.321,0.1,0.325,9.2,5.7,1.0,4.8,0.167,9.5,0.6,1.3,0.695,4.9,7.1,1.8,5.3,0.255,12.7,0.555,1.4,0.621,5.7
2025-26,203471,Dennis Schröder,1610612758,SAC,17,5,12,29.7,0.5,0.1,0.4,0.125,1.1,0.421,0.1,0.444,21.4,3.4,0.5,2.9,0.155,5.4,0.63,0.5,0.699,9.0,3.9,0.6,3.3,0.152,6.5,0.595,0.6,0.653,10.5
2025-26,1641726,Dereck Lively II,1610612742,DAL,7,3,4,16.5,2.0,1.6,0.4,0.786,4.7,0.424,0.0,0.424,4.2,3.3,0.7,2.6,0.217,6.6,0.5,1.1,0.605,3.9,5.3,2.3,3.0,0.432,11.0,0.481,1.1,0.536,4.0
2025-26,1642852,Derik Queen,1610612740,NOP,21,3,18,23.6,1.9,1.4,0.4,0.769,3.8,0.488,0.1,0.506,5.8,4.3,1.7,2.6,0.389,8.1,0.526,1.1,0.612,5.0,6.1,3.1,3.0,0.504,11.7,0.527,1.3,0.592,5.3
2025-26,1627884,Derrick Jones Jr.,1610612746,LAC,12,4,8,24.8,0.9,0.5,0.4,0.545,1.8,0.5,0.1,0.524,7.3,1.7,0.5,1.2,0.3,3.3,0.513,0.3,0.571,7.8,2.6,1.0,1.6,0.387,5.1,0.508,0.4,0.554,7.7
2025-26,1628401,Derrick White,1610612738,BOS,19,10,9,33.3,0.9,0.3,0.6,0.294,2.3,0.386,0.0,0.386,10.2,3.1,0.5,2.6,0.153,6.3,0.496,0.5,0.541,6.6,4.0,0.7,3.3,0.184,8.3,0.484,0.5,0.517,7.4
2025-26,1630217,Desmond Bane,1610612753,ORL,19,11,8,33.4,1.3,0.5,0.8,0.36,3.4,0.391,0.2,0.41,8.8,3.4,0.6,2.8,0.185,5.9,0.575,0.6,0.637,8.7,4.7,1.1,3.6,0.233,8.9,0.529,0.7,0.577,8.7
2025-26,1626164,Devin Booker,1610612756,PHX,20,11,9,36.3,1.1,0.7,0.5,0.591,2.8,0.393,0.2,0.415,7.8,3.6,0.9,2.7,0.239,6.7,0.534,0.7,0.597,8.7,4.7,1.5,3.2,0.323,9.4,0.495,0.9,0.544,8.5
2025-26,1642269,Devin Carter,1610612758,SAC,6,1,5,9.7,0.5,0.2,0.3,0.333,1.5,0.333,0.0,0.333,8.5,1.5,0.3,1.2,0.222,2.5,0.6,0.5,0.75,4.5,2.0,0.5,1.5,0.25,4.0,0.5,0.5,0.571,5.5
2025-26,1630170,Devin Vassell,1610612759,SAS,19,13,6,33.1,0.4,0.1,0.4,0.125,0.9,0.471,0.1,0.5,14.5,3.2,0.5,2.6,0.167,5.9,0.531,0.3,0.556,7.7,3.6,0.6,3.0,0.162,6.7,0.535,0.3,0.562,8.5
2025-26,1628415,Dillon Brooks,1610612756,PHX,15,9,6,31.3,0.8,0.3,0.5,0.333,3.2,0.25,0.3,0.273,9.4,2.4,0.1,2.3,0.056,5.9,0.404,0.5,0.444,7.1,3.2,0.4,2.8,0.125,8.9,0.361,0.8,0.397,7.7
2025-26,1627734,Domantas Sabonis,1610612758,SAC,11,2,9,33.2,3.4,2.7,0.6,0.811,9.5,0.352,0.1,0.356,4.0,8.9,2.8,6.1,0.316,14.5,0.616,1.4,0.681,3.7,12.3,5.5,6.7,0.452,22.9,0.536,1.5,0.572,3.8
2025-26,1631230,Dominick Barlow,1610612755,PHI,10,5,5,26.8,2.0,0.9,1.1,0.45,3.4,0.588,0.0,0.588,6.4,3.5,1.1,2.4,0.314,6.5,0.538,0.4,0.574,5.4,5.5,2.0,3.5,0.364,9.6,0.573,0.4,0.598,5.8
2025-26,1642270,Donovan Clingan,1610612757,POR,19,8,11,25.4,4.7,3.8,0.9,0.8,8.1,0.588,0.4,0.621,4.4,5.3,1.9,3.3,0.36,10.2,0.518,1.2,0.585,3.8,10.0,5.7,4.3,0.568,17.7,0.564,1.6,0.619,4.1
2025-26,1628378,Donovan Mitchell,1610612739,CLE,19,11,8,34.3,0.8,0.3,0.4,0.4,1.6,0.5,0.1,0.536,11.3,4.0,0.8,3.2,0.197,6.5,0.618,0.6,0.685,9.0,4.8,1.1,3.6,0.231,8.1,0.595,0.7,0.655,9.4
2025-26,1628978,Donte DiVincenzo,1610612750,MIN,19,12,7,31.4,0.8,0.4,0.5,0.438,1.8,0.471,0.1,0.5,12.2,3.3,0.7,2.6,0.206,5.1,0.656,0.1,0.663,9.9,4.2,1.1,3.1,0.253,6.7,0.617,0.2,0.632,10.4
2025-26,1642962,Drake Powell,1610612751,BKN,12,2,10,20.4,0.3,0.0,0.3,0.0,0.8,0.444,0.1,0.5,17.3,1.8,0.5,1.3,0.286,3.0,0.583,0.3,0.656,11.0,2.1,0.5,1.6,0.24,3.8,0.556,0.4,0.625,12.0
2025-26,203110,Draymond Green,1610612744,GSW,18,10,8,29.1,0.9,0.4,0.5,0.5,2.7,0.333,0.0,0.333,7.9,5.2,1.7,3.5,0.33,9.8,0.531,0.7,0.573,4.2,6.1,2.2,4.0,0.355,11.8,0.516,0.7,0.55,4.7
2025-26,1629234,Drew Eubanks,1610612758,SAC,21,5,16,15.7,0.9,0.4,0.5,0.444,2.1,0.4,0.0,0.409,5.2,2.3,0.9,1.4,0.367,4.9,0.476,0.8,0.563,4.3,3.2,1.2,1.9,0.388,6.8,0.469,0.8,0.532,4.6
2025-26,1641809,Drew Peterson,1610612766,CHA,4,0,4,13.3,0.5,0.0,0.5,0.0,1.3,0.4,0.0,0.4,11.6,1.3,0.3,1.0,0.2,2.8,0.455,0.3,0.5,5.6,1.8,0.3,1.5,0.143,3.8,0.467,0.3,0.5,7.3
2025-26,1630696,Dru Smith,1610612748,MIA,15,9,6,17.4,1.2,0.5,0.7,0.444,2.3,0.514,0.1,0.545,14.9,1.9,0.3,1.5,0.179,3.9,0.475,0.4,0.528,9.4,3.1,0.9,2.2,0.283,6.1,0.5,0.5,0.548,11.5
2025-26,1629130,Duncan Robinson,1610612765,DET,17,15,2,32.4,0.5,0.1,0.3,0.25,0.9,0.5,0.0,0.5,11.6,2.6,0.5,2.1,0.205,4.8,0.543,0.5,0.603,8.7,3.1,0.6,2.4,0.212,5.6,0.542,0.5,0.591,9.1
2025-26,1641871,Duop Reath,1610612757,POR,6,3,3,9.5,0.3,0.2,0.2,0.5,1.2,0.286,0.0,0.286,16.6,1.3,0.7,0.7,0.5,2.7,0.5,0.5,0.615,4.3,1.7,0.8,0.8,0.5,3.7,0.455,0.5,0.526,6.8
2025-26,203939,Dwight Powell,1610612742,DAL,11,4,7,12.6,1.4,0.5,0.8,0.4,3.2,0.429,0.1,0.441,5.6,1.7,0.5,1.3,0.263,3.9,0.442,0.2,0.463,5.7,3.1,1.0,2.1,0.324,7.1,0.436,0.3,0.453,5.7
2025-26,1642928,Dylan Cardwell,1610612758,SAC,3,1,2,10.8,0.7,0.3,0.3,0.5,3.0,0.222,0.3,0.25,3.6,1.0,0.0,1.0,0.0,3.3,0.3,0.7,0.375,5.3,1.7,0.3,1.3,0.2,6.3,0.263,1.0,0.313,4.6
2025-26,1642844,Dylan Harper,1610612759,SAS,7,6,1,22.4,1.1,0.7,0.4,0.625,2.4,0.471,0.0,0.471,9.4,2.7,0.9,1.9,0.316,4.6,0.594,0.1,0.613,7.3,3.9,1.6,2.3,0.407,6.9,0.563,0.1,0.574,7.9
2025-26,1630700,Dyson Daniels,1610612737,ATL,21,13,8,33.7,2.2,1.0,1.2,0.468,4.9,0.461,0.1,0.475,8.0,4.3,1.4,3.0,0.319,7.0,0.619,0.3,0.65,6.3,6.6,2.4,4.1,0.37,11.6,0.568,0.5,0.592,6.9
2025-26,1630604,E.J. Liddell,1610612751,BKN,5,0,5,4.9,0.6,0.2,0.4,0.333,1.0,0.6,0.0,0.6,7.7,1.0,0.2,0.8,0.2,1.6,0.625,0.0,0.625,4.9,1.6,0.4,1.2,0.25,2.6,0.615,0.0,0.615,5.9
2025-26,1642856,Egor Dëmin,1610612751,BKN,16,3,13,23.1,0.6,0.1,0.6,0.1,1.1,0.588,0.1,0.625,17.8,3.3,1.2,2.1,0.358,5.3,0.631,0.2,0.654,8.3,3.9,1.3,2.7,0.317,6.3,0.63,0.3,0.656,9.8
2025-26,1641989,Elijah Harkless,1610612762,UTA,4,1,3,12.4,0.5,0.0,0.5,0.0,0.5,1.0,0.0,1.0,9.6,1.0,0.3,0.8,0.25,2.8,0.364,1.0,0.571,5.9,1.5,0.3,1.3,0.167,3.3,0.462,1.0,0.667,7.2
2025-26,1641801,Emanuel Miller,1610612741,CHI,1,0,1,6.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.333,1.0,0.5,3.3,1.0,0.0,1.0,0.0,4.0,0.25,1.0,0.333,3.3
2025-26,201569,Eric Gordon,1610612755,PHI,1,0,1,22.4,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,6.3,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,11.1,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,8.7
2025-26,1630596,Evan Mobley,1610612739,CLE,20,11,9,34.4,2.7,1.5,1.2,0.547,5.3,0.505,0.1,0.51,7.9,6.6,2.5,4.0,0.382,11.4,0.575,1.4,0.655,5.0,9.2,4.0,5.2,0.429,16.0,0.575,1.5,0.632,5.9
2025-26,1630532,Franz Wagner,1610612753,ORL,20,12,8,34.6,1.7,0.8,0.9,0.471,3.2,0.531,0.1,0.54,12.8,4.7,0.8,3.9,0.17,7.4,0.635,0.6,0.691,7.6,6.4,1.6,4.8,0.25,10.2,0.631,0.7,0.674,9.0
2025-26,1641713,GG Jackson,1610612763,MEM,4,2,2,10.8,0.8,0.5,0.3,0.667,1.8,0.429,0.0,0.429,7.6,2.8,0.3,2.5,0.091,4.5,0.611,0.3,0.647,7.0,3.5,0.8,2.8,0.214,6.0,0.583,0.3,0.609,7.1
2025-26,1629216,Gabe Vincent,1610612747,LAL,4,4,0,22.0,0.5,0.0,0.5,0.0,0.8,0.667,0.0,0.667,20.9,1.0,0.5,0.5,0.5,1.8,0.571,0.3,0.667,10.7,1.5,0.5,1.0,0.333,2.5,0.6,0.3,0.667,14.1
2025-26,202066,Garrett Temple,1610612761,TOR,1,1,0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.3
2025-26,1629726,Garrison Mathews,1610612754,IND,3,1,2,12.6,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,0.7,0.75,5.9,1.0,0.0,1.0,0.0,2.3,0.429,0.7,0.6,5.9
2025-26,203914,Gary Harris,1610612749,MIL,7,3,4,15.7,0.4,0.0,0.4,0.0,1.0,0.429,0.0,0.429,12.7,1.6,0.3,1.3,0.182,3.0,0.524,0.1,0.55,13.1,2.0,0.3,1.7,0.143,3.9,0.519,0.1,0.538,13.0
2025-26,1627780,Gary Payton II,1610612744,GSW,18,8,10,12.2,1.1,0.6,0.6,0.5,2.1,0.526,0.1,0.541,5.3,2.5,0.5,2.0,0.2,3.8,0.652,0.2,0.682,5.3,3.6,1.1,2.6,0.292,5.9,0.607,0.2,0.631,5.3
2025-26,1629018,Gary Trent Jr.,1610612749,MIL,12,8,4,28.1,0.2,0.0,0.2,0.0,0.5,0.333,0.0,0.333,10.1,2.2,0.6,1.6,0.269,2.8,0.765,0.0,0.765,9.1,2.3,0.6,1.8,0.25,3.3,0.7,0.0,0.7,9.2
2025-26,203507,Giannis Antetokounmpo,1610612749,MIL,15,8,7,30.7,3.5,2.3,1.1,0.66,6.5,0.541,0.2,0.558,5.6,7.4,1.4,6.0,0.189,9.9,0.745,0.7,0.804,5.3,10.9,3.7,7.1,0.341,15.3,0.716,0.9,0.763,5.4
2025-26,1629048,Goga Bitadze,1610612753,ORL,19,12,7,16.8,1.7,1.2,0.6,0.667,4.2,0.413,0.2,0.429,4.2,3.4,1.5,1.9,0.431,5.8,0.586,0.7,0.67,4.2,5.2,2.6,2.5,0.51,9.6,0.538,0.9,0.594,4.2
2025-26,1641711,Gradey Dick,1610612761,TOR,17,11,6,17.4,0.5,0.3,0.2,0.625,1.5,0.308,0.0,0.308,8.6,2.0,0.4,1.6,0.176,3.1,0.654,0.4,0.739,8.3,2.5,0.6,1.8,0.262,4.6,0.538,0.4,0.583,8.4
2025-26,1628960,Grayson Allen,1610612756,PHX,13,7,6,31.7,0.5,0.0,0.5,0.0,2.1,0.259,0.2,0.28,16.0,2.6,0.7,1.9,0.265,5.5,0.472,0.6,0.531,8.2,3.2,0.7,2.5,0.22,7.5,0.423,0.8,0.471,9.6
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,15,11,4,10.9,0.9,0.3,0.6,0.308,2.4,0.361,0.1,0.371,10.6,1.9,0.4,1.5,0.207,3.3,0.58,0.3,0.644,5.9,2.8,0.7,2.1,0.238,5.7,0.488,0.4,0.525,7.3
2025-26,1630611,Gui Santos,1610612744,GSW,9,2,7,9.1,1.2,0.8,0.4,0.636,2.1,0.579,0.1,0.611,8.9,1.3,0.3,1.0,0.25,2.4,0.545,0.4,0.667,6.0,2.6,1.1,1.4,0.435,4.3,0.59,0.6,0.676,7.4
2025-26,203084,Harrison Barnes,1610612759,SAS,18,12,6,30.6,0.9,0.3,0.6,0.353,2.1,0.447,0.1,0.459,10.5,2.5,0.6,1.9,0.222,4.1,0.616,0.2,0.652,6.2,3.4,0.9,2.6,0.258,6.1,0.564,0.3,0.59,7.4
2025-26,1631127,Harrison Ingram,1610612759,SAS,2,1,1,4.3,1.5,0.5,1.0,0.333,1.5,1.0,0.0,1.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.0,0.333,1.5,1.0,0.0,1.0,7.3
2025-26,1630529,Herbert Jones,1610612740,NOP,16,2,14,30.3,0.9,0.6,0.4,0.6,1.9,0.484,0.0,0.484,9.3,2.8,0.6,2.3,0.2,4.7,0.6,0.3,0.634,8.5,3.8,1.1,2.6,0.3,6.5,0.577,0.3,0.6,8.7
2025-26,1642864,Hugo González,1610612738,BOS,12,6,6,12.4,0.7,0.3,0.3,0.5,1.8,0.364,0.0,0.364,5.5,1.4,0.5,0.9,0.353,3.0,0.472,0.2,0.5,6.4,2.1,0.8,1.3,0.4,4.8,0.431,0.2,0.446,6.1
2025-26,1642282,Hunter Sallis,1610612755,PHI,1,1,0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,0.0,0.5,10.7,1.0,0.0,1.0,0.0,2.0,0.5,0.0,0.5,10.7
2025-26,1641816,Hunter Tyson,1610612743,DEN,7,6,1,3.8,0.1,0.1,0.0,1.0,1.4,0.1,0.0,0.1,2.3,1.6,0.4,1.1,0.273,2.0,0.786,0.0,0.786,4.5,1.7,0.6,1.1,0.333,2.9,0.6,0.0,0.6,4.3
2025-26,1630193,Immanuel Quickley,1610612761,TOR,21,14,7,32.2,0.4,0.0,0.4,0.111,1.7,0.257,0.0,0.257,11.4,4.1,0.4,3.7,0.103,6.7,0.617,0.5,0.664,9.5,4.6,0.5,4.1,0.104,8.1,0.561,0.5,0.596,9.6
2025-26,1642403,Isaac Jones,1610612765,DET,1,1,0,14.0,2.0,1.0,1.0,0.5,4.0,0.5,0.0,0.5,6.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.5,5.0,0.4,1.0,0.5,6.1
2025-26,1630171,Isaac Okoro,1610612741,CHI,13,6,7,25.6,1.3,0.7,0.6,0.529,3.3,0.395,0.2,0.415,7.4,1.8,0.6,1.2,0.348,4.6,0.383,0.8,0.46,8.7,3.1,1.3,1.8,0.425,7.8,0.392,0.9,0.444,8.2
2025-26,1642268,Isaiah Collier,1610612762,UTA,10,3,7,22.4,0.3,0.0,0.3,0.0,1.0,0.3,0.0,0.3,15.5,2.5,0.4,2.1,0.16,3.9,0.641,0.4,0.714,8.7,2.8,0.4,2.4,0.143,4.9,0.571,0.4,0.622,9.5
2025-26,1628392,Isaiah Hartenstein,1610612760,OKC,19,18,1,27.8,3.3,2.2,1.1,0.661,7.8,0.416,0.3,0.434,5.0,7.4,2.3,5.2,0.305,11.5,0.644,1.2,0.719,4.4,10.7,4.4,6.3,0.414,18.7,0.57,1.5,0.621,4.6
2025-26,1630543,Isaiah Jackson,1610612754,IND,20,4,16,19.3,2.4,1.7,0.7,0.688,5.5,0.44,0.2,0.457,4.1,3.4,1.1,2.3,0.324,6.6,0.519,0.5,0.557,6.0,5.8,2.8,3.0,0.474,11.7,0.496,0.7,0.525,5.2
2025-26,1630198,Isaiah Joe,1610612760,OKC,13,13,0,24.3,0.7,0.2,0.5,0.333,1.6,0.429,0.2,0.474,10.2,2.8,0.3,2.5,0.111,4.5,0.621,0.4,0.679,8.1,3.5,0.5,2.9,0.156,5.8,0.592,0.5,0.652,8.6
2025-26,1630587,Isaiah Livers,1610612756,PHX,10,6,4,14.2,0.8,0.5,0.3,0.625,2.2,0.364,0.4,0.444,8.3,2.0,0.6,1.4,0.3,3.7,0.541,0.2,0.571,7.1,2.8,1.1,1.7,0.393,5.6,0.5,0.6,0.56,7.4
2025-26,1630191,Isaiah Stewart,1610612765,DET,16,12,4,22.1,2.0,0.8,1.1,0.406,4.6,0.432,0.2,0.451,6.4,4.3,1.1,3.1,0.265,7.0,0.607,0.3,0.63,6.0,6.3,1.9,4.2,0.31,10.8,0.578,0.4,0.602,6.1
2025-26,1627826,Ivica Zubac,1610612746,LAC,20,5,15,32.5,3.6,3.3,0.3,0.917,8.4,0.429,0.1,0.434,3.5,7.9,3.0,4.9,0.38,13.6,0.583,1.4,0.65,4.0,11.5,6.3,5.2,0.548,21.5,0.536,1.5,0.576,3.8
2025-26,1631120,JD Davison,1610612745,HOU,1,1,0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.5,0.0,0.5,5.8,1.0,1.0,0.0,1.0,2.0,0.5,0.0,0.5,5.8
2025-26,1629630,Ja Morant,1610612763,MEM,12,4,8,28.8,0.5,0.3,0.2,0.667,1.6,0.316,0.2,0.353,9.1,3.0,0.3,2.7,0.083,4.3,0.692,0.4,0.766,7.0,3.5,0.6,2.8,0.167,5.8,0.6,0.6,0.667,7.3
2025-26,1642266,Ja'Kobe Walter,1610612761,TOR,15,11,4,16.9,1.1,0.5,0.5,0.5,2.0,0.533,0.1,0.552,7.0,1.4,0.4,0.9,0.286,3.1,0.457,0.1,0.477,6.6,2.5,0.9,1.5,0.378,4.9,0.5,0.2,0.521,6.8
2025-26,1631095,Jabari Smith Jr.,1610612745,HOU,16,12,4,32.9,1.4,0.6,0.8,0.455,3.4,0.407,0.1,0.415,8.6,5.1,1.8,3.3,0.346,8.6,0.591,0.4,0.618,5.8,6.4,2.4,4.1,0.369,11.4,0.563,0.4,0.585,6.4
2025-26,1631133,Jabari Walker,1610612755,PHI,15,8,7,14.1,1.5,1.0,0.5,0.652,3.9,0.397,0.1,0.411,3.7,2.1,0.7,1.5,0.313,3.7,0.571,0.4,0.64,5.4,3.7,1.7,2.0,0.455,7.3,0.505,0.5,0.545,4.7
2025-26,1631210,Jacob Toppin,1610612737,ATL,1,1,0,3.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.6,1.0,1.0,1.0,1.0,2.0,0.5,0.0,0.5,3.1
2025-26,1630702,Jaden Hardy,1610612742,DAL,15,4,11,11.1,0.3,0.1,0.2,0.25,0.7,0.364,0.1,0.4,15.7,1.1,0.3,0.8,0.294,2.1,0.531,0.1,0.567,8.3,1.4,0.4,1.0,0.286,2.8,0.5,0.2,0.538,9.7
2025-26,1631093,Jaden Ivey,1610612765,DET,3,2,1,13.9,0.7,0.0,0.7,0.0,2.3,0.286,0.0,0.286,12.0,2.0,0.7,1.3,0.333,3.7,0.545,0.7,0.667,6.8,2.7,0.7,2.0,0.25,6.0,0.444,0.7,0.5,8.1
