Season,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,PCT_DREB,STL,PCT_STL,BLK,PCT_BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DEF_WS,DEF_WS_RAW,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,PCT_DREB_RANK,STL_RANK,PCT_STL_RANK,BLK_RANK,PCT_BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,DEF_WS_RANK
2025-26,1630208,Nick Richards,Nick,1610612756,PHX,28.0,23,12,11,0.522,9.7,117.3,2.1,0.227,0.366,0.1,0.04,0.5,0.458,5.0,3.0,3.4,12.0,0.019,0.01867818612221856,99,125,349,242,391,391,260,28,19,448,450,142,56,147,103,119,138,419
2025-26,1641733,Nick Smith Jr.,Nick,1610612747,LAL,21.0,9,5,4,0.556,14.8,111.8,1.0,0.07,0.11,0.8,0.25,0.2,0.125,8.0,5.7,5.7,16.9,0.052,0.05197351375113928,381,313,109,220,316,214,391,428,430,188,117,276,269,271,229,229,212,259
2025-26,1629638,Nickeil Alexander-Walker,Nickeil,1610612737,ATL,27.0,23,12,11,0.522,32.7,113.8,2.7,0.077,0.123,1.0,0.169,0.7,0.215,13.1,12.1,10.7,37.0,0.098,0.0976303368013089,99,125,349,242,53,268,198,407,399,102,299,79,170,463,488,458,477,93
2025-26,201587,Nicolas Batum,Nicolas,1610612746,LAC,36.0,25,6,19,0.24,19.7,119.0,2.2,0.113,0.185,0.8,0.233,0.4,0.216,7.8,6.0,7.6,19.3,0.029,0.028937446834713554,11,270,482,410,245,412,242,262,246,156,157,158,169,260,241,324,240,375
2025-26,1628502,Nigel Hayes-Davis,Nigel,1610612756,PHX,30.0,18,8,10,0.444,9.1,117.7,0.8,0.095,0.144,0.4,0.2,0.1,0.063,5.0,2.8,3.7,9.9,0.017,0.016736020555568144,232,222,312,295,400,397,428,332,350,357,210,406,375,147,97,134,100,423
2025-26,203999,Nikola Jokić,Nikola,1610612743,DEN,30.0,24,18,6,0.75,34.6,114.6,9.3,0.258,0.39,1.4,0.252,0.8,0.269,11.5,9.4,10.0,36.0,0.094,0.09436462977672778,45,9,173,58,18,300,2,9,12,49,116,78,128,422,408,425,467,101
2025-26,1631107,Nikola Jović,Nikola,1610612748,MIA,22.0,18,9,9,0.5,19.3,110.1,3.1,0.129,0.22,0.6,0.149,0.4,0.219,8.8,9.0,6.6,21.7,0.078,0.0782837213223168,232,188,275,248,249,175,165,203,170,287,339,170,166,307,395,270,276,155
2025-26,202696,Nikola Vučević,Nikola,1610612741,CHI,35.0,22,9,13,0.409,30.4,116.6,7.1,0.215,0.312,0.8,0.17,0.3,0.113,11.5,10.3,10.0,34.0,0.064,0.0643016447453091,127,188,393,313,83,369,14,42,55,192,298,216,287,418,446,423,433,210
2025-26,1642363,Nique Clifford,Nique,1610612758,SAC,23.0,21,5,16,0.238,16.7,114.9,2.0,0.117,0.186,0.4,0.129,0.3,0.162,6.4,5.7,5.3,18.4,0.045,0.045254639858963344,164,313,451,417,292,310,262,243,242,359,377,233,221,197,229,210,226,296
2025-26,1642855,Noa Essengue,Noa,1610612741,CHI,18.0,2,1,1,0.5,3.0,171.4,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,2.0,1.0,5.0,-0.043,-0.04334083876818959,470,444,20,248,483,496,483,483,483,299,1,416,416,15,52,18,43,493
2025-26,1641730,Noah Clowney,Noah,1610612751,BKN,21.0,23,6,17,0.261,28.1,119.9,3.0,0.11,0.176,0.6,0.149,0.7,0.254,10.9,9.4,10.3,30.3,0.034,0.03397963423761931,99,270,462,395,126,428,171,272,263,269,340,79,137,390,413,440,389,347
2025-26,1642869,Noah Penda,Noah,1610612753,ORL,20.0,13,6,7,0.462,8.7,113.3,1.6,0.194,0.296,0.1,0.059,0.2,0.167,3.2,2.4,2.5,10.9,0.028,0.02785462719922707,328,270,216,285,409,255,313,64,73,449,444,273,210,83,72,78,117,380
2025-26,1642849,Nolan Traore,Nolan,1610612751,BKN,19.0,4,0,4,0.0,8.8,126.7,0.3,0.032,0.048,0.5,0.667,0.0,0.0,6.0,2.8,3.3,10.5,-0.007,-0.006664366710446673,446,475,109,475,408,478,473,478,478,299,6,416,416,183,89,114,109,475
2025-26,1626181,Norman Powell,Norman,1610612748,MIA,32.0,20,12,8,0.6,30.7,112.2,3.4,0.098,0.153,1.2,0.207,0.3,0.102,10.3,10.9,9.6,35.6,0.105,0.10480316266205328,191,125,251,156,81,225,137,321,320,72,195,228,300,356,463,405,465,80
2025-26,1628384,OG Anunoby,OG,1610612752,NYK,28.0,15,11,4,0.733,30.6,105.7,3.9,0.124,0.18,1.9,0.333,0.7,0.227,10.4,7.3,9.6,26.9,0.165,0.16453100272446267,296,145,109,76,82,88,106,224,254,9,35,91,162,363,318,411,347,11
2025-26,1630167,Obi Toppin,Obi,1610612754,IND,27.0,3,0,3,0.0,27.4,118.4,5.7,0.181,0.274,1.0,0.429,0.0,0.0,8.7,8.3,8.3,28.7,0.044,0.044344396973279236,458,475,82,475,138,405,32,88,96,102,13,416,416,299,355,359,372,300
2025-26,1630534,Ochai Agbaji,Ochai,1610612761,TOR,25.0,18,9,9,0.5,14.6,109.7,1.6,0.101,0.151,0.4,0.195,0.3,0.294,5.4,5.3,3.3,14.8,0.061,0.060798372666987066,232,188,275,248,319,162,321,308,327,336,237,237,114,168,213,117,175,224
2025-26,1641765,Olivier-Maxence Prosper,Olivier-Maxence,1610612763,MEM,23.0,13,6,7,0.462,9.4,114.1,1.6,0.157,0.239,0.2,0.091,0.1,0.143,2.9,3.8,3.9,11.2,0.028,0.02791964286386558,328,270,216,285,396,280,313,126,138,429,425,396,245,75,135,143,126,380
2025-26,1630168,Onyeka Okongwu,Onyeka,1610612737,ATL,25.0,24,13,11,0.542,30.7,111.8,5.6,0.177,0.281,0.9,0.133,1.1,0.371,12.8,10.2,9.1,32.3,0.108,0.10833169331874848,45,100,349,228,79,217,33,94,90,146,372,36,78,456,445,384,414,74
2025-26,1631115,Orlando Robinson,Orlando,1610612753,ORL,25.0,3,2,1,0.667,7.2,146.5,0.3,0.077,0.111,0.3,1.0,0.0,0.0,2.7,2.0,4.0,10.7,-0.043,-0.043008944035525,458,412,20,112,428,493,467,403,423,368,1,416,416,68,52,145,113,493
2025-26,1642345,Oso Ighodaro,Oso,1610612756,PHX,23.0,25,14,11,0.56,17.5,109.4,2.8,0.16,0.253,0.7,0.186,0.6,0.333,6.6,4.6,5.2,16.7,0.074,0.07365452358162033,11,73,349,212,275,152,191,119,113,217,259,116,91,209,172,207,210,168
2025-26,1631172,Ousmane Dieng,Ousmane,1610612760,OKC,22.0,17,16,1,0.941,12.5,105.4,1.4,0.097,0.146,0.1,0.033,0.3,0.227,4.0,3.0,3.6,11.1,0.066,0.06604364867559817,254,26,20,25,350,82,344,324,344,450,451,231,162,106,104,129,124,204
2025-26,1629023,P.J. Washington,P.J.,1610612742,DAL,27.0,20,6,14,0.3,31.9,109.5,6.4,0.18,0.288,1.2,0.197,1.2,0.286,11.5,10.0,10.2,37.5,0.133,0.13317855952337404,191,270,413,370,62,156,22,91,81,84,234,29,118,418,438,435,482,38
2025-26,1641790,PJ Hall,PJ,1610612763,MEM,23.0,7,2,5,0.286,3.8,100.0,0.9,0.182,0.316,0.0,0.0,0.3,0.5,0.4,2.1,1.7,4.0,0.03,0.02998779454148278,414,412,144,380,472,33,420,87,49,452,452,233,39,9,62,48,28,366
2025-26,1642359,Pacôme Dadiet,Pacôme,1610612752,NYK,20.0,9,7,2,0.778,2.4,105.9,0.6,0.167,0.25,0.0,0.0,0.0,0.0,1.2,1.2,0.7,2.9,0.014,0.014178090315299144,381,244,57,48,491,89,446,108,115,452,452,416,416,23,32,14,16,437
2025-26,1631094,Paolo Banchero,Paolo,1610612753,ORL,23.0,15,8,7,0.533,31.3,112.0,7.0,0.213,0.311,0.6,0.12,0.8,0.235,12.7,8.5,11.5,34.5,0.108,0.10792433411805842,296,222,216,233,67,223,15,45,57,270,393,67,154,455,362,477,449,74
2025-26,1627783,Pascal Siakam,Pascal,1610612754,IND,31.0,23,6,17,0.261,34.2,115.4,5.4,0.152,0.238,1.3,0.264,0.5,0.121,12.3,10.4,9.7,37.7,0.084,0.08434762615762229,99,270,462,395,25,324,37,139,140,63,103,142,276,442,455,416,484,131
2025-26,1626192,Pat Connaughton,Pat,1610612766,CHA,32.0,12,3,9,0.25,9.7,103.7,1.6,0.151,0.229,0.4,0.333,0.1,0.077,4.4,2.6,4.2,11.0,0.056,0.056210108966038015,344,377,275,398,390,63,318,142,154,345,35,388,352,123,81,157,119,238
2025-26,1630311,Pat Spencer,Pat,1610612744,GSW,29.0,17,9,8,0.529,15.8,106.3,1.6,0.096,0.159,0.7,0.218,0.1,0.037,6.1,4.7,3.9,16.2,0.079,0.0789751462505298,254,188,251,236,305,95,316,329,309,225,180,402,402,188,177,144,199,151
2025-26,1630172,Patrick Williams,Patrick,1610612741,CHI,24.0,22,8,14,0.364,20.9,116.9,2.5,0.118,0.171,1.0,0.25,0.3,0.146,8.0,7.2,7.3,24.6,0.043,0.04341375688376669,127,222,413,329,228,374,212,241,278,127,117,239,243,276,309,305,318,303
2025-26,202331,Paul George,Paul,1610612755,PHI,35.0,8,5,3,0.625,24.4,104.6,4.6,0.18,0.266,1.6,0.31,0.4,0.158,5.3,5.1,6.5,21.8,0.136,0.13570970037278057,398,313,82,138,185,73,67,92,105,21,55,174,224,160,207,264,278,32
2025-26,1630194,Paul Reed,Paul,1610612765,DET,26.0,18,14,4,0.778,12.0,109.0,2.6,0.218,0.353,0.8,0.246,0.7,0.565,5.0,4.0,4.6,11.3,0.053,0.05342911973240321,232,73,109,48,360,140,204,36,26,160,136,82,22,147,144,180,128,253
2025-26,1630202,Payton Pritchard,Payton,1610612738,BOS,27.0,25,15,10,0.6,32.3,114.6,3.2,0.094,0.154,0.7,0.129,0.1,0.024,10.6,11.5,10.3,28.4,0.089,0.0888096060737435,11,43,312,156,59,299,157,334,318,217,379,392,412,376,478,441,369,120
2025-26,1641796,Pelle Larsson,Pelle,1610612748,MIA,24.0,24,14,10,0.583,21.9,114.3,2.0,0.082,0.131,0.5,0.135,0.2,0.098,7.4,8.4,6.8,23.8,0.061,0.06080492813719913,45,73,312,184,214,291,263,383,378,293,366,287,305,239,358,284,308,224
2025-26,1631250,Pete Nance,Pete,1610612749,MIL,25.0,6,1,5,0.167,2.9,61.0,0.7,0.235,0.364,0.0,0.0,0.0,0.0,0.3,0.7,0.5,1.0,0.059,0.058713969788886995,423,444,144,438,484,3,433,22,21,452,452,416,416,8,12,8,3,230
2025-26,1631212,Peyton Watson,Peyton,1610612743,DEN,23.0,24,18,6,0.75,27.0,117.9,3.8,0.133,0.207,0.9,0.216,1.2,0.444,9.9,8.2,8.2,28.0,0.049,0.04856039005627821,45,9,173,58,142,399,114,193,197,146,181,30,60,345,349,357,364,278
2025-26,1630173,Precious Achiuwa,Precious,1610612758,SAC,26.0,18,4,14,0.222,19.9,113.7,3.6,0.169,0.267,0.7,0.2,0.4,0.25,6.6,8.1,6.3,21.2,0.059,0.05933251763298175,232,339,413,423,241,267,124,105,104,216,210,156,138,210,343,257,269,230
2025-26,1629656,Quentin Grimes,Quentin,1610612755,PHI,25.0,22,12,10,0.545,32.9,110.8,3.3,0.093,0.147,0.9,0.158,0.4,0.094,12.9,8.0,10.9,31.3,0.125,0.12450553805809822,127,125,312,225,49,191,151,338,343,149,319,166,313,458,338,463,403,50
2025-26,1631245,Quenton Jackson,Quenton,1610612754,IND,27.0,5,1,4,0.2,20.1,101.4,2.4,0.111,0.16,1.0,0.238,0.2,0.143,8.2,4.6,8.4,21.6,0.133,0.13315056449705073,435,444,109,426,239,45,225,269,304,102,147,292,245,282,173,363,275,38
2025-26,1642366,Quinten Post,Quinten,1610612744,GSW,25.0,25,13,12,0.52,17.5,101.0,3.1,0.154,0.246,0.6,0.19,0.6,0.41,6.4,4.6,4.8,17.0,0.114,0.1139271431306906,11,100,377,245,276,41,164,133,127,270,251,96,69,204,173,193,213,59
2025-26,1629628,RJ Barrett,RJ,1610612761,TOR,25.0,17,12,5,0.706,30.9,114.5,4.1,0.128,0.199,0.8,0.146,0.2,0.075,10.3,9.8,9.9,33.4,0.087,0.08683791611799822,254,125,144,99,74,294,97,205,216,167,345,270,361,355,427,422,426,123
2025-26,1642853,Rasheer Fleming,Rasheer,1610612756,PHX,21.0,13,7,6,0.538,5.9,110.5,0.6,0.119,0.167,0.3,0.182,0.2,0.2,3.3,1.8,2.7,7.1,0.023,0.02304621833792812,328,244,173,230,443,184,441,237,285,384,267,330,180,88,48,87,68,408
2025-26,1642484,RayJ Dennis,RayJ,1610612746,LAC,24.0,13,2,11,0.154,12.9,107.9,1.0,0.072,0.111,0.2,0.176,0.3,0.16,4.8,3.5,4.5,13.7,0.063,0.06345150024140275,328,412,349,448,347,119,391,424,423,404,279,220,222,139,124,176,166,214
2025-26,1641712,Rayan Rupert,Rayan,1610612757,POR,21.0,18,8,10,0.444,8.6,106.2,1.4,0.15,0.248,0.4,0.308,0.1,0.048,2.8,2.5,2.9,9.2,0.044,0.04445262777800912,232,222,312,295,410,93,343,144,124,336,57,406,389,72,75,97,95,300
2025-26,1642263,Reed Sheppard,Reed,1610612745,HOU,21.0,22,16,6,0.727,24.9,108.4,2.8,0.103,0.161,1.5,0.337,0.5,0.194,10.4,9.8,6.7,24.3,0.112,0.11167201311965141,127,26,173,81,177,129,190,299,303,27,34,119,188,366,428,278,314,61
2025-26,1642434,Riley Minix,Riley,1610612759,SAS,25.0,3,2,1,0.667,2.8,85.7,0.3,0.167,0.25,0.3,0.2,0.0,0.0,0.7,0.7,0.7,3.3,0.036,0.03625123150647216,458,412,20,112,488,11,467,108,115,368,210,416,416,11,12,14,20,337
2025-26,1642265,Rob Dillingham,Rob,1610612750,MIN,20.0,21,13,8,0.619,10.2,110.1,0.9,0.085,0.141,0.7,0.341,0.1,0.08,4.7,3.6,2.0,10.8,0.041,0.04115001673912057,164,100,251,151,384,174,413,369,356,219,33,377,347,135,131,52,114,312
2025-26,1629057,Robert Williams III,Robert,1610612757,POR,28.0,15,5,10,0.333,15.3,115.0,3.3,0.188,0.329,0.6,0.225,1.7,0.714,6.2,6.2,5.6,17.9,0.04,0.04002923627047653,296,313,312,346,309,315,154,73,39,270,168,9,9,192,251,227,219,315
2025-26,1631199,Ron Harper Jr.,Ron,1610612738,BOS,25.0,4,3,1,0.75,5.1,97.6,0.5,0.091,0.143,0.3,0.167,0.5,0.667,0.3,1.3,0.3,3.5,0.039,0.03925252073541265,446,377,20,58,452,26,448,347,352,400,300,127,10,7,33,6,22,319
2025-26,1641842,Ronald Holland II,Ronald,1610612765,DET,20.0,24,19,5,0.792,21.1,107.8,2.5,0.116,0.189,1.7,0.345,0.3,0.103,7.8,6.7,6.4,20.0,0.099,0.09941522394433638,45,6,144,43,227,115,212,251,233,16,32,248,295,259,280,262,255,90
2025-26,1626220,Royce O'Neale,Royce,1610612756,PHX,32.0,25,14,11,0.56,29.8,116.0,4.5,0.154,0.248,1.3,0.195,0.2,0.103,14.9,9.6,9.3,31.5,0.07,0.06954631591340284,11,73,349,212,91,341,77,132,123,60,237,265,295,492,418,395,405,188
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,33.0,24,15,9,0.625,31.3,108.6,6.5,0.191,0.294,0.4,0.083,1.5,0.398,11.6,8.0,9.6,30.9,0.137,0.1365898439982582,45,43,275,138,66,132,20,68,76,345,435,18,72,424,341,408,398,27
2025-26,1629060,Rui Hachimura,Rui,1610612747,LAL,27.0,23,16,7,0.696,33.0,116.6,3.0,0.089,0.136,0.5,0.089,0.2,0.085,13.4,10.3,10.6,35.5,0.071,0.07086534025696016,99,26,216,104,47,363,180,358,366,318,431,281,336,469,449,453,461,179
2025-26,201566,Russell Westbrook,Russell,1610612758,SAC,37.0,25,6,19,0.24,28.7,120.6,5.3,0.187,0.283,1.3,0.241,0.2,0.077,10.9,10.4,9.0,32.9,0.029,0.028528581504701164,11,270,482,410,114,438,41,76,88,54,139,327,352,391,453,381,422,375
2025-26,1642346,Ryan Dunn,Ryan,1610612756,PHX,22.0,20,12,8,0.6,23.2,111.7,3.1,0.132,0.21,1.4,0.28,0.6,0.324,9.8,7.2,6.2,22.7,0.083,0.08331987030130925,191,125,251,156,200,212,167,197,188,43,82,103,107,337,307,251,295,138
2025-26,1641750,Ryan Kalkbrenner,Ryan,1610612766,CHA,23.0,22,7,15,0.318,25.5,117.2,3.9,0.148,0.215,0.7,0.213,1.9,0.583,10.4,8.1,9.6,30.1,0.051,0.05136807230640148,127,244,433,358,166,384,110,154,177,210,184,5,19,366,344,409,387,263
2025-26,1642948,Ryan Nembhard,Ryan,1610612742,DAL,22.0,12,6,6,0.5,18.5,120.0,1.3,0.069,0.103,0.3,0.1,0.0,0.0,7.3,5.5,4.9,21.5,0.021,0.02124664110928853,344,270,173,248,262,429,364,432,443,400,416,416,416,233,220,194,273,413
2025-26,1631157,Ryan Rollins,Ryan,1610612749,MIL,23.0,26,11,15,0.423,32.1,115.7,3.3,0.101,0.16,1.7,0.295,0.3,0.103,10.6,9.8,8.1,30.5,0.076,0.07616830293988641,1,145,433,305,61,332,144,305,307,20,70,220,298,380,430,345,393,161
2025-26,1630180,Saddiq Bey,Saddiq,1610612740,NOP,26.0,25,4,21,0.16,29.3,120.2,4.1,0.142,0.221,0.9,0.178,0.1,0.047,12.0,9.0,10.7,35.0,0.034,0.03357309595307534,11,339,495,445,97,431,96,165,169,138,274,392,391,433,393,457,457,347
2025-26,1630573,Sam Hauser,Sam,1610612738,BOS,28.0,25,15,10,0.6,22.3,116.2,2.8,0.124,0.209,0.6,0.172,0.3,0.157,7.6,7.4,6.8,20.2,0.051,0.051400333079129286,11,43,312,156,209,348,185,221,191,253,293,210,229,250,319,282,258,263
2025-26,1630241,Sam Merrill,Sam,1610612739,CLE,29.0,12,9,3,0.75,25.9,111.0,1.3,0.048,0.077,0.5,0.128,0.3,0.081,9.8,8.5,9.4,27.5,0.099,0.09911480027113727,344,188,82,58,159,195,353,465,470,299,380,248,344,339,365,399,354,90
2025-26,1630572,Sandro Mamukelashvili,Sandro,1610612761,TOR,26.0,25,14,11,0.56,19.5,107.2,3.0,0.142,0.226,0.5,0.129,0.6,0.275,6.2,6.4,5.1,19.8,0.095,0.09485002265538679,11,73,349,212,247,107,178,167,160,298,378,116,126,190,267,204,249,96
2025-26,1630583,Santi Aldama,Santi,1610612763,MEM,24.0,24,11,13,0.458,26.0,117.0,5.1,0.194,0.279,1.0,0.223,0.7,0.34,11.1,7.5,7.8,27.8,0.053,0.0533309879115853,45,145,393,288,158,379,49,65,91,124,170,84,88,402,322,335,360,253
2025-26,1630567,Scottie Barnes,Scottie,1610612761,TOR,24.0,26,15,11,0.577,33.9,112.5,5.8,0.166,0.258,1.4,0.238,1.6,0.471,12.5,11.0,9.4,34.1,0.112,0.11203453890846671,1,43,349,194,30,234,31,110,110,47,146,13,54,447,464,397,438,61
2025-26,203552,Seth Curry,Seth,1610612744,GSW,35.0,2,0,2,0.0,16.0,107.1,1.5,0.13,0.158,1.0,0.4,0.0,0.0,7.5,1.0,6.0,14.0,0.08,0.08029690402365035,470,475,57,475,302,104,331,201,310,102,18,416,416,243,21,244,169,150
2025-26,1631101,Shaedon Sharpe,Shaedon,1610612757,POR,22.0,21,7,14,0.333,28.3,115.5,3.5,0.117,0.191,1.3,0.267,0.2,0.077,12.6,9.4,10.6,32.8,0.071,0.07124466306953992,164,244,413,346,122,325,126,245,226,59,99,267,352,454,412,455,421,179
2025-26,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,27.0,24,23,1,0.958,33.1,104.0,4.2,0.114,0.174,1.5,0.212,0.7,0.173,9.7,9.0,7.3,27.3,0.191,0.1906724541343596,45,2,20,21,44,65,89,255,271,35,186,84,206,335,392,309,353,4
2025-26,1630536,Sharife Cooper,Sharife,1610612764,WAS,24.0,4,1,3,0.25,2.5,110.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,3.0,0.009,0.008524817854747475,446,444,82,398,490,185,483,483,483,452,452,416,416,10,21,8,17,448
2025-26,1631321,Sidy Cissoko,Sidy,1610612757,POR,21.0,20,6,14,0.3,19.1,112.3,1.5,0.075,0.122,0.5,0.155,0.2,0.093,8.4,5.1,6.0,20.4,0.064,0.06376625712030105,191,270,413,370,256,228,331,414,404,334,327,292,318,291,206,241,263,210
2025-26,1631323,Simone Fontecchio,Simone,1610612748,MIA,30.0,24,14,10,0.583,18.6,107.9,2.5,0.107,0.174,0.5,0.145,0.2,0.087,8.2,7.0,7.1,19.5,0.087,0.08657720859080757,45,73,312,184,260,117,218,283,272,330,346,320,332,278,291,297,244,123
2025-26,1642883,Sion James,Sion,1610612766,CHA,23.0,24,7,17,0.292,26.1,114.8,2.6,0.099,0.144,0.8,0.205,0.5,0.164,11.9,6.6,9.5,28.9,0.07,0.06985668054403156,45,244,462,377,153,307,202,317,351,202,202,148,218,429,276,404,377,188
2025-26,1642461,Spencer Jones,Spencer,1610612743,DEN,24.0,20,15,5,0.75,16.2,113.9,0.9,0.052,0.08,0.6,0.234,0.2,0.136,6.0,4.8,5.1,17.2,0.048,0.04803273184590233,191,43,144,58,298,271,414,464,467,289,156,334,256,183,185,203,216,284
2025-26,201939,Stephen Curry,Stephen,1610612744,GSW,37.0,16,9,7,0.563,31.0,114.6,3.4,0.103,0.169,1.3,0.191,0.6,0.209,13.8,11.4,11.3,34.0,0.087,0.08652689451432914,275,188,216,209,72,304,138,300,281,56,248,115,176,477,474,472,433,123
2025-26,1642264,Stephon Castle,Stephon,1610612759,SAS,21.0,15,11,4,0.733,31.0,108.0,4.5,0.14,0.202,1.5,0.253,0.3,0.096,12.2,9.0,6.8,29.3,0.144,0.14359050261157694,296,145,109,76,73,120,78,171,209,34,114,193,308,439,395,282,380,20
2025-26,203500,Steven Adams,Steven,1610612745,HOU,32.0,18,14,4,0.778,21.6,102.9,4.3,0.181,0.282,0.8,0.175,0.7,0.342,9.1,7.5,5.4,20.7,0.131,0.13067060500582048,232,73,109,48,219,57,83,89,89,188,283,82,86,317,324,217,265,45
2025-26,1629004,Svi Mykhailiuk,Svi,1610612762,UTA,28.0,23,8,15,0.348,26.0,115.4,2.0,0.073,0.108,0.5,0.12,0.1,0.091,10.3,8.0,8.7,28.3,0.064,0.06419911540963506,99,222,433,342,157,323,274,422,433,318,395,345,321,353,337,372,368,210
2025-26,204456,T.J. McConnell,T.J.,1610612754,IND,33.0,14,5,9,0.357,16.6,106.9,2.3,0.126,0.212,1.1,0.333,0.2,0.088,4.6,6.2,5.5,17.6,0.083,0.08330134165980628,314,313,275,338,294,103,238,215,185,85,35,283,328,129,252,220,217,138
2025-26,1643007,Taelon Peter,Taelon,1610612754,IND,23.0,15,3,12,0.2,7.1,103.4,0.8,0.099,0.148,0.1,0.167,0.1,0.167,3.3,1.5,2.3,7.6,0.043,0.0429356466809453,296,377,377,426,430,61,426,318,339,433,300,344,210,86,44,70,75,303
2025-26,1631106,Tari Eason,Tari,1610612745,HOU,24.0,11,8,3,0.727,23.2,108.4,3.7,0.149,0.218,0.8,0.176,0.5,0.172,9.8,6.6,7.5,21.8,0.109,0.10900801605278772,357,222,82,81,201,128,115,147,173,168,279,152,207,338,278,319,280,69
2025-26,1627752,Taurean Prince,Taurean,1610612749,MIL,31.0,8,5,3,0.625,21.1,109.4,1.6,0.066,0.108,0.8,0.2,0.3,0.133,7.3,5.4,8.1,21.8,0.093,0.09262657180566126,398,313,82,138,226,154,312,445,432,202,210,248,259,230,215,348,278,107
2025-26,1641707,Taylor Hendricks,Taylor,1610612762,UTA,22.0,13,4,9,0.308,14.5,115.0,2.2,0.142,0.213,0.4,0.172,0.3,0.4,7.8,4.2,4.9,14.8,0.038,0.03796019524967923,328,339,275,364,322,312,245,166,182,358,292,220,70,263,157,195,174,325
2025-26,1629611,Terance Mann,Terance,1610612751,BKN,29.0,21,4,17,0.19,26.3,123.0,1.9,0.077,0.124,0.7,0.203,0.1,0.064,9.9,8.7,9.2,30.4,0.008,0.008077773506097766,164,339,462,429,149,461,279,406,397,237,208,337,371,341,377,389,391,451
2025-26,1630545,Terrence Shannon Jr.,Terrence,1610612750,MIN,25.0,15,9,6,0.6,13.0,123.6,1.2,0.103,0.167,0.3,0.16,0.0,0.0,5.8,2.9,3.6,14.0,0.002,0.002070088797335702,296,188,173,156,345,468,372,298,285,399,317,416,416,178,101,131,169,467
2025-26,203648,Thanasis Antetokounmpo,Thanasis,1610612749,MIL,33.0,10,4,6,0.4,2.5,81.7,0.2,0.091,0.167,0.3,0.3,0.3,0.6,1.4,0.8,1.5,1.6,0.035,0.03465800683738049,372,339,173,315,489,7,477,347,285,387,64,228,15,25,17,39,8,342
2025-26,1628418,Thomas Bryant,Thomas,1610612739,CLE,28.0,18,10,8,0.556,7.8,103.6,1.7,0.173,0.291,0.3,0.192,0.3,0.3,2.2,2.7,1.6,7.3,0.047,0.04650859929969823,232,176,251,220,424,62,309,99,78,393,243,193,112,54,88,44,72,288
2025-26,1642275,Tidjane Salaün,Tidjane,1610612766,CHA,20.0,11,4,7,0.364,14.7,102.6,3.3,0.211,0.298,0.5,0.179,0.2,0.143,7.5,3.6,4.7,13.3,0.093,0.09322179592695798,357,339,216,329,318,54,151,47,71,331,272,309,245,241,132,185,160,107
2025-26,203501,Tim Hardaway Jr.,Tim,1610612743,DEN,33.0,24,18,6,0.75,24.9,113.9,1.8,0.069,0.107,0.5,0.145,0.1,0.04,8.2,7.1,7.5,23.3,0.073,0.07343117666112932,45,9,173,58,179,274,289,433,436,299,347,388,399,278,304,317,305,170
2025-26,202699,Tobias Harris,Tobias,1610612765,DET,33.0,14,9,5,0.643,29.7,113.1,4.1,0.133,0.204,0.4,0.092,0.3,0.073,11.4,9.6,9.1,27.7,0.094,0.0943291267776479,314,188,144,134,92,251,92,191,203,340,424,233,364,416,419,383,356,101
2025-26,1642449,Tolu Smith,Tolu,1610612765,DET,25.0,2,1,1,0.5,11.1,108.0,3.5,0.259,0.333,0.5,0.2,0.5,0.5,5.0,2.5,3.5,7.0,0.054,0.05397365844244947,470,444,20,248,373,121,127,8,33,299,210,127,39,147,75,123,64,247
2025-26,1628396,Tony Bradley,Tony,1610612754,IND,27.0,21,4,17,0.19,11.8,121.6,1.0,0.097,0.15,0.1,0.059,0.2,0.308,5.6,3.4,3.8,12.0,0.008,0.008467092286543925,164,339,462,429,362,452,390,325,333,446,444,303,110,173,119,136,138,451
2025-26,1641787,Tosan Evbuomwan,Tosan,1610612752,NYK,24.0,4,4,0,1.0,1.8,106.3,0.3,0.083,0.167,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.01,0.009806203622083173,446,339,1,1,495,94,473,377,285,452,452,416,416,15,52,18,17,446
2025-26,1641739,Toumani Camara,Toumani,1610612757,POR,25.0,25,9,16,0.36,33.4,116.5,3.3,0.095,0.152,1.0,0.2,0.6,0.154,15.2,11.2,11.0,36.5,0.073,0.07260551350222447,11,188,451,334,39,359,150,331,325,99,210,116,234,495,467,466,472,170
