Season,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,PULL_UP_FGM,PULL_UP_FGA,PULL_UP_FG_PCT,PULL_UP_PTS,PULL_UP_FG3M,PULL_UP_FG3A,PULL_UP_FG3_PCT,PULL_UP_EFG_PCT
2024-25,1630194,Paul Reed,1610612765,DET,21,9,12,11.0,0.0,0.2,0.25,0.1,0.0,0.0,0.0,0.25
2024-25,1630202,Payton Pritchard,1610612738,BOS,39,28,11,27.8,1.6,3.9,0.411,4.2,1.1,3.0,0.347,0.546
2024-25,1641796,Pelle Larsson,1610612748,MIA,23,10,13,13.8,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
2024-25,1631250,Pete Nance,1610612755,PHI,1,1,0,2.9,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1631212,Peyton Watson,1610612743,DEN,38,23,15,24.9,0.1,0.4,0.188,0.2,0.0,0.1,0.0,0.188
2024-25,1630173,Precious Achiuwa,1610612752,NYK,20,13,7,17.5,0.2,0.4,0.571,0.4,0.0,0.1,0.0,0.571
2024-25,1629656,Quentin Grimes,1610612742,DAL,37,21,16,22.6,1.0,2.2,0.45,2.5,0.5,1.2,0.455,0.575
2024-25,1631245,Quenton Jackson,1610612754,IND,18,8,10,14.1,0.1,0.6,0.1,0.1,0.0,0.3,0.0,0.1
2024-25,1642439,Quincy Olivari,1610612747,LAL,2,1,1,5.2,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1642366,Quinten Post,1610612744,GSW,3,0,3,4.2,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1629628,RJ Barrett,1610612761,TOR,32,7,25,33.7,0.5,1.9,0.279,1.2,0.1,0.7,0.174,0.311
2024-25,1642484,RayJ Dennis,1610612754,IND,1,1,0,1.9,0.0,0.0,,0.0,,,,
2024-25,1641712,Rayan Rupert,1610612757,POR,27,9,18,9.4,0.1,0.3,0.375,0.2,0.0,0.1,0.0,0.375
2024-25,1641736,Reece Beekman,1610612751,BKN,12,4,8,9.3,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0
2024-25,1642263,Reed Sheppard,1610612745,HOU,30,20,10,11.6,0.3,1.1,0.281,0.7,0.1,0.4,0.273,0.328
2024-25,202704,Reggie Jackson,1610612755,PHI,22,7,15,11.6,0.3,1.1,0.292,0.8,0.2,0.5,0.333,0.375
2024-25,1626158,Richaun Holmes,1610612764,WAS,7,0,7,8.5,0.0,0.3,0.0,0.0,0.0,0.0,,0.0
2024-25,1641741,Ricky Council IV,1610612755,PHI,30,9,21,12.6,0.2,0.8,0.28,0.6,0.2,0.6,0.278,0.38
2024-25,1642434,Riley Minix,1610612759,SAS,1,0,1,6.8,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1642265,Rob Dillingham,1610612750,MIN,15,7,8,8.5,0.5,1.3,0.421,1.5,0.4,0.8,0.5,0.579
2024-25,1629057,Robert Williams III,1610612757,POR,12,4,8,16.5,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1641842,Ronald Holland II,1610612765,DET,40,21,19,15.9,0.3,0.8,0.333,0.6,0.1,0.4,0.2,0.383
2024-25,1626220,Royce O'Neale,1610612756,PHX,32,16,16,26.2,0.4,1.2,0.342,1.1,0.3,0.9,0.321,0.461
2024-25,203497,Rudy Gobert,1610612750,MIN,39,21,18,33.4,0.0,0.1,0.0,0.0,,,,0.0
2024-25,1629060,Rui Hachimura,1610612747,LAL,32,17,15,32.3,0.3,1.1,0.235,0.5,0.0,0.1,0.0,0.235
2024-25,201566,Russell Westbrook,1610612743,DEN,38,23,15,27.5,0.5,2.3,0.233,1.3,0.3,0.9,0.278,0.291
2024-25,1642346,Ryan Dunn,1610612756,PHX,34,18,16,19.9,0.1,0.4,0.357,0.4,0.1,0.2,0.25,0.429
2024-25,1631157,Ryan Rollins,1610612749,MIL,21,9,12,11.2,0.3,1.0,0.3,0.7,0.1,0.4,0.25,0.35
2024-25,1630573,Sam Hauser,1610612738,BOS,32,22,10,20.5,0.7,1.5,0.479,1.9,0.5,1.2,0.395,0.635
2024-25,1630241,Sam Merrill,1610612739,CLE,31,26,5,18.7,0.2,0.7,0.273,0.5,0.2,0.6,0.25,0.386
2024-25,1630572,Sandro Mamukelashvili,1610612759,SAS,23,11,12,8.7,0.1,0.2,0.5,0.2,0.0,0.1,0.0,0.5
2024-25,1630583,Santi Aldama,1610612763,MEM,34,22,12,25.1,0.4,1.0,0.364,0.9,0.2,0.5,0.412,0.47
2024-25,1630703,Scoot Henderson,1610612757,POR,31,11,20,25.7,0.9,2.8,0.333,2.2,0.4,1.4,0.262,0.397
2024-25,1630567,Scottie Barnes,1610612761,TOR,27,7,20,34.7,2.5,5.9,0.421,5.4,0.4,1.7,0.255,0.459
2024-25,1630590,Scotty Pippen Jr.,1610612763,MEM,40,25,15,22.1,0.2,0.9,0.25,0.5,0.1,0.4,0.2,0.292
2024-25,203552,Seth Curry,1610612766,CHA,30,7,23,13.8,0.8,1.6,0.479,1.8,0.3,0.6,0.5,0.573
2024-25,1631101,Shaedon Sharpe,1610612757,POR,30,10,20,31.8,2.5,6.4,0.385,6.0,1.0,3.3,0.31,0.466
2024-25,1628983,Shai Gilgeous-Alexander,1610612760,OKC,38,32,6,34.4,5.1,11.7,0.438,11.9,1.7,5.1,0.332,0.51
2024-25,1629003,Shake Milton,1610612747,LAL,31,12,19,17.3,0.8,1.6,0.49,1.8,0.2,0.6,0.368,0.559
2024-25,1631321,Sidy Cissoko,1610612759,SAS,13,6,7,3.2,0.0,0.1,0.0,0.0,0.0,0.0,,0.0
2024-25,1631323,Simone Fontecchio,1610612765,DET,35,17,18,18.3,0.2,0.8,0.296,0.5,0.1,0.4,0.2,0.352
2024-25,203915,Spencer Dinwiddie,1610612742,DAL,37,21,16,24.0,1.2,3.1,0.386,3.1,0.7,1.9,0.362,0.496
2024-25,1642461,Spencer Jones,1610612743,DEN,5,4,1,2.6,0.2,0.2,1.0,0.4,0.0,0.0,,1.0
2024-25,1630649,Stanley Umude,1610612749,MIL,11,7,4,3.7,0.0,0.4,0.0,0.0,0.0,0.0,,0.0
2024-25,201939,Stephen Curry,1610612744,GSW,31,14,17,31.5,3.3,7.5,0.437,8.8,2.3,5.6,0.405,0.589
2024-25,1642264,Stephon Castle,1610612759,SAS,37,18,19,24.9,0.6,2.8,0.233,1.5,0.2,1.2,0.178,0.272
2024-25,203500,Steven Adams,1610612745,HOU,25,17,8,10.6,0.0,0.0,1.0,0.1,,,,1.0
2024-25,1629004,Svi Mykhailiuk,1610612762,UTA,13,4,9,17.1,0.8,2.6,0.294,2.2,0.6,2.2,0.286,0.412
2024-25,204456,T.J. McConnell,1610612754,IND,39,22,17,19.2,1.3,2.9,0.451,2.7,0.1,0.3,0.182,0.46
2024-25,201959,Taj Gibson,1610612766,CHA,15,4,11,10.6,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1629659,Talen Horton-Tucker,1610612741,CHI,32,11,21,12.4,0.3,0.8,0.375,0.8,0.2,0.5,0.375,0.5
2024-25,1631106,Tari Eason,1610612745,HOU,24,16,8,22.8,0.4,0.9,0.409,0.8,0.0,0.1,0.0,0.409
2024-25,1627752,Taurean Prince,1610612749,MIL,37,20,17,25.7,0.2,0.8,0.258,0.6,0.1,0.6,0.238,0.339
2024-25,1641707,Taylor Hendricks,1610612762,UTA,3,0,3,24.8,0.3,1.3,0.25,1.0,0.3,0.3,1.0,0.375
2024-25,1631386,Taze Moore,1610612757,POR,2,0,2,9.9,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
2024-25,1629611,Terance Mann,1610612746,LAC,26,15,11,20.1,0.4,1.4,0.278,0.8,0.0,0.5,0.083,0.292
2024-25,1630545,Terrence Shannon Jr.,1610612750,MIN,10,7,3,4.5,0.0,0.1,0.0,0.0,0.0,0.0,,0.0
2024-25,1626179,Terry Rozier,1610612748,MIA,34,16,18,28.9,1.3,4.0,0.326,3.2,0.6,2.4,0.253,0.404
2024-25,1628418,Thomas Bryant,1610612754,IND,24,16,8,12.7,0.1,0.3,0.333,0.2,0.0,0.2,0.0,0.333
2024-25,1642275,Tidjane Salaün,1610612766,CHA,32,6,26,18.7,0.3,1.3,0.268,1.0,0.3,1.1,0.294,0.39
2024-25,203501,Tim Hardaway Jr.,1610612765,DET,36,19,17,28.1,0.9,2.4,0.376,2.1,0.3,0.9,0.353,0.447
2024-25,202699,Tobias Harris,1610612765,DET,38,20,18,32.0,1.0,2.9,0.351,2.1,0.1,0.5,0.1,0.36
2024-25,1628470,Torrey Craig,1610612741,CHI,9,3,6,12.5,0.3,0.6,0.6,0.9,0.2,0.3,0.667,0.8
2024-25,1641787,Tosan Evbuomwan,1610612751,BKN,5,0,5,24.0,1.0,1.4,0.714,2.0,0.0,0.0,,0.714
2024-25,1641739,Toumani Camara,1610612757,POR,37,12,25,31.3,0.1,0.4,0.308,0.3,0.1,0.3,0.364,0.462
2024-25,1629027,Trae Young,1610612737,ATL,36,18,18,35.7,3.4,9.4,0.361,9.0,2.3,6.6,0.343,0.481
2024-25,1631218,Trayce Jackson-Davis,1610612744,GSW,38,18,20,20.1,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1630200,Tre Jones,1610612759,SAS,20,11,9,16.6,0.1,0.4,0.143,0.2,0.1,0.2,0.25,0.214
2024-25,1630544,Tre Mann,1610612766,CHA,13,6,7,24.5,1.8,4.6,0.383,4.4,0.8,2.4,0.355,0.475
2024-25,1630570,Trendon Watford,1610612751,BKN,13,5,8,16.0,0.2,0.8,0.2,0.3,0.0,0.4,0.0,0.2
2024-25,1642280,Trentyn Flowers,1610612746,LAC,1,0,1,14.4,1.0,1.0,1.0,2.0,0.0,0.0,,1.0
2024-25,1630243,Trevelin Queen,1610612753,ORL,14,7,7,15.9,0.4,1.0,0.357,1.0,0.3,0.7,0.4,0.5
2024-25,1641725,Trey Alexander,1610612743,DEN,12,7,5,4.4,0.1,0.4,0.2,0.2,0.0,0.1,0.0,0.2
2024-25,1641998,Trey Jemison III,1610612740,NOP,16,1,15,10.4,0.1,0.1,0.5,0.1,,,,0.5
2024-25,1626168,Trey Lyles,1610612758,SAC,29,15,14,20.9,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
2024-25,1630530,Trey Murphy III,1610612740,NOP,24,4,20,34.3,1.2,4.2,0.287,3.2,0.8,2.9,0.257,0.376
2024-25,202684,Tristan Thompson,1610612739,CLE,16,15,1,6.5,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0
2024-25,1641774,Tristan Vukcevic,1610612764,WAS,3,1,2,2.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0
2024-25,1641783,Tristan da Silva,1610612753,ORL,37,21,16,25.6,0.2,0.9,0.257,0.6,0.1,0.5,0.158,0.3
2024-25,1641803,Tristen Newton,1610612750,MIN,6,1,5,1.6,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0
2024-25,1629660,Ty Jerome,1610612739,CLE,36,32,4,17.6,1.3,2.7,0.495,3.3,0.6,1.5,0.434,0.613
2024-25,1631102,TyTy Washington Jr.,1610612756,PHX,4,0,4,6.9,0.0,0.3,0.0,0.0,0.0,0.0,,0.0
2024-25,1629639,Tyler Herro,1610612748,MIA,38,20,18,35.3,2.8,6.5,0.439,7.3,1.6,4.2,0.381,0.563
2024-25,1642278,Tyler Kolek,1610612752,NYK,24,16,8,5.7,0.1,0.5,0.154,0.2,0.0,0.3,0.0,0.154
2024-25,1641890,Tyler Smith,1610612749,MIL,11,6,5,3.5,0.1,0.1,1.0,0.3,0.1,0.1,1.0,1.5
2024-25,1630169,Tyrese Haliburton,1610612754,IND,40,22,18,34.6,3.2,8.5,0.374,8.2,1.9,5.7,0.326,0.482
2024-25,1631213,Tyrese Martin,1610612751,BKN,23,6,17,20.0,0.4,1.5,0.257,0.9,0.1,0.6,0.214,0.3
2024-25,1630178,Tyrese Maxey,1610612755,PHI,31,14,17,37.4,3.3,9.3,0.354,8.6,2.0,6.4,0.32,0.464
2024-25,1626145,Tyus Jones,1610612756,PHX,37,19,18,30.2,1.1,2.5,0.43,2.5,0.3,0.9,0.375,0.495
2024-25,1642279,Ulrich Chomche,1610612761,TOR,5,1,4,3.7,0.0,0.0,,0.0,,,,
2024-25,203995,Vasilije Micić,1610612766,CHA,25,3,22,20.6,1.4,4.4,0.315,3.6,0.8,2.4,0.339,0.405
2024-25,1641705,Victor Wembanyama,1610612759,SAS,33,17,16,33.2,1.7,4.6,0.364,4.2,0.8,2.5,0.337,0.457
2024-25,1631246,Vince Williams Jr.,1610612763,MEM,3,1,2,14.9,0.0,1.3,0.0,0.0,0.0,0.7,0.0,0.0
2024-25,1628427,Vlatko Čančar,1610612743,DEN,4,1,3,8.6,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1630249,Vít Krejčí,1610612737,ATL,23,11,12,16.1,0.3,0.9,0.4,1.0,0.3,0.8,0.421,0.6
2024-25,1631117,Walker Kessler,1610612762,UTA,31,8,23,29.7,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-25,1628976,Wendell Carter Jr.,1610612753,ORL,28,14,14,24.4,0.2,0.6,0.333,0.4,0.0,0.0,0.0,0.333
2024-25,1631111,Wendell Moore Jr.,1610612765,DET,17,6,11,12.4,0.1,0.5,0.25,0.3,0.1,0.2,0.333,0.313
2024-25,1630214,Xavier Tillman,1610612738,BOS,23,20,3,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,1642530,Yuki Kawamura,1610612763,MEM,16,13,3,3.4,0.4,0.8,0.462,0.9,0.2,0.6,0.333,0.577
2024-25,1642274,Yves Missi,1610612740,NOP,39,8,31,27.3,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1642258,Zaccharie Risacher,1610612737,ATL,38,19,19,23.9,0.2,0.9,0.206,0.4,0.1,0.5,0.158,0.25
2024-25,1628380,Zach Collins,1610612759,SAS,30,15,15,13.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,1641744,Zach Edey,1610612763,MEM,26,14,12,21.3,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.2
2024-25,203897,Zach LaVine,1610612741,CHI,34,16,18,33.7,3.4,7.7,0.441,8.8,2.0,4.3,0.456,0.568
2024-25,1630192,Zeke Nnaji,1610612743,DEN,21,14,7,4.6,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1630533,Ziaire Williams,1610612751,BKN,27,10,17,22.5,0.1,0.7,0.1,0.1,0.0,0.4,0.0,0.1
2024-25,1629627,Zion Williamson,1610612740,NOP,8,2,6,30.3,0.5,2.6,0.19,1.1,0.1,0.9,0.143,0.214
