Season,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,NICKNAME,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT
2025-26,1631126,Caleb Love,1610612757,POR,24.0,Caleb,0.9,1.8,0.536,0.4,1.4,0.304,0.1,0.3,0.4,0.1,0.3,0.25,0.1,0.6,0.111,1.3,4.7,0.28,0.0,0.0,0.0,0.1,0.9,0.154
2025-26,1628997,Caleb Martin,1610612742,DAL,30.0,Caleb,0.3,0.6,0.462,0.0,0.3,0.0,0.0,0.2,0.25,0.1,0.3,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.4,0.125
2025-26,1642353,Cam Christie,1610612746,LAC,20.0,Cam,0.6,1.0,0.625,0.1,0.9,0.133,0.0,0.1,0.0,0.1,0.2,0.333,0.2,0.4,0.5,0.3,1.3,0.25,0.0,0.0,0.0,0.3,0.6,0.444
2025-26,1642285,Cam Spencer,1610612763,MEM,25.0,Cam,0.2,0.4,0.556,0.7,1.4,0.5,0.5,0.9,0.545,0.3,0.5,0.636,0.0,0.1,0.333,1.9,4.2,0.45,0.0,0.0,0.0,0.3,0.6,0.571
2025-26,1630560,Cam Thomas,1610612751,BKN,24.0,Cam,0.9,2.3,0.389,2.0,4.0,0.5,1.8,4.6,0.378,0.3,0.6,0.5,0.0,0.0,0.0,1.8,5.1,0.341,0.0,0.0,0.0,0.3,0.6,0.5
2025-26,1641715,Cam Whitmore,1610612764,WAS,21.0,Cam,2.5,3.5,0.712,0.2,1.2,0.192,0.2,0.7,0.286,0.0,0.2,0.0,0.0,0.1,0.0,0.8,2.5,0.308,0.0,0.0,0.0,0.0,0.2,0.0
2025-26,1629661,Cameron Johnson,1610612743,DEN,29.0,Cameron,1.6,2.3,0.686,0.1,0.7,0.188,0.4,1.0,0.364,0.2,0.6,0.357,0.3,0.8,0.412,1.2,3.1,0.397,0.0,0.0,0.0,0.5,1.4,0.387
2025-26,1627747,Caris LeVert,1610612765,DET,31.0,Caris,1.2,1.4,0.808,0.5,1.5,0.333,0.1,0.6,0.2,0.2,0.3,0.6,0.2,0.2,0.75,1.1,2.9,0.377,0.0,0.0,0.0,0.3,0.5,0.667
2025-26,1642868,Carter Bryant,1610612759,SAS,20.0,Carter,0.4,0.8,0.538,0.0,0.4,0.0,0.0,0.1,0.0,0.1,0.5,0.167,0.2,0.4,0.4,0.3,0.9,0.313,0.0,0.0,0.0,0.2,0.6,0.273
2025-26,1641717,Cason Wallace,1610612760,OKC,22.0,Cason,1.3,2.0,0.667,0.3,1.2,0.259,0.0,0.1,0.333,0.3,0.9,0.4,0.3,0.5,0.636,0.9,2.8,0.328,0.0,0.0,0.0,0.7,1.3,0.484
2025-26,1642907,Cedric Coward,1610612763,MEM,22.0,Cedric,2.0,2.9,0.681,1.2,2.3,0.5,0.2,0.8,0.222,0.1,0.6,0.2,0.1,0.7,0.188,1.2,3.3,0.367,0.0,0.0,0.0,0.3,1.3,0.194
2025-26,1629646,Charles Bassey,1610612763,MEM,25.0,Charles,1.5,2.0,0.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642404,Chaz Lanier,1610612765,DET,23.0,Chaz,0.0,0.0,0.0,0.1,0.2,0.5,0.1,0.3,0.333,0.0,0.5,0.0,0.1,0.4,0.333,0.8,2.3,0.367,0.0,0.0,0.0,0.1,0.7,0.143
2025-26,1631096,Chet Holmgren,1610612760,OKC,23.0,Chet,3.5,4.4,0.784,1.6,2.9,0.561,0.7,1.3,0.52,0.1,0.3,0.333,0.1,0.3,0.4,1.2,3.3,0.364,0.0,0.0,0.0,0.2,0.6,0.364
2025-26,1628449,Chris Boucher,1610612738,BOS,32.0,Chris,0.6,0.9,0.714,0.1,0.3,0.5,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.1,1.1,0.111,0.0,0.0,0.0,0.0,0.4,0.0
2025-26,1641753,Chris Livingston,1610612739,CLE,22.0,Chris,1.5,1.5,1.0,0.3,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0
2025-26,1643024,Chris Mañon,1610612747,LAL,24.0,Chris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,101108,Chris Paul,1610612746,LAC,40.0,Chris,0.2,0.3,0.75,0.1,0.7,0.182,0.2,0.7,0.273,0.2,0.2,0.667,0.0,0.1,0.0,0.5,1.6,0.308,0.0,0.0,0.0,0.1,0.3,0.5
2025-26,1642959,Chris Youngblood,1610612760,OKC,23.0,Chris,0.1,0.1,1.0,0.1,0.2,0.333,0.0,0.1,0.0,0.1,0.3,0.333,0.1,0.2,0.5,0.3,1.0,0.294,0.0,0.0,0.0,0.1,0.4,0.4
2025-26,1631128,Christian Braun,1610612743,DEN,24.0,Christian,3.2,4.7,0.673,0.5,0.9,0.5,0.2,0.6,0.286,0.2,0.3,0.667,0.0,0.1,0.0,0.4,2.2,0.167,0.0,0.0,0.0,0.2,0.4,0.5
2025-26,1631132,Christian Koloko,1610612747,LAL,25.0,Christian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642935,Chucky Hepburn,1610612761,TOR,22.0,Chucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,203991,Clint Capela,1610612745,HOU,31.0,Clint,1.6,2.5,0.633,0.1,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1629632,Coby White,1610612741,CHI,25.0,Coby,3.1,5.1,0.611,0.9,1.7,0.5,0.4,1.1,0.375,0.1,0.3,0.5,0.3,0.6,0.5,1.9,6.7,0.277,0.0,0.0,0.0,0.4,0.9,0.5
2025-26,1628998,Cody Martin,1610612754,IND,30.0,Cody,0.3,0.3,1.0,0.3,0.8,0.333,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2025-26,1642262,Cody Williams,1610612762,UTA,21.0,Cody,0.4,0.4,1.0,0.4,1.1,0.357,0.1,0.2,0.5,0.0,0.5,0.0,0.1,0.5,0.167,0.1,0.5,0.143,0.0,0.0,0.0,0.1,1.0,0.083
2025-26,1641732,Colby Jones,1610612765,DET,23.0,Colby,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,0.0
2025-26,1630175,Cole Anthony,1610612749,MIL,25.0,Cole,0.7,1.3,0.548,1.2,2.5,0.483,0.5,1.1,0.44,0.2,0.4,0.429,0.0,0.2,0.0,0.5,1.7,0.27,0.0,0.0,0.0,0.2,0.6,0.273
2025-26,1631221,Collin Gillespie,1610612756,PHX,26.0,Collin,0.5,0.9,0.545,0.8,1.6,0.487,0.5,1.3,0.367,0.4,0.6,0.6,0.3,0.4,0.889,2.3,6.0,0.382,0.0,0.0,0.0,0.7,1.0,0.708
2025-26,1642867,Collin Murray-Boyles,1610612761,TOR,20.0,Collin,2.0,2.9,0.702,0.1,0.4,0.125,0.1,0.4,0.143,0.1,0.2,0.333,0.0,0.1,0.0,0.6,1.0,0.55,0.0,0.0,0.0,0.1,0.3,0.2
2025-26,1629012,Collin Sexton,1610612766,CHA,26.0,Collin,2.4,3.5,0.689,1.0,2.5,0.423,0.5,1.3,0.393,0.0,0.3,0.167,0.2,0.2,1.0,1.0,2.9,0.344,0.0,0.0,0.0,0.2,0.5,0.5
2025-26,1642843,Cooper Flagg,1610612742,DAL,18.0,Cooper,2.8,4.2,0.673,2.1,4.2,0.5,0.9,2.2,0.396,0.0,0.3,0.0,0.0,0.3,0.143,0.8,2.9,0.29,0.0,0.0,0.0,0.0,0.6,0.071
2025-26,1630557,Corey Kispert,1610612764,WAS,26.0,Corey,1.2,1.5,0.769,0.3,0.5,0.556,0.0,0.1,0.0,0.2,0.6,0.333,0.2,0.4,0.429,1.2,3.0,0.412,0.0,0.0,0.0,0.4,0.9,0.375
2025-26,1641854,Craig Porter Jr.,1610612739,CLE,25.0,Craig,0.9,1.3,0.679,0.5,1.2,0.444,0.1,0.3,0.5,0.2,0.3,0.6,0.0,0.2,0.2,0.5,1.0,0.435,0.0,0.0,0.0,0.2,0.5,0.4
2025-26,1642938,Curtis Jones,1610612743,DEN,24.0,Curtis,0.0,0.0,0.0,0.5,1.0,0.5,,,,,,,0.0,0.5,0.0,0.0,0.0,0.0,,,,0.0,0.5,0.0
2025-26,1626156,D'Angelo Russell,1610612742,DAL,29.0,D'Angelo,0.7,1.1,0.625,1.1,2.5,0.453,0.7,1.3,0.536,0.0,0.3,0.143,0.1,0.4,0.125,1.3,4.1,0.314,0.0,0.0,0.0,0.1,0.7,0.133
2025-26,1641747,DaRon Holmes II,1610612743,DEN,23.0,DaRon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0
2025-26,1631342,Daeqwon Plowden,1610612758,SAC,27.0,Daeqwon,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,,,0.0,2.0,0.0
2025-26,1631207,Dalen Terry,1610612741,CHI,23.0,Dalen,0.9,1.5,0.632,0.2,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.25,0.2,0.7,0.222,0.0,0.0,0.0,0.1,0.4,0.25
2025-26,1642261,Dalton Knecht,1610612747,LAL,24.0,Dalton,0.7,0.9,0.706,0.6,1.0,0.579,0.2,0.4,0.5,0.2,0.6,0.273,0.1,0.3,0.333,0.8,2.1,0.375,0.0,0.0,0.0,0.3,0.9,0.294
2025-26,1629655,Daniel Gafford,1610612742,DAL,27.0,Daniel,2.8,4.2,0.667,0.5,1.1,0.412,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1642450,Daniss Jenkins,1610612765,DET,24.0,Daniss,1.1,1.7,0.636,0.5,1.6,0.3,0.7,1.3,0.56,0.1,0.4,0.167,0.3,0.3,0.8,0.5,1.8,0.286,0.1,0.1,1.0,0.3,0.6,0.455
