Season,PLAYER_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,AGE,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
2024-25,1642422,Armel Traoré,1610612747,LAL,22.0,9,5,0.526,4,10,0.4,0.4,0.526,4,10,0.4,0.0,0,0,
2024-25,1631102,TyTy Washington Jr.,1610612756,PHX,23.0,16,6,0.222,4,10,0.4,0.4,0.222,4,10,0.4,0.0,0,0,
2024-25,1631301,Jaylen Sims,1610612766,CHA,26.0,6,4,0.321,6,9,0.667,0.722,0.286,5,8,0.625,0.036,1,1,1.0
2024-25,1642461,Spencer Jones,1610612743,DEN,23.0,20,6,0.265,6,9,0.667,0.667,0.235,6,8,0.75,0.029,0,1,0.0
2024-25,1642024,Alex Reese,1610612755,PHI,25.0,15,8,0.167,5,9,0.556,0.556,0.13,5,7,0.714,0.037,0,2,0.0
2024-25,1631120,JD Davison,1610612738,BOS,22.0,16,6,0.265,5,9,0.556,0.556,0.265,5,9,0.556,0.0,0,0,
2024-25,1642353,Cam Christie,1610612746,LAC,19.0,13,5,0.375,4,9,0.444,0.444,0.292,4,7,0.571,0.083,0,2,0.0
2024-25,1641789,Jazian Gortman,1610612742,DAL,22.0,16,6,0.391,3,9,0.333,0.389,0.348,2,8,0.25,0.043,1,1,1.0
2024-25,1630762,Phillip Wheeler,1610612755,PHI,23.0,5,4,0.429,2,9,0.222,0.222,0.381,2,8,0.25,0.048,0,1,0.0
2024-25,1631210,Jacob Toppin,1610612737,ATL,24.0,17,6,0.409,2,9,0.222,0.222,0.409,2,9,0.222,0.0,0,0,
2024-25,1642484,RayJ Dennis,1610612754,IND,24.0,11,4,0.273,2,9,0.222,0.222,0.212,2,7,0.286,0.061,0,2,0.0
2024-25,1631116,Patrick Baldwin Jr.,1610612746,LAC,22.0,24,7,0.229,5,8,0.625,0.688,0.2,4,7,0.571,0.029,1,1,1.0
2024-25,1631303,Justin Minaya,1610612757,POR,26.0,19,4,0.381,5,8,0.625,0.688,0.333,4,7,0.571,0.048,1,1,1.0
2024-25,1641745,Adam Flagler,1610612760,OKC,25.0,37,5,0.083,2,8,0.25,0.25,0.073,2,7,0.286,0.01,0,1,0.0
2024-25,1642368,N'Faly Dante,1610612745,HOU,23.0,4,3,0.538,6,7,0.857,0.857,0.538,6,7,0.857,0.0,0,0,
2024-25,1629643,Chuma Okeke,1610612739,CLE,26.0,9,5,0.175,4,7,0.571,0.571,0.125,4,5,0.8,0.05,0,2,0.0
2024-25,1628427,Vlatko Čančar,1610612743,DEN,28.0,13,5,0.269,4,7,0.571,0.571,0.269,4,7,0.571,0.0,0,0,
2024-25,1642359,Pacôme Dadiet,1610612752,NYK,19.0,18,6,0.226,3,7,0.429,0.429,0.226,3,7,0.429,0.0,0,0,
2024-25,1630561,David Duke Jr.,1610612759,SAS,25.0,6,5,0.5,2,7,0.286,0.357,0.429,1,6,0.167,0.071,1,1,1.0
2024-25,1631121,Bryce McGowens,1610612757,POR,22.0,13,6,0.5,2,7,0.286,0.286,0.5,2,7,0.286,0.0,0,0,
2024-25,1631247,Luke Travers,1610612739,CLE,23.0,12,3,0.35,2,7,0.286,0.286,0.3,2,6,0.333,0.05,0,1,0.0
2024-25,1642280,Trentyn Flowers,1610612746,LAC,20.0,6,2,0.636,2,7,0.286,0.286,0.545,2,6,0.333,0.091,0,1,0.0
2024-25,1630623,Tyson Etienne,1610612751,BKN,25.0,7,5,0.135,1,7,0.143,0.143,0.058,1,3,0.333,0.077,0,4,0.0
2024-25,1631250,Pete Nance,1610612749,MIL,25.0,13,5,0.188,5,6,0.833,0.833,0.188,5,6,0.833,0.0,0,0,
2024-25,1630222,Mason Jones,1610612758,SAC,26.0,10,3,0.333,5,6,0.833,0.833,0.333,5,6,0.833,0.0,0,0,
2024-25,1641803,Tristen Newton,1610612750,MIN,24.0,8,5,0.75,1,6,0.167,0.167,0.625,1,5,0.2,0.125,0,1,0.0
2024-25,1641734,Emoni Bates,1610612739,CLE,21.0,10,4,0.158,1,6,0.167,0.167,0.132,1,5,0.2,0.026,0,1,0.0
2024-25,1630537,Chris Duarte,1610612741,CHI,27.0,17,4,0.192,4,5,0.8,0.8,0.192,4,5,0.8,0.0,0,0,
2024-25,1631123,Jamaree Bouyea,1610612749,MIL,25.0,5,2,0.417,4,5,0.8,0.8,0.417,4,5,0.8,0.0,0,0,
2024-25,1631342,Daeqwon Plowden,1610612737,ATL,26.0,6,3,0.2,4,5,0.8,0.8,0.2,4,5,0.8,0.0,0,0,
2024-25,1631159,Leonard Miller,1610612750,MIN,21.0,13,4,0.333,4,5,0.8,0.8,0.333,4,5,0.8,0.0,0,0,
2024-25,1630201,Malachi Flynn,1610612766,CHA,26.0,4,2,0.385,3,5,0.6,0.7,0.231,2,3,0.667,0.154,1,2,0.5
2024-25,1642449,Tolu Smith,1610612765,DET,24.0,1,1,0.556,3,5,0.6,0.6,0.556,3,5,0.6,0.0,0,0,
2024-25,203109,Jae Crowder,1610612758,SAC,34.0,9,4,0.227,2,5,0.4,0.4,0.227,2,5,0.4,0.0,0,0,
2024-25,1642279,Ulrich Chomche,1610612761,TOR,19.0,7,4,1.0,2,5,0.4,0.4,1.0,2,5,0.4,0.0,0,0,
2024-25,1642505,Alex Ducas,1610612760,OKC,24.0,21,4,0.167,1,5,0.2,0.2,0.167,1,5,0.2,0.0,0,0,
2024-25,1630649,Stanley Umude,1610612749,MIL,26.0,22,3,0.154,2,4,0.5,0.5,0.154,2,4,0.5,0.0,0,0,
2024-25,1641809,Drew Peterson,1610612738,BOS,25.0,25,4,0.098,2,4,0.5,0.625,0.073,1,3,0.333,0.024,1,1,1.0
2024-25,1641801,Emanuel Miller,1610612741,CHI,24.0,6,3,0.5,2,4,0.5,0.5,0.5,2,4,0.5,0.0,0,0,
2024-25,1641766,Adama Sanogo,1610612741,CHI,23.0,4,2,0.571,2,4,0.5,0.5,0.571,2,4,0.5,0.0,0,0,
2024-25,1641817,Anton Watson,1610612752,NYK,24.0,9,3,0.444,1,4,0.25,0.25,0.444,1,4,0.25,0.0,0,0,
2024-25,204060,Joe Ingles,1610612750,MIN,37.0,19,4,0.174,1,4,0.25,0.25,0.13,1,3,0.333,0.043,0,1,0.0
2024-25,1629098,Jack McVeigh,1610612745,HOU,28.0,9,3,0.235,1,4,0.25,0.25,0.176,1,3,0.333,0.059,0,1,0.0
2024-25,1642050,Jackson Rowe,1610612744,GSW,28.0,6,3,0.235,1,4,0.25,0.25,0.176,1,3,0.333,0.059,0,1,0.0
2024-25,1641755,Kevin McCullar Jr.,1610612752,NYK,24.0,4,3,0.571,1,4,0.25,0.25,0.571,1,4,0.25,0.0,0,0,
2024-25,1641857,Liam Robbins,1610612749,MIL,25.0,13,3,0.5,1,4,0.25,0.25,0.5,1,4,0.25,0.0,0,0,
2024-25,1642443,Jahmir Young,1610612741,CHI,24.0,6,2,0.6,3,3,1.0,1.0,0.6,3,3,1.0,0.0,0,0,
2024-25,1641752,Bobi Klintman,1610612765,DET,22.0,8,2,0.3,2,3,0.667,0.667,0.3,2,3,0.667,0.0,0,0,
2024-25,1642530,Yuki Kawamura,1610612763,MEM,23.0,22,3,0.1,2,3,0.667,0.667,0.1,2,3,0.667,0.0,0,0,
2024-25,201949,James Johnson,1610612754,IND,38.0,12,3,0.273,2,3,0.667,0.667,0.273,2,3,0.667,0.0,0,0,
2024-25,1642385,Cui Yongxi,1610612751,BKN,21.0,5,2,0.429,1,3,0.333,0.333,0.429,1,3,0.333,0.0,0,0,
2024-25,1631386,Tazé Moore,1610612757,POR,26.0,2,1,0.3,0,3,0.0,0.0,0.3,0,3,0.0,0.0,0,0,
2024-25,1641707,Taylor Hendricks,1610612762,UTA,21.0,3,3,0.167,0,3,0.0,0.0,0.111,0,2,0.0,0.056,0,1,0.0
2024-25,1630604,E.J. Liddell,1610612741,CHI,24.0,12,2,0.133,2,2,1.0,1.0,0.133,2,2,1.0,0.0,0,0,
2024-25,1642384,Isaiah Crawford,1610612758,SAC,23.0,15,2,0.182,2,2,1.0,1.0,0.182,2,2,1.0,0.0,0,0,
2024-25,1627746,Skal Labissiere,1610612758,SAC,29.0,4,2,0.5,1,2,0.5,0.5,0.5,1,2,0.5,0.0,0,0,
2024-25,1630296,Braxton Key,1610612744,GSW,28.0,3,1,0.5,0,2,0.0,0.0,0.5,0,2,0.0,0.0,0,0,
2024-25,1641936,Miles Norris,1610612738,BOS,25.0,3,1,0.222,0,2,0.0,0.0,0.111,0,1,0.0,0.111,0,1,0.0
2024-25,200782,P.J. Tucker,1610612752,NYK,39.0,3,2,0.286,0,2,0.0,0.0,0.143,0,1,0.0,0.143,0,1,0.0
2024-25,1630618,D.J. Carton,1610612761,TOR,24.0,4,2,0.286,0,2,0.0,0.0,0.286,0,2,0.0,0.0,0,0,
2024-25,1630600,Isaiah Mobley,1610612755,PHI,25.0,1,1,0.286,0,2,0.0,0.0,0.286,0,2,0.0,0.0,0,0,
2024-25,1630164,James Wiseman,1610612754,IND,24.0,1,1,0.25,1,1,1.0,1.0,0.25,1,1,1.0,0.0,0,0,
2024-25,1631127,Harrison Ingram,1610612759,SAS,22.0,5,1,0.25,1,1,1.0,1.0,0.25,1,1,1.0,0.0,0,0,
2024-25,1642450,Daniss Jenkins,1610612765,DET,23.0,7,1,0.1,1,1,1.0,1.0,0.1,1,1,1.0,0.0,0,0,
2024-25,1631214,Alondes Williams,1610612765,DET,25.0,1,1,0.5,1,1,1.0,1.5,0.0,0,0,,0.5,1,1,1.0
2024-25,1642389,Zyon Pullin,1610612763,MEM,24.0,3,1,1.0,0,1,0.0,0.0,1.0,0,1,0.0,0.0,0,0,
2024-25,1630678,Terry Taylor,1610612758,SAC,25.0,3,1,1.0,0,1,0.0,0.0,1.0,0,1,0.0,0.0,0,0,
2024-25,1630644,Mac McClung,1610612753,ORL,26.0,2,1,0.5,0,1,0.0,0.0,0.5,0,1,0.0,0.0,0,0,
2024-25,1641815,Isaiah Stevens,1610612748,MIA,24.0,3,1,0.5,0,1,0.0,0.0,0.5,0,1,0.0,0.0,0,0,
2024-25,1641879,Yuri Collins,1610612744,GSW,24.0,2,1,0.333,0,1,0.0,0.0,0.333,0,1,0.0,0.0,0,0,
