Season,PLAYER_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,AGE,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
2013-14,101110,Martell Webster,1610612764,WAS,27.0,77,71,0.409,103,233,0.442,0.627,0.056,17,32,0.531,0.353,86,201,0.428
2013-14,2207,Joe Johnson,1610612751,BKN,33.0,78,70,0.233,110,229,0.48,0.675,0.03,21,29,0.724,0.204,89,200,0.445
2013-14,2546,Carmelo Anthony,1610612752,NYK,30.0,77,71,0.145,122,227,0.537,0.685,0.059,55,92,0.598,0.086,67,135,0.496
2013-14,200794,Paul Millsap,1610612737,ATL,29.0,73,73,0.234,98,226,0.434,0.573,0.077,35,74,0.473,0.158,63,152,0.414
2013-14,203114,Khris Middleton,1610612749,MIL,22.0,81,77,0.276,110,223,0.493,0.652,0.083,39,67,0.582,0.193,71,156,0.455
2013-14,201569,Eric Gordon,1610612740,NOP,25.0,64,64,0.297,93,223,0.417,0.57,0.084,25,63,0.397,0.213,68,160,0.425
2013-14,201152,Thaddeus Young,1610612755,PHI,26.0,79,72,0.186,85,223,0.381,0.487,0.045,38,54,0.704,0.141,47,169,0.278
2013-14,201975,Jodie Meeks,1610612747,LAL,26.0,77,68,0.266,110,222,0.495,0.685,0.05,26,42,0.619,0.216,84,180,0.467
2013-14,2399,Mike Dunleavy,1610612741,CHI,33.0,82,79,0.295,103,222,0.464,0.628,0.076,30,57,0.526,0.219,73,165,0.442
2013-14,203501,Tim Hardaway Jr.,1610612752,NYK,22.0,81,73,0.334,97,221,0.439,0.613,0.045,20,30,0.667,0.289,77,191,0.403
2013-14,201145,Jeff Green,1610612738,BOS,27.0,82,75,0.196,87,220,0.395,0.539,0.036,24,40,0.6,0.161,63,180,0.35
2013-14,202341,James Anderson,1610612755,PHI,25.0,80,76,0.32,86,217,0.396,0.562,0.038,14,26,0.538,0.282,72,191,0.377
2013-14,201147,Corey Brewer,1610612750,MIN,28.0,81,79,0.282,87,215,0.405,0.479,0.104,55,79,0.696,0.178,32,136,0.235
2013-14,203463,Ben McLemore,1610612758,SAC,21.0,81,73,0.34,96,214,0.449,0.598,0.095,32,60,0.533,0.244,64,154,0.416
2013-14,1717,Dirk Nowitzki,1610612742,DAL,36.0,80,74,0.17,99,213,0.465,0.582,0.069,49,87,0.563,0.101,50,126,0.397
2013-14,201988,Patty Mills,1610612759,SAS,25.0,81,73,0.324,96,209,0.459,0.636,0.06,22,39,0.564,0.264,74,170,0.435
2013-14,201588,George Hill,1610612754,IND,28.0,76,68,0.358,86,209,0.411,0.577,0.06,17,35,0.486,0.298,69,174,0.397
2013-14,202325,Wesley Johnson,1610612747,LAL,26.0,79,72,0.328,98,206,0.476,0.614,0.121,41,76,0.539,0.207,57,130,0.438
2013-14,202362,Lance Stephenson,1610612754,IND,23.0,78,71,0.25,80,206,0.388,0.517,0.062,27,51,0.529,0.188,53,155,0.342
2013-14,101145,Monta Ellis,1610612742,DAL,28.0,82,73,0.165,90,204,0.441,0.537,0.087,51,107,0.477,0.079,39,97,0.402
2013-14,2550,Kirk Hinrich,1610612741,CHI,33.0,73,62,0.344,84,202,0.416,0.552,0.107,29,63,0.46,0.237,55,139,0.396
2013-14,203504,Trey Burke,1610612762,UTA,21.0,70,66,0.233,83,202,0.411,0.532,0.075,34,65,0.523,0.158,49,137,0.358
2013-14,2746,Josh Smith,1610612765,DET,28.0,77,73,0.169,74,202,0.366,0.453,0.071,39,85,0.459,0.098,35,117,0.299
2013-14,201162,Jared Dudley,1610612746,LAC,28.0,74,64,0.469,83,201,0.413,0.545,0.131,30,56,0.536,0.338,53,145,0.366
2013-14,2544,LeBron James,1610612748,MIA,29.0,77,75,0.153,118,200,0.59,0.728,0.067,63,88,0.716,0.085,55,112,0.491
2013-14,2594,Kyle Korver,1610612737,ATL,33.0,70,65,0.336,110,197,0.558,0.805,0.037,13,22,0.591,0.298,97,175,0.554
2013-14,101181,Jose Calderon,1610612742,DAL,32.0,81,73,0.269,96,197,0.487,0.68,0.056,20,41,0.488,0.213,76,156,0.487
2013-14,1495,Tim Duncan,1610612759,SAS,38.0,74,70,0.235,81,197,0.411,0.411,0.231,81,194,0.418,0.004,0,3,0.0
2013-14,201935,James Harden,1610612745,HOU,24.0,73,70,0.171,96,196,0.49,0.661,0.038,29,44,0.659,0.133,67,152,0.441
2013-14,201943,Brandon Jennings,1610612765,DET,24.0,80,71,0.18,88,196,0.449,0.577,0.066,38,72,0.528,0.114,50,124,0.403
2013-14,202710,Jimmy Butler,1610612741,CHI,24.0,67,62,0.304,69,195,0.354,0.459,0.084,28,54,0.519,0.22,41,141,0.291
2013-14,203084,Harrison Barnes,1610612744,GSW,22.0,77,72,0.308,88,194,0.454,0.603,0.072,30,45,0.667,0.237,58,149,0.389
2013-14,201960,DeMarre Carroll,1610612737,ATL,27.0,73,69,0.316,90,192,0.469,0.638,0.066,25,40,0.625,0.25,65,152,0.428
2013-14,203096,Jared Sullinger,1610612738,BOS,22.0,74,70,0.227,68,192,0.354,0.456,0.064,29,54,0.537,0.163,39,138,0.283
2013-14,200768,Kyle Lowry,1610612761,TOR,28.0,78,76,0.188,98,191,0.513,0.709,0.034,23,34,0.676,0.155,75,157,0.478
2013-14,951,Ray Allen,1610612748,MIA,38.0,73,67,0.358,81,191,0.424,0.597,0.041,15,22,0.682,0.316,66,169,0.391
2013-14,202340,Avery Bradley,1610612738,BOS,23.0,60,57,0.243,91,190,0.479,0.603,0.101,44,79,0.557,0.142,47,111,0.423
2013-14,2564,Boris Diaw,1610612759,SAS,32.0,79,72,0.341,80,190,0.421,0.532,0.156,38,87,0.437,0.185,42,103,0.408
2013-14,2440,Matt Barnes,1610612746,LAC,34.0,63,57,0.38,75,190,0.395,0.555,0.05,14,25,0.56,0.33,61,165,0.37
2013-14,2034,Mike Miller,1610612763,MEM,34.0,82,71,0.431,91,188,0.484,0.673,0.103,20,45,0.444,0.328,71,143,0.497
2013-14,202713,Kyle Singler,1610612765,DET,26.0,82,75,0.336,73,188,0.388,0.548,0.05,13,28,0.464,0.286,60,160,0.375
2013-14,201951,Ty Lawson,1610612743,DEN,26.0,62,59,0.25,74,187,0.396,0.492,0.098,38,73,0.521,0.153,36,114,0.316
2013-14,202335,Patrick Patterson,1610612761,TOR,25.0,64,60,0.4,83,186,0.446,0.562,0.161,40,75,0.533,0.239,43,111,0.387
2013-14,202349,Greivis Vasquez,1610612761,TOR,27.0,78,64,0.303,76,186,0.409,0.586,0.039,10,24,0.417,0.264,66,162,0.407
2013-14,202704,Reggie Jackson,1610612760,OKC,24.0,80,70,0.214,78,184,0.424,0.573,0.056,23,48,0.479,0.158,55,136,0.404
2013-14,1890,Shawn Marion,1610612742,DAL,36.0,76,69,0.268,84,182,0.462,0.607,0.063,31,43,0.721,0.205,53,139,0.381
2013-14,203118,Mike Scott,1610612737,ATL,25.0,79,68,0.306,72,181,0.398,0.522,0.076,27,45,0.6,0.23,45,136,0.331
2013-14,202697,Iman Shumpert,1610612752,NYK,24.0,74,70,0.387,70,181,0.387,0.536,0.079,16,37,0.432,0.308,54,144,0.375
2013-14,2561,David West,1610612754,IND,33.0,80,68,0.202,107,180,0.594,0.606,0.193,103,172,0.599,0.009,4,8,0.5
2013-14,202681,Kyrie Irving,1610612739,CLE,22.0,71,63,0.152,86,179,0.48,0.626,0.045,34,53,0.642,0.107,52,126,0.413
2013-14,203506,Victor Oladipo,1610612753,ORL,22.0,80,73,0.212,79,179,0.441,0.556,0.071,38,60,0.633,0.141,41,119,0.345
2013-14,201584,Courtney Lee,1610612763,MEM,28.0,79,63,0.304,91,178,0.511,0.649,0.106,42,62,0.677,0.198,49,116,0.422
2013-14,201571,D.J. Augustin,1610612741,CHI,26.0,70,62,0.266,92,176,0.523,0.705,0.061,28,40,0.7,0.206,64,136,0.471
2013-14,201954,Darren Collison,1610612746,LAC,26.0,80,65,0.269,88,176,0.5,0.636,0.095,40,62,0.645,0.174,48,114,0.421
2013-14,2755,Kevin Martin,1610612750,MIN,31.0,68,67,0.182,86,176,0.489,0.599,0.08,47,77,0.61,0.102,39,99,0.394
2013-14,101114,Deron Williams,1610612751,BKN,30.0,64,56,0.257,81,175,0.463,0.626,0.062,24,42,0.571,0.196,57,133,0.429
2013-14,201980,Danny Green,1610612759,SAS,27.0,68,62,0.355,70,175,0.4,0.591,0.039,3,19,0.158,0.316,67,156,0.429
2013-14,200782,P.J. Tucker,1610612756,PHX,29.0,81,73,0.307,71,173,0.41,0.561,0.062,19,35,0.543,0.245,52,138,0.377
2013-14,202718,Chandler Parsons,1610612745,HOU,25.0,74,66,0.185,83,171,0.485,0.664,0.04,22,37,0.595,0.145,61,134,0.455
2013-14,203088,Kendall Marshall,1610612747,LAL,22.0,54,48,0.433,67,170,0.394,0.547,0.107,15,42,0.357,0.326,52,128,0.406
2013-14,2037,Jamal Crawford,1610612746,LAC,34.0,69,60,0.17,69,169,0.408,0.553,0.034,20,34,0.588,0.136,49,135,0.363
