Season,PLAYER_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,AGE,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
2013-14,101108,Chris Paul,1610612746,LAC,29.0,62,56,0.2,80,168,0.476,0.577,0.091,46,76,0.605,0.11,34,92,0.37
2013-14,2203,Shane Battier,1610612748,MIA,35.0,73,60,0.617,59,166,0.355,0.527,0.015,2,4,0.5,0.602,57,162,0.352
2013-14,202695,Kawhi Leonard,1610612759,SAS,23.0,66,61,0.27,83,165,0.503,0.642,0.088,37,54,0.685,0.182,46,111,0.414
2013-14,202738,Isaiah Thomas,1610612758,SAC,25.0,71,61,0.161,82,165,0.497,0.655,0.056,30,57,0.526,0.105,52,108,0.481
2013-14,201188,Marc Gasol,1610612763,MEM,29.0,59,52,0.241,69,165,0.418,0.424,0.234,67,160,0.419,0.007,2,5,0.4
2013-14,203094,Andrew Nicholson,1610612753,ORL,24.0,76,61,0.404,73,164,0.445,0.512,0.244,51,99,0.515,0.16,22,65,0.338
2013-14,200745,Andrea Bargnani,1610612752,NYK,28.0,42,38,0.34,73,164,0.445,0.518,0.172,49,83,0.59,0.168,24,81,0.296
2013-14,201596,Mario Chalmers,1610612748,MIA,28.0,73,64,0.313,67,163,0.411,0.577,0.033,13,17,0.765,0.28,54,146,0.37
2013-14,202708,Norris Cole,1610612748,MIA,25.0,82,74,0.349,77,162,0.475,0.627,0.088,28,41,0.683,0.261,49,121,0.405
2013-14,203095,Evan Fournier,1610612743,DEN,21.0,76,58,0.31,73,160,0.456,0.647,0.037,12,19,0.632,0.273,61,141,0.433
2013-14,101109,Raymond Felton,1610612752,NYK,30.0,65,60,0.278,58,160,0.363,0.481,0.083,20,48,0.417,0.194,38,112,0.339
2013-14,202694,Marcus Morris Sr.,1610612756,PHX,24.0,82,68,0.251,65,157,0.414,0.592,0.032,9,20,0.45,0.219,56,137,0.409
2013-14,203482,Kelly Olynyk,1610612738,BOS,23.0,70,63,0.332,66,155,0.426,0.539,0.124,31,58,0.534,0.208,35,97,0.361
2013-14,1713,Vince Carter,1610612742,DAL,37.0,81,67,0.196,74,154,0.481,0.688,0.024,10,19,0.526,0.172,64,135,0.474
2013-14,203082,Terrence Ross,1610612761,TOR,23.0,80,65,0.216,70,154,0.455,0.669,0.018,4,13,0.308,0.198,66,141,0.468
2013-14,1938,Manu Ginobili,1610612759,SAS,36.0,68,57,0.259,59,154,0.383,0.545,0.032,9,19,0.474,0.227,50,135,0.37
2013-14,201149,Joakim Noah,1610612741,CHI,29.0,80,68,0.212,62,153,0.405,0.405,0.212,62,153,0.405,0.0,0,0,
2013-14,2449,Luis Scola,1610612754,IND,34.0,82,69,0.287,71,152,0.467,0.47,0.277,70,147,0.476,0.009,1,5,0.2
2013-14,2581,Steve Blake,1610612744,GSW,34.0,55,49,0.439,66,152,0.434,0.602,0.084,15,29,0.517,0.355,51,123,0.415
2013-14,201976,Patrick Beverley,1610612745,HOU,25.0,56,52,0.338,65,152,0.428,0.605,0.038,11,17,0.647,0.3,54,135,0.4
2013-14,2736,Luol Deng,1610612739,CLE,29.0,63,57,0.19,62,152,0.408,0.523,0.069,27,55,0.491,0.121,35,97,0.361
2013-14,203087,Jeremy Lamb,1610612760,OKC,22.0,78,64,0.258,62,152,0.408,0.543,0.056,21,33,0.636,0.202,41,119,0.345
2013-14,202326,DeMarcus Cousins,1610612758,SAC,23.0,70,61,0.142,74,151,0.49,0.49,0.137,74,146,0.507,0.005,0,5,0.0
2013-14,2749,Jameer Nelson,1610612753,ORL,32.0,68,63,0.212,58,151,0.384,0.536,0.035,12,25,0.48,0.177,46,126,0.365
2013-14,201967,Dante Cunningham,1610612750,MIN,27.0,81,64,0.304,67,150,0.447,0.447,0.3,67,148,0.453,0.004,0,2,0.0
2013-14,203141,Mirza Teletovic,1610612751,BKN,28.0,71,58,0.298,63,149,0.423,0.621,0.016,4,8,0.5,0.282,59,141,0.418
2013-14,203110,Draymond Green,1610612744,GSW,24.0,81,67,0.347,64,148,0.432,0.571,0.094,23,40,0.575,0.253,41,108,0.38
2013-14,203484,Kentavious Caldwell-Pope,1610612765,DET,21.0,80,59,0.328,58,145,0.4,0.531,0.09,20,40,0.5,0.238,38,105,0.362
2013-14,2210,Richard Jefferson,1610612762,UTA,34.0,82,67,0.231,68,144,0.472,0.656,0.042,15,26,0.577,0.189,53,118,0.449
2013-14,202323,Evan Turner,1610612754,IND,25.0,81,63,0.158,61,144,0.424,0.542,0.054,27,49,0.551,0.104,34,95,0.358
2013-14,201609,Goran Dragic,1610612756,PHX,28.0,76,68,0.138,76,143,0.531,0.647,0.055,43,57,0.754,0.083,33,86,0.384
2013-14,201956,Omri Casspi,1610612745,HOU,26.0,71,60,0.368,60,142,0.423,0.581,0.06,15,23,0.652,0.308,45,119,0.378
2013-14,200826,J.J. Barea,1610612750,MIN,30.0,79,67,0.233,56,142,0.394,0.514,0.072,22,44,0.5,0.161,34,98,0.347
2013-14,101141,Ersan Ilyasova,1610612749,MIL,27.0,54,50,0.262,57,141,0.404,0.468,0.143,39,77,0.506,0.119,18,64,0.281
2013-14,201937,Ricky Rubio,1610612750,MIN,23.0,82,74,0.232,51,140,0.364,0.468,0.1,22,60,0.367,0.133,29,80,0.363
2013-14,203079,Dion Waiters,1610612739,CLE,22.0,70,56,0.15,65,139,0.468,0.586,0.055,32,51,0.627,0.095,33,88,0.375
2013-14,2744,Al Jefferson,1610612766,CHA,29.0,72,64,0.108,58,138,0.42,0.428,0.101,56,129,0.434,0.007,2,9,0.222
2013-14,2743,Kris Humphries,1610612738,BOS,29.0,69,58,0.313,68,137,0.496,0.496,0.311,68,136,0.5,0.002,0,1,0.0
2013-14,202693,Markieff Morris,1610612756,PHX,24.0,81,60,0.169,63,137,0.46,0.566,0.068,34,55,0.618,0.101,29,82,0.354
2013-14,201627,Anthony Morrow,1610612740,NOP,28.0,76,60,0.267,64,136,0.471,0.662,0.055,12,28,0.429,0.212,52,108,0.481
2013-14,202339,Eric Bledsoe,1610612756,PHX,24.0,43,39,0.259,62,136,0.456,0.57,0.091,31,48,0.646,0.167,31,88,0.352
2013-14,203527,Ryan Kelly,1610612747,LAL,23.0,59,48,0.392,54,136,0.397,0.533,0.089,17,31,0.548,0.303,37,105,0.352
2013-14,201566,Russell Westbrook,1610612760,OKC,25.0,46,43,0.178,63,134,0.47,0.586,0.061,32,46,0.696,0.117,31,88,0.352
2013-14,202391,Jeremy Lin,1610612745,HOU,25.0,71,62,0.216,60,134,0.448,0.586,0.06,23,37,0.622,0.156,37,97,0.381
2013-14,202714,Shelvin Mack,1610612737,ATL,24.0,72,59,0.289,59,134,0.44,0.597,0.058,17,27,0.63,0.231,42,107,0.393
2013-14,201167,Arron Afflalo,1610612753,ORL,28.0,73,64,0.14,70,133,0.526,0.707,0.045,22,43,0.512,0.095,48,90,0.533
2013-14,2403,Nene,1610612764,WAS,31.0,53,52,0.236,64,133,0.481,0.485,0.233,63,131,0.481,0.004,1,2,0.5
2013-14,101150,Lou Williams,1610612737,ATL,27.0,59,50,0.285,58,133,0.436,0.59,0.069,17,32,0.531,0.217,41,101,0.406
2013-14,201229,Anthony Tolliver,1610612766,CHA,29.0,63,53,0.451,56,133,0.421,0.609,0.047,6,14,0.429,0.403,50,119,0.42
2013-14,202696,Nikola Vucevic,1610612753,ORL,23.0,57,48,0.201,63,132,0.477,0.477,0.201,63,132,0.477,0.0,0,0,
2013-14,203148,Brian Roberts,1610612740,NOP,28.0,72,59,0.24,50,132,0.379,0.496,0.091,19,50,0.38,0.149,31,82,0.378
2013-14,200757,Thabo Sefolosha,1610612760,OKC,30.0,61,48,0.407,47,131,0.359,0.481,0.087,15,28,0.536,0.32,32,103,0.311
2013-14,201142,Kevin Durant,1610612760,OKC,25.0,81,68,0.079,75,130,0.577,0.719,0.033,38,55,0.691,0.046,37,75,0.493
2013-14,203503,Tony Snell,1610612741,CHI,22.0,77,49,0.419,48,130,0.369,0.515,0.077,10,24,0.417,0.342,38,106,0.358
2013-14,201573,Jerryd Bayless,1610612738,BOS,25.0,72,48,0.214,56,128,0.438,0.59,0.069,17,41,0.415,0.146,39,87,0.448
2013-14,200755,JJ Redick,1610612746,LAC,30.0,35,35,0.326,61,127,0.48,0.622,0.095,25,37,0.676,0.231,36,90,0.4
2013-14,201977,Marcus Thornton,1610612751,BKN,27.0,71,58,0.21,53,127,0.417,0.575,0.046,13,28,0.464,0.164,40,99,0.404
2013-14,203090,Maurice Harkless,1610612753,ORL,21.0,80,59,0.289,52,127,0.409,0.555,0.048,15,21,0.714,0.241,37,106,0.349
2013-14,203521,Matthew Dellavedova,1610612739,CLE,23.0,72,48,0.434,54,126,0.429,0.599,0.072,11,21,0.524,0.362,43,105,0.41
2013-14,2225,Tony Parker,1610612759,SAS,32.0,68,57,0.144,67,124,0.54,0.589,0.103,55,89,0.618,0.041,12,35,0.343
2013-14,202692,Alec Burks,1610612762,UTA,22.0,78,63,0.163,57,124,0.46,0.605,0.051,21,39,0.538,0.111,36,85,0.424
2013-14,2590,Mo Williams,1610612757,POR,31.0,74,61,0.19,53,124,0.427,0.552,0.067,22,44,0.5,0.123,31,80,0.388
2013-14,2406,Caron Butler,1610612760,OKC,34.0,55,45,0.237,53,123,0.431,0.602,0.046,11,24,0.458,0.191,42,99,0.424
2013-14,201143,Al Horford,1610612737,ATL,28.0,29,28,0.3,66,122,0.541,0.557,0.276,62,112,0.554,0.025,4,10,0.4
2013-14,202699,Tobias Harris,1610612753,ORL,21.0,61,54,0.185,47,122,0.385,0.467,0.083,27,55,0.491,0.101,20,67,0.299
2013-14,2200,Pau Gasol,1610612747,LAL,33.0,60,51,0.146,60,121,0.496,0.508,0.137,57,113,0.504,0.01,3,8,0.375
2013-14,202706,Jordan Hamilton,1610612745,HOU,23.0,60,48,0.335,44,121,0.364,0.525,0.039,5,14,0.357,0.296,39,107,0.364
2013-14,203544,Pero Antic,1610612737,ATL,31.0,49,41,0.433,45,120,0.375,0.525,0.054,9,15,0.6,0.379,36,105,0.343
2013-14,202348,Jordan Crawford,1610612744,GSW,25.0,81,64,0.157,44,120,0.367,0.488,0.045,15,34,0.441,0.113,29,86,0.337
2013-14,101154,Andray Blatche,1610612751,BKN,27.0,72,54,0.196,44,120,0.367,0.413,0.147,33,90,0.367,0.049,11,30,0.367
2013-14,1718,Paul Pierce,1610612751,BKN,36.0,74,58,0.18,45,119,0.378,0.538,0.024,7,16,0.438,0.156,38,103,0.369
2013-14,201589,Darrell Arthur,1610612743,DEN,26.0,68,54,0.299,54,118,0.458,0.517,0.205,40,81,0.494,0.094,14,37,0.378
2013-14,2419,Tayshaun Prince,1610612763,MEM,34.0,76,58,0.244,38,117,0.325,0.389,0.146,23,70,0.329,0.098,15,47,0.319
2013-14,203100,Tony Wroten,1610612755,PHI,21.0,72,59,0.161,33,117,0.282,0.359,0.03,15,22,0.682,0.13,18,95,0.189
2013-14,203143,Pablo Prigioni,1610612752,NYK,37.0,66,55,0.624,58,116,0.5,0.728,0.054,5,10,0.5,0.57,53,106,0.5
2013-14,203109,Jae Crowder,1610612742,DAL,23.0,78,49,0.406,45,115,0.391,0.535,0.071,12,20,0.6,0.336,33,95,0.347
2013-14,2760,Anderson Varejao,1610612739,CLE,31.0,65,54,0.263,64,114,0.561,0.561,0.253,64,110,0.582,0.009,0,4,0.0
2013-14,201583,Ryan Anderson,1610612740,NOP,26.0,22,22,0.334,52,114,0.456,0.649,0.041,8,14,0.571,0.293,44,100,0.44
2013-14,201196,Ramon Sessions,1610612749,MIL,28.0,83,65,0.161,49,114,0.43,0.518,0.071,29,50,0.58,0.09,20,64,0.313
2013-14,203138,Hollis Thompson,1610612755,PHI,23.0,77,58,0.322,47,113,0.416,0.584,0.043,9,15,0.6,0.279,38,98,0.388
2013-14,2738,Andre Iguodala,1610612744,GSW,30.0,63,51,0.259,47,113,0.416,0.549,0.062,17,27,0.63,0.197,30,86,0.349
2013-14,200752,Rudy Gay,1610612758,SAC,27.0,72,55,0.103,54,112,0.482,0.616,0.041,24,44,0.545,0.063,30,68,0.441
2013-14,2584,Willie Green,1610612746,LAC,32.0,55,40,0.413,39,109,0.358,0.482,0.098,12,26,0.462,0.314,27,83,0.325
2013-14,201945,Gerald Henderson,1610612766,CHA,26.0,76,54,0.122,50,108,0.463,0.523,0.07,37,62,0.597,0.052,13,46,0.283
2013-14,203515,Phil Pressey,1610612738,BOS,23.0,75,50,0.444,30,108,0.278,0.37,0.111,10,27,0.37,0.333,20,81,0.247
2013-14,201228,C.J. Watson,1610612754,IND,30.0,63,49,0.33,56,106,0.528,0.689,0.097,22,31,0.71,0.234,34,75,0.453
2013-14,2422,John Salmons,1610612761,TOR,34.0,77,57,0.277,47,106,0.443,0.608,0.06,12,23,0.522,0.217,35,83,0.422
2013-14,203093,Terrence Jones,1610612745,HOU,22.0,76,54,0.162,43,105,0.41,0.529,0.046,18,30,0.6,0.116,25,75,0.333
2013-14,2748,Dorell Wright,1610612757,POR,28.0,68,48,0.355,45,104,0.433,0.63,0.038,4,11,0.364,0.317,41,93,0.441
2013-14,201942,DeMar DeRozan,1610612761,TOR,24.0,78,51,0.077,48,103,0.466,0.524,0.052,36,70,0.514,0.025,12,33,0.364
2013-14,202734,E'Twaun Moore,1610612753,ORL,25.0,79,58,0.243,42,103,0.408,0.553,0.064,12,27,0.444,0.179,30,76,0.395
2013-14,201163,Wilson Chandler,1610612743,DEN,27.0,62,50,0.144,48,102,0.471,0.642,0.025,13,18,0.722,0.119,35,84,0.417
2013-14,203507,Giannis Antetokounmpo,1610612749,MIL,19.0,76,55,0.261,35,101,0.347,0.46,0.083,12,32,0.375,0.178,23,69,0.333
2013-14,2588,Matt Bonner,1610612759,SAS,34.0,61,40,0.621,49,100,0.49,0.68,0.093,11,15,0.733,0.528,38,85,0.447
2013-14,202329,Al-Farouq Aminu,1610612740,NOP,23.0,80,58,0.225,40,100,0.4,0.445,0.157,31,70,0.443,0.067,9,30,0.3
2013-14,202683,Enes Freedom,1610612762,UTA,22.0,80,52,0.127,48,99,0.485,0.485,0.127,48,99,0.485,0.0,0,0,
2013-14,201156,Nick Young,1610612747,LAL,29.0,64,53,0.115,47,98,0.48,0.638,0.03,16,26,0.615,0.084,31,72,0.431
2013-14,101161,Amir Johnson,1610612761,TOR,27.0,76,56,0.171,43,97,0.443,0.515,0.092,29,52,0.558,0.079,14,45,0.311
2013-14,101126,Nate Robinson,1610612743,DEN,30.0,44,37,0.263,45,96,0.469,0.656,0.06,9,22,0.409,0.203,36,74,0.486
2013-14,201155,Rodney Stuckey,1610612765,DET,28.0,73,54,0.119,42,96,0.438,0.516,0.065,27,52,0.519,0.055,15,44,0.341
2013-14,200761,Shawne Williams,1610612747,LAL,28.0,36,33,0.516,35,95,0.368,0.511,0.071,8,13,0.615,0.446,27,82,0.329
2013-14,203076,Anthony Davis,1610612740,NOP,21.0,67,51,0.1,43,94,0.457,0.463,0.097,42,91,0.462,0.003,1,3,0.333
2013-14,203487,Michael Carter-Williams,1610612755,PHI,22.0,70,46,0.1,42,94,0.447,0.569,0.033,19,31,0.613,0.067,23,63,0.365
2013-14,202343,Elliot Williams,1610612755,PHI,25.0,67,48,0.307,37,94,0.394,0.527,0.065,12,20,0.6,0.242,25,74,0.338
2013-14,201175,Glen Davis,1610612746,LAC,28.0,68,49,0.17,44,92,0.478,0.489,0.164,42,89,0.472,0.006,2,3,0.667
2013-14,203469,Cody Zeller,1610612766,CHA,21.0,81,55,0.256,38,92,0.413,0.413,0.256,38,92,0.413,0.0,0,0,
2013-14,2216,Zach Randolph,1610612763,MEM,32.0,79,55,0.085,35,92,0.38,0.386,0.074,34,80,0.425,0.011,1,12,0.083
2013-14,101127,Jarrett Jack,1610612739,CLE,30.0,80,57,0.137,39,91,0.429,0.522,0.065,22,43,0.512,0.072,17,48,0.354
2013-14,2430,Carlos Boozer,1610612741,CHI,32.0,76,51,0.101,39,90,0.433,0.433,0.1,39,89,0.438,0.001,0,1,0.0
2013-14,201858,Cartier Martin,1610612737,ATL,29.0,59,38,0.354,39,90,0.433,0.606,0.047,8,12,0.667,0.307,31,78,0.397
