Season,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,MIN1,DIST_FEET,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF
2025-26,1630175,Cole Anthony,1610612749,MIL,23,10,13,16.0,16.0,6172.3,1.2,0.6,0.5,4.57,4.94,4.21
2025-26,1631221,Collin Gillespie,1610612756,PHX,25,14,11,27.1,27.1,10722.9,2.0,1.1,1.0,4.71,5.07,4.35
2025-26,1642867,Collin Murray-Boyles,1610612761,TOR,21,11,10,17.6,17.6,6890.0,1.3,0.7,0.6,4.63,4.94,4.36
2025-26,1629012,Collin Sexton,1610612766,CHA,21,6,15,25.2,25.2,9494.1,1.8,1.0,0.8,4.44,4.79,4.07
2025-26,1642843,Cooper Flagg,1610612742,DAL,24,9,15,33.7,33.7,12593.8,2.4,1.3,1.1,4.44,4.89,4.0
2025-26,1630557,Corey Kispert,1610612764,WAS,17,2,15,19.9,19.9,7805.1,1.5,0.8,0.7,4.73,5.23,4.23
2025-26,1641854,Craig Porter Jr.,1610612739,CLE,22,13,9,17.2,17.2,6937.9,1.3,0.6,0.7,4.74,4.97,4.53
2025-26,1642938,Curtis Jones,1610612743,DEN,2,2,0,1.6,1.6,617.5,0.1,0.1,0.1,3.87,3.45,4.38
2025-26,1626156,D'Angelo Russell,1610612742,DAL,21,7,14,20.3,20.3,7515.0,1.4,0.8,0.6,4.37,4.85,3.91
2025-26,1641747,DaRon Holmes II,1610612743,DEN,2,2,0,2.2,2.2,1029.0,0.2,0.1,0.1,5.05,4.1,6.59
2025-26,1631342,Daeqwon Plowden,1610612758,SAC,1,0,1,14.0,14.0,5673.0,1.1,0.6,0.5,4.99,5.41,4.56
2025-26,1631207,Dalen Terry,1610612741,CHI,13,5,8,11.1,11.1,4668.5,0.9,0.5,0.4,4.98,5.49,4.54
2025-26,1642261,Dalton Knecht,1610612747,LAL,20,14,6,15.1,15.1,5261.9,1.0,0.5,0.4,4.12,4.44,3.83
2025-26,1629655,Daniel Gafford,1610612742,DAL,15,4,11,22.9,22.9,8391.7,1.6,0.8,0.8,4.37,4.49,4.25
2025-26,1642450,Daniss Jenkins,1610612765,DET,18,14,4,18.1,18.1,7168.0,1.4,0.7,0.6,4.67,4.88,4.44
2025-26,1642874,Danny Wolf,1610612751,BKN,9,3,6,15.7,15.7,5802.6,1.1,0.6,0.5,4.34,4.79,3.88
2025-26,203967,Dario Šarić,1610612758,SAC,3,1,2,9.2,9.2,3310.3,0.6,0.3,0.3,4.34,4.53,4.15
2025-26,1629636,Darius Garland,1610612739,CLE,9,4,5,28.3,28.3,10243.8,1.9,1.0,0.9,4.38,4.79,4.0
2025-26,1642357,David Jones Garcia,1610612759,SAS,10,6,4,6.7,6.7,2830.9,0.5,0.3,0.3,4.91,4.96,4.86
2025-26,1630558,Davion Mitchell,1610612748,MIA,22,13,9,30.3,30.3,11545.6,2.2,1.1,1.1,4.54,5.19,4.01
2025-26,1630549,Day'Ron Sharpe,1610612751,BKN,22,6,16,16.2,16.2,6192.1,1.2,0.6,0.6,4.49,4.57,4.4
2025-26,1628368,De'Aaron Fox,1610612759,SAS,16,11,5,32.7,32.7,12151.4,2.3,1.2,1.1,4.44,4.85,4.03
2025-26,1629631,De'Andre Hunter,1610612739,CLE,21,12,9,28.8,28.8,10213.7,1.9,1.0,0.9,4.22,4.66,3.84
2025-26,1629001,De'Anthony Melton,1610612744,GSW,2,1,1,19.2,19.2,7566.0,1.4,0.8,0.6,4.71,5.41,4.07
2025-26,201599,DeAndre Jordan,1610612740,NOP,2,0,2,11.7,11.7,3257.5,0.6,0.3,0.3,3.36,3.82,3.46
2025-26,201942,DeMar DeRozan,1610612758,SAC,24,6,18,33.1,33.1,11389.9,2.2,1.1,1.0,4.09,4.24,3.93
2025-26,1629731,Dean Wade,1610612739,CLE,23,13,10,22.2,22.2,8557.3,1.6,0.8,0.8,4.54,4.76,4.33
2025-26,1629028,Deandre Ayton,1610612747,LAL,22,15,7,29.3,29.3,10018.9,1.9,1.0,0.9,4.07,4.16,3.99
2025-26,1630166,Deni Avdija,1610612757,POR,24,9,15,34.3,34.3,12703.5,2.4,1.3,1.1,4.36,4.83,3.94
2025-26,203471,Dennis Schröder,1610612758,SAC,18,5,13,29.2,29.2,11045.4,2.1,1.1,1.0,4.49,4.77,4.18
2025-26,1641726,Dereck Lively II,1610612742,DAL,7,3,4,16.5,16.5,6365.6,1.2,0.7,0.6,4.55,4.95,4.25
2025-26,1642852,Derik Queen,1610612740,NOP,25,3,22,24.9,24.9,8611.2,1.6,0.9,0.8,4.07,4.34,3.78
2025-26,1627884,Derrick Jones Jr.,1610612746,LAC,13,4,9,24.9,24.9,9139.5,1.7,0.9,0.8,4.36,4.25,4.49
2025-26,1628401,Derrick White,1610612738,BOS,24,14,10,33.0,33.0,12135.2,2.3,1.3,1.0,4.38,4.7,4.03
2025-26,1630217,Desmond Bane,1610612753,ORL,25,15,10,33.2,33.2,12507.2,2.4,1.3,1.1,4.45,4.76,4.14
2025-26,1626164,Devin Booker,1610612756,PHX,22,13,9,34.7,34.7,11922.0,2.3,1.2,1.0,4.08,4.52,3.63
2025-26,1642269,Devin Carter,1610612758,SAC,8,1,7,8.1,8.1,3285.9,0.6,0.3,0.3,4.74,4.96,4.51
2025-26,1630170,Devin Vassell,1610612759,SAS,24,17,7,32.4,32.4,12037.2,2.3,1.2,1.1,4.44,4.81,4.08
2025-26,1628415,Dillon Brooks,1610612756,PHX,19,11,8,31.1,31.1,10998.6,2.1,1.1,1.0,4.2,4.41,4.0
2025-26,1627734,Domantas Sabonis,1610612758,SAC,11,2,9,33.2,33.2,12272.1,2.3,1.2,1.1,4.41,4.6,4.21
2025-26,1631230,Dominick Barlow,1610612755,PHI,14,8,6,26.3,26.3,10196.7,1.9,1.0,0.9,4.64,4.87,4.44
2025-26,1642270,Donovan Clingan,1610612757,POR,21,9,12,25.2,25.2,8940.8,1.7,0.9,0.8,4.29,4.54,4.04
2025-26,1628378,Donovan Mitchell,1610612739,CLE,23,13,10,34.3,34.3,12245.0,2.3,1.3,1.0,4.22,4.92,3.61
2025-26,1628978,Donte DiVincenzo,1610612750,MIN,24,15,9,31.1,31.1,11411.8,2.2,1.1,1.0,4.4,4.7,4.1
2025-26,203926,Doug McDermott,1610612758,SAC,1,0,1,7.8,7.8,3029.0,0.6,0.3,0.3,4.66,4.81,4.52
2025-26,1642962,Drake Powell,1610612751,BKN,16,5,11,19.2,19.2,7462.1,1.4,0.8,0.7,4.55,4.78,4.33
2025-26,203110,Draymond Green,1610612744,GSW,20,10,10,28.1,28.1,9260.8,1.8,0.9,0.8,3.92,4.14,3.7
2025-26,1629234,Drew Eubanks,1610612758,SAC,24,6,18,14.9,14.9,5638.4,1.1,0.6,0.5,4.53,4.73,4.33
2025-26,1641809,Drew Peterson,1610612766,CHA,4,0,4,13.3,13.3,4926.5,0.9,0.5,0.4,4.33,4.74,3.94
2025-26,1631166,Drew Timme,1610612747,LAL,2,1,1,3.9,3.9,1531.5,0.3,0.2,0.1,4.48,4.76,4.22
2025-26,1630696,Dru Smith,1610612748,MIA,23,13,10,16.7,16.7,6597.1,1.2,0.6,0.6,4.69,5.25,4.22
2025-26,1629130,Duncan Robinson,1610612765,DET,21,17,4,31.7,31.7,12188.4,2.3,1.3,1.1,4.55,4.85,4.24
2025-26,1641871,Duop Reath,1610612757,POR,19,9,10,8.2,8.2,3100.4,0.6,0.3,0.3,4.49,4.58,4.4
2025-26,203939,Dwight Powell,1610612742,DAL,20,7,13,10.9,10.9,4288.0,0.8,0.4,0.4,4.64,4.83,4.5
2025-26,1642928,Dylan Cardwell,1610612758,SAC,3,1,2,10.8,10.8,4022.7,0.8,0.4,0.3,4.2,3.93,4.13
2025-26,1642844,Dylan Harper,1610612759,SAS,14,11,3,21.7,21.7,8233.4,1.6,0.8,0.7,4.47,4.71,4.23
2025-26,1630700,Dyson Daniels,1610612737,ATL,25,14,11,33.9,33.9,12905.2,2.4,1.3,1.2,4.52,4.94,4.15
2025-26,1630604,E.J. Liddell,1610612751,BKN,7,1,6,4.6,4.6,1728.4,0.3,0.2,0.1,4.3,4.96,3.67
2025-26,1642856,Egor Dëmin,1610612751,BKN,21,6,15,23.0,23.0,9223.1,1.7,1.0,0.8,4.8,5.31,4.28
2025-26,1641989,Elijah Harkless,1610612762,UTA,7,2,5,9.4,9.4,3398.9,0.6,0.3,0.3,4.19,4.08,4.3
2025-26,1641801,Emanuel Miller,1610612741,CHI,5,0,5,6.6,6.6,2551.6,0.5,0.3,0.2,4.48,4.8,4.16
2025-26,201569,Eric Gordon,1610612755,PHI,5,3,2,11.3,11.3,3735.2,0.7,0.4,0.3,3.83,4.1,3.76
2025-26,1630679,Ethan Thompson,1610612754,IND,4,2,2,18.1,18.1,7182.8,1.4,0.8,0.6,4.7,5.12,4.26
2025-26,1630596,Evan Mobley,1610612739,CLE,24,13,11,34.1,34.1,12443.7,2.4,1.2,1.1,4.37,4.89,3.92
2025-26,1630532,Franz Wagner,1610612753,ORL,24,14,10,33.4,33.4,13067.5,2.5,1.3,1.2,4.59,5.0,4.21
2025-26,1641713,GG Jackson,1610612763,MEM,8,4,4,6.8,6.8,2519.6,0.5,0.2,0.2,4.39,4.42,4.36
2025-26,1629216,Gabe Vincent,1610612747,LAL,13,9,4,21.7,21.7,7538.7,1.4,0.7,0.7,4.11,4.28,3.9
2025-26,202066,Garrett Temple,1610612761,TOR,5,3,2,3.7,3.7,1489.4,0.3,0.1,0.1,4.32,4.86,3.89
2025-26,1629726,Garrison Mathews,1610612754,IND,9,4,5,13.7,13.7,5309.7,1.0,0.5,0.5,4.58,4.96,4.1
2025-26,203914,Gary Harris,1610612749,MIL,16,6,10,14.2,14.2,5178.3,1.0,0.5,0.5,4.37,4.46,4.27
2025-26,1627780,Gary Payton II,1610612744,GSW,24,12,12,12.3,12.3,5144.7,1.0,0.5,0.5,4.96,5.28,4.63
2025-26,1629018,Gary Trent Jr.,1610612749,MIL,25,11,14,27.5,27.5,9278.7,1.8,0.9,0.9,3.98,4.04,3.92
2025-26,203507,Giannis Antetokounmpo,1610612749,MIL,17,9,8,29.1,29.1,9992.0,1.9,1.0,0.9,4.05,4.39,3.71
2025-26,1629048,Goga Bitadze,1610612753,ORL,24,15,9,16.9,16.9,6432.7,1.2,0.6,0.6,4.44,4.61,4.3
2025-26,1641711,Gradey Dick,1610612761,TOR,26,15,11,15.8,15.8,6186.6,1.2,0.6,0.6,4.61,4.73,4.46
2025-26,1628960,Grayson Allen,1610612756,PHX,17,9,8,30.8,30.8,11478.8,2.2,1.2,1.0,4.42,4.94,3.93
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,23,17,6,10.0,10.0,3758.3,0.7,0.4,0.3,4.44,4.58,4.29
2025-26,1630611,Gui Santos,1610612744,GSW,18,9,9,9.3,9.3,3741.7,0.7,0.4,0.3,4.69,4.89,4.46
2025-26,203084,Harrison Barnes,1610612759,SAS,24,17,7,31.1,31.1,11519.6,2.2,1.1,1.0,4.42,4.69,4.15
2025-26,1631127,Harrison Ingram,1610612759,SAS,3,2,1,3.6,3.6,1366.0,0.3,0.1,0.1,4.27,4.59,3.98
2025-26,1630529,Herbert Jones,1610612740,NOP,17,2,15,30.0,30.0,11154.8,2.1,1.1,1.0,4.39,4.61,4.17
2025-26,1642864,Hugo González,1610612738,BOS,20,12,8,11.5,11.5,4575.4,0.9,0.4,0.4,4.67,4.58,4.75
2025-26,1630621,Hunter Dickinson,1610612740,NOP,1,0,1,4.7,4.7,1703.0,0.3,0.2,0.1,3.8,4.39,3.0
2025-26,1642282,Hunter Sallis,1610612755,PHI,6,3,3,4.2,4.2,1731.2,0.3,0.2,0.1,4.87,5.17,4.56
2025-26,1641816,Hunter Tyson,1610612743,DEN,8,7,1,3.5,3.5,1383.8,0.3,0.1,0.1,4.6,4.67,4.51
2025-26,1630193,Immanuel Quickley,1610612761,TOR,25,15,10,32.2,32.2,12357.4,2.3,1.2,1.1,4.56,4.95,4.2
2025-26,1642403,Isaac Jones,1610612765,DET,4,2,2,4.6,4.6,1612.0,0.3,0.1,0.2,4.0,3.94,4.06
2025-26,1630171,Isaac Okoro,1610612741,CHI,15,8,7,24.8,24.8,9566.9,1.8,0.9,0.9,4.66,4.91,4.42
2025-26,1642268,Isaiah Collier,1610612762,UTA,15,5,10,20.4,20.4,7467.5,1.4,0.8,0.6,4.27,4.69,3.85
2025-26,1642384,Isaiah Crawford,1610612745,HOU,2,1,1,2.3,2.3,835.0,0.2,0.1,0.1,3.63,2.58,4.55
2025-26,1628392,Isaiah Hartenstein,1610612760,OKC,19,18,1,27.8,27.8,10614.5,2.0,1.1,0.9,4.57,4.9,4.25
2025-26,1630543,Isaiah Jackson,1610612754,IND,24,6,18,18.9,18.9,7146.0,1.4,0.7,0.6,4.49,4.73,4.25
2025-26,1630198,Isaiah Joe,1610612760,OKC,17,16,1,23.3,23.3,8842.4,1.7,0.9,0.8,4.51,4.86,4.13
2025-26,1630587,Isaiah Livers,1610612756,PHX,13,7,6,12.1,12.1,4588.4,0.9,0.4,0.4,4.47,4.59,4.29
2025-26,1630191,Isaiah Stewart,1610612765,DET,20,15,5,22.2,22.2,7806.3,1.5,0.8,0.7,4.15,4.16,4.14
2025-26,1627826,Ivica Zubac,1610612746,LAC,25,6,19,32.8,32.8,11289.6,2.1,1.1,1.0,4.09,4.15,4.0
2025-26,1631120,JD Davison,1610612745,HOU,11,10,1,6.7,6.7,2404.5,0.5,0.2,0.2,4.14,4.26,4.02
2025-26,1629630,Ja Morant,1610612763,MEM,12,4,8,28.8,28.8,10534.8,2.0,1.1,0.9,4.31,4.7,3.96
2025-26,1642266,Ja'Kobe Walter,1610612761,TOR,23,14,9,16.6,16.6,6696.5,1.3,0.7,0.6,4.81,5.01,4.61
2025-26,1631095,Jabari Smith Jr.,1610612745,HOU,21,15,6,33.5,33.5,11600.0,2.2,1.2,1.0,4.09,4.16,4.01
2025-26,1631133,Jabari Walker,1610612755,PHI,22,13,9,13.7,13.7,4895.2,0.9,0.5,0.4,4.23,4.36,4.09
2025-26,1631210,Jacob Toppin,1610612737,ATL,5,3,2,3.4,3.4,1308.4,0.2,0.1,0.1,4.28,4.87,3.65
2025-26,1630702,Jaden Hardy,1610612742,DAL,20,6,14,10.5,10.5,4118.5,0.8,0.4,0.4,4.59,4.88,4.3
2025-26,1631093,Jaden Ivey,1610612765,DET,8,5,3,13.8,13.8,5295.9,1.0,0.5,0.5,4.5,4.91,4.13
2025-26,1630183,Jaden McDaniels,1610612750,MIN,23,14,9,32.5,32.5,12222.1,2.3,1.2,1.1,4.5,4.77,4.26
2025-26,1630256,Jae'Sean Tate,1610612745,HOU,14,11,3,8.3,8.3,3062.9,0.6,0.3,0.3,4.26,4.34,4.18
2025-26,1642942,Jahmai Mashack,1610612763,MEM,2,2,0,4.7,4.7,1747.5,0.3,0.2,0.1,4.44,4.46,4.4
2025-26,1642443,Jahmir Young,1610612748,MIA,5,4,1,4.9,4.9,1961.0,0.4,0.2,0.2,4.94,5.44,3.98
2025-26,1643141,Jahmyl Telfort,1610612746,LAC,8,2,6,4.0,4.0,1511.9,0.3,0.1,0.1,4.28,4.41,3.82
2025-26,1631170,Jaime Jaquez Jr.,1610612748,MIA,23,13,10,29.7,29.7,12029.2,2.3,1.2,1.1,4.79,5.59,4.13
2025-26,1631222,Jake LaRavia,1610612747,LAL,24,17,7,24.5,24.5,9427.3,1.8,1.0,0.8,4.52,4.79,4.21
2025-26,1627751,Jakob Poeltl,1610612761,TOR,19,12,7,26.1,26.1,10030.6,1.9,1.0,0.9,4.59,4.82,4.37
2025-26,1628973,Jalen Brunson,1610612752,NYK,22,16,6,34.9,34.9,13103.8,2.5,1.4,1.0,4.48,5.0,3.92
2025-26,1631105,Jalen Duren,1610612765,DET,21,16,5,29.2,29.2,10510.5,2.0,1.0,1.0,4.27,4.41,4.14
2025-26,1630224,Jalen Green,1610612756,PHX,2,2,0,14.9,14.9,5745.0,1.1,0.6,0.5,4.71,5.23,4.21
2025-26,1630552,Jalen Johnson,1610612737,ATL,22,13,9,35.2,35.2,13001.1,2.5,1.3,1.1,4.38,4.96,3.84
2025-26,1629618,Jalen Pickett,1610612743,DEN,10,9,1,7.2,7.2,2701.3,0.5,0.3,0.2,4.44,4.54,4.52
2025-26,1630188,Jalen Smith,1610612741,CHI,18,9,9,17.1,17.1,6480.2,1.2,0.7,0.6,4.52,5.0,4.07
2025-26,1630591,Jalen Suggs,1610612753,ORL,20,13,7,25.4,25.4,9469.9,1.8,1.0,0.8,4.39,4.79,4.01
2025-26,1631114,Jalen Williams,1610612760,OKC,6,6,0,28.0,28.0,10471.3,2.0,1.0,1.0,4.53,5.03,4.1
2025-26,1630592,Jalen Wilson,1610612751,BKN,18,3,15,14.4,14.4,5649.3,1.1,0.6,0.5,4.58,4.67,4.42
2025-26,1631288,Jamal Cain,1610612753,ORL,5,4,1,6.3,6.3,2441.0,0.5,0.2,0.2,4.41,4.44,4.38
2025-26,1627750,Jamal Murray,1610612743,DEN,22,16,6,35.1,35.1,12722.4,2.4,1.3,1.1,4.31,4.63,3.97
2025-26,1642347,Jamal Shead,1610612761,TOR,26,15,11,19.8,19.8,7310.4,1.4,0.7,0.7,4.35,4.61,4.09
2025-26,1631123,Jamaree Bouyea,1610612756,PHX,9,4,5,15.1,15.1,5714.6,1.1,0.6,0.5,4.52,4.84,4.29
2025-26,201935,James Harden,1610612746,LAC,24,6,18,35.6,35.6,10743.7,2.0,1.1,0.9,3.57,3.66,3.47
2025-26,1630164,James Wiseman,1610612754,IND,1,0,1,19.9,19.9,7721.0,1.5,0.8,0.7,4.78,5.05,4.5
2025-26,1642364,Jamir Watkins,1610612764,WAS,7,1,6,9.6,9.6,3713.7,0.7,0.3,0.4,4.52,4.41,4.64
2025-26,1642419,Jamison Battle,1610612761,TOR,17,11,6,8.1,8.1,3151.8,0.6,0.3,0.3,4.5,4.88,4.22
2025-26,1641716,Jarace Walker,1610612754,IND,24,6,18,26.1,26.1,9479.2,1.8,0.9,0.8,4.31,4.59,4.04
2025-26,1642272,Jared McCain,1610612755,PHI,14,7,7,18.0,18.0,6959.2,1.3,0.7,0.6,4.59,4.83,4.35
2025-26,1628991,Jaren Jackson Jr.,1610612763,MEM,22,9,13,29.3,29.3,10292.1,1.9,1.0,0.9,4.18,4.47,3.89
2025-26,1629020,Jarred Vanderbilt,1610612747,LAL,15,11,4,17.3,17.3,6716.1,1.3,0.7,0.6,4.51,4.67,4.34
2025-26,1628386,Jarrett Allen,1610612739,CLE,15,9,6,26.1,26.1,9535.8,1.8,0.9,0.9,4.36,4.55,4.18
2025-26,1642859,Jase Richardson,1610612753,ORL,14,7,7,6.7,6.7,2709.4,0.5,0.3,0.2,4.67,4.82,4.53
2025-26,1642914,Javon Small,1610612763,MEM,8,4,4,12.4,12.4,4994.8,0.9,0.5,0.5,4.87,4.94,4.8
2025-26,1631451,Javonte Cooke,1610612757,POR,4,1,3,6.7,6.7,2704.3,0.5,0.3,0.3,4.66,4.91,4.43
2025-26,1629750,Javonte Green,1610612765,DET,23,18,5,18.9,18.9,7067.6,1.3,0.7,0.7,4.39,4.44,4.32
2025-26,1629637,Jaxson Hayes,1610612747,LAL,21,15,6,16.8,16.8,5805.1,1.1,0.6,0.5,4.04,4.15,3.92
2025-26,1630643,Jay Huff,1610612754,IND,24,6,18,18.8,18.8,6822.9,1.3,0.7,0.6,4.35,4.55,4.15
2025-26,1627759,Jaylen Brown,1610612738,BOS,24,14,10,33.5,33.5,11469.4,2.2,1.2,1.0,4.09,4.51,3.67
2025-26,1641740,Jaylen Clark,1610612750,MIN,22,15,7,14.7,14.7,5471.5,1.0,0.5,0.6,4.37,4.05,4.69
2025-26,1642377,Jaylen Wells,1610612763,MEM,24,11,13,26.5,26.5,9891.1,1.9,0.9,1.0,4.47,4.4,4.53
2025-26,1631119,Jaylin Williams,1610612760,OKC,24,23,1,18.6,18.6,6276.5,1.2,0.6,0.6,4.03,4.34,3.73
2025-26,1642281,Jaylon Tyson,1610612739,CLE,20,11,9,27.7,27.7,10823.5,2.0,1.0,1.0,4.66,4.89,4.45
2025-26,201145,Jeff Green,1610612745,HOU,10,9,1,4.8,4.8,1512.7,0.3,0.2,0.1,3.67,3.52,3.58
2025-26,203924,Jerami Grant,1610612757,POR,23,9,14,29.7,29.7,11077.1,2.1,1.1,1.0,4.36,4.74,4.01
2025-26,1642847,Jeremiah Fears,1610612740,NOP,25,3,22,27.7,27.7,10922.6,2.1,1.1,0.9,4.7,5.09,4.31
2025-26,1630526,Jeremiah Robinson-Earl,1610612754,IND,17,4,13,17.6,17.6,7246.2,1.4,0.7,0.7,4.94,5.22,4.68
2025-26,1631110,Jeremy Sochan,1610612759,SAS,17,11,6,16.3,16.3,6355.9,1.2,0.6,0.6,4.64,4.99,4.27
2025-26,1630579,Jericho Sims,1610612749,MIL,19,7,12,14.0,14.0,5209.0,1.0,0.5,0.5,4.38,4.52,4.24
2025-26,1641724,Jett Howard,1610612753,ORL,16,9,7,10.2,10.2,3644.8,0.7,0.4,0.3,4.14,4.24,4.03
2025-26,1628975,Jevon Carter,1610612741,CHI,14,3,11,14.3,14.3,5555.7,1.1,0.5,0.5,4.68,5.01,4.38
2025-26,202710,Jimmy Butler III,1610612744,GSW,21,12,9,30.7,30.7,11248.2,2.1,1.2,1.0,4.33,4.58,4.06
2025-26,1642866,Joan Beringer,1610612750,MIN,9,6,3,4.1,4.1,1799.3,0.3,0.2,0.2,5.03,5.06,4.66
2025-26,1629111,Jock Landale,1610612763,MEM,24,11,13,21.4,21.4,7797.8,1.5,0.8,0.7,4.34,4.45,4.22
2025-26,204060,Joe Ingles,1610612750,MIN,8,4,4,2.9,2.9,999.3,0.2,0.1,0.1,3.91,4.01,3.8
2025-26,203954,Joel Embiid,1610612755,PHI,9,5,4,25.1,25.1,7902.1,1.5,0.8,0.7,3.8,3.74,3.81
2025-26,1628381,John Collins,1610612746,LAC,25,6,19,26.9,26.9,10011.6,1.9,1.0,0.9,4.41,4.5,4.31
2025-26,1629723,John Konchar,1610612763,MEM,22,11,11,13.0,13.0,5162.9,1.0,0.5,0.5,4.69,4.86,4.54
2025-26,1641780,Johni Broome,1610612755,PHI,6,3,3,6.5,6.5,2527.8,0.5,0.3,0.2,4.5,4.34,4.34
2025-26,1642277,Johnny Furphy,1610612754,IND,6,3,3,13.3,13.3,5527.8,1.0,0.6,0.5,4.92,5.27,4.56
2025-26,1630548,Johnny Juzang,1610612750,MIN,8,6,2,2.8,2.8,1227.8,0.2,0.1,0.1,4.93,5.0,4.85
2025-26,202685,Jonas Valančiūnas,1610612743,DEN,23,17,6,12.5,12.5,4203.4,0.8,0.4,0.4,4.03,4.04,4.02
2025-26,1628371,Jonathan Isaac,1610612753,ORL,22,13,9,10.3,10.3,3857.0,0.7,0.4,0.3,4.41,4.58,4.25
2025-26,1630228,Jonathan Kuminga,1610612744,GSW,17,9,8,25.7,25.7,9764.8,1.8,1.0,0.9,4.55,4.86,4.26
2025-26,1642367,Jonathan Mogbo,1610612761,TOR,11,3,8,4.6,4.6,1801.5,0.3,0.2,0.2,4.46,4.51,4.4
2025-26,203903,Jordan Clarkson,1610612752,NYK,24,17,7,20.1,20.1,7808.5,1.5,0.8,0.7,4.64,4.9,4.37
2025-26,1630692,Jordan Goodwin,1610612756,PHX,22,13,9,20.5,20.5,7922.8,1.5,0.8,0.7,4.55,4.72,4.41
2025-26,1641722,Jordan Hawkins,1610612740,NOP,21,2,19,15.0,15.0,5769.3,1.1,0.6,0.5,4.54,4.78,4.28
2025-26,1629162,Jordan McLaughlin,1610612759,SAS,9,7,2,8.3,8.3,3381.4,0.6,0.3,0.3,4.77,4.87,4.5
2025-26,1641757,Jordan Miller,1610612746,LAC,4,1,3,13.6,13.6,5063.3,1.0,0.5,0.5,4.24,4.57,3.92
2025-26,1629673,Jordan Poole,1610612740,NOP,7,1,6,30.3,30.3,10450.3,2.0,1.1,0.9,4.06,4.43,3.61
2025-26,1641775,Jordan Walsh,1610612738,BOS,21,14,7,21.5,21.5,7996.8,1.5,0.8,0.7,4.43,4.43,4.44
2025-26,1630631,Jose Alvarado,1610612740,NOP,24,3,21,22.5,22.5,8470.3,1.6,0.9,0.7,4.43,4.73,4.13
2025-26,1630581,Josh Giddey,1610612741,CHI,21,9,12,34.1,34.1,12900.5,2.4,1.3,1.1,4.53,5.15,3.96
2025-26,1628404,Josh Hart,1610612752,NYK,23,16,7,29.6,29.6,10768.7,2.0,1.1,0.9,4.32,4.63,3.97
2025-26,1631169,Josh Minott,1610612738,BOS,24,15,9,19.2,19.2,7160.0,1.4,0.7,0.7,4.44,4.47,4.41
2025-26,1629006,Josh Okogie,1610612745,HOU,22,16,6,20.9,20.9,7448.1,1.4,0.7,0.7,4.23,4.08,4.38
2025-26,201950,Jrue Holiday,1610612757,POR,12,6,6,33.4,33.4,12724.8,2.4,1.2,1.2,4.47,5.02,4.03
2025-26,1630577,Julian Champagnie,1610612759,SAS,24,17,7,28.8,28.8,10674.9,2.0,1.0,1.0,4.4,4.56,4.26
2025-26,1641763,Julian Phillips,1610612741,CHI,21,8,13,10.4,10.4,4131.3,0.8,0.4,0.4,4.72,4.94,4.57
2025-26,1631124,Julian Strawther,1610612743,DEN,9,9,0,7.9,7.9,3170.3,0.6,0.3,0.3,4.65,4.72,4.57
2025-26,203944,Julius Randle,1610612750,MIN,24,15,9,33.7,33.7,11337.4,2.1,1.1,1.0,4.0,4.22,3.78
2025-26,1630551,Justin Champagnie,1610612764,WAS,20,2,18,13.1,13.1,4925.4,0.9,0.5,0.5,4.51,4.59,4.44
2025-26,1642348,Justin Edwards,1610612755,PHI,20,13,7,17.2,17.2,6495.8,1.2,0.7,0.6,4.46,4.57,4.34
2025-26,203994,Jusuf Nurkić,1610612762,UTA,22,7,15,24.1,24.1,8342.3,1.6,0.8,0.7,4.17,4.4,3.92
2025-26,1642354,KJ Simpson,1610612766,CHA,11,3,8,15.1,15.1,5782.9,1.1,0.6,0.5,4.51,4.69,4.32
2025-26,1626157,Karl-Anthony Towns,1610612752,NYK,23,16,7,33.0,33.0,11121.6,2.1,1.1,1.0,4.04,4.07,4.01
2025-26,1631255,Karlo Matković,1610612740,NOP,15,2,13,11.6,11.6,4298.1,0.8,0.4,0.4,4.42,4.72,4.19
2025-26,1642857,Kasparas Jakučionis,1610612748,MIA,1,1,0,0.9,0.9,489.0,0.1,0.1,0.0,6.8,11.33,0.0
2025-26,202695,Kawhi Leonard,1610612746,LAC,15,4,11,32.4,32.4,11492.6,2.2,1.2,1.0,4.23,4.48,3.98
2025-26,1630811,Keaton Wallace,1610612737,ATL,23,13,10,14.6,14.6,5748.1,1.1,0.6,0.5,4.68,5.14,4.24
2025-26,1631099,Keegan Murray,1610612758,SAC,9,3,6,37.8,37.8,14088.4,2.7,1.4,1.3,4.47,4.69,4.24
2025-26,1642276,Kel'el Ware,1610612748,MIA,23,13,10,24.1,24.1,9220.9,1.7,0.9,0.9,4.59,5.11,4.16
2025-26,1629640,Keldon Johnson,1610612759,SAS,24,17,7,24.0,24.0,8958.9,1.7,0.9,0.8,4.39,4.61,4.18
2025-26,203482,Kelly Olynyk,1610612759,SAS,14,10,4,11.2,11.2,4154.4,0.8,0.4,0.4,4.46,4.81,4.11
2025-26,1626162,Kelly Oubre Jr.,1610612755,PHI,12,7,5,34.8,34.8,12625.8,2.4,1.3,1.1,4.31,4.37,4.25
2025-26,1629026,Kenrich Williams,1610612760,OKC,7,7,0,16.0,16.0,5653.9,1.1,0.5,0.5,4.18,4.46,3.93
