id,Name,firstName,lastName,normalized_name
46594,Ricardo Gouveia,Ricardo,Gouveia,ricardo gouveia
20848,Ángel Cabrera,Ángel,Cabrera,angel cabrera
36802,Mark Hoffman,Mark,Hoffman,mark hoffman
24358,Robert Garrigus,Robert,Garrigus,robert garrigus
46404,Marcus Kinhult,Marcus,Kinhult,marcus kinhult
68610,Zach Pollo,Zach,Pollo,zach pollo
54459,Andrew Filbert,Andrew,Filbert,andrew filbert
67988,Kelly Welsh,Kelly,Welsh,kelly welsh
59601,Grant Haefner,Grant,Haefner,grant haefner
39067,MJ Daffue,MJ,Daffue,mj daffue
47888,Taiga Semikawa,Taiga,Semikawa,taiga semikawa
54869,Chase Johnson,Chase,Johnson,chase johnson
68003,Leandro Mihaich,Leandro,Mihaich,leandro mihaich
34371,Adrien Saddier,Adrien,Saddier,adrien saddier
39412,Zack Fischer,Zack,Fischer,zack fischer
35376,Roberto Díaz,Roberto,Díaz,roberto diaz
58116,Taiga Kobayashi,Taiga,Kobayashi,taiga kobayashi
39871,Takanori Konishi,Takanori,Konishi,takanori konishi
46035,Callum Shinkwin,Callum,Shinkwin,callum shinkwin
32816,Satoshi Kodaira,Satoshi,Kodaira,satoshi kodaira
30756,Andrea Pavan,Andrea,Pavan,andrea pavan
50414,Tatsunori Shogenji,Tatsunori,Shogenji,tatsunori shogenji
51151,Todd Clements,Todd,Clements,todd clements
67203,Trevor Gutschewski,Trevor,Gutschewski,trevor gutschewski
68284,Rodrigo Huerta,Rodrigo,Huerta,rodrigo huerta
62847,Nic Ishee,Nic,Ishee,nic ishee
39834,Guido Migliozzi,Guido,Migliozzi,guido migliozzi
68608,Bryan Lee,Bryan,Lee,bryan lee
35564,Joel Girrbach,Joel,Girrbach,joel girrbach
34374,Erik Barnes,Erik,Barnes,erik barnes
47847,Ivan Cantero Gutierrez,Ivan,Cantero Gutierrez,ivan cantero gutierrez
48632,Yuto Katsuragawa,Yuto,Katsuragawa,yuto katsuragawa
53196,Robin Williams,Robin,Williams,robin williams
34317,Joakim Lagergren,Joakim,Lagergren,joakim lagergren
35091,Joshua Kelley,Joshua,Kelley,joshua kelley
