NBA_ID,Season,Player,3-Point Shot Rating
202713,2017-18,Kyle Singler,62.817153194985735
202714,2013-14,Shelvin Mack,78.41621960531951
202714,2014-15,Shelvin Mack,77.0286779907479
202714,2015-16,Shelvin Mack,75.00775181308865
202714,2016-17,Shelvin Mack,74.72194981514184
202714,2017-18,Shelvin Mack,78.03891244401945
202714,2018-19,Shelvin Mack,79.42020925335012
202718,2013-14,Chandler Parsons,85.71127605143982
202718,2014-15,Chandler Parsons,87.32648061054573
202718,2015-16,Chandler Parsons,87.42743440833574
202718,2016-17,Chandler Parsons,73.3280006577814
202718,2017-18,Chandler Parsons,85.45553597165922
202718,2018-19,Chandler Parsons,76.49691321225431
202718,2019-20,Chandler Parsons,65.87390109572212
202719,2013-14,Jeremy Tyler,25.0
202720,2013-14,Jon Leuer,79.1815345425076
202720,2014-15,Jon Leuer,68.03590148618262
202720,2015-16,Jon Leuer,75.47195863795184
202720,2016-17,Jon Leuer,66.8644363358637
202720,2017-18,Jon Leuer,56.44357023837722
202720,2018-19,Jon Leuer,55.32751204752532
202721,2013-14,Darius Morris,63.830695911070606
202721,2014-15,Darius Morris,55.97527090695769
202722,2016-17,Davis Bertans,84.19619691058139
202722,2017-18,Davis Bertans,82.90284495165177
202722,2018-19,Davis Bertans,90.5214630835251
202722,2019-20,Davis Bertans,95.58347907603701
202722,2020-21,Davis Bertans,91.14643370333138
202722,2021-22,Davis Bertans,81.48139377720905
202722,2022-23,Davis Bertans,84.75717358956253
202722,2023-24,Davis Bertans,86.68252022307259
202723,2014-15,Malcolm Lee,25.0
202725,2013-14,Josh Harrellson,64.41736986922604
202726,2015-16,Andrew Goudelock,62.591426774510694
202730,2013-14,Lavoy Allen,25.0
202730,2014-15,Lavoy Allen,25.0
202730,2015-16,Lavoy Allen,25.0
202730,2016-17,Lavoy Allen,25.0
202732,2013-14,DeAndre Liggins,25.0
202732,2016-17,DeAndre Liggins,75.3624462920345
202732,2017-18,DeAndre Liggins,74.66873041395847
202734,2013-14,ETwaun Moore,78.00203623472842
202734,2014-15,ETwaun Moore,62.56617926300311
202734,2015-16,ETwaun Moore,80.85396819549844
202734,2016-17,ETwaun Moore,78.13279293566282
202734,2017-18,ETwaun Moore,83.09991154828894
202734,2018-19,ETwaun Moore,83.58441448286793
202734,2019-20,ETwaun Moore,77.7580392424768
202734,2020-21,ETwaun Moore,76.39438171326228
202738,2013-14,Isaiah Thomas,85.27185318967992
202738,2014-15,Isaiah Thomas,86.4770285346347
202738,2015-16,Isaiah Thomas,84.67541593523536
202738,2016-17,Isaiah Thomas,94.72560163638
202738,2017-18,Isaiah Thomas,76.4823109236844
202738,2018-19,Isaiah Thomas,67.96949342011028
202738,2019-20,Isaiah Thomas,87.64228198998755
202738,2020-21,Isaiah Thomas,66.8922565722737
202738,2021-22,Isaiah Thomas,72.02668691134905
202738,2023-24,Isaiah Thomas,73.95040701836888
202779,2013-14,Dwight Buycks,63.62466635520312
202779,2014-15,Dwight Buycks,79.22971411931266
202779,2017-18,Dwight Buycks,80.07090411824912
202874,2013-14,Chris Wright,25.0
202918,2017-18,Xavier Silas,60.97961484081716
202933,2013-14,Julyan Stone,56.08964134690514
202933,2017-18,Julyan Stone,67.25894353716534
202951,2019-20,Jeremy Pargo,74.4150899695351
202952,2013-14,Malcolm Thomas,56.08964134690514
202952,2014-15,Malcolm Thomas,48.72597052665843
202954,2018-19,Brad Wanamaker,74.48372726671948
202954,2019-20,Brad Wanamaker,77.43313999781635
202954,2020-21,Brad Wanamaker,66.48952803850636
202954,2021-22,Brad Wanamaker,62.20822760618785
202962,2013-14,Greg Smith,25.0
202962,2014-15,Greg Smith,25.0
202962,2015-16,Greg Smith,25.0
202970,2013-14,Gustavo Ayon,25.0
203076,2013-14,Anthony Davis,25.0
203076,2014-15,Anthony Davis,25.0
203076,2015-16,Anthony Davis,71.35036695309847
203076,2016-17,Anthony Davis,69.20503623367885
203076,2017-18,Anthony Davis,74.63578726658916
203076,2018-19,Anthony Davis,74.3187692774992
203076,2019-20,Anthony Davis,74.09689031702642
203076,2020-21,Anthony Davis,70.04830901878996
203076,2021-22,Anthony Davis,62.98842066430451
203076,2022-23,Anthony Davis,68.15003512584693
203076,2023-24,Anthony Davis,68.68217942306313
203076,2024-25,Anthony Davis,70.0125362182507
203076,2025-26,Anthony Davis,73.92217504342213
203077,2013-14,Michael Kidd-Gilchrist,25.0
203077,2014-15,Michael Kidd-Gilchrist,25.0
203077,2015-16,Michael Kidd-Gilchrist,62.13181312595742
203077,2016-17,Michael Kidd-Gilchrist,43.68643916101762
203077,2017-18,Michael Kidd-Gilchrist,25.0
203077,2018-19,Michael Kidd-Gilchrist,73.53878418508597
203077,2019-20,Michael Kidd-Gilchrist,59.470176196667474
203078,2013-14,Bradley Beal,87.08385058182695
203078,2014-15,Bradley Beal,85.82436929176477
203078,2015-16,Bradley Beal,83.91389737516857
203078,2016-17,Bradley Beal,89.54376735714327
203078,2017-18,Bradley Beal,83.6376986581499
203078,2018-19,Bradley Beal,81.7213873314345
203078,2019-20,Bradley Beal,83.61282602447368
203078,2020-21,Bradley Beal,81.11677098113573
203078,2021-22,Bradley Beal,73.44699914046065
203078,2022-23,Bradley Beal,82.29648895524583
203078,2023-24,Bradley Beal,86.54871756757443
203078,2024-25,Bradley Beal,81.72876827607877
203078,2025-26,Bradley Beal,80.53532906770074
203079,2013-14,Dion Waiters,83.04596125138504
203079,2014-15,Dion Waiters,78.25637119099902
203079,2015-16,Dion Waiters,76.67503356158014
203079,2016-17,Dion Waiters,86.86945789318678
203079,2017-18,Dion Waiters,76.44098490260134
203079,2018-19,Dion Waiters,88.09571510993923
203079,2019-20,Dion Waiters,73.38781227973487
203080,2013-14,Thomas Robinson,25.0
203080,2014-15,Thomas Robinson,25.0
203080,2015-16,Thomas Robinson,25.0
203080,2016-17,Thomas Robinson,25.0
203081,2013-14,Damian Lillard,92.44670346953518
203081,2014-15,Damian Lillard,89.3641705325521
203081,2015-16,Damian Lillard,93.28228782502109
203081,2016-17,Damian Lillard,93.62162783057715
203081,2017-18,Damian Lillard,91.1586119416062
203081,2018-19,Damian Lillard,91.1831458716273
203081,2019-20,Damian Lillard,96.15352078949238
203081,2020-21,Damian Lillard,95.96496601002796
203081,2021-22,Damian Lillard,83.62984238593337
203081,2022-23,Damian Lillard,94.20959286955818
203081,2023-24,Damian Lillard,88.6373470428667
203081,2024-25,Damian Lillard,93.7261485701179
203082,2013-14,Terrence Ross,87.64035408323139
203082,2014-15,Terrence Ross,85.75312584779792
203082,2015-16,Terrence Ross,84.22719926308416
203082,2016-17,Terrence Ross,82.96542678395879
203082,2017-18,Terrence Ross,78.21982568443379
203082,2018-19,Terrence Ross,93.55669400183491
203082,2019-20,Terrence Ross,86.0068576419903
203082,2020-21,Terrence Ross,83.37489266656854
203082,2021-22,Terrence Ross,75.8799366373641
203082,2022-23,Terrence Ross,83.31756311890473
203083,2013-14,Andre Drummond,25.0
203083,2014-15,Andre Drummond,25.0
203083,2015-16,Andre Drummond,42.495924415982856
203083,2016-17,Andre Drummond,47.57492796775116
203083,2017-18,Andre Drummond,37.96014562799154
203083,2018-19,Andre Drummond,66.6250666503454
203083,2019-20,Andre Drummond,65.92507700921365
203083,2020-21,Andre Drummond,34.70004171212618
203083,2021-22,Andre Drummond,25.0
203083,2022-23,Andre Drummond,25.0
203083,2023-24,Andre Drummond,25.0
203083,2024-25,Andre Drummond,67.03226354721188
203083,2025-26,Andre Drummond,75.22665371454698
203084,2013-14,Harrison Barnes,78.66579864223759
203084,2014-15,Harrison Barnes,82.3736882625666
203084,2015-16,Harrison Barnes,77.18965696070613
203084,2016-17,Harrison Barnes,75.41919082269688
203084,2017-18,Harrison Barnes,79.38619067681739
203084,2018-19,Harrison Barnes,85.8149319593881
203084,2019-20,Harrison Barnes,80.22506661883631
203084,2020-21,Harrison Barnes,83.94887681531706
203084,2021-22,Harrison Barnes,84.13104122043954
203084,2022-23,Harrison Barnes,80.69281579858023
203084,2023-24,Harrison Barnes,82.86765824254489
203084,2024-25,Harrison Barnes,86.4005835882564
203084,2025-26,Harrison Barnes,82.9771092653348
203085,2013-14,Austin Rivers,76.57467980494282
203085,2014-15,Austin Rivers,74.92745816128347
203085,2015-16,Austin Rivers,76.12832878405864
203085,2016-17,Austin Rivers,82.94317925202691
203085,2017-18,Austin Rivers,84.55234291529287
203085,2018-19,Austin Rivers,73.78287379960162
203085,2019-20,Austin Rivers,79.82645720556528
203085,2020-21,Austin Rivers,81.19567310103415
203085,2021-22,Austin Rivers,75.36402587816474
203085,2022-23,Austin Rivers,76.42976172377404
203086,2013-14,Meyers Leonard,25.0
203086,2014-15,Meyers Leonard,81.16268108947553
203086,2015-16,Meyers Leonard,79.69083509516358
203086,2016-17,Meyers Leonard,77.28749252940422
203086,2017-18,Meyers Leonard,68.01517254929426
203086,2018-19,Meyers Leonard,82.73832423880418
203086,2019-20,Meyers Leonard,81.38981455946171
203086,2020-21,Meyers Leonard,71.9552711159262
203086,2022-23,Meyers Leonard,69.73534196384419
203087,2013-14,Jeremy Lamb,81.23671341196146
203087,2014-15,Jeremy Lamb,78.54100912377855
203087,2015-16,Jeremy Lamb,75.44687186171615
203087,2016-17,Jeremy Lamb,72.88853405933088
203087,2017-18,Jeremy Lamb,83.0344957348124
203087,2018-19,Jeremy Lamb,79.69396267512111
203087,2019-20,Jeremy Lamb,78.6650484187829
203087,2020-21,Jeremy Lamb,84.2062426932971
203087,2021-22,Jeremy Lamb,77.99029261020229
203088,2013-14,Kendall Marshall,83.49141777509422
203088,2014-15,Kendall Marshall,78.08701093797349
203088,2015-16,Kendall Marshall,74.88731763601169
203089,2013-14,John Henson,25.0
203089,2014-15,John Henson,25.0
203089,2015-16,John Henson,25.0
203089,2016-17,John Henson,25.0
203089,2017-18,John Henson,45.66462615704965
203089,2018-19,John Henson,66.18192273582335
203089,2019-20,John Henson,68.2649147892491
203090,2013-14,Maurice Harkless,78.72581544179086
203090,2014-15,Maurice Harkless,66.93741673207572
203090,2015-16,Maurice Harkless,64.87559638496252
203090,2016-17,Maurice Harkless,72.16339356910436
203090,2017-18,Maurice Harkless,79.5133254467906
203090,2018-19,Maurice Harkless,65.11981351514395
203090,2019-20,Maurice Harkless,74.07729949200306
203090,2020-21,Maurice Harkless,70.60245199165401
203090,2021-22,Maurice Harkless,71.37252354997011
203091,2013-14,Royce White,25.0
203092,2013-14,Tyler Zeller,25.0
203092,2014-15,Tyler Zeller,25.0
203092,2015-16,Tyler Zeller,25.0
203092,2016-17,Tyler Zeller,25.0
203092,2017-18,Tyler Zeller,73.21043192767229
203092,2018-19,Tyler Zeller,25.0
203092,2019-20,Tyler Zeller,25.0
203093,2013-14,Terrence Jones,74.31361156115791
203093,2014-15,Terrence Jones,75.41175932359748
203093,2015-16,Terrence Jones,75.37670042773603
203093,2016-17,Terrence Jones,72.39762435135954
203093,2018-19,Terrence Jones,59.90837164514461
203094,2013-14,Andrew Nicholson,74.51327479069238
203094,2014-15,Andrew Nicholson,73.57345432897652
203094,2015-16,Andrew Nicholson,75.30923610734204
203094,2016-17,Andrew Nicholson,56.13310516266319
203095,2013-14,Evan Fournier,82.48031512894866
203095,2014-15,Evan Fournier,84.15515600853763
203095,2015-16,Evan Fournier,84.79786455391113
203095,2016-17,Evan Fournier,81.67776468871996
203095,2017-18,Evan Fournier,83.96304124171861
203095,2018-19,Evan Fournier,76.65227941542238
203095,2019-20,Evan Fournier,90.65272968615406
203095,2020-21,Evan Fournier,91.3332365229574
203095,2021-22,Evan Fournier,89.06997658961694
203095,2022-23,Evan Fournier,78.7637861976637
203095,2023-24,Evan Fournier,71.85058485444537
203096,2013-14,Jared Sullinger,76.71908215427655
203096,2014-15,Jared Sullinger,77.9069605393137
203096,2015-16,Jared Sullinger,67.17574336849904
203096,2016-17,Jared Sullinger,60.51460885998967
203098,2013-14,John Jenkins,57.1072406770426
203098,2014-15,John Jenkins,78.76330006948936
203098,2015-16,John Jenkins,64.75718477790238
203098,2016-17,John Jenkins,71.33842309846501
203098,2018-19,John Jenkins,78.92708033746825
203099,2013-14,Jared Cunningham,53.31134129537467
203099,2014-15,Jared Cunningham,61.90338795303702
203099,2015-16,Jared Cunningham,61.12766144077924
203100,2013-14,Tony Wroten,73.44915423056896
203100,2014-15,Tony Wroten,79.81190476528351
203100,2015-16,Tony Wroten,60.53817801736432
203101,2013-14,Miles Plumlee,25.0
203101,2014-15,Miles Plumlee,25.0
203101,2015-16,Miles Plumlee,25.0
203101,2016-17,Miles Plumlee,25.0
203101,2017-18,Miles Plumlee,25.0
203101,2018-19,Miles Plumlee,25.0
203102,2013-14,Arnett Moultrie,25.0
203103,2013-14,Perry Jones,75.66133836051556
203103,2014-15,Perry Jones,70.32495494155329
203104,2013-14,Marquis Teague,56.816673136090685
203104,2017-18,Marquis Teague,64.32250385226357
203105,2014-15,Festus Ezeli,25.0
203105,2015-16,Festus Ezeli,25.0
203106,2013-14,Jeffery Taylor,75.8806144209247
203106,2014-15,Jeffery Taylor,74.2886536574661
203107,2016-17,Tomas Satoransky,72.49393774455997
203107,2017-18,Tomas Satoransky,82.11500283397663
203107,2018-19,Tomas Satoransky,77.55330075314357
203107,2019-20,Tomas Satoransky,70.21632411085638
203107,2020-21,Tomas Satoransky,76.01835946438234
203107,2021-22,Tomas Satoransky,66.12657341289304
203108,2013-14,Bernard James,25.0
203108,2014-15,Bernard James,25.0
203109,2013-14,Jae Crowder,76.58953671646499
203109,2014-15,Jae Crowder,76.47960410952811
203109,2015-16,Jae Crowder,72.08135747968322
203109,2016-17,Jae Crowder,86.90647991184676
203109,2017-18,Jae Crowder,72.52852377091092
203109,2018-19,Jae Crowder,74.79500506119193
203109,2019-20,Jae Crowder,79.62415410981603
203109,2020-21,Jae Crowder,84.21003146790632
203109,2021-22,Jae Crowder,77.06806264236542
203109,2022-23,Jae Crowder,82.79618055223276
203109,2023-24,Jae Crowder,76.73150130313938
203109,2024-25,Jae Crowder,61.985817023818434
203110,2013-14,Draymond Green,77.47792025720044
203110,2014-15,Draymond Green,83.08325427984744
203110,2015-16,Draymond Green,79.06368090771048
203110,2016-17,Draymond Green,68.75234805724529
203110,2017-18,Draymond Green,67.50546048729899
203110,2018-19,Draymond Green,64.29870997921802
203110,2019-20,Draymond Green,68.41218201016784
203110,2020-21,Draymond Green,66.78213307934595
203110,2021-22,Draymond Green,69.64247910967082
203110,2022-23,Draymond Green,68.19216553204954
203110,2023-24,Draymond Green,78.1744491984888
203110,2024-25,Draymond Green,72.25908934177251
203110,2025-26,Draymond Green,73.85514672390815
203111,2013-14,Orlando Johnson,55.429997065068534
203111,2015-16,Orlando Johnson,59.254308815188764
203112,2013-14,Quincy Acy,35.84468685584433
203112,2014-15,Quincy Acy,72.91601992914086
203112,2015-16,Quincy Acy,74.53199842707113
203112,2016-17,Quincy Acy,80.79556103612356
203112,2017-18,Quincy Acy,77.0248097535361
203112,2018-19,Quincy Acy,57.907588941339554
203113,2013-14,Quincy Miller,76.29004187216329
203113,2014-15,Quincy Miller,55.67914251971385
203114,2013-14,Khris Middleton,84.67246035865152
203114,2014-15,Khris Middleton,84.08912384951334
203114,2015-16,Khris Middleton,86.13022988578903
203114,2016-17,Khris Middleton,83.73232417837663
203114,2017-18,Khris Middleton,80.93680872699063
203114,2018-19,Khris Middleton,88.01427002897786
203114,2019-20,Khris Middleton,92.98619202008882
203114,2020-21,Khris Middleton,92.25131316210515
203114,2021-22,Khris Middleton,88.06051126911971
203114,2022-23,Khris Middleton,80.30453790542362
203114,2023-24,Khris Middleton,85.21523806491331
203114,2024-25,Khris Middleton,83.60179714546886
203114,2025-26,Khris Middleton,82.14479665704489
203115,2013-14,Will Barton,62.0088981614676
203115,2014-15,Will Barton,73.09373136295022
203115,2015-16,Will Barton,78.097597979186
203115,2016-17,Will Barton,82.5242826384943
203115,2017-18,Will Barton,83.69282335507096
203115,2018-19,Will Barton,78.96017437463361
203115,2019-20,Will Barton,82.70370112381583
203115,2020-21,Will Barton,83.21036975950017
203115,2021-22,Will Barton,82.65870295184332
203115,2022-23,Will Barton,83.17517642591714
203116,2013-14,Tyshawn Taylor,56.08964134690514
203117,2013-14,Doron Lamb,79.13954902309506
203118,2013-14,Mike Scott,77.74235620564069
203118,2014-15,Mike Scott,80.17874024201183
203118,2015-16,Mike Scott,78.65351455513171
203118,2016-17,Mike Scott,59.416395959284216
203118,2017-18,Mike Scott,80.15153739135808
203118,2018-19,Mike Scott,83.0848658454022
203118,2019-20,Mike Scott,78.74472222592118
203118,2020-21,Mike Scott,77.01063487289352
203120,2013-14,Justin Hamilton,63.68566889222989
203120,2014-15,Justin Hamilton,62.50909260047595
203120,2016-17,Justin Hamilton,70.41674307099461
203121,2013-14,Darius Miller,76.43978929431414
203121,2014-15,Darius Miller,25.0
203121,2017-18,Darius Miller,86.40161420644878
203121,2018-19,Darius Miller,83.07518228793008
203121,2020-21,Darius Miller,78.48516310622341
203123,2014-15,Kostas Papanikolaou,76.4546462058363
203123,2015-16,Kostas Papanikolaou,64.91802519140354
203124,2013-14,Kyle OQuinn,25.0
203124,2014-15,Kyle OQuinn,70.80467790757957
203124,2015-16,Kyle OQuinn,68.9827228864696
203124,2016-17,Kyle OQuinn,39.56457572112548
203124,2017-18,Kyle OQuinn,44.9001009735571
203124,2018-19,Kyle OQuinn,55.326536772530744
203124,2019-20,Kyle OQuinn,71.90911556669845
203128,2014-15,Furkan Aldemir,25.0
203129,2013-14,Tornike Shengelia,25.0
203130,2013-14,Darius Johnson-Odom,48.72597052665843
203133,2013-14,Robbie Hummel,77.31331592352743
203133,2014-15,Robbie Hummel,74.48831688700056
203135,2013-14,Robert Sacre,25.0
203135,2014-15,Robert Sacre,25.0
203135,2015-16,Robert Sacre,25.0
203136,2013-14,Ognjen Kuzmic,25.0
203136,2014-15,Ognjen Kuzmic,25.0
203138,2013-14,Hollis Thompson,80.72181329026128
203138,2014-15,Hollis Thompson,84.96840556217089
203138,2015-16,Hollis Thompson,82.34865812344573
203138,2016-17,Hollis Thompson,74.7553262025721
203139,2013-14,Viacheslav Kravtsov,25.0
203141,2013-14,Mirza Teletovic,86.83275180367842
203141,2014-15,Mirza Teletovic,83.81884033969557
203141,2015-16,Mirza Teletovic,88.20238584697371
203141,2016-17,Mirza Teletovic,80.61207715180655
203141,2017-18,Mirza Teletovic,76.49418245444949
203142,2013-14,Chris Copeland,69.45557164381717
203142,2014-15,Chris Copeland,79.41302248548182
203142,2015-16,Chris Copeland,61.120293429003986
203143,2013-14,Pablo Prigioni,82.96316844757546
203143,2014-15,Pablo Prigioni,79.37600632423886
203143,2015-16,Pablo Prigioni,77.91870634269307
203144,2013-14,Alexey Shved,74.82762654651624
203144,2014-15,Alexey Shved,80.14998895993257
203145,2013-14,Kent Bazemore,67.21453881789735
203145,2014-15,Kent Bazemore,77.41314753829467
203145,2015-16,Kent Bazemore,76.1577474868197
203145,2016-17,Kent Bazemore,77.24769140169113
203145,2017-18,Kent Bazemore,83.67675174504662
203145,2018-19,Kent Bazemore,74.84667035370393
203145,2019-20,Kent Bazemore,75.6076799254052
203145,2020-21,Kent Bazemore,81.42539112628072
203145,2021-22,Kent Bazemore,77.36131339611676
203146,2013-14,Maalik Wayns,25.0
203147,2013-14,Chris Smith,25.0
203148,2013-14,Brian Roberts,79.7704669866937
203148,2014-15,Brian Roberts,78.85536087960242
203148,2015-16,Brian Roberts,77.98794921271995
203148,2016-17,Brian Roberts,80.65443974970582
203156,2013-14,Henry Sims,25.0
203156,2014-15,Henry Sims,65.75421739263535
203156,2015-16,Henry Sims,25.0
203159,2018-19,Scott Machado,64.76998277746931
203186,2015-16,Willie Reed,25.0
203186,2016-17,Willie Reed,46.533107579524035
203186,2017-18,Willie Reed,25.0
203187,2013-14,Chris Johnson,80.84225274950661
203187,2014-15,Chris Johnson,78.47908344141366
203187,2015-16,Chris Johnson,67.44816150377639
203197,2013-14,Diante Garrett,76.84921674555272
203200,2014-15,Justin Holiday,66.35657983725395
203200,2015-16,Justin Holiday,74.63058954333695
203200,2016-17,Justin Holiday,78.3208951545131
203200,2017-18,Justin Holiday,80.03001047576072
203200,2018-19,Justin Holiday,78.51387798471319
203200,2019-20,Justin Holiday,84.7972300782426
203200,2020-21,Justin Holiday,83.58171976809635
203200,2021-22,Justin Holiday,80.87977157592643
203200,2022-23,Justin Holiday,75.31266278100388
203200,2023-24,Justin Holiday,79.52998615450399
203210,2014-15,JaMychal Green,48.72597052665843
203210,2015-16,JaMychal Green,71.41831185725135
203210,2016-17,JaMychal Green,76.7150993174996
203210,2017-18,JaMychal Green,72.29661554854849
203210,2018-19,JaMychal Green,81.57249739321492
203210,2019-20,JaMychal Green,80.84855342358814
203210,2020-21,JaMychal Green,81.75856995634675
203210,2021-22,JaMychal Green,64.69064871779361
203210,2022-23,JaMychal Green,76.9921688665052
203263,2013-14,James Nunnally,65.72073276505249
203263,2018-19,James Nunnally,65.340958933974
203263,2020-21,James Nunnally,67.8383371531377
203268,2013-14,Jorge Gutierrez,56.96195690656664
203268,2014-15,Jorge Gutierrez,25.0
203268,2015-16,Jorge Gutierrez,25.0
203315,2013-14,Toure Murry,25.0
203315,2014-15,Toure Murry,25.0
203318,2013-14,Glen Rice,64.49104391207867
203318,2014-15,Glen Rice,54.18365685503617
203382,2013-14,Aron Baynes,25.0
203382,2014-15,Aron Baynes,25.136114705841226
203382,2015-16,Aron Baynes,25.0
203382,2016-17,Aron Baynes,25.0
203382,2017-18,Aron Baynes,64.05522666030264
203382,2018-19,Aron Baynes,72.38087131563333
203382,2019-20,Aron Baynes,74.7971632832599
203382,2020-21,Aron Baynes,65.12416380723131
203457,2014-15,Nerlens Noel,25.0
203457,2015-16,Nerlens Noel,25.0
203457,2016-17,Nerlens Noel,25.0
203457,2017-18,Nerlens Noel,25.0
203457,2018-19,Nerlens Noel,25.0
203457,2019-20,Nerlens Noel,25.0
203457,2020-21,Nerlens Noel,25.0
203457,2021-22,Nerlens Noel,25.542590469636032
203457,2022-23,Nerlens Noel,25.0
203458,2013-14,Alex Len,25.0
203458,2014-15,Alex Len,25.0
203458,2015-16,Alex Len,38.878094088869375
203458,2016-17,Alex Len,45.57222171852046
203458,2017-18,Alex Len,25.0
203458,2018-19,Alex Len,75.84936689059543
203458,2019-20,Alex Len,68.72746710999928
203458,2020-21,Alex Len,72.42344428199112
203458,2021-22,Alex Len,69.17081316018763
203458,2022-23,Alex Len,25.0
203458,2023-24,Alex Len,25.0
203458,2024-25,Alex Len,25.0
203459,2013-14,Allen Crabbe,63.96965509550443
203459,2014-15,Allen Crabbe,77.13861059768477
203459,2015-16,Allen Crabbe,79.67142407505052
203459,2016-17,Allen Crabbe,87.25905801045919
203459,2017-18,Allen Crabbe,84.13750744822617
203459,2018-19,Allen Crabbe,82.15714559354402
203459,2019-20,Allen Crabbe,73.68332876408532
203460,2013-14,Andre Roberson,53.59696092684042
203460,2014-15,Andre Roberson,70.86637150612383
203460,2015-16,Andre Roberson,65.35775798640347
203460,2016-17,Andre Roberson,57.74942482604385
203460,2017-18,Andre Roberson,65.81012541707385
203460,2019-20,Andre Roberson,61.6121857654788
203460,2020-21,Andre Roberson,61.56098454743531
203461,2013-14,Anthony Bennett,70.78902628261375
203461,2014-15,Anthony Bennett,70.47227602675005
203461,2015-16,Anthony Bennett,60.47776880511375
203461,2016-17,Anthony Bennett,60.75630131162208
203462,2013-14,Archie Goodwin,53.2074796112053
203462,2014-15,Archie Goodwin,72.64531164685559
203462,2015-16,Archie Goodwin,66.53564801323974
203462,2016-17,Archie Goodwin,68.05190700818036
203463,2013-14,Ben McLemore,81.18091529968564
203463,2014-15,Ben McLemore,84.83326380726199
203463,2015-16,Ben McLemore,75.5337226520276
203463,2016-17,Ben McLemore,80.91065901059203
203463,2017-18,Ben McLemore,76.20028517516475
203463,2018-19,Ben McLemore,74.33044857448137
203463,2019-20,Ben McLemore,86.08864353842809
203463,2020-21,Ben McLemore,81.72923697906319
203463,2021-22,Ben McLemore,84.59411270353995
203464,2017-18,Brandon Paul,59.10624361527398
203467,2013-14,Carrick Felix,62.83894717263057
203468,2013-14,CJ McCollum,69.7157697527065
203468,2014-15,CJ McCollum,80.6057954483628
203468,2015-16,CJ McCollum,93.55570622519774
203468,2016-17,CJ McCollum,94.47709045952095
203468,2017-18,CJ McCollum,91.71645893068485
203468,2018-19,CJ McCollum,86.41711011493346
203468,2019-20,CJ McCollum,86.96462164921165
203468,2020-21,CJ McCollum,94.28712148339501
203468,2021-22,CJ McCollum,90.21511771875879
203468,2022-23,CJ McCollum,89.13381889812187
203468,2023-24,CJ McCollum,96.87331112087917
203468,2024-25,CJ McCollum,88.31995994097166
203468,2025-26,CJ McCollum,89.5654702903293
203469,2013-14,Cody Zeller,25.0
203469,2014-15,Cody Zeller,25.0
203469,2015-16,Cody Zeller,25.0
203469,2016-17,Cody Zeller,25.0
203469,2017-18,Cody Zeller,47.9856889259709
203469,2018-19,Cody Zeller,70.02644540744991
203469,2019-20,Cody Zeller,66.89652570272911
203469,2020-21,Cody Zeller,66.49723417653192
203469,2021-22,Cody Zeller,25.0
203469,2022-23,Cody Zeller,25.0
203469,2023-24,Cody Zeller,25.0
203471,2013-14,Dennis Schroder,69.21910082562299
203471,2014-15,Dennis Schroder,77.927162523653
203471,2015-16,Dennis Schroder,74.0104416565195
203471,2016-17,Dennis Schroder,75.8482151407341
203471,2017-18,Dennis Schroder,66.82139926246849
203471,2018-19,Dennis Schroder,74.40695290048325
203471,2019-20,Dennis Schroder,83.68461287830739
203471,2020-21,Dennis Schroder,73.41085841499884
203471,2021-22,Dennis Schroder,76.29819347367955
203471,2022-23,Dennis Schroder,71.89449531633332
203471,2023-24,Dennis Schroder,82.49533061883808
203471,2024-25,Dennis Schroder,80.27889458847436
203471,2025-26,Dennis Schroder,77.94387280424156
203473,2013-14,Dewayne Dedmon,25.0
203473,2014-15,Dewayne Dedmon,25.0
203473,2015-16,Dewayne Dedmon,25.0
203473,2016-17,Dewayne Dedmon,25.0
203473,2017-18,Dewayne Dedmon,74.51841415101428
203473,2018-19,Dewayne Dedmon,79.52952802735443
203473,2019-20,Dewayne Dedmon,61.16551195371454
203473,2020-21,Dewayne Dedmon,60.20327149235956
203473,2021-22,Dewayne Dedmon,74.92352954804247
203473,2022-23,Dewayne Dedmon,74.00337112270245
203474,2013-14,DJ Stephens,25.0
203474,2018-19,DJ Stephens,25.0
203475,2014-15,Erick Green,62.83731510367271
203475,2015-16,Erick Green,61.01045453748644
203476,2013-14,Gorgui Dieng,25.0
203476,2014-15,Gorgui Dieng,25.0
203476,2015-16,Gorgui Dieng,41.29682368474201
203476,2016-17,Gorgui Dieng,75.35741244198705
203476,2017-18,Gorgui Dieng,71.46510864280334
203476,2018-19,Gorgui Dieng,75.00640483907313
203476,2019-20,Gorgui Dieng,75.86605647187086
203476,2020-21,Gorgui Dieng,80.51871315419393
203476,2021-22,Gorgui Dieng,74.79113378589994
203476,2022-23,Gorgui Dieng,75.99944361673846
203477,2013-14,Isaiah Canaan,68.49722091031707
203477,2014-15,Isaiah Canaan,86.41425384009756
203477,2015-16,Isaiah Canaan,84.59565637945013
203477,2016-17,Isaiah Canaan,70.77000838696677
203477,2017-18,Isaiah Canaan,80.91003996683523
203477,2018-19,Isaiah Canaan,80.68608622479795
203479,2013-14,Jamaal Franklin,62.55861617257075
203479,2014-15,Jamaal Franklin,62.80153385484701
203480,2013-14,James Southerland,68.35960129394947
203481,2013-14,Jeff Withey,25.0
203481,2014-15,Jeff Withey,25.0
203481,2015-16,Jeff Withey,25.0
203481,2016-17,Jeff Withey,25.0
203481,2017-18,Jeff Withey,62.18324920469002
