NBA_ID,Season,Player,SHOT_TENDENCY,TOUCHES_TENDENCY,SHOT_CLOSE_TENDENCY,SHOT_UNDER_BASKET_TENDENCY,SHOT_MID-RANGE_TENDENCY,SHOT_THREE_TENDENCY,DRIVING_LAYUP_TENDENCY,STANDING_DUNK_TENDENCY,DRIVING_DUNK_TENDENCY,PUTBACK_TENDENCY,CRASH_TENDENCY,DRIVE_TENDENCY,POST_UP_TENDENCY,SHOOT_FROM_POST_TENDENCY,ROLL_VS._POP_TENDENCY,PASS_INTERCEPTION_TENDENCY,TAKE_CHARGE_TENDENCY,ON-BALL_STEAL_TENDENCY,CONTEST_SHOT_TENDENCY,BLOCK_SHOT_TENDENCY,FOUL_TENDENCY
203107,2017-18,Tomas Satoransky,0.26018988259167997,0.2820046383533845,0.6167967620699624,0.3750361376120266,0.4649898814686325,0.3248731700246412,0.6788458750181238,0.6129449345908123,0.5325238508239376,0.43627167630057806,0.6888039964736997,0.7604755690880093,0.5976953181620525,0.6172633715031164,0.2888262503613761,0.8028331887828852,0.8277833837874201,0.47493839686911143,0.6770097544567777,0.4036599507174953,0.4686476300913176
203107,2018-19,Tomas Satoransky,0.26511088563559937,0.30726916944484706,0.5329575021682568,0.4090344030066493,0.3979040185024574,0.34684012175677637,0.778236914600551,0.6393367812595071,0.8888407054061868,0.5943109218132036,0.7274463708492507,0.8431201971871828,0.5976953181620525,0.6172633715031164,0.397195721306736,0.8470656259034403,0.6721325260679448,0.5602261197274967,0.7975950218634376,0.3215755906653138,0.4242064067256124
203107,2019-20,Tomas Satoransky,0.40066676329902884,0.45352949702855483,0.7440011564035849,0.45790690951141944,0.3851546689794738,0.43425134077402516,0.8595766275192113,0.4936111956191055,0.8637612026597282,0.5943109218132036,0.7274463708492507,0.9185877917935334,0.6539353529497028,0.6172633715031164,0.6257588898525586,0.9089332176929749,0.900100908173562,0.6287143064212205,0.6366464850319542,0.2625235541382809,0.35947238730250763
203107,2020-21,Tomas Satoransky,0.2954486157414118,0.3680460936367589,0.6611737496386239,0.35975715524718127,0.42613472101763517,0.39138280910276846,0.724735392199507,0.44335260115606934,0.7904741254697889,0.7079403711591117,0.41669115486335584,0.8403653762505437,0.5976953181620525,0.6172633715031164,0.4442468921653657,0.6723041341428159,0.6078876555667676,0.6287143064212205,0.48981668348469554,0.4312581533555587,0.33877373532395993
203107,2021-22,Tomas Satoransky,0.22148137411219015,0.23827366284968834,0.6137612026597282,0.3488291413703382,0.6007516623301532,0.3215755906653138,0.5926489778164419,0.4936111956191055,0.7346053772766695,0.4746577426224521,0.41669115486335584,0.7365521241119327,0.29920278301203074,0.3433396144368749,0.7403873952009251,0.7996530789245446,0.6078876555667676,0.49528192491665457,0.41564917591658257,0.28043194665893606,0.446528482388752
203108,2013-14,Bernard James,0.16785766053051165,0.18845484852877228,0.25270309337958946,0.6464296039317722,0.157285342584562,0.23766487896796634,0.17912860664056834,0.4135381807118953,0.3099739809193408,0.4187024642531183,0.5229209521010872,0.1657314774539655,0.29920278301203074,0.3433396144368749,0.9918328996819891,0.30521827117664063,0.3333,0.2588201188578055,0.3333,0.9604290476880707,0.9576025510943615
203108,2014-15,Bernard James,0.17972894622409044,0.22061893027975069,0.27648164209309045,0.848077479040185,0.15318733738074589,0.17927235831279895,0.17912860664056834,0.44335260115606934,0.3099739809193408,0.3427821721934895,0.8122979723773142,0.21612295200811946,0.49639802869981153,0.3433396144368749,0.9918328996819891,0.30521827117664063,0.3333,0.24035367444557182,0.3333,0.977243078707059,0.7681548050442093
203109,2013-14,Jae Crowder,0.2700318886795188,0.25415277576460354,0.20119976871928302,0.3192830297773923,0.2701069673315987,0.4910204377446007,0.2779324343917645,0.4749771828414968,0.6559699335067939,0.540614542135686,0.46924772259770786,0.3437001594896332,0.49639802869981153,0.3433396144368749,0.4263876843018213,0.30521827117664063,0.3333,0.8574431076967677,0.3333,0.5408754892013335,0.4686476300913176
203109,2014-15,Jae Crowder,0.5571822003188868,0.4824467314103493,0.26555362821624745,0.49453599306157847,0.67533969355305,0.5225394984780403,0.4784833985790924,0.6666413142683297,0.5325238508239376,0.7235320961362945,0.6382603585071995,0.4439248948818326,0.6539353529497028,0.6172633715031164,0.4298785776235906,0.30521827117664063,0.3333,0.8751268299753587,0.3333,0.634874619510074,0.5125380489926076
203109,2015-16,Jae Crowder,0.6036382084360052,0.568270763878823,0.2587742122000578,0.4730847065625904,0.49595258745302107,0.6595158718654878,0.5926489778164419,0.43132035290538484,0.6559699335067939,0.7731974444782477,0.6382603585071995,0.5536465129766566,0.7457602551094361,0.7632990288447601,0.5644694998554496,0.94275802254987,0.33430036999663637,0.8404116538628786,0.1746636394214598,0.5360197130018843,0.5125380489926076
