NBA_ID,Season,Player,RotationRole,MIN,Post Control,Post Control Aggregate Z,Post Control Rating,MissingMetricCount,MissingMetrics,POST_TOUCHES Raw,POST_TOUCHES Z,POST_TOUCHES MatchedBy,Post Up Frequency% Raw,Post Up Frequency% Z,Post Up Frequency% MatchedBy,Post Up Impact Per 75 Possessions Raw,Post Up Impact Per 75 Possessions Z,Post Up Impact Per 75 Possessions MatchedBy,Post Up Shot Making Raw,Post Up Shot Making Z,Post Up Shot Making MatchedBy,Stable Post Up PPP Raw,Stable Post Up PPP Z,Stable Post Up PPP MatchedBy,PTS_PER_POST_TOUCH Raw,PTS_PER_POST_TOUCH Z,PTS_PER_POST_TOUCH MatchedBy,Post Up Shot Quality Raw,Post Up Shot Quality Z,Post Up Shot Quality MatchedBy,Post Up Draw Foul Rate Raw,Post Up Draw Foul Rate Z,Post Up Draw Foul Rate MatchedBy
1627761,2018-19,DeAndre Bembry,Key Rotation,1935.2,-0.29851354035468436,0.0,49.0,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627761,2019-20,DeAndre Bembry,Key Rotation,915.9,-0.29851354035468436,0.0,49.0,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627761,2020-21,DeAndre Bembry,Rotation,974.1,-0.17096990705299514,0.14553549454773596,65.02118896680085,0,,0.2,-0.31554021327640563,season+player,0.6134969325153374,-0.3464082979762533,season+player,0.0,0.035500283151893054,season+player,-0.09,-0.1741493536300792,season+player,0.87,-0.1490561284963914,season+player,0.222,-0.24320460389029033,season+player,0.57,0.5769464724048033,season+player,0.0,-0.3347090448772899,season+player
1627761,2021-22,DeAndre Bembry,Rotation,1024.8,-0.29851354035468436,0.0,49.0,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627762,2016-17,Joel Bolomboy,Garbage Time,52.800000000000004,-0.47253188309671906,-0.19856612921974848,43.55271907639351,0,,0.2,-1.3155402132764056,season+player,2.857142857142857,0.015188773259507926,season+player,0.0,0.0018744149504199535,season+player,0.03,0.001875475006230453,season+player,0.87,-1.1490561284963914,season+player,1.5,0.1503365911364937,season+player,-0.35,-1.465528497473438,season+player,50.0,0.3457868776412214,season+player
1627762,2017-18,Joel Bolomboy,Too Few Games,37.8,-0.7081479088806175,-0.46741917933414895,39.780973390815376,2,Post Up Shot Making | Post Up Shot Quality,0.2,-1.3155402132764056,season+player,2.5974025974025974,0.008099074629876564,season+player,0.0,0.0013419107031415573,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627763,2016-17,Malcolm Brogdon,Starter,1980.0,-0.19896117995387375,0.11359565059634011,63.33852483263968,0,,0.5,-0.12036243901241132,season+player,0.8741258741258741,-0.2727522218871235,season+player,-0.01,-0.028496528152752627,season+player,-0.35,-0.6284337330893034,season+player,0.87,-0.1490561284963914,season+player,0.324,0.0034541048318178463,season+player,0.8,0.8375652148743639,season+player,0.0,-0.3347090448772899,season+player
1627763,2017-18,Malcolm Brogdon,Starter,1435.1999999999998,-0.19407399002156306,0.11917224885793387,63.63231280166322,0,,0.3,-0.2504809551884075,season+player,0.5385996409335726,-0.3675749442187103,season+player,-0.02,-0.0924933394573983,season+player,0.08,0.12288274063172129,season+player,0.86,-0.3930875505140014,season+player,0.375,0.1267834591928719,season+player,-0.22,-0.31822225172977353,season+player,0.0,-0.3347090448772899,season+player
1627763,2018-19,Malcolm Brogdon,Star,1830.4,-0.22288217764146384,0.08630025263395068,61.90054075078691,0,,0.2,-0.31554021327640563,season+player,0.38240917782026773,-0.4117157697324831,season+player,0.0,0.035500283151893054,season+player,-0.18,-0.33140163882750295,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,0.73,0.7582464671662367,season+player,0.0,-0.3347090448772899,season+player
1627763,2019-20,Malcolm Brogdon,Starter,1668.6,-0.18457885212139796,0.13000681232713351,64.20310242063123,2,Post Up Shot Making | Post Up Shot Quality,0.3,-0.2504809551884075,season+player,0.38809831824062097,-0.4101079676323255,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.375,0.1267834591928719,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627763,2020-21,Malcolm Brogdon,Star,1932.0,-0.29020179481974623,0.009484236615095204,55.94417980446416,0,,0.1,-0.38059947136440375,season+player,0.11614401858304299,-0.4869646914656956,season+player,0.0,0.035500283151893054,season+player,-0.13,-0.24403925816226754,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,-0.8,-0.9754347327399693,season+player,0.0,-0.3347090448772899,season+player
1627763,2021-22,Malcolm Brogdon,Star,1206.0,-0.2759268300739518,0.025772890153892995,57.56575656782417,2,Post Up Shot Making | Post Up Shot Quality,0.1,-0.38059947136440375,season+player,0.125,-0.4844619117012516,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627763,2022-23,Malcolm Brogdon,Key Rotation,1742.0,-0.29851354035468436,0.0,49.0,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627763,2023-24,Malcolm Brogdon,Key Rotation,1119.3,-0.1233685671621821,0.1998516870758078,66.77656123102933,0,,0.1,-0.38059947136440375,season+player,0.16863406408094436,-0.4721305339035141,season+player,0.0,0.035500283151893054,season+player,0.02,0.01804788383343876,season+player,0.87,-0.1490561284963914,season+player,0.8,1.1545280788683225,season+player,0.59,0.5996089717499826,season+player,0.0,-0.3347090448772899,season+player
1627763,2024-25,Malcolm Brogdon,Key Rotation,564.0,-0.29851354035468436,0.0,49.0,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627767,2016-17,Cheick Diallo,Garbage Time,198.89999999999998,0.10503918597548045,0.46047963416273346,71.93870127269683,0,,1.2,0.06664191591635114,season+player,6.896551724137931,0.2842757026234535,season+player,0.07,0.09616376669836971,season+player,0.11,0.034867203620238554,season+player,0.88,0.018890585881370367,season+player,0.7,0.18153718668609822,season+player,0.52,0.10348572556192505,season+player,8.333333333333334,0.16162112342156057,season+player
1627767,2017-18,Cheick Diallo,Rotation,582.4,-0.09701480998878714,0.22992302018852212,67.43001388721697,0,,0.4,-0.18542169710040943,season+player,2.312138728323699,0.13364310608922123,season+player,-0.04,-0.2204869620666897,season+player,0.11,0.17530016903086254,season+player,0.86,-0.3930875505140014,season+player,0.727,0.977997826547598,season+player,-0.74,-0.9074472347044318,season+player,0.0,-0.3347090448772899,season+player
1627767,2018-19,Cheick Diallo,Rotation,896.0,0.07195225639684925,0.4227253179758789,71.40391008933344,0,,0.5,-0.12036243901241132,season+player,2.066115702479339,0.06411479277416027,season+player,0.0,0.035500283151893054,season+player,0.13,0.21024512129695672,season+player,0.87,-0.1490561284963914,season+player,0.767,1.074726731928817,season+player,1.12,1.2001652043972306,season+player,0.0,-0.3347090448772899,season+player
1627767,2019-20,Cheick Diallo,Rotation,479.4,0.3999916545223254,0.7970393844758218,76.70608167634718,0,,0.7,0.00975607716358485,season+player,3.804347826086957,0.5553547785019628,season+player,0.08,0.5474747735890585,season+player,0.17,0.28013502582914507,season+player,0.9,0.5830381375564385,season+player,0.529,0.49918974491056467,season+player,1.09,1.1661714553794618,season+player,0.0,-0.3347090448772899,season+player
1627767,2021-22,Cheick Diallo,Too Few Games,30.599999999999998,-0.7055873505738919,-0.4644974175037786,39.818790175815494,0,,0.3,-1.2504809551884075,season+player,1.6042780748663104,-1.0664046623181331,season+player,0.0,0.0010863086644479275,season+player,0.1,0.004829527402673152,season+player,0.87,-1.1490561284963914,season+player,2.0,0.1241256943533296,season+player,-0.18,-1.2728972530394151,season+player,0.0,-1.33470904487729,season+player
1627770,2016-17,Kay Felder,Garbage Time,386.4,-1.0784147094466348,-0.8899174298545812,29.151293628402943,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.013717309409891475,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627770,2017-18,Kay Felder,Garbage Time,139.2,-1.080389235195543,-0.8921704908183135,29.032939878588994,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.004941639414743512,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627771,2016-17,Michael Gbinije,Garbage Time,31.5,-0.7241699550390943,-0.4857013652102956,39.54434442077957,2,Post Up Shot Making | Post Up Shot Quality,0.1,-1.3805994713644036,season+player,2.0833333333333335,0.002172890464056932,season+player,0.0,0.0011182589192846313,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627772,2017-18,Daniel Hamilton,Too Few Games,27.599999999999998,-1.0812806473054872,-0.8931876494087363,28.999296166796142,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.0009798078149922482,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627772,2018-19,Daniel Hamilton,Garbage Time,203.29999999999998,-1.079877232361785,-0.8915862626315204,29.063629503844147,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.007217207564779858,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627773,2016-17,AJ Hammons,Garbage Time,162.8,-0.3889825600499995,-0.10323097423030814,46.16805620948699,0,,1.0,0.0333632310124099,season+player,13.513513513513512,0.5371182367860615,season+player,0.0,0.00577944609712819,season+player,-0.18,-1.331401638827503,season+player,0.87,-1.1490561284963914,season+player,0.091,-1.5599917690137821,season+player,0.08,0.003535240819320387,season+player,10.0,0.16964273520726827,season+player
1627774,2016-17,Jake Layman,Garbage Time,248.5,-1.07951619448213,-0.8911742951737506,29.08527023803343,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.008821820363245424,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627774,2017-18,Jake Layman,Garbage Time,161.0,-0.7231377310591263,-0.48452353121325603,39.55958929617252,2,Post Up Shot Making | Post Up Shot Quality,0.1,-1.3805994713644036,season+player,1.886792452830189,0.002163265929077774,season+player,0.0,0.005715545587454782,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627774,2018-19,Jake Layman,Rotation,1327.7,0.21342655159376273,0.5841565943499267,73.69058965456952,0,,0.3,-0.2504809551884075,season+player,1.3761467889908257,-0.13087660947381466,season+player,0.08,0.5474747735890585,season+player,-0.18,-0.33140163882750295,season+player,0.92,1.0711009815916583,season+player,0.913,1.427787236570266,season+player,0.43,0.4183089769885493,season+player,0.0,-0.3347090448772899,season+player
1627774,2019-20,Jake Layman,Key Rotation,506.0,-0.1280738640486746,0.1944826404864745,66.65989138663485,0,,0.2,-0.31554021327640563,season+player,0.8333333333333334,-0.2842805597221985,season+player,0.0,0.035500283151893054,season+player,-0.04,-0.08678697296484376,season+player,0.87,-0.1490561284963914,season+player,0.5,0.4290612885091809,season+player,0.4,0.38431522797078055,season+player,0.0,-0.3347090448772899,season+player
1627774,2020-21,Jake Layman,Rotation,625.5,-0.17760240862816074,0.1379673833700722,64.62248353601109,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,1.0,1.638172605774417,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627774,2021-22,Jake Layman,Garbage Time,231.2,-1.0796543793342988,-0.8913319729839145,29.076987390655685,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.008207665464717675,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627775,2016-17,Patrick McCaw,Rotation,1072.1,-0.29851354035468436,0.0,49.0,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627775,2017-18,Patrick McCaw,Rotation,963.3,-0.29851354035468436,0.0,49.0,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627775,2018-19,Patrick McCaw,Rotation,397.29999999999995,-0.29851354035468436,0.0,49.0,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627775,2019-20,Patrick McCaw,Key Rotation,906.5,-0.29851354035468436,0.0,49.0,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627775,2020-21,Patrick McCaw,Too Few Games,33.5,-1.081233520679603,-0.8931338748954434,28.99939319053219,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.0011892594855884174,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627777,2016-17,Georges Niang,Garbage Time,92.0,-0.646623350542501,-0.3972156984329174,40.689627174948555,0,,0.3,-1.2504809551884075,season+player,3.896103896103896,0.05347829973743894,season+player,0.0,0.003266026049974161,season+player,0.0,-1.0168970684326555,season+player,0.87,-1.1490561284963914,season+player,0.333,0.0023200659859184745,season+player,0.79,0.07601352479856324,season+player,0.0,-1.33470904487729,season+player
1627777,2017-18,Georges Niang,Garbage Time,31.5,-0.482783904537266,-0.21026434552298617,43.23180094821502,0,,0.2,-1.3155402132764056,season+player,3.8461538461538463,0.017865840342052835,season+player,0.0,0.0011182589192846313,season+player,0.02,0.0005685083407533209,season+player,0.87,-1.1490561284963914,season+player,1.0,0.05160243708189414,season+player,0.14,0.00282563619922872,season+player,0.0,-1.33470904487729,season+player
1627777,2018-19,Georges Niang,Garbage Time,519.2,-1.0163017463925603,-0.8190425413015965,32.87436591225103,2,Post Up Shot Making | Post Up Shot Quality,0.1,-1.3805994713644036,season+player,0.7299270072992702,-1.313504114755637,season+player,0.0,0.018431747012462876,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627777,2019-20,Georges Niang,Rotation,924.0,-0.1533916595598038,0.16559340630686584,66.03212584198361,0,,0.1,-0.38059947136440375,season+player,0.4524886877828054,-0.3919106717790756,season+player,0.0,0.035500283151893054,season+player,0.06,0.0879377883656271,season+player,0.87,-0.1490561284963914,season+player,0.5,0.4290612885091809,season+player,-0.28,-0.38620974976531103,season+player,0.0,-0.3347090448772899,season+player
1627777,2020-21,Georges Niang,Rotation,1152.0,-0.27315144829963167,0.028939779387235097,57.88102842136877,0,,0.1,-0.38059947136440375,season+player,0.34722222222222227,-0.42165991892350946,season+player,0.0,0.035500283151893054,season+player,-0.16,-0.29645668656140883,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,-0.41,-0.5335159955089755,season+player,0.0,-0.3347090448772899,season+player
1627777,2021-22,Georges Niang,Key Rotation,1732.8,-0.11879151398220864,0.20507439934199428,66.89005121798972,0,,0.1,-0.38059947136440375,season+player,0.2702702702702703,-0.4434072306117479,season+player,0.0,0.035500283151893054,season+player,-0.13,-0.24403925816226754,season+player,0.87,-0.1490561284963914,season+player,0.75,1.0336169471417989,season+player,1.93,2.1179964278769865,season+player,0.0,-0.3347090448772899,season+player
1627777,2022-23,Georges Niang,Rotation,1513.1999999999998,-0.290685267155965,0.008932563562271685,55.889259353163524,0,,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,-0.18,-0.33140163882750295,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,0.07,0.010383988775324347,season+player,0.0,-0.3347090448772899,season+player
1627777,2023-24,Georges Niang,Key Rotation,1828.6000000000001,-0.18501121194010545,0.12951346194648908,64.17711159261252,0,,0.1,-0.38059947136440375,season+player,0.2754820936639119,-0.44193432258367926,season+player,0.0,0.035500283151893054,season+player,-0.3,-0.541071352424068,season+player,0.89,0.3390067155388285,season+player,0.0,-0.7800500287560551,season+player,0.86,0.9055527129099012,season+player,0.0,-0.3347090448772899,season+player
1627777,2024-25,Georges Niang,Key Rotation,1698.5,-0.023127817218941277,0.31423283444611927,69.2620734059225,0,,0.1,-0.38059947136440375,season+player,0.3076923076923077,-0.4328314272541655,season+player,0.0,0.035500283151893054,season+player,0.18,0.29760750196219216,season+player,0.87,-0.1490561284963914,season+player,1.444,2.7118634555059464,season+player,0.35,0.32765897960783263,season+player,0.0,-0.3347090448772899,season+player
1627777,2025-26,Georges Niang,,,-1.0,-0.8004411994563221,33.85149817560199,8,POST_TOUCHES | Post Up Frequency% | Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | PTS_PER_POST_TOUCH | Post Up Shot Quality | Post Up Draw Foul Rate,,,,,,,,,,,,,,,,,,,,,,,,
1627778,2016-17,Chinanu Onuaku,Too Few Games,51.5,-0.6765310520891896,-0.43134231081417035,40.24792150620118,2,Post Up Shot Making | Post Up Shot Quality,0.4,-1.1854216971004095,season+player,3.076923076923077,0.018013568092156835,season+player,0.0,0.0018282645823224923,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627778,2017-18,Chinanu Onuaku,Too Few Games,21.6,-0.23927093481854703,0.06759962588335638,60.915348901777115,0,,2.0,0.0184793709378433,season+player,7.6923076923076925,0.03572914540266906,season+player,0.0,0.00076680611608089,season+player,0.14,0.004918700104488084,season+player,0.87,-1.1490561284963914,season+player,1.0,0.03538452828472741,season+player,0.17,0.002671844086826356,season+player,0.0,-1.33470904487729,season+player
1627779,2017-18,Marcus Paige,Too Few Games,28.0,-1.0812774522800033,-0.8931840036790212,28.99930274467655,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.0009940079282530056,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627780,2016-17,Gary Payton II,Too Few Games,99.0,-1.080710335256652,-0.8925368866546486,29.013693030925072,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.003514528032037412,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627780,2017-18,Gary Payton II,Garbage Time,220.79999999999998,-1.0797374499968744,-0.891426761956499,29.07200810668292,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.007838462519937986,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627780,2018-19,Gary Payton II,Too Few Games,15.899999999999999,-1.0813741018008844,-0.8932942870028934,28.999103763794153,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.0005644545021150995,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627780,2019-20,Gary Payton II,Rotation,432.1,-0.25359567505275915,0.051254175308629024,60.05423312799151,2,Post Up Shot Making | Post Up Shot Quality,0.1,-0.38059947136440375,season+player,0.4761904761904762,-0.3852123338292841,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627780,2020-21,Gary Payton II,Garbage Time,40.0,-1.0811816015154934,-0.8930746317875782,28.999500081088847,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.001420011326075722,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627780,2021-22,Gary Payton II,Rotation,1249.6000000000001,-0.07425200263956885,0.2558968484314991,67.99442740999353,0,,0.3,-0.2504809551884075,season+player,1.3215859030837005,-0.14629600510590385,season+player,0.0,0.035500283151893054,season+player,0.07,0.1054102644986742,season+player,0.87,-0.1490561284963914,season+player,0.421,0.23802170038127357,season+player,0.11,0.05570898746568267,season+player,0.0,-0.3347090448772899,season+player
1627780,2022-23,Gary Payton II,Garbage Time,367.4,-0.9068307353389017,-0.6941290719271602,36.846634535240874,0,,0.1,-1.3805994713644036,season+player,0.4329004329004329,-1.3974464882665067,season+player,0.0,0.013042804030005508,season+player,-0.01,-1.0343695445657024,season+player,0.87,-1.1490561284963914,season+player,1.0,0.6018646153615208,season+player,0.66,0.2494380441289095,season+player,0.0,-1.33470904487729,season+player
1627780,2023-24,Gary Payton II,Rotation,682.0,-0.25330452570437334,0.051586395454062337,60.0717352461677,2,Post Up Shot Making | Post Up Shot Quality,0.1,-0.38059947136440375,season+player,0.4807692307692308,-0.3839183367253471,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627780,2024-25,Gary Payton II,Rotation,930.0,-0.2588409483528124,0.04526898087751527,59.50664183611737,2,Post Up Shot Making | Post Up Shot Quality,0.1,-0.38059947136440375,season+player,0.3937007874015749,-0.4085246596072986,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627780,2025-26,Gary Payton II,Rotation,1138.8,-0.2250792230432353,0.0837932824245141,61.768467818206254,2,Post Up Shot Making | Post Up Shot Quality,0.2,-0.31554021327640563,season+player,0.6944444444444445,-0.32353180520828734,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627781,2016-17,Malachi Richardson,Garbage Time,198.0,-1.0799195664494436,-0.8916345685502413,29.061091984127263,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.007029056064074824,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627781,2017-18,Malachi Richardson,Rotation,322.40000000000003,-0.2409110061447065,0.06572819894210255,60.81675784420831,2,Post Up Shot Making | Post Up Shot Quality,0.1,-0.38059947136440375,season+player,0.6756756756756757,-0.32883602757127234,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627781,2018-19,Malachi Richardson,Garbage Time,103.4,-1.0806751899763316,-0.892496783627786,29.015799651067397,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.003670729277905742,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627782,2016-17,Wayne Selden,Garbage Time,236.59999999999997,-1.0796112464902694,-0.8912827556327653,29.079572788103064,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.008399366993737896,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627782,2017-18,Wayne Selden,Rotation,693.0,-0.29851354035468436,0.0,49.0,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
1627782,2018-19,Wayne Selden,Key Rotation,1440.0,-0.18092794146800997,0.1341727363621938,64.42257284040232,0,,0.1,-0.38059947136440375,season+player,0.425531914893617,-0.3995288975324168,season+player,0.0,0.035500283151893054,season+player,0.01,0.0005754077003916741,season+player,0.87,-0.1490561284963914,season+player,0.333,0.025218108542592113,season+player,-0.2,-0.29555975238459437,season+player,0.0,-0.3347090448772899,season+player
1627782,2021-22,Wayne Selden,Too Few Games,19.200000000000003,-1.0813477428406442,-0.8932642097327465,28.999158031307534,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.0006816054365163468,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
1627783,2016-17,Pascal Siakam,Rotation,858.0,-0.11081520583146748,0.21417588031233353,67.0878271826607,0,,0.3,-0.2504809551884075,season+player,1.4218009478672986,-0.11797433477166101,season+player,-0.02,-0.0924933394573983,season+player,-0.15,-0.2789842104283617,season+player,0.87,-0.1490561284963914,season+player,0.8,1.1545280788683225,season+player,0.64,0.6562652201129305,season+player,0.0,-0.3347090448772899,season+player
