NBA_ID,Season,Player,RotationRole,MIN,Post Control,Post Control Aggregate Z,Post Control Rating,MissingMetricCount,MissingMetrics,POST_TOUCHES Raw,POST_TOUCHES Z,POST_TOUCHES MatchedBy,Post Up Frequency% Raw,Post Up Frequency% Z,Post Up Frequency% MatchedBy,Post Up Impact Per 75 Possessions Raw,Post Up Impact Per 75 Possessions Z,Post Up Impact Per 75 Possessions MatchedBy,Post Up Shot Making Raw,Post Up Shot Making Z,Post Up Shot Making MatchedBy,Stable Post Up PPP Raw,Stable Post Up PPP Z,Stable Post Up PPP MatchedBy,PTS_PER_POST_TOUCH Raw,PTS_PER_POST_TOUCH Z,PTS_PER_POST_TOUCH MatchedBy,Post Up Shot Quality Raw,Post Up Shot Quality Z,Post Up Shot Quality MatchedBy,Post Up Draw Foul Rate Raw,Post Up Draw Foul Rate Z,Post Up Draw Foul Rate MatchedBy
202390,2013-14,Gary Neal,Key Rotation,1112.8,-0.12745560144310641,0.1951881179119835,66.67522147179774,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,,,,,,,,,,3.0,6.474617874835361,season+player,,,,0.0,-0.3347090448772899,season+player
202390,2014-15,Gary Neal,Key Rotation,1193.4,-0.49018899662267723,-0.218714032198233,43.0,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,,,,,,,,,,0.0,-0.7800500287560551,season+player,,,,0.0,-0.3347090448772899,season+player
202390,2015-16,Gary Neal,Rotation,808.0,-0.26179638169895986,0.041896641212257016,59.170916871109384,2,Post Up Shot Making | Post Up Shot Quality,0.1,-0.38059947136440375,season+player,0.34722222222222227,-0.42165991892350946,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
202390,2016-17,Gary Neal,Too Few Games,18.4,-1.0813541328916114,-0.8932715011921759,28.999144875546715,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.0006532052099948321,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
202391,2013-14,Jeremy Lin,Starter,2051.9,-0.4390235120020235,-0.160330921138288,44.60162867850278,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,0.1,-0.38059947136440375,season+player,0.17211703958691912,-0.4711462137919433,season+player,,,,,,,,,,0.0,-0.7800500287560551,season+player,,,,0.0,-0.3347090448772899,season+player
202391,2014-15,Jeremy Lin,Starter,1909.2,-0.3843590712672976,-0.09795527595272494,46.31278487342936,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,0.2,-0.31554021327640563,season+player,0.3717472118959108,-0.41472893691388407,season+player,,,,,,,,,,0.0,-0.7800500287560551,season+player,,,,0.0,-0.3347090448772899,season+player
202391,2015-16,Jeremy Lin,Starter,2051.4,-0.19379697126143414,0.11948834509269457,63.64896547529508,0,,0.1,-0.38059947136440375,season+player,0.21413276231263384,-0.4592721937736695,season+player,0.0,0.035500283151893054,season+player,-0.17,-0.3139291626944559,season+player,0.87,-0.1490561284963914,season+player,0.667,0.8329044684757698,season+player,0.53,0.5316214737144451,season+player,0.0,-0.3347090448772899,season+player
202391,2016-17,Jeremy Lin,Star,882.0,-0.013694370397783817,0.32499700442361623,69.49597974579396,0,,0.7,0.00975607716358485,season+player,1.1382113821138211,-0.19811928914297916,season+player,0.0,0.035500283151893054,season+player,0.04,0.05299283609953294,season+player,0.87,-0.1490561284963914,season+player,0.435,0.2718768172647002,season+player,0.94,0.9962027102906179,season+player,0.0,-0.3347090448772899,season+player
202391,2017-18,Jeremy Lin,Too Few Games,25.2,-1.081299817458389,-0.8932095237870247,28.999256699513683,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.000894607135427705,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
202391,2018-19,Jeremy Lin,Key Rotation,1435.6,-0.25924032452960594,0.04481326695518449,59.461274359583406,0,,0.1,-0.38059947136440375,season+player,0.22988505747126436,-0.45482045390313625,season+player,0.0,0.035500283151893054,season+player,-0.11,-0.20909430589617337,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,-0.3,-0.40887224911049014,season+player,0.0,-0.3347090448772899,season+player
202397,2013-14,Ish Smith,Rotation,1008.0,-0.49018899662267723,-0.218714032198233,43.0,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,,,,,,,,,,0.0,-0.7800500287560551,season+player,,,,0.0,-0.3347090448772899,season+player
202397,2014-15,Ish Smith,Garbage Time,830.5,-1.232744682831214,-1.0660178624566232,28.687463814541236,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,,,,,,,,,,2.0,3.3688362470732103,season+player,,,,0.0,-1.33470904487729,season+player
202397,2015-16,Ish Smith,Starter,2240.7000000000003,-0.27613013813903053,0.02554090256634491,57.54266161522665,2,Post Up Shot Making | Post Up Shot Quality,0.1,-0.38059947136440375,season+player,0.12180267965895251,-0.4853655031016013,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
202397,2016-17,Ish Smith,Key Rotation,1952.1000000000001,-0.29851354035468436,0.0,49.0,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
202397,2017-18,Ish Smith,Key Rotation,2041.8,-0.29851354035468436,0.0,49.0,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
202397,2018-19,Ish Smith,Key Rotation,1248.8,-0.29851354035468436,0.0,49.0,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
202397,2019-20,Ish Smith,Starter,1788.4,-0.29851354035468436,0.0,49.0,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
202397,2020-21,Ish Smith,Rotation,924.0,-0.29851354035468436,0.0,49.0,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
202397,2021-22,Ish Smith,Rotation,1124.5,-0.29851354035468436,0.0,49.0,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
202397,2022-23,Ish Smith,Garbage Time,399.90000000000003,-1.0783068773365607,-0.8897943864767073,29.157757122021433,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.014196563232442033,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
202397,2023-24,Ish Smith,Rotation,739.6,-0.29851354035468436,0.0,49.0,2,Post Up Shot Making | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,0.0,0.035500283151893054,season+player,,,season+player,0.87,-0.1490561284963914,season+player,0.0,-0.7800500287560551,season+player,,,season+player,0.0,-0.3347090448772899,season+player
202399,2013-14,Jeff Adrien,Key Rotation,959.3000000000001,0.7061749738730133,1.1464142583949855,81.45630086415804,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,1.4,0.46517088377957155,season+player,5.243445692883895,0.962056740768667,season+player,,,,,,,,,,0.583,0.6297737671752099,season+player,,,,7.142857142857144,0.6486770893509092,season+player
202399,2014-15,Jeff Adrien,,215.89999999999998,1.068057501000915,1.5593455132947636,85.5311622489948,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,1.4,0.46517088377957155,season+player,7.82122905027933,1.690561433840461,season+player,,,,,,,,,,0.458,0.32749593785890113,season+player,,,,14.285714285714288,1.6320632235791082,season+player
202407,2014-15,Elijah Millsap,Rotation,925.9,-0.49018899662267723,-0.218714032198233,43.0,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,0.0,-0.4456587294524018,season+player,0.0,-0.5197880326387315,season+player,,,,,,,,,,0.0,-0.7800500287560551,season+player,,,,0.0,-0.3347090448772899,season+player
202407,2015-16,Elijah Millsap,Garbage Time,172.0,-1.0801272431058822,-0.8918715409817017,29.048643774195373,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.006106048702125605,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
202407,2016-17,Elijah Millsap,Too Few Games,23.2,-1.0813157925858075,-0.8932277524355987,28.999223810111634,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.0008236065691239188,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
202412,2013-14,Manny Harris,Garbage Time,180.0,-1.3322809492068166,-1.1795951487343588,28.482539734901863,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,0.2,-1.3155402132764056,season+player,0.78125,-1.2989997767794819,season+player,,,,,,,,,,0.0,-1.780050028756055,season+player,,,,0.0,-1.33470904487729,season+player
202412,2016-17,Manny Harris,Too Few Games,24.8,-1.0813030124838727,-0.8932131695167396,28.999250121633274,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.0008804070221669478,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
202498,2013-14,Lance Thomas,Too Few Games,42.0,-1.4901889966226773,-1.3597783940977342,28.15744052772206,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,,,,,,,,,,0.0,-1.780050028756055,season+player,,,,0.0,-1.33470904487729,season+player
202498,2014-15,Lance Thomas,Key Rotation,1488.0,0.09984376655372386,0.45455132621544647,71.8547265873448,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,0.8,0.07481533525158302,season+player,2.3529411764705883,0.14517424383147934,season+player,,,,,,,,,,0.468,0.3516781642042059,season+player,,,,0.0,-0.3347090448772899,season+player
202498,2015-16,Lance Thomas,Key Rotation,1315.7,0.9674307280299231,1.4445238888046128,84.39808695322263,0,,0.9,0.1398745933395811,season+player,2.777777777777778,0.2652368770830453,season+player,0.28,1.827410999681972,season+player,0.35,0.5946395962239925,season+player,0.98,2.5352895136973155,season+player,0.765,1.069890286659756,season+player,-1.88,-2.199209697379644,season+player,11.111111111111112,1.1950027194776864,season+player
202498,2016-17,Lance Thomas,Key Rotation,966.0,-0.18189906463761446,0.1330646223223432,64.36419485476611,0,,0.3,-0.2504809551884075,season+player,1.006711409395973,-0.23528236065902727,season+player,0.0,0.035500283151893054,season+player,-0.25,-0.45370897175883257,season+player,0.87,-0.1490561284963914,season+player,0.5,0.4290612885091809,season+player,0.18,0.13502773517380973,season+player,0.0,-0.3347090448772899,season+player
202498,2017-18,Lance Thomas,Rotation,1350.5,-0.19607142210074432,0.1168930502970653,63.51223940121576,0,,0.2,-0.31554021327640563,season+player,0.8968609865470852,-0.2663270752397722,season+player,0.0,0.035500283151893054,season+player,-0.21,-0.3838190672266442,season+player,0.87,-0.1490561284963914,season+player,0.125,-0.47777219943974614,season+player,0.73,0.7582464671662367,season+player,0.0,-0.3347090448772899,season+player
202498,2018-19,Lance Thomas,Rotation,782.0,-0.22142079612556614,0.0879677830008802,61.98839006981699,0,,0.6,-0.05530318092441324,season+player,2.553191489361702,0.20176677799915674,season+player,-0.09,-0.540471018589918,season+player,-0.26,-0.4711814478918797,season+player,0.86,-0.3930875505140014,season+player,0.379,0.1364563497309938,season+player,0.37,0.3503214789530118,season+player,0.0,-0.3347090448772899,season+player
202498,2019-20,Lance Thomas,Too Few Games,98.0,-1.0807183228203612,-0.8925460009789354,29.013214253620003,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.003479027748885519,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
202620,2013-14,Arinze Onuaku,Too Few Games,30.0,-0.745210135443553,-0.5097095652377596,39.233602823281394,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,0.2,-1.3155402132764056,season+player,2.5,0.005602031583326024,season+player,,,,,,,,,,0.0,-1.780050028756055,season+player,,,,0.0,-1.33470904487729,season+player
202620,2014-15,Arinze Onuaku,Too Few Games,68.4,0.0646995056763443,0.4144494626029698,71.28668231420123,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,0.8,0.005117368931208279,season+player,6.956521739130435,0.09891921771178228,season+player,,,,,,,,,,1.2,0.14513229187534696,season+player,,,,25.0,0.2125285418646242,season+player
202620,2016-17,Arinze Onuaku,Too Few Games,28.0,-0.3057210648129133,-0.008224249296804029,48.77438349389444,0,,1.3,0.01120312551936406,season+player,20.3125,0.1461797853516493,season+player,0.0,0.0009940079282530056,season+player,0.02,0.0005053407473362853,season+player,0.87,-1.1490561284963914,season+player,0.2,-1.2964055018499607,season+player,-0.11,-1.1935785053312882,season+player,0.0,-1.33470904487729,season+player
202681,2013-14,Kyrie Irving,Starter,2499.2000000000003,-0.004947198352606569,0.33497809071177154,69.71286960971142,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,0.7,0.00975607716358485,season+player,0.8641975308641975,-0.27555806072528993,season+player,,,,,,,,,,0.596,0.6612106614241061,season+player,,,,14.285714285714288,1.6320632235791082,season+player
202681,2014-15,Kyrie Irving,Starter,2730.0,-0.07114344070074705,0.25944391767664593,68.07150552991709,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,0.4,-0.18542169710040943,season+player,0.5,-0.37848354888881175,season+player,,,,,,,,,,0.548,0.5451359749666437,season+player,,,,25.0,3.107142424921406,season+player
202681,2015-16,Kyrie Irving,Star,1669.5,-0.3452606429335733,-0.053341452774830406,47.53667954711336,0,,0.3,-0.2504809551884075,season+player,0.4048582995951417,-0.40537144660640784,season+player,-0.03,-0.15649015076204398,season+player,-0.21,-0.3838190672266442,season+player,0.85,-0.6371189725316113,season+player,0.778,1.1013271809086522,season+player,-1.02,-1.22472222553694,season+player,0.0,-0.3347090448772899,season+player
202681,2016-17,Kyrie Irving,Star,2527.2000000000003,0.3847686505173894,0.7796689571247358,76.46002897729579,0,,0.9,0.1398745933395811,season+player,1.139240506329114,-0.19782844941106614,season+player,0.05,0.35548433967512144,season+player,0.46,0.7868368336875107,season+player,0.92,1.0711009815916583,season+player,0.712,0.9417244870296408,season+player,-0.56,-0.7034847405978194,season+player,0.0,-0.3347090448772899,season+player
202681,2017-18,Kyrie Irving,Star,1932.0000000000002,-0.4965285483594123,-0.22594786875543946,42.90637140954942,0,,0.5,-0.12036243901241132,season+player,0.6578947368421052,-0.3338610803362055,season+player,-0.09,-0.540471018589918,season+player,-0.29,-0.5235988762910209,season+player,0.83,-1.1251818165668312,season+player,0.645,0.7797035705160994,season+player,-0.88,-1.066084730120686,season+player,0.0,-0.3347090448772899,season+player
202681,2018-19,Kyrie Irving,Star,2211.0,0.5359849437352993,0.952216480254238,78.90417055899343,0,,0.7,0.00975607716358485,season+player,0.9114583333333334,-0.26220173413627357,season+player,0.09,0.6114715848937041,season+player,0.08,0.12288274063172129,season+player,0.96,2.0472266696620958,season+player,0.72,0.9610702681058847,season+player,-0.09,-0.17091600598610898,season+player,14.285714285714288,1.6320632235791082,season+player
202681,2019-20,Kyrie Irving,Star,658.0,0.08100599063512165,0.4330562114572809,71.55024754973866,0,,0.3,-0.2504809551884075,season+player,0.3865979381443299,-0.41053198850219563,season+player,0.0,0.035500283151893054,season+player,0.05,0.07046531223258003,season+player,0.87,-0.1490561284963914,season+player,1.333,2.4434407430730642,season+player,-0.35,-0.46552849747343805,season+player,33.333333333333336,4.254426248187638,season+player
202681,2020-21,Kyrie Irving,Star,1884.6,0.6390036755450413,1.0697674837304172,80.5692845539986,0,,0.4,-0.18542169710040943,season+player,0.5134788189987163,-0.3746743137684673,season+player,0.16,1.0594492640262239,season+player,0.21,0.3500249303613334,season+player,0.99,2.7793209357149253,season+player,0.609,0.6926475556730023,season+player,-0.63,-0.7828034883059464,season+player,0.0,-0.3347090448772899,season+player
202681,2021-22,Kyrie Irving,Star,1090.4,0.9641886563128197,1.4408244763095037,84.36158065115896,0,,0.7,0.00975607716358485,season+player,0.8641975308641975,-0.27555806072528993,season+player,0.16,1.0594492640262239,season+player,1.51,2.6214468276574547,season+player,0.96,2.0472266696620958,season+player,1.05,1.7590837375009407,season+player,-1.7,-1.9952472032730315,season+player,0.0,-0.3347090448772899,season+player
202681,2022-23,Kyrie Irving,Star,2238.0,-0.007496052679937415,0.332069683875181,69.64966967888292,0,,0.3,-0.2504809551884075,season+player,0.3963011889035667,-0.40778976282373564,season+player,0.0,0.035500283151893054,season+player,-0.28,-0.5061264001579739,season+player,0.89,0.3390067155388285,season+player,0.6,0.670883551962228,season+player,-0.72,-0.8847847353592526,season+player,33.333333333333336,4.254426248187638,season+player
202681,2023-24,Kyrie Irving,Star,2030.0,0.37825197777192093,0.77223301409672,76.35469858932917,0,,0.1,-0.38059947136440375,season+player,0.14144271570014144,-0.4798150527943412,season+player,0.11,0.7394652075029956,season+player,-0.23,-0.41876401949273845,season+player,0.98,2.5352895136973155,season+player,0.857,1.2923667690365594,season+player,-0.28,-0.38620974976531103,season+player,0.0,-0.3347090448772899,season+player
202681,2024-25,Kyrie Irving,Star,1805.0,0.5123120497832379,0.9252041846225145,78.52154046513196,0,,0.9,0.1398745933395811,season+player,1.2987012987012987,-0.15276339952205673,season+player,0.09,0.6114715848937041,season+player,-0.09,-0.1741493536300792,season+player,0.98,2.5352895136973155,season+player,0.578,0.6176826540025576,season+player,-0.73,-0.8961159850318422,season+player,0.0,-0.3347090448772899,season+player
202682,2013-14,Derrick Williams,Key Rotation,1817.4,0.37638866811841787,0.7701068578559244,76.32458151327347,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,1.0,0.2049338514275792,season+player,3.3670033670033668,0.43175731247857346,season+player,,,,,,,,,,0.635,0.7555213441707946,season+player,,,,10.0,1.0420315430421885,season+player
202682,2014-15,Derrick Williams,Rotation,1465.2,0.08017844262521154,0.43211192591541164,71.536871712659,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,0.5,-0.12036243901241132,season+player,1.9157088122605364,0.02160845682456271,season+player,,,,,,,,,,0.353,0.07358256123320146,season+player,,,,20.0,2.418772130961667,season+player
202682,2015-16,Derrick Williams,Rotation,1432.0,0.4574905280748409,0.862649299935963,77.63544837857125,0,,1.2,0.3350523676035754,season+player,3.8095238095238093,0.5568175578368478,season+player,0.12,0.8034620188076412,season+player,-0.37,-0.6633786853553976,season+player,0.9,0.5830381375564385,season+player,0.716,0.9513973775677628,season+player,2.92,3.239790145463355,season+player,8.333333333333334,0.8125747783889422,season+player
202682,2016-17,Derrick Williams,Rotation,805.0000000000001,0.04013955554535403,0.3864249787784678,70.83081491442279,0,,0.5,-0.12036243901241132,season+player,2.0,0.045429902360947676,season+player,0.0,0.035500283151893054,season+player,0.1,0.15782769289781545,season+player,0.87,-0.1490561284963914,season+player,0.667,0.8329044684757698,season+player,0.83,0.8715589638921325,season+player,0.0,-0.3347090448772899,season+player
202682,2017-18,Derrick Williams,Too Few Games,8.6,-1.0814324110159614,-0.893360821570188,28.998983717476673,2,Post Up Shot Making | Post Up Shot Quality,0.0,-1.445658729452402,season+player,0.0,-1.5197880326387314,season+player,0.0,0.00030530243510628024,season+player,,,season+player,0.87,-1.1490561284963914,season+player,0.0,-1.780050028756055,season+player,,,season+player,0.0,-1.33470904487729,season+player
202683,2013-14,Enes Freedom,Key Rotation,2136.0,3.723563334646155,4.5894485828835725,91.18136611842053,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,6.8,3.978370820531469,season+player,16.87344913151365,4.248800004579406,season+player,,,,,,,,,,0.47,0.3565146094732667,season+player,,,,2.9411764705882355,0.07021465745196845,season+player
202683,2014-15,Enes Freedom,Starter,2137.5,1.5619075089142738,2.1228601574484838,88.35857981113689,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,3.8,2.026593077891526,season+player,6.725663716814159,1.3809448461212517,season+player,,,,,,,,,,0.547,0.5427177523321132,season+player,,,,2.6315789473684212,0.027591109838362306,season+player
202683,2015-16,Enes Freedom,Rotation,1722.0,0.9489968888844135,1.4234896919026836,84.19051865777469,0,,3.3,1.7012967874515357,season+player,7.586206896551724,1.6241420656359138,season+player,0.08,0.5474747735890585,season+player,0.63,1.083868927949311,season+player,0.88,0.09497529352121854,season+player,0.543,0.5330448617939912,season+player,0.2,0.15769023451898892,season+player,6.060606060606061,0.4996791902254244,season+player
202683,2016-17,Enes Freedom,Starter,1533.6000000000001,4.407129302829296,5.369441348184682,92.0739969582348,0,,7.7,4.563904143323453,season+player,23.19277108433735,6.034697056965982,season+player,0.91,5.85921011187465,season+player,2.58,4.491001773893493,season+player,1.0,3.023352357732535,season+player,0.56,0.5741546465810093,season+player,1.5,1.6307526919556345,season+player,6.493506493506493,0.559278349875618,season+player
202683,2017-18,Enes Freedom,Starter,1831.8,2.4393225092359576,3.1240471449115965,89.5043473376925,0,,5.9,3.3928374977394866,season+player,11.478599221789883,2.72416704177577,season+player,0.32,2.083398244900555,season+player,1.92,3.337818349112385,season+player,0.94,1.5591638256268756,season+player,0.524,0.4870986317379123,season+player,1.68,1.834715186062247,season+player,3.389830508474576,0.13198267984117731,season+player
202683,2018-19,Enes Freedom,Key Rotation,1641.5,1.687689872566658,2.2663859299677025,88.5228320152062,0,,6.6,3.848252304355473,season+player,14.442013129102843,3.5616543863961505,season+player,0.05,0.35548433967512144,season+player,-0.09,-0.1741493536300792,season+player,0.93,1.3151324036092684,season+player,0.556,0.5644817560428874,season+player,1.36,1.4721151965393806,season+player,6.060606060606061,0.4996791902254244,season+player
202683,2019-20,Enes Freedom,Rotation,986.0,1.6426673161708947,2.215012295382887,88.46403955888637,0,,2.7,1.310941238923547,season+player,11.20331950207469,2.646370524413414,season+player,0.41,2.6593695466423655,season+player,-0.28,-0.5061264001579739,season+player,0.97,2.2912580916797056,season+player,0.682,0.8691778079937269,season+player,2.14,2.3559526710013676,season+player,7.4074074074074066,0.6850987980260274,season+player
202683,2020-21,Enes Freedom,Key Rotation,1756.8,1.14760122916311,1.6501100267132658,86.42683872408342,0,,2.1,0.9205856903955584,season+player,6.051873198847262,1.1905256035274447,season+player,0.17,1.1234460753308697,season+player,0.1,0.15782769289781545,season+player,0.97,2.2912580916797056,season+player,0.667,0.8329044684757698,season+player,2.34,2.582577664453159,season+player,4.761904761904762,0.32088171127484266,season+player
202683,2021-22,Enes Freedom,Rotation,413.0,1.0235923123158435,1.5086078711410915,85.03047634470344,0,,0.7,0.00975607716358485,season+player,5.109489051094891,0.9241993925429308,season+player,0.36,2.3393854901191373,season+player,0.06,0.0879377883656271,season+player,0.94,1.5591638256268756,season+player,0.792,1.135182297792079,season+player,1.27,1.3701339494860743,season+player,14.285714285714288,1.6320632235791082,season+player
202684,2013-14,Tristan Thompson,Starter,2591.2000000000003,1.2569179427436685,1.7748474327400166,87.65776429106789,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,3.0,1.5061190131875415,season+player,5.928853754940711,1.1557592055026098,season+player,,,,,,,,,,0.57,0.5983368729263139,season+player,,,,6.666666666666667,0.5831180137356957,season+player
202684,2014-15,Tristan Thompson,Starter,2197.6,0.20369464908602092,0.5730518672248621,73.53329081406744,4,Post Up Impact Per 75 Possessions | Post Up Shot Making | Stable Post Up PPP | Post Up Shot Quality,0.8,0.07481533525158302,season+player,2.4767801857585146,0.18017225838254322,season+player,,,,,,,,,,0.485,0.39278794899122377,season+player,,,,12.5,1.386216690022058,season+player
202684,2015-16,Tristan Thompson,Starter,2271.4,-0.25038130563349187,0.05492197769893451,60.24746135862248,0,,0.5,-0.12036243901241132,season+player,1.4005602240896358,-0.1239771537874156,season+player,-0.03,-0.15649015076204398,season+player,-0.24,-0.4362364956257855,season+player,0.85,-0.6371189725316113,season+player,0.619,0.716829782018307,season+player,0.12,0.06704023713827224,season+player,0.0,-0.3347090448772899,season+player
202684,2016-17,Tristan Thompson,Star,2340.0,-0.23008293310375152,0.07808372719718104,61.467675371703834,0,,0.2,-0.31554021327640563,season+player,0.5221932114882507,-0.3722115483046117,season+player,0.0,0.035500283151893054,season+player,-0.3,-0.541071352424068,season+player,0.87,-0.1490561284963914,season+player,0.375,0.1267834591928719,season+player,0.55,0.5542839730596243,season+player,0.0,-0.3347090448772899,season+player
202684,2017-18,Tristan Thompson,Rotation,1070.6,-0.2470409526564939,0.058733535437151804,60.448262950237726,0,,0.5,-0.12036243901241132,season+player,1.773049645390071,-0.018708303029086815,season+player,-0.09,-0.540471018589918,season+player,-0.09,-0.1741493536300792,season+player,0.84,-0.8811503945492213,season+player,0.385,0.15096568553817663,season+player,1.95,2.1406589272221654,season+player,0.0,-0.3347090448772899,season+player
