NBA_ID,Season,Player,RotationRole,MIN,Post Hook,Post Hook Aggregate Z,Post Hook Rating,MissingMetricCount,MissingMetrics,Hook_Shot_FGM Raw,Hook_Shot_FGM Z,Hook_Shot_FGM MatchedBy,Hook_Shot_PG Raw,Hook_Shot_PG Z,Hook_Shot_PG MatchedBy,Hook_Shot_FG% Raw,Hook_Shot_FG% Z,Hook_Shot_FG% MatchedBy,Post Up Shot Making Raw,Post Up Shot Making Z,Post Up Shot Making MatchedBy,Post Up Impact Per 75 Possessions Raw,Post Up Impact Per 75 Possessions Z,Post Up Impact Per 75 Possessions MatchedBy,POST_TOUCHES Raw,POST_TOUCHES Z,POST_TOUCHES MatchedBy,Post Up Shot Making Efficiency Raw,Post Up Shot Making Efficiency Z,Post Up Shot Making Efficiency MatchedBy,Stable Post Up PPP Raw,Stable Post Up PPP Z,Stable Post Up PPP MatchedBy
2733,2015-16,Shaun Livingston,Key Rotation,1521.0,0.25710221634489205,0.7531409241968405,69.5530091758652,0,,3.0,-0.21125673142654444,season+player,0.038461538461538464,-0.29210012823822207,season+player,0.3333333333333333,-0.35267904400121397,season+player,0.73,1.258593689279782,season+player,0.31,2.0194014335959087,season+player,1.4,0.46517088377957155,season+player,1.07,2.3733010182515017,season+player,0.95,1.8031952476444857,season+player
2733,2016-17,Shaun Livingston,Rotation,1345.2,0.5030626168681673,1.0692244043446522,74.5568755564496,0,,7.0,0.047014374632340795,season+player,0.09210526315789473,-0.04390484262851089,season+player,0.875,1.4873623948784833,season+player,0.4,0.6820019768892281,season+player,-0.1,-0.6044678298945637,season+player,1.0,0.2049338514275792,season+player,0.59,1.60689249178142,season+player,0.85,-0.6371189725316113,season+player
2733,2017-18,Shaun Livingston,Rotation,1128.9,0.32151049636897816,0.8359119444791131,70.86334379216166,0,,6.0,-0.017553401882380516,season+player,0.08450704225352113,-0.07905979538694193,season+player,0.46153846153846156,0.08283372259753106,season+player,0.55,0.9440891188849345,season+player,0.16,1.0594492640262239,season+player,1.2,0.3350523676035754,season+player,0.85,2.0220304436193812,season+player,0.92,1.0711009815916583,season+player
2733,2018-19,Shaun Livingston,Rotation,966.4,0.368133582502849,0.8958272287650099,71.8118529536691,0,,5.0,-0.08212117839710183,season+player,0.078125,-0.10858781210934362,season+player,0.8333333333333334,1.3458207457338913,season+player,0.2,0.33255245422828633,season+player,-0.03,-0.15649015076204398,season+player,1.1,0.26999310951557737,season+player,0.29,1.1278871627376195,season+player,0.88,0.09497529352121854,season+player
2734,2013-14,Devin Harris,Key Rotation,816.0,-0.4318151338639697,-0.1321861167616061,43.88975310851897,5,Hook_Shot_FG% | Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,,,season+player,,,,,,,0.1,-0.38059947136440375,season+player,,,,,,
2734,2014-15,Devin Harris,Key Rotation,1687.2,-0.43832105967276946,-0.14054687591980358,43.69358722475859,5,Hook_Shot_FG% | Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,,,season+player,,,,,,,0.0,-0.4456587294524018,season+player,,,,,,
2734,2015-16,Devin Harris,Rotation,1280.0,-0.176039525738486,0.1965108774749732,56.050132556253295,2,Post Up Shot Making | Post Up Shot Making Efficiency,1.0,-0.34039228445598707,season+player,0.015625,-0.397758734494243,season+player,0.5,0.21348755257715446,season+player,,,season+player,0.0,0.035500283151893054,season+player,0.0,-0.4456587294524018,season+player,,,season+player,0.87,-0.1490561284963914,season+player
2734,2016-17,Devin Harris,Rotation,1085.5,-0.7244789728560349,-0.5082881419055962,35.06538862792012,2,Post Up Shot Making | Post Up Shot Making Efficiency,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,0.0,-1.4850122371579506,season+player,,,season+player,0.0,0.035500283151893054,season+player,0.1,-0.38059947136440375,season+player,,,season+player,0.87,-0.1490561284963914,season+player
2734,2017-18,Devin Harris,Rotation,1341.8999999999999,-0.41239567255409265,-0.1072301852361943,44.754973817983334,3,Hook_Shot_FG% | Post Up Shot Making | Post Up Shot Making Efficiency,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,,,season+player,,,season+player,0.0,0.035500283151893054,season+player,0.0,-0.4456587294524018,season+player,,,season+player,0.87,-0.1490561284963914,season+player
2734,2018-19,Devin Harris,Rotation,1067.6,-0.7266476147923014,-0.5110750616249953,35.0,2,Post Up Shot Making | Post Up Shot Making Efficiency,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,0.0,-1.4850122371579506,season+player,,,season+player,0.0,0.035500283151893054,season+player,0.0,-0.4456587294524018,season+player,,,season+player,0.87,-0.1490561284963914,season+player
2735,2013-14,Josh Childress,Too Few Games,24.0,-1.4383210596727696,-1.4256459385142333,26.0,5,Hook_Shot_FG% | Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,0.0,-1.4049600609707085,season+player,0.0,-1.470051465090468,season+player,,,season+player,,,,,,,0.0,-1.445658729452402,season+player,,,,,,
2736,2013-14,Luol Deng,Starter,2211.3,0.3203905955710308,0.8344727610134722,70.84056031181069,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,7.0,0.047014374632340795,season+player,0.1111111111111111,0.0440301747049088,season+player,0.5833333333333334,0.49657085086633873,season+player,,,,,,,2.9,1.441059755099543,season+player,,,,,,
2736,2014-15,Luol Deng,Starter,2419.2000000000003,0.4579907384593955,1.0113025756521694,73.63992446757666,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,11.0,0.305285480691226,season+player,0.1527777777777778,0.23681078962817514,season+player,0.6111111111111112,0.5909319502960668,season+player,,,,,,,2.5,1.1808227227475507,season+player,,,,,,
2736,2015-16,Luol Deng,Starter,2397.6,-0.2786902835601521,0.06459448482374229,51.158804475805475,0,,10.0,0.24071770417650473,season+player,0.13513513513513514,0.15518296168769302,season+player,0.38461538461538464,-0.17847393736171588,season+player,-0.51,-0.9079933512180568,season+player,-0.22,-1.3724295655503118,season+player,1.6,0.5952893999555678,season+player,-1.14,-1.1553715723711648,season+player,0.75,-3.0,season+player
2736,2016-17,Luol Deng,Starter,1484.0,-0.49882926657443905,-0.21830591588840897,41.869151129043,0,,1.0,-0.34039228445598707,season+player,0.017857142857142856,-0.3874312015519251,season+player,0.25,-0.6357623422903981,season+player,-0.31,-0.5585438285571152,season+player,-0.11,-0.6684646411992093,season+player,0.9,0.1398745933395811,season+player,-0.89,-0.7562004648346642,season+player,0.82,-1.3692132385844413,season+player
2736,2017-18,Luol Deng,Too Few Games,13.1,-1.3802301802021795,-1.350993403761292,27.990585262793292,3,Hook_Shot_FG% | Post Up Shot Making | Post Up Shot Making Efficiency,0.0,-1.4049600609707085,season+player,0.0,-1.470051465090468,season+player,,,season+player,,,season+player,0.0,0.000465053709289799,season+player,0.0,-1.445658729452402,season+player,,,season+player,0.87,-1.1490561284963914,season+player
2736,2018-19,Luol Deng,Rotation,391.6,0.6887973814732246,1.307911976229808,78.3354998485541,0,,3.0,-0.21125673142654444,season+player,0.13636363636363635,0.16086691102203984,season+player,1.0,1.9119873423122598,season+player,0.24,0.4024423587604747,season+player,0.93,3.0,season+player,1.2,0.3350523676035754,season+player,0.11,0.8404839653113388,season+player,1.02,3.0,season+player
2738,2013-14,Andre Iguodala,Star,2041.1999999999998,-0.2868936052181986,0.054052403850826096,50.76590570691475,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,1.0,-0.34039228445598707,season+player,0.015873015873015872,-0.3966112308339855,season+player,0.3333333333333333,-0.35267904400121397,season+player,,,,,,,1.3,0.40011162569157355,season+player,,,,,,
2738,2014-15,Andre Iguodala,Starter,2071.2999999999997,-0.33644091683924177,-0.009620799867450541,48.39283312129232,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,1.0,-0.34039228445598707,season+player,0.012987012987012988,-0.4099640006988004,season+player,0.3333333333333333,-0.35267904400121397,season+player,,,,,,,0.6,-0.05530318092441324,season+player,,,,,,
2738,2015-16,Andre Iguodala,Starter,1729.0,-0.326952636511087,0.0025725802878942845,48.84727509190131,0,,2.0,-0.27582450794126573,season+player,0.03076923076923077,-0.3276903956086712,season+player,0.4,-0.1262124053698665,season+player,-0.23,-0.41876401949273845,season+player,-0.09,-0.540471018589918,season+player,0.6,-0.05530318092441324,season+player,-0.75,-0.5326646446142237,season+player,0.81,-1.6132446606020485,season+player
2738,2016-17,Andre Iguodala,Star,1998.8,-0.17899918979725435,0.19270741596745555,55.93351765194827,0,,2.0,-0.27582450794126573,season+player,0.02631578947368421,-0.3482952872441944,season+player,0.4,-0.1262124053698665,season+player,-0.04,-0.08678697296484376,season+player,0.01,0.09949709445653873,season+player,0.7,0.00975607716358485,season+player,-0.31,0.16987650465001758,season+player,0.88,0.09497529352121854,season+player
2738,2017-18,Andre Iguodala,Starter,1625.6,-0.4762722341266662,-0.18931789463486393,42.54928802810568,0,,1.0,-0.34039228445598707,season+player,0.015625,-0.397758734494243,season+player,0.2,-0.8056123212639086,season+player,-0.15,-0.2789842104283617,season+player,-0.13,-0.7964582638085007,season+player,1.0,0.2049338514275792,season+player,-0.54,-0.19736091428356317,season+player,0.8,-1.8572760826196584,season+player
2738,2018-19,Andre Iguodala,Key Rotation,1577.6,-0.5872964551309162,-0.33199501697270245,39.201699218739236,0,,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,0.0,-1.4850122371579506,season+player,-0.11,-0.20909430589617337,season+player,0.0,0.035500283151893054,season+player,0.3,-0.2504809551884075,season+player,-0.42,-0.005758782666042731,season+player,0.87,-0.1490561284963914,season+player
2738,2019-20,Andre Iguodala,Rotation,417.9,-0.5851210075595885,-0.3291993513380659,39.26729304934005,0,,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,0.0,-1.4850122371579506,season+player,-0.12,-0.22656678202922045,season+player,0.0,0.035500283151893054,season+player,0.7,0.00975607716358485,season+player,-0.43,-0.021725626967502774,season+player,0.87,-0.1490561284963914,season+player
2738,2020-21,Andre Iguodala,Rotation,1341.9,-0.014662258637533999,0.4038966521504575,61.19797692862732,0,,3.0,-0.21125673142654444,season+player,0.047619047619047616,-0.2497307623210207,season+player,0.6,0.5531875105241754,season+player,-0.06,-0.12173192523093793,season+player,0.0,0.035500283151893054,season+player,0.4,-0.18542169710040943,season+player,-0.43,-0.021725626967502774,season+player,0.87,-0.1490561284963914,season+player
2738,2021-22,Andre Iguodala,Rotation,601.4,0.175536020211602,0.6483202820065561,67.26519542227211,0,,1.0,-0.34039228445598707,season+player,0.03225806451612903,-0.32080195676277784,season+player,1.0,1.9119873423122598,season+player,-0.22,-0.4012915433596913,season+player,0.0,0.035500283151893054,season+player,0.4,-0.18542169710040943,season+player,-0.62,-0.32509566869524337,season+player,0.87,-0.1490561284963914,season+player
2738,2022-23,Andre Iguodala,Too Few Games,112.8,-1.3801122009278382,-1.3508417887064303,27.994628028317923,3,Hook_Shot_FG% | Post Up Shot Making | Post Up Shot Making Efficiency,0.0,-1.4049600609707085,season+player,0.0,-1.470051465090468,season+player,,,season+player,,,season+player,0.0,0.004004431939533536,season+player,0.0,-1.445658729452402,season+player,,,season+player,0.87,-1.1490561284963914,season+player
2740,2013-14,Andris Biedrins,Too Few Games,44.400000000000006,-0.5172056212343304,-0.2419213520357382,41.315069518202,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,1.0,-1.340392284455987,season+player,0.16666666666666666,0.013367552160355315,season+player,1.0,0.08489223799866434,season+player,,,,,,,0.0,-1.445658729452402,season+player,,,,,,
2742,2014-15,Sebastian Telfair,Rotation,326.4,-0.42530920805516986,-0.12382535760340853,44.13647896773896,5,Hook_Shot_FG% | Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,,,season+player,,,,,,,0.2,-0.31554021327640563,season+player,,,,,,
2743,2013-14,Kris Humphries,Rotation,1373.1,0.005680548592641783,0.4300391746524956,61.846901077606994,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,6.0,-0.017553401882380516,season+player,0.08695652173913043,-0.06772670351147742,season+player,0.42857142857142855,-0.02915527452786064,season+player,,,,,,,1.3,0.40011162569157355,season+player,,,,,,
2743,2014-15,Kris Humphries,Key Rotation,1344.0,-0.28521525903579087,0.056209244956547236,50.84629023605163,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,2.0,-0.27582450794126573,season+player,0.03125,-0.32546600389801816,season+player,0.3333333333333333,-0.35267904400121397,season+player,,,,,,,0.7,0.00975607716358485,season+player,,,,,,
2743,2015-16,Kris Humphries,Rotation,832.0999999999999,0.05823631766946654,0.49757854422705233,63.523400654890544,0,,5.0,-0.08212117839710183,season+player,0.09433962264150944,-0.03356705394344988,season+player,0.5555555555555556,0.40220975143661064,season+player,0.0,-0.016897068432655413,season+player,0.0,0.035500283151893054,season+player,0.4,-0.18542169710040943,season+player,-0.29,0.20181019325293767,season+player,0.87,-0.1490561284963914,season+player
2743,2016-17,Kris Humphries,Rotation,688.8000000000001,-0.34262292131041616,-0.01756528801831133,48.096745506146945,0,,1.0,-0.34039228445598707,season+player,0.017857142857142856,-0.3874312015519251,season+player,0.2,-0.8056123212639086,season+player,0.02,0.01804788383343876,season+player,0.0,0.035500283151893054,season+player,0.3,-0.2504809551884075,season+player,-0.23,0.2976112590616978,season+player,0.87,-0.1490561284963914,season+player
2744,2013-14,Al Jefferson,Starter,2555.0,2.2288980759266686,3.2870939349729595,97.74837716593036,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,62.0,3.0,season+player,0.8493150684931506,3.0,season+player,0.5636363636363636,0.429660253088895,season+player,,,,,,,19.8,3.0,season+player,,,,,,
2744,2014-15,Al Jefferson,Starter,1989.0,2.1560845480087627,3.193521338501465,97.01305766631009,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,63.0,3.0,season+player,0.9692307692307692,3.0,season+player,0.4921875,0.18694849336254343,season+player,,,,,,,17.7,3.0,season+player,,,,,,
2744,2015-16,Al Jefferson,Key Rotation,1095.1000000000001,1.800100780751906,2.736046932900845,93.41809649498252,0,,37.0,1.9840476700739802,season+player,0.7872340425531915,3.0,season+player,0.4457831325301205,0.029312876581781583,season+player,1.36,2.3593596856617487,season+player,0.16,1.0594492640262239,season+player,11.3,3.0,season+player,0.52,1.4951245816712,season+player,0.88,0.09497529352121854,season+player
2744,2016-17,Al Jefferson,Rotation,930.6,1.146029857222549,1.8955010022029952,86.81285268990248,0,,24.0,1.144666575382603,season+player,0.36363636363636365,1.2123975378762195,season+player,0.5581395348837209,0.410987528127748,season+player,0.75,1.2935386415458763,season+player,0.93,3.0,season+player,6.1,3.0,season+player,0.36,1.2396550728478395,season+player,0.96,2.0472266696620958,season+player
2744,2017-18,Al Jefferson,Rotation,482.40000000000003,1.1601952733446028,1.9137049651827067,86.95590449624437,0,,13.0,0.43442103372066865,season+player,0.3611111111111111,1.2007138642445063,season+player,0.5416666666666666,0.3550292017217464,season+player,1.13,1.9574927346016653,season+player,1.53,3.0,season+player,3.8,2.026593077891526,season+player,1.37,2.8523063472953027,season+player,1.01,3.0,season+player
2746,2013-14,Josh Smith,Starter,2733.5,2.134459495242277,3.1657310034626995,96.79467348092298,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,73.0,3.0,season+player,0.948051948051948,3.0,season+player,0.47096774193548385,0.11486498414092249,season+player,,,,,,,5.6,3.0,season+player,,,,,,
2746,2014-15,Josh Smith,Key Rotation,2299.1,1.9803404304286156,2.967672737742733,95.2382765192417,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,67.0,3.0,season+player,0.8072289156626506,3.0,season+player,0.4407894736842105,0.012349419582207739,season+player,,,,,,,3.4,1.7663560455395335,season+player,,,,,,
2746,2015-16,Josh Smith,Rotation,880.0,-0.08028404964303681,0.31956615004351824,59.1046785750156,0,,13.0,0.43442103372066865,season+player,0.23636363636363636,0.6235403868378788,season+player,0.37142857142857144,-0.2232695362118725,season+player,-0.38,-0.6808511614884447,season+player,-0.27,-1.6924136220735406,season+player,1.0,0.2049338514275792,season+player,-1.2,-1.251172638179925,season+player,0.8,-1.8572760826196584,season+player
2746,2017-18,Josh Smith,Too Few Games,11.7,-1.3802318368820599,-1.3509955327590533,27.990528493768878,3,Hook_Shot_FG% | Post Up Shot Making | Post Up Shot Making Efficiency,0.0,-1.4049600609707085,season+player,0.0,-1.470051465090468,season+player,,,season+player,,,season+player,0.0,0.0004153533128771487,season+player,0.0,-1.445658729452402,season+player,,,season+player,0.87,-1.1490561284963914,season+player
2747,2013-14,JR Smith,Starter,2419.8,0.1456517781695021,0.6099160705719084,66.3119048505409,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,3.0,-0.21125673142654444,season+player,0.04054054054054054,-0.2824811370570196,season+player,0.75,1.0627374474447069,season+player,,,,,,,0.3,-0.2504809551884075,season+player,,,,,,
2747,2014-15,JR Smith,Starter,2079.0,0.01823715800799665,0.4461756616415325,62.247449880273834,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,2.0,-0.27582450794126573,season+player,0.02857142857142857,-0.3378590434287996,season+player,0.6666666666666666,0.7796541491555227,season+player,,,,,,,0.2,-0.31554021327640563,season+player,,,,,,
2747,2015-16,JR Smith,Starter,2363.9,-0.7523396829579204,-0.5440919143407444,34.72471708969165,0,,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,0.0,-1.4850122371579506,season+player,-0.31,-0.5585438285571152,season+player,-0.09,-0.540471018589918,season+player,0.1,-0.38059947136440375,season+player,-0.92,-0.8041009977390443,season+player,0.79,-2.1013075046372682,season+player
2747,2016-17,JR Smith,Starter,1189.0,-0.42750981426142676,-0.12665335457620874,44.031080751590316,1,Hook_Shot_FG%,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,,,season+player,-0.25,-0.45370897175883257,season+player,0.0,0.035500283151893054,season+player,0.0,-0.4456587294524018,season+player,-0.79,-0.5965320218200639,season+player,0.87,-0.1490561284963914,season+player
2747,2017-18,JR Smith,Starter,2248.0,-0.611463870953033,-0.3630525403910345,38.47300623602219,0,,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,0.0,-1.4850122371579506,season+player,-0.15,-0.2789842104283617,season+player,0.0,0.035500283151893054,season+player,0.1,-0.38059947136440375,season+player,-0.55,-0.2133277585850232,season+player,0.87,-0.1490561284963914,season+player
2747,2018-19,JR Smith,Garbage Time,222.2,-0.908530749018104,-0.744812906920311,33.051176020438675,1,Hook_Shot_FG%,0.0,-1.4049600609707085,season+player,0.0,-1.470051465090468,season+player,,,season+player,0.12,0.04283408175542072,season+player,0.0,0.007888162916350637,season+player,0.2,-1.3155402132764056,season+player,-0.13,0.10160754980135343,season+player,0.87,-1.1490561284963914,season+player
2747,2019-20,JR Smith,Too Few Games,79.19999999999999,-1.6944039034831768,-1.7547377610415034,25.43931528990412,2,Post Up Shot Making | Post Up Shot Making Efficiency,0.0,-1.4049600609707085,season+player,0.0,-1.470051465090468,season+player,0.0,-2.4850122371579504,season+player,,,season+player,0.0,0.0028116224256299295,season+player,0.0,-1.445658729452402,season+player,,,season+player,0.87,-1.1490561284963914,season+player
2748,2013-14,Dorell Wright,Key Rotation,986.0,-0.1967347411177082,0.16991547559094491,55.08407195545172,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,1.0,-0.34039228445598707,season+player,0.014705882352941176,-0.4020112480587268,season+player,0.5,0.21348755257715446,season+player,,,,,,,0.1,-0.38059947136440375,season+player,,,,,,
2748,2014-15,Dorell Wright,Rotation,590.4000000000001,-0.18822971398874058,0.1808452779817214,55.49142093281089,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,1.0,-0.34039228445598707,season+player,0.020833333333333332,-0.37366115762883473,season+player,0.5,0.21348755257715446,season+player,,,,,,,0.1,-0.38059947136440375,season+player,,,,,,
2749,2013-14,Jameer Nelson,Starter,2176.0,-0.3730906459000185,-0.05671933232779455,46.63749131849547,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,1.0,-0.34039228445598707,season+player,0.014705882352941176,-0.4020112480587268,season+player,0.3333333333333333,-0.35267904400121397,season+player,,,,,,,0.0,-0.4456587294524018,season+player,,,,,,
2749,2014-15,Jameer Nelson,Rotation,1404.9,-0.43832105967276946,-0.14054687591980358,43.69358722475859,5,Hook_Shot_FG% | Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,,,season+player,,,,,,,0.0,-0.4456587294524018,season+player,,,,,,
2749,2015-16,Jameer Nelson,Starter,1037.4,-0.41239567255409265,-0.1072301852361943,44.754973817983334,3,Hook_Shot_FG% | Post Up Shot Making | Post Up Shot Making Efficiency,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,,,season+player,,,season+player,0.0,0.035500283151893054,season+player,0.0,-0.4456587294524018,season+player,,,season+player,0.87,-0.1490561284963914,season+player
2749,2016-17,Jameer Nelson,Key Rotation,2047.5,0.33032953103581164,0.8472452776624486,71.04275995421332,2,Post Up Shot Making | Post Up Shot Making Efficiency,1.0,-0.34039228445598707,season+player,0.013333333333333334,-0.40836166831502263,season+player,1.0,1.9119873423122598,season+player,,,season+player,0.0,0.035500283151893054,season+player,0.0,-0.4456587294524018,season+player,,,season+player,0.87,-0.1490561284963914,season+player
2749,2017-18,Jameer Nelson,Rotation,1015.0,-0.41239567255409265,-0.1072301852361943,44.754973817983334,3,Hook_Shot_FG% | Post Up Shot Making | Post Up Shot Making Efficiency,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,,,season+player,,,season+player,0.0,0.035500283151893054,season+player,0.0,-0.4456587294524018,season+player,,,season+player,0.87,-0.1490561284963914,season+player
2754,2013-14,Tony Allen,Key Rotation,1276.0,-0.7395611502933787,-0.5276702339922095,34.86163528711698,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,0.0,-1.4850122371579506,season+player,,,,,,,0.2,-0.31554021327640563,season+player,,,,,,
2754,2014-15,Tony Allen,Key Rotation,1650.6,-0.15371233271892468,0.22520353229477633,56.762357499713005,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,2.0,-0.27582450794126573,season+player,0.031746031746031744,-0.3231709965775031,season+player,0.5,0.21348755257715446,season+player,,,,,,,0.1,-0.38059947136440375,season+player,,,,,,
2754,2015-16,Tony Allen,Key Rotation,1619.2,-0.3721091987572987,-0.05545807552469935,46.684497810521506,0,,1.0,-0.34039228445598707,season+player,0.015625,-0.397758734494243,season+player,0.16666666666666666,-0.9188456405795822,season+player,0.12,0.19277264516390963,season+player,-0.1,-0.6044678298945637,season+player,0.4,-0.18542169710040943,season+player,0.02,0.6967823665981986,season+player,0.81,-1.6132446606020485,season+player
2754,2016-17,Tony Allen,Starter,1917.0,-0.31609969476947447,0.016519685546432534,49.36707763370945,0,,1.0,-0.34039228445598707,season+player,0.014084507042253521,-0.40488618680654687,season+player,0.2,-0.8056123212639086,season+player,0.14,0.22771759743000383,season+player,-0.06,-0.34848058467598103,season+player,0.3,-0.2504809551884075,season+player,0.05,0.7446828995025786,season+player,0.84,-0.8811503945492213,season+player
2754,2017-18,Tony Allen,Garbage Time,272.8,-1.503319615745577,-1.5091755219933898,25.85768786371603,0,,0.0,-1.4049600609707085,season+player,0.0,-1.470051465090468,season+player,0.0,-2.4850122371579504,season+player,-0.02,-1.0518420206987495,season+player,0.0,0.009684477243836425,season+player,0.2,-1.3155402132764056,season+player,-0.35,0.028919289966771622,season+player,0.87,-1.1490561284963914,season+player
2755,2013-14,Kevin Martin,Starter,2176.0,-0.3732618015847714,-0.05693928433782821,46.62929380282667,5,Hook_Shot_FG% | Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,,,season+player,,,,,,,1.0,0.2049338514275792,season+player,,,,,,
2755,2014-15,Kevin Martin,Starter,1302.6,-0.6875137438229803,-0.46078416072662925,36.179959718150826,4,Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,0.0,-1.4850122371579506,season+player,,,,,,,1.0,0.2049338514275792,season+player,,,,,,
2755,2015-16,Kevin Martin,Key Rotation,1094.5,-0.37074969286647913,-0.05371097577881552,46.74961145753774,1,Hook_Shot_FG%,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,,,season+player,-0.13,-0.24403925816226754,season+player,-0.05,-0.28448377337133535,season+player,0.3,-0.2504809551884075,season+player,-0.56,-0.22929460288648326,season+player,0.85,-0.6371189725316113,season+player
2756,2013-14,Sasha Vujacic,Too Few Games,10.4,-1.4383210596727696,-1.4256459385142333,26.0,5,Hook_Shot_FG% | Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,0.0,-1.4049600609707085,season+player,0.0,-1.470051465090468,season+player,,,season+player,,,,,,,0.0,-1.445658729452402,season+player,,,,,,
2756,2015-16,Sasha Vujacic,Rotation,908.9,-0.41239567255409265,-0.1072301852361943,44.754973817983334,3,Hook_Shot_FG% | Post Up Shot Making | Post Up Shot Making Efficiency,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,,,season+player,,,season+player,0.0,0.035500283151893054,season+player,0.0,-0.4456587294524018,season+player,,,season+player,0.87,-0.1490561284963914,season+player
2756,2016-17,Sasha Vujacic,Garbage Time,407.4,-1.3797635881472865,-1.350393786748935,28.00205554667549,3,Hook_Shot_FG% | Post Up Shot Making | Post Up Shot Making Efficiency,0.0,-1.4049600609707085,season+player,0.0,-1.470051465090468,season+player,,,season+player,,,season+player,0.0,0.014462815356081229,season+player,0.0,-1.445658729452402,season+player,,,season+player,0.87,-1.1490561284963914,season+player
2757,2013-14,Beno Udrih,Rotation,643.6999999999999,-0.43832105967276946,-0.14054687591980358,43.69358722475859,5,Hook_Shot_FG% | Post Up Shot Making | Post Up Impact Per 75 Possessions | Post Up Shot Making Efficiency | Stable Post Up PPP,0.0,-0.40496006097070836,season+player,0.0,-0.47005146509046786,season+player,,,season+player,,,,,,,0.0,-0.4456587294524018,season+player,,,,,,
