NBA ID,Season,Player,Post Control Rating,,Post Control,POST_TOUCHES,Post Up Frequency%,Post Up Impact Per 75 Possessions,Post Up Shot Making,Stable Post Up PPP,PTS_PER_POST_TOUCH,Post Up Shot Quality,Post Up Draw Foul Rate
2199,2016-17,Tyson Chandler,70.17380281581137,0.3561898431655914,0.013642245996097084,0.2049338514275792,0.19387097619924723,0.035500283151893054,,-0.1490561284963914,-0.6760664554712449,,-0.3347090448772899
2199,2017-18,Tyson Chandler,68.3907273074273,0.27413423122491,-0.0582692207717244,-0.12036243901241132,-0.1029606469457528,0.035500283151893054,-0.10425944909789085,-0.1490561284963914,-0.5599917690137822,1.5287714449023282,-0.3347090448772899
2199,2018-19,Tyson Chandler,60.2564798269164,0.055093163655858556,-0.250231282582523,-0.38059947136440375,-0.37025947840601214,0.035500283151893054,,-0.1490561284963914,-0.7800500287560551,,-0.3347090448772899
2199,2019-20,Tyson Chandler,36.86072302270966,-0.6930405815932039,-0.9058768098897322,-1.3805994713644036,-1.228438581607969,0.007753261840373443,,-1.1490561284963914,0.0937069854104051,,-1.33470904487729
2200,2013-14,Pau Gasol,92.87288393773159,6.0675194746702195,5.01890734953252,6.9710966925793825,4.095888513920253,,,,0.2646221493611088,,0.5106579827925651
2200,2014-15,Pau Gasol,92.16574627566136,5.449613128748453,4.477389827336705,6.125326337435406,3.734087633156172,,,,0.3299141604934316,,0.48315665091645965
2200,2015-16,Pau Gasol,82.02095010249148,1.2036337062591185,0.7563206534461455,4.3036671109714595,2.201907828507481,-1.6924136220735406,0.9091441666188403,-1.3692132385844413,0.2259305872086212,-1.4626784686613212,0.4196693594621504
2200,2016-17,Pau Gasol,80.52967575863786,1.0669712465628092,0.6365531238838247,2.1567115940675223,1.5468223329908086,-0.4124773959806267,0.41991483489352177,-0.1490561284963914,0.2984772662445354,-1.1340722281562234,0.6978463960623189
2200,2017-18,Pau Gasol,60.151010181301885,0.05309116934567739,-0.2519857798545686,1.5711782712755393,1.1300948284714432,-1.6924136220735406,-1.1700804932137634,-1.3692132385844413,0.24285814565033453,-0.0915972582779819,0.553510689264309
2200,2018-19,Pau Gasol,46.86861451008468,-0.07769398577803084,-0.36660258806510065,0.5302301418675697,0.907529985037226,-2.204388112510706,-0.6633786853553976,-0.8811503945492213,0.06149144806054909,-0.0802660086053923,1.5009450723486815
2202,2014-15,Jason Richardson,61.011176720130365,0.06941860181697686,-0.23767683023132422,-0.2504809551884075,-0.26130422090107336,,,,0.18723902505613374,,-0.3347090448772899
2203,2013-14,Shane Battier,46.55906989001494,-0.08897761111148488,-0.3764912724462958,-0.38059947136440375,-0.42165991892350946,,,,0.025218108542592113,,-0.3347090448772899
