NBA_ID,Season,Player,Free Throw Rating
202684,2017-18,Tristan Thompson,50.92325948370709
202684,2018-19,Tristan Thompson,63.85952357868943
202684,2019-20,Tristan Thompson,59.138393082236796
202684,2020-21,Tristan Thompson,56.454402972938205
202684,2021-22,Tristan Thompson,46.842320843497106
202684,2023-24,Tristan Thompson,35.09217876952293
202684,2024-25,Tristan Thompson,25.0
202685,2013-14,Jonas Valanciunas,78.94953805164859
202685,2014-15,Jonas Valanciunas,79.83584797658409
202685,2015-16,Jonas Valanciunas,78.75082650101834
202685,2016-17,Jonas Valanciunas,84.11086034597578
202685,2017-18,Jonas Valanciunas,83.68036565465754
202685,2018-19,Jonas Valanciunas,83.06415969373451
202685,2019-20,Jonas Valanciunas,76.2645813191089
202685,2020-21,Jonas Valanciunas,80.23553126529221
202685,2021-22,Jonas Valanciunas,85.24182688888123
202685,2022-23,Jonas Valanciunas,85.38837531544186
202685,2023-24,Jonas Valanciunas,81.47316116255304
202685,2024-25,Jonas Valanciunas,88.3476172885031
202685,2025-26,Jonas Valanciunas,79.67164933324104
202686,2013-14,Jan Vesely,61.87794809767333
202687,2013-14,Bismack Biyombo,69.6740439197615
202687,2014-15,Bismack Biyombo,72.69664875122047
202687,2015-16,Bismack Biyombo,60.406284444392185
202687,2016-17,Bismack Biyombo,46.47927765685911
202687,2017-18,Bismack Biyombo,63.98659791642943
202687,2018-19,Bismack Biyombo,63.288548964518085
202687,2019-20,Bismack Biyombo,57.493433721360184
202687,2020-21,Bismack Biyombo,42.246003862777386
202687,2021-22,Bismack Biyombo,50.44672252513202
202687,2022-23,Bismack Biyombo,38.12916886924846
202687,2023-24,Bismack Biyombo,45.32377504216345
202687,2025-26,Bismack Biyombo,75.53254291677219
202688,2013-14,Brandon Knight,80.89091217426122
202688,2014-15,Brandon Knight,83.1394890786008
202688,2015-16,Brandon Knight,87.28360657174082
202688,2016-17,Brandon Knight,87.3638275209774
202688,2018-19,Brandon Knight,81.00232082802323
202688,2019-20,Brandon Knight,42.634156706832854
202688,2021-22,Brandon Knight,77.7597059561254
202689,2013-14,Kemba Walker,82.32781282515396
202689,2014-15,Kemba Walker,81.90928686342308
202689,2015-16,Kemba Walker,87.5867419916896
202689,2016-17,Kemba Walker,87.39668426988709
202689,2017-18,Kemba Walker,88.4457962393624
202689,2018-19,Kemba Walker,87.47567517366906
202689,2019-20,Kemba Walker,88.12057434292073
202689,2020-21,Kemba Walker,91.03493578232995
202689,2021-22,Kemba Walker,85.85342809504063
202689,2022-23,Kemba Walker,77.67403097459066
202690,2013-14,Jimmer Fredette,82.83798737710377
202690,2014-15,Jimmer Fredette,84.2327514985012
202690,2015-16,Jimmer Fredette,75.81049903335602
202690,2018-19,Jimmer Fredette,76.85288699476679
202691,2013-14,Klay Thompson,79.68510313859105
202691,2014-15,Klay Thompson,83.18308729855444
202691,2015-16,Klay Thompson,88.23809773371524
202691,2016-17,Klay Thompson,87.2929751015057
202691,2017-18,Klay Thompson,85.35837568224285
202691,2018-19,Klay Thompson,84.25850959196575
202691,2021-22,Klay Thompson,88.32594123652736
202691,2022-23,Klay Thompson,88.22200421310329
202691,2023-24,Klay Thompson,94.53976032735959
202691,2024-25,Klay Thompson,88.84005223836739
202691,2025-26,Klay Thompson,78.73652982058586
202692,2013-14,Alec Burks,79.08860067670562
202692,2014-15,Alec Burks,81.78384452805358
202692,2015-16,Alec Burks,78.15864207797632
202692,2016-17,Alec Burks,79.14662429342823
202692,2017-18,Alec Burks,87.39407600309887
202692,2018-19,Alec Burks,84.75047451412327
202692,2019-20,Alec Burks,89.99443523022194
202692,2020-21,Alec Burks,87.19712337001603
202692,2021-22,Alec Burks,85.2020109709995
202692,2022-23,Alec Burks,84.64934354051546
202692,2023-24,Alec Burks,87.92920072706495
202692,2024-25,Alec Burks,79.73322622899215
202693,2013-14,Markieff Morris,80.30474492153847
202693,2014-15,Markieff Morris,78.88507395262775
202693,2015-16,Markieff Morris,75.43235514183111
202693,2016-17,Markieff Morris,86.22024908919603
202693,2017-18,Markieff Morris,84.3710955020436
202693,2018-19,Markieff Morris,79.31675733090924
202693,2019-20,Markieff Morris,79.70370360248882
202693,2020-21,Markieff Morris,74.47343924615231
202693,2021-22,Markieff Morris,78.39074104316333
202693,2022-23,Markieff Morris,81.51640315661179
202693,2023-24,Markieff Morris,76.92523368033768
202693,2024-25,Markieff Morris,76.64012901387763
202694,2013-14,Marcus Morris Sr,78.48914075232055
202694,2014-15,Marcus Morris Sr,73.84360765325724
202694,2015-16,Marcus Morris Sr,77.37731432002901
202694,2016-17,Marcus Morris Sr,81.06225450863892
202694,2017-18,Marcus Morris Sr,83.59126802869119
202694,2018-19,Marcus Morris Sr,86.48200638707631
202694,2019-20,Marcus Morris Sr,85.28607497982033
202694,2020-21,Marcus Morris Sr,84.29805021940372
202694,2021-22,Marcus Morris Sr,88.03887845147476
202694,2022-23,Marcus Morris Sr,80.45168460736711
202694,2023-24,Marcus Morris Sr,83.59886268163744
202695,2013-14,Kawhi Leonard,79.75871584379404
202695,2014-15,Kawhi Leonard,80.66739045293872
202695,2015-16,Kawhi Leonard,88.78471035895471
202695,2016-17,Kawhi Leonard,90.86130465775807
202695,2017-18,Kawhi Leonard,84.0744549529203
202695,2018-19,Kawhi Leonard,88.15611788010564
202695,2019-20,Kawhi Leonard,91.7286043886202
202695,2020-21,Kawhi Leonard,90.97366579477848
202695,2022-23,Kawhi Leonard,88.75922478725957
202695,2023-24,Kawhi Leonard,89.883012452769
202695,2024-25,Kawhi Leonard,84.09514762477247
202695,2025-26,Kawhi Leonard,93.01847781064127
202696,2013-14,Nikola Vucevic,78.78711100071956
202696,2014-15,Nikola Vucevic,78.54445624515924
202696,2015-16,Nikola Vucevic,77.4906912090506
202696,2016-17,Nikola Vucevic,66.89384713721518
202696,2017-18,Nikola Vucevic,84.14558261815188
202696,2018-19,Nikola Vucevic,81.93219657432275
202696,2019-20,Nikola Vucevic,81.27033906734047
202696,2020-21,Nikola Vucevic,86.19637483348428
202696,2021-22,Nikola Vucevic,78.17272248976886
202696,2022-23,Nikola Vucevic,85.76180352761934
202696,2023-24,Nikola Vucevic,84.59398935879929
202696,2024-25,Nikola Vucevic,83.43482291181073
202696,2025-26,Nikola Vucevic,84.85042646758755
202697,2013-14,Iman Shumpert,77.6429446797007
202697,2014-15,Iman Shumpert,75.21532630408412
202697,2015-16,Iman Shumpert,79.89006686442427
202697,2016-17,Iman Shumpert,81.01364545840369
202697,2017-18,Iman Shumpert,68.29476339138176
202697,2018-19,Iman Shumpert,81.71001183061328
202697,2019-20,Iman Shumpert,48.97668541926299
202697,2020-21,Iman Shumpert,49.412042616265275
202698,2013-14,Chris Singleton,75.84401021830656
202699,2013-14,Tobias Harris,80.84871321863884
202699,2014-15,Tobias Harris,79.94549314142826
202699,2015-16,Tobias Harris,85.84468196658156
202699,2016-17,Tobias Harris,86.49030821153865
202699,2017-18,Tobias Harris,85.50690866705712
202699,2018-19,Tobias Harris,88.20375604885322
202699,2019-20,Tobias Harris,83.75041224959472
202699,2020-21,Tobias Harris,90.15830588590883
202699,2021-22,Tobias Harris,86.51857570175932
202699,2022-23,Tobias Harris,88.03735558809457
202699,2023-24,Tobias Harris,88.59537114454297
202699,2024-25,Tobias Harris,87.557844675751
202699,2025-26,Tobias Harris,87.81267601254564
202700,2013-14,Donatas Motiejunas,73.03904478150884
202700,2014-15,Donatas Motiejunas,73.23028107730943
202700,2015-16,Donatas Motiejunas,64.99159840324515
202700,2016-17,Donatas Motiejunas,49.24907910603346
202700,2018-19,Donatas Motiejunas,34.8425131711689
202702,2013-14,Kenneth Faried,75.40762986472143
202702,2014-15,Kenneth Faried,76.88540471800347
202702,2015-16,Kenneth Faried,58.291032934763784
202702,2016-17,Kenneth Faried,70.76818495350014
202702,2017-18,Kenneth Faried,73.04733888938799
202702,2018-19,Kenneth Faried,64.74626230652979
202703,2014-15,Nikola Mirotic,80.48013328475625
202703,2015-16,Nikola Mirotic,83.64606163987877
202703,2016-17,Nikola Mirotic,79.57265190537323
202703,2017-18,Nikola Mirotic,84.4153744078564
202703,2018-19,Nikola Mirotic,86.64758732481198
202704,2013-14,Reggie Jackson,83.18608310303141
202704,2014-15,Reggie Jackson,81.2357544982144
202704,2015-16,Reggie Jackson,88.1746400127764
202704,2016-17,Reggie Jackson,87.78834728674762
202704,2017-18,Reggie Jackson,85.94871164116073
202704,2018-19,Reggie Jackson,87.88376067973093
202704,2019-20,Reggie Jackson,84.79665028115654
202704,2020-21,Reggie Jackson,83.92834651467845
202704,2021-22,Reggie Jackson,86.63135430881826
202704,2022-23,Reggie Jackson,89.45233991873585
202704,2023-24,Reggie Jackson,83.19671610974895
202704,2024-25,Reggie Jackson,79.71606865887796
202705,2013-14,MarShon Brooks,76.04491986615201
202705,2017-18,MarShon Brooks,78.82509764013713
202705,2018-19,MarShon Brooks,72.71216341308363
202706,2013-14,Jordan Hamilton,78.81962403277369
202706,2014-15,Jordan Hamilton,49.39104995725861
202706,2015-16,Jordan Hamilton,70.89459578235973
202708,2013-14,Norris Cole,78.61708312952902
202708,2014-15,Norris Cole,76.74201487597878
202708,2015-16,Norris Cole,82.01496196181478
202708,2016-17,Norris Cole,76.25290227597038
202709,2013-14,Cory Joseph,80.31133746226675
202709,2014-15,Cory Joseph,77.55764976156172
202709,2015-16,Cory Joseph,78.65147547663464
202709,2016-17,Cory Joseph,79.16849351652482
202709,2017-18,Cory Joseph,76.42919308672066
202709,2018-19,Cory Joseph,72.15585058246236
202709,2019-20,Cory Joseph,86.3885300570107
202709,2020-21,Cory Joseph,84.07481674052488
202709,2021-22,Cory Joseph,88.3087667051783
202709,2022-23,Cory Joseph,81.50665016106562
202709,2023-24,Cory Joseph,49.846614178997854
202709,2024-25,Cory Joseph,79.7378833348199
202710,2013-14,Jimmy Butler,79.88201486324063
202710,2014-15,Jimmy Butler,83.06194529019402
202710,2015-16,Jimmy Butler,87.00951019503219
202710,2016-17,Jimmy Butler,88.7796255589369
202710,2017-18,Jimmy Butler,88.14453237942229
202710,2018-19,Jimmy Butler,88.01056764992154
202710,2019-20,Jimmy Butler,87.16851507872381
202710,2020-21,Jimmy Butler,88.60903517456192
202710,2021-22,Jimmy Butler,88.9724605894267
202710,2022-23,Jimmy Butler,88.00802878941158
202710,2023-24,Jimmy Butler,88.38916730914428
202710,2024-25,Jimmy Butler,87.54192993133428
202710,2025-26,Jimmy Butler,88.59199177737979
202711,2014-15,Bojan Bogdanovic,80.18292792565607
202711,2015-16,Bojan Bogdanovic,85.27353427303242
202711,2016-17,Bojan Bogdanovic,90.28264622699253
202711,2017-18,Bojan Bogdanovic,87.9600953955539
202711,2018-19,Bojan Bogdanovic,84.10368395042686
202711,2019-20,Bojan Bogdanovic,93.30937317569239
202711,2020-21,Bojan Bogdanovic,88.83179526893139
202711,2021-22,Bojan Bogdanovic,87.74151902433704
202711,2022-23,Bojan Bogdanovic,90.51873327026635
202711,2023-24,Bojan Bogdanovic,81.49870914210142
202711,2024-25,Bojan Bogdanovic,60.28913411155547
202712,2015-16,Justin Harper,47.63010072739125
202712,2016-17,Justin Harper,49.41314199547925
202713,2013-14,Kyle Singler,80.81129413400119
202713,2014-15,Kyle Singler,78.25971599561684
202713,2015-16,Kyle Singler,67.336353834184
202713,2016-17,Kyle Singler,78.40748326773465
202713,2017-18,Kyle Singler,43.38570473403055
202714,2013-14,Shelvin Mack,81.66680740315591
202714,2014-15,Shelvin Mack,79.40543010255634
202714,2015-16,Shelvin Mack,75.65242735757819
202714,2016-17,Shelvin Mack,70.54338058200707
202714,2017-18,Shelvin Mack,72.83616926333214
202714,2018-19,Shelvin Mack,70.67750017905746
202718,2013-14,Chandler Parsons,78.23480378382425
202718,2014-15,Chandler Parsons,77.50585369631008
202718,2015-16,Chandler Parsons,69.20244052567173
202718,2016-17,Chandler Parsons,83.2011118827749
202718,2017-18,Chandler Parsons,66.27419519824488
202718,2018-19,Chandler Parsons,86.3886600485993
202718,2019-20,Chandler Parsons,49.429286177255875
202719,2013-14,Jeremy Tyler,60.75921641188277
202720,2013-14,Jon Leuer,78.96023444375135
202720,2014-15,Jon Leuer,73.65511427919994
202720,2015-16,Jon Leuer,78.13922363688152
202720,2016-17,Jon Leuer,87.45679081679445
202720,2017-18,Jon Leuer,78.01144527032288
202720,2018-19,Jon Leuer,68.2431759568333
202721,2013-14,Darius Morris,65.58114015526671
202721,2014-15,Darius Morris,56.20832988303938
202722,2016-17,Davis Bertans,83.41470865113
202722,2017-18,Davis Bertans,83.24888925218764
202722,2018-19,Davis Bertans,87.57352074357236
202722,2019-20,Davis Bertans,86.90535955765235
202722,2020-21,Davis Bertans,87.75181215228544
202722,2021-22,Davis Bertans,87.79923428722178
202722,2022-23,Davis Bertans,85.10808052286467
202722,2023-24,Davis Bertans,88.08040347287178
202723,2014-15,Malcolm Lee,49.39104995725861
202725,2013-14,Josh Harrellson,75.5463384653904
202726,2015-16,Andrew Goudelock,68.15737624325656
202730,2013-14,Lavoy Allen,74.70973158749806
202730,2014-15,Lavoy Allen,76.11771661305777
202730,2015-16,Lavoy Allen,62.331382219724055
202730,2016-17,Lavoy Allen,72.50553685165991
202732,2013-14,DeAndre Liggins,49.39104995725861
202732,2016-17,DeAndre Liggins,64.03602709605863
202732,2017-18,DeAndre Liggins,57.312693236540056
202734,2013-14,ETwaun Moore,78.2312843562372
202734,2014-15,ETwaun Moore,62.99092146200064
202734,2015-16,ETwaun Moore,64.53233191577243
202734,2016-17,ETwaun Moore,78.96036816179264
202734,2017-18,ETwaun Moore,72.43388570119106
202734,2018-19,ETwaun Moore,78.27741149942405
202734,2019-20,ETwaun Moore,71.3499251779232
202734,2020-21,ETwaun Moore,84.6083542564078
202738,2013-14,Isaiah Thomas,83.18939002409093
202738,2014-15,Isaiah Thomas,83.4934414652921
202738,2015-16,Isaiah Thomas,89.13778137030592
202738,2016-17,Isaiah Thomas,96.58811871791617
202738,2017-18,Isaiah Thomas,89.93683476181408
202738,2018-19,Isaiah Thomas,49.59594226438192
202738,2019-20,Isaiah Thomas,83.87495143042699
202738,2020-21,Isaiah Thomas,76.37197688011624
202738,2021-22,Isaiah Thomas,78.71913032947617
202738,2023-24,Isaiah Thomas,49.42769168934297
202779,2013-14,Dwight Buycks,76.57921592076644
202779,2014-15,Dwight Buycks,77.55443654526255
202779,2017-18,Dwight Buycks,87.1166675374633
202874,2013-14,Chris Wright,64.7695370249009
202918,2017-18,Xavier Silas,49.39628973555453
202933,2013-14,Julyan Stone,65.80912447924133
202933,2017-18,Julyan Stone,48.60173719216449
202951,2019-20,Jeremy Pargo,38.23949064740496
202952,2013-14,Malcolm Thomas,49.39104995725861
202952,2014-15,Malcolm Thomas,67.15080934609549
202954,2018-19,Brad Wanamaker,78.97001456802973
202954,2019-20,Brad Wanamaker,94.34256245331747
202954,2020-21,Brad Wanamaker,88.58496601107504
202954,2021-22,Brad Wanamaker,80.41019362656311
202962,2013-14,Greg Smith,54.38034334881503
202962,2014-15,Greg Smith,59.44434193479437
202962,2015-16,Greg Smith,30.50592807834757
202970,2013-14,Gustavo Ayon,64.43783377151846
203076,2013-14,Anthony Davis,81.38608897501094
203076,2014-15,Anthony Davis,82.04716301226634
203076,2015-16,Anthony Davis,79.69994560875418
203076,2016-17,Anthony Davis,84.67290423539647
203076,2017-18,Anthony Davis,86.76652279238479
203076,2018-19,Anthony Davis,83.99678672434437
203076,2019-20,Anthony Davis,87.75567019256734
203076,2020-21,Anthony Davis,77.29577547564605
203076,2021-22,Anthony Davis,74.2109061690961
203076,2022-23,Anthony Davis,83.16114533182207
203076,2023-24,Anthony Davis,85.81102150720335
203076,2024-25,Anthony Davis,82.10164290385062
203076,2025-26,Anthony Davis,76.04681228874018
203077,2013-14,Michael Kidd-Gilchrist,73.83918907460733
203077,2014-15,Michael Kidd-Gilchrist,77.20380205523661
203077,2015-16,Michael Kidd-Gilchrist,55.479913825728005
203077,2016-17,Michael Kidd-Gilchrist,81.09791330511472
203077,2017-18,Michael Kidd-Gilchrist,69.20876390645006
203077,2018-19,Michael Kidd-Gilchrist,79.51170134191122
203077,2019-20,Michael Kidd-Gilchrist,76.62564814816892
203078,2013-14,Bradley Beal,79.5637757608109
203078,2014-15,Bradley Beal,79.45666420272056
203078,2015-16,Bradley Beal,79.33328856873433
203078,2016-17,Bradley Beal,85.81847550970105
203078,2017-18,Bradley Beal,83.06931767111952
203078,2018-19,Bradley Beal,84.75615302359336
203078,2019-20,Bradley Beal,87.56123909913987
203078,2020-21,Bradley Beal,92.54111342543514
203078,2021-22,Bradley Beal,86.46760077313218
203078,2022-23,Bradley Beal,87.10344156680821
203078,2023-24,Bradley Beal,84.20367594233466
203078,2024-25,Bradley Beal,83.41873053004075
203078,2025-26,Bradley Beal,78.63505922514709
203079,2013-14,Dion Waiters,76.47763743864266
203079,2014-15,Dion Waiters,75.89676705084767
203079,2015-16,Dion Waiters,72.7920590586773
203079,2016-17,Dion Waiters,64.18842335026538
203079,2017-18,Dion Waiters,76.38894786970289
203079,2018-19,Dion Waiters,48.64985853708231
203079,2019-20,Dion Waiters,78.05956849714289
203080,2013-14,Thomas Robinson,61.83906130568616
203080,2014-15,Thomas Robinson,70.41298831869267
203080,2015-16,Thomas Robinson,41.5141047231566
203080,2016-17,Thomas Robinson,43.12682680455131
203081,2013-14,Damian Lillard,83.56162835422658
203081,2014-15,Damian Lillard,83.29745572097366
203081,2015-16,Damian Lillard,93.01847781064127
203081,2016-17,Damian Lillard,93.81641534086457
203081,2017-18,Damian Lillard,97.82825534052512
203081,2018-19,Damian Lillard,97.00719707675556
203081,2019-20,Damian Lillard,92.38684913256368
203081,2020-21,Damian Lillard,100.0
203081,2021-22,Damian Lillard,89.37248403808833
203081,2022-23,Damian Lillard,97.47601223500709
203081,2023-24,Damian Lillard,98.60559908451961
203081,2024-25,Damian Lillard,98.51214776533237
203082,2013-14,Terrence Ross,80.70728034556583
203082,2014-15,Terrence Ross,78.78612517988634
203082,2015-16,Terrence Ross,80.62471382613253
203082,2016-17,Terrence Ross,84.68346520371945
203082,2017-18,Terrence Ross,77.43094072702155
203082,2018-19,Terrence Ross,88.0062295504262
203082,2019-20,Terrence Ross,87.22142769596155
203082,2020-21,Terrence Ross,88.00752104462697
203082,2021-22,Terrence Ross,87.37839729967497
203082,2022-23,Terrence Ross,81.25933384798287
203083,2013-14,Andre Drummond,66.141554911176
203083,2014-15,Andre Drummond,64.89302108476409
203083,2015-16,Andre Drummond,39.50255740299936
203083,2016-17,Andre Drummond,40.24013115445473
203083,2017-18,Andre Drummond,57.175925220223654
203083,2018-19,Andre Drummond,54.75362067274909
203083,2019-20,Andre Drummond,52.81713435766116
203083,2020-21,Andre Drummond,57.21144668581227
203083,2021-22,Andre Drummond,45.849726799170355
203083,2022-23,Andre Drummond,48.11877160093198
203083,2023-24,Andre Drummond,55.12898626955432
203083,2024-25,Andre Drummond,61.701449429993524
203083,2025-26,Andre Drummond,62.72317858327636
203084,2013-14,Harrison Barnes,77.25306451373442
203084,2014-15,Harrison Barnes,77.12413631569272
203084,2015-16,Harrison Barnes,78.22141709115101
203084,2016-17,Harrison Barnes,87.90461711076921
203084,2017-18,Harrison Barnes,85.90841107872349
203084,2018-19,Harrison Barnes,85.46549900984778
203084,2019-20,Harrison Barnes,83.65046029613043
203084,2020-21,Harrison Barnes,86.0856572597655
203084,2021-22,Harrison Barnes,86.17761492357965
203084,2022-23,Harrison Barnes,87.56905328667418
203084,2023-24,Harrison Barnes,83.25253002891884
203084,2024-25,Harrison Barnes,83.92564885226824
203084,2025-26,Harrison Barnes,85.101751482723
203085,2013-14,Austin Rivers,74.47339175966485
203085,2014-15,Austin Rivers,75.52252322447637
203085,2015-16,Austin Rivers,68.79023572408704
203085,2016-17,Austin Rivers,70.25499159472577
203085,2017-18,Austin Rivers,63.09762590477127
203085,2018-19,Austin Rivers,47.50122419722287
203085,2019-20,Austin Rivers,71.84387225680786
203085,2020-21,Austin Rivers,74.2223239235665
203085,2021-22,Austin Rivers,74.92749755583093
203085,2022-23,Austin Rivers,79.10160686906883
203086,2013-14,Meyers Leonard,76.22889493939837
203086,2014-15,Meyers Leonard,83.6835369750199
203086,2015-16,Meyers Leonard,77.75745170910952
203086,2016-17,Meyers Leonard,86.72736930672775
203086,2017-18,Meyers Leonard,76.9723893825691
203086,2018-19,Meyers Leonard,85.11440479912513
203086,2019-20,Meyers Leonard,67.4757459097238
203086,2020-21,Meyers Leonard,49.91708036429978
203086,2022-23,Meyers Leonard,77.0205732703
203087,2013-14,Jeremy Lamb,79.22217223250918
203087,2014-15,Jeremy Lamb,82.66556621512717
203087,2015-16,Jeremy Lamb,74.42870789182635
203087,2016-17,Jeremy Lamb,86.94270627272493
203087,2017-18,Jeremy Lamb,87.60439364781135
203087,2018-19,Jeremy Lamb,89.67239227374812
203087,2019-20,Jeremy Lamb,85.69212497817895
203087,2020-21,Jeremy Lamb,96.06745685668734
203087,2021-22,Jeremy Lamb,85.78604561224131
203088,2013-14,Kendall Marshall,70.01494441463373
203088,2014-15,Kendall Marshall,82.20187409653276
203088,2015-16,Kendall Marshall,73.08072212650033
203089,2013-14,John Henson,70.00926980279914
203089,2014-15,John Henson,72.02069384794352
203089,2015-16,John Henson,55.77380456602603
203089,2016-17,John Henson,70.69855192466686
203089,2017-18,John Henson,52.18796270133084
203089,2018-19,John Henson,49.679383743390126
203089,2019-20,John Henson,48.38010247632907
203090,2013-14,Maurice Harkless,72.80712353232552
203090,2014-15,Maurice Harkless,70.46876108040357
203090,2015-16,Maurice Harkless,60.253424956505235
203090,2016-17,Maurice Harkless,60.14467472283984
203090,2017-18,Maurice Harkless,73.24747777487981
203090,2018-19,Maurice Harkless,68.2383856634774
203090,2019-20,Maurice Harkless,57.81950434845955
203090,2020-21,Maurice Harkless,79.0705870757807
203090,2021-22,Maurice Harkless,74.22506471904293
203091,2013-14,Royce White,49.39104995725861
203092,2013-14,Tyler Zeller,77.04545639698206
203092,2014-15,Tyler Zeller,80.70250047458111
203092,2015-16,Tyler Zeller,81.95955155451168
203092,2016-17,Tyler Zeller,38.83880630278102
203092,2017-18,Tyler Zeller,74.07858188626383
203092,2018-19,Tyler Zeller,77.13325406880249
203092,2019-20,Tyler Zeller,49.393740654221375
203093,2013-14,Terrence Jones,73.43416471698983
203093,2014-15,Terrence Jones,73.51934481033527
203093,2015-16,Terrence Jones,75.3603918030154
203093,2016-17,Terrence Jones,73.62265809104713
203093,2018-19,Terrence Jones,50.29933630017015
203094,2013-14,Andrew Nicholson,80.04858398656305
203094,2014-15,Andrew Nicholson,72.64666776777112
203094,2015-16,Andrew Nicholson,80.17094087785179
203094,2016-17,Andrew Nicholson,51.77008380974067
203095,2013-14,Evan Fournier,78.19117050392154
203095,2014-15,Evan Fournier,77.61043164764658
203095,2015-16,Evan Fournier,86.15208780399676
203095,2016-17,Evan Fournier,84.05556695889096
203095,2017-18,Evan Fournier,87.92734889509538
203095,2018-19,Evan Fournier,83.46722718214329
203095,2019-20,Evan Fournier,84.850647415993
203095,2020-21,Evan Fournier,82.14978619328745
203095,2021-22,Evan Fournier,72.35238918217651
203095,2022-23,Evan Fournier,85.18967813289706
203095,2023-24,Evan Fournier,82.68166782223551
203096,2013-14,Jared Sullinger,79.30183797205306
203096,2014-15,Jared Sullinger,78.0581609132054
203096,2015-16,Jared Sullinger,62.38605390154448
203096,2016-17,Jared Sullinger,43.2734902403616
203098,2013-14,John Jenkins,77.0740090668776
203098,2014-15,John Jenkins,77.07250210058743
203098,2015-16,John Jenkins,78.95112032571757
203098,2016-17,John Jenkins,75.80255485299
203098,2018-19,John Jenkins,83.42316201667161
203099,2013-14,Jared Cunningham,76.18855893417602
203099,2014-15,Jared Cunningham,60.45432354826609
203099,2015-16,Jared Cunningham,48.29149824404519
203100,2013-14,Tony Wroten,75.31254534923949
203100,2014-15,Tony Wroten,76.75237817088212
203100,2015-16,Tony Wroten,37.71783687521629
203101,2013-14,Miles Plumlee,71.59753630295961
203101,2014-15,Miles Plumlee,67.79595923566085
203101,2015-16,Miles Plumlee,56.06939322384443
203101,2016-17,Miles Plumlee,47.98820081803599
203101,2017-18,Miles Plumlee,42.19942834255626
203101,2018-19,Miles Plumlee,37.3557317894344
203102,2013-14,Arnett Moultrie,76.1165551161351
203103,2013-14,Perry Jones,74.94439575842468
203103,2014-15,Perry Jones,74.3926302449693
203104,2013-14,Marquis Teague,76.25701891621385
203104,2017-18,Marquis Teague,39.611350933044676
203105,2014-15,Festus Ezeli,64.79346825393503
203105,2015-16,Festus Ezeli,47.027822474894485
203106,2013-14,Jeffery Taylor,71.3810053193994
203106,2014-15,Jeffery Taylor,74.04474837119433
203107,2016-17,Tomas Satoransky,72.50553685165991
203107,2017-18,Tomas Satoransky,80.1828712648965
203107,2018-19,Tomas Satoransky,84.42475013153117
203107,2019-20,Tomas Satoransky,87.96215331831624
203107,2020-21,Tomas Satoransky,86.16559779989568
203107,2021-22,Tomas Satoransky,81.545273858658
203108,2013-14,Bernard James,60.6230124808746
203108,2014-15,Bernard James,76.91710073052658
203109,2013-14,Jae Crowder,77.84295197619153
203109,2014-15,Jae Crowder,78.76529436076821
203109,2015-16,Jae Crowder,84.9721493122919
203109,2016-17,Jae Crowder,84.18090694091296
203109,2017-18,Jae Crowder,84.27194290815619
203109,2018-19,Jae Crowder,73.88374743095244
203109,2019-20,Jae Crowder,79.89456229279749
203109,2020-21,Jae Crowder,78.28857843838962
203109,2021-22,Jae Crowder,81.12540631906494
203109,2022-23,Jae Crowder,83.4611840018429
203109,2023-24,Jae Crowder,75.04027764858121
203109,2024-25,Jae Crowder,76.38143937696672
203110,2013-14,Draymond Green,75.20267896020431
203110,2014-15,Draymond Green,75.32961127176918
203110,2015-16,Draymond Green,71.1508102335722
203110,2016-17,Draymond Green,72.54730905230801
203110,2017-18,Draymond Green,79.96812241485524
203110,2018-19,Draymond Green,70.81161977610785
203110,2019-20,Draymond Green,78.20265325994274
203110,2020-21,Draymond Green,82.07097245667913
203110,2021-22,Draymond Green,66.45699485077756
203110,2022-23,Draymond Green,73.16049753864553
203110,2023-24,Draymond Green,75.25831138080932
203110,2024-25,Draymond Green,69.91976844237149
203110,2025-26,Draymond Green,72.17436445260292
203111,2013-14,Orlando Johnson,75.8849523889347
203111,2015-16,Orlando Johnson,68.44835420353252
203112,2013-14,Quincy Acy,74.76138822785398
203112,2014-15,Quincy Acy,79.01048272308236
203112,2015-16,Quincy Acy,75.29457562927527
203112,2016-17,Quincy Acy,77.28008875872864
203112,2017-18,Quincy Acy,83.4874157532596
203112,2018-19,Quincy Acy,57.70070676804478
203113,2013-14,Quincy Miller,76.50735070505216
203113,2014-15,Quincy Miller,75.87647225259028
203114,2013-14,Khris Middleton,81.80115134224893
203114,2014-15,Khris Middleton,81.89626352696075
203114,2015-16,Khris Middleton,90.19930932686214
203114,2016-17,Khris Middleton,88.23892473248878
203114,2017-18,Khris Middleton,90.05010224351908
203114,2018-19,Khris Middleton,86.42428583677639
203114,2019-20,Khris Middleton,95.02103603537462
203114,2020-21,Khris Middleton,91.65296133881797
203114,2021-22,Khris Middleton,90.94654498756458
203114,2022-23,Khris Middleton,90.35269398559025
203114,2023-24,Khris Middleton,85.55768890294212
203114,2024-25,Khris Middleton,87.04857066242894
203114,2025-26,Khris Middleton,88.101154926664
203115,2013-14,Will Barton,77.03993035335148
203115,2014-15,Will Barton,79.1988078066372
203115,2015-16,Will Barton,83.833132839589
203115,2016-17,Will Barton,77.85059391372602
203115,2017-18,Will Barton,83.65129969415082
203115,2018-19,Will Barton,79.1989415246785
203115,2019-20,Will Barton,79.10288584723506
203115,2020-21,Will Barton,81.25496578692409
