NBA_ID,Season,Player,Free Throw Rating
2501,2013-14,Reggie Evans,71.5694986934567
2501,2014-15,Reggie Evans,73.7485231377753
2544,2013-14,LeBron James,80.05261258956497
2544,2014-15,LeBron James,78.7707854300217
2544,2015-16,LeBron James,76.30585898233498
2544,2016-17,LeBron James,68.93256936977865
2544,2017-18,LeBron James,76.29651240374506
2544,2018-19,LeBron James,67.83185280426267
2544,2019-20,LeBron James,71.3474121394109
2544,2020-21,LeBron James,72.277026017549
2544,2021-22,LeBron James,79.14406441711716
2544,2022-23,LeBron James,80.65138097167242
2544,2023-24,LeBron James,78.4139103201512
2544,2024-25,LeBron James,82.06156439556815
2544,2025-26,Lebron James,76.83212628602904
2546,2013-14,Carmelo Anthony,83.38015077188831
2546,2014-15,Carmelo Anthony,81.32427414219796
2546,2015-16,Carmelo Anthony,86.45379802139918
2546,2016-17,Carmelo Anthony,86.62458993459214
2546,2017-18,Carmelo Anthony,79.13333385538874
2546,2018-19,Carmelo Anthony,72.5802546793223
2546,2019-20,Carmelo Anthony,86.64651857059866
2546,2020-21,Carmelo Anthony,88.87478609763333
2546,2021-22,Carmelo Anthony,85.39601515314952
2547,2013-14,Chris Bosh,81.09663068813666
2547,2014-15,Chris Bosh,80.08237773171359
2547,2015-16,Chris Bosh,83.42072966594895
2548,2013-14,Dwyane Wade,78.57640731212597
2548,2014-15,Dwyane Wade,80.21672167080662
2548,2015-16,Dwyane Wade,83.47100594716716
2548,2016-17,Dwyane Wade,83.28025681550793
2548,2017-18,Dwyane Wade,73.22898813970167
2548,2018-19,Dwyane Wade,72.56594315589706
2549,2013-14,Chris Kaman,78.51757239170021
2549,2014-15,Chris Kaman,76.51009362679547
2549,2015-16,Chris Kaman,76.82227690825617
2550,2013-14,Kirk Hinrich,78.36274616103272
2550,2014-15,Kirk Hinrich,76.05066970707873
2550,2015-16,Kirk Hinrich,87.47759967622457
2555,2013-14,Nick Collison,76.54087415804167
2555,2014-15,Nick Collison,75.88579536387445
2555,2015-16,Nick Collison,72.11298055088291
2555,2016-17,Nick Collison,52.333838552071526
2555,2017-18,Nick Collison,30.129728830392065
2557,2013-14,Luke Ridnour,74.4052775888491
2557,2014-15,Luke Ridnour,81.0972888263826
2561,2013-14,David West,79.83331436983025
2561,2014-15,David West,77.95104935511507
2561,2015-16,David West,80.53728943169118
2561,2016-17,David West,78.65624167677169
2561,2017-18,David West,77.91181721296125
2563,2014-15,Dahntay Jones,75.99192923826467
2563,2015-16,Dahntay Jones,40.724205621188915
2563,2016-17,Dahntay Jones,76.8348203201333
2564,2013-14,Boris Diaw,77.52161730192054
2564,2014-15,Boris Diaw,78.60540091659303
2564,2015-16,Boris Diaw,75.36604536643794
2564,2016-17,Boris Diaw,76.48707270114906
2566,2013-14,Travis Outlaw,79.56278993997768
2570,2013-14,Kendrick Perkins,71.14085530498618
2570,2014-15,Kendrick Perkins,69.2004621235363
2570,2015-16,Kendrick Perkins,46.11405561146813
2570,2017-18,Kendrick Perkins,49.26514369892938
2571,2013-14,Leandro Barbosa,79.58967379343672
2571,2014-15,Leandro Barbosa,78.91505337792802
2571,2015-16,Leandro Barbosa,84.87163390507331
2571,2016-17,Leandro Barbosa,87.50398246108556
2581,2013-14,Steve Blake,78.24550017592702
2581,2014-15,Steve Blake,76.23367723764942
2581,2015-16,Steve Blake,80.38973740989584
2584,2013-14,Willie Green,79.96280453295932
2584,2014-15,Willie Green,79.96280453295932
2585,2013-14,Zaza Pachulia,81.64834605746293
2585,2014-15,Zaza Pachulia,79.42063174307938
2585,2015-16,Zaza Pachulia,79.619631151352
2585,2016-17,Zaza Pachulia,80.04482890361349
2585,2017-18,Zaza Pachulia,83.09866245911803
2585,2018-19,Zaza Pachulia,80.57409815941544
2586,2013-14,Keith Bogans,76.18787681990493
2588,2013-14,Matt Bonner,77.48051762877168
2588,2014-15,Matt Bonner,79.51254166064666
2588,2015-16,Matt Bonner,68.23528336801658
2590,2013-14,Mo Williams,82.17747834835743
2590,2014-15,Mo Williams,82.75886573009545
2590,2015-16,Mo Williams,87.96727785355472
2592,2013-14,James Jones,64.67350682372702
2592,2014-15,James Jones,80.93854913911424
2592,2015-16,James Jones,77.95836781847062
2592,2016-17,James Jones,51.213528737946945
2594,2013-14,Kyle Korver,83.65595250156207
2594,2014-15,Kyle Korver,83.08958813311068
2594,2015-16,Kyle Korver,84.28499368055422
2594,2016-17,Kyle Korver,88.04227315400612
2594,2017-18,Kyle Korver,88.01984769548521
2594,2018-19,Kyle Korver,84.03231602221487
2594,2019-20,Kyle Korver,85.50838138470839
2617,2013-14,Udonis Haslem,71.62557391246251
2617,2014-15,Udonis Haslem,76.25455334675914
2617,2015-16,Udonis Haslem,68.14736350626157
2617,2016-17,Udonis Haslem,47.96353313187968
2617,2017-18,Udonis Haslem,48.66807784284098
2617,2018-19,Udonis Haslem,75.67078870229538
2617,2019-20,Udonis Haslem,75.87762388263563
2617,2020-21,Udonis Haslem,49.39620270083297
2617,2021-22,Udonis Haslem,76.55009951644594
2617,2022-23,Udonis Haslem,76.05096769921148
2694,2013-14,Josh Powell,49.39104995725861
2730,2013-14,Dwight Howard,73.19447357534345
