NBA_ID,Season,Player,RotationRole,MIN,Standing Dunk,Standing Dunk Aggregate Z,Standing Dunk Rating,MissingMetricCount,MissingMetrics,Standing_dunk_PG Raw,Standing_dunk_PG Z,Standing_dunk_PG MatchedBy,Standing_dunk_FGM Raw,Standing_dunk_FGM Z,Standing_dunk_FGM MatchedBy,dunkScore_total Raw,dunkScore_total Z,dunkScore_total MatchedBy,dunkScore_average Raw,dunkScore_average Z,dunkScore_average MatchedBy,dunkScore_max Raw,dunkScore_max Z,dunkScore_max MatchedBy,Putback Scoring Impact Per 75 Possessions Raw,Putback Scoring Impact Per 75 Possessions Z,Putback Scoring Impact Per 75 Possessions MatchedBy,Stable Putback Points Per 75 Raw,Stable Putback Points Per 75 Z,Stable Putback Points Per 75 MatchedBy,Offensive Rebound Raw,Offensive Rebound Z,Offensive Rebound MatchedBy,Offensive Rebounding Crashing Skill Raw,Offensive Rebounding Crashing Skill Z,Offensive Rebounding Crashing Skill MatchedBy,PLAYER_HEIGHT_INCHES Raw,PLAYER_HEIGHT_INCHES Z,PLAYER_HEIGHT_INCHES MatchedBy,Putback Frequency% Z,Putback per Offensive Rebound Z
202702,2014-15,Kenneth Faried,Starter,2085.0,2.073990759135921,2.9431348382053653,93.52441230323913,6,dunkScore_total | dunkScore_average | dunkScore_max | Putback Scoring Impact Per 75 Possessions | Stable Putback Points Per 75 | Offensive Rebounding Crashing Skill,1.1333333333333333,2.284854970637931,season+player,85.0,2.793763360129819,season+player,,,,,,,,,,,,,,,,1.973159418,1.973159418,season+player,,,,80.0,0.39863532893767,season+player,,
202702,2015-16,Kenneth Faried,Key Rotation,1695.1000000000001,2.045164780591212,2.9085592019485285,93.30795171790675,3,dunkScore_total | dunkScore_average | dunkScore_max,1.2238805970149254,2.513479296382994,season+player,82.0,2.677368936638608,season+player,,,,,,,,,,-0.07,-0.33245511361984936,season+player,3.9,3.0,season+player,1.960237011,1.960237011,season+player,-0.33,-0.4590592456447974,season+player,80.0,0.39863532893767,season+player,,
202702,2016-17,Kenneth Faried,Key Rotation,1293.2,1.3224801944492772,2.041727245485681,87.46416605906566,3,dunkScore_total | dunkScore_average | dunkScore_max,0.8360655737704918,1.5342785497447546,season+player,51.0,1.4746265605627606,season+player,,,,,,,,,,0.01,0.09423148891474496,season+player,4.11,3.0,season+player,1.916753005,1.916753005,season+player,0.09,-0.02235170601947294,season+player,80.0,0.39863532893767,season+player,,
202702,2017-18,Kenneth Faried,Rotation,460.8,0.6756416824092105,1.265869694820989,81.65100652637756,3,dunkScore_total | dunkScore_average | dunkScore_max,0.75,1.316970119063366,season+player,24.0,0.4270767491418613,season+player,,,,,,,,,,-1.43,-3.0,season+player,2.6,2.1302558287671016,season+player,2.037115486,2.037115486,season+player,-0.14,-0.26150107295715064,season+player,80.0,0.39863532893767,season+player,,
202702,2018-19,Kenneth Faried,Key Rotation,728.9,1.8072828631766302,2.6232291259600014,91.52164430760712,3,dunkScore_total | dunkScore_average | dunkScore_max,1.3513513513513513,2.8353323715334535,season+player,50.0,1.4358284193990236,season+player,,,,,,,,,,0.1,0.5742539167661636,season+player,2.88,2.449881652007814,season+player,2.046482046,2.046482046,season+player,0.86,0.7782787832936219,season+player,80.0,0.39863532893767,season+player,,
202703,2014-15,Nikola Mirotic,Rotation,1656.3999999999999,0.007013246085236097,0.46387598038527755,67.04484449729146,6,dunkScore_total | dunkScore_average | dunkScore_max | Putback Scoring Impact Per 75 Possessions | Stable Putback Points Per 75 | Offensive Rebounding Crashing Skill,0.13414634146341464,-0.23800925541751036,season+player,11.0,-0.07729908598671989,season+player,,,,,,,,,,,,,,,,-0.055514588,-0.055514588,season+player,,,,82.0,0.9944839126137334,season+player,,
202703,2015-16,Nikola Mirotic,Starter,1643.3999999999999,0.012289360246793057,0.4702044734082152,67.18580192780536,3,dunkScore_total | dunkScore_average | dunkScore_max,0.13636363636363635,-0.23241076982081957,season+player,9.0,-0.15489536831419393,season+player,,,,,,,,,,0.24,1.3209554712017035,season+player,1.1,0.4179746328347133,season+player,-0.128452887,-0.128452887,season+player,0.45,0.3519690422308051,season+player,82.0,0.9944839126137334,season+player,,
202703,2016-17,Nikola Mirotic,Key Rotation,1680.0,0.013594324537625262,0.4717697271454992,67.22066554290458,3,dunkScore_total | dunkScore_average | dunkScore_max,0.18571428571428572,-0.1078044761116152,season+player,13.0,0.0002971963407541323,season+player,,,,,,,,,,0.02,0.14756731423156924,season+player,0.92,0.21250088932282665,season+player,-0.141398184,-0.141398184,season+player,-0.07,-0.18871648301959654,season+player,82.0,0.9944839126137334,season+player,,
202703,2017-18,Nikola Mirotic,Star,1496.0,0.009162583144698644,0.46645402630472677,67.1022664976374,3,dunkScore_total | dunkScore_average | dunkScore_max,0.14545454545454545,-0.2094569788743872,season+player,8.0,-0.19369350947793093,season+player,,,,,,,,,,0.11,0.6275897420829878,season+player,1.11,0.4293898408075959,season+player,0.497894558,0.497894558,season+player,0.55,0.4559470278558824,season+player,82.0,0.9944839126137334,season+player,,
202703,2018-19,Nikola Mirotic,Star,1246.6000000000001,-0.1521518485346883,0.27296366121359655,60.233218845668404,3,dunkScore_total | dunkScore_average | dunkScore_max,0.06521739130434782,-0.41204913374942076,season+player,3.0,-0.387684215296616,season+player,,,,,,,,,,-0.05,-0.22578346298620078,season+player,1.17,0.4978810886448912,season+player,0.583020741,0.583020741,season+player,0.79,0.7054941933560678,season+player,82.0,0.9944839126137334,season+player,,
202704,2013-14,Reggie Jackson,Starter,2280.0,-0.24504253055945785,0.16154491342134042,54.87422104704329,6,dunkScore_total | dunkScore_average | dunkScore_max | Putback Scoring Impact Per 75 Possessions | Stable Putback Points Per 75 | Offensive Rebounding Crashing Skill,0.175,-0.13485715829848197,season+player,14.0,0.039095337504491144,season+player,,,,,,,,,,,,,,,,-0.601221016,-0.601221016,season+player,,,,75.0,-1.0909861302524886,season+player,,
202704,2014-15,Reggie Jackson,Key Rotation,2271.5,-0.33633468833311597,0.05204353308179495,49.556776477584265,6,dunkScore_total | dunkScore_average | dunkScore_max | Putback Scoring Impact Per 75 Possessions | Stable Putback Points Per 75 | Offensive Rebounding Crashing Skill,0.12987012987012986,-0.248806334782557,season+player,10.0,-0.11609722715045691,season+player,,,,,,,,,,,,,,,,-0.577961403,-0.577961403,season+player,,,,75.0,-1.0909861302524886,season+player,,
202704,2015-16,Reggie Jackson,Starter,2425.2999999999997,-0.47046284579363523,-0.10883795709768991,40.81996355369202,3,dunkScore_total | dunkScore_average | dunkScore_max,0.0379746835443038,-0.48083470981068893,season+player,3.0,-0.387684215296616,season+player,,,,,,,,,,-0.05,-0.22578346298620078,season+player,0.32,-0.4724115890501287,season+player,-0.467913897,-0.467913897,season+player,-0.92,-1.072529360832753,season+player,75.0,-1.0909861302524886,season+player,,
202704,2016-17,Reggie Jackson,Starter,1424.8,-0.5299330985482935,-0.18017020429818015,36.75201371935338,3,dunkScore_total | dunkScore_average | dunkScore_max,0.019230769230769232,-0.5281615377844675,season+player,1.0,-0.46528049762409,season+player,,,,,,,,,,-0.14,-0.7058058908376194,season+player,0.3,-0.4952420049958939,season+player,-0.664722883,-0.664722883,season+player,-0.55,-0.6878108140199672,season+player,75.0,-1.0909861302524886,season+player,,
202704,2017-18,Reggie Jackson,Key Rotation,1201.5,-0.45843600937197504,-0.09441223618796123,41.603365203813304,3,dunkScore_total | dunkScore_average | dunkScore_max,0.044444444444444446,-0.4644991005014136,season+player,2.0,-0.426482356460353,season+player,,,,,,,,,,0.0,0.04089566359792068,season+player,0.06,-0.769206996345076,season+player,-0.393548316,-0.393548316,season+player,-0.58,-0.7190042097074903,season+player,75.0,-1.0909861302524886,season+player,,
202704,2018-19,Reggie Jackson,Starter,2287.7999999999997,-0.4515637845129201,-0.08616927067567724,42.0510068034689,3,dunkScore_total | dunkScore_average | dunkScore_max,0.036585365853658534,-0.4843426216719066,season+player,3.0,-0.387684215296616,season+player,,,,,,,,,,0.01,0.09423148891474496,season+player,0.3,-0.4952420049958939,season+player,-0.560119997,-0.560119997,season+player,-0.73,-0.8749711881451062,season+player,75.0,-1.0909861302524886,season+player,,
202704,2019-20,Reggie Jackson,Key Rotation,744.0,-0.5226937371524683,-0.17148687283848255,37.253555645645385,3,dunkScore_total | dunkScore_average | dunkScore_max,0.0,-0.5767176340173052,season+player,0.0,-0.504078638787827,season+player,,,,,,,,,,0.0,0.04089566359792068,season+player,0.09,-0.7349613724264282,season+player,-0.446631576,-0.446631576,season+player,-0.52,-0.6566174183324441,season+player,75.0,-1.0909861302524886,season+player,,
202704,2020-21,Reggie Jackson,Key Rotation,1541.0,-0.5785442253088464,-0.2384773536739076,33.3842417817938,3,dunkScore_total | dunkScore_average | dunkScore_max,0.0,-0.5767176340173052,season+player,0.0,-0.504078638787827,season+player,,,,,,,,,,-0.08,-0.38579093893667366,season+player,0.23,-0.5751484608060721,season+player,-0.603727011,-0.603727011,season+player,-0.9,-1.0517337637077377,season+player,74.0,-1.3889104220905202,season+player,,
202704,2021-22,Reggie Jackson,Starter,2340.0,-0.5147703018951519,-0.1619830214796585,37.802490111618596,3,dunkScore_total | dunkScore_average | dunkScore_max,0.02666666666666667,-0.5093865139077702,season+player,2.0,-0.426482356460353,season+player,,,,,,,,,,-0.08,-0.38579093893667366,season+player,0.22,-0.5865636687789546,season+player,-0.612065713,-0.612065713,season+player,-0.63,-0.770993202520029,season+player,74.0,-1.3889104220905202,season+player,,
202704,2022-23,Reggie Jackson,Key Rotation,1659.1999999999998,-0.5229125471023643,-0.17174932683376495,37.238396523484965,3,dunkScore_total | dunkScore_average | dunkScore_max,0.014705882352941176,-0.5395865016039587,season+player,1.0,-0.46528049762409,season+player,,,,,,,,,,-0.08,-0.38579093893667366,season+player,0.22,-0.5865636687789546,season+player,-0.603857672,-0.603857672,season+player,-0.33,-0.4590592456447974,season+player,74.0,-1.3889104220905202,season+player,,
202704,2023-24,Reggie Jackson,Key Rotation,1820.3999999999999,-0.538780831031383,-0.19078271410625572,36.139044073240115,3,dunkScore_total | dunkScore_average | dunkScore_max,0.024390243902439025,-0.5151342924537062,season+player,2.0,-0.426482356460353,season+player,,,,,,,,,,-0.12,-0.5991342402039708,season+player,0.27,-0.5294876289145416,season+player,-0.646227419,-0.646227419,season+player,-0.87,-1.0205403680202143,season+player,74.0,-1.3889104220905202,season+player,,
202704,2024-25,Reggie Jackson,Rotation,384.40000000000003,-0.5395068019270914,-0.191653487862787,36.08874891299635,3,dunkScore_total | dunkScore_average | dunkScore_max,0.0,-0.5767176340173052,season+player,0.0,-0.504078638787827,season+player,,,,,,,,,,0.0,0.04089566359792068,season+player,0.17,-0.6436397086433675,season+player,-0.586688042,-0.586688042,season+player,-0.51,-0.6462196197699364,season+player,74.0,-1.3889104220905202,season+player,,
202705,2013-14,MarShon Brooks,Garbage Time,315.0,-1.1675970268336986,-0.9450231998107526,27.35886251207274,6,dunkScore_total | dunkScore_average | dunkScore_max | Putback Scoring Impact Per 75 Possessions | Stable Putback Points Per 75 | Offensive Rebounding Crashing Skill,0.08571428571428572,-1.3602961765223713,season+player,3.0,-1.387684215296616,season+player,,,,,,,,,,,,,,,,-1.151293571,-1.151293571,season+player,,,,77.0,-0.4951375465764251,season+player,,
202705,2017-18,MarShon Brooks,Too Few Games,192.5,-1.2720088878764422,-1.0702611521915895,26.84837738392414,3,dunkScore_total | dunkScore_average | dunkScore_max,0.0,-1.5767176340173052,season+player,0.0,-1.5040786387878269,season+player,,,,,,,,,,0.0,0.007872415242599731,season+player,0.27,-1.5294876289145416,season+player,-0.731521396,-0.731521396,season+player,-0.01,-1.1263296916445502,season+player,77.0,-0.4951375465764251,season+player,,
202705,2018-19,MarShon Brooks,Rotation,385.70000000000005,-0.3007925427143886,0.09467494962831859,51.657922211688295,3,dunkScore_total | dunkScore_average | dunkScore_max,0.06896551724137931,-0.4025854268374734,season+player,2.0,-0.426482356460353,season+player,,,,,,,,,,0.0,0.04089566359792068,season+player,0.17,-0.6436397086433675,season+player,-0.246298714,-0.246298714,season+player,1.2,1.1318039344188844,season+player,77.0,-0.4951375465764251,season+player,,
202706,2013-14,Jordan Hamilton,Rotation,1020.0,-0.24577478831299784,0.16066659882420095,54.83197603813916,6,dunkScore_total | dunkScore_average | dunkScore_max | Putback Scoring Impact Per 75 Possessions | Stable Putback Points Per 75 | Offensive Rebounding Crashing Skill,0.08333333333333333,-0.3663078836750085,season+player,5.0,-0.31008793296914194,season+player,,,,,,,,,,,,,,,,-0.173001057,-0.173001057,season+player,,,,79.0,0.1007110370996383,season+player,,
202706,2014-15,Jordan Hamilton,Garbage Time,121.79999999999998,-1.2458384170943415,-1.0388706938580188,26.976328710502266,6,dunkScore_total | dunkScore_average | dunkScore_max | Putback Scoring Impact Per 75 Possessions | Stable Putback Points Per 75 | Offensive Rebounding Crashing Skill,0.0,-1.5767176340173052,season+player,0.0,-1.5040786387878269,season+player,,,,,,,,,,,,,,,,-1.44118881,-1.44118881,season+player,,,,79.0,0.1007110370996383,season+player,,
202706,2015-16,Jordan Hamilton,Key Rotation,303.6,-0.296565103437531,0.09974559805427886,51.90180929793512,3,dunkScore_total | dunkScore_average | dunkScore_max,0.09090909090909091,-0.34717972455298146,season+player,1.0,-0.46528049762409,season+player,,,,,,,,,,0.0,0.04089566359792068,season+player,0.21,-0.5979788767518373,season+player,0.057880793,0.057880793,season+player,0.26,0.15441086954315836,season+player,79.0,0.1007110370996383,season+player,,
202708,2013-14,Norris Cole,Key Rotation,2017.2,-0.597380336075298,-0.26107053341086595,32.07927871100367,6,dunkScore_total | dunkScore_average | dunkScore_max | Putback Scoring Impact Per 75 Possessions | Stable Putback Points Per 75 | Offensive Rebounding Crashing Skill,0.036585365853658534,-0.4843426216719066,season+player,3.0,-0.387684215296616,season+player,,,,,,,,,,,,,,,,-0.948457123,-0.948457123,season+player,,,,74.0,-1.3889104220905202,season+player,,
202708,2014-15,Norris Cole,Key Rotation,1830.0,-0.6362712152651582,-0.3077186251830707,29.956593481509127,6,dunkScore_total | dunkScore_average | dunkScore_max | Putback Scoring Impact Per 75 Possessions | Stable Putback Points Per 75 | Offensive Rebounding Crashing Skill,0.02666666666666667,-0.5093865139077702,season+player,2.0,-0.426482356460353,season+player,,,,,,,,,,,,,,,,-1.080826463,-1.080826463,season+player,,,,74.0,-1.3889104220905202,season+player,,
202708,2015-16,Norris Cole,Key Rotation,1197.0,-0.5508166510771049,-0.20521921052243752,35.305204174914785,3,dunkScore_total | dunkScore_average | dunkScore_max,0.022222222222222223,-0.5206083672593594,season+player,1.0,-0.46528049762409,season+player,,,,,,,,,,0.0,0.04089566359792068,season+player,0.06,-0.769206996345076,season+player,-0.894166456,-0.894166456,season+player,-0.95,-1.103722756520276,season+player,74.0,-1.3889104220905202,season+player,,
202708,2016-17,Norris Cole,Garbage Time,124.8,-1.3855157073901192,-1.2064081523042942,26.293425650217774,3,dunkScore_total | dunkScore_average | dunkScore_max,0.0,-1.5767176340173052,season+player,0.0,-1.5040786387878269,season+player,,,,,,,,,,0.0,0.0051037788170205005,season+player,0.37,-1.4153355491857158,season+player,-1.95932339,-1.95932339,season+player,-0.26,-1.3862746557072434,season+player,74.0,-1.3889104220905202,season+player,,
202709,2013-14,Cory Joseph,Rotation,938.4000000000001,-0.5442873380133573,-0.1973875543256148,35.75755405390328,6,dunkScore_total | dunkScore_average | dunkScore_max | Putback Scoring Impact Per 75 Possessions | Stable Putback Points Per 75 | Offensive Rebounding Crashing Skill,0.0,-0.5767176340173052,season+player,0.0,-0.504078638787827,season+player,,,,,,,,,,,,,,,,-0.23708301,-0.23708301,season+player,,,,75.0,-1.0909861302524886,season+player,,
202709,2014-15,Cory Joseph,Rotation,1445.7,-0.5453226740133573,-0.19862939945097935,35.6858261233017,6,dunkScore_total | dunkScore_average | dunkScore_max | Putback Scoring Impact Per 75 Possessions | Stable Putback Points Per 75 | Offensive Rebounding Crashing Skill,0.0,-0.5767176340173052,season+player,0.0,-0.504078638787827,season+player,,,,,,,,,,,,,,,,-0.245365698,-0.245365698,season+player,,,,75.0,-1.0909861302524886,season+player,,
202709,2015-16,Cory Joseph,Starter,2048.0,-0.5065223867800465,-0.15208996919507276,38.37390449591891,3,dunkScore_total | dunkScore_average | dunkScore_max,0.0,-0.5767176340173052,season+player,0.0,-0.504078638787827,season+player,,,,,,,,,,0.0,0.04089566359792068,season+player,0.04,-0.7920374122908411,season+player,-0.534029464,-0.534029464,season+player,-0.07,-0.18871648301959654,season+player,75.0,-1.0909861302524886,season+player,,
202709,2016-17,Cory Joseph,Key Rotation,2000.0,-0.5114521716487666,-0.15800305374763898,38.03236970243714,3,dunkScore_total | dunkScore_average | dunkScore_max,0.0,-0.5767176340173052,season+player,0.0,-0.504078638787827,season+player,,,,,,,,,,-0.02,-0.0657759870357279,season+player,0.29,-0.5066572129687765,season+player,-0.385023969,-0.385023969,season+player,-0.48,-0.6150262240824131,season+player,75.0,-1.0909861302524886,season+player,,
202709,2017-18,Cory Joseph,Key Rotation,2214.0,-0.52600933897749,-0.17546380782775453,37.023851223498745,3,dunkScore_total | dunkScore_average | dunkScore_max,0.0,-0.5767176340173052,season+player,0.0,-0.504078638787827,season+player,,,,,,,,,,0.01,0.09423148891474496,season+player,0.23,-0.5751484608060721,season+player,-0.570125371,-0.570125371,season+player,-0.67,-0.81258439677006,season+player,75.0,-1.0909861302524886,season+player,,
202709,2018-19,Cory Joseph,Key Rotation,2066.4,-0.4930800880175388,-0.13596645644953573,39.30518503939731,3,dunkScore_total | dunkScore_average | dunkScore_max,0.0,-0.5767176340173052,season+player,0.0,-0.504078638787827,season+player,,,,,,,,,,0.0,0.04089566359792068,season+player,0.04,-0.7920374122908411,season+player,-0.47313946,-0.47313946,season+player,0.13,0.019239488230557964,season+player,75.0,-1.0909861302524886,season+player,,
202709,2019-20,Cory Joseph,Key Rotation,1756.8,-0.43571065974129863,-0.06715406622085944,43.08364445399018,3,dunkScore_total | dunkScore_average | dunkScore_max,0.0,-0.5767176340173052,season+player,0.0,-0.504078638787827,season+player,,,,,,,,,,0.04,0.25423896486521785,season+player,0.36,-0.4267507571585984,season+player,-0.257906002,-0.257906002,season+player,0.47,0.37276463935582055,season+player,75.0,-1.0909861302524886,season+player,,
202709,2020-21,Cory Joseph,Rotation,1449.0,-0.4941441144782739,-0.13724271466283336,39.23146943776282,3,dunkScore_total | dunkScore_average | dunkScore_max,0.0,-0.5767176340173052,season+player,0.0,-0.504078638787827,season+player,,,,,,,,,,0.0,0.04089566359792068,season+player,0.05,-0.7806222043179586,season+player,-0.391459413,-0.391459413,season+player,0.02,-0.095136295957027,season+player,75.0,-1.0909861302524886,season+player,,
202709,2021-22,Cory Joseph,Key Rotation,1599.0,-0.5391492077564239,-0.1912245676110985,36.113522986202696,3,dunkScore_total | dunkScore_average | dunkScore_max,0.0,-0.5767176340173052,season+player,0.0,-0.504078638787827,season+player,,,,,,,,,,0.0,0.04089566359792068,season+player,0.05,-0.7806222043179586,season+player,-0.615704372,-0.615704372,season+player,-0.63,-0.770993202520029,season+player,75.0,-1.0909861302524886,season+player,,
202709,2022-23,Cory Joseph,Rotation,1227.6000000000001,-0.5107371299077613,-0.15714538908563602,38.08190769239987,3,dunkScore_total | dunkScore_average | dunkScore_max,0.0,-0.5767176340173052,season+player,0.0,-0.504078638787827,season+player,,,,,,,,,,0.0,0.04089566359792068,season+player,0.06,-0.769206996345076,season+player,-0.557972354,-0.557972354,season+player,-0.15,-0.2718988715196583,season+player,75.0,-1.0909861302524886,season+player,,
202709,2023-24,Cory Joseph,Garbage Time,296.40000000000003,-1.2944314495470153,-1.097156139817622,26.738750142789762,3,dunkScore_total | dunkScore_average | dunkScore_max,0.0,-1.5767176340173052,season+player,0.0,-1.5040786387878269,season+player,,,,,,,,,,0.0,0.01212147469042369,season+player,0.19,-1.6208092926976023,season+player,-1.340405148,-1.340405148,season+player,0.16,0.01494830679331925,season+player,74.0,-1.3889104220905202,season+player,,
202709,2024-25,Cory Joseph,Rotation,610.0,-0.46496744977515747,-0.10224644404541118,41.17792155345262,3,dunkScore_total | dunkScore_average | dunkScore_max,0.0,-0.5767176340173052,season+player,0.0,-0.504078638787827,season+player,,,,,,,,,,0.0,0.04089566359792068,season+player,0.11,-0.712130956480663,season+player,-0.33753237,-0.33753237,season+player,0.75,0.6639029991060369,season+player,74.0,-1.3889104220905202,season+player,,
202710,2013-14,Jimmy Butler,Starter,2592.9,0.3272646937382595,0.8480050932132189,75.60072858115743,6,dunkScore_total | dunkScore_average | dunkScore_max | Putback Scoring Impact Per 75 Possessions | Stable Putback Points Per 75 | Offensive Rebounding Crashing Skill,0.3880597014925373,0.40310090489010675,season+player,26.0,0.5046730314693353,season+player,,,,,,,,,,,,,,,,-0.024360509,-0.024360509,season+player,,,,79.0,0.1007110370996383,season+player,,
202710,2014-15,Jimmy Butler,Star,2515.5,0.6176662212657442,1.1963303918200576,81.12997910093068,6,dunkScore_total | dunkScore_average | dunkScore_max | Putback Scoring Impact Per 75 Possessions | Stable Putback Points Per 75 | Offensive Rebounding Crashing Skill,0.5230769230769231,0.7440081835158809,season+player,34.0,0.8150581607792314,season+player,,,,,,,,,,,,,,,,0.475232969,0.475232969,season+player,,,,79.0,0.1007110370996383,season+player,,
202710,2015-16,Jimmy Butler,Star,2472.2999999999997,0.9683627132712146,1.6169771471530334,84.2817003074373,3,dunkScore_total | dunkScore_average | dunkScore_max,0.7761194029850746,1.3829194437975187,season+player,52.0,1.5134247017264977,season+player,,,,,,,,,,0.08,0.4675822661325149,season+player,0.7,-0.0386336860805904,season+player,-0.187522434,-0.187522434,season+player,-1.09,-1.2492919363953845,season+player,79.0,0.1007110370996383,season+player,,
202710,2016-17,Jimmy Butler,Star,2812.0,0.3523265325407178,0.8780657907544073,76.27028429837213,3,dunkScore_total | dunkScore_average | dunkScore_max,0.35526315789473684,0.32029235428406533,season+player,27.0,0.5434711726330723,season+player,,,,,,,,,,0.18,1.000940519300758,season+player,1.08,0.3951442168889481,season+player,0.170405406,0.170405406,season+player,-0.53,-0.6670152168949518,season+player,79.0,0.1007110370996383,season+player,,
202710,2017-18,Jimmy Butler,Star,2165.3,0.4856097064899595,1.0379337561897575,79.83109688796884,3,dunkScore_total | dunkScore_average | dunkScore_max,0.4745762711864407,0.6215480628473004,season+player,28.0,0.5822693137968094,season+player,,,,,,,,,,0.12,0.6809255673998121,season+player,0.98,0.2809921371601221,season+player,0.228011727,0.228011727,season+player,-0.18,-0.3030922672071815,season+player,80.0,0.39863532893767,season+player,,
202710,2018-19,Jimmy Butler,Star,2184.0,0.8418462274623472,1.4652255600547501,83.14469238067915,3,dunkScore_total | dunkScore_average | dunkScore_max,0.676923076923077,1.1324569533785827,season+player,44.0,1.2030395724166014,season+player,,,,,,,,,,-0.09,-0.4391267642534979,season+player,1.01,0.3152377610787699,season+player,0.66236399,0.66236399,season+player,-0.32,-0.44866144708228967,season+player,80.0,0.39863532893767,season+player,,
202710,2019-20,Jimmy Butler,Star,1960.3999999999999,0.2656756820561464,0.774131477369233,73.95530762005393,3,dunkScore_total | dunkScore_average | dunkScore_max,0.3620689655172414,0.3374764536768119,season+player,21.0,0.31068232565065024,season+player,,,,,,,,,,-0.13,-0.6524700655207951,season+player,0.87,0.15542484945841364,season+player,0.644004747,0.644004747,season+player,0.62,0.5287316177934365,season+player,79.0,0.1007110370996383,season+player,,
202710,2020-21,Jimmy Butler,Star,1747.2,0.17208928096002585,0.6618782417031076,71.45503976655111,3,dunkScore_total | dunkScore_average | dunkScore_max,0.28846153846153844,0.15162380947526055,season+player,15.0,0.07789347866822816,season+player,,,,,,,,,,0.0,0.04089566359792068,season+player,1.24,0.5777875444550694,season+player,0.545447545,0.545447545,season+player,0.66,0.5703228120434675,season+player,79.0,0.1007110370996383,season+player,,
202710,2021-22,Jimmy Butler,Star,1932.3,0.09458975129567858,0.5689205804880908,69.38455110140478,3,dunkScore_total | dunkScore_average | dunkScore_max,0.17543859649122806,-0.1337497385598383,season+player,10.0,-0.11609722715045691,season+player,,,,,,,,,,0.39,2.120992850954068,season+player,1.67,1.0686414872890206,season+player,0.528697095,0.528697095,season+player,-0.06,-0.17831868445708882,season+player,79.0,0.1007110370996383,season+player,,
202710,2022-23,Jimmy Butler,Star,2137.6,0.3280189482581527,0.8489097920731192,75.62087935421164,3,dunkScore_total | dunkScore_average | dunkScore_max,0.296875,0.17286710157712712,season+player,19.0,0.2330860433231762,season+player,,,,,,,,,,0.33,1.8009778990531222,season+player,1.9,1.3311912706653204,season+player,0.747327817,0.747327817,season+player,-0.14,-0.26150107295715064,season+player,79.0,0.1007110370996383,season+player,,
202710,2023-24,Jimmy Butler,Star,2040.0,0.243952086728644,0.7480748725927645,73.37493689926862,3,dunkScore_total | dunkScore_average | dunkScore_max,0.3,0.18075746721496322,season+player,18.0,0.1942879021594392,season+player,,,,,,,,,,0.17,0.9476046939839337,season+player,1.38,0.7376004560754256,season+player,0.438170675,0.438170675,season+player,0.14,0.0296372867930657,season+player,79.0,0.1007110370996383,season+player,,
202710,2024-25,Jimmy Butler,Star,1743.5,0.5697153007182963,1.1388151340307135,80.69904256005833,0,,0.5636363636363636,0.8464174046615022,season+player,31.0,0.6986637372880203,season+player,1254.1,1.0339669506344131,season+player,33.89459459,-0.17076883231582593,season+player,52.2,0.1279842577068808,season+player,-0.08,-0.38579093893667366,season+player,0.59,-0.16420097378229886,season+player,0.729229151,0.729229151,season+player,-0.98,-1.1349161522077993,season+player,79.0,0.1007110370996383,season+player,,
202710,2025-26,Jimmy Butler,Star,1181.8,-0.00438489985515356,0.45020434917157887,66.74032997861669,0,,0.2894736842105263,0.15417939348751528,season+player,11.0,-0.07729908598671989,season+player,476.19999999999993,-0.016466326060099675,season+player,34.01428571428571,-0.1559623594018893,season+player,55.7,0.3486369023669995,season+player,0.0,0.04089566359792068,season+player,0.0,-0.8376982441823716,season+player,0.940476836,0.940476836,season+player,-0.52,-0.6566174183324441,season+player,78.0,-0.1972132547383934,season+player,,
202711,2014-15,Bojan Bogdanovic,Key Rotation,1856.4,-0.07981517871991656,0.35972867353285837,64.40642595156376,6,dunkScore_total | dunkScore_average | dunkScore_max | Putback Scoring Impact Per 75 Possessions | Stable Putback Points Per 75 | Offensive Rebounding Crashing Skill,0.14102564102564102,-0.22063959497649527,season+player,11.0,-0.07729908598671989,season+player,,,,,,,,,,,,,,,,-0.202928452,-0.202928452,season+player,,,,80.0,0.39863532893767,season+player,,
202711,2015-16,Bojan Bogdanovic,Starter,2117.2000000000003,-0.08606138968058888,0.3522365872598907,64.04607300702337,3,dunkScore_total | dunkScore_average | dunkScore_max,0.17721518987341772,-0.12926398771976266,season+player,14.0,0.039095337504491144,season+player,,,,,,,,,,0.05,0.30757479018204215,season+player,0.4,-0.381089925267068,season+player,-0.654572032,-0.654572032,season+player,-0.62,-0.7605954039575213,season+player,80.0,0.39863532893767,season+player,,
202711,2016-17,Bojan Bogdanovic,Starter,2081.7,-0.15918073433665691,0.2645327870143816,59.82771225751037,3,dunkScore_total | dunkScore_average | dunkScore_max,0.12345679012345678,-0.2649994853620507,season+player,10.0,-0.11609722715045691,season+player,,,,,,,,,,0.1,0.5742539167661636,season+player,0.4,-0.381089925267068,season+player,-0.575893184,-0.575893184,season+player,-0.4,-0.5318438355823514,season+player,80.0,0.39863532893767,season+player,,
