NBA_ID,Season,Player,Ball Handle Rating,Speed with Ball Rating,Pass Accuracy Rating,Pass IQ Rating,Pass Vision Rating
1629673,2025-26,Jordan Poole,79.75723066099876,75.71523830633554,78.1434485373354,83.15885937654649,80.50258465516072
1629674,2021-22,Neemias Queta,36.46148132493548,38.428312607938985,38.463158955091906,45.943103589409745,41.1403941743263
1629674,2022-23,Neemias Queta,30.78145285443395,30.13196529412383,37.75695662615404,42.36664796381079,40.607367546687364
1629674,2023-24,Neemias Queta,57.032514876420855,49.01796744921989,65.56359139854463,65.2129907343045,60.40787955177094
1629674,2024-25,Neemias Queta,33.22316608331444,27.19387164675274,42.56465293058436,44.59011391700247,42.241978304437964
1629674,2025-26,Neemias Queta,54.15410759861248,41.82975626544393,56.203882511205485,59.53418136512927,64.5049485746624
1629675,2019-20,Naz Reid,56.67710383956016,61.61007105105887,67.28862052480049,68.42575539023646,67.62249755937641
1629675,2020-21,Naz Reid,71.8325705405702,63.72003284868522,55.83912749082649,61.85100692922499,64.26718849635236
1629675,2021-22,Naz Reid,67.86035024926063,65.87017691745062,56.353350672634484,63.62448502974858,64.48099854271929
1629675,2022-23,Naz Reid,74.52419451640408,68.4693212587957,54.137712227746086,65.26508672833424,66.07014882102456
1629675,2023-24,Naz Reid,74.38445529671674,70.63807514809767,56.05687737031865,64.85885091220877,66.7075239065242
1629675,2024-25,Naz Reid,74.8151453698689,67.15801607421625,71.24858266878492,72.37760595288012,74.18767788720078
1629675,2025-26,Naz Reid,75.90666680407705,73.5715859938547,65.97570867394892,69.53991557587976,74.84118179549155
1629676,2019-20,Isaiah Roby,42.45650963446426,49.45852271528922,36.48881851641495,38.775205452398865,37.577068720196934
1629676,2020-21,Isaiah Roby,60.835088194986795,76.99479859643345,61.26609242391821,69.45822596790734,71.6669455528311
1629676,2021-22,Isaiah Roby,67.86111471398324,74.51725296658665,66.45330474636341,68.69073865714303,69.73039329349689
