NBA_ID,Season,Player,Team(s),RotationRole,MIN,MissingCount,MissingMetrics
201583,2015-16,Ryan Anderson,NOP,Starter,2006.3999999999999,14,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::attributes_Agility | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201583,2016-17,Ryan Anderson,HOU,Starter,2116.7999999999997,14,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::attributes_Agility | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201583,2017-18,Ryan Anderson,HOU,Key Rotation,1722.6000000000001,14,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::attributes_Agility | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201583,2018-19,Ryan Anderson,PHO/MIA,Garbage Time,322.5,16,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::CUT_POSS | Agility::CUT_POSS_PCT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::attributes_Agility | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201583,2019-20,Ryan Anderson,HOU,Too Few Games,14.0,23,Speed::INV_THREE_QUARTER_SPRINT | Speed::TRANSITION_POSS | Speed::TRANSITION_POSS_PCT | Speed::attributes_Speed | Agility::CUT_POSS | Agility::CUT_POSS_PCT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::TRANSITION_POSS | Agility::TRANSITION_POSS_PCT | Agility::attributes_Agility | Strength::Post Defense | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201584,2013-14,Courtney Lee,MEM,Starter,1975.0,43,Speed::INV_THREE_QUARTER_SPRINT | Speed::Movement Speed Rating | Speed::Offensive Transition Frequency Impact | Speed::TRANSITION_POSS | Speed::TRANSITION_POSS_PCT | Speed::Transition Frequency Impact | Speed::Transition Shot Creation | Speed::attributes_Speed | Agility::CUT_POSS | Agility::CUT_POSS_PCT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::Movement Speed Rating | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::Perimeter Isolation Defense | Agility::TRANSITION_POSS | Agility::TRANSITION_POSS_PCT | Agility::Transition Shot Creation | Agility::attributes_Agility | Strength::BOX_OUTS | Strength::Finishing Talent | Strength::Post Defense | Strength::SCREEN_ASSISTS | Strength::Screen Assists Per 75 Possessions | Strength::Screening Talent | Strength::Stable And 1s Per 75 | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::Stable True Usage% | Stamina::TOTAL MIN | Stamina::True Usage | Stamina::attributes_Stamina | Hustle::BOX_OUTS | Hustle::CONTESTED_SHOTS | Hustle::DEFLECTIONS | Hustle::Defensive Playmaking | Hustle::LOOSE_BALLS_RECOVERED
201584,2014-15,Courtney Lee,MEM,Starter,2356.2000000000003,43,Speed::INV_THREE_QUARTER_SPRINT | Speed::Movement Speed Rating | Speed::Offensive Transition Frequency Impact | Speed::TRANSITION_POSS | Speed::TRANSITION_POSS_PCT | Speed::Transition Frequency Impact | Speed::Transition Shot Creation | Speed::attributes_Speed | Agility::CUT_POSS | Agility::CUT_POSS_PCT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::Movement Speed Rating | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::Perimeter Isolation Defense | Agility::TRANSITION_POSS | Agility::TRANSITION_POSS_PCT | Agility::Transition Shot Creation | Agility::attributes_Agility | Strength::BOX_OUTS | Strength::Finishing Talent | Strength::Post Defense | Strength::SCREEN_ASSISTS | Strength::Screen Assists Per 75 Possessions | Strength::Screening Talent | Strength::Stable And 1s Per 75 | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::Stable True Usage% | Stamina::TOTAL MIN | Stamina::True Usage | Stamina::attributes_Stamina | Hustle::BOX_OUTS | Hustle::CONTESTED_SHOTS | Hustle::DEFLECTIONS | Hustle::Defensive Playmaking | Hustle::LOOSE_BALLS_RECOVERED
201584,2015-16,Courtney Lee,MEM/CHO,Starter,2338.4,15,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::attributes_Agility | Strength::Screen Assists Per 75 Possessions | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201584,2016-17,Courtney Lee,NYK,Starter,2456.2999999999997,14,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::attributes_Agility | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201584,2017-18,Courtney Lee,NYK,Starter,2310.4,14,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::attributes_Agility | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201584,2018-19,Courtney Lee,NYK/DAL,Garbage Time,428.4,18,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::CUT_POSS | Agility::CUT_POSS_PCT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::attributes_Agility | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201584,2019-20,Courtney Lee,DAL,Rotation,345.6,19,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::CUT_POSS | Agility::CUT_POSS_PCT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::attributes_Agility | Strength::Screen Assists Per 75 Possessions | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201585,2013-14,Kosta Koufos,MEM,Rotation,1352.0,43,Speed::INV_THREE_QUARTER_SPRINT | Speed::Movement Speed Rating | Speed::Offensive Transition Frequency Impact | Speed::TRANSITION_POSS | Speed::TRANSITION_POSS_PCT | Speed::Transition Frequency Impact | Speed::Transition Shot Creation | Speed::attributes_Speed | Agility::CUT_POSS | Agility::CUT_POSS_PCT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::Movement Speed Rating | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::Perimeter Isolation Defense | Agility::TRANSITION_POSS | Agility::TRANSITION_POSS_PCT | Agility::Transition Shot Creation | Agility::attributes_Agility | Strength::BOX_OUTS | Strength::Finishing Talent | Strength::Post Defense | Strength::SCREEN_ASSISTS | Strength::Screen Assists Per 75 Possessions | Strength::Screening Talent | Strength::Stable And 1s Per 75 | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::Stable True Usage% | Stamina::TOTAL MIN | Stamina::True Usage | Stamina::attributes_Stamina | Hustle::BOX_OUTS | Hustle::CONTESTED_SHOTS | Hustle::DEFLECTIONS | Hustle::Defensive Playmaking | Hustle::LOOSE_BALLS_RECOVERED
201585,2014-15,Kosta Koufos,MEM,Rotation,1344.6000000000001,43,Speed::INV_THREE_QUARTER_SPRINT | Speed::Movement Speed Rating | Speed::Offensive Transition Frequency Impact | Speed::TRANSITION_POSS | Speed::TRANSITION_POSS_PCT | Speed::Transition Frequency Impact | Speed::Transition Shot Creation | Speed::attributes_Speed | Agility::CUT_POSS | Agility::CUT_POSS_PCT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::Movement Speed Rating | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::Perimeter Isolation Defense | Agility::TRANSITION_POSS | Agility::TRANSITION_POSS_PCT | Agility::Transition Shot Creation | Agility::attributes_Agility | Strength::BOX_OUTS | Strength::Finishing Talent | Strength::Post Defense | Strength::SCREEN_ASSISTS | Strength::Screen Assists Per 75 Possessions | Strength::Screening Talent | Strength::Stable And 1s Per 75 | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::Stable True Usage% | Stamina::TOTAL MIN | Stamina::True Usage | Stamina::attributes_Stamina | Hustle::BOX_OUTS | Hustle::CONTESTED_SHOTS | Hustle::DEFLECTIONS | Hustle::Defensive Playmaking | Hustle::LOOSE_BALLS_RECOVERED
201585,2015-16,Kosta Koufos,SAC,Rotation,1482.0,17,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::attributes_Agility | Strength::Screen Assists Per 75 Possessions | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201585,2016-17,Kosta Koufos,SAC,Rotation,1420.0,16,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::attributes_Agility | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201585,2017-18,Kosta Koufos,SAC,Key Rotation,1391.6000000000001,16,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::attributes_Agility | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201585,2018-19,Kosta Koufos,SAC,Rotation,499.8,16,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::attributes_Agility | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201586,2013-14,Serge Ibaka,OKC,Starter,2664.9,43,Speed::INV_THREE_QUARTER_SPRINT | Speed::Movement Speed Rating | Speed::Offensive Transition Frequency Impact | Speed::TRANSITION_POSS | Speed::TRANSITION_POSS_PCT | Speed::Transition Frequency Impact | Speed::Transition Shot Creation | Speed::attributes_Speed | Agility::CUT_POSS | Agility::CUT_POSS_PCT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::Movement Speed Rating | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::Perimeter Isolation Defense | Agility::TRANSITION_POSS | Agility::TRANSITION_POSS_PCT | Agility::Transition Shot Creation | Agility::attributes_Agility | Strength::BOX_OUTS | Strength::Finishing Talent | Strength::Post Defense | Strength::SCREEN_ASSISTS | Strength::Screen Assists Per 75 Possessions | Strength::Screening Talent | Strength::Stable And 1s Per 75 | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::Stable True Usage% | Stamina::TOTAL MIN | Stamina::True Usage | Stamina::attributes_Stamina | Hustle::BOX_OUTS | Hustle::CONTESTED_SHOTS | Hustle::DEFLECTIONS | Hustle::Defensive Playmaking | Hustle::LOOSE_BALLS_RECOVERED
201586,2014-15,Serge Ibaka,OKC,Starter,2118.4,43,Speed::INV_THREE_QUARTER_SPRINT | Speed::Movement Speed Rating | Speed::Offensive Transition Frequency Impact | Speed::TRANSITION_POSS | Speed::TRANSITION_POSS_PCT | Speed::Transition Frequency Impact | Speed::Transition Shot Creation | Speed::attributes_Speed | Agility::CUT_POSS | Agility::CUT_POSS_PCT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::Movement Speed Rating | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::Perimeter Isolation Defense | Agility::TRANSITION_POSS | Agility::TRANSITION_POSS_PCT | Agility::Transition Shot Creation | Agility::attributes_Agility | Strength::BOX_OUTS | Strength::Finishing Talent | Strength::Post Defense | Strength::SCREEN_ASSISTS | Strength::Screen Assists Per 75 Possessions | Strength::Screening Talent | Strength::Stable And 1s Per 75 | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::Stable True Usage% | Stamina::TOTAL MIN | Stamina::True Usage | Stamina::attributes_Stamina | Hustle::BOX_OUTS | Hustle::CONTESTED_SHOTS | Hustle::DEFLECTIONS | Hustle::Defensive Playmaking | Hustle::LOOSE_BALLS_RECOVERED
201586,2015-16,Serge Ibaka,OKC,Starter,2503.8,15,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::attributes_Agility | Strength::Screen Assists Per 75 Possessions | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201586,2016-17,Serge Ibaka,ORL/TOR,Starter,2425.2999999999997,14,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::attributes_Agility | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201586,2017-18,Serge Ibaka,TOR,Starter,2090.0,14,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::attributes_Agility | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201586,2018-19,Serge Ibaka,TOR,Key Rotation,2012.8,16,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::attributes_Agility | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201586,2019-20,Serge Ibaka,TOR,Key Rotation,1485.0,14,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::attributes_Agility | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201586,2020-21,Serge Ibaka,LAC,Star,955.3000000000001,14,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::attributes_Agility | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201586,2021-22,Serge Ibaka,LAC/MIL,Rotation,880.2,16,Speed::INV_THREE_QUARTER_SPRINT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::attributes_Agility | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201586,2022-23,Serge Ibaka,MIL,Garbage Time,185.6,20,Speed::INV_THREE_QUARTER_SPRINT | Speed::TRANSITION_POSS | Speed::TRANSITION_POSS_PCT | Speed::attributes_Speed | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::TRANSITION_POSS | Agility::TRANSITION_POSS_PCT | Agility::attributes_Agility | Strength::attributes_Strength | Vertical::VERTICAL_LEAP | Vertical::attributes_Vertical | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN | Stamina::attributes_Stamina
201587,2013-14,Nicolas Batum,POR,Star,2952.0,38,Speed::INV_THREE_QUARTER_SPRINT | Speed::Movement Speed Rating | Speed::Offensive Transition Frequency Impact | Speed::TRANSITION_POSS | Speed::TRANSITION_POSS_PCT | Speed::Transition Frequency Impact | Speed::Transition Shot Creation | Agility::CUT_POSS | Agility::CUT_POSS_PCT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::Movement Speed Rating | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::Perimeter Isolation Defense | Agility::TRANSITION_POSS | Agility::TRANSITION_POSS_PCT | Agility::Transition Shot Creation | Strength::BOX_OUTS | Strength::Finishing Talent | Strength::Post Defense | Strength::SCREEN_ASSISTS | Strength::Screen Assists Per 75 Possessions | Strength::Screening Talent | Strength::Stable And 1s Per 75 | Vertical::VERTICAL_LEAP | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::Stable True Usage% | Stamina::TOTAL MIN | Stamina::True Usage | Hustle::BOX_OUTS | Hustle::CONTESTED_SHOTS | Hustle::DEFLECTIONS | Hustle::Defensive Playmaking | Hustle::LOOSE_BALLS_RECOVERED
201587,2014-15,Nicolas Batum,POR,Starter,2378.5,38,Speed::INV_THREE_QUARTER_SPRINT | Speed::Movement Speed Rating | Speed::Offensive Transition Frequency Impact | Speed::TRANSITION_POSS | Speed::TRANSITION_POSS_PCT | Speed::Transition Frequency Impact | Speed::Transition Shot Creation | Agility::CUT_POSS | Agility::CUT_POSS_PCT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Agility::Movement Speed Rating | Agility::OFFSCREEN_POSS | Agility::OFFSCREEN_POSS_PCT | Agility::Perimeter Isolation Defense | Agility::TRANSITION_POSS | Agility::TRANSITION_POSS_PCT | Agility::Transition Shot Creation | Strength::BOX_OUTS | Strength::Finishing Talent | Strength::Post Defense | Strength::SCREEN_ASSISTS | Strength::Screen Assists Per 75 Possessions | Strength::Screening Talent | Strength::Stable And 1s Per 75 | Vertical::VERTICAL_LEAP | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::Stable True Usage% | Stamina::TOTAL MIN | Stamina::True Usage | Hustle::BOX_OUTS | Hustle::CONTESTED_SHOTS | Hustle::DEFLECTIONS | Hustle::Defensive Playmaking | Hustle::LOOSE_BALLS_RECOVERED
201587,2015-16,Nicolas Batum,CHO,Starter,2450.0,10,Speed::INV_THREE_QUARTER_SPRINT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Strength::Screen Assists Per 75 Possessions | Vertical::VERTICAL_LEAP | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN
201587,2016-17,Nicolas Batum,CHO,Star,2618.0,9,Speed::INV_THREE_QUARTER_SPRINT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Vertical::VERTICAL_LEAP | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN
201587,2017-18,Nicolas Batum,CHO,Starter,1984.0,10,Speed::INV_THREE_QUARTER_SPRINT | Speed::Offensive Transition Frequency Impact | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Vertical::VERTICAL_LEAP | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN
201587,2018-19,Nicolas Batum,CHO,Starter,2355.0,9,Speed::INV_THREE_QUARTER_SPRINT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Vertical::VERTICAL_LEAP | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN
201587,2019-20,Nicolas Batum,CHO,Key Rotation,506.0,11,Speed::INV_THREE_QUARTER_SPRINT | Agility::CUT_POSS | Agility::CUT_POSS_PCT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Vertical::VERTICAL_LEAP | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN
201587,2020-21,Nicolas Batum,LAC,Starter,1835.8,9,Speed::INV_THREE_QUARTER_SPRINT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Vertical::VERTICAL_LEAP | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN
201587,2021-22,Nicolas Batum,LAC,Key Rotation,1463.2,9,Speed::INV_THREE_QUARTER_SPRINT | Agility::INV_LANE_AGILITY_TIME | Agility::INV_MODIFIED_LANE_AGILITY_TIME | Agility::INV_THREE_QUARTER_SPRINT | Vertical::VERTICAL_LEAP | Vertical::jumpSubscore_average | Vertical::jumpSubscore_max | Vertical::jumpSubscore_total | Stamina::TOTAL MIN
