NBA ID,Season,Player,3-Point Shot Rating,,Three-Point Shot,FG3A,3PT Shooting Talent,3PT Shot Making,C&S 3PT Shot Making,3PT Pull Up Talent,3PT Pull Up Shot Making,3PT Pull Up Shot Creation,3PT Shot Creation,3PT Shot Making Efficiency,C&S 3PT Shot Making Efficiency,Stable FG3%,Stable C&S 3PT%,Stable ATB 3PT%,Stable Pull Up 3PT%,FG3M,3PT Functional Versatility,Stable 3PTA Per 75,Off-Ball Gravity,Stable Corner 3PT%,3PT Attempt Rate,FG3_PCT
1495,2013-14,Tim Duncan,25.0,-3.0,-1.3535801073263478,0.1,,,,,,,,,,,,,,-1.0544371366708367,,,,,,-1.9091313385437252
1495,2014-15,Tim Duncan,32.755572615193486,-2.9002109599723562,-0.6894910320531484,0.1,,,,,,,,,,,,,,-1.0544371366708367,,,,,,-0.01173398062029872
1495,2015-16,Tim Duncan,25.0,-3.0,-0.7244644025245327,0.0,-0.4919382917439256,0.09298251249193175,0.0828761694845758,-0.7892062971094266,,,-1.2023414209036591,0.31495417887779203,0.1964278137669234,-0.6593840892615394,-0.30974031505274047,-0.15249557522555413,-1.8722579412047635,-1.0544371366708367,-0.8354757577072959,-1.733085627108269,-0.4287040345794915,-0.41627378005562793,-1.669627426485731,-1.9091313385437252
1497,2013-14,Chauncey Billups,76.4546462058363,0.2565515348182323,-0.12950383632176662,2.5,,,,,,,,,,,,,,-0.2143521257642418,,,,,,0.02807155835711586
1536,2013-14,Stephen Jackson,51.441830980326124,-2.0670418075208743,-2.1107109395249912,1.6,,,,,,,,,,,,,,-1.934424992255609,,,,,,-2.4380991273109864
1712,2013-14,Antawn Jamison,57.2784898685609,-1.4548894969489377,-1.5887605259786648,1.9,,,,,,,,,,,,,,-1.5743885590099254,,,,,,-1.6154513217777524
1713,2013-14,Vince Carter,86.21347360773686,1.5407037898053593,0.9654259531627293,4.6,,,,,,,,,,,,,,1.1057814628032647,,,,,,0.7047657209731634
1713,2014-15,Vince Carter,79.08817252816607,0.5446348288417183,0.11612979415634032,3.5,,,,,,,,,,,,,,0.14568430748144182,,,,,,0.061242840838294677
1713,2015-16,Vince Carter,78.6189705836559,0.49271069536936113,0.07185678812356047,2.8,0.5855491543934743,0.11132320789712764,0.0828761694845758,0.31346471990414804,0.06743103913898635,0.23330568867543885,0.09773661778799773,0.3779838804631002,0.27086434224649913,-0.5079403684943506,-0.30974031505274047,-0.01696516793240065,-1.7356927885299787,0.14568430748144182,0.49317586483121856,0.5876774972591461,0.12518755549006283,-0.6745774151418251,0.5202789110151976,0.406224178642554
1713,2016-17,Vince Carter,83.78090403827629,1.1517376302474756,0.633774754056611,4.1,1.2076037624727982,1.285127713829664,1.7224085173046841,0.16137216583331018,-0.1992074185456354,0.04273194967649389,0.02617268905267718,1.4494888074133396,1.672752295278509,0.7338981417965956,-0.30974031505274047,1.2170748563684302,-0.4337716663636855,0.7457450295575812,1.4656940627717807,0.6286540532271099,0.14875741038663964,-0.41627378005562793,1.019983060948838,0.5986176170333911
1713,2017-18,Vince Carter,78.7518274850927,0.5072073090185364,0.08421729605358673,2.8,0.4411436203750599,0.22136738032830292,0.6949682460040829,-0.4596724299559445,-0.6436048480200051,-0.6719195715695495,-0.31971963316803886,0.46622546268253173,0.990417450882398,-0.2353416711134134,-0.30974031505274047,0.09716570136710101,-1.325997330505618,0.14568430748144182,0.3151091525322424,0.5243500925813837,0.466950451490426,-0.4441984973622434,0.9253353269847464,0.37968715265761094
1713,2018-19,Vince Carter,85.51345924511435,1.4496004816978667,0.8877469041402457,4.2,1.363117414492629,1.266787018424468,1.4163624790449305,0.5035804124926954,0.37850923977104506,0.11419710180109831,0.0023180461409036393,1.6763957331204493,1.5983157667989332,1.1215940669605993,-0.30974031505274047,0.789084096495313,0.4220366237316447,0.865757173972809,0.9314939258748522,1.2880040901661667,1.1504762434911526,0.9171314713352888,1.338914524685659,0.6715944384919845
1713,2019-20,Vince Carter,75.12772326093024,0.11176500836384676,-0.25295577149161996,3.4,0.14122443433681453,-0.6406453037159034,-0.9882849644245617,0.2881159608923417,0.31184962534988964,-0.39796982175856627,-0.16466445424151102,-0.8826101512430639,-1.3295210200643792,-1.4771801814043597,-0.30974031505274047,-1.3508697028702936,0.43114096724329526,0.14568430748144182,-0.5067372119245708,1.2284018269400372,-0.8293915678212969,-0.6606150564885198,1.2909178065142954,0.09441412331947349
1717,2013-14,Dirk Nowitzki,84.92529686632805,1.3686189001316234,0.8186981245176632,4.1,,,,,,,,,,,,,,0.865757173972809,,,,,,0.7313027469581064
1717,2014-15,Dirk Nowitzki,83.70114558692792,1.136622091432123,0.6208865208515815,3.6,,,,,,,,,,,,,,0.6257328851423531,,,,,,0.6118861300258627
1717,2015-16,Dirk Nowitzki,79.03303416582565,0.5381635571396193,0.11061207759667326,4.6,0.7188465704104722,0.7532475470789833,1.0228747155681046,-0.32025425539100977,0.06743103913898635,-1.4699471036276317,-0.6894665983005285,0.844403672194381,0.7919200416035294,0.17052750054265356,-0.30974031505274047,1.0530117317504026,-1.8995709717397218,0.9857693183880368,-0.1506037873266184,0.28221589822523263,1.5747336316295346,-1.4006200651138434,-0.31001945660344615,0.5322750520710335
1717,2016-17,Dirk Nowitzki,78.7181729086144,0.5035351069164532,0.08108620045416443,3.9,0.5411166823878084,0.5698405930270246,1.1977581660022494,-0.9032757126625549,-0.9324631771783451,-1.4818579623150656,-0.665611955388755,0.7183442690237646,1.1516965959214787,0.6248586628442199,-0.30974031505274047,0.8604158898074958,-0.8070497503414309,0.7457450295575812,-0.21909098436468608,0.3082918883866644,-0.28728490520003086,0.25391943530315925,-0.3068794843866281,0.5986176170333911
