Season,Player,FT_PCT
2021-22,Russell Westbrook,0.667
2021-22,Ryan Arcidiacono,0.0
2021-22,Saben Lee,0.789
2021-22,Saddiq Bey,0.827
2021-22,Sam Dekker,0.0
2021-22,Sam Hauser,0.0
2021-22,Sam Merrill,0.5
2021-22,Sandro Mamukelashvili,0.818
2021-22,Santi Aldama,0.625
2021-22,Scottie Barnes,0.735
2021-22,Scottie Lewis,0.5
2021-22,Scotty Hopson,0.0
2021-22,Sekou Doumbouya,0.75
2021-22,Semi Ojeleye,0.793
2021-22,Serge Ibaka,0.727
2021-22,Seth Curry,0.872
2021-22,Shai Gilgeous-Alexander,0.81
2021-22,Shake Milton,0.836
2021-22,Shaq Buchanan,0.0
2021-22,Shaquille Harrison,0.0
2021-22,Sharife Cooper,0.0
2021-22,Skylar Mays,0.889
2021-22,Solomon Hill,0.0
2021-22,Spencer Dinwiddie,0.774
2021-22,Stanley Johnson,0.716
2021-22,Stephen Curry,0.923
2021-22,Sterling Brown,0.933
2021-22,Steven Adams,0.543
2021-22,Svi Mykhailiuk,0.865
2021-22,T.J. McConnell,0.826
2021-22,Tacko Fall,0.286
2021-22,Taj Gibson,0.808
2021-22,Talen Horton-Tucker,0.8
2021-22,Taurean Prince,0.756
2021-22,Terance Mann,0.78
2021-22,Terence Davis,0.818
2021-22,Terrence Ross,0.862
2021-22,Terry Rozier,0.852
2021-22,Terry Taylor,0.706
2021-22,Thaddeus Young,0.469
2021-22,Thanasis Antetokounmpo,0.63
2021-22,Theo Maledon,0.79
2021-22,Theo Pinson,1.0
2021-22,Thomas Bryant,0.875
2021-22,Tim Frazier,0.556
2021-22,Tim Hardaway Jr.,0.757
2021-22,Timothe Luwawu-Cabarrot,0.854
2021-22,Tobias Harris,0.842
2021-22,Tomas Satoransky,0.796
2021-22,Tony Bradley,0.655
2021-22,Tony Snell,1.0
2021-22,Torrey Craig,0.75
2021-22,Trae Young,0.904
2021-22,Trayvon Palmer,0.0
2021-22,Tre Jones,0.78
2021-22,Tre Mann,0.793
2021-22,Tremont Waters,0.0
2021-22,Trendon Watford,0.755
2021-22,Trent Forrest,0.792
2021-22,Trevelin Queen,1.0
2021-22,Trevon Scott,0.0
2021-22,Trevor Ariza,0.556
2021-22,Trey Burke,0.87
2021-22,Trey Lyles,0.802
2021-22,Trey Murphy III,0.882
2021-22,Tristan Thompson,0.526
2021-22,Troy Brown Jr.,0.769
2021-22,Ty Jerome,0.809
2021-22,Tyler Cook,0.656
2021-22,Tyler Hall,0.0
2021-22,Tyler Herro,0.868
2021-22,Tyler Johnson,0.0
2021-22,Tyrell Terry,0.0
2021-22,Tyrese Haliburton,0.842
2021-22,Tyrese Maxey,0.866
2021-22,Tyrone Wallace,0.2
2021-22,Tyus Jones,0.818
2021-22,Udoka Azubuike,0.545
2021-22,Udonis Haslem,1.0
2021-22,Usman Garuba,0.714
2021-22,Vernon Carey Jr.,0.462
2021-22,Victor Oladipo,0.737
2021-22,Vlatko Čančar,0.643
2021-22,Vít Krejčí,0.864
2021-22,Wayne Ellington,0.818
2021-22,Wayne Selden,0.5
2021-22,Wendell Carter Jr.,0.691
2021-22,Wenyen Gabriel,0.595
2021-22,Wes Iwundu,0.75
2021-22,Wesley Matthews,0.786
2021-22,Will Barton,0.803
2021-22,Willie Cauley-Stein,0.5
2021-22,Willy Hernangomez,0.773
2021-22,Xavier Moon,0.6
2021-22,Xavier Sneed,0.0
2021-22,Xavier Tillman,0.648
2021-22,Yuta Watanabe,0.6
2021-22,Yves Pons,0.0
2021-22,Zach Collins,0.8
2021-22,Zach LaVine,0.853
2021-22,Zavier Simpson,1.0
2021-22,Zeke Nnaji,0.631
2021-22,Ziaire Williams,0.782
2021-22,Zylan Cheatham,0.0
2020-21,Aaron Gordon,0.651
2020-21,Aaron Holiday,0.819
2020-21,Aaron Nesmith,0.786
2020-21,Abdel Nader,0.757
2020-21,Adam Mokoka,0.0
2020-21,Al Horford,0.818
2020-21,Al-Farouq Aminu,0.818
2020-21,Alec Burks,0.856
2020-21,Aleksej Pokusevski,0.738
2020-21,Alen Smailagic,0.333
2020-21,Alex Caruso,0.645
2020-21,Alex Len,0.629
2020-21,Alfonzo McKinnie,0.556
2020-21,Alize Johnson,1.0
2020-21,Amida Brimah,1.0
2020-21,Amir Coffey,0.711
2020-21,Anderson Varejao,0.556
2020-21,Andre Drummond,0.6
2020-21,Andre Iguodala,0.658
2020-21,Andre Roberson,0.5
2020-21,Andrew Wiggins,0.714
2020-21,Anfernee Simons,0.807
2020-21,Anthony Davis,0.738
2020-21,Anthony Edwards,0.776
2020-21,Anthony Gill,0.813
2020-21,Anthony Lamb,0.857
2020-21,Anthony Tolliver,0.833
2020-21,Anzejs Pasecniks,0.0
2020-21,Armoni Brooks,0.583
2020-21,Aron Baynes,0.707
2020-21,Ashton Hagans,0.0
2020-21,Austin Rivers,0.71
2020-21,Avery Bradley,0.8
2020-21,Axel Toupane,0.714
2020-21,Bam Adebayo,0.799
2020-21,Ben McLemore,0.736
2020-21,Ben Simmons,0.613
2020-21,Bismack Biyombo,0.448
2020-21,Blake Griffin,0.744
2020-21,Boban Marjanović,0.816
2020-21,Bobby Portis,0.74
2020-21,Bogdan Bogdanović,0.909
2020-21,Bojan Bogdanović,0.879
2020-21,Bol Bol,0.667
2020-21,Brad Wanamaker,0.891
2020-21,Bradley Beal,0.889
2020-21,Brandon Clarke,0.69
2020-21,Brandon Goodwin,0.651
2020-21,Brandon Ingram,0.878
2020-21,Brian Bowen II,1.0
2020-21,Brodric Thomas,0.674
2020-21,Brook Lopez,0.845
2020-21,Bruce Brown,0.735
2020-21,Bruno Caboclo,0.5
2020-21,Bruno Fernando,0.682
2020-21,Bryn Forbes,0.77
2020-21,Buddy Hield,0.846
2020-21,CJ Elleby,0.733
2020-21,CJ McCollum,0.812
2020-21,Caleb Martin,0.641
2020-21,Cam Reddish,0.817
2020-21,Cam Reynolds,0.0
2020-21,Cameron Johnson,0.847
2020-21,Cameron Oliver,0.25
2020-21,Cameron Payne,0.893
2020-21,Caris LeVert,0.811
2020-21,Carmelo Anthony,0.89
2020-21,Carsen Edwards,0.846
2020-21,Cassius Stanley,0.778
2020-21,Cassius Winston,0.833
2020-21,Cedi Osman,0.8
2020-21,Chandler Hutchison,0.84
2020-21,Charlie Brown Jr.,0.9
2020-21,Chasson Randle,0.792
2020-21,Chimezie Metu,0.721
2020-21,Chris Boucher,0.788
2020-21,Chris Chiozza,0.765
2020-21,Chris Paul,0.934
2020-21,Chris Silva,0.733
2020-21,Christian Wood,0.631
2020-21,Chuma Okeke,0.75
2020-21,Clint Capela,0.573
2020-21,Coby White,0.901
2020-21,Cody Martin,0.581
2020-21,Cody Zeller,0.714
2020-21,Cole Anthony,0.832
2020-21,Collin Sexton,0.815
2020-21,Cory Joseph,0.818
2020-21,Cristiano Felicio,0.563
2020-21,D'Angelo Russell,0.765
2020-21,D.J. Augustin,0.904
2020-21,D.J. Wilson,0.68
2020-21,DaQuan Jeffries,0.875
2020-21,Dakota Mathias,0.333
2020-21,Damian Jones,0.724
2020-21,Damian Lillard,0.928
2020-21,Damion Lee,0.909
2020-21,Damyean Dotson,0.667
2020-21,Daniel Gafford,0.667
2020-21,Daniel Oturu,0.75
2020-21,Daniel Theis,0.673
2020-21,Danilo Gallinari,0.925
2020-21,Danny Green,0.775
2020-21,Danté Exum,0.5
2020-21,Danuel House Jr.,0.651
2020-21,Dario Šarić,0.848
2020-21,Darius Bazley,0.702
2020-21,Darius Garland,0.848
2020-21,Darius Miller,1.0
2020-21,David Nwaba,0.691
2020-21,Davis Bertans,0.87
2020-21,De'Aaron Fox,0.719
2020-21,De'Andre Hunter,0.859
2020-21,De'Anthony Melton,0.804
2020-21,DeAndre Jordan,0.5
2020-21,DeAndre' Bembry,0.682
2020-21,DeMar DeRozan,0.88
2020-21,DeMarcus Cousins,0.728
2020-21,Dean Wade,0.769
2020-21,Deandre Ayton,0.769
2020-21,Deividas Sirvydis,0.5
2020-21,Dejounte Murray,0.791
2020-21,Delon Wright,0.802
2020-21,Deni Avdija,0.644
2020-21,Dennis Schröder,0.848
2020-21,Dennis Smith Jr.,0.731
2020-21,Denzel Valentine,0.941
2020-21,Derrick Favors,0.738
2020-21,Derrick Jones Jr.,0.648
2020-21,Derrick Rose,0.866
2020-21,Derrick White,0.851
2020-21,Desmond Bane,0.816
2020-21,Devin Booker,0.867
2020-21,Devin Cannady,0.857
2020-21,Devin Vassell,0.843
2020-21,Devon Dotson,0.0
2020-21,Devontae Cacok,0.455
2020-21,Devonte' Graham,0.842
2020-21,Dewayne Dedmon,0.741
2020-21,Didi Louzada,0.0
2020-21,Dillon Brooks,0.815
2020-21,Domantas Sabonis,0.732
2020-21,Donovan Mitchell,0.845
2020-21,Donta Hall,0.676
2020-21,Donte DiVincenzo,0.718
2020-21,Dorian Finney-Smith,0.756
2020-21,Doug McDermott,0.816
2020-21,Draymond Green,0.795
2020-21,Drew Eubanks,0.726
2020-21,Duncan Robinson,0.827
2020-21,Dwayne Bacon,0.824
2020-21,Dwight Howard,0.576
2020-21,Dwight Powell,0.782
2020-21,Dylan Windler,0.778
2020-21,E'Twaun Moore,0.857
2020-21,Ed Davis,0.833
2020-21,Edmond Sumner,0.819
2020-21,Elfrid Payton,0.682
2020-21,Elijah Bryant,1.0
2020-21,Elijah Hughes,0.75
2020-21,Enes Freedom,0.774
2020-21,Eric Bledsoe,0.687
2020-21,Eric Gordon,0.825
2020-21,Eric Paschall,0.713
2020-21,Ersan Ilyasova,1.0
2020-21,Evan Fournier,0.788
2020-21,Facundo Campazzo,0.879
2020-21,Frank Jackson,0.813
2020-21,Frank Kaminsky,0.617
2020-21,Frank Mason III,0.714
2020-21,Frank Ntilikina,0.444
2020-21,Fred VanVleet,0.885
2020-21,Freddie Gillespie,0.697
2020-21,Furkan Korkmaz,0.732
2020-21,Gabe Vincent,0.87
2020-21,Gabriel Deck,0.818
2020-21,Garrett Temple,0.8
2020-21,Garrison Mathews,0.884
2020-21,Gary Clark,0.8
2020-21,Gary Harris,0.821
2020-21,Gary Payton II,0.75
2020-21,Gary Trent Jr.,0.783
2020-21,George Hill,0.8
2020-21,Georges Niang,0.957
2020-21,Giannis Antetokounmpo,0.685
2020-21,Glenn Robinson III,0.913
2020-21,Goga Bitadze,0.738
2020-21,Goran Dragic,0.828
2020-21,Gordon Hayward,0.843
2020-21,Gorgui Dieng,0.866
2020-21,Grant Riller,0.0
2020-21,Grant Williams,0.588
2020-21,Grayson Allen,0.868
2020-21,Greg Whittington,0.0
2020-21,Hamidou Diallo,0.64
2020-21,Harrison Barnes,0.83
2020-21,Harry Giles III,0.593
2020-21,Hassan Whiteside,0.519
2020-21,Henry Ellenson,0.75
2020-21,Ignas Brazdeikis,0.714
2020-21,Iman Shumpert,0.0
2020-21,Immanuel Quickley,0.891
2020-21,Isaac Bonga,0.625
2020-21,Isaac Okoro,0.726
2020-21,Isaiah Hartenstein,0.648
2020-21,Isaiah Joe,0.75
2020-21,Isaiah Roby,0.744
2020-21,Isaiah Stewart,0.696
2020-21,Isaiah Thomas,1.0
2020-21,Ish Smith,0.576
2020-21,Ivica Zubac,0.789
2020-21,JJ Redick,0.942
2020-21,Ja Morant,0.728
2020-21,JaKarr Sampson,0.655
2020-21,JaMychal Green,0.807
2020-21,JaVale McGee,0.657
2020-21,Jabari Parker,0.769
2020-21,Jaden McDaniels,0.6
2020-21,Jae Crowder,0.76
2020-21,Jae'Sean Tate,0.694
2020-21,Jahlil Okafor,0.708
2020-21,Jahmi'us Ramsey,1.0
2020-21,Jake Layman,0.703
2020-21,Jakob Poeltl,0.508
2020-21,Jalen Brunson,0.795
2020-21,Jalen Harris,0.778
2020-21,Jalen Lecque,1.0
2020-21,Jalen McDaniels,0.703
2020-21,Jalen Smith,0.714
2020-21,Jamal Murray,0.869
2020-21,James Ennis III,0.805
2020-21,James Harden,0.861
2020-21,James Johnson,0.592
2020-21,James Nunnally,0.5
2020-21,James Wiseman,0.628
2020-21,Jared Dudley,0.0
2020-21,Jared Harper,0.75
2020-21,Jaren Jackson Jr.,0.833
2020-21,Jarred Vanderbilt,0.559
2020-21,Jarrell Brantley,1.0
2020-21,Jarrett Allen,0.703
2020-21,Jarrett Culver,0.604
2020-21,Javonte Green,0.75
2020-21,Jaxson Hayes,0.775
2020-21,Jay Scrubb,1.0
2020-21,Jaylen Adams,0.0
2020-21,Jaylen Brown,0.764
2020-21,Jaylen Hoard,0.683
2020-21,Jaylen Nowell,0.818
2020-21,Jayson Tatum,0.868
2020-21,Jeff Green,0.776
2020-21,Jeff Teague,0.848
2020-21,Jerami Grant,0.845
2020-21,Jeremiah Martin,0.2
2020-21,Jeremy Lamb,0.947
2020-21,Jerome Robinson,0.8
2020-21,Jevon Carter,0.571
2020-21,Jimmy Butler,0.863
2020-21,Joe Harris,0.778
2020-21,Joe Ingles,0.844
2020-21,Joel Embiid,0.859
2020-21,John Collins,0.833
2020-21,John Konchar,0.833
2020-21,John Wall,0.749
2020-21,Jonas Valančiūnas,0.773
2020-21,Jontay Porter,0.6
2020-21,Jordan Bell,0.5
2020-21,Jordan Bone,0.0
2020-21,Jordan Clarkson,0.896
2020-21,Jordan McLaughlin,0.767
2020-21,Jordan Nwora,0.76
2020-21,Jordan Poole,0.882
2020-21,Josh Green,0.565
2020-21,Josh Hall,0.5
2020-21,Josh Hart,0.775
2020-21,Josh Jackson,0.729
2020-21,Josh Okogie,0.769
2020-21,Josh Richardson,0.917
2020-21,Jrue Holiday,0.787
2020-21,Juan Toscano-Anderson,0.71
2020-21,Juancho Hernangomez,0.619
2020-21,Julius Randle,0.811
2020-21,Justin Holiday,0.788
2020-21,Justin Jackson,0.838
2020-21,Justin James,0.583
2020-21,Justin Patton,0.75
2020-21,Justin Robinson,0.6
2020-21,Justise Winslow,0.571
2020-21,Jusuf Nurkić,0.619
2020-21,Juwan Morgan,0.429
2020-21,KJ Martin,0.714
2020-21,KZ Okpala,0.533
2020-21,Karim Mane,0.8
2020-21,Karl-Anthony Towns,0.859
2020-21,Kawhi Leonard,0.885
2020-21,Keita Bates-Diop,0.667
2020-21,Kelan Martin,0.9
2020-21,Keldon Johnson,0.74
2020-21,Keljin Blevins,0.0
2020-21,Kelly Olynyk,0.829
2020-21,Kelly Oubre Jr.,0.695
2020-21,Kemba Walker,0.899
2020-21,Kendrick Nunn,0.933
2020-21,Kenrich Williams,0.571
2020-21,Kent Bazemore,0.692
2020-21,Kentavious Caldwell-Pope,0.866
2020-21,Kevin Durant,0.882
2020-21,Kevin Huerter,0.781
2020-21,Kevin Knox II,0.8
2020-21,Kevin Love,0.824
2020-21,Kevin Porter Jr.,0.734
2020-21,Kevon Looney,0.646
2020-21,Khem Birch,0.705
2020-21,Khris Middleton,0.898
2020-21,Khyri Thomas,1.0
2020-21,Killian Hayes,0.824
2020-21,Killian Tillie,0.818
2020-21,Kira Lewis Jr.,0.843
2020-21,Kostas Antetokounmpo,0.462
2020-21,Kris Dunn,0.75
2020-21,Kristaps Porziņģis,0.855
2020-21,Kyle Anderson,0.783
2020-21,Kyle Guy,0.8
2020-21,Kyle Kuzma,0.691
2020-21,Kyle Lowry,0.875
2020-21,Kyrie Irving,0.922
2020-21,LaMarcus Aldridge,0.872
2020-21,LaMelo Ball,0.758
2020-21,Lamar Stevens,0.725
2020-21,Landry Shamet,0.846
2020-21,Langston Galloway,0.957
2020-21,Larry Nance Jr.,0.612
2020-21,Lauri Markkanen,0.826
2020-21,LeBron James,0.698
2020-21,Lonnie Walker IV,0.814
2020-21,Lonzo Ball,0.781
2020-21,Lou Williams,0.867
2020-21,Louis King,1.0
2020-21,Luguentz Dort,0.744
2020-21,Luka Dončić,0.73
2020-21,Luka Samanic,0.552
2020-21,Luke Kennard,0.839
2020-21,Luke Kornet,0.5
2020-21,Malachi Flynn,0.804
2020-21,Malcolm Brogdon,0.864
2020-21,Malik Beasley,0.85
2020-21,Malik Fitts,0.0
2020-21,Malik Monk,0.819
2020-21,Mamadi Diakite,0.786
2020-21,Marc Gasol,0.72
2020-21,Marcus Morris Sr.,0.82
2020-21,Marcus Smart,0.79
2020-21,Markelle Fultz,0.895
2020-21,Markieff Morris,0.72
2020-21,Markus Howard,0.778
2020-21,Marques Bolden,0.625
2020-21,Marquese Chriss,0.5
2020-21,Marvin Bagley III,0.575
2020-21,Mason Jones,0.625
2020-21,Mason Plumlee,0.669
2020-21,Matisse Thybulle,0.444
2020-21,Matt Thomas,0.857
2020-21,Matthew Dellavedova,1.0
2020-21,Maurice Harkless,0.767
2020-21,Max Strus,0.667
2020-21,Maxi Kleber,0.919
2020-21,Meyers Leonard,0.5
2020-21,Mfiondu Kabengele,0.8
2020-21,Michael Carter-Williams,0.613
2020-21,Michael Porter Jr.,0.791
2020-21,Mikal Bridges,0.84
2020-21,Mike Conley,0.852
2020-21,Mike James,0.778
2020-21,Mike Muscala,0.917
2020-21,Mike Scott,0.667
2020-21,Miles Bridges,0.867
2020-21,Mitchell Robinson,0.491
2020-21,Miye Oni,0.833
2020-21,Mo Bamba,0.682
2020-21,Montrezl Harrell,0.707
2020-21,Monté Morris,0.795
2020-21,Moritz Wagner,0.816
2020-21,Moses Brown,0.619
2020-21,Mychal Mulder,0.636
2020-21,Myles Turner,0.782
2020-21,Naji Marshall,0.707
2020-21,Nassir Little,0.8
2020-21,Nate Darling,1.0
2020-21,Nate Hinton,0.7
2020-21,Nathan Knight,0.8
2020-21,Naz Reid,0.693
2020-21,Nemanja Bjelica,0.725
2020-21,Nerlens Noel,0.714
2020-21,Nic Claxton,0.484
2020-21,Nick Richards,0.636
2020-21,Nickeil Alexander-Walker,0.727
2020-21,Nico Mannion,0.821
2020-21,Nicolas Batum,0.828
2020-21,Nicolo Melli,0.76
2020-21,Nikola Jokić,0.868
2020-21,Nikola Vučević,0.84
2020-21,Noah Vonleh,0.0
2020-21,Norman Powell,0.871
2020-21,Norvel Pelle,0.667
2020-21,OG Anunoby,0.784
2020-21,Obi Toppin,0.731
2020-21,Onyeka Okongwu,0.632
2020-21,Oshae Brissett,0.769
2020-21,Otto Porter Jr.,0.857
2020-21,P.J. Tucker,0.75
2020-21,P.J. Washington,0.745
2020-21,PJ Dozier,0.636
2020-21,Pascal Siakam,0.827
2020-21,Pat Connaughton,0.775
2020-21,Patrick Beverley,0.8
2020-21,Patrick McCaw,1.0
2020-21,Patrick Patterson,0.765
2020-21,Patrick Williams,0.728
2020-21,Patty Mills,0.91
2020-21,Paul George,0.868
2020-21,Paul Millsap,0.724
2020-21,Paul Reed,0.5
2020-21,Paul Watson,0.625
2020-21,Payton Pritchard,0.889
2020-21,Precious Achiuwa,0.509
2020-21,Quinn Cook,0.875
2020-21,Quinndary Weatherspoon,0.813
2020-21,R.J. Hampton,0.671
2020-21,RJ Barrett,0.746
2020-21,Rajon Rondo,0.941
2020-21,Raul Neto,0.882
2020-21,Ray Spalding,0.0
2020-21,Rayjon Tucker,0.737
2020-21,Reggie Bullock Jr.,0.909
2020-21,Reggie Jackson,0.817
2020-21,Reggie Perry,0.769
2020-21,Richaun Holmes,0.794
2020-21,Ricky Rubio,0.867
2020-21,Robert Covington,0.806
2020-21,Robert Franks,0.923
2020-21,Robert Williams III,0.616
2020-21,Robert Woodard II,0.375
2020-21,Robin Lopez,0.723
2020-21,Rodions Kurucs,0.75
2020-21,Rodney Hood,0.857
2020-21,Rodney McGruder,0.75
2020-21,Romeo Langford,0.75
2020-21,Rondae Hollis-Jefferson,0.563
2020-21,Royce O'Neale,0.848
2020-21,Rudy Gay,0.804
2020-21,Rudy Gobert,0.623
2020-21,Rui Hachimura,0.77
2020-21,Russell Westbrook,0.656
2020-21,Ryan Arcidiacono,0.65
2020-21,Saben Lee,0.685
2020-21,Saddiq Bey,0.844
2020-21,Sam Merrill,1.0
2020-21,Sean McDermott,1.0
2020-21,Sekou Doumbouya,0.703
2020-21,Semi Ojeleye,0.75
2020-21,Serge Ibaka,0.811
2020-21,Seth Curry,0.896
2020-21,Shai Gilgeous-Alexander,0.808
2020-21,Shake Milton,0.83
2020-21,Shaquille Harrison,0.818
2020-21,Sindarius Thornwell,0.5
2020-21,Skylar Mays,0.88
2020-21,Solomon Hill,0.761
2020-21,Spencer Dinwiddie,1.0
2020-21,Stanley Johnson,0.8
2020-21,Stephen Curry,0.916
2020-21,Sterling Brown,0.806
2020-21,Steven Adams,0.444
2020-21,Svi Mykhailiuk,0.76
2020-21,T.J. Leaf,1.0
2020-21,T.J. McConnell,0.688
2020-21,T.J. Warren,0.8
2020-21,Tacko Fall,0.333
2020-21,Taj Gibson,0.727
2020-21,Talen Horton-Tucker,0.775
2020-21,Taurean Prince,0.855
2020-21,Terance Mann,0.83
2020-21,Terence Davis,0.818
2020-21,Terrance Ferguson,0.0
2020-21,Terrence Ross,0.87
2020-21,Terry Rozier,0.817
2020-21,Thaddeus Young,0.628
2020-21,Thanasis Antetokounmpo,0.51
2020-21,Theo Maledon,0.748
