NBA ID,Season,Player,Driving Dunk Rating,,Driving Dunk,Drving Dunk_PG,Drving Dunk_FGM,Rim Shot Creation,dunkScore_max,dunkScore_total,dunkScore_average,jumpSubscore_average,powerSubscore_average,styleSubscore_average,hangTime_average,takeoffDistance_average,DRIVES,DRIVE_FGM
2037,2017-18,Jamal Crawford,61.21724615285001,-0.15399972374627122,-0.42101036917262336,-0.7436963679506009,-0.6592610286514028,0.18925319656947043,,,,,,,,,-0.23991674388580483,0.0028492802331624603
2037,2018-19,Jamal Crawford,59.1653191511468,-0.23753574120294157,-0.4979738191226757,-0.7436963679506009,-0.6592610286514028,-0.15695731057188772,,,,,,,,,-0.10909146376573364,-0.11552381113019979
2037,2019-20,Jamal Crawford,34.41057555562164,-1.5460203999024795,-1.7035076308401012,-1.743696367950601,-1.659261028651403,,,,,,,,,,-1.6323925842460185,-1.8257623593103736
2045,2013-14,Hedo Turkoglu,55.634021486623226,-0.3812984301794412,-0.6304253394919206,-0.6381736025621003,-0.5973002709937776,,,,,,,,,,-0.7108877523180611,-0.7073892679470112
2045,2014-15,Hedo Turkoglu,54.21869267285368,-0.45737558566584396,-0.700516786593252,-0.7436963679506009,-0.6592610286514028,,,,,,,,,,-0.7108877523180611,-0.7073892679470112
2199,2013-14,Tyson Chandler,62.681312621879464,-0.09439610138882229,-0.3660963267533909,-0.3062565405219077,-0.28749648270565126,,,,,,,,,,-0.8155479764141181,-0.7073892679470112
2199,2014-15,Tyson Chandler,73.85469883764922,0.37795010760449077,0.06908594458017017,0.11174151679884368,0.33211109387060134,,,,,,,,,,-0.8417130324381323,-0.8257623593103735
2199,2015-16,Tyson Chandler,60.52474711473029,-0.1821920579224278,-0.4469845461372749,-0.31840764683937134,-0.22553572504802602,-0.6391790883759224,,,,,,,,,-0.8417130324381323,-0.8257623593103735
2199,2016-17,Tyson Chandler,78.88372077819577,0.8080285782497933,0.46532607976824925,1.303894313630516,0.8277971551316035,-0.5526264615905829,,,,,,,,,-0.8678780884621465,-0.7073892679470112
2199,2017-18,Tyson Chandler,71.38081155546185,0.2723557806095899,-0.028200279351882712,0.5638683336025582,0.27015033621297607,-0.8246490029159357,,,,,,,,,-0.8940431444861608,-0.8257623593103735
2199,2018-19,Tyson Chandler,64.18140256977446,-0.03332592687973054,-0.30983111969214455,-0.01462998890277883,-0.03965345207515023,-0.7380963761305961,,,,,,,,,-0.8940431444861608,-0.8257623593103735
2199,2019-20,Tyson Chandler,32.750642715046084,-1.6060297250674178,-1.758795455595019,-1.2810196274010215,-1.4733787556785272,-2.8261865414320075,,,,,,,,,-1.8940431444861607,-1.8257623593103736
2200,2013-14,Pau Gasol,71.38867505717731,0.27269142289104953,-0.02789104521890967,-0.00855443574404705,0.02230730558247503,,,,,,,,,,-0.34457696798186177,-0.11552381113019979
2200,2014-15,Pau Gasol,60.71566057175493,-0.17441977856478694,-0.4398237854073312,-0.5380622610396768,-0.4114179980209018,,,,,,,,,,-0.29224685593383337,-0.23389690249356204
2200,2015-16,Pau Gasol,75.9859254828511,0.5236056868711157,0.20328142368171354,0.1473847619967371,0.33211109387060134,0.4365464159561548,,,,,,,,,-0.2660817999098191,-0.11552381113019979
2200,2016-17,Pau Gasol,67.7506906014438,0.11740927928366982,-0.17095567591982075,-0.054500806506956614,0.02230730558247503,-0.391885868989238,,,,,,,,,-0.5277323601499615,-0.3522699938569243
2200,2017-18,Pau Gasol,69.8855275545014,0.20853172973850317,-0.08700268931084884,-0.01462998890277883,0.2081895785553508,-0.29296858123456415,,,,,,,,,-0.475402248101933,-0.3522699938569243
2200,2018-19,Pau Gasol,63.64911330487268,-0.05499595962842249,-0.32979616628698644,-0.07538552049009739,-0.3494572403632765,-0.5402618006212486,,,,,,,,,-0.7370528083420753,-0.5890161765836489
2202,2014-15,Jason Richardson,55.88801437161262,-0.3709581236983956,-0.6208986025878667,-0.7436963679506009,-0.6592610286514028,,,,,,,,,,-0.004431239669676708,-0.3522699938569243
2203,2013-14,Shane Battier,54.28490731644045,-0.45311565856110414,-0.6965920281896499,-0.7436963679506009,-0.6592610286514028,,,,,,,,,,-0.6585576402700327,-0.7073892679470112
2207,2013-14,Joe Johnson,58.671010279735256,-0.25765955383221445,-0.5165143013392313,-0.7436963679506009,-0.6592610286514028,,,,,,,,,,0.44037471273856527,0.5947147370499739
2207,2014-15,Joe Johnson,59.79965229201805,-0.21171139935979516,-0.47418132216806613,-0.7436963679506009,-0.6592610286514028,,,,,,,,,,0.6496951609306794,0.9498340111400607
2207,2015-16,Joe Johnson,66.41789415467545,0.06052077638742562,-0.22336822297067238,-0.7436963679506009,-0.6592610286514028,0.6220163304961681,,,,,,,,,0.623530104906665,0.47634164568661175
