NBA_ID,Season,Player,RotationRole,MIN,MissingCount,MissingMetrics
1641709,2025-26,Ausar Thompson,Star,1898.0,1,Points Over Expectation / 75
1641710,2025-26,Anthony Black,Starter,1907.2,1,Points Over Expectation / 75
1641711,2025-26,Gradey Dick,Rotation,1064.0,1,Points Over Expectation / 75
1641712,2025-26,Rayan Rupert,Garbage Time,1075.2,1,Points Over Expectation / 75
1641713,2025-26,GG Jackson,Key Rotation,1177.0,1,Points Over Expectation / 75
1641715,2025-26,Cam Whitmore,Rotation,354.9,1,Points Over Expectation / 75
1641716,2025-26,Jarace Walker,Starter,1953.2,1,Points Over Expectation / 75
1641717,2025-26,Cason Wallace,Star,2048.2000000000003,1,Points Over Expectation / 75
1641718,2025-26,Keyonte George,Starter,1787.4,1,Points Over Expectation / 75
1641722,2025-26,Jordan Hawkins,Rotation,693.6,1,Points Over Expectation / 75
1641723,2025-26,Kobe Bufkin,Garbage Time,120.0,1,Points Over Expectation / 75
1641724,2025-26,Jett Howard,Rotation,693.0,1,Points Over Expectation / 75
1641725,2025-26,Trey Alexander,Too Few Games,110.7,1,Points Over Expectation / 75
1641726,2025-26,Dereck Lively II,Rotation,115.5,1,Points Over Expectation / 75
1641729,2025-26,Brice Sensabaugh,Key Rotation,1762.5,1,Points Over Expectation / 75
1641730,2025-26,Noah Clowney,Starter,1782.0,1,Points Over Expectation / 75
1641731,2025-26,Bilal Coulibaly,Starter,1467.2,1,Points Over Expectation / 75
1641732,2025-26,Colby Jones,Too Few Games,6.8,7,Points Over Expectation / 75 | Stable eFG% | Overall Shot Making Efficiency | Overall Shot Making | Self-Created Shot Making Efficiency | Overall Shot Creation | Role Adjusted Stable eFG%
1641733,2025-26,Nick Smith Jr,Garbage Time,375.0,1,Points Over Expectation / 75
1641737,2025-26,Adem Bona,Rotation,1235.3999999999999,1,Points Over Expectation / 75
1641738,2025-26,Kobe Brown,Garbage Time,963.8000000000001,1,Points Over Expectation / 75
1641739,2025-26,Toumani Camara,Starter,2730.6,1,Points Over Expectation / 75
1641740,2025-26,Jaylen Clark,Rotation,890.8,1,Points Over Expectation / 75
1641744,2025-26,Zach Edey,Key Rotation,283.8,1,Points Over Expectation / 75
1641747,2025-26,DaRon Holmes II,Rotation,210.0,1,Points Over Expectation / 75
1641748,2025-26,Andre Jackson Jr,Garbage Time,408.0,1,Points Over Expectation / 75
1641750,2025-26,Ryan Kalkbrenner,Key Rotation,1476.6,1,Points Over Expectation / 75
1641752,2025-26,Bobi Klintman,Garbage Time,70.80000000000001,1,Points Over Expectation / 75
1641753,2025-26,Chris Livingston,Too Few Games,17.4,7,Points Over Expectation / 75 | Stable eFG% | Overall Shot Making Efficiency | Overall Shot Making | Self-Created Shot Making Efficiency | Overall Shot Creation | Role Adjusted Stable eFG%
1641754,2024-25,Seth Lundy,,,10,Points Over Expectation / 75 | Stable eFG% | Overall Shot Making Efficiency | Overall Shot Making | Self-Created Shot Making Efficiency | Overall Shot Creation | EFG_PCT | TS_PCT | Role Adjusted Stable eFG% | Points Per Possession
1641755,2025-26,Kevin Mccullar Jr,Garbage Time,155.4,1,Points Over Expectation / 75
1641763,2025-26,Julian Phillips,Garbage Time,427.20000000000005,1,Points Over Expectation / 75
1641764,2025-26,Brandin Podziemski,Star,2328.7999999999997,1,Points Over Expectation / 75
1641765,2025-26,Olivier-Maxence Prosper,Rotation,985.8000000000001,1,Points Over Expectation / 75
1641767,2025-26,Ben Sheppard,Key Rotation,1391.0,1,Points Over Expectation / 75
1641772,2025-26,NaeQwan Tomlin,Rotation,1004.8,1,Points Over Expectation / 75
1641774,2025-26,Tristan Vukcevic,Rotation,671.3,1,Points Over Expectation / 75
1641775,2025-26,Jordan Walsh,Key Rotation,1210.4,1,Points Over Expectation / 75
1641778,2025-26,Leaky Black,,433.5,7,Points Over Expectation / 75 | Stable eFG% | Overall Shot Making Efficiency | Overall Shot Making | Self-Created Shot Making Efficiency | Overall Shot Creation | Role Adjusted Stable eFG%
1641779,2024-25,Jalen Bridges,Too Few Games,30.4,1,Self-Created Shot Making Efficiency
1641780,2025-26,Johni Broome,Garbage Time,55.0,1,Points Over Expectation / 75
1641783,2025-26,Tristan da Silva,Key Rotation,1901.8999999999999,1,Points Over Expectation / 75
1641787,2025-26,Tosan Evbuomwan,Too Few Games,7.5,7,Points Over Expectation / 75 | Stable eFG% | Overall Shot Making Efficiency | Overall Shot Making | Self-Created Shot Making Efficiency | Overall Shot Creation | Role Adjusted Stable eFG%
